actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
27,PT09M30.00S,2021-11-15T00:14:04.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,87.59855453350855,58.57843137254902,1610612756,6,7,2021-11-15T00:14:12Z,270000,43.0,64.0,1,right,MISS D. Booker 7' driving floating Shot,[1626164],1610612756.0,PHX,driving floating,,,Booker,D. Booker,,,,,,,,7.71,Missed,,,,,,,,,,,,,,,,
28,PT09M29.00S,2021-11-15T00:14:05.0Z,1,REGULAR,rebound,offensive,[],201580,,,1610612756,6,7,2021-11-15T00:14:12Z,280000,,,0,,J. McGee REBOUND (Off:2 Def:1),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,27.0,3.0,1.0,2.0,,,,,,,,,,,,
29,PT09M25.00S,2021-11-15T00:14:08.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],101108,69.20170827858082,66.42156862745098,1610612756,6,7,2021-11-15T00:14:17Z,290000,82.0,237.0,1,right,MISS C. Paul 25' 3PT,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,25.08,Missed,,,,,,,,,,,,,,,,
30,PT09M24.00S,2021-11-15T00:14:09.7Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,6,7,2021-11-15T00:14:17Z,300000,,,0,,C. Wood REBOUND (Off:0 Def:1),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,
31,PT09M15.00S,2021-11-15T00:14:18.9Z,1,REGULAR,3pt,Jump Shot,[],1630224,21.369908015768726,89.4607843137255,1610612745,6,7,2021-11-15T00:14:26Z,310000,-197.0,148.0,1,left,MISS J. Green 24' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,24.69,Missed,,,,,,,,,,,,,,,,
32,PT09M13.00S,2021-11-15T00:14:20.9Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,6,7,2021-11-15T00:14:26Z,320000,,,0,,D. Booker REBOUND (Off:0 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,
33,PT09M06.00S,2021-11-15T00:14:27.7Z,1,REGULAR,3pt,Jump Shot,[],203109,88.78120893561103,3.9215686274509802,1610612756,6,10,2021-11-15T00:15:08Z,330000,-230.0,53.0,1,right,J. Crowder 3PT running (3 PTS) (D. Booker 1 AST),"[203109, 1626164]",1610612756.0,PHX,running,,,Crowder,J. Crowder,,,,,,,,23.64,Made,,,,,3.0,,,,,,D. Booker,1626164.0,1.0,,,
35,PT08M51.00S,2021-11-15T00:14:43.1Z,1,REGULAR,2pt,Jump Shot,[],1629645,23.73521681997372,31.61764705882353,1610612745,6,10,2021-11-15T00:14:49Z,350000,92.0,171.0,1,left,MISS K. Porter Jr. 19' pullup Shot,[1629645],1610612745.0,HOU,pullup,,,Porter Jr.,K. Porter Jr.,,,,,,,,19.38,Missed,,,,,,,,,,,,,,,,
36,PT08M50.00S,2021-11-15T00:14:44.1Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612756,6,10,2021-11-15T00:14:49Z,360000,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,35.0,1.0,1.0,0.0,,,,,,,,,,,,
37,PT08M38.00S,2021-11-15T00:14:56.4Z,1,REGULAR,2pt,Jump Shot,[],1626164,77.61169513797634,47.05882352941176,1610612756,6,12,2021-11-15T00:15:02Z,370000,-15.0,158.0,1,right,D. Booker 15' step back Jump Shot (7 PTS),[1626164],1610612756.0,PHX,step back,,,Booker,D. Booker,,,,,,,,15.87,Made,,,,,7.0,,,,,,,,,,,
38,PT08M18.00S,2021-11-15T00:15:16.1Z,1,REGULAR,turnover,bad pass,[],1630224,,,1610612745,6,12,2021-11-15T00:15:20Z,380000,,,0,,J. Green bad pass TURNOVER (1 TO),"[1630224, 101108]",1610612745.0,HOU,,,,Green,J. Green,,,,,1.0,Paul,101108.0,,,,,,,,,,,,,,,,,,
39,PT08M18.00S,2021-11-15T00:15:16.1Z,1,REGULAR,steal,,[],101108,,,1610612756,6,12,2021-11-15T00:15:17Z,390000,,,0,,C. Paul STEAL (1 STL),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
40,PT08M15.00S,2021-11-15T00:15:19.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628969,93.64323258869908,48.77450980392157,1610612756,6,14,2021-11-15T00:15:27Z,400000,-6.0,7.0,1,right,M. Bridges running DUNK (2 PTS) (J. McGee 1 AST),"[1628969, 201580]",1610612756.0,PHX,running,,,Bridges,M. Bridges,,,,,,,,0.95,Made,,,,,2.0,,,,,,J. McGee,201580.0,1.0,,,
42,PT08M15.00S,2021-11-15T00:15:27.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,6,14,2021-11-15T00:15:28Z,420000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT08M03.00S,2021-11-15T00:18:29.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,8.492115637319317,50.73529411764706,1610612745,6,14,2021-11-15T00:18:37Z,430000,-4.0,27.0,1,left,MISS J. Green cutting Layup - blocked,"[1630224, 201580]",1610612745.0,HOU,cutting,,,Green,J. Green,,,,,,,,2.75,Missed,,,,,,,,,,,,,,McGee,201580.0,
44,PT08M03.00S,2021-11-15T00:18:29.8Z,1,REGULAR,block,,[],201580,,,1610612745,6,14,2021-11-15T00:18:32Z,440000,,,0,,J. McGee BLOCK (1 BLK),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT08M01.00S,2021-11-15T00:18:31.8Z,1,REGULAR,rebound,offensive,[],1630224,,,1610612745,6,14,2021-11-15T00:18:37Z,450000,,,0,,J. Green REBOUND (Off:1 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,43.0,2.0,1.0,1.0,,,,,,,,,,,,
76,PT07M57.00S,2021-11-15T00:18:43.8Z,1,REGULAR,turnover,lost ball,[],1630224,,,1610612745,6,14,2021-11-15T00:21:53Z,460000,,,0,,J. Green lost ball TURNOVER (2 TO),"[1630224, 101108]",1610612745.0,HOU,,,,Green,J. Green,,,,,2.0,Paul,101108.0,,,,,,,,,,,,,,,,,,
77,PT07M57.00S,2021-11-15T00:18:43.8Z,1,REGULAR,steal,,[],101108,,,1610612756,6,14,2021-11-15T00:21:53Z,465000,,,0,,C. Paul STEAL (2 STL),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT07M56.00S,2021-11-15T00:18:50.8Z,1,REGULAR,turnover,lost ball,[],101108,,,1610612756,6,14,2021-11-15T00:22:43Z,467500,,,0,,C. Paul lost ball TURNOVER (1 TO),"[101108, 1629645]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,1.0,Porter Jr.,1629645.0,,,,,,,,,,,,,,,,,,
82,PT07M56.00S,2021-11-15T00:18:50.8Z,1,REGULAR,steal,,[],1629645,,,1610612745,6,14,2021-11-15T00:22:43Z,468750,,,0,,K. Porter Jr. STEAL (1 STL),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT07M54.00S,2021-11-15T00:18:54.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629645,5.962549277266746,50.245098039215684,1610612745,6,14,2021-11-15T00:24:10Z,469375,-1.0,4.0,1,left,MISS K. Porter Jr. DUNK,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,0.37,Missed,,,,,,,,,,,,,,,,
96,PT07M52.00S,2021-11-15T00:18:56.3Z,1,REGULAR,rebound,offensive,[],1630256,,,1610612745,6,14,2021-11-15T00:24:10Z,469687,,,0,,J. Tate REBOUND (Off:1 Def:0),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,95.0,1.0,0.0,1.0,,,,,,,,,,,,
109,PT07M52.00S,2021-11-15T00:18:56.1Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630256,9.247700394218143,48.774509803921575,1610612745,6,14,2021-11-15T00:26:37Z,469843,6.0,34.0,1,left,MISS J. Tate Hook - blocked,"[1630256, 203109]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,3.49,Missed,,,,,,,,,,,,,,Crowder,203109.0,
110,PT07M52.00S,2021-11-15T00:18:56.1Z,1,REGULAR,block,,[],203109,,,1610612745,6,14,2021-11-15T00:25:38Z,469921,,,0,,J. Crowder BLOCK (1 BLK),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT07M50.00S,2021-11-15T00:18:58.1Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612756,6,14,2021-11-15T00:25:38Z,469960,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,109.0,2.0,2.0,0.0,,,,,,,,,,,,
47,PT07M35.00S,2021-11-15T00:18:57.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201580,93.11760840998686,49.50980392156863,1610612756,6,14,2021-11-15T00:22:43Z,470000,-2.0,12.0,1,right,MISS J. McGee Layup,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,1.25,Missed,,,,,,,,,,,,,,,,
48,PT07M33.00S,2021-11-15T00:19:00.0Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,6,14,2021-11-15T00:19:00Z,480000,,,0,,C. Wood REBOUND (Off:0 Def:2),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,47.0,2.0,2.0,0.0,,,,,,,,,,,,
49,PT07M12.00S,2021-11-15T00:19:21.0Z,1,REGULAR,3pt,Jump Shot,[],1626174,33.459264126149804,50.0,1610612745,6,14,2021-11-15T00:19:28Z,490000,0.0,262.0,1,left,MISS C. Wood 26' 3PT,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,26.2,Missed,,,,,,,,,,,,,,,,
50,PT07M10.00S,2021-11-15T00:19:23.0Z,1,REGULAR,rebound,offensive,[],1626174,,,1610612745,6,14,2021-11-15T00:19:28Z,500000,,,0,,C. Wood REBOUND (Off:1 Def:2),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,49.0,3.0,2.0,1.0,,,,,,,,,,,,
51,PT06M57.00S,2021-11-15T00:19:39.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628464,6.915243101182654,48.03921568627451,1610612745,8,14,2021-11-15T00:19:46Z,510000,10.0,13.0,1,left,D. Theis cutting Layup (5 PTS) (K. Porter Jr. 1 AST),"[1628464, 1629645]",1610612745.0,HOU,cutting,,,Theis,D. Theis,,,,,,,,1.59,Made,,,,,5.0,,,,,,K. Porter Jr.,1629645.0,1.0,,,
53,PT06M57.00S,2021-11-15T00:19:41.9Z,1,REGULAR,foul,personal,['1freethrow'],101108,,,1610612745,8,14,2021-11-15T00:19:55Z,530000,,,0,,C. Paul shooting personal FOUL (1 PF) (Theis 1 FT),"[101108, 1628464]",1610612756.0,PHX,shooting,,,Paul,C. Paul,,,,,,,,,,,,,,,202053.0,1.0,0.0,Theis,1628464.0,,,,,,
55,PT06M57.00S,2021-11-15T00:20:08.1Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1628464,,,1610612745,8,14,2021-11-15T00:20:13Z,550000,,,0,,MISS D. Theis Free Throw 1 of 1,[1628464],1610612745.0,HOU,,,,Theis,D. Theis,,,,,,,,,Missed,,,,,,,,,,,,,,,,
56,PT06M56.00S,2021-11-15T00:20:09.1Z,1,REGULAR,rebound,defensive,[],201580,,,1610612756,8,14,2021-11-15T00:20:13Z,560000,,,0,,J. McGee REBOUND (Off:2 Def:2),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,55.0,4.0,2.0,2.0,,,,,,,,,,,,
57,PT06M38.00S,2021-11-15T00:20:26.3Z,1,REGULAR,2pt,Jump Shot,[],1626164,79.58278580814718,41.17647058823529,1610612756,8,14,2021-11-15T00:20:31Z,570000,-44.0,139.0,1,right,MISS D. Booker 14' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,,,,14.62,Missed,,,,,,,,,,,,,,,,
58,PT06M35.00S,2021-11-15T00:20:29.3Z,1,REGULAR,rebound,offensive,[],201580,,,1610612756,8,14,2021-11-15T00:20:31Z,580000,,,0,,J. McGee REBOUND (Off:3 Def:2),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,57.0,5.0,2.0,3.0,,,,,,,,,,,,
59,PT06M35.00S,2021-11-15T00:20:28.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201580,94.40999984741211,50.0,1610612756,8,16,2021-11-15T00:20:28Z,590000,0.0,0.0,1,right,J. McGee tip Layup (4 PTS),[201580],1610612756.0,PHX,tip,,,McGee,J. McGee,,,,,,,,0.0,Made,,,,,4.0,,,,,,,,,,,
60,PT06M20.00S,2021-11-15T00:20:43.5Z,1,REGULAR,2pt,Jump Shot,[],1630224,25.969119579500656,50.245098039215684,1610612745,8,16,2021-11-15T00:20:50Z,600000,-1.0,192.0,1,left,MISS J. Green 19' fadeaway bank Shot,[1630224],1610612745.0,HOU,fadeaway bank,,,Green,J. Green,,,,,,,,19.16,Missed,,,,,,,,,,,,,,,,
61,PT06M18.00S,2021-11-15T00:20:45.5Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612756,8,16,2021-11-15T00:20:50Z,610000,,,0,,M. Bridges REBOUND (Off:0 Def:3),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,60.0,3.0,3.0,0.0,,,,,,,,,,,,
62,PT06M06.00S,2021-11-15T00:20:58.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201580,93.51182654402102,50.0,1610612756,8,18,2021-11-15T00:21:02Z,620000,0.0,8.0,1,right,J. McGee cutting DUNK (6 PTS) (D. Booker 2 AST),"[201580, 1626164]",1610612756.0,PHX,cutting,,,McGee,J. McGee,,,,,,,,0.85,Made,,,,,6.0,,,,,,D. Booker,1626164.0,2.0,,,
64,PT05M51.00S,2021-11-15T00:21:18.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,8,18,2021-11-15T00:21:18Z,640000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT05M51.00S,2021-11-15T00:21:19.5Z,1,REGULAR,substitution,out,[],1630224,,,1610612745,8,18,2021-11-15T00:21:32Z,650000,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M51.00S,2021-11-15T00:21:19.5Z,1,REGULAR,substitution,out,[],1630256,,,1610612745,8,18,2021-11-15T00:21:32Z,660000,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M51.00S,2021-11-15T00:21:19.5Z,1,REGULAR,substitution,out,[],1628464,,,1610612745,8,18,2021-11-15T00:21:32Z,670000,,,0,,SUB out: D. Theis,[1628464],1610612745.0,HOU,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M51.00S,2021-11-15T00:21:19.5Z,1,REGULAR,substitution,in,[],201569,,,1610612745,8,18,2021-11-15T00:21:32Z,680000,,,0,,SUB in: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M51.00S,2021-11-15T00:21:19.5Z,1,REGULAR,substitution,in,[],1627863,,,1610612745,8,18,2021-11-15T00:21:32Z,690000,,,0,,SUB in: D. House Jr.,[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M51.00S,2021-11-15T00:21:19.5Z,1,REGULAR,substitution,in,[],1630578,,,1610612745,8,18,2021-11-15T00:21:32Z,700000,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M45.00S,2021-11-15T00:21:42.9Z,1,REGULAR,turnover,bad pass,[],1626174,,,1610612745,8,18,2021-11-15T00:21:45Z,710000,,,0,,C. Wood bad pass TURNOVER (1 TO),"[1626174, 1626164]",1610612745.0,HOU,,,,Wood,C. Wood,,,,,1.0,Booker,1626164.0,,,,,,,,,,,,,,,,,,
72,PT05M45.00S,2021-11-15T00:21:42.9Z,1,REGULAR,steal,,[],1626164,,,1610612756,8,18,2021-11-15T00:21:44Z,720000,,,0,,D. Booker STEAL (1 STL),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M43.00S,2021-11-15T00:21:47.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626164,93.11760840998686,49.754901960784316,1610612756,8,20,2021-11-15T00:21:55Z,730000,-1.0,12.0,1,right,D. Booker running Layup (9 PTS),[1626164],1610612756.0,PHX,running,,,Booker,D. Booker,,,,,,,,1.23,Made,,,,,9.0,,,,,,,,,,,
74,PT05M43.00S,2021-11-15T00:21:49.5Z,1,REGULAR,foul,personal,['1freethrow'],1626174,,,1610612756,8,20,2021-11-15T00:21:57Z,740000,,,0,,C. Wood shooting personal FOUL (1 PF) (Booker 1 FT),"[1626174, 1626164]",1610612745.0,HOU,shooting,,,Wood,C. Wood,,,,,,,,,,,,,,,101283.0,1.0,0.0,Booker,1626164.0,,,,,,
78,PT05M43.00S,2021-11-15T00:22:08.7Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1626164,,,1610612756,8,21,2021-11-15T00:22:08Z,760000,,,0,,D. Booker Free Throw 1 of 1 (10 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,Made,,,,,10.0,,,,,,,,,,,
79,PT05M23.00S,2021-11-15T00:22:31.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626174,7.30946123521682,51.9607843137255,1610612745,10,21,2021-11-15T00:22:35Z,770000,-10.0,16.0,1,left,C. Wood DUNK (2 PTS) (A. Sengun 1 AST),"[1626174, 1630578]",1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,1.89,Made,,,,,2.0,,,,,,A. Sengun,1630578.0,1.0,,,
83,PT05M12.00S,2021-11-15T00:22:45.1Z,1,REGULAR,foul,personal,['2freethrow'],1627863,,,1610612756,10,21,2021-11-15T00:22:55Z,790000,,,0,,D. House Jr. shooting personal FOUL (1 PF) (Booker 2 FT),"[1627863, 1626164]",1610612745.0,HOU,shooting,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,202053.0,1.0,0.0,Booker,1626164.0,,,,,,
