actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
174,PT11M07.00S,2021-11-15T00:38:45.2Z,2,REGULAR,rebound,offensive,[],1626163,,,1610612756,25,27,2021-11-15T00:38:56Z,1650000,,,0,,F. Kaminsky REBOUND (Off:1 Def:0),[1626163],1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,,,,,,173.0,1.0,0.0,1.0,,,,,,,,,,,,
175,PT11M03.00S,2021-11-15T00:38:49.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626163,94.40999984741211,50.0,1610612756,25,27,2021-11-15T00:38:49Z,1660000,0.0,0.0,1,right,MISS F. Kaminsky tip Layup,[1626163],1610612756.0,PHX,tip,,,Kaminsky,F. Kaminsky,,,,,,,,0.0,Missed,,,,,,,,,,,,,,,,
176,PT11M03.00S,2021-11-15T00:38:50.2Z,2,REGULAR,rebound,defensive,[],201569,,,1610612745,25,27,2021-11-15T00:38:50Z,1670000,,,0,,E. Gordon REBOUND (Off:0 Def:2),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,175.0,2.0,2.0,0.0,,,,,,,,,,,,
177,PT10M54.00S,2021-11-15T00:38:58.9Z,2,REGULAR,2pt,Jump Shot,[],1627863,5.995400788436268,91.17647058823529,1610612745,25,27,2021-11-15T00:39:07Z,1680000,-206.0,4.0,1,left,MISS D. House Jr. 20' step back Shot,[1627863],1610612745.0,HOU,step back,,,House Jr.,D. House Jr.,,,,,,,,20.59,Missed,,,,,,,,,,,,,,,,
178,PT10M53.00S,2021-11-15T00:38:59.9Z,2,REGULAR,rebound,defensive,[],1627846,,,1610612756,25,27,2021-11-15T00:39:07Z,1690000,,,0,,A. Nader REBOUND (Off:0 Def:2),[1627846],1610612756.0,PHX,,,,Nader,A. Nader,,,,,,,,,,177.0,2.0,2.0,0.0,,,,,,,,,,,,
179,PT10M44.00S,2021-11-15T00:39:09.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626163,89.83245729303549,50.245098039215684,1610612756,25,27,2021-11-15T00:39:16Z,1700000,1.0,43.0,1,right,MISS F. Kaminsky floating Shot,[1626163],1610612756.0,PHX,floating,,,Kaminsky,F. Kaminsky,,,,,,,,4.31,Missed,,,,,,,,,,,,,,,,
180,PT10M43.00S,2021-11-15T00:39:10.0Z,2,REGULAR,rebound,defensive,[],1627863,,,1610612745,25,27,2021-11-15T00:39:16Z,1710000,,,0,,D. House Jr. REBOUND (Off:0 Def:2),[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,,,,,,179.0,2.0,2.0,0.0,,,,,,,,,,,,
181,PT10M34.00S,2021-11-15T00:39:18.6Z,2,REGULAR,turnover,lost ball,[],1627863,,,1610612745,25,27,2021-11-15T00:39:42Z,1720000,,,0,,D. House Jr. lost ball TURNOVER (1 TO),"[1627863, 1629661]",1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,1.0,Johnson,1629661.0,,,,,,,,,,,,,,,,,,
182,PT10M34.00S,2021-11-15T00:39:18.6Z,2,REGULAR,steal,,[],1629661,,,1610612756,25,27,2021-11-15T00:39:42Z,1730000,,,0,,C. Johnson STEAL (1 STL),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT10M34.00S,2021-11-15T00:39:23.0Z,2,REGULAR,foul,personal,[],201569,,,1610612756,25,27,2021-11-15T00:41:00Z,1740000,,,0,,E. Gordon take personal FOUL (1 PF),"[201569, 1627846]",1610612745.0,HOU,take,,,Gordon,E. Gordon,,,,,,,,,,,,,,,2002.0,1.0,0.0,Nader,1627846.0,,,,,,
185,PT10M24.00S,2021-11-15T00:39:45.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626166,66.96780551905388,41.911764705882355,1610612756,25,27,2021-11-15T00:39:54Z,1760000,-40.0,258.0,1,right,MISS C. Payne 26' step back bank 3PT,[1626166],1610612756.0,PHX,step back bank,,,Payne,C. Payne,,,,,,,,26.11,Missed,,,,,,,,,,,,,,,,
186,PT10M22.00S,2021-11-15T00:39:47.4Z,2,REGULAR,rebound,defensive,[],201569,,,1610612745,25,27,2021-11-15T00:39:54Z,1770000,,,0,,E. Gordon REBOUND (Off:0 Def:3),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,185.0,3.0,3.0,0.0,,,,,,,,,,,,
187,PT10M12.00S,2021-11-15T00:39:57.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627863,7.835085413929041,49.754901960784316,1610612745,25,27,2021-11-15T00:40:04Z,1780000,1.0,21.0,1,left,MISS D. House Jr. driving reverse Layup,[1627863],1610612745.0,HOU,driving reverse,,,House Jr.,D. House Jr.,,,,,,,,2.11,Missed,,,,,,,,,,,,,,,,
188,PT10M12.00S,2021-11-15T00:39:57.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612756,25,27,2021-11-15T00:40:04Z,1790000,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,187.0,,,,,,,,,,,,,,,
189,PT10M12.00S,2021-11-15T00:40:01.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,25,27,2021-11-15T00:40:01Z,1800000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT10M12.00S,2021-11-15T00:40:06.3Z,2,REGULAR,substitution,out,[],1627863,,,1610612756,25,27,2021-11-15T00:40:17Z,1810000,,,0,,SUB out: D. House Jr.,[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT10M12.00S,2021-11-15T00:40:06.3Z,2,REGULAR,substitution,out,[],201569,,,1610612756,25,27,2021-11-15T00:40:17Z,1820000,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT10M12.00S,2021-11-15T00:40:06.3Z,2,REGULAR,substitution,in,[],1630224,,,1610612756,25,27,2021-11-15T00:40:17Z,1830000,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT10M12.00S,2021-11-15T00:40:06.3Z,2,REGULAR,substitution,in,[],1630256,,,1610612756,25,27,2021-11-15T00:40:17Z,1840000,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT10M01.00S,2021-11-15T00:40:32.9Z,2,REGULAR,turnover,bad pass,[],1629013,,,1610612756,25,27,2021-11-15T00:40:42Z,1850000,,,0,,L. Shamet bad pass TURNOVER (1 TO),"[1629013, 1630231]",1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,1.0,Martin Jr.,1630231.0,,,,,,,,,,,,,,,,,,
195,PT10M01.00S,2021-11-15T00:40:32.9Z,2,REGULAR,steal,,[],1630231,,,1610612745,25,27,2021-11-15T00:40:34Z,1860000,,,0,,K. Martin Jr. STEAL (1 STL),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT09M57.00S,2021-11-15T00:40:35.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630231,7.095926412614981,52.32077205882353,1610612745,25,27,2021-11-15T00:52:25Z,1865000,-12.0,14.0,1,left,MISS K. Martin Jr. alley-oop DUNK - blocked,"[1630231, 1629013]",1610612745.0,HOU,alley-oop,,,Martin Jr.,K. Martin Jr.,,,,,,,,1.83,Missed,,,,,,,,,,,,,,Shamet,1629013.0,
262,PT09M57.00S,2021-11-15T00:40:35.9Z,2,REGULAR,block,,[],1629013,,,1610612745,25,27,2021-11-15T00:52:25Z,1867500,,,0,,L. Shamet BLOCK (1 BLK),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT09M56.00S,2021-11-15T00:40:36.9Z,2,REGULAR,rebound,defensive,[],1627846,,,1610612756,25,27,2021-11-15T00:52:25Z,1868750,,,0,,A. Nader REBOUND (Off:0 Def:3),[1627846],1610612756.0,PHX,,,,Nader,A. Nader,,,,,,,,,,261.0,3.0,3.0,0.0,,,,,,,,,,,,
198,PT09M51.00S,2021-11-15T00:40:45.3Z,2,REGULAR,foul,personal,['2freethrow'],1630528,,,1610612756,25,27,2021-11-15T00:40:52Z,1890000,,,0,,J. Christopher shooting personal FOUL (1 PF) (Nader 2 FT),"[1630528, 1627846]",1610612745.0,HOU,shooting,,,Christopher,J. Christopher,,,,,,,,,,,,,,,101283.0,1.0,0.0,Nader,1627846.0,,,,,,
200,PT09M51.00S,2021-11-15T00:41:11.3Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1627846,,,1610612756,25,28,2021-11-15T00:52:34Z,1910000,,,0,,A. Nader Free Throw 1 of 2 (1 PTS),[1627846],1610612756.0,PHX,,,,Nader,A. Nader,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,
201,PT09M51.00S,2021-11-15T00:41:11.3Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1627846,,,1610612756,25,28,2021-11-15T00:52:34Z,1920000,,,0,,MISS A. Nader Free Throw 2 of 2,[1627846],1610612756.0,PHX,,,,Nader,A. Nader,,,,,,,,,Missed,,,,,,,,,,,,,,,,
202,PT09M51.00S,2021-11-15T00:41:11.3Z,2,REGULAR,rebound,defensive,[],1630256,,,1610612745,25,28,2021-11-15T00:41:30Z,1930000,,,0,,J. Tate REBOUND (Off:1 Def:1),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,201.0,2.0,1.0,1.0,,,,,,,,,,,,
203,PT09M34.00S,2021-11-15T00:41:46.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,25,28,2021-11-15T00:41:46Z,1940000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M32.00S,2021-11-15T00:41:58.9Z,2,REGULAR,turnover,bad pass,[],1630528,,,1610612745,25,28,2021-11-15T00:42:03Z,1950000,,,0,,J. Christopher bad pass TURNOVER (1 TO),"[1630528, 1629013]",1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,1.0,Shamet,1629013.0,,,,,,,,,,,,,,,,,,
205,PT09M32.00S,2021-11-15T00:41:58.9Z,2,REGULAR,steal,,[],1629013,,,1610612756,25,28,2021-11-15T00:42:00Z,1960000,,,0,,L. Shamet STEAL (1 STL),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT09M23.00S,2021-11-15T00:42:07.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629661,77.61169513797634,87.74509803921569,1610612756,25,28,2021-11-15T00:42:26Z,1970000,189.0,158.0,1,right,MISS C. Johnson 24' 3PT,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,24.61,Missed,,,,,,,,,,,,,,,,
207,PT09M21.00S,2021-11-15T00:42:09.9Z,2,REGULAR,rebound,defensive,[],1630256,,,1610612745,25,28,2021-11-15T00:42:26Z,1980000,,,0,,J. Tate REBOUND (Off:1 Def:2),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,206.0,3.0,2.0,1.0,,,,,,,,,,,,
208,PT09M09.00S,2021-11-15T00:42:29.4Z,2,REGULAR,foul,offensive,[],1630578,,,1610612745,25,28,2021-11-15T00:42:40Z,1990000,,,0,,A. Sengun offensive FOUL (1 PF),"[1630578, 1629013]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,2002.0,1.0,0.0,Shamet,1629013.0,,,,,,
210,PT09M09.00S,2021-11-15T00:42:29.4Z,2,REGULAR,turnover,offensive foul,[],1630578,,,1610612745,25,28,2021-11-15T00:42:29Z,2010000,,,0,,A. Sengun offensive foul TURNOVER (2 TO),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,2.0,,,,,,,,,,2002.0,,,,,,,,,,
211,PT09M09.00S,2021-11-15T00:42:36.9Z,2,REGULAR,substitution,out,[],1626163,,,1610612756,25,28,2021-11-15T00:42:48Z,2020000,,,0,,SUB out: F. Kaminsky,[1626163],1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT09M09.00S,2021-11-15T00:42:36.9Z,2,REGULAR,substitution,in,[],201580,,,1610612756,25,28,2021-11-15T00:42:48Z,2030000,,,0,,SUB in: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT09M09.00S,2021-11-15T00:42:36.9Z,2,REGULAR,substitution,out,[],1630578,,,1610612756,25,28,2021-11-15T00:42:55Z,2040000,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT09M09.00S,2021-11-15T00:42:36.9Z,2,REGULAR,substitution,in,[],1628464,,,1610612756,25,28,2021-11-15T00:42:55Z,2050000,,,0,,SUB in: D. Theis,[1628464],1610612745.0,HOU,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M52.00S,2021-11-15T00:43:02.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627846,87.46714848883047,45.34313725490196,1610612756,25,28,2021-11-15T00:43:12Z,2060000,-23.0,65.0,1,right,MISS A. Nader 6' driving floating bank Shot,[1627846],1610612756.0,PHX,driving floating bank,,,Nader,A. Nader,,,,,,,,6.93,Missed,,,,,,,,,,,,,,,,
216,PT08M51.00S,2021-11-15T00:43:03.7Z,2,REGULAR,rebound,offensive,[],201580,,,1610612756,25,28,2021-11-15T00:43:12Z,2070000,,,0,,J. McGee REBOUND (Off:4 Def:2),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,215.0,6.0,2.0,4.0,,,,,,,,,,,,
217,PT08M48.00S,2021-11-15T00:43:07.0Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629661,93.11760840998686,96.32352941176471,1610612756,25,31,2021-11-15T00:43:15Z,2080000,232.0,12.0,1,right,C. Johnson 3PT  (3 PTS) (C. Payne 2 AST),"[1629661, 1626166]",1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,23.19,Made,,,,,3.0,,,,,,C. Payne,1626166.0,2.0,,,
219,PT08M36.00S,2021-11-15T00:43:22.9Z,2,REGULAR,foul,personal,[],1627846,,,1610612745,25,31,2021-11-15T00:43:30Z,2100000,,,0,,A. Nader personal FOUL (2 PF),"[1627846, 1630224]",1610612756.0,PHX,,,,Nader,A. Nader,,,,,,,,,,,,,,,2002.0,2.0,0.0,Green,1630224.0,,,,,,
221,PT08M28.00S,2021-11-15T00:43:46.6Z,2,REGULAR,foul,offensive,[],1630224,,,1610612745,25,31,2021-11-15T00:43:53Z,2120000,,,0,,J. Green charge offensive FOUL (1 PF),"[1630224, 1626166]",1610612745.0,HOU,charge,,,Green,J. Green,,,,,,,,,,,,,,,202053.0,1.0,0.0,Payne,1626166.0,,,,,,
223,PT08M28.00S,2021-11-15T00:43:46.6Z,2,REGULAR,turnover,offensive foul,[],1630224,,,1610612745,25,31,2021-11-15T00:43:46Z,2140000,,,0,,J. Green offensive foul TURNOVER (3 TO),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,3.0,,,,,,,,,,202053.0,,,,,,,,,,
224,PT08M14.00S,2021-11-15T00:44:17.9Z,2,REGULAR,foul,offensive,[],201580,,,1610612756,25,31,2021-11-15T00:49:49Z,2150000,,,0,,J. McGee offensive FOUL (1 PF),"[201580, 1630256]",1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,2002.0,1.0,1.0,Tate,1630256.0,,,,,,
226,PT08M14.00S,2021-11-15T00:44:17.9Z,2,REGULAR,turnover,offensive foul,[],201580,,,1610612756,25,31,2021-11-15T00:44:17Z,2170000,,,0,,J. McGee offensive foul TURNOVER (1 TO),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,1.0,,,,,,,,,,2002.0,,,,,,,,,,
227,PT08M14.00S,2021-11-15T00:44:29.4Z,2,REGULAR,substitution,out,[],1627846,,,1610612745,25,31,2021-11-15T00:44:43Z,2180000,,,0,,SUB out: A. Nader,[1627846],1610612756.0,PHX,,,,Nader,A. Nader,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M14.00S,2021-11-15T00:44:29.4Z,2,REGULAR,substitution,out,[],1626166,,,1610612745,25,31,2021-11-15T00:44:43Z,2190000,,,0,,SUB out: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M14.00S,2021-11-15T00:44:29.4Z,2,REGULAR,substitution,in,[],101108,,,1610612745,25,31,2021-11-15T00:44:43Z,2200000,,,0,,SUB in: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT08M14.00S,2021-11-15T00:44:29.4Z,2,REGULAR,substitution,in,[],203109,,,1610612745,25,31,2021-11-15T00:44:43Z,2210000,,,0,,SUB in: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M58.00S,2021-11-15T00:45:02.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630528,8.754927726675426,4.6568627450980395,1610612745,25,31,2021-11-15T00:45:09Z,2220000,227.0,30.0,1,left,MISS J. Christopher 3PT,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,22.87,Missed,,,,,,,,,,,,,,,,
232,PT07M57.00S,2021-11-15T00:45:03.7Z,2,REGULAR,rebound,defensive,[],203109,,,1610612756,25,31,2021-11-15T00:45:09Z,2230000,,,0,,J. Crowder REBOUND (Off:0 Def:2),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,231.0,2.0,2.0,0.0,,,,,,,,,,,,
233,PT07M42.00S,2021-11-15T00:45:18.6Z,2,REGULAR,3pt,Jump Shot,[],203109,69.85873850197109,27.941176470588236,1610612756,25,31,2021-11-15T00:45:26Z,2240000,-110.0,231.0,1,right,MISS J. Crowder 25' 3PT,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,25.58,Missed,,,,,,,,,,,,,,,,
234,PT07M39.00S,2021-11-15T00:45:21.6Z,2,REGULAR,rebound,offensive,[],203109,,,1610612756,25,31,2021-11-15T00:59:19Z,2250000,,,0,,J. Crowder REBOUND (Off:1 Def:2),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,233.0,3.0,2.0,1.0,,,,,,,,,,,,
235,PT07M29.00S,2021-11-15T00:45:32.0Z,2,REGULAR,turnover,bad pass,[],203109,,,1610612756,25,31,2021-11-15T00:45:40Z,2260000,,,0,,J. Crowder bad pass TURNOVER (1 TO),"[203109, 1630528]",1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,1.0,Christopher,1630528.0,,,,,,,,,,,,,,,,,,
236,PT07M29.00S,2021-11-15T00:45:32.0Z,2,REGULAR,steal,,[],1630528,,,1610612745,25,31,2021-11-15T00:45:33Z,2270000,,,0,,J. Christopher STEAL (1 STL),[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M29.00S,2021-11-15T00:45:38.0Z,2,REGULAR,foul,personal,['2freethrow'],203109,,,1610612745,25,31,2021-11-15T00:48:18Z,2280000,,,0,,J. Crowder clear-path personal FOUL (1 PF) (Christopher 2 FT),"[203109, 1630528]",1610612756.0,PHX,clear-path,,,Crowder,J. Crowder,,,,,,,,,,,,,,,202053.0,1.0,0.0,Christopher,1630528.0,,,,,,
239,PT07M29.00S,2021-11-15T00:46:08.0Z,2,REGULAR,instantreplay,request,[],0,,,1610612745,25,31,2021-11-15T00:47:28Z,2300000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,,,,,101283.0,,,,,,,,,,Clear Path - Overturn Call
240,PT07M29.00S,2021-11-15T00:47:44.5Z,2,REGULAR,substitution,out,[],1630231,,,1610612745,25,31,2021-11-15T00:48:02Z,2310000,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M29.00S,2021-11-15T00:47:44.5Z,2,REGULAR,substitution,out,[],1629013,,,1610612745,25,31,2021-11-15T00:48:02Z,2320000,,,0,,SUB out: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M29.00S,2021-11-15T00:47:44.5Z,2,REGULAR,substitution,out,[],1629661,,,1610612745,25,31,2021-11-15T00:48:02Z,2330000,,,0,,SUB out: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M29.00S,2021-11-15T00:47:44.5Z,2,REGULAR,substitution,in,[],1626174,,,1610612745,25,31,2021-11-15T00:48:02Z,2340000,,,0,,SUB in: C. Wood,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M29.00S,2021-11-15T00:47:44.5Z,2,REGULAR,substitution,in,[],1628969,,,1610612745,25,31,2021-11-15T00:48:02Z,2350000,,,0,,SUB in: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT07M29.00S,2021-11-15T00:47:44.5Z,2,REGULAR,substitution,in,[],1626164,,,1610612745,25,31,2021-11-15T00:48:02Z,2360000,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M29.00S,2021-11-15T00:48:20.0Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630528,,,1610612745,25,31,2021-11-15T00:48:20Z,2370000,,,0,,MISS J. Christopher clear-path Free Throw 1 of 2,[1630528],1610612745.0,HOU,clear-path,,,Christopher,J. Christopher,,,,,,,,,Missed,,,,,,,,,,,,,,,,
247,PT07M29.00S,2021-11-15T00:48:20.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,25,31,2021-11-15T00:48:20Z,2380000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,246.0,,,,,,,,,,,,,,,
248,PT07M29.00S,2021-11-15T00:48:20.5Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630528,,,1610612745,26,31,2021-11-15T00:48:20Z,2390000,,,0,,J. Christopher clear-path Free Throw 2 of 2 (1 PTS),[1630528],1610612745.0,HOU,clear-path,,,Christopher,J. Christopher,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,
249,PT07M29.00S,2021-11-15T00:48:24.0Z,2,REGULAR,substitution,out,[],1630528,,,1610612756,26,31,2021-11-15T00:48:30Z,2400000,,,0,,SUB out: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT07M29.00S,2021-11-15T00:48:24.0Z,2,REGULAR,substitution,in,[],1629645,,,1610612756,26,31,2021-11-15T00:48:30Z,2410000,,,0,,SUB in: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT07M07.00S,2021-11-15T00:48:52.2Z,2,REGULAR,turnover,out-of-bounds,[],1626174,,,1610612745,26,31,2021-11-15T00:48:58Z,2420000,,,0,,C. Wood step out-of-bounds TURNOVER (3 TO),[1626174],1610612745.0,HOU,step,,,Wood,C. Wood,,,,,3.0,,,,,,,,,,101283.0,,,,,,,,,,
252,PT06M53.00S,2021-11-15T00:49:16.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203109,79.45137976346912,33.088235294117645,1610612756,26,33,2021-11-15T00:49:22Z,2430000,-85.0,141.0,1,right,J. Crowder 16' fadeaway Jump Shot (5 PTS) (C. Paul 2 AST),"[203109, 101108]",1610612756.0,PHX,fadeaway,,,Crowder,J. Crowder,,,,,,,,16.42,Made,,,,,5.0,,,,,,C. Paul,101108.0,2.0,,,
254,PT06M32.00S,2021-11-15T00:49:37.1Z,2,REGULAR,3pt,Jump Shot,[],1630256,22.552562417871222,10.294117647058822,1610612745,26,33,2021-11-15T00:49:43Z,2450000,199.0,159.0,1,left,MISS J. Tate 25' step back 3PT,[1630256],1610612745.0,HOU,step back,,,Tate,J. Tate,,,,,,,,25.46,Missed,,,,,,,,,,,,,,,,
255,PT06M31.00S,2021-11-15T00:49:38.1Z,2,REGULAR,rebound,defensive,[],1626164,,,1610612756,26,33,2021-11-15T00:49:43Z,2460000,,,0,,D. Booker REBOUND (Off:0 Def:2),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,254.0,2.0,2.0,0.0,,,,,,,,,,,,
256,PT06M18.00S,2021-11-15T00:49:51.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201580,84.05059132720105,51.71568627450981,1610612756,26,35,2021-11-15T00:49:56Z,2470000,9.0,97.0,1,right,J. McGee 9' floating Jump Shot (8 PTS) (D. Booker 3 AST),"[201580, 1626164]",1610612756.0,PHX,floating,,,McGee,J. McGee,,,,,,,,9.78,Made,,,,,8.0,,,,,,D. Booker,1626164.0,3.0,,,
258,PT06M09.00S,2021-11-15T00:50:03.2Z,2,REGULAR,foul,personal,[],203109,,,1610612745,26,35,2021-11-15T00:50:09Z,2490000,,,0,,J. Crowder personal FOUL (2 PF),"[203109, 1626174]",1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,101283.0,2.0,0.0,Wood,1626174.0,,,,,,
260,PT06M09.00S,2021-11-15T00:50:14.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,26,35,2021-11-15T00:50:14Z,2510000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT06M03.00S,2021-11-15T00:53:17.0Z,2,REGULAR,turnover,bad pass,[],1629645,,,1610612745,26,35,2021-11-15T00:53:23Z,2520000,,,0,,K. Porter Jr. bad pass TURNOVER (3 TO),"[1629645, 203109]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,3.0,Crowder,203109.0,,,,,,,,,,,,,,,,,,
265,PT06M03.00S,2021-11-15T00:53:17.0Z,2,REGULAR,steal,,[],203109,,,1610612756,26,35,2021-11-15T00:53:18Z,2530000,,,0,,J. Crowder STEAL (1 STL),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
