actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
520,PT10M29.00S,2023-01-21T01:55:32.1Z,4,REGULAR,rebound,defensive,[],1629021,,,1610612753,90,91,2023-01-21T01:59:47Z,5070000,False,,,0,,M. Wagner REBOUND (Off:0 Def:4),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,519.0,4.0,4.0,0.0,,,,,,,,,,,,
521,PT10M28.00S,2023-01-21T01:55:48.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629626,7.30946123521682,45.83333333333333,1610612753,92,91,2023-01-21T02:00:48Z,5080000,False,21.0,16.0,1,left,B. Bol cutting Layup (10 PTS) (C. Anthony 3 AST),"[1629626, 1630175]",1610612753.0,ORL,cutting,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,2.64,Made,,,,,,,10.0,,,,C. Anthony,1630175.0,3.0,,,,,
522,PT10M00.00S,2023-01-21T01:56:15.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630529,87.12220762155059,50.87699142156863,1610612740,92,93,2023-01-21T02:01:53Z,5090000,False,4.0,69.0,1,right,H. Jones 6' driving floating Jump Shot (10 PTS) (D. Graham 1 AST),"[1630529, 1628984]",1610612740.0,NOP,driving floating,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,6.87,Made,,,,,,,10.0,,,,D. Graham,1628984.0,1.0,,,,,
524,PT09M48.00S,2023-01-21T01:56:26.7Z,4,REGULAR,3pt,Jump Shot,[],203082,6.258212877792378,95.83333333333334,1610612753,95,93,2023-01-21T01:56:36Z,5110000,False,-229.0,6.0,1,left,T. Ross 3PT  (5 PTS) (J. Suggs 1 AST),"[203082, 1630591]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,Left Corner 3,24+ Left,22.93,Made,,,,,,,5.0,,,,J. Suggs,1630591.0,1.0,,,,,
527,PT09M30.00S,2023-01-21T01:56:45.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630631,91.93495400788436,50.0,1610612740,95,95,2023-01-21T02:02:23Z,5130000,False,0.0,23.0,1,right,J. Alvarado driving finger roll Layup (13 PTS) (H. Jones 3 AST),"[1630631, 1630529]",1610612740.0,NOP,driving finger roll,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,2.33,Made,,,,,,,13.0,,,,H. Jones,1630529.0,3.0,,,,,
528,PT09M20.00S,2023-01-21T01:56:55.2Z,4,REGULAR,3pt,Jump Shot,[],1629021,32.276609724047304,49.50980392156863,1610612753,95,95,2023-01-21T01:57:03Z,5140000,False,2.0,251.0,1,left,MISS M. Wagner 25' 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Above the Break 3,24+ Center,25.09,Missed,,,,,,,,,,,,,,,,,,
530,PT09M17.00S,2023-01-21T01:56:58.3Z,4,REGULAR,rebound,offensive,[],1630591,,,1610612753,95,95,2023-01-21T01:56:58Z,5150000,False,,,0,,J. Suggs REBOUND (Off:1 Def:3),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Center,,,,,528.0,4.0,3.0,1.0,,,,,,,,,,,,
531,PT09M17.00S,2023-01-21T01:57:01.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630591,8.886333771353483,48.28431372549019,1610612753,97,95,2023-01-21T01:57:10Z,5160000,False,9.0,31.0,1,left,J. Suggs putback Layup (5 PTS),[1630591],1610612753.0,ORL,putback,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,3.22,Made,,,,,,,5.0,,,,,,,,,,,
532,PT09M17.00S,2023-01-21T01:57:07.6Z,4,REGULAR,foul,personal,['1freethrow'],1630529,,,1610612753,97,95,2023-01-21T01:57:16Z,5170000,False,,,0,,H. Jones shooting personal FOUL (5 PF) (Suggs 1 FT),"[1630529, 1630591]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1628159.0,5.0,0.0,Suggs,1630591.0
534,PT09M17.00S,2023-01-21T01:57:26.3Z,4,REGULAR,substitution,out,[],1630529,,,1610612753,97,95,2023-01-21T01:57:33Z,5190000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT09M17.00S,2023-01-21T01:57:26.3Z,4,REGULAR,substitution,in,[],1630530,,,1610612753,97,95,2023-01-21T01:57:33Z,5200000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT09M17.00S,2023-01-21T01:57:43.4Z,4,REGULAR,freethrow,1 of 1,['2ndchance'],1630591,,,1610612753,98,95,2023-01-21T01:57:43Z,5210000,False,,,0,,J. Suggs Free Throw 1 of 1 (6 PTS),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
537,PT09M00.00S,2023-01-21T01:58:03.1Z,4,REGULAR,turnover,out-of-bounds,[],1630700,,,1610612740,98,95,2023-01-21T01:58:11Z,5220000,False,,,0,,D. Daniels bad pass out-of-bounds TURNOVER (3 TO),[1630700],1610612740.0,NOP,bad pass,,,Daniels,D. Daniels,,,,,Mid-Range,16-24 Left,,,,,,,,,,3.0,,,,,,1628159.0,,,,
538,PT09M00.00S,2023-01-21T01:58:07.5Z,4,REGULAR,substitution,out,[],1630631,,,1610612753,98,95,2023-01-21T01:58:23Z,5230000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT09M00.00S,2023-01-21T01:58:07.5Z,4,REGULAR,substitution,in,[],203468,,,1610612753,98,95,2023-01-21T01:58:23Z,5260000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT08M40.00S,2023-01-21T01:58:41.0Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629626,7.5722733245729295,50.0,1610612753,100,95,2023-01-21T01:58:53Z,5270000,False,0.0,19.0,1,left,B. Bol driving DUNK (12 PTS),[1629626],1610612753.0,ORL,driving,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,1.87,Made,,,,,,,12.0,,,,,,,,,,,
543,PT08M39.00S,2023-01-21T01:58:49.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612740,100,95,2023-01-21T01:58:49Z,5280000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT08M39.00S,2023-01-21T01:59:19.6Z,4,REGULAR,substitution,out,[],1630591,,,1610612740,100,95,2023-01-21T02:01:31Z,5290000,False,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT08M39.00S,2023-01-21T01:59:19.6Z,4,REGULAR,substitution,out,[],1628984,,,1610612740,100,95,2023-01-21T02:01:31Z,5300000,False,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT08M39.00S,2023-01-21T01:59:19.6Z,4,REGULAR,substitution,out,[],202685,,,1610612740,100,95,2023-01-21T02:01:31Z,5310000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT08M39.00S,2023-01-21T01:59:19.6Z,4,REGULAR,substitution,in,[],1630532,,,1610612740,100,95,2023-01-21T02:01:31Z,5330000,False,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT08M39.00S,2023-01-21T01:59:19.6Z,4,REGULAR,substitution,in,[],1629637,,,1610612740,100,95,2023-01-21T02:01:31Z,5350000,False,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT08M39.00S,2023-01-21T01:59:19.6Z,4,REGULAR,substitution,in,[],1626204,,,1610612740,100,95,2023-01-21T02:01:31Z,5360000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT08M36.00S,2023-01-21T02:01:43.5Z,4,REGULAR,foul,personal,[],1630175,,,1610612740,100,95,2023-01-21T02:01:59Z,5370000,False,,,0,,C. Anthony personal FOUL (1 PF),"[1630175, 1630700]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Daniels,1630700.0
555,PT08M16.00S,2023-01-21T02:02:15.1Z,4,REGULAR,3pt,Jump Shot,[],1629637,85.3646517739816,2.696078431372549,1610612740,100,95,2023-01-21T02:02:20Z,5390000,False,-237.0,85.0,1,right,MISS J. Hayes 25' 3PT,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,Left Corner 3,24+ Left,25.13,Missed,,,,,,,,,,,,,,,,,,
556,PT08M13.00S,2023-01-21T02:02:18.1Z,4,REGULAR,rebound,defensive,[],1630532,,,1610612753,100,95,2023-01-21T02:02:20Z,5400000,False,,,0,,F. Wagner REBOUND (Off:1 Def:5),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Left Corner 3,24+ Left,,,,,555.0,6.0,5.0,1.0,,,,,,,,,,,,
557,PT07M57.00S,2023-01-21T02:02:34.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,15.588042049934298,48.529411764705884,1610612753,102,95,2023-01-21T02:02:39Z,5410000,False,7.0,94.0,1,left,C. Anthony 9' driving floating Jump Shot (15 PTS) (M. Wagner 2 AST),"[1630175, 1629021]",1610612753.0,ORL,driving floating,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),8-16 Center,9.43,Made,,,,,,,15.0,,,,M. Wagner,1629021.0,2.0,,,,,
558,PT07M43.00S,2023-01-21T02:02:48.0Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629637,93.51182654402102,54.166666666666664,1610612740,102,97,2023-01-21T02:08:23Z,5420000,False,21.0,8.0,1,right,J. Hayes alley-oop DUNK (12 PTS) (C. McCollum 7 AST),"[1629637, 203468]",1610612740.0,NOP,alley-oop,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,2.25,Made,,,,,,,12.0,,,,C. McCollum,203468.0,7.0,,,,,
560,PT07M20.00S,2023-01-21T02:03:11.2Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630532,7.835085413929041,52.69607843137255,1610612753,104,97,2023-01-21T02:03:17Z,5440000,False,-13.0,21.0,1,left,F. Wagner driving Hook (27 PTS),[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,2.5,Made,,,,,,,27.0,,,,,,,,,,,
561,PT07M08.00S,2023-01-21T02:03:24.8Z,4,REGULAR,turnover,out-of-bounds,[],203468,,,1610612740,104,97,2023-01-21T02:03:32Z,5450000,False,,,0,,C. McCollum bad pass out-of-bounds TURNOVER (3 TO),[203468],1610612740.0,NOP,bad pass,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,3.0,,,,,,1830.0,,,,
562,PT06M48.00S,2023-01-21T02:03:47.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203082,27.54599211563732,81.61764705882352,1610612753,107,97,2023-01-21T02:03:51Z,5460000,False,-158.0,206.0,1,left,T. Ross 26' 3PT  (8 PTS) (B. Bol 1 AST),"[203082, 1629626]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,Above the Break 3,24+ Left Center,26.0,Made,,,,,,,8.0,,,,B. Bol,1629626.0,1.0,,,,,
564,PT06M38.00S,2023-01-21T02:03:59.9Z,4,REGULAR,foul,personal,['2freethrow'],1630175,,,1610612740,107,97,2023-01-21T02:04:07Z,5480000,False,,,0,,C. Anthony shooting personal FOUL (2 PF) (McCollum 2 FT),"[1630175, 203468]",1610612753.0,ORL,shooting,,,Anthony,C. Anthony,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,204059.0,2.0,0.0,McCollum,203468.0
566,PT06M38.00S,2023-01-21T02:04:25.5Z,4,REGULAR,freethrow,1 of 2,[],203468,,,1610612740,107,98,2023-01-21T02:04:53Z,5500000,False,,,0,,C. McCollum Free Throw 1 of 2 (19 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,Made,,,,,,,19.0,,,,,,,,,,,
567,PT06M38.00S,2023-01-21T02:04:26.4Z,4,REGULAR,substitution,out,[],1630700,,,1610612740,107,98,2023-01-21T02:04:30Z,5510000,False,,,0,,SUB out: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT06M38.00S,2023-01-21T02:04:26.4Z,4,REGULAR,substitution,in,[],1630529,,,1610612740,107,98,2023-01-21T02:04:30Z,5520000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT06M38.00S,2023-01-21T02:04:25.5Z,4,REGULAR,freethrow,2 of 2,[],203468,,,1610612740,107,98,2023-01-21T02:04:53Z,5530000,False,,,0,,MISS C. McCollum Free Throw 2 of 2,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
570,PT06M35.00S,2023-01-21T02:04:28.5Z,4,REGULAR,rebound,defensive,[],1629626,,,1610612753,107,98,2023-01-21T02:04:53Z,5540000,False,,,0,,B. Bol REBOUND (Off:1 Def:3),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,,,,569.0,4.0,3.0,1.0,,,,,,,,,,,,
571,PT06M15.00S,2023-01-21T02:05:09.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,18.347568988173457,56.127450980392155,1610612753,107,98,2023-01-21T02:05:23Z,5550000,False,-31.0,120.0,1,left,MISS F. Wagner 12' driving floating Shot,[1630532],1610612753.0,ORL,driving floating,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Center,12.38,Missed,,,,,,,,,,,,,,,,,,
572,PT06M11.00S,2023-01-21T02:05:13.4Z,4,REGULAR,rebound,defensive,[],1629637,,,1610612740,107,98,2023-01-21T02:05:23Z,5560000,False,,,0,,J. Hayes REBOUND (Off:1 Def:3),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),8-16 Center,,,,,571.0,4.0,3.0,1.0,,,,,,,,,,,,
573,PT06M04.00S,2023-01-21T02:05:20.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,86.15308804204993,64.95098039215686,1610612740,107,98,2023-01-21T02:05:31Z,5570000,False,75.0,78.0,1,right,MISS C. McCollum 10' pullup Shot,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Right,10.79,Missed,,,,,,,,,,,,,,,,,,
574,PT06M04.00S,2023-01-21T02:05:20.4Z,4,REGULAR,rebound,offensive,[],1629637,,,1610612740,107,98,2023-01-21T02:05:31Z,5580000,False,,,0,,J. Hayes REBOUND (Off:2 Def:3),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),8-16 Right,,,,,573.0,5.0,3.0,2.0,,,,,,,,,,,,
575,PT05M58.00S,2023-01-21T02:05:26.4Z,4,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629637,94.40999984741211,50.0,1610612740,107,100,2023-01-21T02:10:08Z,5590000,False,0.0,0.0,1,right,J. Hayes tip DUNK (14 PTS),[1629637],1610612740.0,NOP,tip,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,14.0,,,,,,,,,,,
576,PT05M41.00S,2023-01-21T02:05:47.1Z,4,REGULAR,foul,personal,['2freethrow'],1629637,,,1610612753,107,100,2023-01-21T02:05:59Z,5600000,False,,,0,,J. Hayes shooting personal FOUL (3 PF) (Wagner 2 FT),"[1629637, 1629021]",1610612740.0,NOP,shooting,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,204059.0,3.0,0.0,Wagner,1629021.0
578,PT05M41.00S,2023-01-21T02:06:15.3Z,4,REGULAR,freethrow,1 of 2,[],1629021,,,1610612753,108,100,2023-01-21T02:06:15Z,5620000,False,,,0,,M. Wagner Free Throw 1 of 2 (1 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
579,PT05M41.00S,2023-01-21T02:06:31.9Z,4,REGULAR,freethrow,2 of 2,[],1629021,,,1610612753,109,100,2023-01-21T02:06:32Z,5630000,False,,,0,,M. Wagner Free Throw 2 of 2 (2 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
580,PT05M19.00S,2023-01-21T02:06:55.4Z,4,REGULAR,2pt,Jump Shot,[],203468,75.24638633377135,69.36274509803921,1610612740,109,102,2023-01-21T02:07:01Z,5640000,False,97.0,180.0,1,right,C. McCollum 20' pullup Jump Shot (21 PTS),[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Right Center,20.46,Made,,,,,,,21.0,,,,,,,,,,,
581,PT04M59.00S,2023-01-21T02:07:14.8Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630532,13.61695137976347,52.69607843137255,1610612753,109,102,2023-01-21T02:07:19Z,5650000,False,-13.0,75.0,1,left,MISS F. Wagner 7' driving Hook,[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,7.67,Missed,,,,,,,,,,,,,,,,,,
582,PT04M57.00S,2023-01-21T02:07:16.8Z,4,REGULAR,rebound,defensive,[],1629637,,,1610612740,109,102,2023-01-21T02:07:19Z,5660000,False,,,0,,J. Hayes REBOUND (Off:2 Def:4),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),0-8 Center,,,,,581.0,6.0,4.0,2.0,,,,,,,,,,,,
583,PT04M47.00S,2023-01-21T02:07:27.1Z,4,REGULAR,2pt,Jump Shot,[],1630529,74.98357424441524,78.43137254901961,1610612740,109,102,2023-01-21T02:07:32Z,5670000,False,142.0,183.0,1,right,MISS H. Jones 23' Jump Shot,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Mid-Range,16-24 Right Center,23.15,Missed,,,,,,,,,,,,,,,,,,
584,PT04M45.00S,2023-01-21T02:07:29.1Z,4,REGULAR,rebound,defensive,[],1630175,,,1610612753,109,102,2023-01-21T02:07:32Z,5680000,False,,,0,,C. Anthony REBOUND (Off:0 Def:2),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Mid-Range,16-24 Right Center,,,,,583.0,2.0,2.0,0.0,,,,,,,,,,,,
585,PT04M28.00S,2023-01-21T02:07:47.6Z,4,REGULAR,foul,personal,['2freethrow'],1630529,,,1610612753,109,102,2023-01-21T02:08:01Z,5690000,False,,,0,,H. Jones shooting personal FOUL (6 PF) (Anthony 2 FT),"[1630529, 1630175]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1830.0,6.0,0.0,Anthony,1630175.0
587,PT04M28.00S,2023-01-21T02:08:10.2Z,4,REGULAR,substitution,out,[],1630529,,,1610612753,109,102,2023-01-21T02:08:14Z,5710000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT04M28.00S,2023-01-21T02:08:10.2Z,4,REGULAR,substitution,in,[],1630631,,,1610612753,109,102,2023-01-21T02:08:14Z,5720000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT04M28.00S,2023-01-21T02:08:29.7Z,4,REGULAR,freethrow,1 of 2,[],1630175,,,1610612753,110,102,2023-01-21T02:08:29Z,5730000,False,,,0,,C. Anthony Free Throw 1 of 2 (16 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,Made,,,,,,,16.0,,,,,,,,,,,
590,PT04M28.00S,2023-01-21T02:08:31.0Z,4,REGULAR,substitution,out,[],203082,,,1610612753,110,102,2023-01-21T02:08:35Z,5740000,False,,,0,,SUB out: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT04M28.00S,2023-01-21T02:08:31.0Z,4,REGULAR,substitution,in,[],203914,,,1610612753,110,102,2023-01-21T02:08:35Z,5750000,False,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT04M28.00S,2023-01-21T02:08:51.8Z,4,REGULAR,freethrow,2 of 2,[],1630175,,,1610612753,111,102,2023-01-21T02:08:51Z,5760000,False,,,0,,C. Anthony Free Throw 2 of 2 (17 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,Made,,,,,,,17.0,,,,,,,,,,,
593,PT04M16.00S,2023-01-21T02:09:06.0Z,4,REGULAR,3pt,Jump Shot,[],203468,68.41327201051249,35.78431372549019,1610612740,111,102,2023-01-21T02:12:40Z,5770000,False,-71.0,244.0,1,right,MISS C. McCollum 25' step back 3PT,[203468],1610612740.0,NOP,step back,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,25.45,Missed,,,,,,,,,,,,,,,,,,
594,PT04M12.00S,2023-01-21T02:09:10.0Z,4,REGULAR,rebound,defensive,[],203914,,,1610612753,111,102,2023-01-21T02:09:19Z,5780000,False,,,0,,G. Harris REBOUND (Off:0 Def:2),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Center,,,,,593.0,2.0,2.0,0.0,,,,,,,,,,,,
595,PT04M06.00S,2023-01-21T02:09:15.8Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630175,7.5722733245729295,51.71568627450981,1610612753,113,102,2023-01-21T02:14:03Z,5790000,False,-9.0,19.0,1,left,C. Anthony running finger roll Layup (19 PTS) (G. Harris 1 AST),"[1630175, 203914]",1610612753.0,ORL,running finger roll,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,2.06,Made,,,,,,,19.0,,,,G. Harris,203914.0,1.0,,,,,
596,PT04M05.00S,2023-01-21T02:09:24.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612740,113,102,2023-01-21T02:09:24Z,5800000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT04M05.00S,2023-01-21T02:09:57.9Z,4,REGULAR,substitution,out,[],1629637,,,1610612740,113,102,2023-01-21T02:12:01Z,5810000,False,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT04M05.00S,2023-01-21T02:09:57.9Z,4,REGULAR,substitution,in,[],202685,,,1610612740,113,102,2023-01-21T02:12:01Z,5820000,False,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT03M46.00S,2023-01-21T02:12:31.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630631,84.44480946123521,52.20588235294118,1610612740,113,104,2023-01-21T02:12:38Z,5830000,False,11.0,94.0,1,right,J. Alvarado 9' driving floating Jump Shot (15 PTS),[1630631],1610612740.0,NOP,driving floating,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),8-16 Center,9.43,Made,,,,,,,15.0,,,,,,,,,,,
602,PT03M22.00S,2023-01-21T02:13:09.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612753,113,104,2023-01-21T02:13:09Z,5850000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT03M21.00S,2023-01-21T02:14:41.9Z,4,REGULAR,3pt,Jump Shot,[],1629626,33.590670170827856,39.705882352941174,1610612753,113,104,2023-01-21T02:15:14Z,5860000,False,51.0,263.0,1,left,MISS B. Bol 26' 3PT,[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Center,26.83,Missed,,,,,,,,,,,,,,,,,,
604,PT03M19.00S,2023-01-21T02:14:43.9Z,4,REGULAR,rebound,defensive,[],203468,,,1610612740,113,104,2023-01-21T02:15:14Z,5870000,False,,,0,,C. McCollum REBOUND (Off:2 Def:3),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,,,,,603.0,5.0,3.0,2.0,,,,,,,,,,,,
605,PT03M11.00S,2023-01-21T02:14:47.0Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],203468,65.1281208935611,54.65686274509803,1610612740,113,104,2023-01-21T02:15:56Z,5880000,False,23.0,275.0,1,right,MISS C. McCollum 27' running 3PT,[203468],1610612740.0,NOP,running,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,27.63,Missed,,,,,,,,,,,,,,,,,,
606,PT03M10.00S,2023-01-21T02:14:48.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612740,113,104,2023-01-21T02:15:56Z,5890000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Center,,,,,605.0,,,,,,,,,,,,,,,
607,PT03M10.00S,2023-01-21T02:14:54.6Z,4,REGULAR,foul,personal,[],203914,,,1610612740,113,104,2023-01-21T02:16:17Z,5900000,False,,,0,,G. Harris loose ball personal FOUL (2 PF),"[203914, 1626204]",1610612753.0,ORL,loose ball,,,Harris,G. Harris,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1830.0,2.0,0.0,Nance Jr.,1626204.0
609,PT03M01.00S,2023-01-21T02:15:17.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630530,71.69842312746385,16.911764705882355,1610612740,113,104,2023-01-21T02:15:23Z,5920000,False,-165.0,214.0,1,right,MISS T. Murphy III 27' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,27.01,Missed,,,,,,,,,,,,,,,,,,
