actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
362,PT00M00.10S,2022-11-04T00:12:48.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612744,53,65,2022-11-04T00:12:58Z,3580000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Right Center,,,361.0,,,,,,,,,,,,,,,,,
363,PT00M00.00S,2022-11-04T00:12:54.2Z,2,REGULAR,period,end,[],0,,,1610612744,53,65,2022-11-04T00:12:54Z,3590000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT12M00.00S,2022-11-04T00:27:36.0Z,3,REGULAR,substitution,out,['startperiod'],1630284,,,1610612744,53,65,2022-11-04T00:28:17Z,3600000,,,0,,SUB out: K. Harris,[1630284],1610612753.0,ORL,,,,Harris,K. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT12M00.00S,2022-11-04T00:27:36.0Z,3,REGULAR,substitution,out,['startperiod'],1629673,,,1610612744,53,65,2022-11-04T00:28:17Z,3610000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT12M00.00S,2022-11-04T00:27:36.0Z,3,REGULAR,substitution,in,['startperiod'],1629626,,,1610612744,53,65,2022-11-04T00:28:17Z,3620000,,,0,,SUB in: B. Bol,[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT12M00.00S,2022-11-04T00:27:36.0Z,3,REGULAR,substitution,in,['startperiod'],203110,,,1610612744,53,65,2022-11-04T00:28:17Z,3630000,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT12M00.00S,2022-11-04T00:28:18.0Z,3,REGULAR,period,start,[],0,,,1610612744,53,65,2022-11-04T00:28:18Z,3640000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT11M48.00S,2022-11-04T00:28:29.1Z,3,REGULAR,3pt,Jump Shot,[],202691,28.86005256241787,27.205882352941174,1610612744,53,65,2022-11-04T00:28:34Z,3650000,114.0,219.0,1,left,MISS K. Thompson 24' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,24.67,Missed,,,,,,,,,,,,,,,,,,
370,PT11M45.00S,2022-11-04T00:28:32.1Z,3,REGULAR,rebound,defensive,[],1629626,,,1610612753,53,65,2022-11-04T00:28:34Z,3660000,,,0,,B. Bol REBOUND (Off:0 Def:4),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Right Center,,,369.0,4.0,4.0,0.0,,,,,,,,,,,,,,
371,PT11M34.00S,2022-11-04T00:28:43.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630591,86.28449408672799,55.392156862745104,1610612753,53,65,2022-11-04T00:28:48Z,3670000,27.0,76.0,1,right,MISS J. Suggs 8' driving floating Shot,[1630591],1610612753.0,ORL,driving floating,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),8-16 Center,8.1,Missed,,,,,,,,,,,,,,,,,,
372,PT11M32.00S,2022-11-04T00:28:45.4Z,3,REGULAR,rebound,offensive,[],1628976,,,1610612753,53,65,2022-11-04T00:28:48Z,3680000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:0),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,371.0,1.0,0.0,1.0,,,,,,,,,,,,,,
373,PT11M32.00S,2022-11-04T00:28:49.8Z,3,REGULAR,foul,personal,['2freethrow'],1626172,,,1610612753,53,65,2022-11-04T00:28:59Z,3690000,,,0,,K. Looney shooting personal FOUL (2 PF) (Carter Jr. 2 FT),"[1626172, 1628976]",1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1162.0,2.0,0.0,Carter Jr.,1628976.0,,
375,PT11M32.00S,2022-11-04T00:29:10.8Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1628976,,,1610612753,54,65,2022-11-04T00:29:10Z,3710000,,,0,,W. Carter Jr. Free Throw 1 of 2 (8 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
376,PT11M32.00S,2022-11-04T00:29:25.8Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1628976,,,1610612753,55,65,2022-11-04T00:29:25Z,3720000,,,0,,W. Carter Jr. Free Throw 2 of 2 (9 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
377,PT11M22.00S,2022-11-04T00:29:37.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1626172,7.30946123521682,53.67647058823529,1610612744,55,67,2022-11-04T00:38:17Z,3730000,-18.0,16.0,1,left,K. Looney DUNK (12 PTS) (D. Green 5 AST),"[1626172, 203110]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,2.45,Made,,,,,12.0,D. Green,203110.0,5.0,,,,,,,,,,
379,PT11M06.00S,2022-11-04T00:29:54.8Z,3,REGULAR,foul,personal,[],1626172,,,1610612753,55,67,2022-11-04T00:30:01Z,3750000,,,0,,K. Looney personal FOUL (3 PF),"[1626172, 1628976]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,201245.0,3.0,0.0,Carter Jr.,1628976.0,,
381,PT11M01.00S,2022-11-04T00:30:13.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,92.06636005256242,51.225490196078425,1610612753,57,67,2022-11-04T00:30:19Z,3770000,6.0,22.0,1,right,F. Wagner driving finger roll Layup (9 PTS),[1630532],1610612753.0,ORL,driving finger roll,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,2.29,Made,,,,,9.0,,,,,,,,,,,,,
382,PT10M45.00S,2022-11-04T00:30:27.9Z,3,REGULAR,3pt,Jump Shot,[],202691,2.447437582128778,98.0392156862745,1610612744,57,70,2022-11-04T00:30:34Z,3780000,-240.0,-29.0,1,left,K. Thompson 24' 3PT  (17 PTS) (D. Green 6 AST),"[202691, 203110]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Left Corner 3,24+ Left,24.2,Made,,,,,17.0,D. Green,203110.0,6.0,,,,,,,,,,
384,PT10M34.00S,2022-11-04T00:30:43.1Z,3,REGULAR,foul,personal,[],203110,,,1610612753,57,70,2022-11-04T00:30:58Z,3800000,,,0,,D. Green personal FOUL (4 PF),"[203110, 1630591]",1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,1162.0,4.0,1.0,Suggs,1630591.0,,
386,PT10M20.00S,2022-11-04T00:31:10.9Z,3,REGULAR,2pt,Jump Shot,[],1628976,86.28449408672799,14.950980392156863,1610612753,57,70,2022-11-04T00:31:16Z,3820000,-175.0,76.0,1,right,MISS W. Carter Jr. 19' pullup Shot,[1628976],1610612753.0,ORL,pullup,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,16-24 Left,19.11,Missed,,,,,,,,,,,,,,,,,,
387,PT10M18.00S,2022-11-04T00:31:12.9Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,57,70,2022-11-04T00:31:16Z,3830000,,,0,,D. Green REBOUND (Off:0 Def:3),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,16-24 Left,,,386.0,3.0,3.0,0.0,,,,,,,,,,,,,,
388,PT10M12.00S,2022-11-04T00:31:19.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626172,8.623521681997373,48.03921568627451,1610612744,57,70,2022-11-04T00:31:26Z,3840000,10.0,29.0,1,left,MISS K. Looney running Layup - blocked,"[1626172, 1629626]",1610612744.0,GSW,running,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,3.02,Missed,,,,,,,,,,,,,,,,,Bol,1629626.0
389,PT10M12.00S,2022-11-04T00:31:19.0Z,3,REGULAR,block,,[],1629626,,,1610612744,57,70,2022-11-04T00:31:21Z,3850000,,,0,,B. Bol BLOCK (2 BLK),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
390,PT10M08.00S,2022-11-04T00:31:23.0Z,3,REGULAR,rebound,defensive,[],1628976,,,1610612753,57,70,2022-11-04T00:31:26Z,3860000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,388.0,2.0,1.0,1.0,,,,,,,,,,,,,,
391,PT10M06.00S,2022-11-04T00:31:24.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630591,67.09921156373193,61.029411764705884,1610612753,57,70,2022-11-04T00:31:34Z,3870000,55.0,257.0,1,right,MISS J. Suggs 26' running pullup 3PT,[1630591],1610612753.0,ORL,running pullup,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Center,26.26,Missed,,,,,,,,,,,,,,,,,,
392,PT10M02.00S,2022-11-04T00:31:28.8Z,3,REGULAR,rebound,defensive,[],201939,,,1610612744,57,70,2022-11-04T00:31:34Z,3880000,,,0,,S. Curry REBOUND (Off:1 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,,,391.0,2.0,1.0,1.0,,,,,,,,,,,,,,
393,PT09M58.00S,2022-11-04T00:31:32.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],202691,19.92444152431012,9.558823529411764,1610612744,57,73,2022-11-04T00:31:41Z,3890000,202.0,135.0,1,left,K. Thompson 24' 3PT running (20 PTS) (S. Curry 5 AST),"[202691, 201939]",1610612744.0,GSW,running,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,24.3,Made,,,,,20.0,S. Curry,201939.0,5.0,,,,,,,,,,
395,PT09M57.00S,2022-11-04T00:31:40.1Z,3,REGULAR,timeout,full,['team'],0,,,1610612753,57,73,2022-11-04T00:31:40Z,3910000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT09M39.00S,2022-11-04T00:34:44.7Z,3,REGULAR,3pt,Jump Shot,[],1630532,76.42904073587385,89.4607843137255,1610612753,60,73,2022-11-04T00:34:49Z,3920000,197.0,169.0,1,right,F. Wagner 25' 3PT  (12 PTS) (B. Bol 1 AST),"[1630532, 1629626]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,25.99,Made,,,,,12.0,B. Bol,1629626.0,1.0,,,,,,,,,,
398,PT09M28.00S,2022-11-04T00:34:59.8Z,3,REGULAR,foul,personal,[],1630591,,,1610612744,60,73,2022-11-04T00:35:13Z,3940000,,,0,,J. Suggs personal FOUL (3 PF),"[1630591, 203110]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,1627964.0,3.0,0.0,Green,203110.0,,
400,PT09M22.00S,2022-11-04T00:35:28.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",202691,5.863994743758213,47.549019607843135,1610612744,60,75,2022-11-04T00:35:44Z,3960000,12.0,3.0,1,left,K. Thompson cutting Layup (22 PTS) (S. Curry 6 AST),"[202691, 201939]",1610612744.0,GSW,cutting,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,1.26,Made,,,,,22.0,S. Curry,201939.0,6.0,,,,,,,,,,
402,PT09M22.00S,2022-11-04T00:35:31.9Z,3,REGULAR,violation,defensive goaltending,[],1628976,,,1610612744,60,75,2022-11-04T00:35:44Z,3980000,,,0,,W. Carter Jr. defensive goaltending VIOLATION,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,1162.0,,,,,,
403,PT09M01.00S,2022-11-04T00:35:57.8Z,3,REGULAR,2pt,Jump Shot,[],1630532,77.08607095926413,74.01960784313727,1610612753,62,75,2022-11-04T00:36:02Z,3990000,120.0,163.0,1,right,F. Wagner 20' pullup Jump Shot (14 PTS),[1630532],1610612753.0,ORL,pullup,,,Wagner,F. Wagner,,,,,Mid-Range,16-24 Right Center,20.24,Made,,,,,14.0,,,,,,,,,,,,,
406,PT08M37.00S,2022-11-04T00:36:56.9Z,3,REGULAR,3pt,Jump Shot,[],203952,4.418528252299605,4.6568627450980395,1610612744,62,78,2022-11-04T00:37:01Z,4020000,227.0,-11.0,1,left,A. Wiggins 3PT  (13 PTS) (K. Looney 3 AST),"[203952, 1626172]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Right Corner 3,24+ Right,22.7,Made,,,,,13.0,K. Looney,1626172.0,3.0,,,,,,,,,,
408,PT08M25.00S,2022-11-04T00:37:13.9Z,3,REGULAR,foul,offensive,[],1628976,,,1610612753,62,78,2022-11-04T00:37:28Z,4040000,,,0,,W. Carter Jr. off-the-ball offensive FOUL (1 PF),"[1628976, 203952]",1610612753.0,ORL,off-the-ball,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1162.0,1.0,0.0,Wiggins,203952.0,,
410,PT08M25.00S,2022-11-04T00:37:13.9Z,3,REGULAR,turnover,offensive foul,[],1628976,,,1610612753,62,78,2022-11-04T00:37:13Z,4060000,,,0,,W. Carter Jr. offensive foul TURNOVER (2 TO),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2.0,,,1162.0,,,,,,
411,PT08M16.00S,2022-11-04T00:37:30.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202691,27.94021024967148,26.715686274509803,1610612744,62,78,2022-11-04T00:37:46Z,4070000,116.0,210.0,1,left,MISS K. Thompson 24' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,24.02,Missed,,,,,,,,,,,,,,,,,,
412,PT08M13.00S,2022-11-04T00:37:33.2Z,3,REGULAR,rebound,defensive,[],1631094,,,1610612753,62,78,2022-11-04T00:37:46Z,4080000,,,0,,P. Banchero REBOUND (Off:0 Def:5),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,,,411.0,5.0,5.0,0.0,,,,,,,,,,,,,,
413,PT08M05.00S,2022-11-04T00:37:41.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631094,83.13074901445466,37.254901960784316,1610612753,64,78,2022-11-04T00:37:48Z,4090000,-64.0,106.0,1,right,P. Banchero 12' Jump Shot (6 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Left,12.38,Made,,,,,6.0,,,,,,,,,,,,,
414,PT07M51.00S,2022-11-04T00:37:55.7Z,3,REGULAR,3pt,Jump Shot,[],203952,28.07161629434954,16.911764705882355,1610612744,64,78,2022-11-04T00:38:00Z,4100000,165.0,211.0,1,left,MISS A. Wiggins 26' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,26.84,Missed,,,,,,,,,,,,,,,,,,
415,PT07M47.00S,2022-11-04T00:37:59.7Z,3,REGULAR,rebound,defensive,[],1629626,,,1610612753,64,78,2022-11-04T00:38:00Z,4110000,,,0,,B. Bol REBOUND (Off:0 Def:5),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Right Center,,,414.0,5.0,5.0,0.0,,,,,,,,,,,,,,
416,PT07M42.00S,2022-11-04T00:38:04.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630591,91.93495400788436,48.77450980392157,1610612753,64,78,2022-11-04T00:38:11Z,4120000,-6.0,23.0,1,right,MISS J. Suggs running Layup,[1630591],1610612753.0,ORL,running,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,2.41,Missed,,,,,,,,,,,,,,,,,,
417,PT07M37.00S,2022-11-04T00:38:09.4Z,3,REGULAR,rebound,offensive,[],1629626,,,1610612753,64,78,2022-11-04T00:38:11Z,4130000,,,0,,B. Bol REBOUND (Off:1 Def:5),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,,,416.0,6.0,5.0,1.0,,,,,,,,,,,,,,
418,PT07M37.00S,2022-11-04T00:38:09.0Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629626,94.40999984741211,50.0,1610612753,66,78,2022-11-04T00:38:14Z,4140000,0.0,0.0,1,right,B. Bol tip DUNK (4 PTS),[1629626],1610612753.0,ORL,tip,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,4.0,,,,,,,,,,,,,
419,PT07M30.00S,2022-11-04T00:38:18.6Z,3,REGULAR,2pt,Jump Shot,[],201939,7.835085413929041,67.8921568627451,1610612744,66,80,2022-11-04T00:38:25Z,4150000,-89.0,21.0,1,left,S. Curry 9' driving floating Jump Shot (16 PTS),[201939],1610612744.0,GSW,driving floating,,,Curry,S. Curry,,,,,Mid-Range,8-16 Left,9.2,Made,,,,,16.0,,,,,,,,,,,,,
420,PT07M30.00S,2022-11-04T00:38:21.9Z,3,REGULAR,foul,personal,['1freethrow'],1628976,,,1610612744,66,80,2022-11-04T00:38:30Z,4160000,,,0,,W. Carter Jr. shooting personal FOUL (2 PF) (Curry 1 FT),"[1628976, 201939]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,201245.0,2.0,0.0,Curry,201939.0,,
422,PT07M30.00S,2022-11-04T00:38:50.6Z,3,REGULAR,freethrow,1 of 1,[],201939,,,1610612744,66,81,2022-11-04T00:38:50Z,4180000,,,0,,S. Curry Free Throw 1 of 1 (17 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,Made,,,,,17.0,,,,,,,,,,,,,
423,PT07M17.00S,2022-11-04T00:39:09.7Z,3,REGULAR,2pt,Jump Shot,[],1631094,93.64323258869908,71.32352941176471,1610612753,68,81,2022-11-04T00:39:15Z,4190000,107.0,7.0,1,right,P. Banchero 10' turnaround fadeaway Jump Shot (8 PTS),[1631094],1610612753.0,ORL,turnaround fadeaway,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Right,10.68,Made,,,,,8.0,,,,,,,,,,,,,
424,PT07M04.00S,2022-11-04T00:39:23.0Z,3,REGULAR,2pt,Jump Shot,[],202691,6.389618922470433,24.509803921568626,1610612744,68,81,2022-11-04T00:39:27Z,4200000,127.0,8.0,1,left,MISS K. Thompson 12' turnaround Shot,[202691],1610612744.0,GSW,turnaround,,,Thompson,K. Thompson,,,,,Mid-Range,8-16 Right,12.77,Missed,,,,,,,,,,,,,,,,,,
425,PT07M01.00S,2022-11-04T00:39:26.0Z,3,REGULAR,rebound,defensive,[],1628976,,,1610612753,68,81,2022-11-04T00:39:27Z,4210000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Right,,,424.0,3.0,2.0,1.0,,,,,,,,,,,,,,
426,PT06M44.00S,2022-11-04T00:39:43.4Z,3,REGULAR,2pt,Jump Shot,[],1631094,70.77858081471747,47.30392156862745,1610612753,70,81,2022-11-04T00:39:48Z,4220000,-13.0,222.0,1,right,P. Banchero 22' step back Jump Shot (10 PTS),[1631094],1610612753.0,ORL,step back,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Center,22.26,Made,,,,,10.0,,,,,,,,,,,,,
427,PT06M35.00S,2022-11-04T00:39:59.6Z,3,REGULAR,timeout,full,['team'],0,,,1610612744,70,81,2022-11-04T00:39:59Z,4230000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT06M35.00S,2022-11-04T00:42:08.0Z,3,REGULAR,substitution,out,[],1629626,,,1610612744,70,81,2022-11-04T00:42:39Z,4240000,,,0,,SUB out: B. Bol,[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT06M35.00S,2022-11-04T00:42:08.0Z,3,REGULAR,substitution,out,[],203110,,,1610612744,70,81,2022-11-04T00:42:39Z,4250000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT06M35.00S,2022-11-04T00:42:08.0Z,3,REGULAR,substitution,in,[],1629643,,,1610612744,70,81,2022-11-04T00:42:39Z,4260000,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT06M35.00S,2022-11-04T00:42:08.0Z,3,REGULAR,substitution,in,[],1629673,,,1610612744,70,81,2022-11-04T00:42:39Z,4270000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT06M28.00S,2022-11-04T00:42:54.8Z,3,REGULAR,3pt,Jump Shot,[],201939,9.411957950065702,3.9215686274509802,1610612744,70,84,2022-11-04T00:43:01Z,4280000,230.0,36.0,1,left,S. Curry 3PT pullup (20 PTS),[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,Right Corner 3,24+ Right,23.32,Made,,,,,20.0,,,,,,,,,,,,,
433,PT06M10.00S,2022-11-04T00:43:13.4Z,3,REGULAR,2pt,Jump Shot,[],1628976,92.59198423127464,33.33333333333333,1610612753,70,84,2022-11-04T00:43:17Z,4290000,-83.0,17.0,1,right,MISS W. Carter Jr. 8' turnaround Shot,[1628976],1610612753.0,ORL,turnaround,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Left,8.5,Missed,,,,,,,,,,,,,,,,,,
434,PT06M06.00S,2022-11-04T00:43:17.4Z,3,REGULAR,rebound,defensive,[],202691,,,1610612744,70,84,2022-11-04T00:43:17Z,4300000,,,0,,K. Thompson REBOUND (Off:1 Def:3),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Mid-Range,8-16 Left,,,433.0,4.0,3.0,1.0,,,,,,,,,,,,,,
435,PT05M58.00S,2022-11-04T00:43:24.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203952,6.389618922470433,40.931372549019606,1610612744,70,84,2022-11-04T00:43:43Z,4310000,45.0,8.0,1,left,MISS A. Wiggins driving Layup - blocked,"[203952, 1628976]",1610612744.0,GSW,driving,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,4.59,Missed,,,,,,,,,,,,,,,,,Carter Jr.,1628976.0
436,PT05M58.00S,2022-11-04T00:43:24.4Z,3,REGULAR,block,,[],1628976,,,1610612744,70,84,2022-11-04T00:43:27Z,4320000,,,0,,W. Carter Jr. BLOCK (1 BLK),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
437,PT05M55.00S,2022-11-04T00:43:27.4Z,3,REGULAR,rebound,defensive,[],1631094,,,1610612753,70,84,2022-11-04T00:43:32Z,4330000,,,0,,P. Banchero REBOUND (Off:0 Def:6),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,435.0,6.0,6.0,0.0,,,,,,,,,,,,,,
438,PT05M53.00S,2022-11-04T00:43:29.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631094,90.62089356110381,49.26470588235294,1610612753,72,84,2022-11-04T00:43:38Z,4340000,-4.0,36.0,1,right,P. Banchero running Layup (12 PTS),[1631094],1610612753.0,ORL,running,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,3.59,Made,,,,,12.0,,,,,,,,,,,,,
439,PT05M36.00S,2022-11-04T00:43:49.4Z,3,REGULAR,foul,offensive,[],203952,,,1610612744,72,84,2022-11-04T00:44:00Z,4350000,,,0,,A. Wiggins off-the-ball offensive FOUL (3 PF),"[203952, 1630532]",1610612744.0,GSW,off-the-ball,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,1162.0,3.0,0.0,Wagner,1630532.0,,
441,PT05M36.00S,2022-11-04T00:43:49.4Z,3,REGULAR,turnover,offensive foul,[],203952,,,1610612744,72,84,2022-11-04T00:43:49Z,4370000,,,0,,A. Wiggins offensive foul TURNOVER (2 TO),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,2.0,,,1162.0,,,,,,
442,PT05M25.00S,2022-11-04T00:44:15.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631094,85.3646517739816,45.83333333333333,1610612753,72,84,2022-11-04T00:44:20Z,4380000,-21.0,85.0,1,right,MISS P. Banchero 8' turnaround Shot - blocked,"[1631094, 203952]",1610612753.0,ORL,turnaround,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,8.76,Missed,,,,,,,,,,,,,,,,,Wiggins,203952.0
443,PT05M25.00S,2022-11-04T00:44:15.5Z,3,REGULAR,block,,[],203952,,,1610612753,72,84,2022-11-04T00:44:18Z,4390000,,,0,,A. Wiggins BLOCK (1 BLK),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
444,PT05M25.00S,2022-11-04T00:44:15.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612753,72,84,2022-11-04T00:44:20Z,4400000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,442.0,,,,,,,,,,,,,,,,,
446,PT05M18.00S,2022-11-04T00:44:39.0Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628976,92.85479632063075,49.01960784313725,1610612753,74,84,2022-11-04T00:44:46Z,4420000,-5.0,15.0,1,right,W. Carter Jr. alley-oop DUNK (11 PTS) (F. Wagner 1 AST),"[1628976, 1630532]",1610612753.0,ORL,alley-oop,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,1.55,Made,,,,,11.0,F. Wagner,1630532.0,1.0,,,,,,,,,,
