shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
10:22,17,PT10M22.00S,2022-12-08T00:12:18.3Z,1,REGULAR,turnover,out-of-bounds,[],1629626,,,1610612753,0,4,2022-12-08T00:12:25Z,170000,False,,,0,,B. Bol bad pass out-of-bounds TURNOVER (2 TO),[1629626],10,1610612753.0,ORL,bad pass,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1162.0,2.0,,,,,,,,
10:09,18,PT10M09.00S,2022-12-08T00:12:38.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],202695,21.23850197109067,69.11764705882352,1610612746,0,4,2022-12-08T00:12:43Z,180000,False,-96.0,147.0,1,left,MISS K. Leonard 17' pullup Shot,[202695],2,1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Left Center,17.54,Missed,,,,,,,,,,,,,,,,,,
10:05,19,PT10M05.00S,2022-12-08T00:12:42.3Z,1,REGULAR,rebound,defensive,[],1629626,,,1610612753,0,4,2022-12-08T00:12:43Z,190000,False,,,0,,B. Bol REBOUND (Off:0 Def:1),[1629626],10,1610612753.0,ORL,,,,Bol,B. Bol,,,,,Mid-Range,16-24 Left Center,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,
09:59,20,PT09M59.00S,2022-12-08T00:12:48.0Z,1,REGULAR,2pt,Jump Shot,[],1628365,77.61169513797634,66.42156862745098,1610612753,0,4,2022-12-08T00:12:52Z,200000,False,82.0,158.0,1,right,MISS M. Fultz 17' pullup Shot,[1628365],20,1610612753.0,ORL,pullup,,,Fultz,M. Fultz,,,,,Mid-Range,16-24 Right Center,17.81,Missed,,,,,,,,,,,,,,,,,,
09:56,21,PT09M56.00S,2022-12-08T00:12:51.0Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,0,4,2022-12-08T00:12:52Z,210000,False,,,0,,P. George REBOUND (Off:0 Def:1),[202331],13,1610612746.0,LAC,,,,George,P. George,,,,,Mid-Range,16-24 Right Center,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,
09:47,22,PT09M47.00S,2022-12-08T00:13:00.4Z,1,REGULAR,3pt,Jump Shot,[],202331,31.09395532194481,38.970588235294116,1610612746,0,7,2022-12-08T00:13:07Z,220000,False,55.0,240.0,1,left,P. George 24' 3PT  (5 PTS) (N. Batum 1 AST),"[202331, 201587]",13,1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Center,24.6,Made,5.0,N. Batum,201587.0,1.0,,,,,,,,,,,,,,
09:45,24,PT09M45.00S,2022-12-08T00:13:07.3Z,1,REGULAR,timeout,full,['team'],0,,,1610612753,0,7,2022-12-08T00:13:07Z,240000,False,,,0,,ORL Timeout,[],,1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:35,27,PT09M35.00S,2022-12-08T00:16:19.5Z,1,REGULAR,foul,personal,['2freethrow'],1627826,,,1610612753,0,7,2022-12-08T00:16:36Z,270000,False,,,0,,I. Zubac shooting personal FOUL (1 PF) (Wagner 2 FT),"[1627826, 1629021]",40,1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1628484.0,,1.0,0.0,Wagner,1629021.0,,,,
09:35,29,PT09M35.00S,2022-12-08T00:16:39.1Z,1,REGULAR,freethrow,1 of 2,[],1629021,,,1610612753,1,7,2022-12-08T00:16:39Z,290000,False,,,0,,M. Wagner Free Throw 1 of 2 (1 PTS),[1629021],21,1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
09:35,30,PT09M35.00S,2022-12-08T00:16:54.1Z,1,REGULAR,freethrow,2 of 2,[],1629021,,,1610612753,2,7,2022-12-08T00:16:54Z,300000,False,,,0,,M. Wagner Free Throw 2 of 2 (2 PTS),[1629021],21,1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
09:16,31,PT09M16.00S,2022-12-08T00:17:19.6Z,1,REGULAR,2pt,Jump Shot,[],202695,16.770696452036795,74.50980392156863,1610612746,2,7,2022-12-08T00:17:24Z,310000,False,-123.0,105.0,1,left,MISS K. Leonard 16' pullup Shot,[202695],2,1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Left Center,16.14,Missed,,,,,,,,,,,,,,,,,,
09:14,32,PT09M14.00S,2022-12-08T00:17:21.6Z,1,REGULAR,rebound,defensive,[],1629626,,,1610612753,2,7,2022-12-08T00:17:24Z,320000,False,,,0,,B. Bol REBOUND (Off:0 Def:2),[1629626],10,1610612753.0,ORL,,,,Bol,B. Bol,,,,,Mid-Range,16-24 Left Center,,,,,,,31.0,2.0,2.0,0.0,,,,,,,,,,
09:05,34,PT09M05.00S,2022-12-08T00:17:50.9Z,1,REGULAR,foul,offensive,[],1631094,,,1610612753,2,7,2022-12-08T00:18:04Z,340000,False,,,0,,P. Banchero off-the-ball offensive FOUL (1 PF),"[1631094, 202331]",5,1610612753.0,ORL,off-the-ball,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202027.0,,1.0,0.0,George,202331.0,,,,
09:05,36,PT09M05.00S,2022-12-08T00:17:50.9Z,1,REGULAR,turnover,offensive foul,[],1631094,,,1610612753,2,7,2022-12-08T00:17:50Z,360000,False,,,0,,P. Banchero offensive foul TURNOVER (1 TO),[1631094],5,1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202027.0,1.0,,,,,,,,
08:54,37,PT08M54.00S,2022-12-08T00:18:23.1Z,1,REGULAR,foul,personal,['2freethrow'],1631094,,,1610612746,2,7,2022-12-08T00:18:46Z,370000,False,,,0,,P. Banchero shooting personal FOUL (2 PF) (George 2 FT),"[1631094, 202331]",5,1610612753.0,ORL,shooting,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1162.0,,2.0,0.0,George,202331.0,,,,
08:54,39,PT08M54.00S,2022-12-08T00:18:54.2Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],202331,,,1610612746,2,8,2022-12-08T00:18:54Z,390000,False,,,0,,P. George Free Throw 1 of 2 (6 PTS),[202331],13,1610612746.0,LAC,,,,George,P. George,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
08:54,40,PT08M54.00S,2022-12-08T00:19:11.2Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],202331,,,1610612746,2,9,2022-12-08T00:19:11Z,400000,False,,,0,,P. George Free Throw 2 of 2 (7 PTS),[202331],13,1610612746.0,LAC,,,,George,P. George,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
08:41,54,PT08M41.00S,2022-12-08T00:19:18.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631094,91.11366622864652,47.79411764705882,1610612753,2,9,2022-12-08T00:23:28Z,410000,False,-11.0,31.0,1,right,MISS P. Banchero floating Shot,[1631094],5,1610612753.0,ORL,floating,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,3.29,Missed,,,,,,,,,,,,,,,,,,
08:39,55,PT08M39.00S,2022-12-08T00:19:20.6Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,2,9,2022-12-08T00:23:28Z,415000,False,,,0,,K. Leonard REBOUND (Off:0 Def:1),[202695],2,1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,,,,,54.0,1.0,1.0,0.0,,,,,,,,,,
08:30,42,PT08M30.00S,2022-12-08T00:19:43.1Z,1,REGULAR,3pt,Jump Shot,[],202704,9.85545335085414,94.87591911764706,1610612746,2,9,2022-12-08T00:22:04Z,420000,False,-224.0,40.0,1,left,MISS R. Jackson 3PT,[202704],1,1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,Left Corner 3,24+ Left,22.8,Missed,,,,,,,,,,,,,,,,,,
08:28,43,PT08M28.00S,2022-12-08T00:19:45.1Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,2,9,2022-12-08T00:22:04Z,430000,False,,,0,,F. Wagner REBOUND (Off:0 Def:1),[1630532],22,1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Left Corner 3,24+ Left,,,,,,,42.0,1.0,1.0,0.0,,,,,,,,,,
08:07,44,PT08M07.00S,2022-12-08T00:19:59.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,89.70105124835742,56.86274509803921,1610612753,2,9,2022-12-08T00:20:10Z,440000,False,34.0,44.0,1,right,MISS M. Wagner driving Layup,[1629021],21,1610612753.0,ORL,driving,,,Wagner,M. Wagner,,,,,In The Paint (Non-RA),0-8 Center,5.6,Missed,,,,,,,,,,,,,,,,,,
08:07,45,PT08M07.00S,2022-12-08T00:19:59.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,2,9,2022-12-08T00:20:10Z,450000,False,,,0,,TEAM offensive REBOUND,[],,1610612753.0,ORL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,44.0,,,,,,,,,,,,,
08:05,47,PT08M05.00S,2022-12-08T00:20:23.6Z,1,REGULAR,foul,personal,['2freethrow'],201587,,,1610612753,2,9,2022-12-08T00:20:34Z,470000,False,,,0,,N. Batum shooting personal FOUL (1 PF) (Banchero 2 FT),"[201587, 1631094]",33,1610612746.0,LAC,shooting,,,Batum,N. Batum,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1162.0,,1.0,0.0,Banchero,1631094.0,,,,
08:05,49,PT08M05.00S,2022-12-08T00:20:51.6Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1631094,,,1610612753,3,9,2022-12-08T00:20:51Z,490000,False,,,0,,P. Banchero Free Throw 1 of 2 (1 PTS),[1631094],5,1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
08:05,50,PT08M05.00S,2022-12-08T00:21:15.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1631094,,,1610612753,4,9,2022-12-08T00:21:15Z,500000,False,,,0,,P. Banchero Free Throw 2 of 2 (2 PTS),[1631094],5,1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
07:49,51,PT07M49.00S,2022-12-08T00:21:32.6Z,1,REGULAR,3pt,Jump Shot,[],202331,26.363337713534822,82.84313725490196,1610612746,4,12,2022-12-08T00:21:52Z,510000,False,-164.0,195.0,1,left,P. George 25' 3PT  (10 PTS) (R. Jackson 1 AST),"[202331, 202704]",13,1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Left Center,25.52,Made,10.0,R. Jackson,202704.0,1.0,,,,,,,,,,,,,,
07:39,53,PT07M39.00S,2022-12-08T00:21:46.1Z,1,REGULAR,violation,kicked ball,[],201587,,,1610612753,4,12,2022-12-08T00:23:18Z,530000,False,,,0,,N. Batum kicked ball VIOLATION,[201587],33,1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,1162.0,,,,,,,,,
07:39,56,PT07M39.00S,2022-12-08T00:21:59.4Z,1,REGULAR,substitution,out,[],202704,,,1610612753,4,12,2022-12-08T00:22:12Z,540000,False,,,0,,SUB out: R. Jackson,[202704],1,1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
07:39,57,PT07M39.00S,2022-12-08T00:21:59.4Z,1,REGULAR,substitution,out,[],1627826,,,1610612753,4,12,2022-12-08T00:22:12Z,550000,False,,,0,,SUB out: I. Zubac,[1627826],40,1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
07:39,58,PT07M39.00S,2022-12-08T00:21:59.4Z,1,REGULAR,substitution,in,[],1629650,,,1610612753,4,12,2022-12-08T00:22:12Z,560000,False,,,0,,SUB in: M. Brown,[1629650],9,1610612746.0,LAC,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
07:39,59,PT07M39.00S,2022-12-08T00:21:59.4Z,1,REGULAR,substitution,in,[],1629611,,,1610612753,4,12,2022-12-08T00:22:12Z,570000,False,,,0,,SUB in: T. Mann,[1629611],14,1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
07:35,60,PT07M35.00S,2022-12-08T00:22:24.1Z,1,REGULAR,foul,offensive,[],1629626,,,1610612753,4,12,2022-12-08T00:27:10Z,580000,False,,,0,,B. Bol offensive FOUL (1 PF),"[1629626, 1629611]",10,1610612753.0,ORL,,,,Bol,B. Bol,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1628484.0,,1.0,0.0,Mann,1629611.0,,,,
07:35,62,PT07M35.00S,2022-12-08T00:22:24.1Z,1,REGULAR,turnover,offensive foul,[],1629626,,,1610612753,4,12,2022-12-08T00:22:24Z,600000,False,,,0,,B. Bol offensive foul TURNOVER (3 TO),[1629626],10,1610612753.0,ORL,,,,Bol,B. Bol,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1628484.0,3.0,,,,,,,,
07:19,63,PT07M19.00S,2022-12-08T00:22:55.3Z,1,REGULAR,violation,kicked ball,[],1631094,,,1610612746,4,12,2022-12-08T00:23:07Z,610000,False,,,0,,P. Banchero kicked ball VIOLATION,[1631094],5,1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,202027.0,,,,,,,,,
07:12,64,PT07M12.00S,2022-12-08T00:23:13.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629611,30.56833114323259,27.205882352941174,1610612746,4,15,2022-12-08T00:23:20Z,620000,False,114.0,235.0,1,left,T. Mann 26' 3PT  (3 PTS) (N. Batum 2 AST),"[1629611, 201587]",14,1610612746.0,LAC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,26.1,Made,3.0,N. Batum,201587.0,2.0,,,,,,,,,,,,,,
07:00,66,PT07M00.00S,2022-12-08T00:23:25.4Z,1,REGULAR,turnover,bad pass,[],1628365,,,1610612753,4,15,2022-12-08T00:23:32Z,640000,False,,,0,,M. Fultz bad pass TURNOVER (1 TO),"[1628365, 202331]",20,1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,1.0,,,,,George,202331.0,,
07:00,67,PT07M00.00S,2022-12-08T00:23:25.4Z,1,REGULAR,steal,,[],202331,,,1610612746,4,15,2022-12-08T00:23:29Z,650000,False,,,0,,P. George STEAL (1 STL),[202331],13,1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
06:58,68,PT06M58.00S,2022-12-08T00:23:33.9Z,1,REGULAR,foul,personal,[],1628365,,,1610612746,4,15,2022-12-08T00:28:03Z,660000,False,,,0,,M. Fultz personal FOUL (1 PF),"[1628365, 202695]",20,1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1628484.0,,1.0,0.0,Leonard,202695.0,,,,
06:48,70,PT06M48.00S,2022-12-08T00:24:00.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201587,14.273981603153747,4.901960784313726,1610612746,4,15,2022-12-08T00:24:05Z,680000,False,225.0,82.0,1,left,MISS N. Batum 3PT,[201587],33,1610612746.0,LAC,,,,Batum,N. Batum,,,,,Right Corner 3,24+ Right,23.98,Missed,,,,,,,,,,,,,,,,,,
06:45,71,PT06M45.00S,2022-12-08T00:24:03.5Z,1,REGULAR,rebound,defensive,[],1628365,,,1610612753,4,15,2022-12-08T00:24:05Z,690000,False,,,0,,M. Fultz REBOUND (Off:0 Def:1),[1628365],20,1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Right Corner 3,24+ Right,,,,,,,70.0,1.0,1.0,0.0,,,,,,,,,,
06:35,72,PT06M35.00S,2022-12-08T00:24:13.4Z,1,REGULAR,3pt,Jump Shot,[],1629021,70.51576872536137,81.86274509803921,1610612753,4,15,2022-12-08T00:24:31Z,700000,False,159.0,225.0,1,right,MISS M. Wagner 27' 3PT,[1629021],21,1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Above the Break 3,24+ Right Center,27.54,Missed,,,,,,,,,,,,,,,,,,
06:32,73,PT06M32.00S,2022-12-08T00:24:16.4Z,1,REGULAR,rebound,defensive,[],1629650,,,1610612746,4,15,2022-12-08T00:24:17Z,710000,False,,,0,,M. Brown REBOUND (Off:0 Def:1),[1629650],9,1610612746.0,LAC,,,,Brown,M. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,72.0,1.0,1.0,0.0,,,,,,,,,,
06:27,74,PT06M27.00S,2022-12-08T00:24:20.6Z,1,REGULAR,3pt,Jump Shot,[],202695,31.882391590013142,41.42156862745098,1610612746,4,15,2022-12-08T00:24:28Z,720000,False,43.0,247.0,1,left,MISS K. Leonard 25' 3PT,[202695],2,1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Center,25.09,Missed,,,,,,,,,,,,,,,,,,
06:24,75,PT06M24.00S,2022-12-08T00:24:24.2Z,1,REGULAR,rebound,offensive,[],202695,,,1610612746,4,15,2022-12-08T00:24:24Z,730000,False,,,0,,K. Leonard REBOUND (Off:1 Def:1),[202695],2,1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Center,,,,,,,74.0,2.0,1.0,1.0,,,,,,,,,,
06:21,76,PT06M21.00S,2022-12-08T00:24:27.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202695,29.25427069645204,23.52941176470588,1610612746,4,15,2022-12-08T00:24:35Z,740000,False,132.0,222.0,1,left,MISS K. Leonard 25' 3PT,[202695],2,1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,25.89,Missed,,,,,,,,,,,,,,,,,,
06:21,77,PT06M21.00S,2022-12-08T00:24:27.8Z,1,REGULAR,rebound,offensive,[],1629650,,,1610612746,4,15,2022-12-08T00:24:35Z,750000,False,,,0,,M. Brown REBOUND (Off:1 Def:1),[1629650],9,1610612746.0,LAC,,,,Brown,M. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,76.0,2.0,1.0,1.0,,,,,,,,,,
06:14,78,PT06M14.00S,2022-12-08T00:24:34.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629650,6.521024967148489,57.59803921568627,1610612746,4,15,2022-12-08T00:24:42Z,760000,False,-38.0,9.0,1,left,MISS M. Brown Layup - blocked,"[1629650, 1629626]",9,1610612746.0,LAC,,,,Brown,M. Brown,,,,,Restricted Area,0-8 Center,3.9,Missed,,,,,,,,,,,,,,,,,Bol,1629626.0
06:14,79,PT06M14.00S,2022-12-08T00:24:34.7Z,1,REGULAR,block,,[],1629626,,,1610612746,4,15,2022-12-08T00:25:35Z,770000,False,,,0,,B. Bol BLOCK (1 BLK),[1629626],10,1610612753.0,ORL,,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
06:10,80,PT06M10.00S,2022-12-08T00:24:38.7Z,1,REGULAR,rebound,defensive,[],1629021,,,1610612753,4,15,2022-12-08T00:24:42Z,780000,False,,,0,,M. Wagner REBOUND (Off:1 Def:2),[1629021],21,1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,,,,,,,78.0,3.0,2.0,1.0,,,,,,,,,,
06:08,81,PT06M08.00S,2022-12-08T00:24:40.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629626,92.32917214191852,50.245098039215684,1610612753,6,15,2022-12-08T00:26:14Z,790000,False,1.0,20.0,1,right,B. Bol Layup (2 PTS) (P. Banchero 1 AST),"[1629626, 1631094]",10,1610612753.0,ORL,,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,1.96,Made,2.0,P. Banchero,1631094.0,1.0,,,,,,,,,,,,,,
05:48,82,PT05M48.00S,2022-12-08T00:25:00.3Z,1,REGULAR,3pt,Jump Shot,[],1629611,7.046649145860711,2.2058823529411766,1610612746,6,18,2022-12-08T00:25:07Z,800000,False,239.0,14.0,1,left,T. Mann 3PT  (6 PTS) (K. Leonard 1 AST),"[1629611, 202695]",14,1610612746.0,LAC,,,,Mann,T. Mann,,,,,Right Corner 3,24+ Right,23.94,Made,6.0,K. Leonard,202695.0,1.0,,,,,,,,,,,,,,
05:37,84,PT05M37.00S,2022-12-08T00:25:10.9Z,1,REGULAR,3pt,Jump Shot,[],1630532,66.44218134034165,45.34313725490196,1610612753,6,18,2022-12-08T00:25:16Z,820000,False,-23.0,263.0,1,right,MISS F. Wagner 26' 3PT,[1630532],22,1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Center,26.39,Missed,,,,,,,,,,,,,,,,,,
05:34,85,PT05M34.00S,2022-12-08T00:25:13.9Z,1,REGULAR,rebound,defensive,[],1629650,,,1610612746,6,18,2022-12-08T00:25:16Z,830000,False,,,0,,M. Brown REBOUND (Off:1 Def:2),[1629650],9,1610612746.0,LAC,,,,Brown,M. Brown,,,,,Above the Break 3,24+ Center,,,,,,,84.0,3.0,2.0,1.0,,,,,,,,,,
05:14,86,PT05M14.00S,2022-12-08T00:25:34.9Z,1,REGULAR,3pt,Jump Shot,[],202695,7.835085413929041,3.6764705882352944,1610612746,6,21,2022-12-08T00:25:40Z,840000,False,232.0,21.0,1,left,K. Leonard 3PT  (5 PTS),[202695],2,1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Right Corner 3,24+ Right,23.26,Made,5.0,,,,,,,,,,,,,,,,,
