actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
18,PT09M51.00S,2022-11-09T22:44:37.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203915,79.188567674113,91.66666666666666,1610612742,4,5,2022-11-09T22:44:46Z,180000,False,208.0,143.0,1,right,MISS S. Dinwiddie 25' step back 3PT,[203915],1610612742.0,DAL,step back,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,25.27,Missed,,,,,,,,,,,,,,,,,,
19,PT09M51.00S,2022-11-09T22:44:37.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612753,4,5,2022-11-09T22:44:46Z,190000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,18.0,,,,,,,,,,,,,,,,
20,PT09M35.00S,2022-11-09T22:44:58.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629626,5.995400788436268,50.98039215686274,1610612753,6,5,2022-11-09T22:45:07Z,200000,False,-5.0,4.0,1,left,B. Bol cutting Layup (2 PTS) (W. Carter Jr. 1 AST),"[1629626, 1628976]",1610612753.0,ORL,cutting,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,0.63,Made,2.0,,,,,W. Carter Jr.,1628976.0,1.0,,,,,,,,,,
23,PT09M24.00S,2022-11-09T22:45:10.6Z,1,REGULAR,3pt,Jump Shot,[],1629029,72.7496714848883,13.725490196078432,1610612742,6,8,2022-11-09T22:45:16Z,220000,False,-181.0,204.0,1,right,L. Doncic 27' 3PT step back (5 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,27.28,Made,5.0,,,,,,,,,,,,,,,,,
24,PT09M15.00S,2022-11-09T22:45:22.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,7.966491458607096,50.98039215686274,1610612753,6,8,2022-11-09T22:45:30Z,230000,False,-5.0,22.0,1,left,MISS F. Wagner driving Layup - blocked,"[1630532, 1629029]",1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,2.29,Missed,,,,,,,,,,,,,Doncic,1629029.0,,,,
25,PT09M15.00S,2022-11-09T22:45:22.0Z,1,REGULAR,block,,[],1629029,,,1610612753,6,8,2022-11-09T22:50:04Z,240000,False,,,0,,L. Doncic BLOCK (1 BLK),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
26,PT09M15.00S,2022-11-09T22:45:22.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,6,8,2022-11-09T22:45:30Z,250000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Restricted Area,0-8 Center,,,,24.0,,,,,,,,,,,,,,,,
28,PT09M08.00S,2022-11-09T22:45:42.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628976,6.389618922470433,49.50980392156863,1610612753,8,8,2022-11-09T22:46:52Z,270000,False,2.0,8.0,1,left,W. Carter Jr. driving finger roll Layup (4 PTS),[1628976],1610612753.0,ORL,driving finger roll,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,0.8,Made,4.0,,,,,,,,,,,,,,,,,
29,PT08M55.00S,2022-11-09T22:45:54.5Z,1,REGULAR,3pt,Jump Shot,[],1627827,92.59198423127464,4.901960784313726,1610612742,8,8,2022-11-09T22:45:59Z,280000,False,-225.0,17.0,1,right,MISS D. Finney-Smith 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Left Corner 3,24+ Left,22.61,Missed,,,,,,,,,,,,,,,,,,
30,PT08M52.00S,2022-11-09T22:45:57.5Z,1,REGULAR,rebound,defensive,[],1630591,,,1610612753,8,8,2022-11-09T22:45:59Z,290000,False,,,0,,J. Suggs REBOUND (Off:0 Def:2),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Left Corner 3,24+ Left,,,,29.0,2.0,2.0,0.0,,,,,,,,,,,,,
31,PT08M50.00S,2022-11-09T22:46:01.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630591,7.178055190538765,51.470588235294116,1610612753,8,8,2022-11-09T22:46:10Z,300000,False,-7.0,15.0,1,left,MISS J. Suggs running Layup - blocked,"[1630591, 203915]",1610612753.0,ORL,running,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,1.67,Missed,,,,,,,,,,,,,Dinwiddie,203915.0,,,,
32,PT08M50.00S,2022-11-09T22:46:01.9Z,1,REGULAR,block,,[],203915,,,1610612753,8,8,2022-11-09T22:46:05Z,310000,False,,,0,,S. Dinwiddie BLOCK (1 BLK),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
33,PT08M50.00S,2022-11-09T22:46:01.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,8,8,2022-11-09T22:46:10Z,320000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Restricted Area,0-8 Center,,,,31.0,,,,,,,,,,,,,,,,
35,PT08M43.00S,2022-11-09T22:46:20.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630532,6.258212877792378,52.20588235294118,1610612753,10,8,2022-11-09T22:48:22Z,340000,False,-11.0,6.0,1,left,F. Wagner driving Layup (4 PTS),[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,1.27,Made,4.0,,,,,,,,,,,,,,,,,
36,PT08M25.00S,2022-11-09T22:46:37.6Z,1,REGULAR,3pt,Jump Shot,[],1629029,67.95540407358739,69.33976715686273,1610612742,10,8,2022-11-09T22:46:46Z,350000,False,97.0,249.0,1,right,MISS L. Doncic 26' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,26.68,Missed,,,,,,,,,,,,,,,,,,
37,PT08M20.00S,2022-11-09T22:46:42.6Z,1,REGULAR,rebound,defensive,[],1629626,,,1610612753,10,8,2022-11-09T22:46:46Z,360000,False,,,0,,B. Bol REBOUND (Off:0 Def:1),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Right Center,,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,,
38,PT08M18.00S,2022-11-09T22:46:48.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,7.440867279894875,51.225490196078425,1610612753,10,8,2022-11-09T22:47:02Z,370000,False,-6.0,17.0,1,left,MISS F. Wagner driving Layup - blocked,"[1630532, 1629029]",1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,1.84,Missed,,,,,,,,,,,,,Doncic,1629029.0,,,,
39,PT08M18.00S,2022-11-09T22:46:48.0Z,1,REGULAR,block,,[],1629029,,,1610612753,10,8,2022-11-09T22:47:53Z,380000,False,,,0,,L. Doncic BLOCK (2 BLK),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
40,PT08M18.00S,2022-11-09T22:46:48.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,10,8,2022-11-09T22:47:02Z,390000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Restricted Area,0-8 Center,,,,38.0,,,,,,,,,,,,,,,,
42,PT08M03.00S,2022-11-09T22:47:15.6Z,1,REGULAR,turnover,lost ball,[],1628976,,,1610612753,10,8,2022-11-09T22:47:20Z,410000,False,,,0,,W. Carter Jr. lost ball TURNOVER (1 TO),"[1628976, 1629029]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,Doncic,1629029.0,,,,,,,
43,PT08M03.00S,2022-11-09T22:47:15.6Z,1,REGULAR,steal,,[],1629029,,,1610612742,10,8,2022-11-09T22:48:36Z,420000,False,,,0,,L. Doncic STEAL (1 STL),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
44,PT08M01.00S,2022-11-09T22:47:20.9Z,1,REGULAR,foul,personal,['2freethrow'],1630591,,,1610612742,10,8,2022-11-09T22:47:40Z,430000,False,,,0,,J. Suggs shooting personal FOUL (1 PF) (Dinwiddie 2 FT),"[1630591, 203915]",1610612753.0,ORL,shooting,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,202041.0,,,1.0,0.0,Dinwiddie,203915.0
47,PT08M01.00S,2022-11-09T22:48:50.5Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",203915,,,1610612742,10,9,2022-11-09T22:48:50Z,460000,False,,,0,,S. Dinwiddie Free Throw 1 of 2 (4 PTS),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
48,PT08M01.00S,2022-11-09T22:49:02.6Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",203915,,,1610612742,10,10,2022-11-09T22:49:02Z,470000,False,,,0,,S. Dinwiddie Free Throw 2 of 2 (5 PTS),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
49,PT07M50.00S,2022-11-09T22:49:17.4Z,1,REGULAR,turnover,bad pass,[],1629626,,,1610612753,10,10,2022-11-09T22:49:21Z,480000,False,,,0,,B. Bol bad pass TURNOVER (1 TO),"[1629626, 203915]",1610612753.0,ORL,,,,Bol,B. Bol,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,Dinwiddie,203915.0,,,,,,,
50,PT07M50.00S,2022-11-09T22:49:17.4Z,1,REGULAR,steal,,[],203915,,,1610612742,10,10,2022-11-09T22:49:19Z,490000,False,,,0,,S. Dinwiddie STEAL (1 STL),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
51,PT07M45.00S,2022-11-09T22:49:21.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203493,90.75229960578186,54.166666666666664,1610612742,10,10,2022-11-09T22:49:29Z,500000,False,21.0,34.0,1,right,MISS R. Bullock running Layup - blocked,"[203493, 1628976]",1610612742.0,DAL,running,,,Bullock,R. Bullock,,,,,Restricted Area,0-8 Center,4.02,Missed,,,,,,,,,,,,,Carter Jr.,1628976.0,,,,
52,PT07M45.00S,2022-11-09T22:49:21.8Z,1,REGULAR,block,,[],1628976,,,1610612742,10,10,2022-11-09T22:49:25Z,510000,False,,,0,,W. Carter Jr. BLOCK (1 BLK),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
53,PT07M42.00S,2022-11-09T22:49:24.8Z,1,REGULAR,rebound,defensive,[],1629643,,,1610612753,10,10,2022-11-09T22:49:29Z,520000,False,,,0,,C. Okeke REBOUND (Off:0 Def:1),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,Restricted Area,0-8 Center,,,,51.0,1.0,1.0,0.0,,,,,,,,,,,,,
54,PT07M33.00S,2022-11-09T22:49:34.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628976,12.434296977660972,51.470588235294116,1610612753,10,10,2022-11-09T22:49:39Z,530000,False,-7.0,64.0,1,left,MISS W. Carter Jr. 6' Hook,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.48,Missed,,,,,,,,,,,,,,,,,,
55,PT07M31.00S,2022-11-09T22:49:36.9Z,1,REGULAR,rebound,defensive,[],203939,,,1610612742,10,10,2022-11-09T22:49:39Z,540000,False,,,0,,D. Powell REBOUND (Off:0 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,54.0,1.0,1.0,0.0,,,,,,,,,,,,,
56,PT07M19.00S,2022-11-09T22:49:48.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,93.38042049934296,50.245098039215684,1610612742,10,12,2022-11-09T22:50:46Z,550000,False,1.0,10.0,1,right,L. Doncic driving Layup (7 PTS),[1629029],1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,0.98,Made,7.0,,,,,,,,,,,,,,,,,
57,PT07M12.00S,2022-11-09T22:49:55.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628976,24.917871222076215,84.80392156862744,1610612753,10,12,2022-11-09T22:50:08Z,560000,False,-174.0,182.0,1,left,MISS W. Carter Jr. 25' running 3PT,[1628976],1610612753.0,ORL,running,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Left Center,25.16,Missed,,,,,,,,,,,,,,,,,,
58,PT07M08.00S,2022-11-09T22:49:59.8Z,1,REGULAR,rebound,defensive,[],203915,,,1610612742,10,12,2022-11-09T22:50:08Z,570000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:1),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Left Center,,,,57.0,1.0,1.0,0.0,,,,,,,,,,,,,
59,PT07M00.00S,2022-11-09T22:50:06.7Z,1,REGULAR,2pt,Jump Shot,[],1629029,84.57621550591328,78.92156862745098,1610612742,10,12,2022-11-09T22:51:14Z,580000,False,145.0,92.0,1,right,MISS L. Doncic 17' step back Shot,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Mid-Range,16-24 Right,17.17,Missed,,,,,,,,,,,,,,,,,,
60,PT07M00.00S,2022-11-09T22:50:06.7Z,1,REGULAR,rebound,defensive,[],1629643,,,1610612753,10,12,2022-11-09T22:50:12Z,590000,False,,,0,,C. Okeke REBOUND (Off:0 Def:2),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,Mid-Range,16-24 Right,,,,59.0,2.0,2.0,0.0,,,,,,,,,,,,,
61,PT06M53.00S,2022-11-09T22:50:17.5Z,1,REGULAR,foul,personal,[],1629029,,,1610612753,10,12,2022-11-09T22:50:39Z,600000,False,,,0,,L. Doncic personal FOUL (1 PF),"[1629029, 1629626]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,200833.0,,,1.0,0.0,Bol,1629626.0
63,PT06M53.00S,2022-11-09T22:50:38.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,10,12,2022-11-09T22:50:38Z,620000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M45.00S,2022-11-09T22:53:20.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629643,6.258212877792378,50.49019607843137,1610612753,12,12,2022-11-09T22:53:25Z,630000,False,-2.0,6.0,1,left,C. Okeke cutting DUNK (2 PTS) (W. Carter Jr. 2 AST),"[1629643, 1628976]",1610612753.0,ORL,cutting,,,Okeke,C. Okeke,,,,,Restricted Area,0-8 Center,0.68,Made,2.0,,,,,W. Carter Jr.,1628976.0,2.0,,,,,,,,,,
66,PT06M27.00S,2022-11-09T22:53:37.6Z,1,REGULAR,3pt,Jump Shot,[],203493,69.59592641261499,23.52941176470588,1610612742,12,12,2022-11-09T22:53:57Z,650000,False,-132.0,233.0,1,right,MISS R. Bullock 26' 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Above the Break 3,24+ Left Center,26.83,Missed,,,,,,,,,,,,,,,,,,
67,PT06M26.00S,2022-11-09T22:53:38.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,12,12,2022-11-09T22:55:05Z,660000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,66.0,,,,,,,,,,,,,,,,
68,PT06M26.00S,2022-11-09T22:53:45.9Z,1,REGULAR,foul,personal,[],1630591,,,1610612742,12,12,2022-11-09T22:55:05Z,670000,False,,,0,,J. Suggs loose ball personal FOUL (2 PF),"[1630591, 1627827]",1610612753.0,ORL,loose ball,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,202041.0,,,2.0,0.0,Finney-Smith,1627827.0
71,PT06M26.00S,2022-11-09T22:53:56.4Z,1,REGULAR,substitution,out,[],1628976,,,1610612742,12,12,2022-11-09T22:54:19Z,700000,False,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M26.00S,2022-11-09T22:53:56.4Z,1,REGULAR,substitution,out,[],1630591,,,1610612742,12,12,2022-11-09T22:54:19Z,710000,False,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M26.00S,2022-11-09T22:53:56.4Z,1,REGULAR,substitution,in,[],203082,,,1610612742,12,12,2022-11-09T22:54:19Z,720000,False,,,0,,SUB in: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M26.00S,2022-11-09T22:53:56.4Z,1,REGULAR,substitution,in,[],1628964,,,1610612742,12,12,2022-11-09T22:54:19Z,730000,False,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M13.00S,2022-11-09T22:54:24.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629029,85.49605781865965,54.41176470588235,1610612742,12,12,2022-11-09T22:55:09Z,740000,False,22.0,84.0,1,right,MISS L. Doncic 8' fadeaway Shot - blocked,"[1629029, 1629626]",1610612742.0,DAL,fadeaway,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),8-16 Center,8.67,Missed,,,,,,,,,,,,,Bol,1629626.0,,,,
76,PT06M13.00S,2022-11-09T22:54:24.3Z,1,REGULAR,block,,[],1629626,,,1610612742,12,12,2022-11-09T22:54:27Z,750000,False,,,0,,B. Bol BLOCK (1 BLK),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
77,PT06M08.00S,2022-11-09T22:54:29.3Z,1,REGULAR,rebound,defensive,[],1629643,,,1610612753,12,12,2022-11-09T22:54:30Z,760000,False,,,0,,C. Okeke REBOUND (Off:0 Def:3),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,In The Paint (Non-RA),8-16 Center,,,,75.0,3.0,3.0,0.0,,,,,,,,,,,,,
78,PT05M56.00S,2022-11-09T22:54:43.4Z,1,REGULAR,foul,personal,['2freethrow'],203939,,,1610612753,12,12,2022-11-09T22:54:57Z,770000,False,,,0,,D. Powell shooting personal FOUL (1 PF) (Okeke 2 FT),"[203939, 1629643]",1610612742.0,DAL,shooting,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,200833.0,,,1.0,0.0,Okeke,1629643.0
80,PT05M56.00S,2022-11-09T22:55:16.7Z,1,REGULAR,freethrow,1 of 2,[],1629643,,,1610612753,13,12,2022-11-09T22:55:16Z,790000,False,,,0,,C. Okeke Free Throw 1 of 2 (3 PTS),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
81,PT05M56.00S,2022-11-09T22:55:18.6Z,1,REGULAR,substitution,out,[],203939,,,1610612753,13,12,2022-11-09T22:55:26Z,800000,False,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M56.00S,2022-11-09T22:55:18.6Z,1,REGULAR,substitution,in,[],1628467,,,1610612753,13,12,2022-11-09T22:55:26Z,810000,False,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M56.00S,2022-11-09T22:55:46.8Z,1,REGULAR,freethrow,2 of 2,[],1629643,,,1610612753,14,12,2022-11-09T22:55:46Z,820000,False,,,0,,C. Okeke Free Throw 2 of 2 (4 PTS),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
84,PT05M41.00S,2022-11-09T22:56:02.3Z,1,REGULAR,3pt,Jump Shot,[],203915,92.06636005256242,97.05882352941177,1610612742,14,15,2022-11-09T22:56:08Z,830000,False,235.0,22.0,1,right,S. Dinwiddie 3PT  (8 PTS) (D. Finney-Smith 1 AST),"[203915, 1627827]",1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Right Corner 3,24+ Right,23.63,Made,8.0,,,,,D. Finney-Smith,1627827.0,1.0,,,,,,,,,,
