actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,turnoverTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
624,PT03M31.00S,2023-01-26T02:15:13.3Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1628976,,,1610612753,118,109,2023-01-26T02:15:13Z,6080000,False,,,0,,W. Carter Jr. Free Throw 1 of 2 (17 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,Made,17.0,,,,,,,,,,,,,
625,PT03M31.00S,2023-01-26T02:15:24.5Z,4,REGULAR,substitution,out,[],1630678,,,1610612753,118,109,2023-01-26T02:15:59Z,6090000,False,,,0,,SUB out: T. Taylor,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT03M31.00S,2023-01-26T02:15:24.5Z,4,REGULAR,substitution,out,[],1629052,,,1610612753,118,109,2023-01-26T02:15:59Z,6100000,False,,,0,,SUB out: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT03M31.00S,2023-01-26T02:15:24.5Z,4,REGULAR,substitution,in,[],1626167,,,1610612753,118,109,2023-01-26T02:15:59Z,6110000,False,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT03M31.00S,2023-01-26T02:15:24.5Z,4,REGULAR,substitution,in,[],204456,,,1610612753,118,109,2023-01-26T02:15:59Z,6120000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT03M31.00S,2023-01-26T02:16:10.8Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1628976,,,1610612753,119,109,2023-01-26T02:16:10Z,6130000,False,,,0,,W. Carter Jr. Free Throw 2 of 2 (18 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,Made,18.0,,,,,,,,,,,,,
630,PT03M18.00S,2023-01-26T02:16:25.0Z,4,REGULAR,3pt,Jump Shot,[],1631097,27.54599211563732,84.55882352941177,1610612754,119,109,2023-01-26T02:16:33Z,6140000,False,-173.0,206.0,1,left,MISS B. Mathurin 26' 3PT,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,26.92,,,,,,,,,,,
631,PT03M15.00S,2023-01-26T02:16:28.0Z,4,REGULAR,rebound,offensive,[],1627741,,,1610612754,119,109,2023-01-26T02:16:28Z,6150000,False,,,0,,B. Hield REBOUND (Off:2 Def:1),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,630.0,3.0,1.0,2.0,,,,
632,PT03M08.00S,2023-01-26T02:16:34.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1626167,31.750985545335087,39.46078431372549,1610612754,119,109,2023-01-26T02:16:38Z,6160000,False,53.0,246.0,1,left,MISS M. Turner 25' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,25.16,,,,,,,,,,,
633,PT03M05.00S,2023-01-26T02:16:37.6Z,4,REGULAR,rebound,defensive,[],1631094,,,1610612753,119,109,2023-01-26T02:16:38Z,6170000,False,,,0,,P. Banchero REBOUND (Off:1 Def:2),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,632.0,3.0,2.0,1.0,,,,
634,PT02M42.00S,2023-01-26T02:17:00.6Z,4,REGULAR,turnover,bad pass,[],1628976,,,1610612753,119,109,2023-01-26T02:17:05Z,6180000,False,,,0,,W. Carter Jr. bad pass TURNOVER (5 TO),"[1628976, 1630537]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,5.0,,,,,,,,,Duarte,1630537.0,,
635,PT02M42.00S,2023-01-26T02:17:00.6Z,4,REGULAR,steal,,[],1630537,,,1610612754,119,109,2023-01-26T02:17:02Z,6190000,False,,,0,,C. Duarte STEAL (6 STL),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
636,PT02M39.00S,2023-01-26T02:17:07.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631094,,,1610612754,119,109,2023-01-26T02:17:40Z,6200000,False,,,0,,P. Banchero shooting personal FOUL (4 PF) (Mathurin 2 FT),"[1631094, 1631097]",1610612753.0,ORL,shooting,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,202901.0,4.0,0.0,Mathurin,1631097.0,,,,,,,,,,,,,,,
638,PT02M39.00S,2023-01-26T02:17:47.3Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1631097,,,1610612754,119,110,2023-01-26T02:17:47Z,6220000,False,,,0,,B. Mathurin Free Throw 1 of 2 (23 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,Made,23.0,,,,,,,,,,,,,
639,PT02M39.00S,2023-01-26T02:18:11.6Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1631097,,,1610612754,119,111,2023-01-26T02:18:11Z,6230000,False,,,0,,B. Mathurin Free Throw 2 of 2 (24 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,Made,24.0,,,,,,,,,,,,,
640,PT02M30.00S,2023-01-26T02:18:24.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,92.59198423127464,46.81372549019608,1610612753,119,111,2023-01-26T02:18:30Z,6240000,False,-16.0,17.0,1,right,MISS P. Banchero driving Layup,[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.33,,,,,,,,,,,
641,PT02M27.00S,2023-01-26T02:18:27.3Z,4,REGULAR,rebound,defensive,[],1627741,,,1610612754,119,111,2023-01-26T02:18:30Z,6250000,False,,,0,,B. Hield REBOUND (Off:2 Def:2),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,640.0,4.0,2.0,2.0,,,,
642,PT02M19.00S,2023-01-26T02:18:35.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630537,7.046649145860711,47.05882352941176,1610612754,119,111,2023-01-26T02:18:48Z,6260000,False,15.0,14.0,1,left,MISS C. Duarte driving Layup,[1630537],1610612754.0,IND,driving,,,Duarte,C. Duarte,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.01,,,,,,,,,,,
643,PT02M17.00S,2023-01-26T02:18:37.3Z,4,REGULAR,rebound,offensive,[],1626167,,,1610612754,119,111,2023-01-26T02:18:48Z,6270000,False,,,0,,M. Turner REBOUND (Off:5 Def:8),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,642.0,13.0,8.0,5.0,,,,
644,PT02M17.00S,2023-01-26T02:18:39.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626167,6.652431011826544,50.98039215686274,1610612754,119,113,2023-01-26T02:18:54Z,6280000,False,-5.0,10.0,1,left,M. Turner putback Layup (20 PTS),[1626167],1610612754.0,IND,putback,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,Made,20.0,,1.11,,,,,,,,,,,
645,PT02M17.00S,2023-01-26T02:18:45.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612753,119,113,2023-01-26T02:18:45Z,6290000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT02M17.00S,2023-01-26T02:19:53.3Z,4,REGULAR,substitution,out,[],1630175,,,1610612753,119,113,2023-01-26T02:20:18Z,6300000,False,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT02M17.00S,2023-01-26T02:19:53.3Z,4,REGULAR,substitution,in,[],1630532,,,1610612753,119,113,2023-01-26T02:20:18Z,6310000,False,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT01M57.00S,2023-01-26T02:20:36.6Z,4,REGULAR,3pt,Jump Shot,[],1628365,68.15045992115637,62.254901960784316,1610612753,119,113,2023-01-26T02:20:43Z,6320000,False,61.0,247.0,1,right,MISS M. Fultz 25' 3PT,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,25.44,,,,,,,,,,,
649,PT01M54.00S,2023-01-26T02:20:39.6Z,4,REGULAR,rebound,defensive,[],1631097,,,1610612754,119,113,2023-01-26T02:20:43Z,6330000,False,,,0,,B. Mathurin REBOUND (Off:0 Def:3),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,648.0,3.0,3.0,0.0,,,,
651,PT01M46.00S,2023-01-26T02:20:47.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628365,,,1610612754,119,113,2023-01-26T02:21:08Z,6350000,False,,,0,,M. Fultz shooting personal FOUL (2 PF) (Hield 2 FT),"[1628365, 1627741]",1610612753.0,ORL,shooting,,,Fultz,M. Fultz,,,,,Restricted Area,0-8 Center,202901.0,2.0,0.0,Hield,1627741.0,,,,,,,,,,,,,,,
653,PT01M46.00S,2023-01-26T02:21:18.0Z,4,REGULAR,freethrow,1 of 2,[],1627741,,,1610612754,119,113,2023-01-26T02:21:18Z,6370000,False,,,0,,MISS B. Hield Free Throw 1 of 2,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
654,PT01M46.00S,2023-01-26T02:21:18.0Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,119,113,2023-01-26T02:21:18Z,6380000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,653.0,,,,,,,
655,PT01M46.00S,2023-01-26T02:21:33.8Z,4,REGULAR,freethrow,2 of 2,[],1627741,,,1610612754,119,114,2023-01-26T02:21:33Z,6390000,False,,,0,,B. Hield Free Throw 2 of 2 (21 PTS),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,Made,21.0,,,,,,,,,,,,,
656,PT01M30.00S,2023-01-26T02:21:59.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628365,91.27792378449409,51.71568627450981,1610612753,121,114,2023-01-26T02:22:04Z,6400000,False,9.0,29.0,1,right,M. Fultz driving Layup (10 PTS),[1628365],1610612753.0,ORL,driving,,,Fultz,M. Fultz,,,,,Restricted Area,0-8 Center,,,,,,Made,10.0,,3.07,,,,,,,,,,,
657,PT01M20.00S,2023-01-26T02:22:13.8Z,4,REGULAR,3pt,Jump Shot,[],1630537,7.30946123521682,97.54901960784314,1610612754,121,114,2023-01-26T02:22:18Z,6410000,False,-238.0,16.0,1,left,MISS C. Duarte 3PT,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,23.83,,,,,,,,,,,
658,PT01M17.00S,2023-01-26T02:22:16.8Z,4,REGULAR,rebound,defensive,[],1630532,,,1610612753,121,114,2023-01-26T02:22:18Z,6420000,False,,,0,,F. Wagner REBOUND (Off:0 Def:3),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,657.0,3.0,3.0,0.0,,,,
659,PT01M00.00S,2023-01-26T02:22:36.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631097,,,1610612753,121,114,2023-01-26T02:22:59Z,6430000,False,,,0,,B. Mathurin shooting personal FOUL (4 PF) (Banchero 2 FT),"[1631097, 1631094]",1610612754.0,IND,shooting,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,1628953.0,4.0,0.0,Banchero,1631094.0,,,,,,,,,,,,,,,
661,PT01M00.00S,2023-01-26T02:23:04.7Z,4,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,122,114,2023-01-26T02:23:04Z,6450000,False,,,0,,P. Banchero Free Throw 1 of 2 (22 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,Made,22.0,,,,,,,,,,,,,
662,PT01M00.00S,2023-01-26T02:23:22.6Z,4,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,123,114,2023-01-26T02:23:22Z,6460000,False,,,0,,P. Banchero Free Throw 2 of 2 (23 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,Made,23.0,,,,,,,,,,,,,
663,PT00M47.80S,2023-01-26T02:23:39.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628365,,,1610612754,123,114,2023-01-26T02:23:50Z,6470000,False,,,0,,M. Fultz personal FOUL (3 PF) (Turner 2 FT),"[1628365, 1626167]",1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,In The Paint (Non-RA),0-8 Center,1628953.0,3.0,0.0,Turner,1626167.0,,,,,,,,,,,,,,,
665,PT00M47.80S,2023-01-26T02:24:10.7Z,4,REGULAR,freethrow,1 of 2,[],1626167,,,1610612754,123,115,2023-01-26T02:24:10Z,6490000,False,,,0,,M. Turner Free Throw 1 of 2 (21 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,Made,21.0,,,,,,,,,,,,,
666,PT00M47.80S,2023-01-26T02:24:31.1Z,4,REGULAR,freethrow,2 of 2,[],1626167,,,1610612754,123,116,2023-01-26T02:24:31Z,6500000,False,,,0,,M. Turner Free Throw 2 of 2 (22 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,Made,22.0,,,,,,,,,,,,,
667,PT00M32.80S,2023-01-26T02:24:54.7Z,4,REGULAR,turnover,bad pass,[],1630532,,,1610612753,123,116,2023-01-26T02:25:00Z,6510000,False,,,0,,F. Wagner bad pass TURNOVER (2 TO),"[1630532, 1626167]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,2.0,,,,,,,,,Turner,1626167.0,,
668,PT00M32.80S,2023-01-26T02:24:54.7Z,4,REGULAR,steal,,[],1626167,,,1610612754,123,116,2023-01-26T02:24:57Z,6520000,False,,,0,,M. Turner STEAL (1 STL),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
669,PT00M28.70S,2023-01-26T02:25:00.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631097,6.783837056504599,53.18627450980392,1610612754,123,118,2023-01-26T02:25:06Z,6530000,False,-16.0,11.0,1,left,B. Mathurin running Layup (26 PTS),[1631097],1610612754.0,IND,running,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,,,Made,26.0,,1.95,,,,,,,,,,,
671,PT00M24.00S,2023-01-26T02:25:18.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627741,,,1610612753,123,118,2023-01-26T02:25:51Z,6550000,False,,,0,,B. Hield take personal FOUL (2 PF) (Fultz 2 FT),"[1627741, 1628365]",1610612754.0,IND,take,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,202901.0,2.0,0.0,Fultz,1628365.0,,,,,,,,,,,,,,,
673,PT00M24.00S,2023-01-26T02:25:39.6Z,4,REGULAR,freethrow,1 of 2,[],1628365,,,1610612753,123,118,2023-01-26T02:25:39Z,6570000,False,,,0,,MISS M. Fultz Free Throw 1 of 2,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
674,PT00M24.00S,2023-01-26T02:25:39.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,123,118,2023-01-26T02:25:39Z,6580000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,673.0,,,,,,,
675,PT00M24.00S,2023-01-26T02:25:56.4Z,4,REGULAR,freethrow,2 of 2,[],1628365,,,1610612753,124,118,2023-01-26T02:25:56Z,6590000,False,,,0,,M. Fultz Free Throw 2 of 2 (11 PTS),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,Made,11.0,,,,,,,,,,,,,
676,PT00M24.00S,2023-01-26T02:26:02.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612754,124,118,2023-01-26T02:26:02Z,6600000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,PT00M24.00S,2023-01-26T02:27:11.4Z,4,REGULAR,substitution,out,[],1626167,,,1610612754,124,118,2023-01-26T02:27:29Z,6610000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
678,PT00M24.00S,2023-01-26T02:27:11.4Z,4,REGULAR,substitution,in,[],1629052,,,1610612754,124,118,2023-01-26T02:27:29Z,6620000,False,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,,
679,PT00M19.50S,2023-01-26T02:27:46.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],204456,6.521024967148489,46.568627450980394,1610612754,124,120,2023-01-26T02:27:53Z,6630000,False,17.0,9.0,1,left,T. McConnell driving Layup (17 PTS),[204456],1610612754.0,IND,driving,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,,,,,,Made,17.0,,1.93,,,,,,,,,,,
681,PT00M14.40S,2023-01-26T02:28:02.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",204456,,,1610612753,124,120,2023-01-26T02:28:15Z,6650000,False,,,0,,T. McConnell personal FOUL (1 PF) (Fultz 2 FT),"[204456, 1628365]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Right,1146.0,1.0,0.0,Fultz,1628365.0,,,,,,,,,,,,,,,
683,PT00M14.40S,2023-01-26T02:28:32.5Z,4,REGULAR,freethrow,1 of 2,[],1628365,,,1610612753,125,120,2023-01-26T02:28:32Z,6670000,False,,,0,,M. Fultz Free Throw 1 of 2 (12 PTS),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,Made,12.0,,,,,,,,,,,,,
684,PT00M14.40S,2023-01-26T02:28:46.7Z,4,REGULAR,freethrow,2 of 2,[],1628365,,,1610612753,126,120,2023-01-26T02:28:46Z,6680000,False,,,0,,M. Fultz Free Throw 2 of 2 (13 PTS),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,Made,13.0,,,,,,,,,,,,,
685,PT00M07.60S,2023-01-26T02:28:55.8Z,4,REGULAR,3pt,Jump Shot,[],1627741,32.276609724047304,51.9607843137255,1610612754,126,120,2023-01-26T02:29:24Z,6690000,False,-10.0,251.0,1,left,MISS B. Hield 25' pullup 3PT,[1627741],1610612754.0,IND,pullup,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,25.11,,,,,,,,,,,
686,PT00M06.10S,2023-01-26T02:28:57.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612753,126,120,2023-01-26T02:29:22Z,6700000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,685.0,,,,,,,
687,PT00M02.00S,2023-01-26T02:29:25.0Z,4,REGULAR,turnover,lost ball,[],1631094,,,1610612753,126,120,2023-01-26T02:30:07Z,6710000,False,,,0,,P. Banchero lost ball TURNOVER (4 TO),"[1631094, 1627741]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Left Center,,,,,,,,4.0,,,,,,,,,Hield,1627741.0,,
688,PT00M02.00S,2023-01-26T02:29:25.0Z,4,REGULAR,steal,,[],1627741,,,1610612754,126,120,2023-01-26T02:30:12Z,6720000,False,,,0,,B. Hield STEAL (4 STL),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
689,PT00M00.10S,2023-01-26T02:29:34.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1631097,12.697109067017081,97.54901960784314,1610612754,126,120,2023-01-26T02:30:32Z,6730000,False,-238.0,67.0,1,left,MISS B. Mathurin 24' 3PT,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,24.69,,,,,,,,,,,
690,PT00M00.10S,2023-01-26T02:29:34.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612754,126,120,2023-01-26T02:30:32Z,6740000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,689.0,,,,,,,
691,PT00M00.00S,2023-01-26T02:30:35.4Z,4,REGULAR,period,end,[],0,,,1610612754,126,120,2023-01-26T02:30:35Z,6750000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,PT00M00.00S,2023-01-26T02:30:42.6Z,4,REGULAR,game,end,[],0,,,0,126,120,2023-01-26T02:30:42Z,6760000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
