actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
352,PT12M00.00S,2022-10-23T00:21:26.5Z,3,REGULAR,substitution,in,['startperiod'],1628401,,,1610612738,68,68,2022-10-23T00:26:34Z,3480000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2022-10-23T00:26:38.2Z,3,REGULAR,period,start,[],0,,,1610612738,68,68,2022-10-23T00:26:38Z,3490000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT11M40.00S,2022-10-23T00:26:58.1Z,3,REGULAR,2pt,Jump Shot,[],1628369,10.200394218134035,67.15686274509804,1610612738,68,70,2022-10-23T00:27:06Z,3500000,-86.0,43.0,1,left,J. Tatum 9' driving floating bank Jump Shot (23 PTS),[1628369],1610612738.0,BOS,driving floating bank,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Left,9.62,Made,,,,,23.0,,,,,,,,,,,,,
355,PT11M27.00S,2022-10-23T00:27:09.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,95.0886990801577,52.69607843137255,1610612753,68,70,2022-10-23T00:28:09Z,3510000,13.0,-6.0,1,right,MISS P. Banchero driving Layup,[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,1.49,Missed,,,,,,,,,,,,,,,,,,
356,PT11M25.00S,2022-10-23T00:27:11.3Z,3,REGULAR,rebound,offensive,[],203082,,,1610612753,68,70,2022-10-23T00:28:45Z,3520000,,,0,,T. Ross REBOUND (Off:1 Def:1),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,Restricted Area,0-8 Center,,,355.0,2.0,1.0,1.0,,,,,,,,,,,,,,
357,PT11M23.00S,2022-10-23T00:27:21.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203082,74.11300919842313,16.934742647058822,1610612753,71,70,2022-10-23T00:28:53Z,3530000,-165.0,191.0,1,right,T. Ross 25' 3PT  (17 PTS),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,Above the Break 3,24+ Left Center,25.24,Made,,,,,17.0,,,,,,,,,,,,,
358,PT11M11.00S,2022-10-23T00:27:35.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,7.046649145860711,59.55882352941176,1610612738,71,72,2022-10-23T00:29:24Z,3540000,-48.0,14.0,1,left,J. Tatum driving reverse Layup (25 PTS),[1628369],1610612738.0,BOS,driving reverse,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,4.97,Made,,,,,25.0,,,,,,,,,,,,,
359,PT11M11.00S,2022-10-23T00:27:40.3Z,3,REGULAR,foul,personal,['1freethrow'],1628976,,,1610612738,71,72,2022-10-23T00:27:56Z,3550000,,,0,,W. Carter Jr. shooting personal FOUL (2 PF) (Tatum 1 FT),"[1628976, 1628369]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,29012.0,2.0,1.0,Tatum,1628369.0
361,PT11M11.00S,2022-10-23T00:28:00.3Z,3,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,71,73,2022-10-23T00:28:00Z,3570000,,,0,,J. Tatum Free Throw 1 of 1 (26 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,26.0,,,,,,,,,,,,,
362,PT10M58.00S,2022-10-23T00:28:14.5Z,3,REGULAR,2pt,Jump Shot,[],1628976,73.01248357424441,55.88235294117647,1610612753,71,73,2022-10-23T00:28:25Z,3580000,29.0,201.0,1,right,MISS W. Carter Jr. 20' Jump Shot,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,16-24 Center,20.33,Missed,,,,,,,,,,,,,,,,,,
363,PT10M58.00S,2022-10-23T00:28:14.5Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,71,73,2022-10-23T00:28:25Z,3590000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Center,,,362.0,3.0,3.0,0.0,,,,,,,,,,,,,,
364,PT10M39.00S,2022-10-23T00:28:33.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,16.16294349540079,55.12408088235294,1610612738,71,73,2022-10-23T00:29:04Z,3600000,-26.0,99.0,1,left,MISS D. White 10' driving floating Shot,[1628401],1610612738.0,BOS,driving floating,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,10.26,Missed,,,,,,,,,,,,,,,,,,
365,PT10M37.00S,2022-10-23T00:28:35.5Z,3,REGULAR,rebound,offensive,[],203943,,,1610612738,71,73,2022-10-23T00:30:55Z,3610000,,,0,,N. Vonleh REBOUND (Off:2 Def:1),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,In The Paint (Non-RA),8-16 Center,,,364.0,3.0,1.0,2.0,,,,,,,,,,,,,,
366,PT10M36.00S,2022-10-23T00:28:44.0Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",203943,5.590000152587891,50.0,1610612738,71,75,2022-10-23T00:31:04Z,3620000,0.0,0.0,1,left,N. Vonleh tip DUNK (2 PTS),[203943],1610612738.0,BOS,tip,,,Vonleh,N. Vonleh,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,2.0,,,,,,,,,,,,,
368,PT10M24.00S,2022-10-23T00:28:52.8Z,3,REGULAR,turnover,out-of-bounds,[],1630175,,,1610612753,71,75,2022-10-23T00:29:08Z,3640000,,,0,,C. Anthony lost ball out-of-bounds TURNOVER (1 TO),[1630175],1610612753.0,ORL,lost ball,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,,,,,,,29012.0,,,,
369,PT10M15.00S,2022-10-23T00:29:06.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627759,29.517082785808146,30.392156862745097,1610612738,71,78,2022-10-23T00:29:29Z,3650000,98.0,225.0,1,left,J. Brown 24' 3PT  (5 PTS) (M. Smart 5 AST),"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,24.54,Made,,,,,5.0,,,,M. Smart,203935.0,5.0,,,,,,,
371,PT10M15.00S,2022-10-23T00:29:14.5Z,3,REGULAR,timeout,full,['team'],0,,,1610612753,71,78,2022-10-23T00:29:14Z,3670000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT10M01.00S,2022-10-23T00:32:15.0Z,3,REGULAR,2pt,Jump Shot,[],203082,74.45795006570303,39.950980392156865,1610612753,73,78,2022-10-23T00:32:21Z,3680000,-50.0,188.0,1,right,T. Ross 19' pullup Jump Shot (19 PTS) (W. Carter Jr. 3 AST),"[203082, 1628976]",1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,Mid-Range,16-24 Center,19.42,Made,,,,,19.0,,,,W. Carter Jr.,1628976.0,3.0,,,,,,,
374,PT09M51.00S,2022-10-23T00:32:24.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628369,6.783837056504599,52.20588235294118,1610612738,73,80,2022-10-23T00:32:31Z,3700000,-11.0,11.0,1,left,J. Tatum driving DUNK (28 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1.58,Made,,,,,28.0,,,,,,,,,,,,,
375,PT09M33.00S,2022-10-23T00:32:42.4Z,3,REGULAR,turnover,lost ball,[],1631094,,,1610612753,73,80,2022-10-23T00:32:47Z,3710000,,,0,,P. Banchero lost ball TURNOVER (1 TO),"[1631094, 203935]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Center,,,,,,,,1.0,Smart,203935.0,,,,,,,,,,
376,PT09M33.00S,2022-10-23T00:32:42.4Z,3,REGULAR,steal,,[],203935,,,1610612738,73,80,2022-10-23T00:32:44Z,3720000,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
377,PT09M29.00S,2022-10-23T00:32:46.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628369,5.732588699080158,51.71568627450981,1610612738,73,82,2022-10-23T00:32:55Z,3730000,-9.0,1.0,1,left,J. Tatum running Layup (30 PTS),[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,0.87,Made,,,,,30.0,,,,,,,,,,,,,
378,PT09M10.00S,2022-10-23T00:33:04.9Z,3,REGULAR,2pt,Jump Shot,[],1628976,76.42904073587385,37.745098039215684,1610612753,75,82,2022-10-23T00:33:12Z,3740000,-61.0,169.0,1,right,W. Carter Jr. 17' Jump Shot (10 PTS) (C. Anthony 2 AST),"[1628976, 1630175]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,16-24 Left Center,17.99,Made,,,,,10.0,,,,C. Anthony,1630175.0,2.0,,,,,,,
380,PT09M01.00S,2022-10-23T00:33:13.6Z,3,REGULAR,3pt,Jump Shot,[],203935,23.47240473061761,86.76470588235294,1610612738,75,82,2022-10-23T00:33:26Z,3760000,-184.0,168.0,1,left,MISS M. Smart 24' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,24.91,Missed,,,,,,,,,,,,,,,,,,
381,PT08M59.00S,2022-10-23T00:33:15.6Z,3,REGULAR,rebound,defensive,[],1631094,,,1610612753,75,82,2022-10-23T00:33:26Z,3770000,,,0,,P. Banchero REBOUND (Off:0 Def:2),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Left Center,,,380.0,2.0,2.0,0.0,,,,,,,,,,,,,,
382,PT08M54.00S,2022-10-23T00:33:21.5Z,3,REGULAR,3pt,Jump Shot,[],203082,73.14388961892247,18.38235294117647,1610612753,75,82,2022-10-23T00:33:32Z,3780000,-158.0,200.0,1,right,MISS T. Ross 25' 3PT,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,Above the Break 3,24+ Left Center,25.49,Missed,,,,,,,,,,,,,,,,,,
383,PT08M49.00S,2022-10-23T00:33:26.3Z,3,REGULAR,rebound,offensive,[],1630532,,,1610612753,75,82,2022-10-23T00:33:26Z,3790000,,,0,,F. Wagner REBOUND (Off:1 Def:3),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,,,382.0,4.0,3.0,1.0,,,,,,,,,,,,,,
384,PT08M47.00S,2022-10-23T00:33:29.6Z,3,REGULAR,foul,personal,['2freethrow'],203943,,,1610612753,75,82,2022-10-23T00:33:38Z,3800000,,,0,,N. Vonleh shooting personal FOUL (3 PF) (Banchero 2 FT),"[203943, 1631094]",1610612738.0,BOS,shooting,,,Vonleh,N. Vonleh,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,29012.0,3.0,0.0,Banchero,1631094.0
386,PT08M47.00S,2022-10-23T00:33:59.5Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1631094,,,1610612753,76,82,2022-10-23T00:33:59Z,3820000,,,0,,P. Banchero Free Throw 1 of 2 (11 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
387,PT08M47.00S,2022-10-23T00:34:16.6Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1631094,,,1610612753,77,82,2022-10-23T00:34:16Z,3830000,,,0,,P. Banchero Free Throw 2 of 2 (12 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
388,PT08M34.00S,2022-10-23T00:34:29.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,8.492115637319317,48.03921568627451,1610612738,77,82,2022-10-23T00:34:35Z,3840000,10.0,27.0,1,left,MISS J. Tatum reverse Layup - blocked,"[1628369, 1631094]",1610612738.0,BOS,reverse,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,2.9,Missed,,,,,,,,,,,,Banchero,1631094.0,,,,,
389,PT08M34.00S,2022-10-23T00:34:29.5Z,3,REGULAR,block,,[],1631094,,,1610612738,77,82,2022-10-23T00:34:32Z,3850000,,,0,,P. Banchero BLOCK (1 BLK),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
390,PT08M30.00S,2022-10-23T00:34:33.5Z,3,REGULAR,rebound,offensive,[],1628401,,,1610612738,77,82,2022-10-23T00:34:35Z,3860000,,,0,,D. White REBOUND (Off:2 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Restricted Area,0-8 Center,,,388.0,3.0,1.0,2.0,,,,,,,,,,,,,,
391,PT08M29.00S,2022-10-23T00:34:34.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203935,23.47240473061761,86.76470588235294,1610612738,77,82,2022-10-23T00:34:40Z,3870000,-184.0,168.0,1,left,MISS M. Smart 24' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,24.91,Missed,,,,,,,,,,,,,,,,,,
392,PT08M25.00S,2022-10-23T00:34:38.8Z,3,REGULAR,rebound,defensive,[],1630532,,,1610612753,77,82,2022-10-23T00:34:40Z,3880000,,,0,,F. Wagner REBOUND (Off:1 Def:4),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,,,391.0,5.0,4.0,1.0,,,,,,,,,,,,,,
393,PT08M08.00S,2022-10-23T00:34:55.7Z,3,REGULAR,2pt,Jump Shot,[],1631094,77.87450722733246,75.98039215686273,1610612753,77,82,2022-10-23T00:36:06Z,3890000,130.0,155.0,1,right,MISS P. Banchero 20' pullup Shot,[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Right Center,20.26,Missed,,,,,,,,,,,,,,,,,,
394,PT08M07.00S,2022-10-23T00:34:59.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612753,77,82,2022-10-23T00:34:59Z,3900000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Mid-Range,16-24 Right Center,,,393.0,,,,,,,,,,,,,,,,,
395,PT08M07.00S,2022-10-23T00:35:02.0Z,3,REGULAR,foul,personal,[],203943,,,1610612753,77,82,2022-10-23T00:35:57Z,3910000,,,0,,N. Vonleh loose ball personal FOUL (4 PF),"[203943, 1628976]",1610612738.0,BOS,loose ball,,,Vonleh,N. Vonleh,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1626302.0,4.0,0.0,Carter Jr.,1628976.0
397,PT08M07.00S,2022-10-23T00:35:15.8Z,3,REGULAR,substitution,out,[],203943,,,1610612753,77,82,2022-10-23T00:35:23Z,3930000,,,0,,SUB out: N. Vonleh,[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT08M07.00S,2022-10-23T00:35:15.8Z,3,REGULAR,substitution,in,[],1629684,,,1610612753,77,82,2022-10-23T00:35:23Z,3940000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT08M00.00S,2022-10-23T00:35:32.2Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1630532,90.88370565045992,77.20588235294117,1610612753,79,82,2022-10-23T00:35:46Z,3950000,136.0,33.0,1,right,F. Wagner 14' turnaround fadeaway Jump Shot (18 PTS),[1630532],1610612753.0,ORL,turnaround fadeaway,,,Wagner,F. Wagner,,,,,Mid-Range,8-16 Right,14.0,Made,,,,,18.0,,,,,,,,,,,,,
400,PT07M38.00S,2022-10-23T00:35:55.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,6.1268068331143235,54.90196078431373,1610612738,79,84,2022-10-23T00:36:00Z,3960000,-25.0,5.0,1,left,J. Brown cutting Layup (7 PTS) (M. Smart 6 AST),"[1627759, 203935]",1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,2.5,Made,,,,,7.0,,,,M. Smart,203935.0,6.0,,,,,,,
402,PT07M25.00S,2022-10-23T00:36:07.5Z,3,REGULAR,3pt,Jump Shot,[],1630175,68.15045992115637,35.294117647058826,1610612753,79,84,2022-10-23T00:37:11Z,3980000,-74.0,247.0,1,right,MISS C. Anthony 25' pullup 3PT,[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Center,25.76,Missed,,,,,,,,,,,,,,,,,,
403,PT07M23.00S,2022-10-23T00:36:09.5Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,79,84,2022-10-23T00:36:13Z,3990000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,402.0,4.0,4.0,0.0,,,,,,,,,,,,,,
404,PT07M16.00S,2022-10-23T00:36:17.1Z,3,REGULAR,3pt,Jump Shot,[],1628369,31.750985545335087,60.5392156862745,1610612738,79,84,2022-10-23T00:36:21Z,4000000,-53.0,246.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,25.16,Missed,,,,,,,,,,,,,,,,,,
405,PT07M13.00S,2022-10-23T00:36:20.1Z,3,REGULAR,rebound,defensive,[],1628976,,,1610612753,79,84,2022-10-23T00:36:21Z,4010000,,,0,,W. Carter Jr. REBOUND (Off:4 Def:4),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Center,,,404.0,8.0,4.0,4.0,,,,,,,,,,,,,,
406,PT07M09.00S,2022-10-23T00:36:26.3Z,3,REGULAR,foul,personal,['2freethrow'],1628401,,,1610612753,79,84,2022-10-23T00:36:38Z,4020000,,,0,,D. White shooting personal FOUL (1 PF) (Banchero 2 FT),"[1628401, 1631094]",1610612738.0,BOS,shooting,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,200832.0,1.0,0.0,Banchero,1631094.0
408,PT07M09.00S,2022-10-23T00:37:05.7Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1631094,,,1610612753,79,84,2022-10-23T00:37:05Z,4040000,,,0,,MISS P. Banchero Free Throw 1 of 2,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
409,PT07M09.00S,2022-10-23T00:37:05.7Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,79,84,2022-10-23T00:37:05Z,4050000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,408.0,,,,,,,,,,,,,,,,,
410,PT07M09.00S,2022-10-23T00:37:46.6Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1631094,,,1610612753,80,84,2022-10-23T00:37:46Z,4060000,,,0,,P. Banchero Free Throw 2 of 2 (13 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
411,PT06M58.00S,2022-10-23T00:38:00.2Z,3,REGULAR,3pt,Jump Shot,[],1628401,32.14520367936925,40.19607843137255,1610612738,80,87,2022-10-23T00:38:08Z,4070000,49.0,250.0,1,left,D. White 25' 3PT pullup (18 PTS),[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Center,25.45,Made,,,,,18.0,,,,,,,,,,,,,
412,PT06M40.00S,2022-10-23T00:38:18.0Z,3,REGULAR,3pt,Jump Shot,[],1631094,74.72076215505913,81.37254901960785,1610612753,83,87,2022-10-23T00:38:24Z,4080000,157.0,185.0,1,right,P. Banchero 24' 3PT  (16 PTS) (T. Ross 1 AST),"[1631094, 203082]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,24.27,Made,,,,,16.0,,,,T. Ross,203082.0,1.0,,,,,,,
414,PT06M30.00S,2022-10-23T00:38:31.7Z,3,REGULAR,foul,offensive,[],1628369,,,1610612738,83,87,2022-10-23T00:38:41Z,4100000,,,0,,J. Tatum charge offensive FOUL (1 PF),"[1628369, 1631094]",1610612738.0,BOS,charge,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,200832.0,1.0,0.0,Banchero,1631094.0
416,PT06M30.00S,2022-10-23T00:38:31.7Z,3,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,83,87,2022-10-23T00:38:31Z,4120000,,,0,,J. Tatum offensive foul TURNOVER (1 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,,,,,,,,200832.0,,,,
417,PT06M30.00S,2022-10-23T00:38:39.5Z,3,REGULAR,substitution,out,[],1631094,,,1610612753,83,87,2022-10-23T00:38:54Z,4130000,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT06M30.00S,2022-10-23T00:38:39.5Z,3,REGULAR,substitution,out,[],1630532,,,1610612753,83,87,2022-10-23T00:38:54Z,4140000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT06M30.00S,2022-10-23T00:38:39.5Z,3,REGULAR,substitution,in,[],1630284,,,1610612753,83,87,2022-10-23T00:38:54Z,4150000,,,0,,SUB in: K. Harris,[1630284],1610612753.0,ORL,,,,Harris,K. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT06M30.00S,2022-10-23T00:38:39.5Z,3,REGULAR,substitution,in,[],1628964,,,1610612753,83,87,2022-10-23T00:38:54Z,4160000,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT06M24.00S,2022-10-23T00:39:02.2Z,3,REGULAR,foul,personal,[],1627759,,,1610612753,83,87,2022-10-23T00:39:12Z,4170000,,,0,,J. Brown personal FOUL (1 PF),"[1627759, 1630175]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,200832.0,1.0,0.0,Anthony,1630175.0
423,PT06M19.00S,2022-10-23T00:39:27.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612753,83,87,2022-10-23T00:39:38Z,4190000,,,0,,G. Williams personal FOUL (4 PF) (Carter Jr. 2 FT),"[1629684, 1628976]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,200832.0,4.0,0.0,Carter Jr.,1628976.0
425,PT06M19.00S,2022-10-23T00:40:05.0Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1628976,,,1610612753,83,87,2022-10-23T00:40:05Z,4210000,,,0,,MISS W. Carter Jr. Free Throw 1 of 2,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
426,PT06M19.00S,2022-10-23T00:40:05.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,83,87,2022-10-23T00:40:05Z,4220000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,425.0,,,,,,,,,,,,,,,,,
427,PT06M19.00S,2022-10-23T00:40:23.1Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1628976,,,1610612753,84,87,2022-10-23T00:40:23Z,4230000,,,0,,W. Carter Jr. Free Throw 2 of 2 (11 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
428,PT06M07.00S,2022-10-23T00:40:38.9Z,3,REGULAR,3pt,Jump Shot,[],1627759,5.863994743758213,5.392156862745098,1610612738,84,87,2022-10-23T00:40:44Z,4240000,223.0,3.0,1,left,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Right Corner 3,24+ Right,22.3,Missed,,,,,,,,,,,,,,,,,,
429,PT06M03.00S,2022-10-23T00:40:42.9Z,3,REGULAR,rebound,defensive,[],1628976,,,1610612753,84,87,2022-10-23T00:40:44Z,4250000,,,0,,W. Carter Jr. REBOUND (Off:4 Def:5),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Right Corner 3,24+ Right,,,428.0,9.0,5.0,4.0,,,,,,,,,,,,,,
430,PT05M58.00S,2022-10-23T00:40:48.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630284,91.80354796320631,52.450980392156865,1610612753,86,87,2022-10-23T00:40:56Z,4260000,12.0,25.0,1,right,K. Harris running reverse Layup (2 PTS) (C. Anthony 3 AST),"[1630284, 1630175]",1610612753.0,ORL,running reverse,,,Harris,K. Harris,,,,,Restricted Area,0-8 Center,2.74,Made,,,,,2.0,,,,C. Anthony,1630175.0,3.0,,,,,,,
432,PT05M40.00S,2022-10-23T00:41:05.7Z,3,REGULAR,3pt,Jump Shot,[],1627759,11.251642575558476,2.941176470588235,1610612738,86,87,2022-10-23T00:41:13Z,4280000,235.0,53.0,1,left,MISS J. Brown 24' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Right Corner 3,24+ Right,24.13,Missed,,,,,,,,,,,,,,,,,,
433,PT05M38.00S,2022-10-23T00:41:07.7Z,3,REGULAR,rebound,defensive,[],1628976,,,1610612753,86,87,2022-10-23T00:41:13Z,4290000,,,0,,W. Carter Jr. REBOUND (Off:4 Def:6),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Right Corner 3,24+ Right,,,432.0,10.0,6.0,4.0,,,,,,,,,,,,,,
434,PT05M33.00S,2022-10-23T00:41:14.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628369,,,1610612753,86,87,2022-10-23T00:41:27Z,4300000,,,0,,J. Tatum personal FOUL (2 PF) (Harris 2 FT),"[1628369, 1630284]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,29012.0,2.0,0.0,Harris,1630284.0
