actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
24,PT09M50.00S,2022-11-12T00:13:37.6Z,1,REGULAR,steal,,[],1626164,,,1610612756,2,4,2022-11-12T00:13:41Z,240000,False,,,0,,D. Booker STEAL (1 STL),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
25,PT09M33.00S,2022-11-12T00:13:54.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628969,16.770696452036795,38.48039215686275,1610612756,2,4,2022-11-12T00:14:01Z,250000,False,58.0,105.0,1,left,MISS M. Bridges 11' pullup Shot,[1628969],1610612756.0,PHX,pullup,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,,,,,11.98,Missed,,,,,,,,,,,,,,
26,PT09M30.00S,2022-11-12T00:13:57.8Z,1,REGULAR,rebound,defensive,[],1629626,,,1610612753,2,4,2022-11-12T00:14:01Z,260000,False,,,0,,B. Bol REBOUND (Off:0 Def:1),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,25.0,1.0,1.0,0.0,,,,,,
27,PT09M13.00S,2022-11-12T00:14:13.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630591,84.57621550591328,41.17647058823529,1610612753,2,4,2022-11-12T00:14:18Z,270000,False,-44.0,92.0,1,right,MISS J. Suggs 10' driving floating Shot - blocked,"[1630591, 1629028]",1610612753.0,ORL,driving floating,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),8-16 Center,,,,,10.25,Missed,,,,,,,,,Ayton,1629028.0,,,,
28,PT09M13.00S,2022-11-12T00:14:13.2Z,1,REGULAR,block,,[],1629028,,,1610612753,2,4,2022-11-12T00:14:15Z,280000,False,,,0,,D. Ayton BLOCK (1 BLK),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
29,PT09M10.00S,2022-11-12T00:14:16.2Z,1,REGULAR,rebound,defensive,[],1626166,,,1610612756,2,4,2022-11-12T00:20:48Z,290000,False,,,0,,C. Payne REBOUND (Off:0 Def:1),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,27.0,1.0,1.0,0.0,,,,,,
30,PT09M10.00S,2022-11-12T00:14:18.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628969,7.046649145860711,45.09803921568628,1610612756,2,4,2022-11-12T00:14:27Z,300000,False,25.0,14.0,1,left,MISS M. Bridges running Layup - blocked,"[1628969, 1629643]",1610612756.0,PHX,running,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,2.81,Missed,,,,,,,,,Okeke,1629643.0,,,,
31,PT09M10.00S,2022-11-12T00:14:18.4Z,1,REGULAR,block,,[],1629643,,,1610612756,2,4,2022-11-12T00:14:21Z,310000,False,,,0,,C. Okeke BLOCK (1 BLK),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
32,PT09M10.00S,2022-11-12T00:14:18.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,2,4,2022-11-12T00:14:27Z,320000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,30.0,,,,,,,,,
33,PT09M08.00S,2022-11-12T00:14:37.8Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1626164,10.463206307490145,15.686274509803921,1610612756,2,4,2022-11-12T00:14:45Z,330000,False,172.0,46.0,1,left,MISS D. Booker 17' Jump Shot,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,16-24 Right,,,,,17.76,Missed,,,,,,,,,,,,,,
34,PT09M05.00S,2022-11-12T00:14:40.8Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,2,4,2022-11-12T00:14:45Z,340000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,16-24 Right,,,,,,,,,,,33.0,2.0,2.0,0.0,,,,,,
35,PT08M52.00S,2022-11-12T00:14:53.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,91.93495400788436,47.794117647058826,1610612753,4,4,2022-11-12T00:14:58Z,350000,False,-11.0,23.0,1,right,F. Wagner driving Layup (4 PTS),[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,,2.58,Made,4.0,,,,,,,,,,,,,
36,PT08M35.00S,2022-11-12T00:15:09.4Z,1,REGULAR,2pt,Jump Shot,[],1626166,19.793035479632064,25.245098039215684,1610612756,4,6,2022-11-12T00:15:14Z,360000,False,124.0,134.0,1,left,C. Payne 18' step back Jump Shot (2 PTS),[1626166],1610612756.0,PHX,step back,,,Payne,C. Payne,,,,,Mid-Range,16-24 Right Center,,,,,18.21,Made,2.0,,,,,,,,,,,,,
37,PT08M26.00S,2022-11-12T00:15:19.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,91.93495400788436,45.588235294117645,1610612753,6,6,2022-11-12T00:15:27Z,370000,False,-22.0,23.0,1,right,J. Suggs driving Layup (2 PTS),[1630591],1610612753.0,ORL,driving,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,,,,,3.21,Made,2.0,,,,,,,,,,,,,
38,PT08M17.00S,2022-11-12T00:15:28.3Z,1,REGULAR,3pt,Jump Shot,[],1628470,8.09789750328515,4.901960784313726,1610612756,6,6,2022-11-12T00:15:33Z,380000,False,225.0,24.0,1,left,MISS T. Craig 3PT,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,Right Corner 3,24+ Right,,,,,22.67,Missed,,,,,,,,,,,,,,
39,PT08M13.00S,2022-11-12T00:15:31.7Z,1,REGULAR,rebound,offensive,[],1628969,,,1610612756,6,6,2022-11-12T00:15:31Z,390000,False,,,0,,M. Bridges REBOUND (Off:1 Def:0),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,,,,,,,,,,,38.0,1.0,0.0,1.0,,,,,,
40,PT08M08.00S,2022-11-12T00:15:39.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628470,8.09789750328515,55.392156862745104,1610612756,6,6,2022-11-12T00:15:57Z,400000,False,-27.0,24.0,1,left,MISS T. Craig Layup - blocked,"[1628470, 1628976]",1610612756.0,PHX,,,,Craig,T. Craig,,,,,Restricted Area,0-8 Center,,,,,3.59,Missed,,,,,,,,,Carter Jr.,1628976.0,,,,
41,PT08M08.00S,2022-11-12T00:15:39.0Z,1,REGULAR,block,,[],1628976,,,1610612756,6,6,2022-11-12T00:15:42Z,410000,False,,,0,,W. Carter Jr. BLOCK (1 BLK),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
42,PT08M07.00S,2022-11-12T00:15:40.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,6,6,2022-11-12T00:15:57Z,420000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,40.0,,,,,,,,,
44,PT08M03.00S,2022-11-12T00:15:59.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628969,8.229303547963205,79.65686274509804,1610612756,6,6,2022-11-12T00:16:07Z,440000,False,-148.0,25.0,1,left,MISS M. Bridges 15' Jump Shot,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Left,,,,,15.04,Missed,,,,,,,,,,,,,,
45,PT08M00.00S,2022-11-12T00:16:02.9Z,1,REGULAR,rebound,defensive,[],1629626,,,1610612753,6,6,2022-11-12T00:16:07Z,450000,False,,,0,,B. Bol REBOUND (Off:0 Def:2),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Mid-Range,8-16 Left,,,,,,,,,,,44.0,2.0,2.0,0.0,,,,,,
46,PT07M58.00S,2022-11-12T00:16:07.8Z,1,REGULAR,turnover,traveling,[],1629626,,,1610612753,6,6,2022-11-12T00:16:15Z,460000,False,,,0,,B. Bol traveling TURNOVER (3 TO),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Mid-Range,16-24 Left Center,202058.0,3.0,,,,,,,,,,,,,,,,,,
47,PT07M49.00S,2022-11-12T00:16:28.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626164,32.14520367936925,33.33333333333333,1610612756,6,6,2022-11-12T00:16:33Z,470000,False,83.0,250.0,1,left,MISS D. Booker 26' step back 3PT,[1626164],1610612756.0,PHX,step back,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,,,,,26.32,Missed,,,,,,,,,,,,,,
48,PT07M46.00S,2022-11-12T00:16:31.5Z,1,REGULAR,rebound,defensive,[],1629626,,,1610612753,6,6,2022-11-12T00:16:33Z,480000,False,,,0,,B. Bol REBOUND (Off:0 Def:3),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,47.0,3.0,3.0,0.0,,,,,,
49,PT07M33.00S,2022-11-12T00:16:43.8Z,1,REGULAR,3pt,Jump Shot,[],1628976,90.3580814717477,4.411764705882353,1610612753,9,6,2022-11-12T00:16:48Z,490000,False,-228.0,38.0,1,right,W. Carter Jr. 3PT  (3 PTS) (C. Okeke 1 AST),"[1628976, 1629643]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Left Corner 3,24+ Left,,,,,23.11,Made,3.0,C. Okeke,1629643.0,1.0,,,,,,,,,,
51,PT07M19.00S,2022-11-12T00:16:57.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,8.492115637319317,48.03921568627451,1610612756,9,8,2022-11-12T00:17:02Z,510000,False,10.0,27.0,1,left,D. Ayton driving Layup (6 PTS) (D. Booker 2 AST),"[1629028, 1626164]",1610612756.0,PHX,driving,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,2.9,Made,6.0,D. Booker,1626164.0,2.0,,,,,,,,,,
53,PT07M07.00S,2022-11-12T00:17:13.8Z,1,REGULAR,foul,personal,[],1626166,,,1610612753,9,8,2022-11-12T00:17:24Z,530000,False,,,0,,C. Payne personal FOUL (1 PF),"[1626166, 1630532]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,In The Paint (Non-RA),8-16 Right,202058.0,,,,,,,,,,,,,,,,1.0,0.0,Wagner,1630532.0
55,PT07M06.00S,2022-11-12T00:17:33.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,92.59198423127464,56.86274509803921,1610612753,9,8,2022-11-12T00:17:39Z,550000,False,34.0,17.0,1,right,MISS F. Wagner driving Layup - blocked,"[1630532, 1628470]",1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,,3.83,Missed,,,,,,,,,Craig,1628470.0,,,,
56,PT07M06.00S,2022-11-12T00:17:33.1Z,1,REGULAR,block,,[],1628470,,,1610612753,9,8,2022-11-12T00:17:36Z,560000,False,,,0,,T. Craig BLOCK (1 BLK),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
57,PT07M06.00S,2022-11-12T00:17:33.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,9,8,2022-11-12T00:17:39Z,570000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,55.0,,,,,,,,,
59,PT07M03.00S,2022-11-12T00:17:48.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629626,93.51182654402102,50.73529411764706,1610612753,11,8,2022-11-12T00:17:52Z,590000,False,4.0,8.0,1,right,B. Bol DUNK (2 PTS) (J. Suggs 2 AST),"[1629626, 1630591]",1610612753.0,ORL,,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,,,,,0.93,Made,2.0,J. Suggs,1630591.0,2.0,,,,,,,,,,
61,PT06M50.00S,2022-11-12T00:18:00.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626166,13.354139290407357,43.872549019607845,1610612756,11,10,2022-11-12T00:18:04Z,610000,False,31.0,73.0,1,left,C. Payne 7' driving floating Jump Shot (4 PTS),[1626166],1610612756.0,PHX,driving floating,,,Payne,C. Payne,,,,,In The Paint (Non-RA),0-8 Center,,,,,7.92,Made,4.0,,,,,,,,,,,,,
62,PT06M46.00S,2022-11-12T00:18:11.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,91.40932982917214,56.86274509803921,1610612753,13,10,2022-11-12T00:22:13Z,620000,False,34.0,28.0,1,right,J. Suggs running finger roll Layup (4 PTS),[1630591],1610612753.0,ORL,running finger roll,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),0-8 Center,,,,,4.45,Made,4.0,,,,,,,,,,,,,
63,PT06M46.00S,2022-11-12T00:18:15.5Z,1,REGULAR,foul,personal,['1freethrow'],1628470,,,1610612753,13,10,2022-11-12T00:18:58Z,630000,False,,,0,,T. Craig shooting personal FOUL (1 PF) (Suggs 1 FT),"[1628470, 1630591]",1610612756.0,PHX,shooting,,,Craig,T. Craig,,,,,Restricted Area,0-8 Center,1628953.0,,,,,,,,,,,,,,,,1.0,0.0,Suggs,1630591.0
65,PT06M46.00S,2022-11-12T00:18:45.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,13,10,2022-11-12T00:18:58Z,650000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M46.00S,2022-11-12T00:19:00.0Z,1,REGULAR,substitution,out,[],1628976,,,1610612753,13,10,2022-11-12T00:21:07Z,660000,False,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M46.00S,2022-11-12T00:19:00.0Z,1,REGULAR,substitution,out,[],1630532,,,1610612753,13,10,2022-11-12T00:21:07Z,670000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M46.00S,2022-11-12T00:19:00.0Z,1,REGULAR,substitution,in,[],203082,,,1610612753,13,10,2022-11-12T00:21:07Z,680000,False,,,0,,SUB in: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M46.00S,2022-11-12T00:19:00.0Z,1,REGULAR,substitution,in,[],1628964,,,1610612753,13,10,2022-11-12T00:21:07Z,690000,False,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M46.00S,2022-11-12T00:21:17.7Z,1,REGULAR,freethrow,1 of 1,[],1630591,,,1610612753,14,10,2022-11-12T00:21:17Z,700000,False,,,0,,J. Suggs Free Throw 1 of 1 (5 PTS),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
71,PT06M24.00S,2022-11-12T00:21:42.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629028,5.732588699080158,50.73529411764706,1610612756,14,12,2022-11-12T00:21:49Z,710000,False,-4.0,1.0,1,left,D. Ayton DUNK (8 PTS) (C. Payne 1 AST),"[1629028, 1626166]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,0.4,Made,8.0,C. Payne,1626166.0,1.0,,,,,,,,,,
73,PT06M05.00S,2022-11-12T00:22:00.2Z,1,REGULAR,3pt,Jump Shot,[],1630591,71.56701708278581,77.20588235294117,1610612753,17,12,2022-11-12T00:22:06Z,730000,False,136.0,215.0,1,right,J. Suggs 25' 3PT  (8 PTS),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,,,,,25.42,Made,8.0,,,,,,,,,,,,,
75,PT05M58.00S,2022-11-12T00:22:09.9Z,1,REGULAR,turnover,out-of-bounds,[],1626166,,,1610612756,17,12,2022-11-12T00:22:17Z,750000,False,,,0,,C. Payne bad pass out-of-bounds TURNOVER (1 TO),[1626166],1610612756.0,PHX,bad pass,,,Payne,C. Payne,,,,,Mid-Range,8-16 Left,1628953.0,1.0,,,,,,,,,,,,,,,,,,
76,PT05M50.00S,2022-11-12T00:22:22.2Z,1,REGULAR,turnover,out-of-bounds,[],1628964,,,1610612753,17,12,2022-11-12T00:22:37Z,760000,False,,,0,,M. Bamba bad pass out-of-bounds TURNOVER (1 TO),[1628964],1610612753.0,ORL,bad pass,,,Bamba,M. Bamba,,,,,In The Paint (Non-RA),0-8 Center,202058.0,1.0,,,,,,,,,,,,,,,,,,
77,PT05M30.00S,2022-11-12T00:22:48.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628470,27.808804204993432,77.94117647058823,1610612756,17,12,2022-11-12T00:22:56Z,770000,False,-140.0,209.0,1,left,MISS T. Craig 25' 3PT,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Left Center,,,,,25.13,Missed,,,,,,,,,,,,,,
78,PT05M27.00S,2022-11-12T00:22:51.9Z,1,REGULAR,rebound,offensive,[],1626164,,,1610612756,17,12,2022-11-12T00:22:56Z,780000,False,,,0,,D. Booker REBOUND (Off:1 Def:0),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,77.0,1.0,0.0,1.0,,,,,,
79,PT05M27.00S,2022-11-12T00:22:53.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1626164,32.40801576872536,59.55882352941176,1610612756,17,12,2022-11-12T00:44:18Z,790000,False,-48.0,252.0,1,left,MISS D. Booker 25' 3PT,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Center,,,,,25.66,Missed,,,,,,,,,,,,,,
80,PT05M26.00S,2022-11-12T00:22:54.6Z,1,REGULAR,rebound,offensive,[],1628470,,,1610612756,17,12,2022-11-12T00:44:18Z,800000,False,,,0,,T. Craig REBOUND (Off:1 Def:0),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Center,,,,,,,,,,,79.0,1.0,0.0,1.0,,,,,,
81,PT05M26.00S,2022-11-12T00:22:58.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1628470,5.590000152587891,50.0,1610612756,17,14,2022-11-12T00:44:26Z,810000,False,0.0,0.0,1,left,T. Craig tip Layup (2 PTS),[1628470],1610612756.0,PHX,tip,,,Craig,T. Craig,,,,,Restricted Area,0-8 Center,,,,,0.0,Made,2.0,,,,,,,,,,,,,
82,PT05M17.00S,2022-11-12T00:23:01.3Z,1,REGULAR,3pt,Jump Shot,[],1629643,76.2976346911958,88.48039215686273,1610612753,17,14,2022-11-12T00:23:11Z,820000,False,192.0,170.0,1,right,MISS C. Okeke 25' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,Above the Break 3,24+ Right Center,,,,,25.69,Missed,,,,,,,,,,,,,,
