actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
174,PT00M08.90S,2023-02-26T00:39:57.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631097,80.3712220762155,94.85294117647058,1610612754,23,27,2023-02-26T00:40:07Z,1700000,False,224.0,132.0,1,right,MISS B. Mathurin 26' 3PT - blocked,"[1631097, 1630175]",1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,26.03,Missed,,,,,,,,,,,,,,,Anthony,1630175.0,,
180,PT00M08.90S,2023-02-26T00:39:57.6Z,1,REGULAR,block,,[],1630175,,,1610612754,23,27,2023-02-26T00:42:04Z,1705000,False,,,0,,C. Anthony BLOCK (1 BLK),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
175,PT00M08.90S,2023-02-26T00:39:57.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,23,27,2023-02-26T00:42:04Z,1710000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Right Center,,,,174.0,,,,,,,,,,,,,,,,
176,PT00M08.90S,2023-02-26T00:40:06.3Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612754,23,27,2023-02-26T00:40:12Z,1720000,False,,,0,,IND shot clock Team TURNOVER,[],1610612754.0,IND,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,1148.0,,,,,,,,,,,,
177,PT00M01.70S,2023-02-26T00:40:18.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629021,6.1268068331143235,48.529411764705884,1610612753,25,27,2023-02-26T00:40:25Z,1730000,False,7.0,5.0,1,left,M. Wagner cutting DUNK (4 PTS) (C. Anthony 1 AST),"[1629021, 1630175]",1610612753.0,ORL,cutting,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,0.9,Made,4.0,,,,,,,,,,C. Anthony,1630175.0,1.0,,,,,
179,PT00M00.00S,2023-02-26T00:40:28.4Z,1,REGULAR,period,end,[],0,,,1610612754,25,27,2023-02-26T00:40:28Z,1750000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2023-02-26T00:43:14.9Z,2,REGULAR,period,start,[],0,,,1610612754,25,27,2023-02-26T00:43:14Z,1760000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT11M45.00S,2023-02-26T00:43:29.9Z,2,REGULAR,2pt,Jump Shot,[],1631097,77.87450722733246,55.14705882352941,1610612754,25,27,2023-02-26T00:45:08Z,1770000,False,26.0,155.0,1,right,MISS B. Mathurin 15' pullup Shot,[1631097],1610612754.0,IND,pullup,,,Mathurin,B. Mathurin,,,,,Mid-Range,8-16 Center,15.76,Missed,,,,,,,,,,,,,,,,,,
183,PT11M40.00S,2023-02-26T00:43:34.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612753,25,27,2023-02-26T00:43:40Z,1780000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Mid-Range,8-16 Center,,,,182.0,,,,,,,,,,,,,,,,
185,PT11M28.00S,2023-02-26T00:43:49.2Z,2,REGULAR,3pt,Jump Shot,[],1630175,30.699737187910642,70.34313725490196,1610612753,25,27,2023-02-26T00:43:55Z,1800000,False,-102.0,236.0,1,left,MISS C. Anthony 25' pullup 3PT,[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Left Center,25.71,Missed,,,,,,,,,,,,,,,,,,
186,PT11M27.00S,2023-02-26T00:43:50.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612753,25,27,2023-02-26T00:43:55Z,1810000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,185.0,,,,,,,,,,,,,,,,
188,PT11M23.00S,2023-02-26T00:44:10.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629021,6.652431011826544,53.67647058823529,1610612753,27,27,2023-02-26T00:44:16Z,1830000,False,-18.0,10.0,1,left,M. Wagner cutting Layup (6 PTS) (C. Anthony 2 AST),"[1629021, 1630175]",1610612753.0,ORL,cutting,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,2.09,Made,6.0,,,,,,,,,,C. Anthony,1630175.0,2.0,,,,,
190,PT11M11.00S,2023-02-26T00:44:23.2Z,2,REGULAR,turnover,out-of-bounds,[],204456,,,1610612754,27,27,2023-02-26T00:44:30Z,1850000,False,,,0,,T. McConnell bad pass out-of-bounds TURNOVER (1 TO),[204456],1610612754.0,IND,bad pass,,,McConnell,T. McConnell,,,,,Mid-Range,16-24 Right Center,,,,,,,,1201.0,,,,,,,,1.0,,,,
191,PT10M59.00S,2023-02-26T00:44:42.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629021,7.178055190538765,47.549019607843135,1610612753,29,27,2023-02-26T00:44:46Z,1860000,False,12.0,15.0,1,left,M. Wagner Layup (8 PTS) (C. Anthony 3 AST),"[1629021, 1630175]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,1.94,Made,8.0,,,,,,,,,,C. Anthony,1630175.0,3.0,,,,,
193,PT10M49.00S,2023-02-26T00:44:52.6Z,2,REGULAR,3pt,Jump Shot,[],1629670,67.09921156373193,27.696078431372552,1610612754,29,27,2023-02-26T00:44:59Z,1880000,False,-112.0,257.0,1,right,MISS J. Nwora 28' 3PT - blocked,"[1629670, 1629626]",1610612754.0,IND,,,,Nwora,J. Nwora,,,,,Above the Break 3,24+ Left Center,28.0,Missed,,,,,,,,,,,,,,,Bol,1629626.0,,
194,PT10M49.00S,2023-02-26T00:44:52.6Z,2,REGULAR,block,,[],1629626,,,1610612754,29,27,2023-02-26T00:44:56Z,1890000,False,,,0,,B. Bol BLOCK (2 BLK),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
195,PT10M45.00S,2023-02-26T00:44:56.6Z,2,REGULAR,rebound,defensive,[],1631094,,,1610612753,29,27,2023-02-26T00:44:59Z,1900000,False,,,0,,P. Banchero REBOUND (Off:0 Def:3),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Left Center,,,,193.0,3.0,3.0,0.0,,,,,,,,,,,,,
196,PT10M42.00S,2023-02-26T00:45:02.5Z,2,REGULAR,foul,personal,['2freethrow'],1630188,,,1610612753,29,27,2023-02-26T00:45:21Z,1910000,False,,,0,,J. Smith shooting personal FOUL (1 PF) (Banchero 2 FT),"[1630188, 1631094]",1610612754.0,IND,shooting,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,1201.0,1.0,0.0,Banchero,1631094.0,,,,,,,,
198,PT10M42.00S,2023-02-26T00:45:33.4Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1631094,,,1610612753,29,27,2023-02-26T00:45:33Z,1930000,False,,,0,,MISS P. Banchero Free Throw 1 of 2,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
199,PT10M42.00S,2023-02-26T00:45:33.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,29,27,2023-02-26T00:45:33Z,1940000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,198.0,,,,,,,,,,,,,,,,
200,PT10M42.00S,2023-02-26T00:45:50.7Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1631094,,,1610612753,30,27,2023-02-26T00:45:50Z,1950000,False,,,0,,P. Banchero Free Throw 2 of 2 (5 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
202,PT10M33.00S,2023-02-26T00:46:02.6Z,2,REGULAR,3pt,Jump Shot,[],1630188,65.78515111695138,52.450980392156865,1610612754,30,30,2023-02-26T00:46:09Z,1970000,False,12.0,269.0,1,right,J. Smith 26' 3PT  (5 PTS) (B. Mathurin 1 AST),"[1630188, 1631097]",1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Center,26.94,Made,5.0,,,,,,,,,,B. Mathurin,1631097.0,1.0,,,,,
204,PT10M18.00S,2023-02-26T00:46:18.0Z,2,REGULAR,3pt,Jump Shot,[],1630175,7.703679369250986,3.6764705882352944,1610612753,30,30,2023-02-26T00:46:23Z,1990000,False,232.0,20.0,1,left,MISS C. Anthony 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Right Corner 3,24+ Right,23.25,Missed,,,,,,,,,,,,,,,,,,
205,PT10M16.00S,2023-02-26T00:46:20.0Z,2,REGULAR,rebound,defensive,[],1629670,,,1610612754,30,30,2023-02-26T00:46:23Z,2000000,False,,,0,,J. Nwora REBOUND (Off:0 Def:4),[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,Right Corner 3,24+ Right,,,,204.0,4.0,4.0,0.0,,,,,,,,,,,,,
206,PT10M05.00S,2023-02-26T00:46:31.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],204456,92.46057818659659,55.88235294117647,1610612754,30,32,2023-02-26T00:46:37Z,2010000,False,29.0,18.0,1,right,T. McConnell driving Layup (2 PTS) (C. Duarte 1 AST),"[204456, 1630537]",1610612754.0,IND,driving,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,3.47,Made,2.0,,,,,,,,,,C. Duarte,1630537.0,1.0,,,,,
208,PT09M52.00S,2023-02-26T00:46:44.8Z,2,REGULAR,foul,personal,['2freethrow'],1630537,,,1610612753,30,32,2023-02-26T00:46:53Z,2030000,False,,,0,,C. Duarte shooting personal FOUL (1 PF) (Anthony 2 FT),"[1630537, 1630175]",1610612754.0,IND,shooting,,,Duarte,C. Duarte,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1201.0,1.0,0.0,Anthony,1630175.0,,,,,,,,
210,PT09M52.00S,2023-02-26T00:47:08.9Z,2,REGULAR,freethrow,1 of 2,[],1630175,,,1610612753,31,32,2023-02-26T00:47:09Z,2050000,False,,,0,,C. Anthony Free Throw 1 of 2 (1 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
211,PT09M52.00S,2023-02-26T00:47:23.7Z,2,REGULAR,freethrow,2 of 2,[],1630175,,,1610612753,32,32,2023-02-26T00:47:23Z,2060000,False,,,0,,C. Anthony Free Throw 2 of 2 (2 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
212,PT09M32.00S,2023-02-26T00:47:44.1Z,2,REGULAR,3pt,Jump Shot,[],1630537,94.69448094612353,3.1862745098039214,1610612754,32,32,2023-02-26T00:47:50Z,2070000,False,-234.0,-3.0,1,right,MISS C. Duarte 3PT,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,Left Corner 3,24+ Left,23.41,Missed,,,,,,,,,,,,,,,,,,
213,PT09M27.00S,2023-02-26T00:47:49.1Z,2,REGULAR,rebound,offensive,[],1631097,,,1610612754,32,32,2023-02-26T00:47:50Z,2080000,False,,,0,,B. Mathurin REBOUND (Off:1 Def:0),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Left Corner 3,24+ Left,,,,212.0,1.0,0.0,1.0,,,,,,,,,,,,,
214,PT09M21.00S,2023-02-26T00:47:54.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631097,91.80354796320631,45.588235294117645,1610612754,32,34,2023-02-26T00:48:04Z,2090000,False,-22.0,25.0,1,right,B. Mathurin reverse Layup (6 PTS) (J. Nwora 1 AST),"[1631097, 1629670]",1610612754.0,IND,reverse,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,3.3,Made,6.0,,,,,,,,,,J. Nwora,1629670.0,1.0,,,,,
216,PT09M09.00S,2023-02-26T00:48:06.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629626,7.5722733245729295,55.14705882352941,1610612753,34,34,2023-02-26T00:48:15Z,2110000,False,-26.0,19.0,1,left,B. Bol Layup (2 PTS) (M. Wagner 2 AST),"[1629626, 1629021]",1610612753.0,ORL,,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,3.18,Made,2.0,,,,,,,,,,M. Wagner,1629021.0,2.0,,,,,
218,PT08M42.00S,2023-02-26T00:48:33.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630537,82.47371879106439,53.67647058823529,1610612754,34,34,2023-02-26T00:48:48Z,2130000,False,18.0,112.0,1,right,MISS C. Duarte 11' turnaround fadeaway Shot,[1630537],1610612754.0,IND,turnaround fadeaway,,,Duarte,C. Duarte,,,,,In The Paint (Non-RA),8-16 Center,11.37,Missed,,,,,,,,,,,,,,,,,,
219,PT08M39.00S,2023-02-26T00:48:36.3Z,2,REGULAR,rebound,defensive,[],1630175,,,1610612753,34,34,2023-02-26T00:48:38Z,2140000,False,,,0,,C. Anthony REBOUND (Off:0 Def:1),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),8-16 Center,,,,218.0,1.0,1.0,0.0,,,,,,,,,,,,,
220,PT08M35.00S,2023-02-26T00:48:40.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630591,5.469776609724048,54.90196078431373,1610612753,34,34,2023-02-26T00:48:59Z,2150000,False,-25.0,-1.0,1,left,MISS J. Suggs running reverse Layup - blocked,"[1630591, 1630188]",1610612753.0,ORL,running reverse,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,2.45,Missed,,,,,,,,,,,,,,,Smith,1630188.0,,
221,PT08M35.00S,2023-02-26T00:48:40.9Z,2,REGULAR,block,,[],1630188,,,1610612753,34,34,2023-02-26T00:48:43Z,2160000,False,,,0,,J. Smith BLOCK (4 BLK),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
222,PT08M35.00S,2023-02-26T00:48:40.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612753,34,34,2023-02-26T00:48:59Z,2170000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Restricted Area,0-8 Center,,,,220.0,,,,,,,,,,,,,,,,
224,PT08M29.00S,2023-02-26T00:49:07.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631094,7.440867279894875,55.63725490196079,1610612753,34,34,2023-02-26T00:53:12Z,2190000,False,-28.0,17.0,1,left,MISS P. Banchero driving Layup,[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,3.31,Missed,,,,,,,,,,,,,,,,,,
225,PT08M28.00S,2023-02-26T00:49:09.3Z,2,REGULAR,rebound,offensive,[],1631094,,,1610612753,34,34,2023-02-26T00:49:09Z,2200000,False,,,0,,P. Banchero REBOUND (Off:1 Def:3),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,224.0,4.0,3.0,1.0,,,,,,,,,,,,,
226,PT08M14.00S,2023-02-26T00:49:22.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630591,11.300919842312746,4.434742647058823,1610612753,34,34,2023-02-26T00:53:04Z,2210000,False,228.0,54.0,1,left,MISS J. Suggs pullup 3PT - blocked,"[1630591, 1631097]",1610612753.0,ORL,pullup,,,Suggs,J. Suggs,,,,,Right Corner 3,24+ Right,23.4,Missed,,,,,,,,,,,,,,,Mathurin,1631097.0,,
227,PT08M14.00S,2023-02-26T00:49:22.6Z,2,REGULAR,block,,[],1631097,,,1610612753,34,34,2023-02-26T00:49:25Z,2220000,False,,,0,,B. Mathurin BLOCK (1 BLK),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
228,PT08M11.00S,2023-02-26T00:49:25.6Z,2,REGULAR,rebound,defensive,[],1630537,,,1610612754,34,34,2023-02-26T00:49:32Z,2230000,False,,,0,,C. Duarte REBOUND (Off:0 Def:1),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,Right Corner 3,24+ Right,,,,226.0,1.0,1.0,0.0,,,,,,,,,,,,,
229,PT08M10.00S,2023-02-26T00:49:29.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631097,90.75229960578186,50.0,1610612754,34,36,2023-02-26T00:49:40Z,2240000,False,0.0,34.0,1,right,B. Mathurin running Layup (8 PTS) (T. McConnell 3 AST),"[1631097, 204456]",1610612754.0,IND,running,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,3.44,Made,8.0,,,,,,,,,,T. McConnell,204456.0,3.0,,,,,
231,PT08M10.00S,2023-02-26T00:49:33.1Z,2,REGULAR,foul,personal,['1freethrow'],1630175,,,1610612754,34,36,2023-02-26T00:49:45Z,2260000,False,,,0,,C. Anthony shooting personal FOUL (2 PF) (Mathurin 1 FT),"[1630175, 1631097]",1610612753.0,ORL,shooting,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,,,,,,,,1201.0,2.0,0.0,Mathurin,1631097.0,,,,,,,,
233,PT08M10.00S,2023-02-26T00:50:01.9Z,2,REGULAR,freethrow,1 of 1,[],1631097,,,1610612754,34,36,2023-02-26T00:50:05Z,2280000,False,,,0,,MISS B. Mathurin Free Throw 1 of 1,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
234,PT08M08.00S,2023-02-26T00:50:03.9Z,2,REGULAR,rebound,defensive,[],1629021,,,1610612753,34,36,2023-02-26T00:50:05Z,2290000,False,,,0,,M. Wagner REBOUND (Off:0 Def:2),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,233.0,2.0,2.0,0.0,,,,,,,,,,,,,
236,PT07M50.00S,2023-02-26T00:50:40.8Z,2,REGULAR,foul,personal,['2freethrow'],1631097,,,1610612753,34,36,2023-02-26T00:50:54Z,2310000,False,,,0,,B. Mathurin shooting personal FOUL (1 PF) (Banchero 2 FT),"[1631097, 1631094]",1610612754.0,IND,shooting,,,Mathurin,B. Mathurin,,,,,Mid-Range,8-16 Left,,,,,,,,1148.0,1.0,0.0,Banchero,1631094.0,,,,,,,,
238,PT07M50.00S,2023-02-26T00:51:12.6Z,2,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,35,36,2023-02-26T00:51:12Z,2330000,False,,,0,,P. Banchero Free Throw 1 of 2 (6 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
239,PT07M50.00S,2023-02-26T00:51:13.7Z,2,REGULAR,substitution,out,[],1630591,,,1610612753,35,36,2023-02-26T00:51:24Z,2340000,False,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M50.00S,2023-02-26T00:51:13.7Z,2,REGULAR,substitution,out,[],1629626,,,1610612753,35,36,2023-02-26T00:51:24Z,2350000,False,,,0,,SUB out: B. Bol,[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M50.00S,2023-02-26T00:51:13.7Z,2,REGULAR,substitution,in,[],1630532,,,1610612753,35,36,2023-02-26T00:51:24Z,2360000,False,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M50.00S,2023-02-26T00:51:13.7Z,2,REGULAR,substitution,in,[],203914,,,1610612753,35,36,2023-02-26T00:51:24Z,2370000,False,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M50.00S,2023-02-26T00:51:35.7Z,2,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,36,36,2023-02-26T00:51:35Z,2380000,False,,,0,,P. Banchero Free Throw 2 of 2 (7 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
244,PT07M31.00S,2023-02-26T00:51:55.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629670,93.9060446780552,49.01960784313725,1610612754,36,38,2023-02-26T00:52:00Z,2390000,False,-5.0,5.0,1,right,J. Nwora cutting DUNK (7 PTS) (T. McConnell 4 AST),"[1629670, 204456]",1610612754.0,IND,cutting,,,Nwora,J. Nwora,,,,,Restricted Area,0-8 Center,0.69,Made,7.0,,,,,,,,,,T. McConnell,204456.0,4.0,,,,,
246,PT07M13.00S,2023-02-26T00:52:13.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630175,10.726018396846255,55.14705882352941,1610612753,36,38,2023-02-26T00:52:19Z,2410000,False,-26.0,48.0,1,left,MISS C. Anthony driving Layup,[1630175],1610612753.0,ORL,driving,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),0-8 Center,5.47,Missed,,,,,,,,,,,,,,,,,,
248,PT07M10.00S,2023-02-26T00:52:16.9Z,2,REGULAR,rebound,defensive,[],204456,,,1610612754,36,38,2023-02-26T00:52:19Z,2430000,False,,,0,,T. McConnell REBOUND (Off:0 Def:1),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,,,,246.0,1.0,1.0,0.0,,,,,,,,,,,,,
249,PT07M10.00S,2023-02-26T00:52:18.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629670,90.88370565045992,47.794117647058826,1610612754,36,40,2023-02-26T00:52:27Z,2440000,False,-11.0,33.0,1,right,J. Nwora running DUNK (9 PTS) (T. McConnell 5 AST),"[1629670, 204456]",1610612754.0,IND,running,,,Nwora,J. Nwora,,,,,Restricted Area,0-8 Center,3.5,Made,9.0,,,,,,,,,,T. McConnell,204456.0,5.0,,,,,
251,PT07M10.00S,2023-02-26T00:52:23.7Z,2,REGULAR,foul,personal,['1freethrow'],1631094,,,1610612754,36,40,2023-02-26T00:52:37Z,2460000,False,,,0,,P. Banchero shooting personal FOUL (1 PF) (Nwora 1 FT),"[1631094, 1629670]",1610612753.0,ORL,shooting,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,,,1148.0,1.0,0.0,Nwora,1629670.0,,,,,,,,
253,PT07M10.00S,2023-02-26T00:52:52.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,36,40,2023-02-26T00:52:52Z,2480000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT07M10.00S,2023-02-26T00:53:05.9Z,2,REGULAR,substitution,out,[],1630188,,,1610612754,36,40,2023-02-26T00:55:42Z,2490000,False,,,0,,SUB out: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT07M10.00S,2023-02-26T00:53:05.9Z,2,REGULAR,substitution,in,[],1626167,,,1610612754,36,40,2023-02-26T00:55:42Z,2500000,False,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT07M10.00S,2023-02-26T00:56:06.8Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1629670,,,1610612754,36,40,2023-02-26T00:56:13Z,2510000,False,,,0,,MISS J. Nwora Free Throw 1 of 1,[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
257,PT07M07.00S,2023-02-26T00:56:09.8Z,2,REGULAR,rebound,defensive,[],1629021,,,1610612753,36,40,2023-02-26T00:56:13Z,2520000,False,,,0,,M. Wagner REBOUND (Off:0 Def:3),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,256.0,3.0,3.0,0.0,,,,,,,,,,,,,
258,PT06M55.00S,2023-02-26T00:56:20.0Z,2,REGULAR,2pt,Jump Shot,[],1630175,14.273981603153747,24.754901960784316,1610612753,36,40,2023-02-26T00:56:26Z,2530000,False,126.0,82.0,1,left,MISS C. Anthony 15' pullup Shot,[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,Mid-Range,8-16 Right,15.03,Missed,,,,,,,,,,,,,,,,,,
259,PT06M52.00S,2023-02-26T00:56:23.0Z,2,REGULAR,rebound,defensive,[],204456,,,1610612754,36,40,2023-02-26T00:56:26Z,2540000,False,,,0,,T. McConnell REBOUND (Off:0 Def:2),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Right,,,,258.0,2.0,2.0,0.0,,,,,,,,,,,,,
260,PT06M47.00S,2023-02-26T00:56:27.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629670,94.1688567674113,4.901960784313726,1610612754,36,40,2023-02-26T00:56:35Z,2550000,False,-225.0,2.0,1,right,MISS J. Nwora running 3PT,[1629670],1610612754.0,IND,running,,,Nwora,J. Nwora,,,,,Left Corner 3,24+ Left,22.55,Missed,,,,,,,,,,,,,,,,,,
261,PT06M43.00S,2023-02-26T00:56:31.6Z,2,REGULAR,rebound,defensive,[],1630175,,,1610612753,36,40,2023-02-26T00:56:35Z,2560000,False,,,0,,C. Anthony REBOUND (Off:0 Def:2),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Left Corner 3,24+ Left,,,,260.0,2.0,2.0,0.0,,,,,,,,,,,,,
262,PT06M40.00S,2023-02-26T00:56:35.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630532,7.178055190538765,51.470588235294116,1610612753,38,40,2023-02-26T00:56:42Z,2570000,False,-7.0,15.0,1,left,F. Wagner running Layup (9 PTS) (C. Anthony 4 AST),"[1630532, 1630175]",1610612753.0,ORL,running,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,1.67,Made,9.0,,,,,,,,,,C. Anthony,1630175.0,4.0,,,,,
264,PT06M21.00S,2023-02-26T00:56:54.9Z,2,REGULAR,3pt,Jump Shot,[],1631097,66.3107752956636,65.93137254901961,1610612754,38,40,2023-02-26T00:56:59Z,2590000,False,80.0,264.0,1,right,MISS B. Mathurin 27' pullup 3PT,[1631097],1610612754.0,IND,pullup,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Center,27.6,Missed,,,,,,,,,,,,,,,,,,
