actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
62,PT06M52.00S,2023-01-05T00:19:08.0Z,1,REGULAR,rebound,defensive,[],203914,,,1610612753,10,8,2023-01-05T00:19:11Z,620000,False,,,0,,G. Harris REBOUND (Off:0 Def:2),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,In The Paint (Non-RA),8-16 Center,,,,,,61.0,2.0,2.0,0.0,,,,,,,,,,,
63,PT06M50.00S,2023-01-05T00:19:10.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203914,7.046649145860711,53.18627450980392,1610612753,10,8,2023-01-05T00:19:26Z,630000,False,-16.0,14.0,1,left,MISS G. Harris running Layup - blocked,"[203914, 1631114]",1610612753.0,ORL,running,,,Harris,G. Harris,,,,,Restricted Area,0-8 Center,,,2.1,Missed,,,,,,,,,,,,,Williams,1631114.0,,
64,PT06M50.00S,2023-01-05T00:19:10.1Z,1,REGULAR,block,,[],1631114,,,1610612753,10,8,2023-01-05T00:19:13Z,640000,False,,,0,,J. Williams BLOCK (1 BLK),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
65,PT06M50.00S,2023-01-05T00:19:10.1Z,1,REGULAR,rebound,offensive,[],1630175,,,1610612753,10,8,2023-01-05T00:19:18Z,650000,False,,,0,,C. Anthony REBOUND (Off:1 Def:0),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,,,,,,63.0,1.0,0.0,1.0,,,,,,,,,,,
66,PT06M46.00S,2023-01-05T00:19:15.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628976,32.933639947437584,48.529411764705884,1610612753,10,8,2023-01-05T00:19:31Z,660000,False,7.0,257.0,1,left,MISS W. Carter Jr. 25' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Center,,,25.72,Missed,,,,,,,,,,,,,,,,
67,PT06M42.00S,2023-01-05T00:19:18.1Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,10,8,2023-01-05T00:19:18Z,670000,False,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Center,,,,,,66.0,1.0,1.0,0.0,,,,,,,,,,,
68,PT06M28.00S,2023-01-05T00:19:37.4Z,1,REGULAR,foul,personal,['2freethrow'],1628365,,,1610612760,10,8,2023-01-05T00:19:48Z,680000,False,,,0,,M. Fultz shooting personal FOUL (2 PF) (Dort 2 FT),"[1628365, 1629652]",1610612753.0,ORL,shooting,,,Fultz,M. Fultz,,,,,In The Paint (Non-RA),0-8 Center,204059.0,,,,,,,,,2.0,0.0,Dort,1629652.0,,,,,,,
70,PT06M28.00S,2023-01-05T00:19:54.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,10,8,2023-01-05T00:19:54Z,700000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M28.00S,2023-01-05T00:22:46.8Z,1,REGULAR,freethrow,1 of 2,[],1629652,,,1610612760,10,9,2023-01-05T00:22:46Z,710000,False,,,0,,L. Dort Free Throw 1 of 2 (1 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
72,PT06M28.00S,2023-01-05T00:23:02.6Z,1,REGULAR,freethrow,2 of 2,[],1629652,,,1610612760,10,10,2023-01-05T00:23:02Z,720000,False,,,0,,L. Dort Free Throw 2 of 2 (2 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
73,PT06M19.00S,2023-01-05T00:23:12.3Z,1,REGULAR,3pt,Jump Shot,[],203914,22.815374507227332,87.5,1610612753,13,10,2023-01-05T00:23:17Z,730000,False,-188.0,162.0,1,left,G. Harris 24' 3PT  (3 PTS) (M. Fultz 1 AST),"[203914, 1628365]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Left Center,,,24.78,Made,3.0,,,,,,,,,M. Fultz,1628365.0,1.0,,,,
75,PT06M03.00S,2023-01-05T00:23:28.2Z,1,REGULAR,3pt,Jump Shot,[],1630581,76.2976346911958,88.23529411764706,1610612760,13,13,2023-01-05T00:23:34Z,750000,False,191.0,170.0,1,right,J. Giddey 25' 3PT  (5 PTS),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,,,25.6,Made,5.0,,,,,,,,,,,,,,,
76,PT05M45.00S,2023-01-05T00:23:46.9Z,1,REGULAR,turnover,bad pass,[],203914,,,1610612753,13,13,2023-01-05T00:23:57Z,760000,False,,,0,,G. Harris bad pass TURNOVER (1 TO),"[203914, 1631114]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,Mid-Range,8-16 Right,,1.0,,,,,,,,,,,,,,,,,Williams,1631114.0
77,PT05M45.00S,2023-01-05T00:23:46.9Z,1,REGULAR,steal,,[],1631114,,,1610612760,13,13,2023-01-05T00:23:50Z,770000,False,,,0,,J. Williams STEAL (1 STL),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
78,PT05M39.00S,2023-01-05T00:23:53.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1631114,93.38042049934296,50.0,1610612760,13,15,2023-01-05T00:27:21Z,780000,False,0.0,10.0,1,right,J. Williams running DUNK (2 PTS),[1631114],1610612760.0,OKC,running,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,0.97,Made,2.0,,,,,,,,,,,,,,,
79,PT05M24.00S,2023-01-05T00:24:08.2Z,1,REGULAR,turnover,bad pass,[],1628365,,,1610612753,13,15,2023-01-05T00:24:13Z,790000,False,,,0,,M. Fultz bad pass TURNOVER (2 TO),"[1628365, 1631114]",1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Restricted Area,0-8 Center,,2.0,,,,,,,,,,,,,,,,,Williams,1631114.0
80,PT05M24.00S,2023-01-05T00:24:08.2Z,1,REGULAR,steal,,[],1631114,,,1610612760,13,15,2023-01-05T00:24:10Z,800000,False,,,0,,J. Williams STEAL (2 STL),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
81,PT05M12.00S,2023-01-05T00:24:20.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628983,82.60512483574244,26.225490196078432,1610612760,13,15,2023-01-05T00:24:26Z,810000,False,-119.0,111.0,1,right,MISS S. Gilgeous-Alexander 16' step back Shot,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Left Center,,,16.27,Missed,,,,,,,,,,,,,,,,
82,PT05M08.00S,2023-01-05T00:24:23.5Z,1,REGULAR,rebound,defensive,[],203914,,,1610612753,13,15,2023-01-05T00:24:23Z,820000,False,,,0,,G. Harris REBOUND (Off:0 Def:3),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Mid-Range,16-24 Left Center,,,,,,81.0,3.0,3.0,0.0,,,,,,,,,,,
