actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,pointsTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
16,PT10M55.00S,2021-11-09T01:11:45.9Z,1,REGULAR,foul,offensive,[],203500,,,1610612763,0,0,2021-11-09T01:11:52Z,160000,,,0,,S. Adams offensive FOUL (1 PF),"[203500, 1626157]",1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,1201.0,1.0,0.0,Towns,1626157.0,,,,,,,,,,
18,PT10M55.00S,2021-11-09T01:11:45.9Z,1,REGULAR,turnover,offensive foul,[],203500,,,1610612763,0,0,2021-11-09T01:11:45Z,180000,,,0,,S. Adams offensive foul TURNOVER (1 TO),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,1201.0,,,,,1.0,,,,,,,,,
19,PT10M40.00S,2021-11-09T01:12:13.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630162,82.34231274638634,92.8921568627451,1610612750,0,0,2021-11-09T01:12:24Z,190000,214.0,113.0,1,right,MISS A. Edwards 24' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,24.27,Missed,,,,,,,,,,,,,,,,,,,
20,PT10M33.00S,2021-11-09T01:12:20.9Z,1,REGULAR,rebound,offensive,[],1626157,,,1610612750,0,0,2021-11-09T01:12:24Z,200000,,,0,,K. Towns REBOUND (Off:1 Def:0),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,19.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
21,PT10M33.00S,2021-11-09T01:12:20.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626157,94.40999984741211,50.0,1610612750,0,2,2021-11-09T01:12:20Z,210000,0.0,0.0,1,right,K. Towns putback Layup (2 PTS),[1626157],1610612750.0,MIN,putback,,,Towns,K. Towns,,,,,0.0,Made,,,,,,,,,,,2.0,,,,,,,,
22,PT10M22.00S,2021-11-09T01:12:34.3Z,1,REGULAR,foul,personal,[],201976,,,1610612763,0,2,2021-11-09T01:12:40Z,220000,,,0,,P. Beverley personal FOUL (1 PF),"[201976, 1629630]",1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,1662.0,1.0,0.0,Morant,1629630.0,,,,,,,,,,
24,PT10M13.00S,2021-11-09T01:12:55.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629001,7.835085413929041,54.166666666666664,1610612763,0,2,2021-11-09T01:13:03Z,240000,-21.0,21.0,1,left,MISS D. Melton driving finger roll Layup,[1629001],1610612763.0,MEM,driving finger roll,,,Melton,D. Melton,,,,,2.96,Missed,,,,,,,,,,,,,,,,,,,
25,PT10M13.00S,2021-11-09T01:12:55.7Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,0,2,2021-11-09T01:18:42Z,250000,,,0,,S. Adams REBOUND (Off:1 Def:0),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,24.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
61,PT10M13.00S,2021-11-09T01:13:01.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203500,7.752956636005257,47.22732843137255,1610612763,0,2,2021-11-09T01:18:42Z,255000,14.0,20.0,1,left,MISS S. Adams tip Layup - blocked,"[203500, 1626156]",1610612763.0,MEM,tip,,,Adams,S. Adams,,,,,2.47,Missed,,,,,,,,,,,,Russell,1626156.0,,,,,,
62,PT10M13.00S,2021-11-09T01:13:01.3Z,1,REGULAR,block,,[],1626156,,,1610612763,0,2,2021-11-09T01:18:12Z,257500,,,0,,D. Russell BLOCK (1 BLK),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT10M13.00S,2021-11-09T01:13:01.3Z,1,REGULAR,rebound,defensive,[],1626156,,,1610612750,0,2,2021-11-09T01:18:12Z,258750,,,0,,D. Russell REBOUND (Off:0 Def:2),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,61.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
26,PT10M04.00S,2021-11-09T01:13:06.9Z,1,REGULAR,turnover,out-of-bounds,[],1630183,,,1610612750,0,2,2021-11-09T01:13:13Z,260000,,,0,,J. McDaniels step out-of-bounds TURNOVER (1 TO),[1630183],1610612750.0,MIN,step,,,McDaniels,J. McDaniels,,,,,,,,,,,203592.0,,,,,1.0,,,,,,,,,
27,PT09M47.00S,2021-11-09T01:13:35.6Z,1,REGULAR,turnover,bad pass,[],1629630,,,1610612763,0,2,2021-11-09T01:13:39Z,270000,,,0,,J. Morant bad pass TURNOVER (1 TO),"[1629630, 1630162]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,1.0,,,,Edwards,1630162.0,,,,
28,PT09M47.00S,2021-11-09T01:13:35.6Z,1,REGULAR,steal,,[],1630162,,,1610612750,0,2,2021-11-09T01:13:37Z,280000,,,0,,A. Edwards STEAL (1 STL),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
29,PT09M43.00S,2021-11-09T01:13:40.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",201976,84.70762155059133,94.85294117647058,1610612750,0,5,2021-11-09T01:13:46Z,290000,224.0,91.0,1,right,P. Beverley 24' 3PT running (3 PTS) (A. Edwards 1 AST),"[201976, 1630162]",1610612750.0,MIN,running,,,Beverley,P. Beverley,,,,,24.21,Made,,,,,,,,,,,3.0,,,,,A. Edwards,1630162.0,1.0,
31,PT09M31.00S,2021-11-09T01:13:54.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203500,6.1268068331143235,51.470588235294116,1610612763,2,5,2021-11-09T01:13:59Z,310000,-7.0,5.0,1,left,S. Adams driving Layup (2 PTS) (J. Morant 1 AST),"[203500, 1629630]",1610612763.0,MEM,driving,,,Adams,S. Adams,,,,,0.9,Made,,,,,,,,,,,2.0,,,,,J. Morant,1629630.0,1.0,
33,PT09M31.00S,2021-11-09T01:13:58.7Z,1,REGULAR,foul,personal,['1freethrow'],1626156,,,1610612763,2,5,2021-11-09T01:14:09Z,330000,,,0,,D. Russell shooting personal FOUL (1 PF) (Adams 1 FT),"[1626156, 203500]",1610612750.0,MIN,shooting,,,Russell,D. Russell,,,,,,,,,,,203592.0,1.0,0.0,Adams,203500.0,,,,,,,,,,
35,PT09M31.00S,2021-11-09T01:14:19.1Z,1,REGULAR,freethrow,1 of 1,[],203500,,,1610612763,3,5,2021-11-09T01:14:19Z,350000,,,0,,S. Adams Free Throw 1 of 1 (3 PTS),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,Made,,,,,,,,,,,3.0,,,,,,,,
36,PT09M25.00S,2021-11-09T01:14:25.9Z,1,REGULAR,2pt,Jump Shot,[],1626156,86.94152431011827,22.54901960784314,1610612750,3,7,2021-11-09T01:14:32Z,360000,-137.0,70.0,1,right,D. Russell 15' turnaround Jump Shot (2 PTS) (P. Beverley 1 AST),"[1626156, 201976]",1610612750.0,MIN,turnaround,,,Russell,D. Russell,,,,,15.42,Made,,,,,,,,,,,2.0,,,,,P. Beverley,201976.0,1.0,
38,PT09M16.00S,2021-11-09T01:14:38.2Z,1,REGULAR,foul,personal,[],1630183,,,1610612763,3,7,2021-11-09T01:14:42Z,380000,,,0,,J. McDaniels personal FOUL (1 PF),"[1630183, 1628991]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,1201.0,1.0,0.0,Jackson Jr.,1628991.0,,,,,,,,,,
40,PT09M05.00S,2021-11-09T01:15:05.3Z,1,REGULAR,3pt,Jump Shot,[],1629001,32.53942181340342,37.745098039215684,1610612763,3,7,2021-11-09T01:15:15Z,400000,61.0,253.0,1,left,MISS D. Melton 26' 3PT,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,26.07,Missed,,,,,,,,,,,,,,,,,,,
41,PT09M02.00S,2021-11-09T01:15:08.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612750,3,7,2021-11-09T01:15:15Z,410000,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,
42,PT09M02.00S,2021-11-09T01:15:12.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,3,7,2021-11-09T01:15:12Z,420000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT08M53.00S,2021-11-09T01:15:24.8Z,1,REGULAR,3pt,Jump Shot,[],1626157,77.61169513797634,11.27450980392157,1610612750,3,7,2021-11-09T01:15:30Z,430000,-194.0,158.0,1,right,MISS K. Towns 24' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,24.99,Missed,,,,,,,,,,,,,,,,,,,
44,PT08M50.00S,2021-11-09T01:15:27.8Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,3,7,2021-11-09T01:15:30Z,440000,,,0,,J. Morant REBOUND (Off:0 Def:1),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,43.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
45,PT08M45.00S,2021-11-09T01:15:32.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629630,7.178055190538765,54.65686274509803,1610612763,3,7,2021-11-09T01:15:38Z,450000,-23.0,15.0,1,left,MISS J. Morant running Layup - blocked,"[1629630, 1626157]",1610612763.0,MEM,running,,,Morant,J. Morant,,,,,2.77,Missed,,,,,,,,,,,,Towns,1626157.0,,,,,,
46,PT08M45.00S,2021-11-09T01:15:32.7Z,1,REGULAR,block,,[],1626157,,,1610612763,3,7,2021-11-09T01:15:35Z,460000,,,0,,K. Towns BLOCK (1 BLK),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT08M41.00S,2021-11-09T01:15:36.7Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,3,7,2021-11-09T01:15:38Z,470000,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,45.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
48,PT08M40.00S,2021-11-09T01:15:38.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630183,91.40932982917214,55.14705882352941,1610612750,3,9,2021-11-09T01:15:44Z,480000,26.0,28.0,1,right,J. McDaniels running finger roll Layup (2 PTS) (D. Russell 1 AST),"[1630183, 1626156]",1610612750.0,MIN,running finger roll,,,McDaniels,J. McDaniels,,,,,3.82,Made,,,,,,,,,,,2.0,,,,,D. Russell,1626156.0,1.0,
50,PT08M23.00S,2021-11-09T01:15:54.6Z,1,REGULAR,2pt,Jump Shot,[],1629630,23.209592641261498,52.20588235294118,1610612763,5,9,2021-11-09T01:16:03Z,500000,-11.0,166.0,1,left,J. Morant 16' Jump Shot (2 PTS) (D. Melton 1 AST),"[1629630, 1629001]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,16.61,Made,,,,,,,,,,,2.0,,,,,D. Melton,1629001.0,1.0,
52,PT08M05.00S,2021-11-09T01:16:15.8Z,1,REGULAR,foul,personal,['2freethrow'],1630217,,,1610612750,5,9,2021-11-09T01:16:24Z,520000,,,0,,D. Bane shooting personal FOUL (1 PF) (McDaniels 2 FT),"[1630217, 1630183]",1610612763.0,MEM,shooting,,,Bane,D. Bane,,,,,,,,,,,203592.0,1.0,0.0,McDaniels,1630183.0,,,,,,,,,,
54,PT08M05.00S,2021-11-09T01:16:49.4Z,1,REGULAR,freethrow,1 of 2,[],1630183,,,1610612750,5,10,2021-11-09T01:16:49Z,540000,,,0,,J. McDaniels Free Throw 1 of 2 (3 PTS),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,Made,,,,,,,,,,,3.0,,,,,,,,
55,PT08M05.00S,2021-11-09T01:17:03.1Z,1,REGULAR,freethrow,2 of 2,[],1630183,,,1610612750,5,11,2021-11-09T01:17:03Z,550000,,,0,,J. McDaniels Free Throw 2 of 2 (4 PTS),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,Made,,,,,,,,,,,4.0,,,,,,,,
56,PT07M54.00S,2021-11-09T01:17:17.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,20.318659658344284,52.20588235294118,1610612763,5,11,2021-11-09T01:17:22Z,560000,-11.0,138.0,1,left,MISS J. Morant 13' step back Shot,[1629630],1610612763.0,MEM,step back,,,Morant,J. Morant,,,,,13.89,Missed,,,,,,,,,,,,,,,,,,,
57,PT07M52.00S,2021-11-09T01:17:19.1Z,1,REGULAR,rebound,defensive,[],1626156,,,1610612750,5,11,2021-11-09T01:17:22Z,570000,,,0,,D. Russell REBOUND (Off:0 Def:3),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,56.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
58,PT07M45.00S,2021-11-09T01:17:27.5Z,1,REGULAR,3pt,Jump Shot,[],1630162,93.24901445466492,3.9215686274509802,1610612750,5,14,2021-11-09T01:17:33Z,580000,-230.0,11.0,1,right,A. Edwards 3PT  (3 PTS) (P. Beverley 2 AST),"[1630162, 201976]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,23.07,Made,,,,,,,,,,,3.0,,,,,P. Beverley,201976.0,2.0,
60,PT07M42.00S,2021-11-09T01:17:33.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,5,14,2021-11-09T01:17:33Z,600000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT07M27.00S,2021-11-09T01:20:37.0Z,1,REGULAR,turnover,lost ball,[],1628991,,,1610612763,5,14,2021-11-09T01:20:45Z,620000,,,0,,J. Jackson Jr. lost ball TURNOVER (1 TO),"[1628991, 1626156]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,1.0,,,,Russell,1626156.0,,,,
66,PT07M27.00S,2021-11-09T01:20:37.0Z,1,REGULAR,steal,,[],1626156,,,1610612750,5,14,2021-11-09T01:20:40Z,630000,,,0,,D. Russell STEAL (1 STL),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT07M12.00S,2021-11-09T01:20:51.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626156,73.9323258869908,81.37254901960785,1610612750,5,17,2021-11-09T01:20:56Z,640000,157.0,193.0,1,right,D. Russell 24' 3PT  (5 PTS) (J. McDaniels 1 AST),"[1626156, 1630183]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,24.83,Made,,,,,,,,,,,5.0,,,,,J. McDaniels,1630183.0,1.0,
69,PT06M56.00S,2021-11-09T01:21:07.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,11.777266754270697,52.20588235294118,1610612763,7,17,2021-11-09T01:21:19Z,660000,-11.0,58.0,1,left,J. Jackson Jr. driving floating Jump Shot (2 PTS),[1628991],1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,5.92,Made,,,,,,,,,,,2.0,,,,,,,,
70,PT06M36.00S,2021-11-09T01:21:26.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,88.12417871222075,53.67647058823529,1610612750,7,19,2021-11-09T01:21:32Z,670000,18.0,59.0,1,right,A. Edwards 6' driving finger roll Layup (5 PTS),[1630162],1610612750.0,MIN,driving finger roll,,,Edwards,A. Edwards,,,,,6.19,Made,,,,,,,,,,,5.0,,,,,,,,
71,PT06M10.00S,2021-11-09T01:21:53.6Z,1,REGULAR,3pt,Jump Shot,[],1629001,29.517082785808146,25.0,1610612763,10,19,2021-11-09T01:21:58Z,680000,125.0,225.0,1,left,D. Melton 25' 3PT  (3 PTS) (J. Morant 2 AST),"[1629001, 1629630]",1610612763.0,MEM,,,,Melton,D. Melton,,,,,25.74,Made,,,,,,,,,,,3.0,,,,,J. Morant,1629630.0,2.0,
73,PT05M48.00S,2021-11-09T01:22:16.2Z,1,REGULAR,2pt,Jump Shot,[],1626156,88.91261498028909,31.372549019607842,1610612750,10,19,2021-11-09T01:22:39Z,700000,-93.0,52.0,1,right,MISS D. Russell 10' turnaround fadeaway Shot,[1626156],1610612750.0,MIN,turnaround fadeaway,,,Russell,D. Russell,,,,,10.65,Missed,,,,,,,,,,,,,,,,,,,
74,PT05M44.00S,2021-11-09T01:22:20.2Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,10,19,2021-11-09T01:22:22Z,710000,,,0,,J. Morant REBOUND (Off:0 Def:2),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,73.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
75,PT05M38.00S,2021-11-09T01:22:24.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629630,15.588042049934298,41.42156862745098,1610612763,12,19,2021-11-09T01:22:32Z,720000,43.0,94.0,1,left,J. Morant 10' driving floating Jump Shot (4 PTS),[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,10.33,Made,,,,,,,,,,,4.0,,,,,,,,
76,PT05M22.00S,2021-11-09T01:22:40.9Z,1,REGULAR,3pt,Jump Shot,[],1630162,74.06373193166885,85.04901960784314,1610612750,12,22,2021-11-09T01:22:46Z,730000,175.0,191.0,1,right,A. Edwards 25' 3PT  (8 PTS) (D. Russell 2 AST),"[1630162, 1626156]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,25.94,Made,,,,,,,,,,,8.0,,,,,D. Russell,1626156.0,2.0,
78,PT05M02.00S,2021-11-09T01:23:01.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,10.200394218134035,42.40196078431372,1610612763,12,22,2021-11-09T01:23:08Z,750000,38.0,43.0,1,left,MISS J. Jackson Jr. turnaround Hook - blocked,"[1628991, 1630183]",1610612763.0,MEM,turnaround,,,Jackson Jr.,J. Jackson Jr.,,,,,5.77,Missed,,,,,,,,,,,,McDaniels,1630183.0,,,,,,
79,PT05M02.00S,2021-11-09T01:23:01.1Z,1,REGULAR,block,,[],1630183,,,1610612763,12,22,2021-11-09T01:23:04Z,760000,,,0,,J. McDaniels BLOCK (1 BLK),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M59.00S,2021-11-09T01:23:04.1Z,1,REGULAR,rebound,offensive,[],1629630,,,1610612763,12,22,2021-11-09T01:23:08Z,770000,,,0,,J. Morant REBOUND (Off:1 Def:2),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,78.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
81,PT04M58.00S,2021-11-09T01:23:06.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629001,23.078186596583443,10.784313725490197,1610612763,15,22,2021-11-09T01:23:10Z,780000,196.0,164.0,1,left,D. Melton 25' 3PT  (6 PTS) (J. Morant 3 AST),"[1629001, 1629630]",1610612763.0,MEM,,,,Melton,D. Melton,,,,,25.59,Made,,,,,,,,,,,6.0,,,,,J. Morant,1629630.0,3.0,
83,PT04M42.00S,2021-11-09T01:23:21.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,90.88370565045992,55.392156862745104,1610612750,15,22,2021-11-09T01:23:26Z,800000,27.0,33.0,1,right,MISS D. Russell driving Layup - blocked,"[1626156, 1629001]",1610612750.0,MIN,driving,,,Russell,D. Russell,,,,,4.28,Missed,,,,,,,,,,,,Melton,1629001.0,,,,,,
84,PT04M42.00S,2021-11-09T01:23:21.8Z,1,REGULAR,block,,[],1629001,,,1610612750,15,22,2021-11-09T01:23:23Z,810000,,,0,,D. Melton BLOCK (1 BLK),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M40.00S,2021-11-09T01:23:23.8Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612763,15,22,2021-11-09T01:23:26Z,820000,,,0,,D. Melton REBOUND (Off:0 Def:2),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,83.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
86,PT04M36.00S,2021-11-09T01:23:27.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629001,6.258212877792378,47.549019607843135,1610612763,15,22,2021-11-09T01:23:34Z,830000,12.0,6.0,1,left,MISS D. Melton running finger roll Layup,[1629001],1610612763.0,MEM,running finger roll,,,Melton,D. Melton,,,,,1.38,Missed,,,,,,,,,,,,,,,,,,,
88,PT04M31.00S,2021-11-09T01:23:32.0Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,15,22,2021-11-09T01:23:32Z,850000,,,0,,K. Towns REBOUND (Off:1 Def:1),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,86.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
89,PT04M16.00S,2021-11-09T01:23:47.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201976,85.49605781865965,48.28431372549019,1610612750,15,24,2021-11-09T01:23:52Z,860000,-9.0,84.0,1,right,P. Beverley 8' driving floating Jump Shot (5 PTS),[201976],1610612750.0,MIN,driving floating,,,Beverley,P. Beverley,,,,,8.42,Made,,,,,,,,,,,5.0,,,,,,,,
90,PT04M16.00S,2021-11-09T01:23:51.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,15,24,2021-11-09T01:23:51Z,870000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M16.00S,2021-11-09T01:25:20.9Z,1,REGULAR,substitution,out,[],1630217,,,1610612763,15,24,2021-11-09T01:26:46Z,880000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M16.00S,2021-11-09T01:25:20.9Z,1,REGULAR,substitution,out,[],203500,,,1610612763,15,24,2021-11-09T01:26:46Z,890000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M16.00S,2021-11-09T01:25:20.9Z,1,REGULAR,substitution,out,[],1626156,,,1610612763,15,24,2021-11-09T01:26:46Z,900000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
