actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,value
21,PT10M20.00S,2021-12-19T23:14:00.2Z,1,REGULAR,steal,,[],1626145,,,1610612763,6,6,2021-12-19T23:14:02Z,210000,,,0,,T. Jones STEAL (1 STL),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
22,PT10M15.00S,2021-12-19T23:14:05.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628415,6.389618922470433,46.81372549019608,1610612763,6,6,2021-12-19T23:14:10Z,220000,16.0,8.0,1,left,MISS D. Brooks running Layup,[1628415],1610612763.0,MEM,running,,,Brooks,D. Brooks,,,,,1.76,Missed,,,,,,,,,,,,,,,,,,,
23,PT10M13.00S,2021-12-19T23:14:07.4Z,1,REGULAR,rebound,defensive,[],1626204,,,1610612757,6,6,2021-12-19T23:14:10Z,230000,,,0,,L. Nance Jr. REBOUND (Off:0 Def:1),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,22.0,1.0,1.0,0.0,,,
24,PT10M00.00S,2021-12-19T23:14:20.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203994,90.3580814717477,50.49019607843137,1610612757,6,6,2021-12-19T23:14:25Z,240000,2.0,38.0,1,right,MISS J. Nurkic cutting DUNK - blocked,"[203994, 1628991]",1610612757.0,POR,cutting,,,Nurkic,J. Nurkic,,,,,3.82,Missed,,,,,,,,,,,,,,,,,Jackson Jr.,1628991.0,
25,PT10M00.00S,2021-12-19T23:14:20.6Z,1,REGULAR,block,,[],1628991,,,1610612757,6,6,2021-12-19T23:14:22Z,250000,,,0,,J. Jackson Jr. BLOCK (1 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
26,PT10M00.00S,2021-12-19T23:14:20.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612763,6,6,2021-12-19T23:14:25Z,260000,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,
27,PT10M00.00S,2021-12-19T23:14:26.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,6,6,2021-12-19T23:14:26Z,270000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PT09M44.00S,2021-12-19T23:15:02.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,10.726018396846255,38.23529411764706,1610612763,8,6,2021-12-19T23:15:11Z,280000,59.0,48.0,1,left,J. Jackson Jr. 7' turnaround bank Jump Shot (4 PTS),[1628991],1610612763.0,MEM,turnaround bank,,,Jackson Jr.,J. Jackson Jr.,,,,,7.61,Made,4.0,,,,,,,,,,,,,,,,,,
29,PT09M27.00S,2021-12-19T23:15:20.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203081,92.19776609724047,52.450980392156865,1610612757,8,8,2021-12-19T23:15:24Z,290000,12.0,21.0,1,right,D. Lillard driving reverse DUNK (5 PTS),[203081],1610612757.0,POR,driving reverse,,,Lillard,D. Lillard,,,,,2.42,Made,5.0,,,,,,,,,,,,,,,,,,
30,PT09M13.00S,2021-12-19T23:15:33.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,11.383048620236531,43.872549019607845,1610612763,10,8,2021-12-19T23:15:42Z,300000,31.0,55.0,1,left,J. Jackson Jr. 6' turnaround bank Jump Shot (6 PTS),[1628991],1610612763.0,MEM,turnaround bank,,,Jackson Jr.,J. Jackson Jr.,,,,,6.25,Made,6.0,,,,,,,,,,,,,,,,,,
31,PT09M06.00S,2021-12-19T23:15:42.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,10,8,2021-12-19T23:15:42Z,310000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PT09M02.00S,2021-12-19T23:16:01.9Z,1,REGULAR,3pt,Jump Shot,[],1626181,73.01248357424441,19.11764705882353,1610612757,10,8,2021-12-19T23:16:06Z,320000,-154.0,201.0,1,right,MISS N. Powell 25' 3PT,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,25.36,Missed,,,,,,,,,,,,,,,,,,,
33,PT08M59.00S,2021-12-19T23:16:04.9Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,10,8,2021-12-19T23:16:06Z,330000,,,0,,S. Adams REBOUND (Off:0 Def:1),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,32.0,1.0,1.0,0.0,,,
34,PT08M49.00S,2021-12-19T23:16:15.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,8.09789750328515,48.28431372549019,1610612763,12,8,2021-12-19T23:16:18Z,340000,9.0,24.0,1,left,D. Brooks driving floating Jump Shot (6 PTS),[1628415],1610612763.0,MEM,driving floating,,,Brooks,D. Brooks,,,,,2.51,Made,6.0,,,,,,,,,,,,,,,,,,
35,PT08M30.00S,2021-12-19T23:16:34.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203994,86.67871222076215,48.529411764705884,1610612757,12,8,2021-12-19T23:16:37Z,350000,-7.0,73.0,1,right,MISS J. Nurkic 7' Hook,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,7.31,Missed,,,,,,,,,,,,,,,,,,,
36,PT08M28.00S,2021-12-19T23:16:36.5Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,12,8,2021-12-19T23:16:37Z,360000,,,0,,S. Adams REBOUND (Off:0 Def:2),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,35.0,2.0,2.0,0.0,,,
37,PT08M19.00S,2021-12-19T23:16:45.2Z,1,REGULAR,foul,personal,['2freethrow'],203081,,,1610612763,12,8,2021-12-19T23:17:13Z,370000,,,0,,D. Lillard shooting personal FOUL (1 PF) (Brooks 2 FT),"[203081, 1628415]",1610612757.0,POR,shooting,,,Lillard,D. Lillard,,,,,,,,,,,200832.0,1.0,0.0,Brooks,1628415.0,,,,,,,,,,
39,PT08M19.00S,2021-12-19T23:17:15.2Z,1,REGULAR,freethrow,1 of 2,[],1628415,,,1610612763,13,8,2021-12-19T23:17:15Z,390000,,,0,,D. Brooks Free Throw 1 of 2 (7 PTS),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
40,PT08M19.00S,2021-12-19T23:17:29.7Z,1,REGULAR,freethrow,2 of 2,[],1628415,,,1610612763,14,8,2021-12-19T23:17:29Z,400000,,,0,,D. Brooks Free Throw 2 of 2 (8 PTS),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
41,PT08M01.00S,2021-12-19T23:17:51.6Z,1,REGULAR,turnover,lost ball,[],1626181,,,1610612757,14,8,2021-12-19T23:17:54Z,410000,,,0,,N. Powell lost ball TURNOVER (1 TO),"[1626181, 1630217]",1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,1.0,Bane,1630217.0,,,,,,,
42,PT08M01.00S,2021-12-19T23:17:51.6Z,1,REGULAR,steal,,[],1630217,,,1610612763,14,8,2021-12-19T23:17:53Z,420000,,,0,,D. Bane STEAL (1 STL),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT07M57.00S,2021-12-19T23:17:56.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630217,7.703679369250986,54.166666666666664,1610612763,16,8,2021-12-19T23:18:02Z,430000,-21.0,20.0,1,left,D. Bane running finger roll Layup (2 PTS),[1630217],1610612763.0,MEM,running finger roll,,,Bane,D. Bane,,,,,2.88,Made,2.0,,,,,,,,,,,,,,,,,,
44,PT07M57.00S,2021-12-19T23:18:07.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,16,8,2021-12-19T23:18:07Z,440000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT07M41.00S,2021-12-19T23:21:05.4Z,1,REGULAR,2pt,Jump Shot,[],1626181,75.90341655716163,67.64705882352942,1610612757,16,8,2021-12-19T23:21:15Z,450000,88.0,174.0,1,right,MISS N. Powell 19' Jump Shot,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,19.51,Missed,,,,,,,,,,,,,,,,,,,
46,PT07M41.00S,2021-12-19T23:21:05.4Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,16,8,2021-12-19T23:23:22Z,460000,,,0,,S. Adams REBOUND (Off:0 Def:3),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,45.0,3.0,3.0,0.0,,,
47,PT07M30.00S,2021-12-19T23:21:17.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203500,7.30946123521682,47.549019607843135,1610612763,18,8,2021-12-19T23:21:25Z,470000,12.0,16.0,1,left,S. Adams cutting Layup (2 PTS) (D. Brooks 1 AST),"[203500, 1628415]",1610612763.0,MEM,cutting,,,Adams,S. Adams,,,,,2.03,Made,2.0,D. Brooks,1628415.0,1.0,,,,,,,,,,,,,,,
49,PT07M30.00S,2021-12-19T23:21:21.0Z,1,REGULAR,foul,personal,['1freethrow'],1626181,,,1610612763,18,8,2021-12-19T23:26:36Z,490000,,,0,,N. Powell shooting personal FOUL (1 PF) (Adams 1 FT),"[1626181, 203500]",1610612757.0,POR,shooting,,,Powell,N. Powell,,,,,,,,,,,1193.0,1.0,0.0,Adams,203500.0,,,,,,,,,,
51,PT07M30.00S,2021-12-19T23:21:44.2Z,1,REGULAR,freethrow,1 of 1,[],203500,,,1610612763,19,8,2021-12-19T23:21:44Z,510000,,,0,,S. Adams Free Throw 1 of 1 (3 PTS),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
52,PT07M20.00S,2021-12-19T23:21:55.1Z,1,REGULAR,3pt,Jump Shot,[],203081,73.40670170827858,15.441176470588236,1610612757,19,11,2021-12-19T23:21:58Z,520000,-173.0,197.0,1,right,D. Lillard 26' 3PT pullup (8 PTS),[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,26.24,Made,8.0,,,,,,,,,,,,,,,,,,
53,PT07M05.00S,2021-12-19T23:22:10.1Z,1,REGULAR,3pt,Jump Shot,[],1626145,30.56833114323259,70.09803921568627,1610612763,19,11,2021-12-19T23:22:15Z,530000,-100.0,235.0,1,left,MISS T. Jones 25' 3PT,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,25.54,Missed,,,,,,,,,,,,,,,,,,,
54,PT07M02.00S,2021-12-19T23:22:13.1Z,1,REGULAR,rebound,defensive,[],1629642,,,1610612757,19,11,2021-12-19T23:22:15Z,540000,,,0,,N. Little REBOUND (Off:0 Def:1),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,53.0,1.0,1.0,0.0,,,
55,PT06M56.00S,2021-12-19T23:22:19.6Z,1,REGULAR,foul,personal,['3freethrow'],1628415,,,1610612757,19,11,2021-12-19T23:24:28Z,550000,,,0,,D. Brooks shooting personal FOUL (1 PF) (Lillard 3 FT),"[1628415, 203081]",1610612763.0,MEM,shooting,,,Brooks,D. Brooks,,,,,,,,,,,200832.0,1.0,0.0,Lillard,203081.0,,,,,,,,,,
57,PT06M56.00S,2021-12-19T23:22:47.3Z,1,REGULAR,freethrow,1 of 3,[],203081,,,1610612757,19,11,2021-12-19T23:24:44Z,570000,,,0,,MISS D. Lillard Free Throw 1 of 3,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,Missed,,,,,,,,,,,,,,,,,,,
58,PT06M56.00S,2021-12-19T23:22:47.3Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612757,19,11,2021-12-19T23:24:44Z,580000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,,
59,PT06M56.00S,2021-12-19T23:22:47.3Z,1,REGULAR,freethrow,2 of 3,[],203081,,,1610612757,19,12,2021-12-19T23:24:44Z,590000,,,0,,D. Lillard Free Throw 2 of 3 (9 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
66,PT06M56.00S,2021-12-19T23:22:47.3Z,1,REGULAR,freethrow,3 of 3,[],203081,,,1610612757,19,13,2021-12-19T23:24:44Z,660000,,,0,,D. Lillard Free Throw 3 of 3 (10 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
60,PT06M56.00S,2021-12-19T23:23:03.1Z,1,REGULAR,substitution,out,[],1630217,,,1610612763,19,13,2021-12-19T23:24:57Z,665000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M56.00S,2021-12-19T23:23:03.1Z,1,REGULAR,substitution,out,[],1628991,,,1610612763,19,13,2021-12-19T23:24:57Z,667500,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M56.00S,2021-12-19T23:23:03.1Z,1,REGULAR,substitution,out,[],1629642,,,1610612763,19,13,2021-12-19T23:24:57Z,668750,,,0,,SUB out: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M56.00S,2021-12-19T23:23:03.1Z,1,REGULAR,substitution,in,[],1629001,,,1610612763,19,13,2021-12-19T23:24:57Z,669375,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M56.00S,2021-12-19T23:23:03.1Z,1,REGULAR,substitution,in,[],203937,,,1610612763,19,13,2021-12-19T23:24:57Z,669687,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M56.00S,2021-12-19T23:23:03.1Z,1,REGULAR,substitution,in,[],1629014,,,1610612763,19,13,2021-12-19T23:24:57Z,669843,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M41.00S,2021-12-19T23:23:43.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,9.149145860709593,56.372549019607845,1610612763,19,13,2021-12-19T23:23:47Z,670000,-32.0,34.0,1,left,MISS K. Anderson floating Shot,[203937],1610612763.0,MEM,floating,,,Anderson,K. Anderson,,,,,4.63,Missed,,,,,,,,,,,,,,,,,,,
68,PT06M36.00S,2021-12-19T23:23:46.5Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,19,13,2021-12-19T23:23:46Z,680000,,,0,,S. Adams REBOUND (Off:1 Def:3),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,67.0,4.0,3.0,1.0,,,
69,PT06M36.00S,2021-12-19T23:23:46.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203500,5.590000152587891,50.0,1610612763,21,13,2021-12-19T23:23:46Z,690000,0.0,0.0,1,left,S. Adams tip Layup (5 PTS),[203500],1610612763.0,MEM,tip,,,Adams,S. Adams,,,,,0.0,Made,5.0,,,,,,,,,,,,,,,,,,
70,PT06M24.00S,2021-12-19T23:23:59.1Z,1,REGULAR,3pt,Jump Shot,[],1629014,71.96123521681997,18.872549019607842,1610612757,21,13,2021-12-19T23:24:03Z,700000,-156.0,211.0,1,right,MISS A. Simons 26' pullup 3PT,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,26.22,Missed,,,,,,,,,,,,,,,,,,,
71,PT06M21.00S,2021-12-19T23:24:02.1Z,1,REGULAR,rebound,defensive,[],1628415,,,1610612763,21,13,2021-12-19T23:24:03Z,710000,,,0,,D. Brooks REBOUND (Off:0 Def:1),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,70.0,1.0,1.0,0.0,,,
72,PT06M17.00S,2021-12-19T23:24:05.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628415,29.38567674113009,72.05882352941177,1610612763,21,13,2021-12-19T23:24:10Z,720000,-110.0,224.0,1,left,MISS D. Brooks 24' 3PT,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,24.94,Missed,,,,,,,,,,,,,,,,,,,
73,PT06M14.00S,2021-12-19T23:24:08.7Z,1,REGULAR,rebound,defensive,[],1626204,,,1610612757,21,13,2021-12-19T23:24:10Z,730000,,,0,,L. Nance Jr. REBOUND (Off:0 Def:2),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,72.0,2.0,2.0,0.0,,,
74,PT05M53.00S,2021-12-19T23:24:30.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203994,87.46714848883047,49.50980392156863,1610612757,21,15,2021-12-19T23:24:35Z,740000,-2.0,65.0,1,right,J. Nurkic 6' floating Jump Shot (2 PTS) (D. Lillard 1 AST),"[203994, 203081]",1610612757.0,POR,floating,,,Nurkic,J. Nurkic,,,,,6.53,Made,2.0,D. Lillard,203081.0,1.0,,,,,,,,,,,,,,,
76,PT05M41.00S,2021-12-19T23:24:42.1Z,1,REGULAR,2pt,Jump Shot,[],1626145,22.158344283837057,21.813725490196077,1610612763,21,15,2021-12-19T23:24:46Z,760000,141.0,156.0,1,left,MISS T. Jones 21' pullup Shot,[1626145],1610612763.0,MEM,pullup,,,Jones,T. Jones,,,,,21.01,Missed,,,,,,,,,,,,,,,,,,,
77,PT05M38.00S,2021-12-19T23:24:45.1Z,1,REGULAR,rebound,defensive,[],1626181,,,1610612757,21,15,2021-12-19T23:24:46Z,770000,,,0,,N. Powell REBOUND (Off:0 Def:1),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,76.0,1.0,1.0,0.0,,,
78,PT05M23.00S,2021-12-19T23:25:00.8Z,1,REGULAR,3pt,Jump Shot,[],1626204,77.4802890932983,9.803921568627452,1610612757,21,15,2021-12-19T23:25:04Z,780000,-201.0,159.0,1,right,MISS L. Nance Jr. 25' 3PT,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,25.64,Missed,,,,,,,,,,,,,,,,,,,
79,PT05M19.00S,2021-12-19T23:25:04.8Z,1,REGULAR,rebound,defensive,[],1628415,,,1610612763,21,15,2021-12-19T23:25:04Z,790000,,,0,,D. Brooks REBOUND (Off:0 Def:2),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,78.0,2.0,2.0,0.0,,,
80,PT05M09.00S,2021-12-19T23:25:13.7Z,1,REGULAR,2pt,Jump Shot,[],1628415,7.835085413929041,75.49019607843137,1610612763,21,15,2021-12-19T23:25:18Z,800000,-127.0,21.0,1,left,MISS D. Brooks 12' fadeaway Shot,[1628415],1610612763.0,MEM,fadeaway,,,Brooks,D. Brooks,,,,,12.92,Missed,,,,,,,,,,,,,,,,,,,
81,PT05M06.00S,2021-12-19T23:25:16.7Z,1,REGULAR,rebound,defensive,[],1626204,,,1610612757,21,15,2021-12-19T23:25:18Z,810000,,,0,,L. Nance Jr. REBOUND (Off:0 Def:3),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,80.0,3.0,3.0,0.0,,,
82,PT04M49.00S,2021-12-19T23:25:34.3Z,1,REGULAR,2pt,Jump Shot,[],1626181,94.43166885676742,32.1078431372549,1610612757,21,17,2021-12-19T23:25:38Z,820000,-89.0,0.0,1,right,N. Powell 8' fadeaway Jump Shot (5 PTS),[1626181],1610612757.0,POR,fadeaway,,,Powell,N. Powell,,,,,8.95,Made,5.0,,,,,,,,,,,,,,,,,,
84,PT04M35.00S,2021-12-19T23:25:54.3Z,1,REGULAR,foul,personal,['2freethrow'],1626181,,,1610612763,21,17,2021-12-19T23:26:06Z,840000,,,0,,N. Powell shooting personal FOUL (2 PF) (Melton 2 FT),"[1626181, 1629001]",1610612757.0,POR,shooting,,,Powell,N. Powell,,,,,,,,,,,1193.0,2.0,0.0,Melton,1629001.0,,,,,,,,,,
86,PT04M35.00S,2021-12-19T23:26:15.4Z,1,REGULAR,freethrow,1 of 2,[],1629001,,,1610612763,22,17,2021-12-19T23:26:15Z,860000,,,0,,D. Melton Free Throw 1 of 2 (1 PTS),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
87,PT04M35.00S,2021-12-19T23:26:16.5Z,1,REGULAR,substitution,out,[],1626204,,,1610612763,22,17,2021-12-19T23:26:36Z,870000,,,0,,SUB out: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M35.00S,2021-12-19T23:26:16.5Z,1,REGULAR,substitution,out,[],1626181,,,1610612763,22,17,2021-12-19T23:26:36Z,880000,,,0,,SUB out: N. Powell,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
