actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
46,PT07M40.00S,2021-11-19T01:20:28.8Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,11,5,2021-11-19T01:20:30Z,460000,,,0,,I. Zubac REBOUND (Off:0 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,45.0,2.0,2.0,0.0,,,,,,,,,,
47,PT07M32.00S,2021-11-19T01:20:36.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,18.478975032851512,49.50980392156863,1610612746,11,5,2021-11-19T01:20:42Z,470000,2.0,121.0,1,left,MISS I. Zubac 12' Hook,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,12.12,Missed,,,,,,,,,,,,,,,,,,
48,PT07M29.00S,2021-11-19T01:20:39.2Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,11,5,2021-11-19T01:20:42Z,480000,,,0,,S. Adams REBOUND (Off:1 Def:2),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,47.0,3.0,2.0,1.0,,,,,,,,,,
49,PT07M18.00S,2021-11-19T01:20:50.7Z,1,REGULAR,3pt,Jump Shot,[],1629630,65.91655716162943,33.82352941176471,1610612763,14,5,2021-11-19T01:20:54Z,490000,-81.0,268.0,1,right,J. Morant 27' 3PT  (3 PTS) (D. Bane 1 AST),"[1629630, 1630217]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,27.98,Made,3.0,D. Bane,1630217.0,1.0,,,,,,,,,,,,,,
51,PT06M58.00S,2021-11-19T01:21:10.1Z,1,REGULAR,turnover,bad pass,[],202704,,,1610612746,14,5,2021-11-19T01:21:13Z,510000,,,0,,R. Jackson bad pass TURNOVER (1 TO),"[202704, 1628415]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,1.0,Brooks,1628415.0
52,PT06M58.00S,2021-11-19T01:21:10.1Z,1,REGULAR,steal,,[],1628415,,,1610612763,14,5,2021-11-19T01:21:11Z,520000,,,0,,D. Brooks STEAL (1 STL),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,
53,PT06M51.00S,2021-11-19T01:21:17.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628415,88.51839684625493,40.931372549019606,1610612763,16,5,2021-11-19T01:21:21Z,530000,-45.0,55.0,1,right,D. Brooks 7' driving floating Jump Shot (4 PTS),[1628415],1610612763.0,MEM,driving floating,,,Brooks,D. Brooks,,,,,7.16,Made,4.0,,,,,,,,,,,,,,,,,
54,PT06M36.00S,2021-11-19T01:21:34.5Z,1,REGULAR,foul,personal,[],1628415,,,1610612746,16,5,2021-11-19T01:21:41Z,540000,,,0,,D. Brooks personal FOUL (1 PF),"[1628415, 202331]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,2534.0,1.0,0.0,George,202331.0,,,
56,PT06M36.00S,2021-11-19T01:21:42.9Z,1,REGULAR,substitution,out,[],1628991,,,1610612746,16,5,2021-11-19T01:21:52Z,560000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M36.00S,2021-11-19T01:21:42.9Z,1,REGULAR,substitution,in,[],203937,,,1610612746,16,5,2021-11-19T01:21:52Z,570000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M22.00S,2021-11-19T01:22:09.0Z,1,REGULAR,3pt,Jump Shot,[],202704,31.225361366622867,62.5,1610612746,16,8,2021-11-19T01:22:14Z,580000,-62.0,241.0,1,left,R. Jackson 24' 3PT step back (6 PTS),[202704],1610612746.0,LAC,step back,,,Jackson,R. Jackson,,,,,24.9,Made,6.0,,,,,,,,,,,,,,,,,
59,PT06M09.00S,2021-11-19T01:22:21.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203937,93.77463863337714,51.470588235294116,1610612763,16,8,2021-11-19T01:22:26Z,590000,7.0,6.0,1,right,MISS K. Anderson cutting Layup - blocked,"[203937, 1629599]",1610612763.0,MEM,cutting,,,Anderson,K. Anderson,,,,,0.95,Missed,,,,,,,,,Coffey,1629599.0,,,,,,,,
60,PT06M09.00S,2021-11-19T01:22:21.8Z,1,REGULAR,block,,[],1629599,,,1610612763,16,8,2021-11-19T01:22:25Z,600000,,,0,,A. Coffey BLOCK (1 BLK),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M05.00S,2021-11-19T01:22:25.8Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,16,8,2021-11-19T01:22:26Z,610000,,,0,,P. George REBOUND (Off:0 Def:1),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,59.0,1.0,1.0,0.0,,,,,,,,,,
62,PT06M03.00S,2021-11-19T01:22:29.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1627826,6.1268068331143235,49.01960784313725,1610612746,16,10,2021-11-19T01:22:33Z,620000,5.0,5.0,1,left,I. Zubac cutting DUNK (2 PTS) (R. Jackson 1 AST),"[1627826, 202704]",1610612746.0,LAC,cutting,,,Zubac,I. Zubac,,,,,0.71,Made,2.0,R. Jackson,202704.0,1.0,,,,,,,,,,,,,,
64,PT05M41.00S,2021-11-19T01:22:50.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,91.80354796320631,42.8921568627451,1610612763,16,10,2021-11-19T01:22:54Z,640000,-36.0,25.0,1,right,MISS D. Brooks driving Layup,[1628415],1610612763.0,MEM,driving,,,Brooks,D. Brooks,,,,,4.31,Missed,,,,,,,,,,,,,,,,,,
65,PT05M38.00S,2021-11-19T01:22:53.5Z,1,REGULAR,rebound,defensive,[],202339,,,1610612746,16,10,2021-11-19T01:22:54Z,650000,,,0,,E. Bledsoe REBOUND (Off:0 Def:1),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,64.0,1.0,1.0,0.0,,,,,,,,,,
66,PT05M34.00S,2021-11-19T01:23:00.7Z,1,REGULAR,violation,kicked ball,[],1629630,,,1610612746,16,10,2021-11-19T01:23:04Z,660000,,,0,,J. Morant kicked ball VIOLATION,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,2534.0,,,,,,,
67,PT05M34.00S,2021-11-19T01:23:03.6Z,1,REGULAR,substitution,out,[],1628415,,,1610612746,16,10,2021-11-19T01:23:13Z,670000,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M34.00S,2021-11-19T01:23:03.6Z,1,REGULAR,substitution,out,[],1629599,,,1610612746,16,10,2021-11-19T01:23:13Z,680000,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M34.00S,2021-11-19T01:23:03.6Z,1,REGULAR,substitution,in,[],1629001,,,1610612746,16,10,2021-11-19T01:23:13Z,690000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M34.00S,2021-11-19T01:23:03.6Z,1,REGULAR,substitution,in,[],1629611,,,1610612746,16,10,2021-11-19T01:23:13Z,700000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M22.00S,2021-11-19T01:23:33.3Z,1,REGULAR,turnover,bad pass,[],202339,,,1610612746,16,10,2021-11-19T01:23:36Z,710000,,,0,,E. Bledsoe bad pass TURNOVER (1 TO),"[202339, 1629001]",1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,1.0,Melton,1629001.0
72,PT05M22.00S,2021-11-19T01:23:33.3Z,1,REGULAR,steal,,[],1629001,,,1610612763,16,10,2021-11-19T01:23:34Z,720000,,,0,,D. Melton STEAL (1 STL),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M19.00S,2021-11-19T01:23:36.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629630,74.19513797634691,14.705882352941178,1610612763,16,10,2021-11-19T01:23:41Z,730000,-176.0,190.0,1,right,MISS J. Morant 25' running 3PT,[1629630],1610612763.0,MEM,running,,,Morant,J. Morant,,,,,25.94,Missed,,,,,,,,,,,,,,,,,,
74,PT05M15.00S,2021-11-19T01:23:40.7Z,1,REGULAR,rebound,defensive,[],202339,,,1610612746,16,10,2021-11-19T01:23:41Z,740000,,,0,,E. Bledsoe REBOUND (Off:0 Def:2),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,73.0,2.0,2.0,0.0,,,,,,,,,,
75,PT05M01.00S,2021-11-19T01:23:55.1Z,1,REGULAR,2pt,Jump Shot,[],202331,8.886333771353483,30.88235294117647,1610612746,16,10,2021-11-19T01:23:59Z,750000,96.0,31.0,1,left,MISS P. George 10' turnaround Shot,[202331],1610612746.0,LAC,turnaround,,,George,P. George,,,,,10.05,Missed,,,,,,,,,,,,,,,,,,
76,PT04M59.00S,2021-11-19T01:23:57.1Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,16,10,2021-11-19T01:23:59Z,760000,,,0,,I. Zubac REBOUND (Off:1 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,75.0,3.0,2.0,1.0,,,,,,,,,,
77,PT04M59.00S,2021-11-19T01:23:58.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1627826,6.258212877792378,49.754901960784316,1610612746,16,12,2021-11-19T01:24:03Z,770000,1.0,6.0,1,left,I. Zubac putback DUNK (4 PTS),[1627826],1610612746.0,LAC,putback,,,Zubac,I. Zubac,,,,,0.64,Made,4.0,,,,,,,,,,,,,,,,,
78,PT04M59.00S,2021-11-19T01:24:03.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,16,12,2021-11-19T01:24:03Z,780000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M59.00S,2021-11-19T01:26:13.7Z,1,REGULAR,substitution,out,[],203500,,,1610612763,16,12,2021-11-19T01:26:43Z,790000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M59.00S,2021-11-19T01:26:13.7Z,1,REGULAR,substitution,out,[],202339,,,1610612763,16,12,2021-11-19T01:26:43Z,800000,,,0,,SUB out: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M59.00S,2021-11-19T01:26:13.7Z,1,REGULAR,substitution,in,[],1629634,,,1610612763,16,12,2021-11-19T01:26:43Z,810000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M59.00S,2021-11-19T01:26:13.7Z,1,REGULAR,substitution,in,[],1628379,,,1610612763,16,12,2021-11-19T01:26:43Z,820000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M49.00S,2021-11-19T01:27:02.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,81.2910643889619,50.0,1610612763,16,12,2021-11-19T01:27:06Z,830000,0.0,123.0,1,right,MISS J. Morant 12' driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,12.34,Missed,,,,,,,,,,,,,,,,,,
84,PT04M46.00S,2021-11-19T01:27:05.0Z,1,REGULAR,rebound,defensive,[],202704,,,1610612746,16,12,2021-11-19T01:27:06Z,840000,,,0,,R. Jackson REBOUND (Off:0 Def:1),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,83.0,1.0,1.0,0.0,,,,,,,,,,
85,PT04M32.00S,2021-11-19T01:27:18.3Z,1,REGULAR,turnover,bad pass,[],202704,,,1610612746,16,12,2021-11-19T01:27:21Z,850000,,,0,,R. Jackson bad pass TURNOVER (2 TO),"[202704, 1629630]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,2.0,Morant,1629630.0
86,PT04M32.00S,2021-11-19T01:27:18.3Z,1,REGULAR,steal,,[],1629630,,,1610612763,16,12,2021-11-19T01:27:19Z,860000,,,0,,J. Morant STEAL (1 STL),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M28.00S,2021-11-19T01:27:22.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630217,93.38042049934296,50.245098039215684,1610612763,16,12,2021-11-19T01:27:27Z,870000,1.0,10.0,1,right,MISS D. Bane running finger roll Layup - blocked,"[1630217, 202331]",1610612763.0,MEM,running finger roll,,,Bane,D. Bane,,,,,0.98,Missed,,,,,,,,,George,202331.0,,,,,,,,
88,PT04M28.00S,2021-11-19T01:27:22.3Z,1,REGULAR,block,,[],202331,,,1610612763,16,12,2021-11-19T01:27:25Z,880000,,,0,,P. George BLOCK (1 BLK),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M24.00S,2021-11-19T01:27:26.3Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,16,12,2021-11-19T01:27:27Z,890000,,,0,,P. George REBOUND (Off:0 Def:2),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,87.0,2.0,2.0,0.0,,,,,,,,,,
