actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
21,PT10M09.00S,2021-11-27T01:12:49.1Z,1,REGULAR,foul,personal,['2freethrow'],1630217,,,1610612737,4,2,2021-11-27T01:13:01Z,210000,,,0,,D. Bane shooting personal FOUL (1 PF) (Bogdanovic 2 FT),"[1630217, 203992]",1610612763.0,MEM,shooting,,,Bane,D. Bane,,,,,,,,,,,,2882.0,1.0,0.0,Bogdanovic,203992.0,,,,,,,,
23,PT10M09.00S,2021-11-27T01:13:11.8Z,1,REGULAR,freethrow,1 of 2,[],203992,,,1610612737,4,2,2021-11-27T01:13:11Z,230000,,,0,,MISS B. Bogdanovic Free Throw 1 of 2,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,Missed,,,,,,,,,,,,,,,,,,
24,PT10M09.00S,2021-11-27T01:13:11.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,4,2,2021-11-27T01:13:11Z,240000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,
25,PT10M09.00S,2021-11-27T01:13:29.5Z,1,REGULAR,freethrow,2 of 2,[],203992,,,1610612737,4,3,2021-11-27T01:13:29Z,250000,,,0,,B. Bogdanovic Free Throw 2 of 2 (1 PTS),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
26,PT09M54.00S,2021-11-27T01:13:47.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,13.87976346911958,60.049019607843135,1610612763,4,3,2021-11-27T01:13:53Z,260000,-50.0,78.0,1,left,MISS D. Brooks 9' pullup Shot,[1628415],1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,9.28,Missed,,,,,,,,,,,,,,,,,,
27,PT09M51.00S,2021-11-27T01:13:50.2Z,1,REGULAR,rebound,defensive,[],203992,,,1610612737,4,3,2021-11-27T01:13:53Z,270000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,26.0,,,,,,1.0,1.0,0.0,,,,,
28,PT09M39.00S,2021-11-27T01:14:02.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203991,92.19776609724047,36.76470588235294,1610612737,4,5,2021-11-27T01:14:07Z,280000,-66.0,21.0,1,right,C. Capela 6' turnaround Hook (2 PTS),[203991],1610612737.0,ATL,turnaround,,,Capela,C. Capela,,,,,6.94,Made,2.0,,,,,,,,,,,,,,,,,
29,PT09M20.00S,2021-11-27T01:14:20.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,14.14257555847569,48.529411764705884,1610612763,4,5,2021-11-27T01:14:26Z,290000,7.0,80.0,1,left,MISS D. Bane 8' driving floating Shot,[1630217],1610612763.0,MEM,driving floating,,,Bane,D. Bane,,,,,8.07,Missed,,,,,,,,,,,,,,,,,,
30,PT09M17.00S,2021-11-27T01:14:23.8Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,4,5,2021-11-27T01:14:26Z,300000,,,0,,C. Capela REBOUND (Off:0 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,29.0,,,,,,2.0,2.0,0.0,,,,,
31,PT09M08.00S,2021-11-27T01:14:32.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,92.72339027595268,53.67647058823529,1610612737,4,5,2021-11-27T01:14:37Z,310000,18.0,16.0,1,right,MISS T. Young driving floating Shot - blocked,"[1629027, 1629630]",1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,2.43,Missed,,,,,,,,,,,,,,Morant,1629630.0,,,
32,PT09M08.00S,2021-11-27T01:14:32.8Z,1,REGULAR,block,,[],1629630,,,1610612737,4,5,2021-11-27T01:14:35Z,320000,,,0,,J. Morant BLOCK (1 BLK),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,
33,PT09M05.00S,2021-11-27T01:14:35.8Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,4,5,2021-11-27T01:14:37Z,330000,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,31.0,,,,,,1.0,1.0,0.0,,,,,
34,PT08M58.00S,2021-11-27T01:14:42.0Z,1,REGULAR,3pt,Jump Shot,[],1628991,31.225361366622867,28.186274509803923,1610612763,4,5,2021-11-27T01:14:49Z,340000,109.0,241.0,1,left,MISS J. Jackson Jr. 26' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,26.45,Missed,,,,,,,,,,,,,,,,,,
35,PT08M57.00S,2021-11-27T01:14:43.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,4,5,2021-11-27T01:14:49Z,350000,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,
36,PT08M57.00S,2021-11-27T01:14:48.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,4,5,2021-11-27T01:14:48Z,360000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PT08M35.00S,2021-11-27T01:15:18.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,83.39356110381078,39.705882352941174,1610612737,4,7,2021-11-27T01:15:29Z,370000,-51.0,104.0,1,right,T. Young 11' pullup Jump Shot (4 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,11.57,Made,4.0,,,,,,,,,,,,,,,,,
38,PT08M17.00S,2021-11-27T01:15:36.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,6.652431011826544,49.50980392156863,1610612763,6,7,2021-11-27T01:15:42Z,380000,2.0,10.0,1,left,J. Jackson Jr. driving finger roll Layup (2 PTS),[1628991],1610612763.0,MEM,driving finger roll,,,Jackson Jr.,J. Jackson Jr.,,,,,1.03,Made,2.0,,,,,,,,,,,,,,,,,
39,PT08M11.00S,2021-11-27T01:15:43.8Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,6,7,2021-11-27T01:15:48Z,390000,,,0,,T. Young bad pass TURNOVER (1 TO),"[1629027, 1630217]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,1.0,Bane,1630217.0
40,PT08M11.00S,2021-11-27T01:15:43.8Z,1,REGULAR,steal,,[],1630217,,,1610612763,6,7,2021-11-27T01:15:45Z,400000,,,0,,D. Bane STEAL (1 STL),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,
41,PT07M57.00S,2021-11-27T01:15:56.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628415,14.14257555847569,40.931372549019606,1610612763,6,7,2021-11-27T01:16:02Z,410000,45.0,80.0,1,left,MISS D. Brooks 9' driving floating Shot,[1628415],1610612763.0,MEM,driving floating,,,Brooks,D. Brooks,,,,,9.23,Missed,,,,,,,,,,,,,,,,,,
42,PT07M55.00S,2021-11-27T01:15:58.6Z,1,REGULAR,rebound,offensive,[],1628415,,,1610612763,6,7,2021-11-27T01:16:02Z,420000,,,0,,D. Brooks REBOUND (Off:1 Def:0),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,41.0,,,,,,1.0,0.0,1.0,,,,,
43,PT07M55.00S,2021-11-27T01:16:00.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628415,8.229303547963205,41.911764705882355,1610612763,8,7,2021-11-27T01:16:08Z,430000,40.0,25.0,1,left,D. Brooks pullup bank Jump Shot (4 PTS),[1628415],1610612763.0,MEM,pullup bank,,,Brooks,D. Brooks,,,,,4.75,Made,4.0,,,,,,,,,,,,,,,,,
44,PT07M55.00S,2021-11-27T01:16:05.0Z,1,REGULAR,foul,personal,['1freethrow'],203992,,,1610612763,8,7,2021-11-27T01:16:11Z,440000,,,0,,B. Bogdanovic shooting personal FOUL (1 PF) (Brooks 1 FT),"[203992, 1628415]",1610612737.0,ATL,shooting,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,1193.0,1.0,0.0,Brooks,1628415.0,,,,,,,,
46,PT07M55.00S,2021-11-27T01:16:31.4Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",1628415,,,1610612763,9,7,2021-11-27T01:16:31Z,460000,,,0,,D. Brooks Free Throw 1 of 1 (5 PTS),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
47,PT07M41.00S,2021-11-27T01:16:52.5Z,1,REGULAR,foul,personal,['2freethrow'],1628991,,,1610612737,9,7,2021-11-27T01:17:01Z,470000,,,0,,J. Jackson Jr. shooting personal FOUL (1 PF) (Capela 2 FT),"[1628991, 203991]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,1193.0,1.0,0.0,Capela,203991.0,,,,,,,,
49,PT07M41.00S,2021-11-27T01:17:12.5Z,1,REGULAR,freethrow,1 of 2,[],203991,,,1610612737,9,7,2021-11-27T01:17:12Z,490000,,,0,,MISS C. Capela Free Throw 1 of 2,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,Missed,,,,,,,,,,,,,,,,,,
50,PT07M41.00S,2021-11-27T01:17:12.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,9,7,2021-11-27T01:17:12Z,500000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,49.0,,,,,,,,,,,,,
51,PT07M41.00S,2021-11-27T01:17:25.2Z,1,REGULAR,freethrow,2 of 2,[],203991,,,1610612737,9,8,2021-11-27T01:17:25Z,510000,,,0,,C. Capela Free Throw 2 of 2 (3 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
52,PT07M24.00S,2021-11-27T01:17:43.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,8.886333771353483,49.26470588235294,1610612763,9,8,2021-11-27T01:17:52Z,520000,4.0,31.0,1,left,MISS D. Bane cutting finger roll Layup - blocked,"[1630217, 1628381]",1610612763.0,MEM,cutting finger roll,,,Bane,D. Bane,,,,,3.12,Missed,,,,,,,,,,,,,,Collins,1628381.0,,,
53,PT07M24.00S,2021-11-27T01:17:43.3Z,1,REGULAR,block,,[],1628381,,,1610612763,9,8,2021-11-27T01:17:47Z,530000,,,0,,J. Collins BLOCK (1 BLK),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M20.00S,2021-11-27T01:17:47.3Z,1,REGULAR,rebound,defensive,[],203992,,,1610612737,9,8,2021-11-27T01:17:52Z,540000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:2),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,52.0,,,,,,2.0,2.0,0.0,,,,,
55,PT07M14.00S,2021-11-27T01:17:55.8Z,1,REGULAR,foul,personal,[],1628415,,,1610612737,9,8,2021-11-27T01:18:03Z,550000,,,0,,D. Brooks personal FOUL (1 PF),"[1628415, 203992]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,2882.0,1.0,0.0,Bogdanovic,203992.0,,,,,,,,
57,PT07M05.00S,2021-11-27T01:18:22.4Z,1,REGULAR,3pt,Jump Shot,[],1628989,69.07030223390277,24.264705882352942,1610612737,9,8,2021-11-27T01:18:27Z,570000,-129.0,238.0,1,right,MISS K. Huerter 27' 3PT,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,27.07,Missed,,,,,,,,,,,,,,,,,,
58,PT07M02.00S,2021-11-27T01:18:25.4Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,9,8,2021-11-27T01:18:27Z,580000,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:2),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,57.0,,,,,,2.0,2.0,0.0,,,,,
59,PT06M52.00S,2021-11-27T01:18:35.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,13.091327201051248,49.26470588235294,1610612763,9,8,2021-11-27T01:18:40Z,590000,4.0,71.0,1,left,MISS J. Jackson Jr. 7' turnaround Shot,[1628991],1610612763.0,MEM,turnaround,,,Jackson Jr.,J. Jackson Jr.,,,,,7.07,Missed,,,,,,,,,,,,,,,,,,
60,PT06M49.00S,2021-11-27T01:18:37.6Z,1,REGULAR,rebound,offensive,[],1628991,,,1610612763,9,8,2021-11-27T01:18:37Z,600000,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:2),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,59.0,,,,,,3.0,2.0,1.0,,,,,
61,PT06M48.00S,2021-11-27T01:18:38.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628991,7.966491458607096,46.568627450980394,1610612763,11,8,2021-11-27T01:18:46Z,610000,17.0,22.0,1,left,J. Jackson Jr. putback Layup (4 PTS),[1628991],1610612763.0,MEM,putback,,,Jackson Jr.,J. Jackson Jr.,,,,,2.82,Made,4.0,,,,,,,,,,,,,,,,,
62,PT06M33.00S,2021-11-27T01:18:54.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,94.43166885676742,48.529411764705884,1610612737,11,10,2021-11-27T01:18:58Z,620000,-7.0,0.0,1,right,C. Capela alley-oop DUNK (5 PTS) (T. Young 1 AST),"[203991, 1629027]",1610612737.0,ATL,alley-oop,,,Capela,C. Capela,,,,,0.74,Made,5.0,T. Young,1629027.0,1.0,,,,,,,,,,,,,,
64,PT06M17.00S,2021-11-27T01:19:10.1Z,1,REGULAR,2pt,Jump Shot,[],1628415,10.5946123521682,70.34313725490196,1610612763,13,10,2021-11-27T01:19:16Z,640000,-102.0,47.0,1,left,D. Brooks 11' driving floating bank Jump Shot (7 PTS) (D. Bane 1 AST),"[1628415, 1630217]",1610612763.0,MEM,driving floating bank,,,Brooks,D. Brooks,,,,,11.21,Made,7.0,D. Bane,1630217.0,1.0,,,,,,,,,,,,,,
66,PT06M04.00S,2021-11-27T01:19:23.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203992,94.1688567674113,49.01960784313725,1610612737,13,12,2021-11-27T01:19:27Z,660000,-5.0,2.0,1,right,B. Bogdanovic cutting Layup (3 PTS) (T. Young 2 AST),"[203992, 1629027]",1610612737.0,ATL,cutting,,,Bogdanovic,B. Bogdanovic,,,,,0.54,Made,3.0,T. Young,1629027.0,2.0,,,,,,,,,,,,,,
68,PT06M03.00S,2021-11-27T01:19:27.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,13,12,2021-11-27T01:19:27Z,680000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M03.00S,2021-11-27T01:21:51.9Z,1,REGULAR,substitution,out,[],1628415,,,1610612763,13,12,2021-11-27T01:22:18Z,690000,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M03.00S,2021-11-27T01:21:51.9Z,1,REGULAR,substitution,out,[],1628991,,,1610612763,13,12,2021-11-27T01:22:18Z,700000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M03.00S,2021-11-27T01:21:51.9Z,1,REGULAR,substitution,out,[],1629027,,,1610612763,13,12,2021-11-27T01:22:18Z,710000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M03.00S,2021-11-27T01:21:51.9Z,1,REGULAR,substitution,in,[],1629001,,,1610612763,13,12,2021-11-27T01:22:18Z,720000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M03.00S,2021-11-27T01:21:51.9Z,1,REGULAR,substitution,in,[],203937,,,1610612763,13,12,2021-11-27T01:22:18Z,730000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M03.00S,2021-11-27T01:21:51.9Z,1,REGULAR,substitution,in,[],1626153,,,1610612763,13,12,2021-11-27T01:22:18Z,740000,,,0,,SUB in: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M49.00S,2021-11-27T01:22:42.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,13.354139290407357,42.8921568627451,1610612763,13,12,2021-11-27T01:22:47Z,750000,36.0,73.0,1,left,MISS K. Anderson 8' pullup Shot,[203937],1610612763.0,MEM,pullup,,,Anderson,K. Anderson,,,,,8.12,Missed,,,,,,,,,,,,,,,,,,
76,PT05M46.00S,2021-11-27T01:22:45.1Z,1,REGULAR,rebound,defensive,[],203992,,,1610612737,13,12,2021-11-27T01:22:47Z,760000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:3),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,75.0,,,,,,3.0,3.0,0.0,,,,,
77,PT05M25.00S,2021-11-27T01:23:05.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203992,86.67871222076215,42.8921568627451,1610612737,13,14,2021-11-27T01:23:12Z,770000,-36.0,73.0,1,right,B. Bogdanovic 8' driving floating Jump Shot (5 PTS),[203992],1610612737.0,ATL,driving floating,,,Bogdanovic,B. Bogdanovic,,,,,8.09,Made,5.0,,,,,,,,,,,,,,,,,
78,PT05M12.00S,2021-11-27T01:23:19.0Z,1,REGULAR,3pt,Jump Shot,[],203937,6.783837056504599,96.81372549019608,1610612763,13,14,2021-11-27T01:23:27Z,780000,-234.0,11.0,1,left,MISS K. Anderson 3PT,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,23.44,Missed,,,,,,,,,,,,,,,,,,
79,PT05M05.00S,2021-11-27T01:23:26.0Z,1,REGULAR,rebound,defensive,[],203992,,,1610612737,13,14,2021-11-27T01:23:27Z,790000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:4),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,78.0,,,,,,4.0,4.0,0.0,,,,,
80,PT04M53.00S,2021-11-27T01:23:37.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628381,86.94152431011827,37.99019607843137,1610612737,13,16,2021-11-27T01:23:44Z,800000,-60.0,70.0,1,right,J. Collins 9' turnaround Jump Shot (2 PTS) (K. Huerter 1 AST),"[1628381, 1628989]",1610612737.0,ATL,turnaround,,,Collins,J. Collins,,,,,9.23,Made,2.0,K. Huerter,1628989.0,1.0,,,,,,,,,,,,,,
82,PT04M39.00S,2021-11-27T01:23:51.3Z,1,REGULAR,3pt,Jump Shot,[],1630217,30.436925098554536,68.62745098039215,1610612763,13,16,2021-11-27T01:23:56Z,820000,-93.0,234.0,1,left,MISS D. Bane 25' step back 3PT,[1630217],1610612763.0,MEM,step back,,,Bane,D. Bane,,,,,25.15,Missed,,,,,,,,,,,,,,,,,,
83,PT04M37.00S,2021-11-27T01:23:53.3Z,1,REGULAR,rebound,defensive,[],1626153,,,1610612737,13,16,2021-11-27T01:23:56Z,830000,,,0,,D. Wright REBOUND (Off:0 Def:1),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,82.0,,,,,,1.0,1.0,0.0,,,,,
84,PT04M30.00S,2021-11-27T01:24:01.7Z,1,REGULAR,turnover,bad pass,[],1626153,,,1610612737,13,16,2021-11-27T01:24:05Z,840000,,,0,,D. Wright bad pass TURNOVER (1 TO),"[1626153, 1629001]",1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,1.0,Melton,1629001.0
85,PT04M30.00S,2021-11-27T01:24:01.7Z,1,REGULAR,steal,,[],1629001,,,1610612763,13,16,2021-11-27T01:24:03Z,850000,,,0,,D. Melton STEAL (1 STL),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M21.00S,2021-11-27T01:24:12.2Z,1,REGULAR,turnover,out-of-bounds,[],1629001,,,1610612763,13,16,2021-11-27T01:24:19Z,860000,,,0,,D. Melton bad pass out-of-bounds TURNOVER (1 TO),[1629001],1610612763.0,MEM,bad pass,,,Melton,D. Melton,,,,,,,,,,,,1628487.0,,,,,,,,,,1.0,,
