actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
44,PT07M51.00S,2022-03-23T23:49:51.3Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612751,12,10,2022-03-23T23:49:51Z,440000,,,0,,B. Brown REBOUND (Off:0 Def:2),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,43.0,2.0,2.0,0.0,,,,,,,,,
45,PT07M43.00S,2022-03-23T23:49:58.4Z,1,REGULAR,3pt,Jump Shot,[],202681,66.5735873850197,62.00980392156863,1610612751,12,13,2022-03-23T23:50:03Z,450000,60.0,262.0,1,right,K. Irving 26' 3PT pullup (5 PTS),[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,26.85,Made,5.0,,,,,,,,,,,,,,,,,,
46,PT07M23.00S,2022-03-23T23:50:18.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,8.360709592641262,41.42156862745098,1610612763,12,13,2022-03-23T23:50:22Z,460000,43.0,26.0,1,left,MISS J. Jackson Jr. driving floating Shot - blocked,"[1628991, 201142]",1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,5.02,Missed,,,,,Durant,201142.0,,,,,,,,,,,,,
47,PT07M23.00S,2022-03-23T23:50:18.2Z,1,REGULAR,block,,[],201142,,,1610612763,12,13,2022-03-23T23:50:20Z,470000,,,0,,K. Durant BLOCK (1 BLK),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT07M20.00S,2022-03-23T23:50:21.2Z,1,REGULAR,rebound,defensive,[],203083,,,1610612751,12,13,2022-03-23T23:50:22Z,480000,,,0,,A. Drummond REBOUND (Off:1 Def:1),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,46.0,2.0,1.0,1.0,,,,,,,,,
49,PT07M14.00S,2022-03-23T23:50:30.5Z,1,REGULAR,foul,offensive,[],203083,,,1610612751,12,13,2022-03-23T23:50:36Z,490000,,,0,,A. Drummond offensive FOUL (1 PF),"[203083, 1628991]",1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Jackson Jr.,1628991.0,
51,PT07M14.00S,2022-03-23T23:50:30.5Z,1,REGULAR,turnover,offensive foul,[],203083,,,1610612751,12,13,2022-03-23T23:50:30Z,510000,,,0,,A. Drummond offensive foul TURNOVER (1 TO),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,1.0,,,204059.0,,,,,
52,PT07M02.00S,2022-03-23T23:50:55.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628415,14.799605781865965,37.00980392156863,1610612763,12,13,2022-03-23T23:50:59Z,520000,65.0,87.0,1,left,MISS D. Brooks 10' fadeaway Shot,[1628415],1610612763.0,MEM,fadeaway,,,Brooks,D. Brooks,,,,,10.83,Missed,,,,,,,,,,,,,,,,,,,
53,PT06M59.00S,2022-03-23T23:50:57.9Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,12,13,2022-03-23T23:50:57Z,530000,,,0,,S. Adams REBOUND (Off:2 Def:1),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,52.0,3.0,1.0,2.0,,,,,,,,,
54,PT06M58.00S,2022-03-23T23:50:58.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203500,6.258212877792378,45.34313725490196,1610612763,14,13,2022-03-23T23:51:03Z,540000,23.0,6.0,1,left,S. Adams putback Layup (2 PTS),[203500],1610612763.0,MEM,putback,,,Adams,S. Adams,,,,,2.41,Made,2.0,,,,,,,,,,,,,,,,,,
55,PT06M47.00S,2022-03-23T23:51:09.8Z,1,REGULAR,3pt,Jump Shot,[],202681,66.44218134034165,62.5,1610612751,14,13,2022-03-23T23:51:14Z,550000,62.0,263.0,1,right,MISS K. Irving 27' 3PT,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,27.02,Missed,,,,,,,,,,,,,,,,,,,
56,PT06M44.00S,2022-03-23T23:51:12.8Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,14,13,2022-03-23T23:51:14Z,560000,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,55.0,2.0,1.0,1.0,,,,,,,,,
57,PT06M38.00S,2022-03-23T23:51:19.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628991,8.229303547963205,55.63725490196079,1610612763,14,13,2022-03-23T23:51:28Z,570000,-28.0,25.0,1,left,MISS J. Jackson Jr. driving Layup,[1628991],1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,3.76,Missed,,,,,,,,,,,,,,,,,,,
58,PT06M31.00S,2022-03-23T23:51:26.3Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,14,13,2022-03-23T23:51:28Z,580000,,,0,,S. Adams REBOUND (Off:3 Def:1),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,57.0,4.0,1.0,3.0,,,,,,,,,
59,PT06M31.00S,2022-03-23T23:51:26.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203500,5.590000152587891,50.0,1610612763,14,13,2022-03-23T23:51:29Z,590000,0.0,0.0,1,left,MISS S. Adams putback Layup,[203500],1610612763.0,MEM,putback,,,Adams,S. Adams,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
61,PT06M31.00S,2022-03-23T23:51:26.6Z,1,REGULAR,rebound,defensive,[],202681,,,1610612751,14,13,2022-03-23T23:51:29Z,610000,,,0,,K. Irving REBOUND (Off:0 Def:1),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,59.0,1.0,1.0,0.0,,,,,,,,,
62,PT06M28.00S,2022-03-23T23:51:29.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202681,88.91261498028909,55.14705882352941,1610612751,14,13,2022-03-23T23:52:06Z,620000,26.0,52.0,1,right,MISS K. Irving driving Layup,[202681],1610612751.0,BKN,driving,,,Irving,K. Irving,,,,,5.77,Missed,,,,,,,,,,,,,,,,,,,
63,PT06M27.00S,2022-03-23T23:51:33.3Z,1,REGULAR,rebound,offensive,[],1630556,,,1610612751,14,13,2022-03-23T23:51:33Z,630000,,,0,,K. Edwards REBOUND (Off:1 Def:0),[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,62.0,1.0,0.0,1.0,,,,,,,,,
64,PT06M27.00S,2022-03-23T23:51:33.3Z,1,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1630556,94.40999984741211,50.0,1610612751,14,13,2022-03-23T23:52:32Z,640000,0.0,0.0,1,right,MISS K. Edwards tip Layup,[1630556],1610612751.0,BKN,tip,,,Edwards,K. Edwards,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
65,PT06M27.00S,2022-03-23T23:51:33.3Z,1,REGULAR,rebound,offensive,[],1630556,,,1610612751,14,13,2022-03-23T23:52:09Z,650000,,,0,,K. Edwards REBOUND (Off:2 Def:0),[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,64.0,2.0,0.0,2.0,,,,,,,,,
66,PT06M27.00S,2022-03-23T23:51:35.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630556,89.17542706964521,54.41176470588235,1610612751,14,13,2022-03-23T23:52:38Z,660000,22.0,49.0,1,right,MISS K. Edwards Layup - blocked,"[1630556, 1628415]",1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,5.4,Missed,,,,,Brooks,1628415.0,,,,,,,,,,,,,
67,PT06M27.00S,2022-03-23T23:51:35.0Z,1,REGULAR,block,,[],1628415,,,1610612751,14,13,2022-03-23T23:51:37Z,670000,,,0,,D. Brooks BLOCK (1 BLK),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M27.00S,2022-03-23T23:51:35.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,14,13,2022-03-23T23:51:45Z,680000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,66.0,,,,,,,,,,,,
69,PT06M27.00S,2022-03-23T23:51:40.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,14,13,2022-03-23T23:51:40Z,690000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M27.00S,2022-03-23T23:52:37.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,14,13,2022-03-23T23:52:37Z,700000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M27.00S,2022-03-23T23:54:30.0Z,1,REGULAR,substitution,out,[],1628991,,,1610612751,14,13,2022-03-23T23:54:48Z,710000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M27.00S,2022-03-23T23:54:30.0Z,1,REGULAR,substitution,out,[],1630217,,,1610612751,14,13,2022-03-23T23:54:48Z,720000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M27.00S,2022-03-23T23:54:30.0Z,1,REGULAR,substitution,in,[],1629001,,,1610612751,14,13,2022-03-23T23:54:48Z,730000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M27.00S,2022-03-23T23:54:30.0Z,1,REGULAR,substitution,in,[],203937,,,1610612751,14,13,2022-03-23T23:54:48Z,740000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M20.00S,2022-03-23T23:55:15.1Z,1,REGULAR,foul,personal,['2freethrow'],203937,,,1610612751,14,13,2022-03-23T23:55:20Z,750000,,,0,,K. Anderson shooting personal FOUL (1 PF) (Durant 2 FT),"[203937, 201142]",1610612763.0,MEM,shooting,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Durant,201142.0,
77,PT06M20.00S,2022-03-23T23:55:37.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],201142,,,1610612751,14,14,2022-03-23T23:55:37Z,770000,,,0,,K. Durant Free Throw 1 of 2 (3 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
78,PT06M20.00S,2022-03-23T23:55:49.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],201142,,,1610612751,14,15,2022-03-23T23:55:49Z,780000,,,0,,K. Durant Free Throw 2 of 2 (4 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
79,PT06M09.00S,2022-03-23T23:56:04.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,11.12023653088042,47.794117647058826,1610612763,16,15,2022-03-23T23:56:09Z,790000,11.0,52.0,1,left,D. Brooks driving floating Jump Shot (7 PTS) (S. Adams 2 AST),"[1628415, 203500]",1610612763.0,MEM,driving floating,,,Brooks,D. Brooks,,,,,5.32,Made,7.0,S. Adams,203500.0,2.0,,,,,,,,,,,,,,,
80,PT06M09.00S,2022-03-23T23:56:09.2Z,1,REGULAR,foul,personal,['1freethrow'],1630556,,,1610612763,16,15,2022-03-23T23:56:40Z,800000,,,0,,K. Edwards shooting personal FOUL (1 PF) (Brooks 1 FT),"[1630556, 1628415]",1610612751.0,BKN,shooting,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,202053.0,1.0,0.0,Brooks,1628415.0,
82,PT06M09.00S,2022-03-23T23:56:16.7Z,1,REGULAR,substitution,out,[],1630556,,,1610612763,16,15,2022-03-23T23:57:01Z,820000,,,0,,SUB out: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT06M09.00S,2022-03-23T23:56:16.7Z,1,REGULAR,substitution,in,[],201988,,,1610612763,16,15,2022-03-23T23:57:01Z,830000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M09.00S,2022-03-23T23:56:41.2Z,1,REGULAR,freethrow,1 of 1,[],1628415,,,1610612763,17,15,2022-03-23T23:56:41Z,840000,,,0,,D. Brooks Free Throw 1 of 1 (8 PTS),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
85,PT05M54.00S,2022-03-23T23:56:58.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,86.15308804204993,37.00980392156863,1610612751,17,15,2022-03-23T23:57:02Z,850000,-65.0,78.0,1,right,MISS B. Brown 10' pullup Shot,[1628971],1610612751.0,BKN,pullup,,,Brown,B. Brown,,,,,10.13,Missed,,,,,,,,,,,,,,,,,,,
