actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
434,PT06M14.00S,2021-11-11T02:32:57.8Z,3,REGULAR,foul,personal,['2freethrow'],1630208,,,1610612763,65,62,2021-11-11T02:33:14Z,4280000,,,0,,N. Richards shooting personal FOUL (5 PF) (Anderson 2 FT),"[1630208, 203937]",1610612766.0,CHA,shooting,,,,,,,,,Richards,N. Richards,,,,,,,,2002.0,5.0,0.0,,,,Anderson,203937.0,,,
436,PT06M14.00S,2021-11-11T02:33:29.9Z,3,REGULAR,freethrow,1 of 2,[],203937,,,1610612763,65,62,2021-11-11T02:33:29Z,4300000,,,0,,MISS K. Anderson Free Throw 1 of 2,[203937],1610612763.0,MEM,,,,,,,,Missed,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,
437,PT06M14.00S,2021-11-11T02:33:29.9Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,65,62,2021-11-11T02:33:29Z,4310000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,436.0,,,,,,,,,,,,,,
438,PT06M14.00S,2021-11-11T02:33:30.6Z,3,REGULAR,substitution,out,[],1630208,,,1610612763,65,62,2021-11-11T02:33:41Z,4320000,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,,,,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,
439,PT06M14.00S,2021-11-11T02:33:30.6Z,3,REGULAR,substitution,in,[],1628970,,,1610612763,65,62,2021-11-11T02:33:41Z,4330000,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,,,,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
440,PT06M14.00S,2021-11-11T02:33:53.4Z,3,REGULAR,freethrow,2 of 2,[],203937,,,1610612763,66,62,2021-11-11T02:33:53Z,4340000,,,0,,K. Anderson Free Throw 2 of 2 (7 PTS),[203937],1610612763.0,MEM,,,,,,,,Made,7.0,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,
441,PT06M05.00S,2021-11-11T02:34:07.5Z,3,REGULAR,turnover,bad pass,[],1628998,,,1610612766,66,62,2021-11-11T02:34:13Z,4350000,,,0,,C. Martin bad pass TURNOVER (1 TO),"[1628998, 1629630]",1610612766.0,CHA,,,,,,,,,,Martin,C. Martin,,,,,,,,,,,1.0,Morant,1629630.0,,,,,
442,PT06M05.00S,2021-11-11T02:34:07.5Z,3,REGULAR,steal,,[],1629630,,,1610612763,66,62,2021-11-11T02:34:09Z,4360000,,,0,,J. Morant STEAL (3 STL),[1629630],1610612763.0,MEM,,,,,,,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,
443,PT06M01.00S,2021-11-11T02:34:10.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628415,93.9060446780552,49.754901960784316,1610612763,68,62,2021-11-11T02:34:23Z,4370000,-1.0,5.0,1,right,D. Brooks running Layup (14 PTS) (J. Morant 5 AST),"[1628415, 1629630]",1610612763.0,MEM,running,,,,,,0.49,Made,14.0,Brooks,D. Brooks,J. Morant,1629630.0,5.0,,,,,,,,,,,,,,,
445,PT05M46.00S,2021-11-11T02:34:28.6Z,3,REGULAR,violation,kicked ball,[],1628991,,,1610612766,68,62,2021-11-11T02:44:41Z,4390000,,,0,,J. Jackson Jr. kicked ball VIOLATION,[1628991],1610612763.0,MEM,,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,202035.0,,,,,,,,,,
446,PT05M41.00S,2021-11-11T02:34:45.3Z,3,REGULAR,3pt,Jump Shot,[],1628970,31.61957950065703,58.82352941176471,1610612766,68,62,2021-11-11T02:34:52Z,4400000,-44.0,245.0,1,left,MISS M. Bridges 24' pullup 3PT,[1628970],1610612766.0,CHA,pullup,,,,,,24.86,Missed,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
447,PT05M37.00S,2021-11-11T02:34:49.3Z,3,REGULAR,rebound,defensive,[],203937,,,1610612763,68,62,2021-11-11T02:34:52Z,4410000,,,0,,K. Anderson REBOUND (Off:1 Def:4),[203937],1610612763.0,MEM,,,,,,,,,,Anderson,K. Anderson,,,,446.0,5.0,4.0,1.0,,,,,,,,,,,
448,PT05M31.00S,2021-11-11T02:34:56.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629630,93.51182654402102,49.26470588235294,1610612763,70,62,2021-11-11T02:35:03Z,4420000,-4.0,8.0,1,right,J. Morant running finger roll Layup (28 PTS),[1629630],1610612763.0,MEM,running finger roll,,,,,,0.93,Made,28.0,Morant,J. Morant,,,,,,,,,,,,,,,,,,
449,PT05M14.00S,2021-11-11T02:35:15.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,70,62,2021-11-11T02:35:15Z,4430000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT05M12.00S,2021-11-11T02:35:31.1Z,3,REGULAR,turnover,bad pass,[],202330,,,1610612766,70,62,2021-11-11T02:35:35Z,4440000,,,0,,G. Hayward bad pass TURNOVER (3 TO),"[202330, 1628991]",1610612766.0,CHA,,,,,,,,,,Hayward,G. Hayward,,,,,,,,,,,3.0,Jackson Jr.,1628991.0,,,,,
451,PT05M12.00S,2021-11-11T02:35:31.1Z,3,REGULAR,steal,,[],1628991,,,1610612763,70,62,2021-11-11T02:35:33Z,4450000,,,0,,J. Jackson Jr. STEAL (1 STL),[1628991],1610612763.0,MEM,,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,
452,PT05M08.00S,2021-11-11T02:35:34.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628991,92.85479632063075,48.77450980392157,1610612763,70,62,2021-11-11T02:35:50Z,4460000,-6.0,15.0,1,right,MISS J. Jackson Jr. running Layup - blocked,"[1628991, 1628970]",1610612763.0,MEM,running,,,,,,1.59,Missed,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,Bridges,1628970.0,
453,PT05M08.00S,2021-11-11T02:35:34.4Z,3,REGULAR,block,,[],1628970,,,1610612763,70,62,2021-11-11T02:35:37Z,4470000,,,0,,M. Bridges BLOCK (1 BLK),[1628970],1610612766.0,CHA,,,,,,,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
454,PT05M02.00S,2021-11-11T02:35:40.4Z,3,REGULAR,rebound,defensive,[],1628998,,,1610612766,70,62,2021-11-11T02:35:50Z,4480000,,,0,,C. Martin REBOUND (Off:1 Def:3),[1628998],1610612766.0,CHA,,,,,,,,,,Martin,C. Martin,,,,452.0,4.0,3.0,1.0,,,,,,,,,,,
455,PT05M00.00S,2021-11-11T02:35:42.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1626162,30.831143232588698,33.82352941176471,1610612766,70,65,2021-11-11T02:35:57Z,4490000,81.0,237.0,1,left,K. Oubre Jr. 25' 3PT  (14 PTS) (M. Bridges 4 AST),"[1626162, 1628970]",1610612766.0,CHA,,,,,,,25.07,Made,14.0,Oubre Jr.,K. Oubre Jr.,M. Bridges,1628970.0,4.0,,,,,,,,,,,,,,,
457,PT04M44.00S,2021-11-11T02:35:58.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,86.15308804204993,49.754901960784316,1610612763,72,65,2021-11-11T02:36:11Z,4510000,-1.0,78.0,1,right,K. Anderson 7' floating Jump Shot (9 PTS) (D. Brooks 4 AST),"[203937, 1628415]",1610612763.0,MEM,floating,,,,,,7.77,Made,9.0,Anderson,K. Anderson,D. Brooks,1628415.0,4.0,,,,,,,,,,,,,,,
459,PT04M34.00S,2021-11-11T02:36:10.9Z,3,REGULAR,foul,personal,[],1628991,,,1610612766,72,65,2021-11-11T02:36:51Z,4530000,,,0,,J. Jackson Jr. personal FOUL (1 PF),"[1628991, 1628970]",1610612763.0,MEM,,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,1146.0,1.0,0.0,,,,Bridges,1628970.0,,,
461,PT04M34.00S,2021-11-11T02:36:32.3Z,3,REGULAR,substitution,out,[],1629001,,,1610612766,72,65,2021-11-11T02:36:39Z,4550000,,,0,,SUB out: D. Melton,[1629001],1610612763.0,MEM,,,,,,,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,
462,PT04M34.00S,2021-11-11T02:36:32.3Z,3,REGULAR,substitution,out,[],1628991,,,1610612766,72,65,2021-11-11T02:36:39Z,4560000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,
463,PT04M34.00S,2021-11-11T02:36:32.3Z,3,REGULAR,substitution,in,[],1629634,,,1610612766,72,65,2021-11-11T02:36:39Z,4570000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,,,,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,
464,PT04M34.00S,2021-11-11T02:36:32.3Z,3,REGULAR,substitution,in,[],1629723,,,1610612766,72,65,2021-11-11T02:36:39Z,4580000,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,,,,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,
465,PT04M26.00S,2021-11-11T02:36:44.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630163,7.178055190538765,51.9607843137255,1610612766,72,67,2021-11-11T02:36:49Z,4590000,-10.0,15.0,1,left,L. Ball driving DUNK (10 PTS),[1630163],1610612766.0,CHA,driving,,,,,,1.79,Made,10.0,Ball,L. Ball,,,,,,,,,,,,,,,,,,
466,PT04M06.00S,2021-11-11T02:37:05.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,93.11760840998686,50.0,1610612763,72,67,2021-11-11T02:37:10Z,4600000,0.0,12.0,1,right,MISS D. Brooks driving Layup,[1628415],1610612763.0,MEM,driving,,,,,,1.22,Missed,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,
467,PT04M03.00S,2021-11-11T02:37:08.1Z,3,REGULAR,rebound,offensive,[],1629634,,,1610612763,72,67,2021-11-11T02:37:10Z,4610000,,,0,,B. Clarke REBOUND (Off:3 Def:1),[1629634],1610612763.0,MEM,,,,,,,,,,Clarke,B. Clarke,,,,466.0,4.0,1.0,3.0,,,,,,,,,,,
468,PT04M03.00S,2021-11-11T02:37:08.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629634,94.40999984741211,50.0,1610612763,72,67,2021-11-11T02:37:08Z,4620000,0.0,0.0,1,right,MISS B. Clarke tip Layup,[1629634],1610612763.0,MEM,tip,,,,,,0.0,Missed,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,
469,PT04M01.00S,2021-11-11T02:37:10.5Z,3,REGULAR,rebound,defensive,[],1628970,,,1610612766,72,67,2021-11-11T02:37:10Z,4630000,,,0,,M. Bridges REBOUND (Off:1 Def:4),[1628970],1610612766.0,CHA,,,,,,,,,,Bridges,M. Bridges,,,,468.0,5.0,4.0,1.0,,,,,,,,,,,
470,PT03M45.00S,2021-11-11T02:37:25.6Z,3,REGULAR,3pt,Jump Shot,[],1626162,29.911300919842315,71.56862745098039,1610612766,72,70,2021-11-11T02:37:30Z,4640000,-108.0,229.0,1,left,K. Oubre Jr. 25' 3PT  (17 PTS) (L. Ball 6 AST),"[1626162, 1630163]",1610612766.0,CHA,,,,,,,25.28,Made,17.0,Oubre Jr.,K. Oubre Jr.,L. Ball,1630163.0,6.0,,,,,,,,,,,,,,,
472,PT03M44.00S,2021-11-11T02:37:31.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,72,70,2021-11-11T02:37:31Z,4660000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT03M28.00S,2021-11-11T02:40:36.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629723,89.43823915900131,48.28431372549019,1610612763,74,70,2021-11-11T02:40:42Z,4670000,-9.0,47.0,1,right,J. Konchar cutting finger roll Layup (2 PTS) (B. Clarke 2 AST),"[1629723, 1629634]",1610612763.0,MEM,cutting finger roll,,,,,,4.76,Made,2.0,Konchar,J. Konchar,B. Clarke,1629634.0,2.0,,,,,,,,,,,,,,,
477,PT03M12.00S,2021-11-11T02:40:52.5Z,3,REGULAR,3pt,Jump Shot,[],1626162,28.86005256241787,77.20588235294117,1610612766,74,73,2021-11-11T02:40:57Z,4690000,-136.0,219.0,1,left,K. Oubre Jr. 25' 3PT  (20 PTS) (G. Hayward 5 AST),"[1626162, 202330]",1610612766.0,CHA,,,,,,,25.76,Made,20.0,Oubre Jr.,K. Oubre Jr.,G. Hayward,202330.0,5.0,,,,,,,,,,,,,,,
479,PT02M59.00S,2021-11-11T02:41:08.3Z,3,REGULAR,turnover,out-of-bounds,[],1628415,,,1610612763,74,73,2021-11-11T02:41:18Z,4710000,,,0,,D. Brooks step out-of-bounds TURNOVER (2 TO),[1628415],1610612763.0,MEM,step,,,,,,,,,Brooks,D. Brooks,,,,,,,,2002.0,,,2.0,,,,,,,
480,PT02M39.00S,2021-11-11T02:41:35.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628998,29.77989487516426,74.26470588235294,1610612766,74,73,2021-11-11T02:41:43Z,4720000,-121.0,227.0,1,left,MISS C. Martin 25' 3PT,[1628998],1610612766.0,CHA,,,,,,,25.77,Missed,,Martin,C. Martin,,,,,,,,,,,,,,,,,,
481,PT02M35.00S,2021-11-11T02:41:39.2Z,3,REGULAR,rebound,offensive,[],1628970,,,1610612766,74,73,2021-11-11T02:41:43Z,4730000,,,0,,M. Bridges REBOUND (Off:2 Def:4),[1628970],1610612766.0,CHA,,,,,,,,,,Bridges,M. Bridges,,,,480.0,6.0,4.0,2.0,,,,,,,,,,,
482,PT02M33.00S,2021-11-11T02:41:40.7Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1626162,26.888961892247043,18.137254901960784,1610612766,74,73,2021-11-11T02:41:52Z,4740000,159.0,200.0,1,left,MISS K. Oubre Jr. 25' step back 3PT,[1626162],1610612766.0,CHA,step back,,,,,,25.59,Missed,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,
483,PT02M33.00S,2021-11-11T02:41:40.7Z,3,REGULAR,rebound,defensive,[],203937,,,1610612763,74,73,2021-11-11T02:41:46Z,4750000,,,0,,K. Anderson REBOUND (Off:1 Def:5),[203937],1610612763.0,MEM,,,,,,,,,,Anderson,K. Anderson,,,,482.0,6.0,5.0,1.0,,,,,,,,,,,
484,PT02M22.00S,2021-11-11T02:41:51.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629634,93.24901445466492,50.73529411764706,1610612763,76,73,2021-11-11T02:42:01Z,4760000,4.0,11.0,1,right,B. Clarke reverse Layup (2 PTS) (J. Konchar 1 AST),"[1629634, 1629723]",1610612763.0,MEM,reverse,,,,,,1.16,Made,2.0,Clarke,B. Clarke,J. Konchar,1629723.0,1.0,,,,,,,,,,,,,,,
486,PT01M59.00S,2021-11-11T02:42:14.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202330,6.258212877792378,50.98039215686274,1610612766,76,75,2021-11-11T02:51:23Z,4780000,-5.0,6.0,1,left,G. Hayward driving Layup (14 PTS) (M. Bridges 5 AST),"[202330, 1628970]",1610612766.0,CHA,driving,,,,,,0.8,Made,14.0,Hayward,G. Hayward,M. Bridges,1628970.0,5.0,,,,,,,,,,,,,,,
488,PT01M42.00S,2021-11-11T02:42:31.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,80.23981603153744,62.00980392156863,1610612763,76,75,2021-11-11T02:42:39Z,4800000,60.0,133.0,1,right,MISS D. Brooks 14' pullup Shot,[1628415],1610612763.0,MEM,pullup,,,,,,14.61,Missed,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,
489,PT01M39.00S,2021-11-11T02:42:34.7Z,3,REGULAR,rebound,defensive,[],1630163,,,1610612766,76,75,2021-11-11T02:42:39Z,4810000,,,0,,L. Ball REBOUND (Off:1 Def:7),[1630163],1610612766.0,CHA,,,,,,,,,,Ball,L. Ball,,,,488.0,8.0,7.0,1.0,,,,,,,,,,,
490,PT01M32.00S,2021-11-11T02:42:41.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,6.258212877792378,50.98039215686274,1610612766,76,77,2021-11-11T02:42:46Z,4820000,-5.0,6.0,1,left,M. Bridges cutting finger roll Layup (5 PTS) (L. Ball 7 AST),"[1628970, 1630163]",1610612766.0,CHA,cutting finger roll,,,,,,0.8,Made,5.0,Bridges,M. Bridges,L. Ball,1630163.0,7.0,,,,,,,,,,,,,,,
492,PT01M17.00S,2021-11-11T02:42:56.7Z,3,REGULAR,turnover,bad pass,[],203937,,,1610612763,76,77,2021-11-11T02:43:00Z,4840000,,,0,,K. Anderson bad pass TURNOVER (1 TO),"[203937, 1628998]",1610612763.0,MEM,,,,,,,,,,Anderson,K. Anderson,,,,,,,,,,,1.0,Martin,1628998.0,,,,,
493,PT01M17.00S,2021-11-11T02:42:56.7Z,3,REGULAR,steal,,[],1628998,,,1610612766,76,77,2021-11-11T02:42:58Z,4850000,,,0,,C. Martin STEAL (2 STL),[1628998],1610612766.0,CHA,,,,,,,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,
494,PT01M11.00S,2021-11-11T02:43:05.3Z,3,REGULAR,foul,personal,['2freethrow'],203937,,,1610612766,76,77,2021-11-11T02:43:16Z,4860000,,,0,,K. Anderson shooting personal FOUL (2 PF) (Hayward 2 FT),"[203937, 202330]",1610612763.0,MEM,shooting,,,,,,,,,Anderson,K. Anderson,,,,,,,,2002.0,2.0,0.0,,,,Hayward,202330.0,,,
496,PT01M11.00S,2021-11-11T02:43:25.6Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],202330,,,1610612766,76,78,2021-11-11T02:43:25Z,4880000,,,0,,G. Hayward Free Throw 1 of 2 (15 PTS),[202330],1610612766.0,CHA,,,,,,,,Made,15.0,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,
498,PT01M11.00S,2021-11-11T02:43:26.3Z,3,REGULAR,substitution,out,[],1630163,,,1610612766,76,78,2021-11-11T02:43:39Z,4890000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,,,,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,
499,PT01M11.00S,2021-11-11T02:43:26.3Z,3,REGULAR,substitution,in,[],1626179,,,1610612766,76,78,2021-11-11T02:43:39Z,4900000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,,,,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,
500,PT01M11.00S,2021-11-11T02:43:42.6Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],202330,,,1610612766,76,79,2021-11-11T02:43:42Z,4910000,,,0,,G. Hayward Free Throw 2 of 2 (16 PTS),[202330],1610612766.0,CHA,,,,,,,,Made,16.0,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,
501,PT00M56.40S,2021-11-11T02:43:59.4Z,3,REGULAR,3pt,Jump Shot,[],1629630,83.26215505913272,5.392156862745098,1610612763,76,79,2021-11-11T02:44:03Z,4920000,-223.0,105.0,1,right,MISS J. Morant 24' 3PT,[1629630],1610612763.0,MEM,,,,,,,24.64,Missed,,Morant,J. Morant,,,,,,,,,,,,,,,,,,
502,PT00M54.40S,2021-11-11T02:44:01.4Z,3,REGULAR,rebound,defensive,[],1628970,,,1610612766,76,79,2021-11-11T02:44:03Z,4930000,,,0,,M. Bridges REBOUND (Off:2 Def:5),[1628970],1610612766.0,CHA,,,,,,,,,,Bridges,M. Bridges,,,,501.0,7.0,5.0,2.0,,,,,,,,,,,
503,PT00M41.50S,2021-11-11T02:44:17.3Z,3,REGULAR,foul,offensive,[],202330,,,1610612766,76,79,2021-11-11T02:44:23Z,4940000,,,0,,G. Hayward offensive FOUL (1 PF),"[202330, 1628415]",1610612766.0,CHA,,,,,,,,,,Hayward,G. Hayward,,,,,,,,202035.0,1.0,0.0,,,,Brooks,1628415.0,,,
505,PT00M41.50S,2021-11-11T02:44:17.3Z,3,REGULAR,turnover,offensive foul,[],202330,,,1610612766,76,79,2021-11-11T02:44:17Z,4960000,,,0,,G. Hayward offensive foul TURNOVER (4 TO),[202330],1610612766.0,CHA,,,,,,,,,,Hayward,G. Hayward,,,,,,,,202035.0,,,4.0,,,,,,,
506,PT00M21.20S,2021-11-11T02:44:51.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629723,93.9060446780552,48.77450980392157,1610612763,78,79,2021-11-11T02:44:56Z,4970000,-6.0,5.0,1,right,J. Konchar cutting Layup (4 PTS) (J. Morant 6 AST),"[1629723, 1629630]",1610612763.0,MEM,cutting,,,,,,0.78,Made,4.0,Konchar,J. Konchar,J. Morant,1629630.0,6.0,,,,,,,,,,,,,,,
508,PT00M00.40S,2021-11-11T02:45:14.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,6.783837056504599,45.588235294117645,1610612766,78,81,2021-11-11T02:45:27Z,4990000,22.0,11.0,1,left,K. Oubre Jr. driving floating bank Jump Shot (22 PTS) (T. Rozier 3 AST),"[1626162, 1626179]",1610612766.0,CHA,driving floating bank,,,,,,2.48,Made,22.0,Oubre Jr.,K. Oubre Jr.,T. Rozier,1626179.0,3.0,,,,,,,,,,,,,,,
510,PT00M00.00S,2021-11-11T02:45:28.3Z,3,REGULAR,period,end,[],0,,,1610612763,78,81,2021-11-11T02:45:28Z,5010000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT12M00.00S,2021-11-11T02:47:02.8Z,4,REGULAR,substitution,out,['startperiod'],1629630,,,1610612763,78,81,2021-11-11T02:47:48Z,5020000,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,,,,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,
512,PT12M00.00S,2021-11-11T02:47:02.8Z,4,REGULAR,substitution,out,['startperiod'],1629634,,,1610612763,78,81,2021-11-11T02:47:48Z,5030000,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,,,,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,
513,PT12M00.00S,2021-11-11T02:47:02.8Z,4,REGULAR,substitution,out,['startperiod'],1628415,,,1610612763,78,81,2021-11-11T02:47:48Z,5040000,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,,,,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,
514,PT12M00.00S,2021-11-11T02:47:02.8Z,4,REGULAR,substitution,out,['startperiod'],1628998,,,1610612763,78,81,2021-11-11T02:47:48Z,5050000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,,,,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,
516,PT12M00.00S,2021-11-11T02:47:02.8Z,4,REGULAR,substitution,out,['startperiod'],202330,,,1610612763,78,81,2021-11-11T02:47:48Z,5070000,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,,,,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,
517,PT12M00.00S,2021-11-11T02:47:02.8Z,4,REGULAR,substitution,in,['startperiod'],1626145,,,1610612763,78,81,2021-11-11T02:47:48Z,5080000,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,,,,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,
518,PT12M00.00S,2021-11-11T02:47:02.8Z,4,REGULAR,substitution,in,['startperiod'],1630217,,,1610612763,78,81,2021-11-11T02:47:48Z,5090000,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,,,,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,
519,PT12M00.00S,2021-11-11T02:47:02.8Z,4,REGULAR,substitution,in,['startperiod'],203500,,,1610612763,78,81,2021-11-11T02:47:48Z,5100000,,,0,,SUB in: S. Adams,[203500],1610612763.0,MEM,,,,,,,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,
520,PT12M00.00S,2021-11-11T02:47:02.8Z,4,REGULAR,substitution,in,['startperiod'],203486,,,1610612763,78,81,2021-11-11T02:47:48Z,5110000,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,,,,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,
522,PT12M00.00S,2021-11-11T02:47:02.8Z,4,REGULAR,substitution,in,['startperiod'],1629667,,,1610612763,78,81,2021-11-11T02:47:48Z,5130000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,,,,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,
523,PT12M00.00S,2021-11-11T02:48:01.5Z,4,REGULAR,period,start,[],0,,,1610612763,78,81,2021-11-11T02:48:01Z,5140000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT11M48.00S,2021-11-11T02:48:13.1Z,4,REGULAR,3pt,Jump Shot,[],1630217,94.95729303547962,2.2058823529411766,1610612763,78,81,2021-11-11T02:48:17Z,5150000,-239.0,-5.0,1,right,MISS D. Bane 3PT,[1630217],1610612763.0,MEM,,,,,,,23.91,Missed,,Bane,D. Bane,,,,,,,,,,,,,,,,,,
525,PT11M44.00S,2021-11-11T02:48:17.1Z,4,REGULAR,rebound,defensive,[],1626162,,,1610612766,78,81,2021-11-11T02:48:17Z,5160000,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:3),[1626162],1610612766.0,CHA,,,,,,,,,,Oubre Jr.,K. Oubre Jr.,,,,524.0,3.0,3.0,0.0,,,,,,,,,,,
526,PT11M32.00S,2021-11-11T02:48:28.1Z,4,REGULAR,turnover,bad pass,[],1626179,,,1610612766,78,81,2021-11-11T02:48:32Z,5170000,,,0,,T. Rozier bad pass TURNOVER (2 TO),"[1626179, 203937]",1610612766.0,CHA,,,,,,,,,,Rozier,T. Rozier,,,,,,,,,,,2.0,Anderson,203937.0,,,,,
527,PT11M32.00S,2021-11-11T02:48:28.1Z,4,REGULAR,steal,,[],203937,,,1610612763,78,81,2021-11-11T02:48:29Z,5180000,,,0,,K. Anderson STEAL (2 STL),[203937],1610612763.0,MEM,,,,,,,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,
528,PT11M27.00S,2021-11-11T02:48:34.4Z,4,REGULAR,turnover,lost ball,[],203937,,,1610612763,78,81,2021-11-11T02:48:38Z,5190000,,,0,,K. Anderson lost ball TURNOVER (2 TO),"[203937, 1626162]",1610612763.0,MEM,,,,,,,,,,Anderson,K. Anderson,,,,,,,,,,,2.0,Oubre Jr.,1626162.0,,,,,
529,PT11M27.00S,2021-11-11T02:48:34.4Z,4,REGULAR,steal,,[],1626162,,,1610612766,78,81,2021-11-11T02:48:36Z,5200000,,,0,,K. Oubre Jr. STEAL (1 STL),[1626162],1610612766.0,CHA,,,,,,,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,
