actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value
448,PT06M43.00S,2022-01-01T02:36:06.1Z,3,REGULAR,rebound,defensive,[],1630217,,,1610612763,70,72,2022-01-01T02:36:06Z,4420000,,,0,,D. Bane REBOUND (Off:0 Def:4),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,447.0,4.0,4.0,0.0,,,,,,,,,,,,,,
449,PT06M38.00S,2022-01-01T02:36:13.3Z,3,REGULAR,foul,personal,['2freethrow'],1629640,,,1610612763,70,72,2022-01-01T02:36:32Z,4430000,,,0,,K. Johnson shooting personal FOUL (3 PF) (Morant 2 FT),"[1629640, 1629630]",1610612759.0,SAS,shooting,,,Johnson,K. Johnson,,,,,,,,,,,,1628485.0,3.0,0.0,Morant,1629630.0,,,,,,,,,
451,PT06M38.00S,2022-01-01T02:36:35.3Z,3,REGULAR,freethrow,1 of 2,[],1629630,,,1610612763,71,72,2022-01-01T02:36:35Z,4450000,,,0,,J. Morant Free Throw 1 of 2 (21 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Made,21.0,,,,,,,,,,,,,,,,,,
452,PT06M38.00S,2022-01-01T02:36:36.0Z,3,REGULAR,substitution,out,[],203937,,,1610612763,71,72,2022-01-01T02:36:45Z,4460000,,,0,,SUB out: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT06M38.00S,2022-01-01T02:36:36.0Z,3,REGULAR,substitution,out,[],1627751,,,1610612763,71,72,2022-01-01T02:36:45Z,4470000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT06M38.00S,2022-01-01T02:36:36.0Z,3,REGULAR,substitution,in,[],1629681,,,1610612763,71,72,2022-01-01T02:36:45Z,4480000,,,0,,SUB in: K. Tillie,[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT06M38.00S,2022-01-01T02:36:36.0Z,3,REGULAR,substitution,in,[],201152,,,1610612763,71,72,2022-01-01T02:36:45Z,4490000,,,0,,SUB in: T. Young,[201152],1610612759.0,SAS,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT06M38.00S,2022-01-01T02:36:59.1Z,3,REGULAR,freethrow,2 of 2,[],1629630,,,1610612763,72,72,2022-01-01T02:36:59Z,4500000,,,0,,J. Morant Free Throw 2 of 2 (22 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Made,22.0,,,,,,,,,,,,,,,,,,
457,PT06M30.00S,2022-01-01T02:37:09.2Z,3,REGULAR,3pt,Jump Shot,[],1629640,31.35676741130092,34.31372549019608,1610612759,72,72,2022-01-01T02:37:13Z,4510000,78.0,242.0,1,left,MISS K. Johnson 25' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,25.47,Missed,,,,,,,,,,,,,,,,,,,
458,PT06M25.00S,2022-01-01T02:37:14.2Z,3,REGULAR,rebound,defensive,[],1628991,,,1610612763,72,72,2022-01-01T02:37:13Z,4520000,,,0,,J. Jackson Jr. REBOUND (Off:3 Def:7),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,457.0,10.0,7.0,3.0,,,,,,,,,,,,,,
459,PT06M14.00S,2022-01-01T02:37:24.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,94.56307490144546,49.50980392156863,1610612763,74,72,2022-01-01T02:37:27Z,4530000,-2.0,-1.0,1,right,D. Bane cutting Layup (12 PTS) (J. Morant 4 AST),"[1630217, 1629630]",1610612763.0,MEM,cutting,,,Bane,D. Bane,,,,,0.29,Made,12.0,,,,,,,,,,,,J. Morant,1629630.0,4.0,,,,
461,PT06M14.00S,2022-01-01T02:37:28.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,74,72,2022-01-01T02:37:28Z,4550000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT06M03.00S,2022-01-01T02:40:32.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],201152,5.732588699080158,50.49019607843137,1610612759,74,74,2022-01-01T02:40:36Z,4560000,-2.0,1.0,1,left,T. Young cutting DUNK (2 PTS) (L. Walker IV 2 AST),"[201152, 1629022]",1610612759.0,SAS,cutting,,,Young,T. Young,,,,,0.29,Made,2.0,,,,,,,,,,,,L. Walker IV,1629022.0,2.0,,,,
464,PT05M48.00S,2022-01-01T02:40:46.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,94.30026281208936,50.245098039215684,1610612763,74,74,2022-01-01T02:40:52Z,4580000,1.0,1.0,1,right,MISS J. Jackson Jr. cutting Layup,[1628991],1610612763.0,MEM,cutting,,,Jackson Jr.,J. Jackson Jr.,,,,,0.16,Missed,,,,,,,,,,,,,,,,,,,
465,PT05M46.00S,2022-01-01T02:40:48.5Z,3,REGULAR,rebound,offensive,[],1628991,,,1610612763,74,74,2022-01-01T02:40:52Z,4590000,,,0,,J. Jackson Jr. REBOUND (Off:4 Def:7),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,464.0,11.0,7.0,4.0,,,,,,,,,,,,,,
466,PT05M45.00S,2022-01-01T02:40:49.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628991,94.1688567674113,50.73529411764706,1610612763,76,74,2022-01-01T02:40:56Z,4600000,4.0,2.0,1,right,J. Jackson Jr. reverse Layup (10 PTS),[1628991],1610612763.0,MEM,reverse,,,Jackson Jr.,J. Jackson Jr.,,,,,0.44,Made,10.0,,,,,,,,,,,,,,,,,,
467,PT05M35.00S,2022-01-01T02:41:00.1Z,3,REGULAR,turnover,lost ball,[],203926,,,1610612759,76,74,2022-01-01T02:41:03Z,4610000,,,0,,D. McDermott lost ball TURNOVER (2 TO),"[203926, 1629681]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,2.0,Tillie,1629681.0,
468,PT05M35.00S,2022-01-01T02:41:00.1Z,3,REGULAR,steal,,[],1629681,,,1610612763,76,74,2022-01-01T02:41:02Z,4620000,,,0,,K. Tillie STEAL (1 STL),[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT05M12.00S,2022-01-01T02:41:22.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629630,91.14651773981603,36.029411764705884,1610612763,78,74,2022-01-01T02:41:25Z,4630000,-70.0,31.0,1,right,J. Morant 7' fadeaway Jump Shot (24 PTS),[1629630],1610612763.0,MEM,fadeaway,,,Morant,J. Morant,,,,,7.63,Made,24.0,,,,,,,,,,,,,,,,,,
470,PT04M53.00S,2022-01-01T02:41:41.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,10.5946123521682,48.529411764705884,1610612759,78,74,2022-01-01T02:41:45Z,4640000,7.0,47.0,1,left,MISS D. White driving Layup - blocked,"[1628401, 1629634]",1610612759.0,SAS,driving,,,White,D. White,,,,,4.77,Missed,,,,,,,,,,,Clarke,1629634.0,,,,,,,
471,PT04M53.00S,2022-01-01T02:41:41.3Z,3,REGULAR,block,,[],1629634,,,1610612759,78,74,2022-01-01T02:41:43Z,4650000,,,0,,B. Clarke BLOCK (2 BLK),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT04M50.00S,2022-01-01T02:41:44.3Z,3,REGULAR,rebound,defensive,[],1629634,,,1610612763,78,74,2022-01-01T02:41:45Z,4660000,,,0,,B. Clarke REBOUND (Off:1 Def:1),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,470.0,2.0,1.0,1.0,,,,,,,,,,,,,,
473,PT04M48.00S,2022-01-01T02:41:46.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630217,93.11760840998686,45.34313725490196,1610612763,78,74,2022-01-01T02:41:51Z,4670000,-23.0,12.0,1,right,MISS D. Bane driving floating bank Shot,[1630217],1610612763.0,MEM,driving floating bank,,,Bane,D. Bane,,,,,2.63,Missed,,,,,,,,,,,,,,,,,,,
474,PT04M44.00S,2022-01-01T02:41:50.9Z,3,REGULAR,rebound,defensive,[],201152,,,1610612759,78,74,2022-01-01T02:41:51Z,4680000,,,0,,T. Young REBOUND (Off:1 Def:2),[201152],1610612759.0,SAS,,,,Young,T. Young,,,,,,,,473.0,3.0,2.0,1.0,,,,,,,,,,,,,,
475,PT04M43.00S,2022-01-01T02:41:52.7Z,3,REGULAR,foul,personal,['2freethrow'],1629634,,,1610612759,78,74,2022-01-01T02:42:09Z,4690000,,,0,,B. Clarke shooting personal FOUL (1 PF) (Johnson 2 FT),"[1629634, 1629640]",1610612763.0,MEM,shooting,,,Clarke,B. Clarke,,,,,,,,,,,,1151.0,1.0,0.0,Johnson,1629640.0,,,,,,,,,
477,PT04M43.00S,2022-01-01T02:42:18.5Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1629640,,,1610612759,78,74,2022-01-01T02:42:18Z,4710000,,,0,,MISS K. Johnson Free Throw 1 of 2,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
478,PT04M43.00S,2022-01-01T02:42:18.5Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,78,74,2022-01-01T02:42:18Z,4720000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,477.0,,,,,,,,,,,,,,,,,
479,PT04M43.00S,2022-01-01T02:42:19.2Z,3,REGULAR,substitution,out,[],1628401,,,1610612759,78,74,2022-01-01T02:42:27Z,4730000,,,0,,SUB out: D. White,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT04M43.00S,2022-01-01T02:42:19.2Z,3,REGULAR,substitution,out,[],203926,,,1610612759,78,74,2022-01-01T02:42:27Z,4740000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT04M43.00S,2022-01-01T02:42:19.2Z,3,REGULAR,substitution,in,[],1630170,,,1610612759,78,74,2022-01-01T02:42:27Z,4750000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT04M43.00S,2022-01-01T02:42:19.2Z,3,REGULAR,substitution,in,[],1630200,,,1610612759,78,74,2022-01-01T02:42:27Z,4760000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT04M43.00S,2022-01-01T02:42:37.9Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1629640,,,1610612759,78,75,2022-01-01T02:42:37Z,4770000,,,0,,K. Johnson Free Throw 2 of 2 (4 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
484,PT04M24.00S,2022-01-01T02:42:56.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629634,84.05059132720105,49.01960784313725,1610612763,78,75,2022-01-01T02:43:00Z,4780000,-5.0,97.0,1,right,MISS B. Clarke 9' pullup Shot,[1629634],1610612763.0,MEM,pullup,,,Clarke,B. Clarke,,,,,9.75,Missed,,,,,,,,,,,,,,,,,,,
485,PT04M21.00S,2022-01-01T02:42:59.9Z,3,REGULAR,rebound,defensive,[],1629640,,,1610612759,78,75,2022-01-01T02:43:00Z,4790000,,,0,,K. Johnson REBOUND (Off:0 Def:6),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,484.0,6.0,6.0,0.0,,,,,,,,,,,,,,
486,PT04M10.00S,2022-01-01T02:43:10.6Z,3,REGULAR,3pt,Jump Shot,[],1630170,30.305519053876477,68.38235294117648,1610612759,78,75,2022-01-01T02:43:19Z,4800000,-92.0,232.0,1,left,MISS D. Vassell 24' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,24.99,Missed,,,,,,,,,,,,,,,,,,,
487,PT04M08.00S,2022-01-01T02:43:12.6Z,3,REGULAR,rebound,defensive,[],1629634,,,1610612763,78,75,2022-01-01T02:43:19Z,4810000,,,0,,B. Clarke REBOUND (Off:1 Def:2),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,486.0,3.0,2.0,1.0,,,,,,,,,,,,,,
488,PT04M08.00S,2022-01-01T02:43:15.7Z,3,REGULAR,foul,personal,[],201152,,,1610612763,78,75,2022-01-01T02:43:20Z,4820000,,,0,,T. Young personal FOUL (3 PF),"[201152, 1629634]",1610612759.0,SAS,,,,Young,T. Young,,,,,,,,,,,,1201.0,3.0,0.0,Clarke,1629634.0,,,,,,,,,
490,PT04M08.00S,2022-01-01T02:43:25.6Z,3,REGULAR,substitution,out,[],1630217,,,1610612763,78,75,2022-01-01T02:43:29Z,4840000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT04M08.00S,2022-01-01T02:43:25.6Z,3,REGULAR,substitution,in,[],1626145,,,1610612763,78,75,2022-01-01T02:43:29Z,4850000,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT03M57.00S,2022-01-01T02:43:55.1Z,3,REGULAR,turnover,3-second-violation,[],1628991,,,1610612763,78,75,2022-01-01T02:44:04Z,4860000,,,0,,J. Jackson Jr. 3-second-violation TURNOVER (2 TO),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,1201.0,,,,,,,,,,2.0,,,
493,PT03M38.00S,2022-01-01T02:44:24.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629640,27.94021024967148,19.607843137254903,1610612759,78,75,2022-01-01T02:44:28Z,4870000,152.0,210.0,1,left,MISS K. Johnson 25' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,25.93,Missed,,,,,,,,,,,,,,,,,,,
494,PT03M34.00S,2022-01-01T02:44:28.7Z,3,REGULAR,rebound,defensive,[],1629630,,,1610612763,78,75,2022-01-01T02:44:28Z,4880000,,,0,,J. Morant REBOUND (Off:0 Def:4),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,493.0,4.0,4.0,0.0,,,,,,,,,,,,,,
495,PT03M22.00S,2022-01-01T02:44:40.1Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,87.46714848883047,48.77450980392157,1610612763,80,75,2022-01-01T02:44:43Z,4890000,-6.0,65.0,1,right,J. Jackson Jr. 6' turnaround Hook (12 PTS),[1628991],1610612763.0,MEM,turnaround,,,Jackson Jr.,J. Jackson Jr.,,,,,6.56,Made,12.0,,,,,,,,,,,,,,,,,,
496,PT03M09.00S,2022-01-01T02:44:53.6Z,3,REGULAR,turnover,lost ball,[],201152,,,1610612759,80,75,2022-01-01T02:44:56Z,4900000,,,0,,T. Young lost ball TURNOVER (1 TO),"[201152, 1626145]",1610612759.0,SAS,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,1.0,Jones,1626145.0,
497,PT03M09.00S,2022-01-01T02:44:53.6Z,3,REGULAR,steal,,[],1626145,,,1610612763,80,75,2022-01-01T02:44:55Z,4910000,,,0,,T. Jones STEAL (1 STL),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT03M04.00S,2022-01-01T02:44:58.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626145,94.1688567674113,50.245098039215684,1610612763,82,75,2022-01-01T02:45:03Z,4920000,1.0,2.0,1,right,T. Jones cutting finger roll Layup (7 PTS) (K. Tillie 3 AST),"[1626145, 1629681]",1610612763.0,MEM,cutting finger roll,,,Jones,T. Jones,,,,,0.26,Made,7.0,,,,,,,,,,,,K. Tillie,1629681.0,3.0,,,,
500,PT02M38.00S,2022-01-01T02:45:24.6Z,3,REGULAR,turnover,bad pass,[],1629022,,,1610612759,82,75,2022-01-01T02:45:28Z,4940000,,,0,,L. Walker IV bad pass TURNOVER (1 TO),"[1629022, 1628991]",1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,1.0,Jackson Jr.,1628991.0,
501,PT02M38.00S,2022-01-01T02:45:24.6Z,3,REGULAR,steal,,[],1628991,,,1610612763,82,75,2022-01-01T02:45:26Z,4950000,,,0,,J. Jackson Jr. STEAL (1 STL),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT02M32.00S,2022-01-01T02:45:31.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629634,94.82588699080158,50.98039215686274,1610612763,82,75,2022-01-01T02:46:11Z,4960000,5.0,-4.0,1,right,MISS B. Clarke alley-oop Layup,[1629634],1610612763.0,MEM,alley-oop,,,Clarke,B. Clarke,,,,,0.63,Missed,,,,,,,,,,,,,,,,,,,
503,PT02M32.00S,2022-01-01T02:45:31.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612763,82,75,2022-01-01T02:46:11Z,4970000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,502.0,,,,,,,,,,,,,,,,,
504,PT02M32.00S,2022-01-01T02:45:41.7Z,3,REGULAR,turnover,traveling,[],1629634,,,1610612763,82,75,2022-01-01T02:45:47Z,4980000,,,0,,B. Clarke traveling TURNOVER (1 TO),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,1151.0,,,,,,,,,,1.0,,,
505,PT02M32.00S,2022-01-01T02:45:48.0Z,3,REGULAR,substitution,out,[],1628991,,,1610612759,82,75,2022-01-01T02:46:02Z,4990000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT02M32.00S,2022-01-01T02:45:48.0Z,3,REGULAR,substitution,in,[],1630583,,,1610612759,82,75,2022-01-01T02:46:02Z,5000000,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT02M14.00S,2022-01-01T02:46:13.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630200,8.360709592641262,48.28431372549019,1610612759,82,75,2022-01-01T02:46:17Z,5010000,9.0,26.0,1,left,MISS T. Jones driving finger roll Layup - blocked,"[1630200, 1630583]",1610612759.0,SAS,driving finger roll,,,Jones,T. Jones,,,,,2.75,Missed,,,,,,,,,,,Aldama,1630583.0,,,,,,,
508,PT02M14.00S,2022-01-01T02:46:13.6Z,3,REGULAR,block,,[],1630583,,,1610612759,82,75,2022-01-01T02:46:15Z,5020000,,,0,,S. Aldama BLOCK (1 BLK),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT02M10.00S,2022-01-01T02:46:17.6Z,3,REGULAR,rebound,defensive,[],1629634,,,1610612763,82,75,2022-01-01T02:46:17Z,5030000,,,0,,B. Clarke REBOUND (Off:1 Def:3),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,507.0,4.0,3.0,1.0,,,,,,,,,,,,,,
510,PT01M55.00S,2022-01-01T02:46:32.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,83.26215505913272,47.30392156862745,1610612763,84,75,2022-01-01T02:46:37Z,5040000,-13.0,105.0,1,right,J. Morant 10' floating Jump Shot (26 PTS),[1629630],1610612763.0,MEM,floating,,,Morant,J. Morant,,,,,10.57,Made,26.0,,,,,,,,,,,,,,,,,,
511,PT01M38.00S,2022-01-01T02:46:49.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,12.959921156373195,54.65686274509803,1610612759,84,77,2022-01-01T02:46:52Z,5050000,-23.0,69.0,1,left,K. Johnson 7' driving floating Jump Shot (6 PTS),[1629640],1610612759.0,SAS,driving floating,,,Johnson,K. Johnson,,,,,7.31,Made,6.0,,,,,,,,,,,,,,,,,,
512,PT01M20.00S,2022-01-01T02:47:07.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,90.75229960578186,43.627450980392155,1610612763,86,77,2022-01-01T02:47:11Z,5060000,-32.0,34.0,1,right,T. Jones driving floating bank Jump Shot (9 PTS) (J. Morant 5 AST),"[1626145, 1629630]",1610612763.0,MEM,driving floating bank,,,Jones,T. Jones,,,,,4.69,Made,9.0,,,,,,,,,,,,J. Morant,1629630.0,5.0,,,,
514,PT01M12.00S,2022-01-01T02:47:15.5Z,3,REGULAR,3pt,Jump Shot,[],1629022,31.225361366622867,28.186274509803923,1610612759,86,77,2022-01-01T02:47:20Z,5080000,109.0,241.0,1,left,MISS L. Walker IV 26' running 3PT,[1629022],1610612759.0,SAS,running,,,Walker IV,L. Walker IV,,,,,26.45,Missed,,,,,,,,,,,,,,,,,,,
515,PT01M08.00S,2022-01-01T02:47:19.5Z,3,REGULAR,rebound,defensive,[],1629634,,,1610612763,86,77,2022-01-01T02:47:20Z,5090000,,,0,,B. Clarke REBOUND (Off:1 Def:4),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,514.0,5.0,4.0,1.0,,,,,,,,,,,,,,
516,PT01M06.00S,2022-01-01T02:47:21.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629630,94.1688567674113,49.01960784313725,1610612763,88,77,2022-01-01T02:47:26Z,5100000,-5.0,2.0,1,right,J. Morant running finger roll Layup (28 PTS) (B. Clarke 2 AST),"[1629630, 1629634]",1610612763.0,MEM,running finger roll,,,Morant,J. Morant,,,,,0.54,Made,28.0,,,,,,,,,,,,B. Clarke,1629634.0,2.0,,,,
518,PT00M51.20S,2022-01-01T02:47:36.6Z,3,REGULAR,3pt,Jump Shot,[],1630170,9.937582128777924,2.941176470588235,1610612759,88,77,2022-01-01T02:47:40Z,5120000,235.0,41.0,1,left,MISS D. Vassell 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,23.88,Missed,,,,,,,,,,,,,,,,,,,
519,PT00M49.30S,2022-01-01T02:47:38.5Z,3,REGULAR,rebound,defensive,[],1629630,,,1610612763,88,77,2022-01-01T02:47:40Z,5130000,,,0,,J. Morant REBOUND (Off:0 Def:5),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,518.0,5.0,5.0,0.0,,,,,,,,,,,,,,
520,PT00M43.70S,2022-01-01T02:47:45.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630583,68.01905387647832,64.2156862745098,1610612763,88,77,2022-01-01T02:47:49Z,5140000,71.0,248.0,1,right,MISS S. Aldama 25' 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,25.81,Missed,,,,,,,,,,,,,,,,,,,
521,PT00M40.10S,2022-01-01T02:47:48.6Z,3,REGULAR,rebound,defensive,[],201152,,,1610612759,88,77,2022-01-01T02:47:49Z,5150000,,,0,,T. Young REBOUND (Off:1 Def:3),[201152],1610612759.0,SAS,,,,Young,T. Young,,,,,,,,520.0,4.0,3.0,1.0,,,,,,,,,,,,,,
522,PT00M30.70S,2022-01-01T02:47:58.0Z,3,REGULAR,2pt,Jump Shot,[],1629022,24.129434954007884,26.715686274509803,1610612759,88,79,2022-01-01T02:48:01Z,5160000,116.0,174.0,1,left,L. Walker IV 20' step back Jump Shot (11 PTS),[1629022],1610612759.0,SAS,step back,,,Walker IV,L. Walker IV,,,,,20.96,Made,11.0,,,,,,,,,,,,,,,,,,
523,PT00M08.10S,2022-01-01T02:48:24.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629634,94.30026281208936,49.26470588235294,1610612763,90,79,2022-01-01T02:48:27Z,5170000,-4.0,1.0,1,right,B. Clarke alley-oop DUNK (13 PTS) (J. Morant 6 AST),"[1629634, 1629630]",1610612763.0,MEM,alley-oop,,,Clarke,B. Clarke,,,,,0.39,Made,13.0,,,,,,,,,,,,J. Morant,1629630.0,6.0,,,,
525,PT00M03.70S,2022-01-01T02:48:36.9Z,3,REGULAR,foul,personal,[],1626145,,,1610612759,90,79,2022-01-01T02:48:42Z,5190000,,,0,,T. Jones take personal FOUL (1 PF),"[1626145, 1630200]",1610612763.0,MEM,take,,,Jones,T. Jones,,,,,,,,,,,,1151.0,1.0,0.0,Jones,1630200.0,,,,,,,,,
527,PT00M03.70S,2022-01-01T02:48:44.1Z,3,REGULAR,substitution,out,[],1629640,,,1610612759,90,79,2022-01-01T02:48:58Z,5210000,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT00M03.70S,2022-01-01T02:48:44.1Z,3,REGULAR,substitution,out,[],1630200,,,1610612759,90,79,2022-01-01T02:48:58Z,5220000,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT00M03.70S,2022-01-01T02:48:44.1Z,3,REGULAR,substitution,in,[],1627854,,,1610612759,90,79,2022-01-01T02:48:58Z,5230000,,,0,,SUB in: B. Forbes,[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT00M03.70S,2022-01-01T02:48:44.1Z,3,REGULAR,substitution,in,[],1628401,,,1610612759,90,79,2022-01-01T02:48:58Z,5240000,,,0,,SUB in: D. White,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT00M03.70S,2022-01-01T02:48:59.4Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612759,90,79,2022-01-01T02:49:05Z,5250000,,,0,,TEAM delay-of-game VIOLATION,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,1151.0,,,,,,,,,,,,,
532,PT00M00.20S,2022-01-01T02:49:23.0Z,3,REGULAR,3pt,Jump Shot,[],1629022,33.85348226018397,30.637254901960787,1610612759,90,79,2022-01-01T02:49:27Z,5260000,97.0,266.0,1,left,MISS L. Walker IV 28' pullup 3PT,[1629022],1610612759.0,SAS,pullup,,,Walker IV,L. Walker IV,,,,,28.28,Missed,,,,,,,,,,,,,,,,,,,
