actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
39,PT09M09.00S,2022-01-07T01:14:41.0Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,8,6,2022-01-07T01:14:42Z,390000,,,0,,J. Morant REBOUND (Off:1 Def:1),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,38.0,2.0,1.0,1.0,,,,,,,
40,PT09M03.00S,2022-01-07T01:14:46.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,17.0335085413929,44.11764705882353,1610612763,8,6,2022-01-07T01:14:53Z,400000,29.0,108.0,1,left,MISS J. Morant 11' driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,,11.15,Missed,,,,,,,,,,,,,,,,,,
41,PT09M00.00S,2022-01-07T01:14:49.9Z,1,REGULAR,rebound,offensive,[],1629630,,,1610612763,8,6,2022-01-07T01:14:49Z,410000,,,0,,J. Morant REBOUND (Off:2 Def:1),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,40.0,3.0,1.0,2.0,,,,,,,
42,PT08M57.00S,2022-01-07T01:14:52.8Z,1,REGULAR,turnover,bad pass,[],1629630,,,1610612763,8,6,2022-01-07T01:14:55Z,420000,,,0,,J. Morant bad pass TURNOVER (1 TO),"[1629630, 1630180]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,1.0,Bey,1630180.0,,,,,,,,,,,
43,PT08M57.00S,2022-01-07T01:14:52.8Z,1,REGULAR,steal,,[],1630180,,,1610612765,8,6,2022-01-07T01:14:54Z,430000,,,0,,S. Bey STEAL (1 STL),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT08M52.00S,2022-01-07T01:14:58.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628977,94.03745072273325,50.245098039215684,1610612765,8,8,2022-01-07T01:15:03Z,440000,1.0,4.0,1,right,H. Diallo running DUNK (2 PTS) (C. Cunningham 1 AST),"[1628977, 1630595]",1610612765.0,DET,running,,,Diallo,H. Diallo,,,,,,0.37,Made,2.0,C. Cunningham,1630595.0,1.0,,,,,,,,,,,,,,
46,PT08M40.00S,2022-01-07T01:15:09.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,17.427726675427067,39.950980392156865,1610612763,10,8,2022-01-07T01:15:13Z,460000,50.0,111.0,1,left,D. Brooks 12' driving floating Jump Shot (4 PTS),[1628415],1610612763.0,MEM,driving floating,,,Brooks,D. Brooks,,,,,,12.21,Made,4.0,,,,,,,,,,,,,,,,,
47,PT08M27.00S,2022-01-07T01:15:22.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,82.07950065703022,49.01960784313725,1610612765,10,8,2022-01-07T01:15:27Z,470000,-5.0,116.0,1,right,MISS K. Hayes 11' pullup Shot,[1630165],1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,,11.61,Missed,,,,,,,,,,,,,,,,,,
48,PT08M23.00S,2022-01-07T01:15:27.5Z,1,REGULAR,rebound,offensive,[],1630191,,,1610612765,10,8,2022-01-07T01:15:27Z,480000,,,0,,I. Stewart REBOUND (Off:1 Def:0),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,47.0,1.0,0.0,1.0,,,,,,,
49,PT08M20.00S,2022-01-07T01:15:29.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630191,91.93495400788436,48.28431372549019,1610612765,10,8,2022-01-07T01:15:34Z,490000,-9.0,23.0,1,right,MISS I. Stewart putback Layup,[1630191],1610612765.0,DET,putback,,,Stewart,I. Stewart,,,,,,2.48,Missed,,,,,,,,,,,,,,,,,,
50,PT08M17.00S,2022-01-07T01:15:32.5Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,10,8,2022-01-07T01:15:34Z,500000,,,0,,S. Adams REBOUND (Off:0 Def:2),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,49.0,2.0,2.0,0.0,,,,,,,
51,PT08M09.00S,2022-01-07T01:15:41.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,7.966491458607096,42.15686274509804,1610612763,10,8,2022-01-07T01:15:51Z,510000,39.0,22.0,1,left,MISS D. Brooks driving Layup - blocked,"[1628415, 1630165]",1610612763.0,MEM,driving,,,Brooks,D. Brooks,,,,,,4.51,Missed,,,,,,,,,,,,Hayes,1630165.0,,,,,
52,PT08M09.00S,2022-01-07T01:15:41.5Z,1,REGULAR,block,,[],1630165,,,1610612763,10,8,2022-01-07T01:15:51Z,520000,,,0,,K. Hayes BLOCK (1 BLK),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT08M09.00S,2022-01-07T01:15:41.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,10,8,2022-01-07T01:15:51Z,530000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,,
54,PT08M09.00S,2022-01-07T01:15:53.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,10,8,2022-01-07T01:15:53Z,540000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT08M04.00S,2022-01-07T01:16:03.4Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630533,20.318659658344284,30.637254901960787,1610612763,12,8,2022-01-07T01:16:05Z,550000,97.0,138.0,1,left,Z. Williams 16' pullup Jump Shot (4 PTS) (S. Adams 2 AST),"[1630533, 203500]",1610612763.0,MEM,pullup,,,Williams,Z. Williams,,,,,,16.9,Made,4.0,S. Adams,203500.0,2.0,,,,,,,,,,,,,,
57,PT07M44.00S,2022-01-07T01:16:22.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630165,95.6143232588699,52.20588235294118,1610612765,12,8,2022-01-07T01:16:26Z,570000,11.0,-11.0,1,right,MISS K. Hayes Layup,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,1.58,Missed,,,,,,,,,,,,,,,,,,
58,PT07M42.00S,2022-01-07T01:16:24.1Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,12,8,2022-01-07T01:16:26Z,580000,,,0,,S. Adams REBOUND (Off:0 Def:3),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,57.0,3.0,3.0,0.0,,,,,,,
59,PT07M36.00S,2022-01-07T01:16:31.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,6.389618922470433,50.245098039215684,1610612763,14,8,2022-01-07T01:16:35Z,590000,-1.0,8.0,1,left,J. Jackson Jr. driving Layup (2 PTS) (D. Brooks 1 AST),"[1628991, 1628415]",1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,,0.77,Made,2.0,D. Brooks,1628415.0,1.0,,,,,,,,,,,,,,
61,PT07M24.00S,2022-01-07T01:16:42.8Z,1,REGULAR,3pt,Jump Shot,[],1630595,87.86136662286465,3.1862745098039214,1610612765,14,8,2022-01-07T01:16:47Z,610000,-234.0,62.0,1,right,MISS C. Cunningham 24' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,24.21,Missed,,,,,,,,,,,,,,,,,,
62,PT07M21.00S,2022-01-07T01:16:45.8Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,14,8,2022-01-07T01:16:47Z,620000,,,0,,J. Morant REBOUND (Off:2 Def:2),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,61.0,4.0,2.0,2.0,,,,,,,
63,PT07M15.00S,2022-01-07T01:16:51.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,18.2161629434954,58.08823529411765,1610612763,16,8,2022-01-07T01:16:56Z,630000,-40.0,119.0,1,left,J. Morant 12' driving floating Jump Shot (6 PTS),[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,,12.54,Made,6.0,,,,,,,,,,,,,,,,,
64,PT07M07.00S,2022-01-07T01:17:04.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,16,8,2022-01-07T01:17:04Z,640000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M53.00S,2022-01-07T01:20:17.5Z,1,REGULAR,3pt,Jump Shot,[],1630595,68.9388961892247,69.6078431372549,1610612765,16,8,2022-01-07T01:20:25Z,650000,98.0,239.0,1,right,MISS C. Cunningham 25' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,25.88,Missed,,,,,,,,,,,,,,,,,,
66,PT06M50.00S,2022-01-07T01:20:20.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612763,16,8,2022-01-07T01:20:25Z,660000,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,
67,PT06M50.00S,2022-01-07T01:20:22.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,16,8,2022-01-07T01:20:22Z,670000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M37.00S,2022-01-07T01:20:36.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,15.982260183968464,37.745098039215684,1610612763,16,8,2022-01-07T01:20:40Z,680000,61.0,98.0,1,left,MISS J. Jackson Jr. 11' turnaround Hook,[1628991],1610612763.0,MEM,turnaround,,,Jackson Jr.,J. Jackson Jr.,,,,,,11.53,Missed,,,,,,,,,,,,,,,,,,
69,PT06M34.00S,2022-01-07T01:20:39.8Z,1,REGULAR,rebound,defensive,[],1630165,,,1610612765,16,8,2022-01-07T01:20:40Z,690000,,,0,,K. Hayes REBOUND (Off:0 Def:1),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,68.0,1.0,1.0,0.0,,,,,,,
70,PT06M27.00S,2022-01-07T01:20:46.7Z,1,REGULAR,turnover,bad pass,[],1630595,,,1610612765,16,8,2022-01-07T01:20:49Z,700000,,,0,,C. Cunningham bad pass TURNOVER (1 TO),"[1630595, 1630533]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,1.0,Williams,1630533.0,,,,,,,,,,,
71,PT06M27.00S,2022-01-07T01:20:46.7Z,1,REGULAR,steal,,[],1630533,,,1610612763,16,8,2022-01-07T01:20:48Z,710000,,,0,,Z. Williams STEAL (2 STL),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M17.00S,2022-01-07T01:20:57.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630533,31.225361366622867,62.99019607843137,1610612763,19,8,2022-01-07T01:21:00Z,720000,-65.0,241.0,1,left,Z. Williams 24' 3PT  (7 PTS) (D. Brooks 2 AST),"[1630533, 1628415]",1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,24.96,Made,7.0,D. Brooks,1628415.0,2.0,,,,,,,,,,,,,,
74,PT06M07.00S,2022-01-07T01:21:09.9Z,1,REGULAR,turnover,out-of-bounds,[],1630165,,,1610612765,19,8,2022-01-07T01:21:14Z,740000,,,0,,K. Hayes bad pass out-of-bounds TURNOVER (2 TO),[1630165],1610612765.0,DET,bad pass,,,Hayes,K. Hayes,,,,,1830.0,,,,,,,2.0,,,,,,,,,,,,,
75,PT06M07.00S,2022-01-07T01:21:12.3Z,1,REGULAR,substitution,out,[],1628415,,,1610612763,19,8,2022-01-07T01:21:32Z,750000,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M07.00S,2022-01-07T01:21:12.3Z,1,REGULAR,substitution,out,[],1628991,,,1610612763,19,8,2022-01-07T01:21:32Z,760000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M07.00S,2022-01-07T01:21:12.3Z,1,REGULAR,substitution,out,[],1630191,,,1610612763,19,8,2022-01-07T01:21:32Z,770000,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M07.00S,2022-01-07T01:21:12.3Z,1,REGULAR,substitution,in,[],1630583,,,1610612763,19,8,2022-01-07T01:21:32Z,780000,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M07.00S,2022-01-07T01:21:12.3Z,1,REGULAR,substitution,in,[],1629001,,,1610612763,19,8,2022-01-07T01:21:32Z,790000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M07.00S,2022-01-07T01:21:12.3Z,1,REGULAR,substitution,in,[],1626168,,,1610612763,19,8,2022-01-07T01:21:32Z,800000,,,0,,SUB in: T. Lyles,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M53.00S,2022-01-07T01:21:49.6Z,1,REGULAR,turnover,backcourt,[],203500,,,1610612763,19,8,2022-01-07T01:21:55Z,810000,,,0,,S. Adams backcourt TURNOVER (1 TO),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,1830.0,,,,,,,1.0,,,,,,,,,,,,,
82,PT05M53.00S,2022-01-07T01:22:00.4Z,1,REGULAR,substitution,out,[],1630595,,,1610612765,19,8,2022-01-07T01:22:06Z,820000,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M53.00S,2022-01-07T01:22:00.4Z,1,REGULAR,substitution,in,[],1628367,,,1610612765,19,8,2022-01-07T01:22:06Z,830000,,,0,,SUB in: J. Jackson,[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M41.00S,2022-01-07T01:22:22.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630180,68.80749014454665,65.19607843137256,1610612765,19,8,2022-01-07T01:22:26Z,840000,76.0,241.0,1,right,MISS S. Bey 25' pullup 3PT,[1630180],1610612765.0,DET,pullup,,,Bey,S. Bey,,,,,,25.24,Missed,,,,,,,,,,,,,,,,,,
85,PT05M40.00S,2022-01-07T01:22:23.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612763,19,8,2022-01-07T01:22:26Z,850000,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,84.0,,,,,,,,,,
86,PT05M40.00S,2022-01-07T01:22:26.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,19,8,2022-01-07T01:22:26Z,860000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M28.00S,2022-01-07T01:22:39.6Z,1,REGULAR,foul,personal,['2freethrow'],1626168,,,1610612763,19,8,2022-01-07T01:22:50Z,870000,,,0,,T. Lyles shooting personal FOUL (1 PF) (Williams 2 FT),"[1626168, 1630533]",1610612765.0,DET,shooting,,,Lyles,T. Lyles,,,,,1628171.0,,,,,,,,,,,,,,,,1.0,0.0,Williams,1630533.0,
89,PT05M28.00S,2022-01-07T01:23:07.1Z,1,REGULAR,freethrow,1 of 2,[],1630533,,,1610612763,20,8,2022-01-07T01:23:07Z,890000,,,0,,Z. Williams Free Throw 1 of 2 (8 PTS),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
90,PT05M28.00S,2022-01-07T01:23:23.8Z,1,REGULAR,freethrow,2 of 2,[],1630533,,,1610612763,21,8,2022-01-07T01:23:23Z,900000,,,0,,Z. Williams Free Throw 2 of 2 (9 PTS),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
