actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
182,PT11M17.00S,2022-01-07T01:39:15.2Z,2,REGULAR,3pt,Jump Shot,[],1630240,76.82325886990802,10.53921568627451,1610612765,34,24,2022-01-07T01:39:18Z,1820000,-197.0,165.0,1,right,S. Lee 25' 3PT pullup (7 PTS) (L. Garza 2 AST),"[1630240, 1630568]",1610612765.0,DET,pullup,,,Lee,S. Lee,,,,,,25.75,Made,7.0,L. Garza,1630568.0,2.0,,,,,,,,,,,,,,
184,PT10M54.00S,2022-01-07T01:39:38.1Z,2,REGULAR,3pt,Jump Shot,[],1628415,4.681340341655716,96.07843137254902,1610612763,34,24,2022-01-07T01:39:43Z,1840000,-230.0,-8.0,1,left,MISS D. Brooks 3PT,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,23.06,Missed,,,,,,,,,,,,,,,,,,
185,PT10M53.00S,2022-01-07T01:39:39.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612765,34,24,2022-01-07T01:39:43Z,1850000,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,184.0,,,,,,,,,,
186,PT10M53.00S,2022-01-07T01:39:42.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,34,24,2022-01-07T01:39:42Z,1860000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT10M39.00S,2022-01-07T01:40:06.5Z,2,REGULAR,3pt,Jump Shot,[],1628367,92.46057818659659,1.9607843137254901,1610612765,34,24,2022-01-07T01:40:17Z,1880000,-240.0,18.0,1,right,MISS J. Jackson 24' 3PT,[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,24.09,Missed,,,,,,,,,,,,,,,,,,
189,PT10M35.00S,2022-01-07T01:40:10.5Z,2,REGULAR,rebound,defensive,[],1629634,,,1610612763,34,24,2022-01-07T01:40:43Z,1890000,,,0,,B. Clarke REBOUND (Off:0 Def:1),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,188.0,1.0,1.0,0.0,,,,,,,
190,PT10M34.00S,2022-01-07T01:40:14.1Z,2,REGULAR,foul,personal,['2freethrow'],1626168,,,1610612763,34,24,2022-01-07T01:43:24Z,1900000,,,0,,T. Lyles shooting personal FOUL (2 PF) (Clarke 2 FT),"[1626168, 1629634]",1610612765.0,DET,shooting,,,Lyles,T. Lyles,,,,,1628171.0,,,,,,,,,,,,,,,,2.0,0.0,Clarke,1629634.0,
193,PT10M34.00S,2022-01-07T01:40:42.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,34,24,2022-01-07T01:43:09Z,1930000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT10M34.00S,2022-01-07T01:40:50.0Z,2,REGULAR,instantreplay,challenge,[],0,,,1610612763,34,24,2022-01-07T01:43:40Z,1950000,,,0,,,[],1610612763.0,MEM,overturned,,,,,,,,,1830.0,,,,,,,,,,,,,,,,,,,,Corrected to Shooting Foul on T. Lyles
196,PT10M34.00S,2022-01-07T01:43:31.7Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1629634,,,1610612763,34,24,2022-01-07T01:43:31Z,1960000,,,0,,MISS B. Clarke Free Throw 1 of 2,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,Missed,,,,,,,,,,,,,,,,,,
197,PT10M34.00S,2022-01-07T01:43:31.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,34,24,2022-01-07T01:43:31Z,1970000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,196.0,,,,,,,,,,
198,PT10M34.00S,2022-01-07T01:43:42.2Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1629634,,,1610612763,35,24,2022-01-07T01:43:42Z,1980000,,,0,,B. Clarke Free Throw 2 of 2 (3 PTS),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
199,PT10M19.00S,2022-01-07T01:43:58.3Z,2,REGULAR,3pt,Jump Shot,[],1630240,70.64717477003943,23.774509803921568,1610612765,35,27,2022-01-07T01:44:03Z,1990000,-131.0,223.0,1,right,S. Lee 25' 3PT step back (10 PTS) (L. Garza 3 AST),"[1630240, 1630568]",1610612765.0,DET,step back,,,Lee,S. Lee,,,,,,25.9,Made,10.0,L. Garza,1630568.0,3.0,,,,,,,,,,,,,,
201,PT10M08.00S,2022-01-07T01:44:08.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,5.206964520367937,48.529411764705884,1610612763,35,27,2022-01-07T01:44:13Z,2010000,7.0,-4.0,1,left,MISS D. Brooks driving reverse Layup,[1628415],1610612763.0,MEM,driving reverse,,,Brooks,D. Brooks,,,,,,0.82,Missed,,,,,,,,,,,,,,,,,,
202,PT10M05.00S,2022-01-07T01:44:11.9Z,2,REGULAR,rebound,defensive,[],1630568,,,1610612765,35,27,2022-01-07T01:44:13Z,2020000,,,0,,L. Garza REBOUND (Off:0 Def:1),[1630568],1610612765.0,DET,,,,Garza,L. Garza,,,,,,,,,,,,,,,201.0,1.0,1.0,0.0,,,,,,,
326,PT09M54.00S,2022-01-07T01:44:19.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630568,92.46057818659659,51.71568627450981,1610612765,35,27,2022-01-07T02:02:02Z,2025000,9.0,18.0,1,right,MISS L. Garza Layup - blocked,"[1630568, 1628415]",1610612765.0,DET,,,,Garza,L. Garza,,,,,,2.03,Missed,,,,,,,,,,,,Brooks,1628415.0,,,,,
327,PT09M54.00S,2022-01-07T01:44:19.2Z,2,REGULAR,block,,[],1628415,,,1610612765,35,27,2022-01-07T02:02:02Z,2027500,,,0,,D. Brooks BLOCK (1 BLK),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT09M54.00S,2022-01-07T01:44:19.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612763,35,27,2022-01-07T02:02:02Z,2028750,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,326.0,,,,,,,,,,
203,PT09M54.00S,2022-01-07T01:44:29.5Z,2,REGULAR,substitution,out,[],1628367,,,1610612763,35,27,2022-01-07T02:02:02Z,2030000,,,0,,SUB out: J. Jackson,[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M54.00S,2022-01-07T01:44:29.5Z,2,REGULAR,substitution,in,[],1630180,,,1610612763,35,27,2022-01-07T02:02:02Z,2040000,,,0,,SUB in: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M51.00S,2022-01-07T01:44:58.9Z,2,REGULAR,jumpball,recovered,[],1626145,,,1610612763,35,27,2022-01-07T02:02:02Z,2050000,,,0,,Jump Ball D. Brooks vs. L. Garza: Tip to T. Jones,"[1626145, 1628415, 1630568]",1610612763.0,MEM,heldball,T. Jones,1626145.0,Jones,T. Jones,Brooks,1628415.0,Garza,1630568.0,,,,,,,,,,,,,,,,,,,,,
210,PT09M48.00S,2022-01-07T01:45:01.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626145,6.258212877792378,50.73529411764706,1610612763,37,27,2022-01-07T02:02:09Z,2100000,-4.0,6.0,1,left,T. Jones driving finger roll Layup (9 PTS),[1626145],1610612763.0,MEM,driving finger roll,,,Jones,T. Jones,,,,,,0.73,Made,9.0,,,,,,,,,,,,,,,,,
211,PT09M38.00S,2022-01-07T01:45:11.3Z,2,REGULAR,turnover,bad pass,[],1630240,,,1610612765,37,27,2022-01-07T01:45:15Z,2110000,,,0,,S. Lee bad pass TURNOVER (1 TO),"[1630240, 1628991]",1610612765.0,DET,,,,Lee,S. Lee,,,,,,,,,,,,1.0,Jackson Jr.,1628991.0,,,,,,,,,,,
212,PT09M38.00S,2022-01-07T01:45:11.3Z,2,REGULAR,steal,,[],1628991,,,1610612763,37,27,2022-01-07T01:45:13Z,2120000,,,0,,J. Jackson Jr. STEAL (1 STL),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT09M33.00S,2022-01-07T01:45:17.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629634,6.258212877792378,48.529411764705884,1610612763,37,27,2022-01-07T01:45:24Z,2130000,7.0,6.0,1,left,MISS B. Clarke running Layup,[1629634],1610612763.0,MEM,running,,,Clarke,B. Clarke,,,,,,0.97,Missed,,,,,,,,,,,,,,,,,,
214,PT09M28.00S,2022-01-07T01:45:22.1Z,2,REGULAR,rebound,defensive,[],1630180,,,1610612765,37,27,2022-01-07T01:45:24Z,2140000,,,0,,S. Bey REBOUND (Off:0 Def:2),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,213.0,2.0,2.0,0.0,,,,,,,
215,PT09M23.00S,2022-01-07T01:45:29.2Z,2,REGULAR,foul,personal,['2freethrow'],1628991,,,1610612765,37,27,2022-01-07T01:45:38Z,2150000,,,0,,J. Jackson Jr. shooting personal FOUL (1 PF) (Lyles 2 FT),"[1628991, 1626168]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,203177.0,,,,,,,,,,,,,,,,1.0,0.0,Lyles,1626168.0,
217,PT09M23.00S,2022-01-07T01:46:01.5Z,2,REGULAR,freethrow,1 of 2,[],1626168,,,1610612765,37,28,2022-01-07T01:46:01Z,2170000,,,0,,T. Lyles Free Throw 1 of 2 (5 PTS),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
218,PT09M23.00S,2022-01-07T01:46:21.3Z,2,REGULAR,freethrow,2 of 2,[],1626168,,,1610612765,37,28,2022-01-07T01:46:21Z,2180000,,,0,,MISS T. Lyles Free Throw 2 of 2,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,Missed,,,,,,,,,,,,,,,,,,
219,PT09M21.00S,2022-01-07T01:46:22.2Z,2,REGULAR,rebound,defensive,[],1628991,,,1610612763,37,28,2022-01-07T01:46:22Z,2190000,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,218.0,1.0,1.0,0.0,,,,,,,
220,PT09M10.00S,2022-01-07T01:46:33.4Z,2,REGULAR,3pt,Jump Shot,[],1629681,20.318659658344284,8.333333333333332,1610612763,40,28,2022-01-07T01:46:38Z,2200000,208.0,138.0,1,left,K. Tillie 25' 3PT  (3 PTS) (T. Jones 1 AST),"[1629681, 1626145]",1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,25.01,Made,3.0,T. Jones,1626145.0,1.0,,,,,,,,,,,,,,
222,PT08M54.00S,2022-01-07T01:46:48.3Z,2,REGULAR,turnover,bad pass,[],1626168,,,1610612765,40,28,2022-01-07T01:46:51Z,2220000,,,0,,T. Lyles bad pass TURNOVER (1 TO),"[1626168, 1628415]",1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,1.0,Brooks,1628415.0,,,,,,,,,,,
223,PT08M54.00S,2022-01-07T01:46:48.3Z,2,REGULAR,steal,,[],1628415,,,1610612763,40,28,2022-01-07T01:46:50Z,2230000,,,0,,D. Brooks STEAL (1 STL),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M50.00S,2022-01-07T01:46:52.0Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626145,27.54599211563732,20.588235294117645,1610612763,43,28,2022-01-07T01:46:57Z,2240000,147.0,206.0,1,left,T. Jones 25' 3PT running pullup (12 PTS) (D. Brooks 4 AST),"[1626145, 1628415]",1610612763.0,MEM,running pullup,,,Jones,T. Jones,,,,,,25.35,Made,12.0,D. Brooks,1628415.0,4.0,,,,,,,,,,,,,,
226,PT08M45.00S,2022-01-07T01:47:02.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,43,28,2022-01-07T01:47:02Z,2260000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M45.00S,2022-01-07T01:49:20.0Z,2,REGULAR,substitution,out,[],1626168,,,1610612765,43,28,2022-01-07T01:49:42Z,2270000,,,0,,SUB out: T. Lyles,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M45.00S,2022-01-07T01:49:20.0Z,2,REGULAR,substitution,out,[],1630568,,,1610612765,43,28,2022-01-07T01:49:42Z,2280000,,,0,,SUB out: L. Garza,[1630568],1610612765.0,DET,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M45.00S,2022-01-07T01:49:20.0Z,2,REGULAR,substitution,in,[],1630191,,,1610612765,43,28,2022-01-07T01:49:42Z,2290000,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT08M45.00S,2022-01-07T01:49:20.0Z,2,REGULAR,substitution,in,[],1628977,,,1610612765,43,28,2022-01-07T01:49:42Z,2300000,,,0,,SUB in: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M42.00S,2022-01-07T01:49:57.5Z,2,REGULAR,turnover,bad pass,[],1630240,,,1610612765,43,28,2022-01-07T01:50:02Z,2310000,,,0,,S. Lee bad pass TURNOVER (2 TO),"[1630240, 1628415]",1610612765.0,DET,,,,Lee,S. Lee,,,,,,,,,,,,2.0,Brooks,1628415.0,,,,,,,,,,,
232,PT08M42.00S,2022-01-07T01:49:57.5Z,2,REGULAR,steal,,[],1628415,,,1610612763,43,28,2022-01-07T01:50:00Z,2320000,,,0,,D. Brooks STEAL (2 STL),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT08M36.00S,2022-01-07T01:50:03.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628991,11.12023653088042,38.23529411764706,1610612763,45,28,2022-01-07T01:50:08Z,2330000,59.0,52.0,1,left,J. Jackson Jr. 7' driving floating bank Jump Shot (4 PTS) (D. Brooks 5 AST),"[1628991, 1628415]",1610612763.0,MEM,driving floating bank,,,Jackson Jr.,J. Jackson Jr.,,,,,,7.85,Made,4.0,D. Brooks,1628415.0,5.0,,,,,,,,,,,,,,
235,PT08M12.00S,2022-01-07T01:50:30.5Z,2,REGULAR,foul,personal,['2freethrow'],1629634,,,1610612765,45,28,2022-01-07T01:50:36Z,2350000,,,0,,B. Clarke shooting personal FOUL (2 PF) (Diallo 2 FT),"[1629634, 1628977]",1610612763.0,MEM,shooting,,,Clarke,B. Clarke,,,,,1830.0,,,,,,,,,,,,,,,,2.0,0.0,Diallo,1628977.0,
237,PT08M12.00S,2022-01-07T01:50:57.4Z,2,REGULAR,freethrow,1 of 2,[],1628977,,,1610612765,45,29,2022-01-07T01:50:57Z,2370000,,,0,,H. Diallo Free Throw 1 of 2 (3 PTS),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
238,PT08M12.00S,2022-01-07T01:50:58.3Z,2,REGULAR,substitution,out,[],1630240,,,1610612765,45,29,2022-01-07T01:51:05Z,2380000,,,0,,SUB out: S. Lee,[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT08M12.00S,2022-01-07T01:50:58.3Z,2,REGULAR,substitution,in,[],1630165,,,1610612765,45,29,2022-01-07T01:51:05Z,2390000,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT08M12.00S,2022-01-07T01:51:15.1Z,2,REGULAR,freethrow,2 of 2,[],1628977,,,1610612765,45,30,2022-01-07T01:51:15Z,2400000,,,0,,H. Diallo Free Throw 2 of 2 (4 PTS),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
241,PT08M00.00S,2022-01-07T01:51:30.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,6.783837056504599,52.94117647058824,1610612763,45,30,2022-01-07T01:51:35Z,2410000,-15.0,11.0,1,left,MISS J. Jackson Jr. driving finger roll Layup,[1628991],1610612763.0,MEM,driving finger roll,,,Jackson Jr.,J. Jackson Jr.,,,,,,1.85,Missed,,,,,,,,,,,,,,,,,,
242,PT07M56.00S,2022-01-07T01:51:34.1Z,2,REGULAR,rebound,defensive,[],1628977,,,1610612765,45,30,2022-01-07T01:51:35Z,2420000,,,0,,H. Diallo REBOUND (Off:0 Def:2),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,241.0,2.0,2.0,0.0,,,,,,,
243,PT07M51.00S,2022-01-07T01:51:38.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630595,83.39356110381078,58.82352941176471,1610612765,45,30,2022-01-07T01:51:44Z,2430000,44.0,104.0,1,right,MISS C. Cunningham 11' pullup Shot,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,,11.26,Missed,,,,,,,,,,,,,,,,,,
244,PT07M48.00S,2022-01-07T01:51:41.8Z,2,REGULAR,rebound,offensive,[],1630191,,,1610612765,45,30,2022-01-07T01:51:41Z,2440000,,,0,,I. Stewart REBOUND (Off:2 Def:0),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,243.0,2.0,0.0,2.0,,,,,,,
245,PT07M46.00S,2022-01-07T01:51:43.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630191,93.51182654402102,50.245098039215684,1610612765,45,30,2022-01-07T01:51:55Z,2450000,1.0,8.0,1,right,MISS I. Stewart tip Layup,[1630191],1610612765.0,DET,tip,,,Stewart,I. Stewart,,,,,,0.86,Missed,,,,,,,,,,,,,,,,,,
246,PT07M44.00S,2022-01-07T01:51:46.1Z,2,REGULAR,rebound,offensive,[],1630191,,,1610612765,45,30,2022-01-07T01:51:46Z,2460000,,,0,,I. Stewart REBOUND (Off:3 Def:0),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,245.0,3.0,0.0,3.0,,,,,,,
247,PT07M36.00S,2022-01-07T01:51:53.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630595,67.88764783180025,67.15686274509804,1610612765,45,30,2022-01-07T01:51:57Z,2470000,86.0,249.0,1,right,MISS C. Cunningham 26' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,26.37,Missed,,,,,,,,,,,,,,,,,,
248,PT07M34.00S,2022-01-07T01:51:55.7Z,2,REGULAR,rebound,defensive,[],1628991,,,1610612763,45,30,2022-01-07T01:51:57Z,2480000,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:2),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,247.0,2.0,2.0,0.0,,,,,,,
249,PT07M27.00S,2022-01-07T01:52:02.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629634,10.33180026281209,46.81372549019608,1610612763,45,30,2022-01-07T01:52:06Z,2490000,16.0,45.0,1,left,MISS B. Clarke turnaround Hook,[1629634],1610612763.0,MEM,turnaround,,,Clarke,B. Clarke,,,,,,4.73,Missed,,,,,,,,,,,,,,,,,,
250,PT07M24.00S,2022-01-07T01:52:05.5Z,2,REGULAR,rebound,defensive,[],1630595,,,1610612765,45,30,2022-01-07T01:52:06Z,2500000,,,0,,C. Cunningham REBOUND (Off:0 Def:2),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,249.0,2.0,2.0,0.0,,,,,,,
251,PT07M10.00S,2022-01-07T01:52:20.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628977,93.51182654402102,45.83333333333333,1610612765,45,30,2022-01-07T01:52:24Z,2510000,-21.0,8.0,1,right,MISS H. Diallo Layup - blocked,"[1628977, 1628991]",1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,2.25,Missed,,,,,,,,,,,,Jackson Jr.,1628991.0,,,,,
301,PT07M10.00S,2022-01-07T01:52:20.8Z,2,REGULAR,block,,[],1628991,,,1610612765,45,30,2022-01-07T01:57:46Z,2515000,,,0,,J. Jackson Jr. BLOCK (1 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT07M07.00S,2022-01-07T01:52:23.8Z,2,REGULAR,rebound,offensive,[],1628977,,,1610612765,45,30,2022-01-07T01:52:23Z,2520000,,,0,,H. Diallo REBOUND (Off:1 Def:2),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,251.0,3.0,2.0,1.0,,,,,,,
253,PT07M05.00S,2022-01-07T01:52:25.7Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630165,93.11760840998686,72.05882352941177,1610612765,45,30,2022-01-07T01:52:30Z,2530000,110.0,12.0,1,right,MISS K. Hayes 11' step back Shot,[1630165],1610612765.0,DET,step back,,,Hayes,K. Hayes,,,,,,11.1,Missed,,,,,,,,,,,,,,,,,,
254,PT07M03.00S,2022-01-07T01:52:27.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612765,45,30,2022-01-07T01:52:30Z,2540000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,253.0,,,,,,,,,,
255,PT07M03.00S,2022-01-07T01:52:31.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,45,30,2022-01-07T01:52:31Z,2550000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT07M03.00S,2022-01-07T01:52:31.4Z,2,REGULAR,substitution,out,[],1629634,,,1610612765,45,30,2022-01-07T01:52:49Z,2560000,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT07M03.00S,2022-01-07T01:52:31.4Z,2,REGULAR,substitution,out,[],1626145,,,1610612765,45,30,2022-01-07T01:52:49Z,2570000,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT07M03.00S,2022-01-07T01:52:31.4Z,2,REGULAR,substitution,out,[],1629681,,,1610612765,45,30,2022-01-07T01:52:49Z,2580000,,,0,,SUB out: K. Tillie,[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT07M03.00S,2022-01-07T01:52:31.4Z,2,REGULAR,substitution,in,[],203500,,,1610612765,45,30,2022-01-07T01:52:49Z,2590000,,,0,,SUB in: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT07M03.00S,2022-01-07T01:52:31.4Z,2,REGULAR,substitution,in,[],1629630,,,1610612765,45,30,2022-01-07T01:52:49Z,2600000,,,0,,SUB in: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT07M03.00S,2022-01-07T01:52:31.4Z,2,REGULAR,substitution,in,[],1630533,,,1610612765,45,30,2022-01-07T01:52:49Z,2610000,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT06M56.00S,2022-01-07T01:53:05.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630191,94.03745072273325,47.794117647058826,1610612765,45,32,2022-01-07T01:53:10Z,2620000,-11.0,4.0,1,right,I. Stewart cutting finger roll Layup (4 PTS) (C. Cunningham 3 AST),"[1630191, 1630595]",1610612765.0,DET,cutting finger roll,,,Stewart,I. Stewart,,,,,,1.15,Made,4.0,C. Cunningham,1630595.0,3.0,,,,,,,,,,,,,,
264,PT06M36.00S,2022-01-07T01:53:24.9Z,2,REGULAR,2pt,Jump Shot,[],1629630,7.30946123521682,87.99019607843137,1610612763,45,32,2022-01-07T01:53:29Z,2640000,-190.0,16.0,1,left,MISS J. Morant 19' step back Shot,[1629630],1610612763.0,MEM,step back,,,Morant,J. Morant,,,,,,19.07,Missed,,,,,,,,,,,,,,,,,,
265,PT06M34.00S,2022-01-07T01:53:26.9Z,2,REGULAR,rebound,defensive,[],1628977,,,1610612765,45,32,2022-01-07T01:53:29Z,2650000,,,0,,H. Diallo REBOUND (Off:1 Def:3),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,264.0,4.0,3.0,1.0,,,,,,,
266,PT06M26.00S,2022-01-07T01:53:35.5Z,2,REGULAR,3pt,Jump Shot,[],1628977,70.51576872536137,72.54901960784314,1610612765,45,32,2022-01-07T01:53:39Z,2660000,113.0,225.0,1,right,MISS H. Diallo 25' 3PT,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,25.14,Missed,,,,,,,,,,,,,,,,,,
267,PT06M22.00S,2022-01-07T01:53:39.5Z,2,REGULAR,rebound,defensive,[],1629630,,,1610612763,45,32,2022-01-07T01:53:39Z,2670000,,,0,,J. Morant REBOUND (Off:2 Def:4),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,266.0,6.0,4.0,2.0,,,,,,,
268,PT06M17.00S,2022-01-07T01:53:45.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,7.046649145860711,44.85294117647059,1610612763,45,32,2022-01-07T01:53:58Z,2680000,26.0,14.0,1,left,MISS J. Jackson Jr. driving Layup,[1628991],1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,,2.91,Missed,,,,,,,,,,,,,,,,,,
269,PT06M17.00S,2022-01-07T01:53:45.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612763,45,32,2022-01-07T01:53:58Z,2690000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,268.0,,,,,,,,,,
270,PT06M16.00S,2022-01-07T01:53:49.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,45,32,2022-01-07T01:53:49Z,2700000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
