actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
20,PT10M37.00S,2022-03-06T01:12:26.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629630,66.04796320630749,55.88235294117647,1610612763,8,0,2022-03-06T01:12:34Z,200000,29.0,267.0,1,right,J. Morant 26' 3PT pullup (3 PTS),[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,26.82,Made,3.0,,,,,,,,,,,,,,,,,
21,PT10M19.00S,2022-03-06T01:12:44.2Z,1,REGULAR,3pt,Jump Shot,[],1628964,30.305519053876477,28.921568627450984,1610612753,8,3,2022-03-06T01:12:48Z,210000,105.0,232.0,1,left,M. Bamba 25' 3PT  (3 PTS) (R. Hampton 1 AST),"[1628964, 1630181]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,25.52,Made,3.0,R. Hampton,1630181.0,1.0,,,,,,,,,,,,,,
23,PT10M06.00S,2022-03-06T01:12:56.7Z,1,REGULAR,2pt,Jump Shot,[],1629630,86.94152431011827,33.82352941176471,1610612763,8,3,2022-03-06T01:13:05Z,230000,-81.0,70.0,1,right,MISS J. Morant 10' driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,10.71,Missed,,,,,,,,,,,,,,,,,,
24,PT10M05.00S,2022-03-06T01:13:00.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,8,3,2022-03-06T01:13:00Z,240000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,
25,PT10M05.00S,2022-03-06T01:13:02.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,8,3,2022-03-06T01:13:02Z,250000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,PT10M02.00S,2022-03-06T01:13:25.0Z,1,REGULAR,foul,personal,[],1630181,,,1610612763,8,3,2022-03-06T01:13:31Z,260000,,,0,,R. Hampton personal FOUL (1 PF),"[1630181, 1629630]",1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,1199.0,1.0,0.0,Morant,1629630.0
28,PT09M58.00S,2022-03-06T01:13:44.6Z,1,REGULAR,foul,personal,['2freethrow'],1629643,,,1610612763,8,3,2022-03-06T01:13:53Z,280000,,,0,,C. Okeke shooting personal FOUL (1 PF) (Jackson Jr. 2 FT),"[1629643, 1628991]",1610612753.0,ORL,shooting,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,200833.0,1.0,0.0,Jackson Jr.,1628991.0
30,PT09M58.00S,2022-03-06T01:14:05.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628991,,,1610612763,9,3,2022-03-06T01:14:05Z,300000,,,0,,J. Jackson Jr. Free Throw 1 of 2 (1 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
31,PT09M58.00S,2022-03-06T01:14:19.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1628991,,,1610612763,10,3,2022-03-06T01:14:19Z,310000,,,0,,J. Jackson Jr. Free Throw 2 of 2 (2 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
33,PT09M39.00S,2022-03-06T01:14:41.8Z,1,REGULAR,turnover,out-of-bounds,[],1630181,,,1610612753,10,3,2022-03-06T01:14:48Z,330000,,,0,,R. Hampton bad pass out-of-bounds TURNOVER (1 TO),[1630181],1610612753.0,ORL,bad pass,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,1.0,,,200833.0,,,,
34,PT09M27.00S,2022-03-06T01:14:57.9Z,1,REGULAR,turnover,bad pass,[],1629630,,,1610612763,10,3,2022-03-06T01:15:03Z,340000,,,0,,J. Morant bad pass TURNOVER (1 TO),"[1629630, 1628964]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,1.0,Bamba,1628964.0,,,,,
35,PT09M27.00S,2022-03-06T01:14:57.9Z,1,REGULAR,steal,,[],1628964,,,1610612753,10,3,2022-03-06T01:20:19Z,350000,,,0,,M. Bamba STEAL (1 STL),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,
36,PT09M22.00S,2022-03-06T01:15:03.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630175,27.54599211563732,77.69607843137256,1610612753,10,6,2022-03-06T01:15:10Z,360000,-138.0,206.0,1,left,C. Anthony 24' 3PT running (3 PTS) (F. Wagner 1 AST),"[1630175, 1630532]",1610612753.0,ORL,running,,,Anthony,C. Anthony,,,,,24.86,Made,3.0,F. Wagner,1630532.0,1.0,,,,,,,,,,,,,,
38,PT09M04.00S,2022-03-06T01:15:21.0Z,1,REGULAR,2pt,Jump Shot,[],1628991,89.30683311432325,67.8921568627451,1610612763,10,6,2022-03-06T01:15:25Z,380000,89.0,48.0,1,right,MISS J. Jackson Jr. 10' driving floating bank Shot,[1628991],1610612763.0,MEM,driving floating bank,,,Jackson Jr.,J. Jackson Jr.,,,,,10.16,Missed,,,,,,,,,,,,,,,,,,
39,PT09M02.00S,2022-03-06T01:15:23.0Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,10,6,2022-03-06T01:15:25Z,390000,,,0,,F. Wagner REBOUND (Off:0 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,38.0,1.0,1.0,0.0,,,,,,,,,,
40,PT08M44.00S,2022-03-06T01:15:41.8Z,1,REGULAR,2pt,Jump Shot,[],1630175,15.982260183968464,68.38235294117648,1610612753,10,6,2022-03-06T01:15:48Z,400000,-92.0,98.0,1,left,MISS C. Anthony 13' fadeaway Shot,[1630175],1610612753.0,ORL,fadeaway,,,Anthony,C. Anthony,,,,,13.41,Missed,,,,,,,,,,,,,,,,,,
41,PT08M41.00S,2022-03-06T01:15:44.8Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,10,6,2022-03-06T01:15:48Z,410000,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:2),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,40.0,2.0,2.0,0.0,,,,,,,,,,
42,PT08M31.00S,2022-03-06T01:15:54.9Z,1,REGULAR,3pt,Jump Shot,[],1629630,69.33311432325887,28.186274509803923,1610612763,13,6,2022-03-06T01:16:01Z,420000,-109.0,236.0,1,right,J. Morant 25' 3PT pullup (6 PTS),[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,25.98,Made,6.0,,,,,,,,,,,,,,,,,
43,PT08M12.00S,2022-03-06T01:16:13.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,6.389618922470433,48.529411764705884,1610612753,13,8,2022-03-06T01:16:20Z,430000,7.0,8.0,1,left,F. Wagner driving reverse Layup (2 PTS) (C. Okeke 1 AST),"[1630532, 1629643]",1610612753.0,ORL,driving reverse,,,Wagner,F. Wagner,,,,,1.06,Made,2.0,C. Okeke,1629643.0,1.0,,,,,,,,,,,,,,
45,PT07M45.00S,2022-03-06T01:16:39.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,80.76544021024968,48.529411764705884,1610612763,13,8,2022-03-06T01:16:48Z,450000,-7.0,128.0,1,right,MISS J. Morant 12' driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,12.85,Missed,,,,,,,,,,,,,,,,,,
46,PT07M42.00S,2022-03-06T01:16:42.7Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,13,8,2022-03-06T01:16:48Z,460000,,,0,,S. Adams REBOUND (Off:1 Def:0),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,45.0,1.0,0.0,1.0,,,,,,,,,,
47,PT07M40.00S,2022-03-06T01:16:45.1Z,1,REGULAR,foul,personal,['3freethrow'],1630181,,,1610612763,13,8,2022-03-06T01:17:01Z,470000,,,0,,R. Hampton shooting personal FOUL (2 PF) (Jackson Jr. 3 FT),"[1630181, 1628991]",1610612753.0,ORL,shooting,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,1628171.0,2.0,0.0,Jackson Jr.,1628991.0
49,PT07M40.00S,2022-03-06T01:17:15.9Z,1,REGULAR,freethrow,1 of 3,['2ndchance'],1628991,,,1610612763,14,8,2022-03-06T01:17:15Z,490000,,,0,,J. Jackson Jr. Free Throw 1 of 3 (3 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
50,PT07M40.00S,2022-03-06T01:17:31.8Z,1,REGULAR,freethrow,2 of 3,['2ndchance'],1628991,,,1610612763,15,8,2022-03-06T01:17:31Z,500000,,,0,,J. Jackson Jr. Free Throw 2 of 3 (4 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
51,PT07M40.00S,2022-03-06T01:17:49.5Z,1,REGULAR,freethrow,3 of 3,['2ndchance'],1628991,,,1610612763,16,8,2022-03-06T01:17:49Z,510000,,,0,,J. Jackson Jr. Free Throw 3 of 3 (5 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
52,PT07M29.00S,2022-03-06T01:18:01.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,14.536793692509855,56.61764705882353,1610612753,16,10,2022-03-06T01:18:06Z,520000,-33.0,84.0,1,left,F. Wagner 9' driving floating Jump Shot (4 PTS),[1630532],1610612753.0,ORL,driving floating,,,Wagner,F. Wagner,,,,,9.04,Made,4.0,,,,,,,,,,,,,,,,,
53,PT07M13.00S,2022-03-06T01:18:18.0Z,1,REGULAR,3pt,Jump Shot,[],1629630,66.5735873850197,53.18627450980392,1610612763,19,10,2022-03-06T01:18:23Z,530000,16.0,262.0,1,right,J. Morant 26' 3PT pullup (9 PTS),[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,26.22,Made,9.0,,,,,,,,,,,,,,,,,
54,PT07M03.00S,2022-03-06T01:18:27.8Z,1,REGULAR,3pt,Jump Shot,[],1628964,32.276609724047304,42.15686274509804,1610612753,19,13,2022-03-06T01:18:32Z,540000,39.0,251.0,1,left,M. Bamba 25' 3PT  (6 PTS) (F. Wagner 2 AST),"[1628964, 1630532]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,25.39,Made,6.0,F. Wagner,1630532.0,2.0,,,,,,,,,,,,,,
56,PT06M34.00S,2022-03-06T01:18:57.5Z,1,REGULAR,2pt,Jump Shot,[],1629630,73.01248357424441,69.36274509803921,1610612763,19,13,2022-03-06T01:19:02Z,560000,97.0,201.0,1,right,MISS J. Morant 22' pullup Shot,[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,22.33,Missed,,,,,,,,,,,,,,,,,,
57,PT06M32.00S,2022-03-06T01:18:59.5Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612753,19,13,2022-03-06T01:19:02Z,570000,,,0,,M. Bamba REBOUND (Off:0 Def:1),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,56.0,1.0,1.0,0.0,,,,,,,,,,
58,PT06M25.00S,2022-03-06T01:19:06.4Z,1,REGULAR,2pt,Jump Shot,[],1628964,20.844283837056505,43.627450980392155,1610612753,19,13,2022-03-06T01:19:10Z,580000,32.0,143.0,1,left,MISS M. Bamba 14' driving floating Shot,[1628964],1610612753.0,ORL,driving floating,,,Bamba,M. Bamba,,,,,14.69,Missed,,,,,,,,,,,,,,,,,,
59,PT06M23.00S,2022-03-06T01:19:08.4Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,19,13,2022-03-06T01:19:10Z,590000,,,0,,S. Adams REBOUND (Off:1 Def:1),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,58.0,2.0,1.0,1.0,,,,,,,,,,
60,PT06M17.00S,2022-03-06T01:19:14.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628991,72.61826544021025,18.872549019607842,1610612763,19,13,2022-03-06T01:19:23Z,600000,-156.0,205.0,1,right,MISS J. Jackson Jr. 25' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,25.73,Missed,,,,,,,,,,,,,,,,,,
61,PT06M12.00S,2022-03-06T01:19:19.7Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612753,19,13,2022-03-06T01:19:23Z,610000,,,0,,M. Bamba REBOUND (Off:0 Def:2),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,60.0,2.0,2.0,0.0,,,,,,,,,,
62,PT06M03.00S,2022-03-06T01:19:28.3Z,1,REGULAR,3pt,Jump Shot,[],1629643,28.07161629434954,75.49019607843137,1610612753,19,13,2022-03-06T01:19:33Z,620000,-127.0,211.0,1,left,MISS C. Okeke 24' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,24.69,Missed,,,,,,,,,,,,,,,,,,
63,PT06M00.00S,2022-03-06T01:19:31.3Z,1,REGULAR,rebound,defensive,[],1630533,,,1610612763,19,13,2022-03-06T01:19:33Z,630000,,,0,,Z. Williams REBOUND (Off:0 Def:1),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,62.0,1.0,1.0,0.0,,,,,,,,,,
64,PT05M50.00S,2022-03-06T01:19:41.5Z,1,REGULAR,turnover,bad pass,[],1629630,,,1610612763,19,13,2022-03-06T01:19:45Z,640000,,,0,,J. Morant bad pass TURNOVER (2 TO),"[1629630, 1629643]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,2.0,Okeke,1629643.0,,,,,
65,PT05M50.00S,2022-03-06T01:19:41.5Z,1,REGULAR,steal,,[],1629643,,,1610612753,19,13,2022-03-06T01:19:43Z,650000,,,0,,C. Okeke STEAL (1 STL),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M46.00S,2022-03-06T01:19:46.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629643,5.732588699080158,49.26470588235294,1610612753,19,15,2022-03-06T01:19:52Z,660000,4.0,1.0,1,left,C. Okeke running DUNK (2 PTS) (F. Wagner 3 AST),"[1629643, 1630532]",1610612753.0,ORL,running,,,Okeke,C. Okeke,,,,,0.4,Made,2.0,F. Wagner,1630532.0,3.0,,,,,,,,,,,,,,
68,PT05M46.00S,2022-03-06T01:19:50.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,19,15,2022-03-06T01:19:51Z,680000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M46.00S,2022-03-06T01:21:58.4Z,1,REGULAR,substitution,out,[],1628991,,,1610612763,19,15,2022-03-06T01:22:47Z,690000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M46.00S,2022-03-06T01:21:58.4Z,1,REGULAR,substitution,out,[],1630217,,,1610612763,19,15,2022-03-06T01:22:47Z,700000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M46.00S,2022-03-06T01:21:58.4Z,1,REGULAR,substitution,out,[],1630181,,,1610612763,19,15,2022-03-06T01:22:47Z,710000,,,0,,SUB out: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M46.00S,2022-03-06T01:21:58.4Z,1,REGULAR,substitution,in,[],1629001,,,1610612763,19,15,2022-03-06T01:22:47Z,720000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M46.00S,2022-03-06T01:21:58.4Z,1,REGULAR,substitution,in,[],203937,,,1610612763,19,15,2022-03-06T01:22:47Z,730000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M46.00S,2022-03-06T01:21:58.4Z,1,REGULAR,substitution,in,[],1628365,,,1610612763,19,15,2022-03-06T01:22:47Z,740000,,,0,,SUB in: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M34.00S,2022-03-06T01:23:09.1Z,1,REGULAR,3pt,Jump Shot,[],203937,91.27792378449409,95.58823529411765,1610612763,22,15,2022-03-06T01:23:14Z,750000,228.0,29.0,1,right,K. Anderson 3PT  (3 PTS) (J. Morant 2 AST),"[203937, 1629630]",1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,22.98,Made,3.0,J. Morant,1629630.0,2.0,,,,,,,,,,,,,,
77,PT05M16.00S,2022-03-06T01:23:27.7Z,1,REGULAR,turnover,lost ball,[],1629643,,,1610612753,22,15,2022-03-06T01:23:32Z,770000,,,0,,C. Okeke lost ball TURNOVER (1 TO),"[1629643, 203937]",1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,1.0,Anderson,203937.0,,,,,
78,PT05M16.00S,2022-03-06T01:23:27.7Z,1,REGULAR,steal,,[],203937,,,1610612763,22,15,2022-03-06T01:23:29Z,780000,,,0,,K. Anderson STEAL (1 STL),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M09.00S,2022-03-06T01:23:34.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630533,66.5735873850197,48.28431372549019,1610612763,22,15,2022-03-06T01:23:39Z,790000,-9.0,262.0,1,right,MISS Z. Williams 26' 3PT,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,26.18,Missed,,,,,,,,,,,,,,,,,,
80,PT05M05.00S,2022-03-06T01:23:38.3Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612753,22,15,2022-03-06T01:23:39Z,800000,,,0,,M. Bamba REBOUND (Off:0 Def:3),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,79.0,3.0,3.0,0.0,,,,,,,,,,
81,PT04M59.00S,2022-03-06T01:23:44.7Z,1,REGULAR,3pt,Jump Shot,[],1630175,31.35676741130092,63.23529411764706,1610612753,22,18,2022-03-06T01:23:50Z,810000,-66.0,242.0,1,left,C. Anthony 25' 3PT  (6 PTS) (F. Wagner 4 AST),"[1630175, 1630532]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,25.12,Made,6.0,F. Wagner,1630532.0,4.0,,,,,,,,,,,,,,
83,PT04M46.00S,2022-03-06T01:23:57.3Z,1,REGULAR,3pt,Jump Shot,[],1629001,84.05059132720105,96.56862745098039,1610612763,22,18,2022-03-06T01:24:02Z,830000,233.0,97.0,1,right,MISS D. Melton 25' 3PT,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,25.24,Missed,,,,,,,,,,,,,,,,,,
84,PT04M42.00S,2022-03-06T01:24:01.3Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612753,22,18,2022-03-06T01:24:02Z,840000,,,0,,M. Bamba REBOUND (Off:0 Def:4),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,83.0,4.0,4.0,0.0,,,,,,,,,,
85,PT04M32.00S,2022-03-06T01:24:14.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,22,18,2022-03-06T01:24:14Z,850000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M32.00S,2022-03-06T01:24:16.2Z,1,REGULAR,substitution,out,[],1630533,,,1610612753,22,18,2022-03-06T01:24:20Z,860000,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M32.00S,2022-03-06T01:24:16.2Z,1,REGULAR,substitution,in,[],1629723,,,1610612753,22,18,2022-03-06T01:24:20Z,870000,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M32.00S,2022-03-06T01:24:16.2Z,1,REGULAR,substitution,out,[],1628964,,,1610612753,22,18,2022-03-06T01:24:38Z,880000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M32.00S,2022-03-06T01:24:16.2Z,1,REGULAR,substitution,in,[],1629021,,,1610612753,22,18,2022-03-06T01:24:38Z,890000,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M23.00S,2022-03-06T01:24:51.8Z,1,REGULAR,3pt,Jump Shot,[],1629643,32.14520367936925,39.21568627450981,1610612753,22,18,2022-03-06T01:24:56Z,900000,54.0,250.0,1,left,MISS C. Okeke 25' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,25.55,Missed,,,,,,,,,,,,,,,,,,
