actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
18,PT10M52.00S,2021-12-30T01:12:58.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203937,7.178055190538765,94.85294117647058,1610612763,2,3,2021-12-30T01:13:05Z,180000,-224.0,15.0,1,left,MISS K. Anderson 3PT,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,22.48,Missed,,,,,,,,,,,,,,,,,,,
19,PT10M47.00S,2021-12-30T01:13:03.8Z,1,REGULAR,rebound,defensive,[],2730,,,1610612747,2,3,2021-12-30T01:13:05Z,190000,,,0,,D. Howard REBOUND (Off:0 Def:1),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,18.0,1.0,1.0,0.0,,,,,,,
20,PT10M40.00S,2021-12-30T01:13:10.0Z,1,REGULAR,3pt,Jump Shot,[],1628370,92.46057818659659,4.166666666666666,1610612747,2,3,2021-12-30T01:13:15Z,200000,-229.0,18.0,1,right,MISS M. Monk 3PT,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,22.99,Missed,,,,,,,,,,,,,,,,,,,
21,PT10M36.00S,2021-12-30T01:13:14.0Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,2,3,2021-12-30T01:13:15Z,210000,,,0,,J. Morant REBOUND (Off:0 Def:1),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,20.0,1.0,1.0,0.0,,,,,,,
22,PT10M27.00S,2021-12-30T01:13:23.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,7.966491458607096,63.970588235294116,1610612763,2,3,2021-12-30T01:13:28Z,220000,-70.0,22.0,1,left,MISS J. Morant 7' fadeaway Shot,[1629630],1610612763.0,MEM,fadeaway,,,Morant,J. Morant,,,,,7.34,Missed,,,,,,,,,,,,,,,,,,,
23,PT10M23.00S,2021-12-30T01:13:27.4Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,2,3,2021-12-30T01:13:28Z,230000,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,22.0,1.0,1.0,0.0,,,,,,,
24,PT10M16.00S,2021-12-30T01:13:37.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,2,3,2021-12-30T01:13:37Z,240000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,PT10M13.00S,2021-12-30T01:13:54.4Z,1,REGULAR,2pt,Jump Shot,[],2730,84.57621550591328,26.715686274509803,1610612747,2,3,2021-12-30T01:13:58Z,250000,-116.0,92.0,1,right,MISS D. Howard 14' bank Shot,[2730],1610612747.0,LAL,bank,,,Howard,D. Howard,,,,,14.87,Missed,,,,,,,,,,,,,,,,,,,
26,PT10M11.00S,2021-12-30T01:13:56.4Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,2,3,2021-12-30T01:13:58Z,260000,,,0,,S. Adams REBOUND (Off:1 Def:1),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,25.0,2.0,1.0,1.0,,,,,,,
27,PT10M02.00S,2021-12-30T01:14:05.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,12.697109067017081,53.18627450980392,1610612763,2,3,2021-12-30T01:14:09Z,270000,-16.0,67.0,1,left,MISS J. Morant 6' driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,6.88,Missed,,,,,,,,,,,,,,,,,,,
28,PT09M59.00S,2021-12-30T01:14:08.9Z,1,REGULAR,rebound,defensive,[],201566,,,1610612747,2,3,2021-12-30T01:14:09Z,280000,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,27.0,1.0,1.0,0.0,,,,,,,
29,PT09M52.00S,2021-12-30T01:14:18.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628370,93.77463863337714,46.568627450980394,1610612747,2,5,2021-12-30T01:14:23Z,290000,-17.0,6.0,1,right,M. Monk driving Layup (2 PTS) (L. James 1 AST),"[1628370, 2544]",1610612747.0,LAL,driving,,,Monk,M. Monk,,,,,1.82,Made,2.0,L. James,2544.0,1.0,,,,,,,,,,,,,,,
31,PT09M52.00S,2021-12-30T01:14:22.1Z,1,REGULAR,foul,personal,['1freethrow'],1630217,,,1610612747,2,5,2021-12-30T01:14:30Z,310000,,,0,,D. Bane shooting personal FOUL (1 PF) (Monk 1 FT),"[1630217, 1628370]",1610612763.0,MEM,shooting,,,Bane,D. Bane,,,,,,,,,,,,,,101284.0,,,,,1.0,0.0,Monk,1628370.0,,,
33,PT09M52.00S,2021-12-30T01:14:48.3Z,1,REGULAR,freethrow,1 of 1,[],1628370,,,1610612747,2,6,2021-12-30T01:14:48Z,330000,,,0,,M. Monk Free Throw 1 of 1 (3 PTS),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
34,PT09M34.00S,2021-12-30T01:15:09.0Z,1,REGULAR,3pt,Jump Shot,[],1629630,30.831143232588698,30.392156862745097,1610612763,5,6,2021-12-30T01:15:12Z,340000,98.0,237.0,1,left,J. Morant 25' 3PT  (3 PTS) (D. Bane 1 AST),"[1629630, 1630217]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,25.67,Made,3.0,D. Bane,1630217.0,1.0,,,,,,,,,,,,,,,
36,PT09M22.00S,2021-12-30T01:15:22.6Z,1,REGULAR,foul,personal,['2freethrow'],1628991,,,1610612747,5,6,2021-12-30T01:15:32Z,360000,,,0,,J. Jackson Jr. shooting personal FOUL (1 PF) (Howard 2 FT),"[1628991, 2730]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,1627961.0,,,,,1.0,0.0,Howard,2730.0,,,
38,PT09M22.00S,2021-12-30T01:15:51.5Z,1,REGULAR,freethrow,1 of 2,[],2730,,,1610612747,5,7,2021-12-30T01:15:51Z,380000,,,0,,D. Howard Free Throw 1 of 2 (1 PTS),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
39,PT09M22.00S,2021-12-30T01:16:06.4Z,1,REGULAR,freethrow,2 of 2,[],2730,,,1610612747,5,8,2021-12-30T01:16:06Z,390000,,,0,,D. Howard Free Throw 2 of 2 (2 PTS),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
40,PT09M07.00S,2021-12-30T01:16:29.2Z,1,REGULAR,2pt,Jump Shot,[],1630217,10.068988173455978,74.50980392156863,1610612763,7,8,2021-12-30T01:16:34Z,400000,-123.0,42.0,1,left,D. Bane 12' step back Jump Shot (2 PTS) (K. Anderson 1 AST),"[1630217, 203937]",1610612763.0,MEM,step back,,,Bane,D. Bane,,,,,12.95,Made,2.0,K. Anderson,203937.0,1.0,,,,,,,,,,,,,,,
42,PT08M56.00S,2021-12-30T01:16:39.6Z,1,REGULAR,3pt,Jump Shot,[],202340,67.7562417871222,37.254901960784316,1610612747,7,8,2021-12-30T01:16:44Z,420000,-64.0,251.0,1,right,MISS A. Bradley 25' 3PT,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,25.86,Missed,,,,,,,,,,,,,,,,,,,
43,PT08M53.00S,2021-12-30T01:16:43.3Z,1,REGULAR,rebound,offensive,[],1628370,,,1610612747,7,8,2021-12-30T01:16:43Z,430000,,,0,,M. Monk REBOUND (Off:1 Def:0),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,42.0,1.0,0.0,1.0,,,,,,,
44,PT08M43.00S,2021-12-30T01:16:53.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202340,90.88370565045992,95.83333333333334,1610612747,7,11,2021-12-30T01:16:57Z,440000,229.0,33.0,1,right,A. Bradley 3PT  (3 PTS) (R. Westbrook 1 AST),"[202340, 201566]",1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,23.16,Made,3.0,R. Westbrook,201566.0,1.0,,,,,,,,,,,,,,,
46,PT08M22.00S,2021-12-30T01:17:14.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,16.113666228646515,48.28431372549019,1610612763,9,11,2021-12-30T01:17:18Z,460000,9.0,99.0,1,left,K. Anderson 9' driving floating Jump Shot (2 PTS),[203937],1610612763.0,MEM,driving floating,,,Anderson,K. Anderson,,,,,9.94,Made,2.0,,,,,,,,,,,,,,,,,,
48,PT08M06.00S,2021-12-30T01:17:30.2Z,1,REGULAR,3pt,Jump Shot,[],2544,68.28186596583443,67.8921568627451,1610612747,9,14,2021-12-30T01:17:34Z,480000,89.0,246.0,1,right,L. James 26' 3PT  (6 PTS) (R. Westbrook 2 AST),"[2544, 201566]",1610612747.0,LAL,,,,James,L. James,,,,,26.15,Made,6.0,R. Westbrook,201566.0,2.0,,,,,,,,,,,,,,,
50,PT07M52.00S,2021-12-30T01:17:43.5Z,1,REGULAR,2pt,Jump Shot,[],1630217,22.552562417871222,47.794117647058826,1610612763,9,14,2021-12-30T01:17:47Z,500000,11.0,159.0,1,left,MISS D. Bane 15' pullup Shot,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,15.99,Missed,,,,,,,,,,,,,,,,,,,
51,PT07M49.00S,2021-12-30T01:17:46.5Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,9,14,2021-12-30T01:17:47Z,510000,,,0,,L. James REBOUND (Off:0 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,50.0,2.0,2.0,0.0,,,,,,,
52,PT07M41.00S,2021-12-30T01:17:54.3Z,1,REGULAR,2pt,Jump Shot,[],201566,75.3777923784494,68.87254901960785,1610612747,9,14,2021-12-30T01:17:58Z,520000,94.0,179.0,1,right,MISS R. Westbrook 20' pullup Shot,[201566],1610612747.0,LAL,pullup,,,Westbrook,R. Westbrook,,,,,20.23,Missed,,,,,,,,,,,,,,,,,,,
53,PT07M39.00S,2021-12-30T01:17:56.3Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,9,14,2021-12-30T01:17:58Z,530000,,,0,,S. Adams REBOUND (Off:1 Def:2),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,52.0,3.0,2.0,1.0,,,,,,,
54,PT07M34.00S,2021-12-30T01:18:02.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630217,6.389618922470433,50.73529411764706,1610612763,11,14,2021-12-30T01:18:08Z,540000,-4.0,8.0,1,left,D. Bane running reverse Layup (4 PTS),[1630217],1610612763.0,MEM,running reverse,,,Bane,D. Bane,,,,,0.85,Made,4.0,,,,,,,,,,,,,,,,,,
55,PT07M24.00S,2021-12-30T01:18:15.1Z,1,REGULAR,foul,personal,[],203937,,,1610612747,11,14,2021-12-30T01:18:17Z,550000,,,0,,K. Anderson personal FOUL (1 PF),"[203937, 201566]",1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,101284.0,,,,,1.0,0.0,Westbrook,201566.0,,,
57,PT07M16.00S,2021-12-30T01:18:38.7Z,1,REGULAR,2pt,Jump Shot,[],2544,82.60512483574244,30.392156862745097,1610612747,11,16,2021-12-30T01:19:16Z,570000,-98.0,111.0,1,right,L. James 14' step back bank Jump Shot (8 PTS),[2544],1610612747.0,LAL,step back bank,,,James,L. James,,,,,14.81,Made,8.0,,,,,,,,,,,,,,,,,,
59,PT06M59.00S,2021-12-30T01:18:59.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629630,11.383048620236531,58.82352941176471,1610612763,11,16,2021-12-30T01:21:29Z,590000,-44.0,55.0,1,left,MISS J. Morant 7' driving DUNK,[1629630],1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,7.01,Missed,,,,,,,,,,,,,,,,,,,
60,PT06M59.00S,2021-12-30T01:18:59.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612747,11,16,2021-12-30T01:19:10Z,600000,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,59.0,,,,,,,,,,
61,PT06M59.00S,2021-12-30T01:19:11.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,11,16,2021-12-30T01:19:11Z,610000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M59.00S,2021-12-30T01:19:15.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,11,16,2021-12-30T01:19:15Z,620000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M59.00S,2021-12-30T01:21:25.6Z,1,REGULAR,substitution,out,[],203937,,,1610612747,11,16,2021-12-30T01:21:59Z,630000,,,0,,SUB out: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M59.00S,2021-12-30T01:21:25.6Z,1,REGULAR,substitution,out,[],201566,,,1610612747,11,16,2021-12-30T01:21:59Z,640000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M59.00S,2021-12-30T01:21:25.6Z,1,REGULAR,substitution,in,[],1629681,,,1610612747,11,16,2021-12-30T01:21:59Z,650000,,,0,,SUB in: K. Tillie,[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M59.00S,2021-12-30T01:21:25.6Z,1,REGULAR,substitution,in,[],1629659,,,1610612747,11,16,2021-12-30T01:21:59Z,660000,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M42.00S,2021-12-30T01:22:28.1Z,1,REGULAR,2pt,Jump Shot,[],202340,79.58278580814718,31.372549019607842,1610612747,11,18,2021-12-30T01:22:32Z,670000,-93.0,139.0,1,right,A. Bradley 16' pullup Jump Shot (5 PTS) (L. James 2 AST),"[202340, 2544]",1610612747.0,LAL,pullup,,,Bradley,A. Bradley,,,,,16.76,Made,5.0,L. James,2544.0,2.0,,,,,,,,,,,,,,,
69,PT06M28.00S,2021-12-30T01:22:44.6Z,1,REGULAR,foul,personal,[],202340,,,1610612763,11,18,2021-12-30T01:22:47Z,690000,,,0,,A. Bradley personal FOUL (1 PF),"[202340, 1629630]",1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,1627961.0,,,,,1.0,0.0,Morant,1629630.0,,,
71,PT06M20.00S,2021-12-30T01:23:06.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,14.4053876478318,49.26470588235294,1610612763,11,18,2021-12-30T01:23:10Z,710000,4.0,83.0,1,left,MISS J. Morant 8' driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,8.3,Missed,,,,,,,,,,,,,,,,,,,
72,PT06M17.00S,2021-12-30T01:23:09.3Z,1,REGULAR,rebound,defensive,[],1629659,,,1610612747,11,18,2021-12-30T01:23:10Z,720000,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:1),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,71.0,1.0,1.0,0.0,,,,,,,
73,PT06M05.00S,2021-12-30T01:23:22.0Z,1,REGULAR,3pt,Jump Shot,[],202340,95.48291721419186,95.83333333333334,1610612747,11,18,2021-12-30T01:23:29Z,730000,229.0,-10.0,1,right,MISS A. Bradley 3PT,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,22.94,Missed,,,,,,,,,,,,,,,,,,,
74,PT06M01.00S,2021-12-30T01:23:26.0Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,11,18,2021-12-30T01:23:29Z,740000,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,73.0,1.0,1.0,0.0,,,,,,,
75,PT05M55.00S,2021-12-30T01:23:30.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630217,31.225361366622867,55.88235294117647,1610612763,11,18,2021-12-30T01:23:35Z,750000,-29.0,241.0,1,left,MISS D. Bane 24' 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,24.28,Missed,,,,,,,,,,,,,,,,,,,
76,PT05M52.00S,2021-12-30T01:23:33.8Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,11,18,2021-12-30T01:23:35Z,760000,,,0,,L. James REBOUND (Off:0 Def:3),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,75.0,3.0,3.0,0.0,,,,,,,
77,PT05M49.00S,2021-12-30T01:23:37.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629659,92.9862023653088,49.01960784313725,1610612747,11,18,2021-12-30T01:23:41Z,770000,-5.0,13.0,1,right,MISS T. Horton-Tucker running Layup,[1629659],1610612747.0,LAL,running,,,Horton-Tucker,T. Horton-Tucker,,,,,1.43,Missed,,,,,,,,,,,,,,,,,,,
78,PT05M46.00S,2021-12-30T01:23:40.2Z,1,REGULAR,rebound,defensive,[],1629681,,,1610612763,11,18,2021-12-30T01:28:36Z,780000,,,0,,K. Tillie REBOUND (Off:0 Def:1),[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,,,,,,,,77.0,1.0,1.0,0.0,,,,,,,
79,PT05M43.00S,2021-12-30T01:23:43.4Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1630217,29.122864651773984,39.21568627450981,1610612763,11,18,2021-12-30T01:24:00Z,790000,54.0,221.0,1,left,MISS D. Bane 22' running pullup Shot,[1630217],1610612763.0,MEM,running pullup,,,Bane,D. Bane,,,,,22.78,Missed,,,,,,,,,,,,,,,,,,,
80,PT05M42.00S,2021-12-30T01:23:44.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612747,11,18,2021-12-30T01:23:48Z,800000,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,79.0,,,,,,,,,,
81,PT05M42.00S,2021-12-30T01:23:48.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,11,18,2021-12-30T01:23:48Z,810000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M42.00S,2021-12-30T01:23:50.1Z,1,REGULAR,substitution,out,[],203500,,,1610612747,11,18,2021-12-30T01:24:26Z,820000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M42.00S,2021-12-30T01:23:50.1Z,1,REGULAR,substitution,out,[],1628991,,,1610612747,11,18,2021-12-30T01:24:26Z,830000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M42.00S,2021-12-30T01:23:50.1Z,1,REGULAR,substitution,in,[],1630214,,,1610612747,11,18,2021-12-30T01:24:26Z,840000,,,0,,SUB in: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M42.00S,2021-12-30T01:23:50.1Z,1,REGULAR,substitution,in,[],1629634,,,1610612747,11,18,2021-12-30T01:24:26Z,850000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M30.00S,2021-12-30T01:24:36.2Z,1,REGULAR,3pt,Jump Shot,[],2544,72.7496714848883,79.41176470588235,1610612747,11,21,2021-12-30T01:24:40Z,860000,147.0,204.0,1,right,L. James 25' 3PT  (11 PTS) (T. Horton-Tucker 1 AST),"[2544, 1629659]",1610612747.0,LAL,,,,James,L. James,,,,,25.13,Made,11.0,T. Horton-Tucker,1629659.0,1.0,,,,,,,,,,,,,,,
88,PT05M06.00S,2021-12-30T01:24:59.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630214,6.652431011826544,53.18627450980392,1610612763,11,21,2021-12-30T01:25:02Z,880000,-16.0,10.0,1,left,MISS X. Tillman turnaround Hook,[1630214],1610612763.0,MEM,turnaround,,,Tillman,X. Tillman,,,,,1.88,Missed,,,,,,,,,,,,,,,,,,,
89,PT05M04.00S,2021-12-30T01:25:01.2Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,11,21,2021-12-30T01:25:02Z,890000,,,0,,L. James REBOUND (Off:0 Def:4),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,88.0,4.0,4.0,0.0,,,,,,,
90,PT04M49.00S,2021-12-30T01:25:18.4Z,1,REGULAR,violation,kicked ball,[],1630217,,,1610612747,11,21,2021-12-30T01:25:23Z,900000,,,0,,D. Bane kicked ball VIOLATION,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,1627961.0,,,,,,,,,,,
91,PT04M49.00S,2021-12-30T01:25:20.7Z,1,REGULAR,substitution,out,[],1628370,,,1610612747,11,21,2021-12-30T01:25:28Z,910000,,,0,,SUB out: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M49.00S,2021-12-30T01:25:20.7Z,1,REGULAR,substitution,out,[],2730,,,1610612747,11,21,2021-12-30T01:25:28Z,920000,,,0,,SUB out: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M49.00S,2021-12-30T01:25:20.7Z,1,REGULAR,substitution,in,[],2546,,,1610612747,11,21,2021-12-30T01:25:28Z,930000,,,0,,SUB in: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M49.00S,2021-12-30T01:25:20.7Z,1,REGULAR,substitution,in,[],201954,,,1610612747,11,21,2021-12-30T01:25:28Z,940000,,,0,,SUB in: D. Collison,[201954],1610612747.0,LAL,,,,Collison,D. Collison,,,,,,,,,,,,,,,,,,,,,,,,,
