actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
355,PT01M14.00S,2021-11-29T00:05:35.8Z,2,REGULAR,steal,,[],203937,,,1610612763,67,47,2021-11-29T00:05:37Z,3510000,,,0,,K. Anderson STEAL (1 STL),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT01M12.00S,2021-11-29T00:05:38.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629634,6.1268068331143235,50.245098039215684,1610612763,69,47,2021-11-29T00:05:43Z,3520000,-1.0,5.0,1,left,B. Clarke cutting DUNK (10 PTS) (K. Anderson 3 AST),"[1629634, 203937]",1610612763.0,MEM,cutting,,,Clarke,B. Clarke,,,,,0.52,Made,10.0,K. Anderson,203937.0,3.0,,,,,,,,,,,,,,,
358,PT01M04.00S,2021-11-29T00:05:45.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627741,92.32917214191852,51.9607843137255,1610612758,69,47,2021-11-29T00:05:49Z,3540000,10.0,20.0,1,right,MISS B. Hield driving finger roll Layup,[1627741],1610612758.0,SAC,driving finger roll,,,Hield,B. Hield,,,,,2.19,Missed,,,,,,,,,,,,,,,,,,,
360,PT01M01.00S,2021-11-29T00:05:48.4Z,2,REGULAR,rebound,defensive,[],1629634,,,1610612763,69,47,2021-11-29T00:05:49Z,3560000,,,0,,B. Clarke REBOUND (Off:0 Def:4),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,358.0,4.0,4.0,0.0,,,,,
361,PT00M56.70S,2021-11-29T00:05:54.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626145,30.436925098554536,28.921568627450984,1610612763,69,47,2021-11-29T00:05:58Z,3570000,105.0,234.0,1,left,MISS T. Jones 25' running 3PT,[1626145],1610612763.0,MEM,running,,,Jones,T. Jones,,,,,25.63,Missed,,,,,,,,,,,,,,,,,,,
362,PT00M56.00S,2021-11-29T00:05:57.8Z,2,REGULAR,rebound,offensive,[],203937,,,1610612763,69,47,2021-11-29T00:05:57Z,3580000,,,0,,K. Anderson REBOUND (Off:1 Def:1),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,361.0,2.0,1.0,1.0,,,,,
363,PT00M56.00S,2021-11-29T00:05:57.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203937,5.590000152587891,50.0,1610612763,71,47,2021-11-29T00:05:57Z,3590000,0.0,0.0,1,left,K. Anderson tip Layup (4 PTS),[203937],1610612763.0,MEM,tip,,,Anderson,K. Anderson,,,,,0.0,Made,4.0,,,,,,,,,,,,,,,,,,
364,PT00M41.90S,2021-11-29T00:06:15.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,92.32917214191852,47.05882352941176,1610612758,71,49,2021-11-29T00:06:19Z,3600000,-15.0,20.0,1,right,D. Fox driving finger roll Layup (11 PTS),[1628368],1610612758.0,SAC,driving finger roll,,,Fox,D. Fox,,,,,2.45,Made,11.0,,,,,,,,,,,,,,,,,,
365,PT00M41.90S,2021-11-29T00:06:18.9Z,2,REGULAR,foul,personal,['1freethrow'],1628415,,,1610612758,71,49,2021-11-29T00:06:28Z,3610000,,,0,,D. Brooks shooting personal FOUL (2 PF) (Fox 1 FT),"[1628415, 1628368]",1610612763.0,MEM,shooting,,,Brooks,D. Brooks,,,,,,,,,,,201638.0,2.0,0.0,Fox,1628368.0,,,,,,,,,,
367,PT00M41.90S,2021-11-29T00:06:52.8Z,2,REGULAR,freethrow,1 of 1,[],1628368,,,1610612758,71,50,2021-11-29T00:06:52Z,3630000,,,0,,D. Fox Free Throw 1 of 1 (12 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
368,PT00M31.30S,2021-11-29T00:07:04.9Z,2,REGULAR,3pt,Jump Shot,[],203937,30.305519053876477,27.941176470588236,1610612763,74,50,2021-11-29T00:07:08Z,3640000,110.0,232.0,1,left,K. Anderson 25' 3PT  (7 PTS) (T. Jones 6 AST),"[203937, 1626145]",1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,25.72,Made,7.0,T. Jones,1626145.0,6.0,,,,,,,,,,,,,,,
370,PT00M11.80S,2021-11-29T00:07:30.2Z,2,REGULAR,3pt,Jump Shot,[],1628368,66.70499342969777,55.392156862745104,1610612758,74,50,2021-11-29T00:07:33Z,3660000,27.0,260.0,1,right,MISS D. Fox 26' pullup 3PT,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,26.19,Missed,,,,,,,,,,,,,,,,,,,
371,PT00M10.00S,2021-11-29T00:07:32.0Z,2,REGULAR,rebound,defensive,[],1630217,,,1610612763,74,50,2021-11-29T00:07:32Z,3670000,,,0,,D. Bane REBOUND (Off:0 Def:2),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,370.0,2.0,2.0,0.0,,,,,
372,PT00M07.90S,2021-11-29T00:07:34.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628415,6.389618922470433,49.50980392156863,1610612763,76,50,2021-11-29T00:07:43Z,3680000,2.0,8.0,1,left,D. Brooks running finger roll Layup (15 PTS) (D. Bane 2 AST),"[1628415, 1630217]",1610612763.0,MEM,running finger roll,,,Brooks,D. Brooks,,,,,0.8,Made,15.0,D. Bane,1630217.0,2.0,,,,,,,,,,,,,,,
374,PT00M01.60S,2021-11-29T00:07:45.0Z,2,REGULAR,2pt,Jump Shot,[],202684,83.919185282523,70.58823529411765,1610612758,76,52,2021-11-29T00:07:49Z,3700000,103.0,99.0,1,right,T. Thompson 14' floating Jump Shot (9 PTS),[202684],1610612758.0,SAC,floating,,,Thompson,T. Thompson,,,,,14.26,Made,9.0,,,,,,,,,,,,,,,,,,
376,PT00M00.00S,2021-11-29T00:07:54.4Z,2,REGULAR,turnover,bad pass,[],203937,,,1610612763,76,52,2021-11-29T00:07:59Z,3720000,,,0,,K. Anderson bad pass TURNOVER (1 TO),"[203937, 202684]",1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,1.0,,,,,,,Thompson,202684.0,
377,PT00M00.00S,2021-11-29T00:07:54.4Z,2,REGULAR,steal,,[],202684,,,1610612758,76,52,2021-11-29T00:07:56Z,3730000,,,0,,T. Thompson STEAL (1 STL),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT00M00.00S,2021-11-29T00:08:08.7Z,2,REGULAR,period,end,[],0,,,1610612758,76,52,2021-11-29T00:08:08Z,3740000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT12M00.00S,2021-11-29T00:21:49.7Z,3,REGULAR,substitution,out,['startperiod'],203937,,,1610612758,76,52,2021-11-29T00:23:13Z,3750000,,,0,,SUB out: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT12M00.00S,2021-11-29T00:21:49.7Z,3,REGULAR,substitution,out,['startperiod'],1629634,,,1610612758,76,52,2021-11-29T00:23:13Z,3760000,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT12M00.00S,2021-11-29T00:21:49.7Z,3,REGULAR,substitution,out,['startperiod'],202684,,,1610612758,76,52,2021-11-29T00:23:13Z,3770000,,,0,,SUB out: T. Thompson,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT12M00.00S,2021-11-29T00:21:49.7Z,3,REGULAR,substitution,out,['startperiod'],1627741,,,1610612758,76,52,2021-11-29T00:23:13Z,3780000,,,0,,SUB out: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT12M00.00S,2021-11-29T00:21:49.7Z,3,REGULAR,substitution,in,['startperiod'],1628991,,,1610612758,76,52,2021-11-29T00:23:13Z,3790000,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT12M00.00S,2021-11-29T00:21:49.7Z,3,REGULAR,substitution,in,['startperiod'],203500,,,1610612758,76,52,2021-11-29T00:23:13Z,3800000,,,0,,SUB in: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT12M00.00S,2021-11-29T00:21:49.7Z,3,REGULAR,substitution,in,['startperiod'],203458,,,1610612758,76,52,2021-11-29T00:23:13Z,3810000,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT12M00.00S,2021-11-29T00:21:49.7Z,3,REGULAR,substitution,in,['startperiod'],1630169,,,1610612758,76,52,2021-11-29T00:23:13Z,3820000,,,0,,SUB in: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT12M00.00S,2021-11-29T00:23:26.1Z,3,REGULAR,period,start,[],0,,,1610612758,76,52,2021-11-29T00:23:26Z,3830000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT12M00.00S,2021-11-29T00:23:27.2Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612758,76,52,2021-11-29T00:23:35Z,3840000,,,0,,TEAM delay-of-game VIOLATION,[],1610612758.0,SAC,,,,,,,,,,,,,,,,203177.0,,,,,,,,,,,,,,
389,PT11M41.00S,2021-11-29T00:23:43.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629056,18.2161629434954,48.77450980392157,1610612758,76,54,2021-11-29T00:23:47Z,3850000,6.0,119.0,1,left,T. Davis 11' driving floating Jump Shot (5 PTS),[1629056],1610612758.0,SAC,driving floating,,,Davis,T. Davis,,,,,11.89,Made,5.0,,,,,,,,,,,,,,,,,,
390,PT11M21.00S,2021-11-29T00:24:03.5Z,3,REGULAR,2pt,Jump Shot,[],1628415,78.26872536136662,65.68627450980392,1610612763,76,54,2021-11-29T00:24:06Z,3860000,78.0,152.0,1,right,MISS D. Brooks 17' pullup Shot,[1628415],1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,17.09,Missed,,,,,,,,,,,,,,,,,,,
391,PT11M20.00S,2021-11-29T00:24:04.5Z,3,REGULAR,rebound,defensive,[],1629002,,,1610612758,76,54,2021-11-29T00:24:06Z,3870000,,,0,,C. Metu REBOUND (Off:2 Def:5),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,390.0,7.0,5.0,2.0,,,,,
392,PT11M12.00S,2021-11-29T00:24:13.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,18.610381077529567,49.754901960784316,1610612758,76,54,2021-11-29T00:24:17Z,3880000,1.0,122.0,1,left,MISS D. Fox 12' pullup Shot - blocked,"[1628368, 1628991]",1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,12.24,Missed,,,,,,,,,,,,,,,Jackson Jr.,1628991.0,,,
393,PT11M12.00S,2021-11-29T00:24:13.8Z,3,REGULAR,block,,[],1628991,,,1610612758,76,54,2021-11-29T00:24:17Z,3890000,,,0,,J. Jackson Jr. BLOCK (1 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT11M07.00S,2021-11-29T00:24:18.8Z,3,REGULAR,rebound,defensive,[],1628415,,,1610612763,76,54,2021-11-29T00:24:17Z,3900000,,,0,,D. Brooks REBOUND (Off:1 Def:3),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,392.0,4.0,3.0,1.0,,,,,
395,PT11M05.00S,2021-11-29T00:24:19.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628991,93.64323258869908,47.30392156862745,1610612763,78,54,2021-11-29T00:24:27Z,3910000,-13.0,7.0,1,right,J. Jackson Jr. running finger roll Layup (6 PTS) (D. Brooks 1 AST),"[1628991, 1628415]",1610612763.0,MEM,running finger roll,,,Jackson Jr.,J. Jackson Jr.,,,,,1.53,Made,6.0,D. Brooks,1628415.0,1.0,,,,,,,,,,,,,,,
397,PT10M50.00S,2021-11-29T00:24:34.5Z,3,REGULAR,3pt,Jump Shot,[],1629056,32.013797634691194,26.225490196078432,1610612758,78,54,2021-11-29T00:24:37Z,3930000,119.0,248.0,1,left,MISS T. Davis 27' 3PT,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,27.54,Missed,,,,,,,,,,,,,,,,,,,
398,PT10M48.00S,2021-11-29T00:24:36.5Z,3,REGULAR,rebound,offensive,[],1630169,,,1610612758,78,54,2021-11-29T00:24:37Z,3940000,,,0,,T. Haliburton REBOUND (Off:1 Def:0),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,397.0,1.0,0.0,1.0,,,,,
399,PT10M46.00S,2021-11-29T00:24:39.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629002,32.013797634691194,61.51960784313726,1610612758,78,54,2021-11-29T00:24:43Z,3950000,-58.0,248.0,1,left,MISS C. Metu 25' pullup 3PT,[1629002],1610612758.0,SAC,pullup,,,Metu,C. Metu,,,,,25.5,Missed,,,,,,,,,,,,,,,,,,,
400,PT10M43.00S,2021-11-29T00:24:42.0Z,3,REGULAR,rebound,defensive,[],1630217,,,1610612763,78,54,2021-11-29T00:24:43Z,3960000,,,0,,D. Bane REBOUND (Off:0 Def:3),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,399.0,3.0,3.0,0.0,,,,,
401,PT10M33.00S,2021-11-29T00:24:52.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,92.32917214191852,53.431372549019606,1610612763,80,54,2021-11-29T00:24:58Z,3970000,17.0,20.0,1,right,J. Jackson Jr. driving floating bank Jump Shot (8 PTS),[1628991],1610612763.0,MEM,driving floating bank,,,Jackson Jr.,J. Jackson Jr.,,,,,2.61,Made,8.0,,,,,,,,,,,,,,,,,,
402,PT10M19.00S,2021-11-29T00:25:05.3Z,3,REGULAR,3pt,Jump Shot,[],203458,33.327858081471746,46.81372549019608,1610612758,80,54,2021-11-29T00:25:08Z,3980000,16.0,261.0,1,left,MISS A. Len 26' 3PT,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,26.13,Missed,,,,,,,,,,,,,,,,,,,
403,PT10M17.00S,2021-11-29T00:25:07.3Z,3,REGULAR,rebound,defensive,[],1628415,,,1610612763,80,54,2021-11-29T00:25:08Z,3990000,,,0,,D. Brooks REBOUND (Off:1 Def:4),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,402.0,5.0,4.0,1.0,,,,,
404,PT10M12.00S,2021-11-29T00:25:13.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628415,89.83245729303549,3.1862745098039214,1610612763,80,54,2021-11-29T00:25:17Z,4000000,-234.0,43.0,1,right,MISS D. Brooks 3PT,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,23.8,Missed,,,,,,,,,,,,,,,,,,,
405,PT10M08.00S,2021-11-29T00:25:17.0Z,3,REGULAR,rebound,defensive,[],1628368,,,1610612758,80,54,2021-11-29T00:25:17Z,4010000,,,0,,D. Fox REBOUND (Off:0 Def:4),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,404.0,4.0,4.0,0.0,,,,,
406,PT10M03.00S,2021-11-29T00:25:23.4Z,3,REGULAR,foul,personal,['2freethrow'],1628991,,,1610612758,80,54,2021-11-29T00:25:31Z,4020000,,,0,,J. Jackson Jr. shooting personal FOUL (2 PF) (Davis 2 FT),"[1628991, 1629056]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,201638.0,2.0,0.0,Davis,1629056.0,,,,,,,,,,
408,PT10M03.00S,2021-11-29T00:25:52.8Z,3,REGULAR,freethrow,1 of 2,[],1629056,,,1610612758,80,55,2021-11-29T00:25:52Z,4040000,,,0,,T. Davis Free Throw 1 of 2 (6 PTS),[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
409,PT10M03.00S,2021-11-29T00:26:07.3Z,3,REGULAR,freethrow,2 of 2,[],1629056,,,1610612758,80,56,2021-11-29T00:26:07Z,4050000,,,0,,T. Davis Free Throw 2 of 2 (7 PTS),[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
410,PT09M46.00S,2021-11-29T00:26:25.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,92.85479632063075,45.34313725490196,1610612763,82,56,2021-11-29T00:26:30Z,4060000,-23.0,15.0,1,right,D. Brooks driving finger roll Layup (17 PTS) (T. Jones 7 AST),"[1628415, 1626145]",1610612763.0,MEM,driving finger roll,,,Brooks,D. Brooks,,,,,2.75,Made,17.0,T. Jones,1626145.0,7.0,,,,,,,,,,,,,,,
412,PT09M32.00S,2021-11-29T00:26:39.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,10.85742444152431,48.77450980392157,1610612758,82,56,2021-11-29T00:26:43Z,4080000,6.0,50.0,1,left,MISS D. Fox driving floating Shot - blocked,"[1628368, 1628991]",1610612758.0,SAC,driving floating,,,Fox,D. Fox,,,,,5.0,Missed,,,,,,,,,,,,,,,Jackson Jr.,1628991.0,,,
413,PT09M32.00S,2021-11-29T00:26:39.5Z,3,REGULAR,block,,[],1628991,,,1610612758,82,56,2021-11-29T00:28:44Z,4090000,,,0,,J. Jackson Jr. BLOCK (2 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT09M29.00S,2021-11-29T00:26:42.5Z,3,REGULAR,rebound,offensive,[],1629002,,,1610612758,82,56,2021-11-29T00:26:42Z,4100000,,,0,,C. Metu REBOUND (Off:3 Def:5),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,412.0,8.0,5.0,3.0,,,,,
415,PT09M26.00S,2021-11-29T00:26:44.7Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1629056,14.799605781865965,25.245098039215684,1610612758,82,56,2021-11-29T00:26:48Z,4110000,124.0,87.0,1,left,MISS T. Davis 15' step back Shot,[1629056],1610612758.0,SAC,step back,,,Davis,T. Davis,,,,,15.11,Missed,,,,,,,,,,,,,,,,,,,
416,PT09M24.00S,2021-11-29T00:26:46.7Z,3,REGULAR,rebound,defensive,[],1626145,,,1610612763,82,56,2021-11-29T00:26:48Z,4120000,,,0,,T. Jones REBOUND (Off:0 Def:2),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,415.0,2.0,2.0,0.0,,,,,
417,PT09M17.00S,2021-11-29T00:26:54.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626145,94.1688567674113,48.03921568627451,1610612763,82,56,2021-11-29T00:26:58Z,4130000,-10.0,2.0,1,right,MISS T. Jones driving Layup - blocked,"[1626145, 1629056]",1610612763.0,MEM,driving,,,Jones,T. Jones,,,,,1.01,Missed,,,,,,,,,,,,,,,Davis,1629056.0,,,
418,PT09M17.00S,2021-11-29T00:26:54.0Z,3,REGULAR,block,,[],1629056,,,1610612763,82,56,2021-11-29T00:28:16Z,4140000,,,0,,T. Davis BLOCK (1 BLK),[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT09M15.00S,2021-11-29T00:26:56.0Z,3,REGULAR,rebound,offensive,[],203500,,,1610612763,82,56,2021-11-29T00:26:58Z,4150000,,,0,,S. Adams REBOUND (Off:3 Def:5),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,417.0,8.0,5.0,3.0,,,,,
420,PT09M15.00S,2021-11-29T00:26:58.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203500,94.1688567674113,50.49019607843137,1610612763,84,56,2021-11-29T00:27:03Z,4160000,2.0,2.0,1,right,S. Adams reverse Layup (3 PTS),[203500],1610612763.0,MEM,reverse,,,Adams,S. Adams,,,,,0.34,Made,3.0,,,,,,,,,,,,,,,,,,
421,PT09M15.00S,2021-11-29T00:27:08.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,84,56,2021-11-29T00:27:08Z,4170000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT09M15.00S,2021-11-29T00:28:50.7Z,3,REGULAR,substitution,out,[],1629056,,,1610612758,84,56,2021-11-29T00:29:44Z,4180000,,,0,,SUB out: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT09M15.00S,2021-11-29T00:28:50.7Z,3,REGULAR,substitution,out,[],1628368,,,1610612758,84,56,2021-11-29T00:29:44Z,4190000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT09M15.00S,2021-11-29T00:28:50.7Z,3,REGULAR,substitution,out,[],1629002,,,1610612758,84,56,2021-11-29T00:29:44Z,4200000,,,0,,SUB out: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT09M15.00S,2021-11-29T00:28:50.7Z,3,REGULAR,substitution,out,[],203458,,,1610612758,84,56,2021-11-29T00:29:44Z,4210000,,,0,,SUB out: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT09M15.00S,2021-11-29T00:28:50.7Z,3,REGULAR,substitution,out,[],1630169,,,1610612758,84,56,2021-11-29T00:29:44Z,4220000,,,0,,SUB out: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT09M15.00S,2021-11-29T00:28:50.7Z,3,REGULAR,substitution,in,[],1627741,,,1610612758,84,56,2021-11-29T00:29:44Z,4230000,,,0,,SUB in: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT09M15.00S,2021-11-29T00:28:50.7Z,3,REGULAR,substitution,in,[],1628963,,,1610612758,84,56,2021-11-29T00:29:44Z,4240000,,,0,,SUB in: M. Bagley III,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT09M15.00S,2021-11-29T00:28:50.7Z,3,REGULAR,substitution,in,[],1627745,,,1610612758,84,56,2021-11-29T00:29:44Z,4250000,,,0,,SUB in: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT09M15.00S,2021-11-29T00:28:50.7Z,3,REGULAR,substitution,in,[],1629663,,,1610612758,84,56,2021-11-29T00:29:44Z,4260000,,,0,,SUB in: L. King,[1629663],1610612758.0,SAC,,,,King,L. King,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT09M15.00S,2021-11-29T00:28:50.7Z,3,REGULAR,substitution,in,[],1630558,,,1610612758,84,56,2021-11-29T00:29:44Z,4270000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT08M57.00S,2021-11-29T00:30:09.8Z,3,REGULAR,foul,personal,['2freethrow'],1630217,,,1610612758,84,56,2021-11-29T00:30:20Z,4280000,,,0,,D. Bane shooting personal FOUL (2 PF) (Bagley III 2 FT),"[1630217, 1628963]",1610612763.0,MEM,shooting,,,Bane,D. Bane,,,,,,,,,,,203177.0,2.0,0.0,Bagley III,1628963.0,,,,,,,,,,
434,PT08M57.00S,2021-11-29T00:30:38.1Z,3,REGULAR,freethrow,1 of 2,[],1628963,,,1610612758,84,57,2021-11-29T00:30:38Z,4300000,,,0,,M. Bagley III Free Throw 1 of 2 (1 PTS),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
435,PT08M57.00S,2021-11-29T00:30:58.0Z,3,REGULAR,freethrow,2 of 2,[],1628963,,,1610612758,84,57,2021-11-29T00:30:58Z,4310000,,,0,,MISS M. Bagley III Free Throw 2 of 2,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,Missed,,,,,,,,,,,,,,,,,,,
436,PT08M55.00S,2021-11-29T00:30:58.7Z,3,REGULAR,rebound,defensive,[],1630217,,,1610612763,84,57,2021-11-29T00:30:58Z,4320000,,,0,,D. Bane REBOUND (Off:0 Def:4),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,435.0,4.0,4.0,0.0,,,,,
437,PT08M39.00S,2021-11-29T00:31:14.1Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,88.25558475689881,42.15686274509804,1610612763,84,57,2021-11-29T00:31:18Z,4330000,-39.0,58.0,1,right,MISS J. Jackson Jr. 6' turnaround Hook,[1628991],1610612763.0,MEM,turnaround,,,Jackson Jr.,J. Jackson Jr.,,,,,6.99,Missed,,,,,,,,,,,,,,,,,,,
438,PT08M39.00S,2021-11-29T00:31:14.1Z,3,REGULAR,rebound,offensive,[],1628991,,,1610612763,84,57,2021-11-29T00:31:45Z,4340000,,,0,,J. Jackson Jr. REBOUND (Off:2 Def:4),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,437.0,6.0,4.0,2.0,,,,,
439,PT08M38.00S,2021-11-29T00:31:17.8Z,3,REGULAR,foul,personal,['2freethrow'],1628963,,,1610612763,84,57,2021-11-29T00:31:33Z,4350000,,,0,,M. Bagley III shooting personal FOUL (1 PF) (Jackson Jr. 2 FT),"[1628963, 1628991]",1610612758.0,SAC,shooting,,,Bagley III,M. Bagley III,,,,,,,,,,,201638.0,1.0,0.0,Jackson Jr.,1628991.0,,,,,,,,,,
441,PT08M38.00S,2021-11-29T00:31:44.0Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1628991,,,1610612763,85,57,2021-11-29T00:31:44Z,4370000,,,0,,J. Jackson Jr. Free Throw 1 of 2 (9 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
