actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
636,PT05M02.00S,2022-03-01T03:06:11.4Z,4,REGULAR,substitution,in,[],1630217,,,1610612763,106,99,2022-03-01T03:06:24Z,6210000,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT05M02.00S,2022-03-01T03:06:11.4Z,4,REGULAR,substitution,in,[],1630170,,,1610612763,106,99,2022-03-01T03:06:24Z,6220000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT05M02.00S,2022-03-01T03:06:39.9Z,4,REGULAR,freethrow,2 of 2,[],1629630,,,1610612763,107,99,2022-03-01T03:06:39Z,6230000,,,0,,J. Morant Free Throw 2 of 2 (42 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,Made,42.0,,,,,,,,,,,,,,,
639,PT04M43.00S,2022-03-01T03:07:00.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203926,12.828515111695138,39.21568627450981,1610612759,107,99,2022-03-01T03:07:03Z,6240000,54.0,68.0,1,left,MISS D. McDermott 8' driving floating bank Shot,[203926],1610612759.0,SAS,driving floating bank,,,McDermott,D. McDermott,,,,,,,,8.68,Missed,,,,,,,,,,,,,,,,
640,PT04M40.00S,2022-03-01T03:07:03.1Z,4,REGULAR,rebound,defensive,[],203500,,,1610612763,107,99,2022-03-01T03:07:03Z,6250000,,,0,,S. Adams REBOUND (Off:4 Def:8),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,639.0,,,,12.0,8.0,4.0,,,,,,
641,PT04M36.00S,2022-03-01T03:07:07.0Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629630,92.9862023653088,45.83333333333333,1610612763,109,99,2022-03-01T03:07:44Z,6260000,-21.0,13.0,1,right,J. Morant running finger roll Layup (44 PTS),[1629630],1610612763.0,MEM,running finger roll,,,Morant,J. Morant,,,,,,,,2.47,Made,44.0,,,,,,,,,,,,,,,
642,PT04M36.00S,2022-03-01T03:07:12.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,109,99,2022-03-01T03:07:12Z,6270000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT04M22.00S,2022-03-01T03:10:13.3Z,4,REGULAR,turnover,bad pass,[],1627751,,,1610612759,109,99,2022-03-01T03:10:16Z,6280000,,,0,,J. Poeltl bad pass TURNOVER (3 TO),"[1627751, 203500]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,3.0,Adams,203500.0,,,,,,,,,,,,,,,,,,
644,PT04M22.00S,2022-03-01T03:10:13.3Z,4,REGULAR,steal,,[],203500,,,1610612763,109,99,2022-03-01T03:10:15Z,6290000,,,0,,S. Adams STEAL (2 STL),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT04M16.00S,2022-03-01T03:10:18.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629630,93.11760840998686,48.03921568627451,1610612763,111,99,2022-03-01T03:10:22Z,6300000,-10.0,12.0,1,right,J. Morant driving Layup (46 PTS) (D. Melton 1 AST),"[1629630, 1629001]",1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,,,,1.56,Made,46.0,,,,D. Melton,1629001.0,1.0,,,,,,,,,
647,PT04M05.00S,2022-03-01T03:10:29.2Z,4,REGULAR,3pt,Jump Shot,[],1629640,28.597240473061763,23.284313725490197,1610612759,111,99,2022-03-01T03:10:32Z,6320000,134.0,216.0,1,left,MISS K. Johnson 25' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,25.42,Missed,,,,,,,,,,,,,,,,
648,PT04M04.00S,2022-03-01T03:10:30.2Z,4,REGULAR,rebound,defensive,[],1629630,,,1610612763,111,99,2022-03-01T03:10:32Z,6330000,,,0,,J. Morant REBOUND (Off:1 Def:6),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,647.0,,,,7.0,6.0,1.0,,,,,,
649,PT03M55.00S,2022-03-01T03:10:40.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,93.11760840998686,51.470588235294116,1610612763,113,99,2022-03-01T03:10:43Z,6340000,7.0,12.0,1,right,J. Morant driving Layup (48 PTS),[1629630],1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,,,,1.43,Made,48.0,,,,,,,,,,,,,,,
650,PT03M42.00S,2022-03-01T03:10:52.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,15.850854139290407,38.72549019607843,1610612759,113,101,2022-03-01T03:10:55Z,6350000,56.0,96.0,1,left,D. Murray 11' driving floating Jump Shot (21 PTS),[1627749],1610612759.0,SAS,driving floating,,,Murray,D. Murray,,,,,,,,11.18,Made,21.0,,,,,,,,,,,,,,,
651,PT03M20.00S,2022-03-01T03:11:14.9Z,4,REGULAR,3pt,Jump Shot,[],1629001,71.04139290407359,21.813725490196077,1610612763,113,101,2022-03-01T03:11:23Z,6360000,-141.0,220.0,1,right,MISS D. Melton 26' pullup 3PT,[1629001],1610612763.0,MEM,pullup,,,Melton,D. Melton,,,,,,,,26.1,Missed,,,,,,,,,,,,,,,,
652,PT03M17.00S,2022-03-01T03:11:17.9Z,4,REGULAR,rebound,offensive,[],203500,,,1610612763,113,101,2022-03-01T03:19:07Z,6370000,,,0,,S. Adams REBOUND (Off:5 Def:8),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,651.0,,,,13.0,8.0,5.0,,,,,,
713,PT03M17.00S,2022-03-01T03:11:20.3Z,4,REGULAR,turnover,bad pass,[],203500,,,1610612763,113,101,2022-03-01T03:19:28Z,6375000,,,0,,S. Adams bad pass TURNOVER (2 TO),"[203500, 1627749]",1610612763.0,MEM,,,,Adams,S. Adams,,,,,2.0,Murray,1627749.0,,,,,,,,,,,,,,,,,,
714,PT03M17.00S,2022-03-01T03:11:20.3Z,4,REGULAR,steal,,[],1627749,,,1610612759,113,101,2022-03-01T03:19:28Z,6377500,,,0,,D. Murray STEAL (3 STL),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
715,PT03M15.00S,2022-03-01T03:11:23.0Z,4,REGULAR,turnover,lost ball,[],1627749,,,1610612759,113,101,2022-03-01T03:19:48Z,6378750,,,0,,D. Murray lost ball TURNOVER (2 TO),"[1627749, 1628991]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,2.0,Jackson Jr.,1628991.0,,,,,,,,,,,,,,,,,,
716,PT03M15.00S,2022-03-01T03:11:23.0Z,4,REGULAR,steal,,[],1628991,,,1610612763,113,101,2022-03-01T03:19:42Z,6379375,,,0,,J. Jackson Jr. STEAL (1 STL),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT03M09.00S,2022-03-01T03:11:25.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629630,93.77463863337714,50.49019607843137,1610612763,115,101,2022-03-01T03:19:42Z,6380000,2.0,6.0,1,right,J. Morant driving Layup (50 PTS) (J. Jackson Jr. 1 AST),"[1629630, 1628991]",1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,,,,0.65,Made,50.0,,,,J. Jackson Jr.,1628991.0,1.0,,,,,,,,,
655,PT02M53.00S,2022-03-01T03:11:41.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,6.1268068331143235,52.20588235294118,1610612759,115,103,2022-03-01T03:11:46Z,6400000,-11.0,5.0,1,left,J. Poeltl reverse Layup (16 PTS) (D. Murray 8 AST),"[1627751, 1627749]",1610612759.0,SAS,reverse,,,Poeltl,J. Poeltl,,,,,,,,1.21,Made,16.0,,,,D. Murray,1627749.0,8.0,,,,,,,,,
657,PT02M24.00S,2022-03-01T03:12:12.3Z,4,REGULAR,foul,personal,['2freethrow'],1629640,,,1610612763,115,103,2022-03-01T03:13:04Z,6420000,,,0,,K. Johnson shooting personal FOUL (3 PF) (Morant 2 FT),"[1629640, 1629630]",1610612759.0,SAS,shooting,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,1179.0,3.0,0.0,Morant,1629630.0,
659,PT02M24.00S,2022-03-01T03:13:09.9Z,4,REGULAR,foul,technical,['1freethrow'],1627749,,,1610612763,115,103,2022-03-01T03:13:16Z,6440000,,,0,,D. Murray technical FOUL (1 Tech),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,1626302.0,2.0,1.0,,,
660,PT02M24.00S,2022-03-01T03:13:20.5Z,4,REGULAR,freethrow,1 of 1,[],1629630,,,1610612763,116,103,2022-03-01T03:13:20Z,6450000,,,0,,J. Morant technical Free Throw 1 of 1 (51 PTS),[1629630],1610612763.0,MEM,technical,,,Morant,J. Morant,,,,,,,,,Made,51.0,,,,,,,,,,,,,,,
661,PT02M24.00S,2022-03-01T03:13:21.1Z,4,REGULAR,ejection,other,[],1627749,,,1610612763,116,103,2022-03-01T03:13:36Z,6460000,,,0,,Ejection D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,1626302.0,,,,,
663,PT02M24.00S,2022-03-01T03:13:29.3Z,4,REGULAR,substitution,in,[],1630200,,,1610612763,116,103,2022-03-01T03:13:41Z,6480000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
678,PT02M24.00S,2022-03-01T03:13:29.3Z,4,REGULAR,substitution,out,[],1627749,,,1610612763,116,103,2022-03-01T03:15:27Z,6485000,,,0,,SUB out: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT02M24.00S,2022-03-01T03:13:48.8Z,4,REGULAR,freethrow,1 of 2,[],1629630,,,1610612763,116,103,2022-03-01T03:14:02Z,6490000,,,0,,MISS J. Morant Free Throw 1 of 2,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,Missed,,,,,,,,,,,,,,,,
665,PT02M24.00S,2022-03-01T03:13:48.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,116,103,2022-03-01T03:14:02Z,6500000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,664.0,,,,,,,,,,,,
666,PT02M24.00S,2022-03-01T03:14:12.5Z,4,REGULAR,freethrow,2 of 2,[],1629630,,,1610612763,117,103,2022-03-01T03:14:12Z,6510000,,,0,,J. Morant Free Throw 2 of 2 (52 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,Made,52.0,,,,,,,,,,,,,,,
667,PT02M15.00S,2022-03-01T03:14:22.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,17.0335085413929,49.26470588235294,1610612759,117,103,2022-03-01T03:14:29Z,6520000,4.0,108.0,1,left,MISS J. Poeltl 10' floating Shot,[1627751],1610612759.0,SAS,floating,,,Poeltl,J. Poeltl,,,,,,,,10.77,Missed,,,,,,,,,,,,,,,,
668,PT02M13.00S,2022-03-01T03:14:25.1Z,4,REGULAR,rebound,offensive,[],1627751,,,1610612759,117,103,2022-03-01T03:14:25Z,6530000,,,0,,J. Poeltl REBOUND (Off:3 Def:5),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,667.0,,,,8.0,5.0,3.0,,,,,,
669,PT02M11.00S,2022-03-01T03:14:26.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627751,6.783837056504599,50.73529411764706,1610612759,117,103,2022-03-01T03:14:32Z,6540000,-4.0,11.0,1,left,MISS J. Poeltl putback Layup,[1627751],1610612759.0,SAS,putback,,,Poeltl,J. Poeltl,,,,,,,,1.19,Missed,,,,,,,,,,,,,,,,
670,PT02M11.00S,2022-03-01T03:14:26.6Z,4,REGULAR,rebound,defensive,[],1629001,,,1610612763,117,103,2022-03-01T03:14:32Z,6550000,,,0,,D. Melton REBOUND (Off:0 Def:6),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,669.0,,,,6.0,6.0,0.0,,,,,,
671,PT01M52.00S,2022-03-01T03:14:45.3Z,4,REGULAR,3pt,Jump Shot,[],1629001,69.59592641261499,26.225490196078432,1610612763,117,103,2022-03-01T03:14:49Z,6560000,-119.0,233.0,1,right,MISS D. Melton 26' 3PT,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,26.19,Missed,,,,,,,,,,,,,,,,
672,PT01M49.00S,2022-03-01T03:14:48.3Z,4,REGULAR,rebound,defensive,[],1627751,,,1610612759,117,103,2022-03-01T03:14:49Z,6570000,,,0,,J. Poeltl REBOUND (Off:3 Def:6),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,671.0,,,,9.0,6.0,3.0,,,,,,
673,PT01M41.00S,2022-03-01T03:14:56.9Z,4,REGULAR,3pt,Jump Shot,[],203926,30.305519053876477,66.91176470588235,1610612759,117,103,2022-03-01T03:15:00Z,6580000,-85.0,232.0,1,left,MISS D. McDermott 24' pullup 3PT,[203926],1610612759.0,SAS,pullup,,,McDermott,D. McDermott,,,,,,,,24.73,Missed,,,,,,,,,,,,,,,,
674,PT01M39.00S,2022-03-01T03:14:59.5Z,4,REGULAR,rebound,offensive,[],1627751,,,1610612759,117,103,2022-03-01T03:14:59Z,6590000,,,0,,J. Poeltl REBOUND (Off:4 Def:6),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,673.0,,,,10.0,6.0,4.0,,,,,,
675,PT01M37.00S,2022-03-01T03:15:00.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629640,31.09395532194481,25.0,1610612759,117,103,2022-03-01T03:15:19Z,6600000,125.0,240.0,1,left,MISS K. Johnson 27' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,27.04,Missed,,,,,,,,,,,,,,,,
676,PT01M36.00S,2022-03-01T03:15:01.8Z,4,REGULAR,rebound,offensive,[],1630170,,,1610612759,117,103,2022-03-01T03:29:14Z,6610000,,,0,,D. Vassell REBOUND (Off:1 Def:4),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,675.0,,,,5.0,4.0,1.0,,,,,,
717,PT01M36.00S,2022-03-01T03:15:11.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630170,7.30946123521682,52.20588235294118,1610612759,117,103,2022-03-01T03:29:36Z,6615000,-11.0,16.0,1,left,MISS D. Vassell tip Layup,[1630170],1610612759.0,SAS,tip,,,Vassell,D. Vassell,,,,,,,,1.96,Missed,,,,,,,,,,,,,,,,
718,PT01M32.00S,2022-03-01T03:15:15.8Z,4,REGULAR,rebound,defensive,[],203500,,,1610612763,117,103,2022-03-01T03:29:36Z,6617500,,,0,,S. Adams REBOUND (Off:5 Def:9),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,717.0,,,,14.0,9.0,5.0,,,,,,
677,PT01M23.00S,2022-03-01T03:15:22.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203926,,,1610612763,117,103,2022-03-01T03:29:36Z,6620000,,,0,,D. McDermott take personal FOUL (2 PF) (Melton 2 FT),"[203926, 1629001]",1610612759.0,SAS,take,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,1179.0,2.0,0.0,Melton,1629001.0,
680,PT01M23.00S,2022-03-01T03:15:39.7Z,4,REGULAR,freethrow,1 of 2,[],1629001,,,1610612763,117,103,2022-03-01T03:15:39Z,6640000,,,0,,MISS D. Melton Free Throw 1 of 2,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,Missed,,,,,,,,,,,,,,,,
681,PT01M23.00S,2022-03-01T03:15:39.7Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,117,103,2022-03-01T03:15:39Z,6650000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,680.0,,,,,,,,,,,,
682,PT01M23.00S,2022-03-01T03:15:42.4Z,4,REGULAR,substitution,out,[],1629630,,,1610612763,117,103,2022-03-01T03:16:14Z,6660000,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
683,PT01M23.00S,2022-03-01T03:15:42.4Z,4,REGULAR,substitution,out,[],1630217,,,1610612763,117,103,2022-03-01T03:16:14Z,6670000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
684,PT01M23.00S,2022-03-01T03:15:42.4Z,4,REGULAR,substitution,out,[],1629640,,,1610612763,117,103,2022-03-01T03:16:14Z,6680000,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
685,PT01M23.00S,2022-03-01T03:15:42.4Z,4,REGULAR,substitution,out,[],203926,,,1610612763,117,103,2022-03-01T03:16:14Z,6690000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,
686,PT01M23.00S,2022-03-01T03:15:42.4Z,4,REGULAR,substitution,out,[],1627751,,,1610612763,117,103,2022-03-01T03:16:14Z,6700000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
687,PT01M23.00S,2022-03-01T03:15:42.4Z,4,REGULAR,substitution,out,[],1630170,,,1610612763,117,103,2022-03-01T03:16:14Z,6710000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
688,PT01M23.00S,2022-03-01T03:15:42.4Z,4,REGULAR,substitution,in,[],1630533,,,1610612763,117,103,2022-03-01T03:16:14Z,6720000,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
689,PT01M23.00S,2022-03-01T03:15:42.4Z,4,REGULAR,substitution,in,[],1626145,,,1610612763,117,103,2022-03-01T03:16:14Z,6730000,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
690,PT01M23.00S,2022-03-01T03:15:42.4Z,4,REGULAR,substitution,in,[],1628966,,,1610612763,117,103,2022-03-01T03:16:14Z,6740000,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,
691,PT01M23.00S,2022-03-01T03:15:42.4Z,4,REGULAR,substitution,in,[],1628380,,,1610612763,117,103,2022-03-01T03:16:14Z,6750000,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
692,PT01M23.00S,2022-03-01T03:15:42.4Z,4,REGULAR,substitution,in,[],1629111,,,1610612763,117,103,2022-03-01T03:16:14Z,6760000,,,0,,SUB in: J. Landale,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,
693,PT01M23.00S,2022-03-01T03:15:42.4Z,4,REGULAR,substitution,in,[],1630580,,,1610612763,117,103,2022-03-01T03:16:14Z,6770000,,,0,,SUB in: J. Wieskamp,[1630580],1610612759.0,SAS,,,,Wieskamp,J. Wieskamp,,,,,,,,,,,,,,,,,,,,,,,,,
694,PT01M23.00S,2022-03-01T03:16:22.0Z,4,REGULAR,freethrow,2 of 2,[],1629001,,,1610612763,118,103,2022-03-01T03:16:22Z,6780000,,,0,,D. Melton Free Throw 2 of 2 (15 PTS),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,Made,15.0,,,,,,,,,,,,,,,
695,PT01M18.00S,2022-03-01T03:16:35.1Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,118,103,2022-03-01T03:16:35Z,6790000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,PT01M18.00S,2022-03-01T03:16:35.9Z,4,REGULAR,substitution,out,[],203500,,,1610612759,118,103,2022-03-01T03:16:41Z,6800000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
697,PT01M18.00S,2022-03-01T03:16:35.9Z,4,REGULAR,substitution,out,[],1628991,,,1610612759,118,103,2022-03-01T03:16:41Z,6810000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
698,PT01M18.00S,2022-03-01T03:16:35.9Z,4,REGULAR,substitution,in,[],1630214,,,1610612759,118,103,2022-03-01T03:16:41Z,6820000,,,0,,SUB in: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,
699,PT01M18.00S,2022-03-01T03:16:35.9Z,4,REGULAR,substitution,in,[],1629681,,,1610612759,118,103,2022-03-01T03:16:41Z,6830000,,,0,,SUB in: K. Tillie,[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,,,,,,,,,,,,,,,,,,
700,PT01M08.00S,2022-03-01T03:16:57.2Z,4,REGULAR,2pt,Jump Shot,[],1630200,13.091327201051248,32.59803921568628,1610612759,118,103,2022-03-01T03:17:01Z,6840000,87.0,71.0,1,left,MISS T. Jones 11' pullup Shot,[1630200],1610612759.0,SAS,pullup,,,Jones,T. Jones,,,,,,,,11.2,Missed,,,,,,,,,,,,,,,,
701,PT01M08.00S,2022-03-01T03:16:57.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612759,118,103,2022-03-01T03:17:01Z,6850000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,700.0,,,,,,,,,,,,
702,PT01M08.00S,2022-03-01T03:17:01.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630533,,,1610612759,118,103,2022-03-01T03:17:14Z,6860000,,,0,,Z. Williams loose ball personal FOUL (1 PF) (Collins 2 FT),"[1630533, 1628380]",1610612763.0,MEM,loose ball,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,1179.0,1.0,0.0,Collins,1628380.0,
704,PT01M08.00S,2022-03-01T03:17:20.0Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1628380,,,1610612759,118,104,2022-03-01T03:17:20Z,6880000,,,0,,Z. Collins Free Throw 1 of 2 (5 PTS),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
705,PT01M08.00S,2022-03-01T03:17:32.9Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1628380,,,1610612759,118,105,2022-03-01T03:17:32Z,6890000,,,0,,Z. Collins Free Throw 2 of 2 (6 PTS),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
706,PT00M44.30S,2022-03-01T03:17:58.9Z,4,REGULAR,turnover,bad pass,[],1629001,,,1610612763,118,105,2022-03-01T03:18:03Z,6900000,,,0,,D. Melton bad pass TURNOVER (4 TO),"[1629001, 1630580]",1610612763.0,MEM,,,,Melton,D. Melton,,,,,4.0,Wieskamp,1630580.0,,,,,,,,,,,,,,,,,,
707,PT00M44.30S,2022-03-01T03:17:58.9Z,4,REGULAR,steal,,[],1630580,,,1610612759,118,105,2022-03-01T03:18:01Z,6910000,,,0,,J. Wieskamp STEAL (1 STL),[1630580],1610612759.0,SAS,,,,Wieskamp,J. Wieskamp,,,,,,,,,,,,,,,,,,,,,,,,,
708,PT00M33.70S,2022-03-01T03:18:09.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628966,29.122864651773984,72.79411764705883,1610612759,118,105,2022-03-01T03:18:15Z,6920000,-114.0,221.0,1,left,MISS K. Bates-Diop 24' 3PT,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,24.89,Missed,,,,,,,,,,,,,,,,
709,PT00M30.10S,2022-03-01T03:18:13.1Z,4,REGULAR,rebound,defensive,[],1626145,,,1610612763,118,105,2022-03-01T03:18:15Z,6930000,,,0,,T. Jones REBOUND (Off:0 Def:3),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,708.0,,,,3.0,3.0,0.0,,,,,,
710,PT00M07.70S,2022-03-01T03:18:38.8Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612763,118,105,2022-03-01T03:18:47Z,6940000,,,0,,MEM shot clock Team TURNOVER,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,202026.0,,,,,
711,PT00M00.00S,2022-03-01T03:18:56.7Z,4,REGULAR,period,end,[],0,,,1610612759,118,105,2022-03-01T03:18:56Z,6950000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,PT00M00.00S,2022-03-01T03:18:58.8Z,4,REGULAR,game,end,[],0,,,0,118,105,2022-03-01T03:18:58Z,6960000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
