actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
20,PT10M42.00S,2021-12-14T01:12:17.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628991,6.915243101182654,49.26470588235294,1610612763,5,5,2021-12-14T01:12:22Z,190000,4.0,13.0,1,left,J. Jackson Jr. driving DUNK (5 PTS) (T. Jones 1 AST),"[1628991, 1626145]",1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,1.3,Made,5.0,T. Jones,1626145.0,1.0,,,,,,,,,,,,,,
22,PT10M24.00S,2021-12-14T01:12:35.4Z,1,REGULAR,2pt,Jump Shot,[],202699,84.57621550591328,16.911764705882355,1610612755,5,5,2021-12-14T01:12:40Z,210000,-165.0,92.0,1,right,MISS T. Harris 18' pullup Shot,[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,18.95,Missed,,,,,,,,,,,,,,,,,,
23,PT10M22.00S,2021-12-14T01:12:37.4Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,5,5,2021-12-14T01:12:40Z,220000,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,
24,PT10M17.00S,2021-12-14T01:12:47.9Z,1,REGULAR,foul,offensive,[],203500,,,1610612763,5,5,2021-12-14T01:13:06Z,230000,,,0,,S. Adams offensive FOUL (1 PF),"[203500, 203083]",1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,1627534.0,1.0,0.0,Drummond,203083.0,,,,,
26,PT10M17.00S,2021-12-14T01:12:47.9Z,1,REGULAR,turnover,offensive foul,[],203500,,,1610612763,5,5,2021-12-14T01:12:47Z,250000,,,0,,S. Adams offensive foul TURNOVER (1 TO),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,1627534.0,,,,,1.0,,,,
27,PT10M09.00S,2021-12-14T01:13:16.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630178,90.48948751642575,53.67647058823529,1610612755,5,7,2021-12-14T01:13:21Z,260000,18.0,37.0,1,right,T. Maxey driving finger roll Layup (2 PTS),[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,4.12,Made,2.0,,,,,,,,,,,,,,,,,
28,PT09M54.00S,2021-12-14T01:13:31.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,6.258212877792378,44.36274509803921,1610612763,5,7,2021-12-14T01:13:36Z,270000,28.0,6.0,1,left,MISS D. Bane driving Layup - blocked,"[1630217, 203083]",1610612763.0,MEM,driving,,,Bane,D. Bane,,,,,2.89,Missed,,,,,,,,,,,,,,,Drummond,203083.0,,
29,PT09M54.00S,2021-12-14T01:13:31.3Z,1,REGULAR,block,,[],203083,,,1610612763,5,7,2021-12-14T01:13:33Z,280000,,,0,,A. Drummond BLOCK (1 BLK),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,
30,PT09M52.00S,2021-12-14T01:13:33.3Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,5,7,2021-12-14T01:13:36Z,290000,,,0,,A. Drummond REBOUND (Off:0 Def:1),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,28.0,1.0,1.0,0.0,,,,,,,,,,
31,PT09M41.00S,2021-12-14T01:13:44.7Z,1,REGULAR,3pt,Jump Shot,[],202699,90.75229960578186,96.81372549019608,1610612755,5,7,2021-12-14T01:13:50Z,300000,234.0,34.0,1,right,MISS T. Harris 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,23.66,Missed,,,,,,,,,,,,,,,,,,
32,PT09M36.00S,2021-12-14T01:13:49.7Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,5,7,2021-12-14T01:13:50Z,310000,,,0,,D. Bane REBOUND (Off:0 Def:2),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,31.0,2.0,2.0,0.0,,,,,,,,,,
33,PT09M30.00S,2021-12-14T01:13:55.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203500,7.966491458607096,55.14705882352941,1610612763,5,7,2021-12-14T01:15:00Z,320000,-26.0,22.0,1,left,MISS S. Adams turnaround Hook,[203500],1610612763.0,MEM,turnaround,,,Adams,S. Adams,,,,,3.41,Missed,,,,,,,,,,,,,,,,,,
34,PT09M27.00S,2021-12-14T01:13:58.0Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,5,7,2021-12-14T01:13:59Z,330000,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,33.0,1.0,1.0,0.0,,,,,,,,,,
35,PT09M24.00S,2021-12-14T01:14:01.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629680,91.67214191852825,46.07843137254902,1610612755,5,7,2021-12-14T01:14:09Z,340000,-20.0,26.0,1,right,MISS M. Thybulle running reverse Layup,[1629680],1610612755.0,PHI,running reverse,,,Thybulle,M. Thybulle,,,,,3.24,Missed,,,,,,,,,,,,,,,,,,
36,PT09M21.00S,2021-12-14T01:14:05.5Z,1,REGULAR,rebound,offensive,[],203083,,,1610612755,5,7,2021-12-14T01:14:05Z,350000,,,0,,A. Drummond REBOUND (Off:1 Def:1),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,35.0,2.0,1.0,1.0,,,,,,,,,,
37,PT09M21.00S,2021-12-14T01:14:05.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",203083,94.40999984741211,50.0,1610612755,5,7,2021-12-14T01:14:37Z,360000,0.0,0.0,1,right,MISS A. Drummond tip Layup,[203083],1610612755.0,PHI,tip,,,Drummond,A. Drummond,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
38,PT09M21.00S,2021-12-14T01:14:05.5Z,1,REGULAR,rebound,offensive,[],203083,,,1610612755,5,7,2021-12-14T01:14:26Z,370000,,,0,,A. Drummond REBOUND (Off:2 Def:1),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,37.0,3.0,1.0,2.0,,,,,,,,,,
39,PT09M21.00S,2021-12-14T01:14:07.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",203083,94.40999984741211,50.0,1610612755,5,7,2021-12-14T01:16:27Z,380000,0.0,0.0,1,right,MISS A. Drummond putback Layup - blocked,"[203083, 1630217]",1610612755.0,PHI,putback,,,Drummond,A. Drummond,,,,,0.0,Missed,,,,,,,,,,,,,,,Bane,1630217.0,,
40,PT09M21.00S,2021-12-14T01:14:07.4Z,1,REGULAR,block,,[],1630217,,,1610612755,5,7,2021-12-14T01:14:08Z,390000,,,0,,D. Bane BLOCK (1 BLK),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,
41,PT09M21.00S,2021-12-14T01:14:07.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612763,5,7,2021-12-14T01:14:23Z,400000,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,
42,PT09M21.00S,2021-12-14T01:14:11.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,5,7,2021-12-14T01:14:11Z,410000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT09M08.00S,2021-12-14T01:14:25.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,18.873193166885677,44.85294117647059,1610612763,7,7,2021-12-14T01:14:30Z,420000,26.0,125.0,1,left,D. Brooks 12' pullup Jump Shot (2 PTS),[1628415],1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,12.75,Made,2.0,,,,,,,,,,,,,,,,,
44,PT08M48.00S,2021-12-14T01:14:45.4Z,1,REGULAR,2pt,Jump Shot,[],1627788,96.27135348226018,30.14705882352941,1610612755,7,9,2021-12-14T01:14:50Z,430000,-99.0,-17.0,1,right,F. Korkmaz 10' floating Jump Shot (4 PTS) (A. Drummond 2 AST),"[1627788, 203083]",1610612755.0,PHI,floating,,,Korkmaz,F. Korkmaz,,,,,10.08,Made,4.0,A. Drummond,203083.0,2.0,,,,,,,,,,,,,,
46,PT08M33.00S,2021-12-14T01:15:00.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,14.011169513797633,49.26470588235294,1610612763,9,9,2021-12-14T01:15:06Z,450000,4.0,79.0,1,left,D. Bane 7' driving floating bank Jump Shot (2 PTS) (S. Adams 1 AST),"[1630217, 203500]",1610612763.0,MEM,driving floating bank,,,Bane,D. Bane,,,,,7.93,Made,2.0,S. Adams,203500.0,1.0,,,,,,,,,,,,,,
48,PT08M19.00S,2021-12-14T01:15:14.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,83.26215505913272,53.92156862745098,1610612755,9,9,2021-12-14T01:15:20Z,470000,20.0,105.0,1,right,MISS T. Maxey 10' driving floating Shot,[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,10.66,Missed,,,,,,,,,,,,,,,,,,
49,PT08M14.00S,2021-12-14T01:15:19.2Z,1,REGULAR,rebound,defensive,[],1626145,,,1610612763,9,9,2021-12-14T01:15:20Z,480000,,,0,,T. Jones REBOUND (Off:1 Def:1),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,48.0,2.0,1.0,1.0,,,,,,,,,,
50,PT08M08.00S,2021-12-14T01:15:25.5Z,1,REGULAR,3pt,Jump Shot,[],1628991,20.05584756898817,6.862745098039216,1610612763,9,9,2021-12-14T01:15:29Z,490000,216.0,136.0,1,left,MISS J. Jackson Jr. 25' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,25.5,Missed,,,,,,,,,,,,,,,,,,
51,PT08M06.00S,2021-12-14T01:15:27.5Z,1,REGULAR,rebound,defensive,[],1627788,,,1610612755,9,9,2021-12-14T01:15:29Z,500000,,,0,,F. Korkmaz REBOUND (Off:0 Def:1),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,50.0,1.0,1.0,0.0,,,,,,,,,,
52,PT08M02.00S,2021-12-14T01:15:31.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630178,91.01511169513797,52.450980392156865,1610612755,9,11,2021-12-14T01:15:36Z,510000,12.0,32.0,1,right,T. Maxey running finger roll Layup (4 PTS) (F. Korkmaz 1 AST),"[1630178, 1627788]",1610612755.0,PHI,running finger roll,,,Maxey,T. Maxey,,,,,3.43,Made,4.0,F. Korkmaz,1627788.0,1.0,,,,,,,,,,,,,,
54,PT07M51.00S,2021-12-14T01:15:42.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,17.296320630749015,49.50980392156863,1610612763,11,11,2021-12-14T01:15:47Z,530000,2.0,110.0,1,left,T. Jones 11' driving floating Jump Shot (2 PTS),[1626145],1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,11.01,Made,2.0,,,,,,,,,,,,,,,,,
55,PT07M39.00S,2021-12-14T01:15:54.6Z,1,REGULAR,turnover,lost ball,[],202699,,,1610612755,11,11,2021-12-14T01:15:58Z,540000,,,0,,T. Harris lost ball TURNOVER (1 TO),"[202699, 1626145]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,1.0,,,Jones,1626145.0
56,PT07M39.00S,2021-12-14T01:15:54.6Z,1,REGULAR,steal,,[],1626145,,,1610612763,11,11,2021-12-14T01:15:56Z,550000,,,0,,T. Jones STEAL (1 STL),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M36.00S,2021-12-14T01:16:00.4Z,1,REGULAR,foul,personal,['2freethrow'],1630178,,,1610612763,11,11,2021-12-14T01:16:15Z,560000,,,0,,T. Maxey shooting personal FOUL (1 PF) (Brooks 2 FT),"[1630178, 1628415]",1610612755.0,PHI,shooting,,,Maxey,T. Maxey,,,,,,,,,,,,,,,1627534.0,1.0,0.0,Brooks,1628415.0,,,,,
59,PT07M36.00S,2021-12-14T01:16:29.8Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1628415,,,1610612763,11,11,2021-12-14T01:16:29Z,580000,,,0,,MISS D. Brooks Free Throw 1 of 2,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,Missed,,,,,,,,,,,,,,,,,,
60,PT07M36.00S,2021-12-14T01:16:29.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,11,11,2021-12-14T01:16:29Z,590000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,59.0,,,,,,,,,,,,,
61,PT07M36.00S,2021-12-14T01:16:46.7Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1628415,,,1610612763,12,11,2021-12-14T01:16:46Z,600000,,,0,,D. Brooks Free Throw 2 of 2 (3 PTS),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
62,PT07M22.00S,2021-12-14T01:17:02.4Z,1,REGULAR,turnover,lost ball,[],203083,,,1610612755,12,11,2021-12-14T01:17:09Z,610000,,,0,,A. Drummond lost ball TURNOVER (1 TO),"[203083, 1628991]",1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,1.0,,,Jackson Jr.,1628991.0
63,PT07M22.00S,2021-12-14T01:17:02.4Z,1,REGULAR,steal,,[],1628991,,,1610612763,12,11,2021-12-14T01:17:07Z,620000,,,0,,J. Jackson Jr. STEAL (1 STL),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,
64,PT07M14.00S,2021-12-14T01:17:10.4Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1628415,24.129434954007884,83.08823529411765,1610612763,12,11,2021-12-14T01:17:26Z,630000,-165.0,174.0,1,left,MISS D. Brooks 24' 3PT,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,24.03,Missed,,,,,,,,,,,,,,,,,,
65,PT07M10.00S,2021-12-14T01:17:14.4Z,1,REGULAR,rebound,offensive,[],1626145,,,1610612763,12,11,2021-12-14T01:17:26Z,640000,,,0,,T. Jones REBOUND (Off:2 Def:1),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,64.0,3.0,1.0,2.0,,,,,,,,,,
66,PT07M08.00S,2021-12-14T01:17:15.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626145,6.521024967148489,52.20588235294118,1610612763,14,11,2021-12-14T01:17:20Z,650000,-11.0,9.0,1,left,T. Jones floating Jump Shot (4 PTS),[1626145],1610612763.0,MEM,floating,,,Jones,T. Jones,,,,,1.41,Made,4.0,,,,,,,,,,,,,,,,,
67,PT06M58.00S,2021-12-14T01:17:26.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202699,92.85479632063075,45.83333333333333,1610612755,14,13,2021-12-14T01:17:31Z,660000,-21.0,15.0,1,right,T. Harris cutting finger roll Layup (5 PTS) (T. Maxey 2 AST),"[202699, 1630178]",1610612755.0,PHI,cutting finger roll,,,Harris,T. Harris,,,,,2.55,Made,5.0,T. Maxey,1630178.0,2.0,,,,,,,,,,,,,,
69,PT06M45.00S,2021-12-14T01:17:38.8Z,1,REGULAR,3pt,Jump Shot,[],1626145,31.225361366622867,37.5,1610612763,14,13,2021-12-14T01:17:43Z,680000,62.0,241.0,1,left,MISS T. Jones 24' pullup 3PT,[1626145],1610612763.0,MEM,pullup,,,Jones,T. Jones,,,,,24.9,Missed,,,,,,,,,,,,,,,,,,
70,PT06M41.00S,2021-12-14T01:17:42.8Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,14,13,2021-12-14T01:17:43Z,690000,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,69.0,2.0,2.0,0.0,,,,,,,,,,
71,PT06M38.00S,2021-12-14T01:17:45.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203083,92.59198423127464,45.34313725490196,1610612755,14,15,2021-12-14T01:17:51Z,700000,-23.0,17.0,1,right,A. Drummond running Layup (2 PTS) (T. Harris 1 AST),"[203083, 202699]",1610612755.0,PHI,running,,,Drummond,A. Drummond,,,,,2.89,Made,2.0,T. Harris,202699.0,1.0,,,,,,,,,,,,,,
73,PT06M38.00S,2021-12-14T01:17:50.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,14,15,2021-12-14T01:17:50Z,720000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M38.00S,2021-12-14T01:19:57.8Z,1,REGULAR,substitution,out,[],1628991,,,1610612763,14,15,2021-12-14T01:20:31Z,730000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M38.00S,2021-12-14T01:19:57.8Z,1,REGULAR,substitution,out,[],1630217,,,1610612763,14,15,2021-12-14T01:20:31Z,740000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M38.00S,2021-12-14T01:19:57.8Z,1,REGULAR,substitution,out,[],1629680,,,1610612763,14,15,2021-12-14T01:20:31Z,750000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M38.00S,2021-12-14T01:19:57.8Z,1,REGULAR,substitution,in,[],203937,,,1610612763,14,15,2021-12-14T01:20:31Z,760000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M38.00S,2021-12-14T01:19:57.8Z,1,REGULAR,substitution,in,[],1629001,,,1610612763,14,15,2021-12-14T01:20:31Z,770000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M38.00S,2021-12-14T01:19:57.8Z,1,REGULAR,substitution,in,[],201980,,,1610612763,14,15,2021-12-14T01:20:31Z,780000,,,0,,SUB in: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M32.00S,2021-12-14T01:20:51.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,12.959921156373195,53.18627450980392,1610612763,16,15,2021-12-14T01:20:55Z,790000,-16.0,69.0,1,left,K. Anderson 7' driving floating Jump Shot (2 PTS),[203937],1610612763.0,MEM,driving floating,,,Anderson,K. Anderson,,,,,7.11,Made,2.0,,,,,,,,,,,,,,,,,
81,PT06M14.00S,2021-12-14T01:21:09.6Z,1,REGULAR,turnover,bad pass,[],202699,,,1610612755,16,15,2021-12-14T01:21:13Z,800000,,,0,,T. Harris bad pass TURNOVER (2 TO),"[202699, 203500]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,2.0,,,Adams,203500.0
82,PT06M14.00S,2021-12-14T01:21:09.6Z,1,REGULAR,steal,,[],203500,,,1610612763,16,15,2021-12-14T01:25:46Z,810000,,,0,,S. Adams STEAL (1 STL),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,
83,PT06M10.00S,2021-12-14T01:21:12.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629001,5.601182654402102,49.01960784313725,1610612763,18,15,2021-12-14T01:21:17Z,820000,5.0,0.0,1,left,D. Melton running DUNK (2 PTS) (T. Jones 2 AST),"[1629001, 1626145]",1610612763.0,MEM,running,,,Melton,D. Melton,,,,,0.49,Made,2.0,T. Jones,1626145.0,2.0,,,,,,,,,,,,,,
85,PT05M57.00S,2021-12-14T01:21:26.0Z,1,REGULAR,3pt,Jump Shot,[],1630178,68.28186596583443,64.70588235294117,1610612755,18,18,2021-12-14T01:21:30Z,840000,74.0,246.0,1,right,T. Maxey 25' 3PT  (7 PTS) (F. Korkmaz 2 AST),"[1630178, 1627788]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,25.65,Made,7.0,F. Korkmaz,1627788.0,2.0,,,,,,,,,,,,,,
87,PT05M43.00S,2021-12-14T01:21:39.6Z,1,REGULAR,3pt,Jump Shot,[],1628415,9.149145860709593,95.83333333333334,1610612763,21,18,2021-12-14T01:21:43Z,860000,-229.0,34.0,1,left,D. Brooks 3PT  (6 PTS) (K. Anderson 1 AST),"[1628415, 203937]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,23.16,Made,6.0,K. Anderson,203937.0,1.0,,,,,,,,,,,,,,
89,PT05M34.00S,2021-12-14T01:21:51.0Z,1,REGULAR,turnover,out-of-bounds,[],203083,,,1610612755,21,18,2021-12-14T01:21:56Z,880000,,,0,,A. Drummond bad pass out-of-bounds TURNOVER (2 TO),[203083],1610612755.0,PHI,bad pass,,,Drummond,A. Drummond,,,,,,,,,,,,,,,1627534.0,,,,,2.0,,,,
90,PT05M34.00S,2021-12-14T01:21:53.4Z,1,REGULAR,substitution,out,[],1630178,,,1610612763,21,18,2021-12-14T01:22:02Z,890000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M34.00S,2021-12-14T01:21:53.4Z,1,REGULAR,substitution,in,[],1629003,,,1610612763,21,18,2021-12-14T01:22:02Z,900000,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,
