actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
25,PT09M26.00S,2022-01-29T01:14:15.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,2,8,2022-01-29T01:14:15Z,250000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,
26,PT09M22.00S,2022-01-29T01:14:33.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,93.24901445466492,56.86274509803921,1610612763,4,8,2022-01-29T01:14:38Z,260000,34.0,11.0,1,right,J. Jackson Jr. driving Layup (2 PTS),[1628991],1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,3.6,Made,,,,,2.0,,,,,,,,,,,,,
27,PT09M22.00S,2022-01-29T01:14:35.7Z,1,REGULAR,foul,personal,['1freethrow'],202355,,,1610612763,4,8,2022-01-29T01:14:41Z,270000,,,0,,H. Whiteside shooting personal FOUL (1 PF) (Jackson Jr. 1 FT),"[202355, 1628991]",1610612762.0,UTA,shooting,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,203592.0,1.0,0.0,Jackson Jr.,1628991.0,,,,,
29,PT09M22.00S,2022-01-29T01:15:00.7Z,1,REGULAR,freethrow,1 of 1,[],1628991,,,1610612763,5,8,2022-01-29T01:15:00Z,290000,,,0,,J. Jackson Jr. Free Throw 1 of 1 (3 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
30,PT09M04.00S,2022-01-29T01:15:21.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,6.915243101182654,47.549019607843135,1610612762,5,8,2022-01-29T01:15:25Z,300000,12.0,13.0,1,left,MISS B. Bogdanovic driving floating Shot - blocked,"[202711, 1628991]",1610612762.0,UTA,driving floating,,,Bogdanovic,B. Bogdanovic,,,,,1.75,Missed,,,,,,,,,,,,,,Jackson Jr.,1628991.0,,,
55,PT09M04.00S,2022-01-29T01:15:21.4Z,1,REGULAR,block,,[],1628991,,,1610612762,5,8,2022-01-29T01:19:10Z,305000,,,0,,J. Jackson Jr. BLOCK (1 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,
31,PT09M01.00S,2022-01-29T01:15:24.4Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,5,8,2022-01-29T01:15:25Z,310000,,,0,,S. Adams REBOUND (Off:0 Def:2),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,30.0,2.0,2.0,0.0,,,,,,,,,,,,,,
32,PT08M58.00S,2022-01-29T01:15:26.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630217,68.9388961892247,71.56862745098039,1610612763,5,8,2022-01-29T01:15:32Z,320000,108.0,239.0,1,right,MISS D. Bane 26' running pullup 3PT,[1630217],1610612763.0,MEM,running pullup,,,Bane,D. Bane,,,,,26.26,Missed,,,,,,,,,,,,,,,,,,
33,PT08M55.00S,2022-01-29T01:15:29.7Z,1,REGULAR,rebound,defensive,[],202355,,,1610612762,5,8,2022-01-29T01:15:32Z,330000,,,0,,H. Whiteside REBOUND (Off:0 Def:1),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,,,
34,PT08M41.00S,2022-01-29T01:15:44.1Z,1,REGULAR,3pt,Jump Shot,[],204060,29.38567674113009,20.833333333333336,1610612762,5,11,2022-01-29T01:15:47Z,340000,146.0,224.0,1,left,J. Ingles 26' 3PT  (3 PTS),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,26.7,Made,,,,,3.0,,,,,,,,,,,,,
35,PT08M28.00S,2022-01-29T01:16:00.1Z,1,REGULAR,foul,offensive,[],203500,,,1610612763,5,11,2022-01-29T01:16:08Z,350000,,,0,,S. Adams offensive FOUL (1 PF),"[203500, 201144]",1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,203592.0,1.0,0.0,Conley,201144.0,,,,,
37,PT08M28.00S,2022-01-29T01:16:00.1Z,1,REGULAR,turnover,offensive foul,[],203500,,,1610612763,5,11,2022-01-29T01:16:00Z,370000,,,0,,S. Adams offensive foul TURNOVER (1 TO),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,203592.0,,,,,,,1.0,,
38,PT08M16.00S,2022-01-29T01:16:31.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202711,33.065045992115635,52.69607843137255,1610612762,5,11,2022-01-29T01:16:35Z,380000,-13.0,258.0,1,left,MISS B. Bogdanovic 25' 3PT - blocked,"[202711, 1628991]",1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,25.87,Missed,,,,,,,,,,,,,,Jackson Jr.,1628991.0,,,
39,PT08M16.00S,2022-01-29T01:16:31.9Z,1,REGULAR,block,,[],1628991,,,1610612762,5,11,2022-01-29T01:16:34Z,390000,,,0,,J. Jackson Jr. BLOCK (2 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,
40,PT08M13.00S,2022-01-29T01:16:34.9Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,5,11,2022-01-29T01:16:35Z,400000,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,38.0,1.0,1.0,0.0,,,,,,,,,,,,,,
41,PT08M11.00S,2022-01-29T01:16:37.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630533,94.56307490144546,49.754901960784316,1610612763,7,11,2022-01-29T01:16:42Z,410000,-1.0,-1.0,1,right,Z. Williams running alley-oop DUNK (2 PTS) (J. Morant 1 AST),"[1630533, 1629630]",1610612763.0,MEM,running alley-oop,,,Williams,Z. Williams,,,,,0.18,Made,,,,,2.0,J. Morant,1629630.0,1.0,,,,,,,,,,
43,PT08M09.00S,2022-01-29T01:16:46.6Z,1,REGULAR,stoppage,other,[],0,,,1610612762,7,11,2022-01-29T01:16:46Z,430000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT07M50.00S,2022-01-29T01:17:06.5Z,1,REGULAR,foul,personal,['2freethrow'],1628991,,,1610612762,7,11,2022-01-29T01:17:16Z,440000,,,0,,J. Jackson Jr. shooting personal FOUL (1 PF) (Whiteside 2 FT),"[1628991, 202355]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,203592.0,1.0,0.0,Whiteside,202355.0,,,,,
46,PT07M50.00S,2022-01-29T01:17:24.5Z,1,REGULAR,foul,technical,['1freethrow'],1628991,,,1610612762,7,11,2022-01-29T01:17:33Z,460000,,,0,,J. Jackson Jr. technical FOUL (1 Tech),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,203592.0,1.0,1.0,,,,,,,
47,PT07M50.00S,2022-01-29T01:17:45.3Z,1,REGULAR,freethrow,1 of 1,[],202711,,,1610612762,7,12,2022-01-29T01:17:45Z,470000,,,0,,B. Bogdanovic technical Free Throw 1 of 1 (3 PTS),[202711],1610612762.0,UTA,technical,,,Bogdanovic,B. Bogdanovic,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
48,PT07M50.00S,2022-01-29T01:18:12.9Z,1,REGULAR,freethrow,1 of 2,[],202355,,,1610612762,7,12,2022-01-29T01:18:12Z,480000,,,0,,MISS H. Whiteside Free Throw 1 of 2,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,Missed,,,,,,,,,,,,,,,,,,
49,PT07M50.00S,2022-01-29T01:18:12.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,7,12,2022-01-29T01:18:12Z,490000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,
50,PT07M50.00S,2022-01-29T01:18:31.4Z,1,REGULAR,freethrow,2 of 2,[],202355,,,1610612762,7,13,2022-01-29T01:18:31Z,500000,,,0,,H. Whiteside Free Throw 2 of 2 (1 PTS),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
51,PT07M36.00S,2022-01-29T01:18:45.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,88.25558475689881,38.72549019607843,1610612763,7,13,2022-01-29T01:18:49Z,510000,-56.0,58.0,1,right,MISS J. Morant 8' floating Shot,[1629630],1610612763.0,MEM,floating,,,Morant,J. Morant,,,,,8.08,Missed,,,,,,,,,,,,,,,,,,
52,PT07M36.00S,2022-01-29T01:18:45.8Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,7,13,2022-01-29T01:18:49Z,520000,,,0,,S. Adams REBOUND (Off:1 Def:2),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,51.0,3.0,2.0,1.0,,,,,,,,,,,,,,
53,PT07M28.00S,2022-01-29T01:18:54.4Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630533,83.26215505913272,30.637254901960787,1610612763,9,13,2022-01-29T01:18:57Z,530000,-97.0,105.0,1,right,Z. Williams 14' pullup Jump Shot (4 PTS),[1630533],1610612763.0,MEM,pullup,,,Williams,Z. Williams,,,,,14.27,Made,,,,,4.0,,,,,,,,,,,,,
54,PT07M13.00S,2022-01-29T01:19:08.6Z,1,REGULAR,3pt,Jump Shot,[],202711,32.40801576872536,34.068627450980394,1610612762,9,13,2022-01-29T01:19:13Z,540000,80.0,252.0,1,left,MISS B. Bogdanovic 26' 3PT,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,26.44,Missed,,,,,,,,,,,,,,,,,,
56,PT07M13.00S,2022-01-29T01:19:08.6Z,1,REGULAR,rebound,offensive,[],202711,,,1610612762,9,13,2022-01-29T01:19:13Z,550000,,,0,,B. Bogdanovic REBOUND (Off:1 Def:0),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,54.0,1.0,0.0,1.0,,,,,,,,,,,,,,
57,PT07M06.00S,2022-01-29T01:19:16.7Z,1,REGULAR,turnover,bad pass,[],202711,,,1610612762,9,13,2022-01-29T01:19:20Z,560000,,,0,,B. Bogdanovic bad pass TURNOVER (1 TO),"[202711, 1628991]",1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,1.0,Jackson Jr.,1628991.0
58,PT07M06.00S,2022-01-29T01:19:16.7Z,1,REGULAR,steal,,[],1628991,,,1610612763,9,13,2022-01-29T01:19:18Z,570000,,,0,,J. Jackson Jr. STEAL (1 STL),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M58.00S,2022-01-29T01:19:23.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629630,91.5407358738502,44.6078431372549,1610612763,9,13,2022-01-29T01:19:28Z,580000,-27.0,27.0,1,right,MISS J. Morant running finger roll Layup,[1629630],1610612763.0,MEM,running finger roll,,,Morant,J. Morant,,,,,3.82,Missed,,,,,,,,,,,,,,,,,,
60,PT06M55.00S,2022-01-29T01:19:26.7Z,1,REGULAR,rebound,offensive,[],1629630,,,1610612763,9,13,2022-01-29T01:19:28Z,590000,,,0,,J. Morant REBOUND (Off:2 Def:0),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,59.0,2.0,0.0,2.0,,,,,,,,,,,,,,
61,PT06M55.00S,2022-01-29T01:19:26.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1629630,94.40999984741211,50.0,1610612763,9,13,2022-01-29T01:19:38Z,600000,0.0,0.0,1,right,MISS J. Morant tip Layup,[1629630],1610612763.0,MEM,tip,,,Morant,J. Morant,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
62,PT06M54.00S,2022-01-29T01:19:27.8Z,1,REGULAR,rebound,defensive,[],204060,,,1610612762,9,13,2022-01-29T01:19:38Z,610000,,,0,,J. Ingles REBOUND (Off:0 Def:4),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,61.0,4.0,4.0,0.0,,,,,,,,,,,,,,
63,PT06M51.00S,2022-01-29T01:19:31.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],204060,31.488173455978973,63.970588235294116,1610612762,9,13,2022-01-29T01:19:36Z,620000,-70.0,243.0,1,left,MISS J. Ingles 25' running 3PT,[204060],1610612762.0,UTA,running,,,Ingles,J. Ingles,,,,,25.33,Missed,,,,,,,,,,,,,,,,,,
64,PT06M51.00S,2022-01-29T01:19:31.0Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,9,13,2022-01-29T01:19:36Z,630000,,,0,,J. Morant REBOUND (Off:2 Def:1),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,63.0,3.0,1.0,2.0,,,,,,,,,,,,,,
65,PT06M39.00S,2022-01-29T01:19:45.4Z,1,REGULAR,turnover,out-of-bounds,[],203500,,,1610612763,9,13,2022-01-29T01:19:51Z,640000,,,0,,S. Adams bad pass out-of-bounds TURNOVER (2 TO),[203500],1610612763.0,MEM,bad pass,,,Adams,S. Adams,,,,,,,,,,,,,,,203592.0,,,,,,,2.0,,
66,PT06M39.00S,2022-01-29T01:19:49.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,9,13,2022-01-29T01:19:49Z,650000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M39.00S,2022-01-29T01:21:49.0Z,1,REGULAR,substitution,out,[],1630217,,,1610612762,9,13,2022-01-29T01:22:45Z,660000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M39.00S,2022-01-29T01:21:49.0Z,1,REGULAR,substitution,out,[],1628991,,,1610612762,9,13,2022-01-29T01:22:45Z,670000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M39.00S,2022-01-29T01:21:49.0Z,1,REGULAR,substitution,out,[],201144,,,1610612762,9,13,2022-01-29T01:22:45Z,680000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M39.00S,2022-01-29T01:21:49.0Z,1,REGULAR,substitution,in,[],1629001,,,1610612762,9,13,2022-01-29T01:22:45Z,690000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M39.00S,2022-01-29T01:21:49.0Z,1,REGULAR,substitution,in,[],1629634,,,1610612762,9,13,2022-01-29T01:22:45Z,700000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M39.00S,2022-01-29T01:21:49.0Z,1,REGULAR,substitution,in,[],1630235,,,1610612762,9,13,2022-01-29T01:22:45Z,710000,,,0,,SUB in: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M18.00S,2022-01-29T01:23:12.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],204060,12.828515111695138,3.9215686274509802,1610612762,9,13,2022-01-29T01:23:16Z,720000,230.0,68.0,1,left,MISS J. Ingles 24' pullup 3PT,[204060],1610612762.0,UTA,pullup,,,Ingles,J. Ingles,,,,,24.03,Missed,,,,,,,,,,,,,,,,,,
74,PT06M15.00S,2022-01-29T01:23:15.4Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,9,13,2022-01-29T01:23:16Z,730000,,,0,,S. Adams REBOUND (Off:1 Def:3),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,73.0,4.0,3.0,1.0,,,,,,,,,,,,,,
75,PT06M10.00S,2022-01-29T01:23:19.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630533,93.64323258869908,50.245098039215684,1610612763,11,13,2022-01-29T01:23:24Z,740000,1.0,7.0,1,right,Z. Williams running alley-oop DUNK (6 PTS) (J. Morant 2 AST),"[1630533, 1629630]",1610612763.0,MEM,running alley-oop,,,Williams,Z. Williams,,,,,0.74,Made,,,,,6.0,J. Morant,1629630.0,2.0,,,,,,,,,,
77,PT05M53.00S,2022-01-29T01:23:35.9Z,1,REGULAR,3pt,Jump Shot,[],202711,33.459264126149804,43.872549019607845,1610612762,11,13,2022-01-29T01:23:39Z,760000,31.0,262.0,1,left,MISS B. Bogdanovic 26' 3PT,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,26.38,Missed,,,,,,,,,,,,,,,,,,
78,PT05M51.00S,2022-01-29T01:23:37.9Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,11,13,2022-01-29T01:23:39Z,770000,,,0,,J. Morant REBOUND (Off:2 Def:2),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,77.0,4.0,2.0,2.0,,,,,,,,,,,,,,
79,PT05M47.00S,2022-01-29T01:23:43.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629630,69.46452036793693,22.058823529411764,1610612763,11,13,2022-01-29T01:23:49Z,780000,-140.0,235.0,1,right,MISS J. Morant 27' pullup 3PT,[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,27.3,Missed,,,,,,,,,,,,,,,,,,
80,PT05M42.00S,2022-01-29T01:23:48.2Z,1,REGULAR,rebound,defensive,[],1630235,,,1610612762,11,13,2022-01-29T01:23:49Z,790000,,,0,,T. Forrest REBOUND (Off:0 Def:1),[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,79.0,1.0,1.0,0.0,,,,,,,,,,,,,,
81,PT05M27.00S,2022-01-29T01:24:02.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630235,12.959921156373195,35.53921568627451,1610612762,11,13,2022-01-29T01:24:08Z,800000,72.0,69.0,1,left,MISS T. Forrest 10' driving floating Shot - blocked,"[1630235, 1629001]",1610612762.0,UTA,driving floating,,,Forrest,T. Forrest,,,,,10.01,Missed,,,,,,,,,,,,,,Melton,1629001.0,,,
82,PT05M27.00S,2022-01-29T01:24:02.6Z,1,REGULAR,block,,[],1629001,,,1610612762,11,13,2022-01-29T01:24:04Z,810000,,,0,,D. Melton BLOCK (1 BLK),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M26.00S,2022-01-29T01:24:03.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612763,11,13,2022-01-29T01:24:08Z,820000,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,81.0,,,,,,,,,,,,,,,,,
84,PT05M26.00S,2022-01-29T01:24:07.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,11,13,2022-01-29T01:24:07Z,830000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
