actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
20,PT10M50.00S,2022-03-27T00:12:26.7Z,1,REGULAR,2pt,Jump Shot,[],1628415,73.66951379763469,50.73529411764706,1610612763,3,3,2022-03-27T00:12:29Z,200000,4.0,195.0,1,right,MISS D. Brooks 19' pullup Shot,[1628415],1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,19.5,Missed,,,,,,,,,,,,,,,,,,,
21,PT10M49.00S,2022-03-27T00:12:28.5Z,1,REGULAR,rebound,offensive,[],1628415,,,1610612763,3,3,2022-03-27T00:12:28Z,210000,,,0,,D. Brooks REBOUND (Off:1 Def:1),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,20.0,2.0,1.0,1.0,,,,,,
22,PT10M46.00S,2022-03-27T00:12:31.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628415,94.56307490144546,52.450980392156865,1610612763,5,3,2022-03-27T00:12:35Z,220000,12.0,-1.0,1,right,D. Brooks driving floating bank Jump Shot (2 PTS),[1628415],1610612763.0,MEM,driving floating bank,,,Brooks,D. Brooks,,,,,1.24,Made,2.0,,,,,,,,,,,,,,,,,,
23,PT10M32.00S,2022-03-27T00:12:45.7Z,1,REGULAR,3pt,Jump Shot,[],201572,6.1268068331143235,3.431372549019608,1610612749,5,6,2022-03-27T00:12:49Z,230000,233.0,5.0,1,left,B. Lopez 3PT  (3 PTS) (G. Antetokounmpo 1 AST),"[201572, 203507]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,23.29,Made,3.0,G. Antetokounmpo,203507.0,1.0,,,,,,,,,,,,,,,
25,PT10M16.00S,2022-03-27T00:13:00.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,87.99277266754271,36.51960784313725,1610612763,7,6,2022-03-27T00:13:03Z,250000,-67.0,60.0,1,right,T. Jones 9' driving floating Jump Shot (2 PTS) (S. Adams 1 AST),"[1626145, 203500]",1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,9.05,Made,2.0,S. Adams,203500.0,1.0,,,,,,,,,,,,,,,
27,PT10M06.00S,2022-03-27T00:13:10.1Z,1,REGULAR,3pt,Jump Shot,[],201572,26.363337713534822,19.852941176470587,1610612749,7,9,2022-03-27T00:13:13Z,270000,151.0,195.0,1,left,B. Lopez 24' 3PT  (6 PTS) (G. Antetokounmpo 2 AST),"[201572, 203507]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,24.67,Made,6.0,G. Antetokounmpo,203507.0,2.0,,,,,,,,,,,,,,,
29,PT09M52.00S,2022-03-27T00:13:25.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203500,93.77463863337714,46.81372549019608,1610612763,7,9,2022-03-27T00:13:30Z,290000,-16.0,6.0,1,right,MISS S. Adams driving reverse Layup - blocked,"[203500, 203507]",1610612763.0,MEM,driving reverse,,,Adams,S. Adams,,,,,1.7,Missed,,,,,,,,,,,,,,Antetokounmpo,203507.0,,,,
30,PT09M52.00S,2022-03-27T00:13:25.6Z,1,REGULAR,block,,[],203507,,,1610612763,7,9,2022-03-27T00:13:28Z,300000,,,0,,G. Antetokounmpo BLOCK (1 BLK),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
31,PT09M48.00S,2022-03-27T00:13:29.6Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,7,9,2022-03-27T00:13:30Z,310000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,29.0,1.0,1.0,0.0,,,,,,
32,PT09M42.00S,2022-03-27T00:13:35.4Z,1,REGULAR,3pt,Jump Shot,[],201572,34.11629434954008,31.127450980392158,1610612749,7,9,2022-03-27T00:13:39Z,320000,94.0,268.0,1,left,MISS B. Lopez 28' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,28.43,Missed,,,,,,,,,,,,,,,,,,,
33,PT09M38.00S,2022-03-27T00:13:39.4Z,1,REGULAR,rebound,defensive,[],1626145,,,1610612763,7,9,2022-03-27T00:13:39Z,330000,,,0,,T. Jones REBOUND (Off:0 Def:1),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,32.0,1.0,1.0,0.0,,,,,,
34,PT09M29.00S,2022-03-27T00:13:48.1Z,1,REGULAR,2pt,Jump Shot,[],1630217,89.43823915900131,67.64705882352942,1610612763,9,9,2022-03-27T00:13:51Z,340000,88.0,47.0,1,right,D. Bane 9' driving floating bank Jump Shot (5 PTS) (T. Jones 2 AST),"[1630217, 1626145]",1610612763.0,MEM,driving floating bank,,,Bane,D. Bane,,,,,9.98,Made,5.0,T. Jones,1626145.0,2.0,,,,,,,,,,,,,,,
36,PT09M15.00S,2022-03-27T00:14:02.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,6.389618922470433,49.26470588235294,1610612749,9,9,2022-03-27T00:14:08Z,360000,4.0,8.0,1,left,MISS G. Antetokounmpo alley-oop Layup,[203507],1610612749.0,MIL,alley-oop,,,Antetokounmpo,G. Antetokounmpo,,,,,0.85,Missed,,,,,,,,,,,,,,,,,,,
37,PT09M10.00S,2022-03-27T00:14:07.6Z,1,REGULAR,rebound,offensive,[],203507,,,1610612749,9,9,2022-03-27T00:14:07Z,370000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,36.0,2.0,1.0,1.0,,,,,,
38,PT09M10.00S,2022-03-27T00:14:07.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203507,5.590000152587891,50.0,1610612749,9,9,2022-03-27T00:14:10Z,380000,0.0,0.0,1,left,MISS G. Antetokounmpo tip Layup,[203507],1610612749.0,MIL,tip,,,Antetokounmpo,G. Antetokounmpo,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
39,PT09M10.00S,2022-03-27T00:14:07.6Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,9,9,2022-03-27T00:14:33Z,390000,,,0,,S. Adams REBOUND (Off:0 Def:1),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,38.0,1.0,1.0,0.0,,,,,,
40,PT09M06.00S,2022-03-27T00:14:10.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628415,70.77858081471747,22.54901960784314,1610612763,9,9,2022-03-27T00:14:15Z,400000,-137.0,222.0,1,right,MISS D. Brooks 26' running 3PT,[1628415],1610612763.0,MEM,running,,,Brooks,D. Brooks,,,,,26.12,Missed,,,,,,,,,,,,,,,,,,,
41,PT09M02.00S,2022-03-27T00:14:14.8Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,9,9,2022-03-27T00:14:15Z,410000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,40.0,3.0,2.0,1.0,,,,,,
42,PT08M52.00S,2022-03-27T00:14:27.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,9,9,2022-03-27T00:14:28Z,420000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT08M45.00S,2022-03-27T00:14:50.3Z,1,REGULAR,turnover,bad pass,[],203114,,,1610612749,9,9,2022-03-27T00:14:53Z,430000,,,0,,K. Middleton bad pass TURNOVER (1 TO),"[203114, 1626145]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,1.0,Jones,1626145.0,
44,PT08M45.00S,2022-03-27T00:14:50.3Z,1,REGULAR,steal,,[],1626145,,,1610612763,9,9,2022-03-27T00:14:52Z,440000,,,0,,T. Jones STEAL (1 STL),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT08M45.00S,2022-03-27T00:14:53.7Z,1,REGULAR,foul,personal,[],201588,,,1610612763,9,9,2022-03-27T00:17:57Z,450000,,,0,,G. Hill take personal FOUL (1 PF),"[201588, 1626145]",1610612749.0,MIL,take,,,Hill,G. Hill,,,,,,,,,,,1627519.0,1.0,0.0,Jones,1626145.0,,,,,,,,,,
47,PT08M32.00S,2022-03-27T00:15:23.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628415,84.44480946123521,47.794117647058826,1610612763,11,9,2022-03-27T00:15:26Z,470000,-11.0,94.0,1,right,D. Brooks 9' driving floating Jump Shot (4 PTS) (S. Adams 2 AST),"[1628415, 203500]",1610612763.0,MEM,driving floating,,,Brooks,D. Brooks,,,,,9.43,Made,4.0,S. Adams,203500.0,2.0,,,,,,,,,,,,,,,
49,PT08M21.00S,2022-03-27T00:15:34.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203114,10.068988173455978,49.01960784313725,1610612749,11,11,2022-03-27T00:15:38Z,490000,5.0,42.0,1,left,K. Middleton driving finger roll Layup (5 PTS),[203114],1610612749.0,MIL,driving finger roll,,,Middleton,K. Middleton,,,,,4.24,Made,5.0,,,,,,,,,,,,,,,,,,
50,PT08M13.00S,2022-03-27T00:15:42.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,94.03745072273325,46.81372549019608,1610612763,11,11,2022-03-27T00:15:45Z,500000,-16.0,4.0,1,right,MISS D. Bane running reverse Layup,[1630217],1610612763.0,MEM,running reverse,,,Bane,D. Bane,,,,,1.63,Missed,,,,,,,,,,,,,,,,,,,
51,PT08M10.00S,2022-03-27T00:15:45.6Z,1,REGULAR,rebound,offensive,[],1628991,,,1610612763,11,11,2022-03-27T00:15:45Z,510000,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:0),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,50.0,1.0,0.0,1.0,,,,,,
52,PT08M10.00S,2022-03-27T00:15:45.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628991,94.40999984741211,50.0,1610612763,11,11,2022-03-27T00:15:54Z,520000,0.0,0.0,1,right,MISS J. Jackson Jr. tip Layup,[1628991],1610612763.0,MEM,tip,,,Jackson Jr.,J. Jackson Jr.,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
53,PT08M10.00S,2022-03-27T00:15:45.6Z,1,REGULAR,rebound,defensive,[],203114,,,1610612749,11,11,2022-03-27T00:15:54Z,530000,,,0,,K. Middleton REBOUND (Off:0 Def:1),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,52.0,1.0,1.0,0.0,,,,,,
54,PT08M06.00S,2022-03-27T00:15:51.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203507,5.995400788436268,47.549019607843135,1610612749,11,13,2022-03-27T00:16:06Z,540000,12.0,4.0,1,left,G. Antetokounmpo alley-oop Layup (2 PTS) (K. Middleton 1 AST),"[203507, 203114]",1610612749.0,MIL,alley-oop,,,Antetokounmpo,G. Antetokounmpo,,,,,1.29,Made,2.0,K. Middleton,203114.0,1.0,,,,,,,,,,,,,,,
56,PT08M06.00S,2022-03-27T00:15:55.0Z,1,REGULAR,foul,personal,['1freethrow'],203500,,,1610612749,11,13,2022-03-27T00:16:13Z,560000,,,0,,S. Adams shooting personal FOUL (1 PF) (Antetokounmpo 1 FT),"[203500, 203507]",1610612763.0,MEM,shooting,,,Adams,S. Adams,,,,,,,,,,,202026.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,,,
58,PT08M06.00S,2022-03-27T00:16:35.4Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],203507,,,1610612749,11,14,2022-03-27T00:16:35Z,580000,,,0,,G. Antetokounmpo Free Throw 1 of 1 (3 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
59,PT07M54.00S,2022-03-27T00:16:49.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,83.52496714848883,37.00980392156863,1610612763,11,14,2022-03-27T00:16:53Z,590000,-65.0,102.0,1,right,MISS T. Jones 12' driving floating Shot,[1626145],1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,12.13,Missed,,,,,,,,,,,,,,,,,,,
60,PT07M50.00S,2022-03-27T00:16:53.2Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,11,14,2022-03-27T00:16:53Z,600000,,,0,,S. Adams REBOUND (Off:1 Def:1),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,59.0,2.0,1.0,1.0,,,,,,
61,PT07M50.00S,2022-03-27T00:16:52.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203500,94.40999984741211,50.0,1610612763,11,14,2022-03-27T00:16:52Z,610000,0.0,0.0,1,right,MISS S. Adams tip Layup,[203500],1610612763.0,MEM,tip,,,Adams,S. Adams,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
62,PT07M48.00S,2022-03-27T00:16:53.9Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,11,14,2022-03-27T00:16:53Z,620000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:3),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,61.0,4.0,3.0,1.0,,,,,,
63,PT07M38.00S,2022-03-27T00:17:03.9Z,1,REGULAR,3pt,Jump Shot,[],201588,16.245072273324574,5.147058823529411,1610612749,11,14,2022-03-27T00:17:10Z,630000,224.0,100.0,1,left,MISS G. Hill 24' 3PT,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,24.57,Missed,,,,,,,,,,,,,,,,,,,
64,PT07M37.00S,2022-03-27T00:17:04.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,11,14,2022-03-27T00:17:10Z,640000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,63.0,,,,,,,,,
65,PT07M37.00S,2022-03-27T00:17:08.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,11,14,2022-03-27T00:17:08Z,650000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT07M37.00S,2022-03-27T00:17:10.4Z,1,REGULAR,substitution,out,[],203507,,,1610612749,11,14,2022-03-27T00:17:17Z,660000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT07M37.00S,2022-03-27T00:17:10.4Z,1,REGULAR,substitution,in,[],1626171,,,1610612749,11,14,2022-03-27T00:17:17Z,670000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT07M34.00S,2022-03-27T00:17:25.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203114,5.863994743758213,52.20588235294118,1610612749,11,14,2022-03-27T00:17:28Z,680000,-11.0,3.0,1,left,MISS K. Middleton cutting Layup - blocked,"[203114, 1628991]",1610612749.0,MIL,cutting,,,Middleton,K. Middleton,,,,,1.13,Missed,,,,,,,,,,,,,,Jackson Jr.,1628991.0,,,,
69,PT07M34.00S,2022-03-27T00:17:25.4Z,1,REGULAR,block,,[],1628991,,,1610612749,11,14,2022-03-27T00:17:27Z,690000,,,0,,J. Jackson Jr. BLOCK (1 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT07M32.00S,2022-03-27T00:17:27.4Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,11,14,2022-03-27T00:17:28Z,700000,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,68.0,2.0,1.0,1.0,,,,,,
71,PT07M30.00S,2022-03-27T00:17:29.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628415,93.77463863337714,51.470588235294116,1610612763,13,14,2022-03-27T00:17:33Z,710000,7.0,6.0,1,right,D. Brooks running finger roll Layup (6 PTS) (T. Jones 3 AST),"[1628415, 1626145]",1610612763.0,MEM,running finger roll,,,Brooks,D. Brooks,,,,,0.95,Made,6.0,T. Jones,1626145.0,3.0,,,,,,,,,,,,,,,
73,PT07M12.00S,2022-03-27T00:17:46.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203114,18.2161629434954,34.55882352941176,1610612749,13,14,2022-03-27T00:17:50Z,730000,77.0,119.0,1,left,MISS K. Middleton 14' fadeaway Shot,[203114],1610612749.0,MIL,fadeaway,,,Middleton,K. Middleton,,,,,14.16,Missed,,,,,,,,,,,,,,,,,,,
74,PT07M10.00S,2022-03-27T00:17:48.7Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,13,14,2022-03-27T00:17:50Z,740000,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,73.0,1.0,1.0,0.0,,,,,,
75,PT07M04.00S,2022-03-27T00:17:54.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628991,67.49342969776609,22.794117647058822,1610612763,13,14,2022-03-27T00:18:01Z,750000,-136.0,253.0,1,right,MISS J. Jackson Jr. 28' running 3PT,[1628991],1610612763.0,MEM,running,,,Jackson Jr.,J. Jackson Jr.,,,,,28.73,Missed,,,,,,,,,,,,,,,,,,,
76,PT07M01.00S,2022-03-27T00:17:57.7Z,1,REGULAR,rebound,defensive,[],203114,,,1610612749,13,14,2022-03-27T00:18:01Z,760000,,,0,,K. Middleton REBOUND (Off:0 Def:2),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,75.0,2.0,2.0,0.0,,,,,,
77,PT07M00.00S,2022-03-27T00:18:02.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,13,14,2022-03-27T00:18:02Z,770000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT07M00.00S,2022-03-27T00:18:15.6Z,1,REGULAR,foul,technical,['1freethrow'],203500,,,1610612749,13,14,2022-03-27T00:18:31Z,780000,,,0,,S. Adams technical FOUL (1 Tech),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,2715.0,1.0,1.0,,,,,,,,,,,,
79,PT07M00.00S,2022-03-27T00:18:37.3Z,1,REGULAR,freethrow,1 of 1,[],203114,,,1610612749,13,15,2022-03-27T00:18:37Z,790000,,,0,,K. Middleton technical Free Throw 1 of 1 (6 PTS),[203114],1610612749.0,MIL,technical,,,Middleton,K. Middleton,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
80,PT06M49.00S,2022-03-27T00:19:04.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201588,6.652431011826544,48.28431372549019,1610612749,13,15,2022-03-27T00:19:08Z,800000,9.0,10.0,1,left,MISS G. Hill driving floating bank Shot - blocked,"[201588, 203500]",1610612749.0,MIL,driving floating bank,,,Hill,G. Hill,,,,,1.32,Missed,,,,,,,,,,,,,,Adams,203500.0,,,,
81,PT06M49.00S,2022-03-27T00:19:04.3Z,1,REGULAR,block,,[],203500,,,1610612749,13,15,2022-03-27T00:19:06Z,810000,,,0,,S. Adams BLOCK (2 BLK),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M45.00S,2022-03-27T00:19:08.3Z,1,REGULAR,rebound,defensive,[],1626145,,,1610612763,13,15,2022-03-27T00:19:08Z,820000,,,0,,T. Jones REBOUND (Off:0 Def:2),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,80.0,2.0,2.0,0.0,,,,,,
83,PT06M41.00S,2022-03-27T00:19:11.0Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1630217,76.95466491458606,28.186274509803923,1610612763,15,15,2022-03-27T00:19:19Z,830000,-109.0,164.0,1,right,D. Bane 19' pullup Jump Shot (7 PTS) (T. Jones 4 AST),"[1630217, 1626145]",1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,19.71,Made,7.0,T. Jones,1626145.0,4.0,,,,,,,,,,,,,,,
85,PT06M27.00S,2022-03-27T00:19:26.1Z,1,REGULAR,3pt,Jump Shot,[],203114,31.882391590013142,38.970588235294116,1610612749,15,18,2022-03-27T00:19:29Z,850000,55.0,247.0,1,left,K. Middleton 25' 3PT pullup (9 PTS),[203114],1610612749.0,MIL,pullup,,,Middleton,K. Middleton,,,,,25.33,Made,9.0,,,,,,,,,,,,,,,,,,
86,PT06M23.00S,2022-03-27T00:19:33.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,15,18,2022-03-27T00:19:33Z,860000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT06M23.00S,2022-03-27T00:21:38.7Z,1,REGULAR,substitution,out,[],1628991,,,1610612763,15,18,2022-03-27T00:22:30Z,870000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT06M23.00S,2022-03-27T00:21:38.7Z,1,REGULAR,substitution,out,[],1630217,,,1610612763,15,18,2022-03-27T00:22:30Z,880000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
