actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
30,PT09M17.00S,2022-01-14T01:14:21.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630162,66.44218134034165,58.08823529411765,1610612750,5,10,2022-01-14T01:14:37Z,300000,40.0,263.0,1,right,MISS A. Edwards 26' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,26.6,Missed,,,,,,,,,,,,,,,,,,,
31,PT09M15.00S,2022-01-14T01:14:23.1Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,5,10,2022-01-14T01:14:23Z,310000,,,0,,J. Morant REBOUND (Off:0 Def:1),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,30.0,1.0,1.0,0.0,,,,,,,,,,,
32,PT09M07.00S,2022-01-14T01:14:30.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203937,5.206964520367937,48.529411764705884,1610612763,7,10,2022-01-14T01:14:42Z,320000,7.0,-4.0,1,left,K. Anderson cutting DUNK (2 PTS) (J. Morant 2 AST),"[203937, 1629630]",1610612763.0,MEM,cutting,,,Anderson,K. Anderson,,,,,0.82,Made,2.0,J. Morant,1629630.0,2.0,,,,,,,,,,,,,,,
34,PT08M57.00S,2022-01-14T01:14:40.9Z,1,REGULAR,2pt,Jump Shot,[],1626156,80.89684625492772,21.323529411764707,1610612750,7,10,2022-01-14T01:14:46Z,340000,-143.0,127.0,1,right,MISS D. Russell 19' pullup Shot,[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,19.16,Missed,,,,,,,,,,,,,,,,,,,
35,PT08M57.00S,2022-01-14T01:14:40.9Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,7,10,2022-01-14T01:14:46Z,350000,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,34.0,1.0,1.0,0.0,,,,,,,,,,,
36,PT08M46.00S,2022-01-14T01:14:52.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,7.046649145860711,45.588235294117645,1610612763,7,10,2022-01-14T01:14:56Z,360000,22.0,14.0,1,left,MISS J. Morant driving reverse Layup,[1629630],1610612763.0,MEM,driving reverse,,,Morant,J. Morant,,,,,2.6,Missed,,,,,,,,,,,,,,,,,,,
37,PT08M45.00S,2022-01-14T01:14:53.7Z,1,REGULAR,rebound,offensive,[],1628991,,,1610612763,7,10,2022-01-14T01:14:53Z,370000,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,36.0,2.0,1.0,1.0,,,,,,,,,,,
38,PT08M42.00S,2022-01-14T01:14:55.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628991,7.440867279894875,47.549019607843135,1610612763,9,10,2022-01-14T01:15:01Z,380000,12.0,17.0,1,left,J. Jackson Jr. putback Layup (4 PTS),[1628991],1610612763.0,MEM,putback,,,Jackson Jr.,J. Jackson Jr.,,,,,2.13,Made,4.0,,,,,,,,,,,,,,,,,,
39,PT08M28.00S,2022-01-14T01:15:10.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629020,93.9060446780552,50.245098039215684,1610612750,9,12,2022-01-14T01:15:15Z,390000,1.0,5.0,1,right,J. Vanderbilt cutting DUNK (2 PTS) (K. Towns 1 AST),"[1629020, 1626157]",1610612750.0,MIN,cutting,,,Vanderbilt,J. Vanderbilt,,,,,0.49,Made,2.0,K. Towns,1626157.0,1.0,,,,,,,,,,,,,,,
41,PT08M07.00S,2022-01-14T01:15:31.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203937,6.915243101182654,47.794117647058826,1610612763,11,12,2022-01-14T01:15:37Z,410000,11.0,13.0,1,left,K. Anderson cutting Layup (4 PTS) (J. Morant 3 AST),"[203937, 1629630]",1610612763.0,MEM,cutting,,,Anderson,K. Anderson,,,,,1.67,Made,4.0,J. Morant,1629630.0,3.0,,,,,,,,,,,,,,,
43,PT07M53.00S,2022-01-14T01:15:45.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629020,92.85479632063075,49.754901960784316,1610612750,11,14,2022-01-14T01:15:51Z,430000,-1.0,15.0,1,right,J. Vanderbilt cutting DUNK (4 PTS) (P. Beverley 3 AST),"[1629020, 201976]",1610612750.0,MIN,cutting,,,Vanderbilt,J. Vanderbilt,,,,,1.47,Made,4.0,P. Beverley,201976.0,3.0,,,,,,,,,,,,,,,
45,PT07M30.00S,2022-01-14T01:16:07.6Z,1,REGULAR,3pt,Jump Shot,[],1629630,25.837713534822605,15.196078431372548,1610612763,11,14,2022-01-14T01:16:14Z,450000,174.0,190.0,1,left,MISS J. Morant 25' step back 3PT,[1629630],1610612763.0,MEM,step back,,,Morant,J. Morant,,,,,25.79,Missed,,,,,,,,,,,,,,,,,,,
46,PT07M26.00S,2022-01-14T01:16:11.6Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612750,11,14,2022-01-14T01:16:14Z,460000,,,0,,J. Vanderbilt REBOUND (Off:1 Def:2),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,45.0,3.0,2.0,1.0,,,,,,,,,,,
47,PT07M18.00S,2022-01-14T01:16:19.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626157,92.9862023653088,48.77450980392157,1610612750,11,16,2022-01-14T01:16:24Z,470000,-6.0,13.0,1,right,K. Towns driving DUNK (2 PTS) (A. Edwards 2 AST),"[1626157, 1630162]",1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,1.47,Made,2.0,A. Edwards,1630162.0,2.0,,,,,,,,,,,,,,,
48,PT07M10.00S,2022-01-14T01:16:31.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,11,16,2022-01-14T01:16:31Z,480000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M10.00S,2022-01-14T01:17:04.4Z,1,REGULAR,substitution,out,[],1628991,,,1610612763,11,16,2022-01-14T01:19:21Z,490000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M10.00S,2022-01-14T01:17:04.4Z,1,REGULAR,substitution,in,[],1630214,,,1610612763,11,16,2022-01-14T01:19:21Z,500000,,,0,,SUB in: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT06M59.00S,2022-01-14T01:19:43.2Z,1,REGULAR,2pt,Jump Shot,[],1630217,29.122864651773984,50.245098039215684,1610612763,11,16,2022-01-14T01:19:49Z,510000,-1.0,221.0,1,left,MISS D. Bane 22' step back Shot,[1630217],1610612763.0,MEM,step back,,,Bane,D. Bane,,,,,22.13,Missed,,,,,,,,,,,,,,,,,,,
54,PT06M56.00S,2022-01-14T01:19:46.2Z,1,REGULAR,rebound,offensive,[],1630214,,,1610612763,11,16,2022-01-14T01:19:49Z,520000,,,0,,X. Tillman REBOUND (Off:1 Def:0),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,53.0,1.0,0.0,1.0,,,,,,,,,,,
55,PT06M50.00S,2022-01-14T01:20:06.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630214,6.783837056504599,49.26470588235294,1610612763,11,16,2022-01-14T01:21:02Z,530000,4.0,11.0,1,left,MISS X. Tillman tip Layup,[1630214],1610612763.0,MEM,tip,,,Tillman,X. Tillman,,,,,1.19,Missed,,,,,,,,,,,,,,,,,,,
56,PT06M50.00S,2022-01-14T01:20:06.2Z,1,REGULAR,rebound,defensive,[],1626156,,,1610612750,11,16,2022-01-14T01:20:22Z,540000,,,0,,D. Russell REBOUND (Off:0 Def:1),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,55.0,1.0,1.0,0.0,,,,,,,,,,,
57,PT06M50.00S,2022-01-14T01:20:15.6Z,1,REGULAR,foul,personal,['2freethrow'],1630214,,,1610612750,11,16,2022-01-14T01:20:22Z,550000,,,0,,X. Tillman shooting personal FOUL (1 PF) (Edwards 2 FT),"[1630214, 1630162]",1610612763.0,MEM,shooting,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,202056.0,1.0,0.0,Edwards,1630162.0,
59,PT06M50.00S,2022-01-14T01:20:23.5Z,1,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,11,17,2022-01-14T01:20:23Z,570000,,,0,,A. Edwards Free Throw 1 of 2 (4 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
60,PT06M50.00S,2022-01-14T01:20:32.6Z,1,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,11,18,2022-01-14T01:20:32Z,580000,,,0,,A. Edwards Free Throw 2 of 2 (5 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
61,PT06M37.00S,2022-01-14T01:20:44.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630214,7.966491458607096,51.9607843137255,1610612763,13,18,2022-01-14T01:20:52Z,590000,-10.0,22.0,1,left,X. Tillman reverse Layup (2 PTS) (J. Morant 4 AST),"[1630214, 1629630]",1610612763.0,MEM,reverse,,,Tillman,X. Tillman,,,,,2.44,Made,2.0,J. Morant,1629630.0,4.0,,,,,,,,,,,,,,,
63,PT06M19.00S,2022-01-14T01:21:02.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,91.5407358738502,47.05882352941176,1610612750,13,18,2022-01-14T01:21:08Z,610000,-15.0,27.0,1,right,MISS A. Edwards driving reverse Layup,[1630162],1610612750.0,MIN,driving reverse,,,Edwards,A. Edwards,,,,,3.07,Missed,,,,,,,,,,,,,,,,,,,
65,PT06M18.00S,2022-01-14T01:21:03.0Z,1,REGULAR,rebound,defensive,[],203937,,,1610612763,13,18,2022-01-14T01:21:08Z,630000,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,63.0,1.0,1.0,0.0,,,,,,,,,,,
66,PT06M18.00S,2022-01-14T01:21:09.2Z,1,REGULAR,foul,personal,[],201976,,,1610612763,13,18,2022-01-14T01:21:19Z,640000,,,0,,P. Beverley take personal FOUL (1 PF),"[201976, 203937]",1610612750.0,MIN,take,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,1155.0,1.0,0.0,Anderson,203937.0,
68,PT06M18.00S,2022-01-14T01:21:20.6Z,1,REGULAR,substitution,out,[],1630533,,,1610612763,13,18,2022-01-14T01:21:40Z,660000,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M18.00S,2022-01-14T01:21:20.6Z,1,REGULAR,substitution,out,[],1630217,,,1610612763,13,18,2022-01-14T01:21:40Z,670000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M18.00S,2022-01-14T01:21:20.6Z,1,REGULAR,substitution,out,[],1626156,,,1610612763,13,18,2022-01-14T01:21:40Z,680000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M18.00S,2022-01-14T01:21:20.6Z,1,REGULAR,substitution,in,[],1629001,,,1610612763,13,18,2022-01-14T01:21:40Z,690000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M18.00S,2022-01-14T01:21:20.6Z,1,REGULAR,substitution,in,[],1629723,,,1610612763,13,18,2022-01-14T01:21:40Z,700000,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M18.00S,2022-01-14T01:21:20.6Z,1,REGULAR,substitution,in,[],1627736,,,1610612763,13,18,2022-01-14T01:21:40Z,710000,,,0,,SUB in: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M10.00S,2022-01-14T01:21:42.6Z,1,REGULAR,foul,personal,['2freethrow'],1627736,,,1610612763,13,18,2022-01-14T01:21:51Z,720000,,,0,,M. Beasley shooting personal FOUL (1 PF) (Tillman 2 FT),"[1627736, 1630214]",1610612750.0,MIN,shooting,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,202056.0,1.0,0.0,Tillman,1630214.0,
76,PT06M10.00S,2022-01-14T01:22:11.8Z,1,REGULAR,freethrow,1 of 2,[],1630214,,,1610612763,13,18,2022-01-14T01:22:11Z,740000,,,0,,MISS X. Tillman Free Throw 1 of 2,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,Missed,,,,,,,,,,,,,,,,,,,
77,PT06M10.00S,2022-01-14T01:22:11.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,13,18,2022-01-14T01:22:11Z,750000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,76.0,,,,,,,,,,,,,,
78,PT06M10.00S,2022-01-14T01:22:27.3Z,1,REGULAR,freethrow,2 of 2,[],1630214,,,1610612763,13,18,2022-01-14T01:22:27Z,760000,,,0,,MISS X. Tillman Free Throw 2 of 2,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,Missed,,,,,,,,,,,,,,,,,,,
79,PT06M07.00S,2022-01-14T01:22:29.8Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612750,13,18,2022-01-14T01:22:29Z,770000,,,0,,J. Vanderbilt REBOUND (Off:1 Def:3),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,78.0,4.0,3.0,1.0,,,,,,,,,,,
80,PT05M56.00S,2022-01-14T01:22:41.1Z,1,REGULAR,3pt,Jump Shot,[],201976,66.17936925098554,47.30392156862745,1610612750,13,18,2022-01-14T01:22:46Z,780000,-13.0,265.0,1,right,MISS P. Beverley 26' 3PT,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,26.57,Missed,,,,,,,,,,,,,,,,,,,
81,PT05M52.00S,2022-01-14T01:22:45.1Z,1,REGULAR,rebound,defensive,[],1629723,,,1610612763,13,18,2022-01-14T01:22:46Z,790000,,,0,,J. Konchar REBOUND (Off:0 Def:1),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,80.0,1.0,1.0,0.0,,,,,,,,,,,
82,PT05M44.00S,2022-01-14T01:22:51.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,9.017739816031538,47.05882352941176,1610612763,13,18,2022-01-14T01:22:58Z,800000,15.0,32.0,1,left,MISS K. Anderson driving floating Shot,[203937],1610612763.0,MEM,driving floating,,,Anderson,K. Anderson,,,,,3.55,Missed,,,,,,,,,,,,,,,,,,,
83,PT05M40.00S,2022-01-14T01:22:55.8Z,1,REGULAR,rebound,offensive,[],1629723,,,1610612763,13,18,2022-01-14T01:22:58Z,810000,,,0,,J. Konchar REBOUND (Off:1 Def:1),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,82.0,2.0,1.0,1.0,,,,,,,,,,,
84,PT05M40.00S,2022-01-14T01:22:55.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629723,5.590000152587891,50.0,1610612763,15,18,2022-01-14T01:22:55Z,820000,0.0,0.0,1,left,J. Konchar tip Layup (2 PTS),[1629723],1610612763.0,MEM,tip,,,Konchar,J. Konchar,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,,
85,PT05M32.00S,2022-01-14T01:23:04.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201976,83.26215505913272,44.11764705882353,1610612750,15,18,2022-01-14T01:23:08Z,830000,-29.0,105.0,1,right,MISS P. Beverley 10' driving floating Shot,[201976],1610612750.0,MIN,driving floating,,,Beverley,P. Beverley,,,,,10.88,Missed,,,,,,,,,,,,,,,,,,,
86,PT05M28.00S,2022-01-14T01:23:08.9Z,1,REGULAR,rebound,defensive,[],1629723,,,1610612763,15,18,2022-01-14T01:23:08Z,840000,,,0,,J. Konchar REBOUND (Off:1 Def:2),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,85.0,3.0,2.0,1.0,,,,,,,,,,,
87,PT05M16.00S,2022-01-14T01:23:19.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,15.850854139290407,45.83333333333333,1610612763,17,18,2022-01-14T01:23:27Z,850000,21.0,96.0,1,left,J. Morant 9' turnaround Jump Shot (2 PTS),[1629630],1610612763.0,MEM,turnaround,,,Morant,J. Morant,,,,,9.87,Made,2.0,,,,,,,,,,,,,,,,,,
88,PT05M06.00S,2022-01-14T01:23:32.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,92.85479632063075,51.9607843137255,1610612750,17,20,2022-01-14T01:23:37Z,860000,10.0,15.0,1,right,A. Edwards driving reverse Layup (7 PTS),[1630162],1610612750.0,MIN,driving reverse,,,Edwards,A. Edwards,,,,,1.77,Made,7.0,,,,,,,,,,,,,,,,,,
89,PT05M06.00S,2022-01-14T01:23:35.9Z,1,REGULAR,foul,personal,['1freethrow'],1629630,,,1610612750,17,20,2022-01-14T01:24:03Z,870000,,,0,,J. Morant shooting personal FOUL (1 PF) (Edwards 1 FT),"[1629630, 1630162]",1610612763.0,MEM,shooting,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,202056.0,1.0,0.0,Edwards,1630162.0,
91,PT05M06.00S,2022-01-14T01:23:50.7Z,1,REGULAR,substitution,out,[],203937,,,1610612750,17,20,2022-01-14T01:26:17Z,890000,,,0,,SUB out: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
