actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
15,PT11M07.00S,2022-01-12T01:11:55.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,0,2,2022-01-12T01:11:58Z,150000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,
16,PT11M07.00S,2022-01-12T01:11:59.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,0,2,2022-01-12T01:11:59Z,160000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,PT11M01.00S,2022-01-12T01:12:19.1Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1626172,80.50262812089356,76.7156862745098,1610612744,0,2,2022-01-12T01:12:23Z,170000,134.0,131.0,1,right,MISS K. Looney 18' Jump Shot,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,18.7,Missed,,,,,,,,,,,,,,,,,,
18,PT11M00.00S,2022-01-12T01:12:20.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612763,0,2,2022-01-12T01:12:23Z,180000,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,
19,PT11M00.00S,2022-01-12T01:12:23.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,0,2,2022-01-12T01:12:23Z,190000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,PT10M50.00S,2022-01-12T01:12:40.1Z,1,REGULAR,foul,personal,['2freethrow'],1626172,,,1610612763,0,2,2022-01-12T01:12:47Z,200000,,,0,,K. Looney shooting personal FOUL (1 PF) (Morant 2 FT),"[1626172, 1629630]",1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,,,,,,,,,,2534.0,1.0,0.0,Morant,1629630.0,,,,,,
22,PT10M50.00S,2022-01-12T01:13:17.0Z,1,REGULAR,freethrow,1 of 2,[],1629630,,,1610612763,1,2,2022-01-12T01:13:17Z,220000,,,0,,J. Morant Free Throw 1 of 2 (1 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
23,PT10M50.00S,2022-01-12T01:13:34.0Z,1,REGULAR,freethrow,2 of 2,[],1629630,,,1610612763,2,2,2022-01-12T01:13:34Z,230000,,,0,,J. Morant Free Throw 2 of 2 (2 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
24,PT10M39.00S,2022-01-12T01:13:46.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202691,79.97700394218134,55.392156862745104,1610612744,2,4,2022-01-12T01:13:50Z,240000,27.0,136.0,1,right,K. Thompson 13' step back Jump Shot (2 PTS) (S. Curry 1 AST),"[202691, 201939]",1610612744.0,GSW,step back,,,Thompson,K. Thompson,,,,,13.84,Made,2.0,,,,,,,,,,,,S. Curry,201939.0,1.0,,,
26,PT10M29.00S,2022-01-12T01:13:55.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,18.2161629434954,37.00980392156863,1610612763,2,4,2022-01-12T01:14:05Z,260000,65.0,119.0,1,left,MISS J. Morant 13' driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,13.53,Missed,,,,,,,,,,,,,,,,,,
27,PT10M29.00S,2022-01-12T01:13:55.8Z,1,REGULAR,rebound,defensive,[],1629308,,,1610612744,2,4,2022-01-12T01:14:05Z,270000,,,0,,J. Toscano-Anderson REBOUND (Off:0 Def:1),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,
28,PT10M17.00S,2022-01-12T01:14:08.3Z,1,REGULAR,2pt,Jump Shot,[],203952,85.10183968462549,28.431372549019606,1610612744,2,6,2022-01-12T01:14:12Z,280000,-108.0,88.0,1,right,A. Wiggins 13' step back Jump Shot (4 PTS),[203952],1610612744.0,GSW,step back,,,Wiggins,A. Wiggins,,,,,13.88,Made,4.0,,,,,,,,,,,,,,,,,
29,PT10M03.00S,2022-01-12T01:14:21.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,17.0335085413929,38.48039215686275,1610612763,2,6,2022-01-12T01:14:26Z,290000,58.0,108.0,1,left,MISS J. Jackson Jr. 12' floating Shot,[1628991],1610612763.0,MEM,floating,,,Jackson Jr.,J. Jackson Jr.,,,,,12.2,Missed,,,,,,,,,,,,,,,,,,
30,PT10M00.00S,2022-01-12T01:14:24.6Z,1,REGULAR,rebound,offensive,[],203937,,,1610612763,2,6,2022-01-12T01:14:26Z,300000,,,0,,K. Anderson REBOUND (Off:1 Def:0),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,29.0,1.0,0.0,1.0,,,,,,,,,,,,,
31,PT10M00.00S,2022-01-12T01:14:25.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203937,5.590000152587891,50.0,1610612763,2,6,2022-01-12T01:14:28Z,310000,0.0,0.0,1,left,MISS K. Anderson tip Layup,[203937],1610612763.0,MEM,tip,,,Anderson,K. Anderson,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
32,PT10M00.00S,2022-01-12T01:14:25.4Z,1,REGULAR,rebound,defensive,[],1629308,,,1610612744,2,6,2022-01-12T01:14:28Z,320000,,,0,,J. Toscano-Anderson REBOUND (Off:0 Def:2),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,31.0,2.0,2.0,0.0,,,,,,,,,,,,,
33,PT09M49.00S,2022-01-12T01:14:36.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202691,94.03745072273325,50.73529411764706,1610612744,2,8,2022-01-12T01:14:41Z,330000,4.0,4.0,1,right,K. Thompson driving Layup (4 PTS),[202691],1610612744.0,GSW,driving,,,Thompson,K. Thompson,,,,,0.51,Made,4.0,,,,,,,,,,,,,,,,,
34,PT09M26.00S,2022-01-12T01:14:59.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203937,5.863994743758213,50.49019607843137,1610612763,4,8,2022-01-12T01:15:03Z,340000,-2.0,3.0,1,left,K. Anderson driving DUNK (2 PTS) (J. Morant 1 AST),"[203937, 1629630]",1610612763.0,MEM,driving,,,Anderson,K. Anderson,,,,,0.36,Made,2.0,,,,,,,,,,,,J. Morant,1629630.0,1.0,,,
36,PT09M15.00S,2022-01-12T01:15:11.0Z,1,REGULAR,turnover,lost ball,[],202691,,,1610612744,4,8,2022-01-12T01:15:14Z,360000,,,0,,K. Thompson lost ball TURNOVER (1 TO),"[202691, 1628991]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,1.0,Jackson Jr.,1628991.0
37,PT09M15.00S,2022-01-12T01:15:11.0Z,1,REGULAR,steal,,[],1628991,,,1610612763,4,8,2022-01-12T01:15:13Z,370000,,,0,,J. Jackson Jr. STEAL (1 STL),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,
38,PT09M11.00S,2022-01-12T01:15:15.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630217,29.6484888304862,69.85294117647058,1610612763,4,8,2022-01-12T01:15:20Z,380000,-99.0,226.0,1,left,MISS D. Bane 24' running pullup 3PT,[1630217],1610612763.0,MEM,running pullup,,,Bane,D. Bane,,,,,24.7,Missed,,,,,,,,,,,,,,,,,,
39,PT09M07.00S,2022-01-12T01:15:19.4Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,4,8,2022-01-12T01:15:20Z,390000,,,0,,K. Looney REBOUND (Off:0 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,38.0,1.0,1.0,0.0,,,,,,,,,,,,,
40,PT09M02.00S,2022-01-12T01:15:23.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201939,71.43561103810775,21.07843137254902,1610612744,4,8,2022-01-12T01:15:36Z,400000,-145.0,216.0,1,right,MISS S. Curry 25' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,25.99,Missed,,,,,,,,,,,,,,,,,,
41,PT08M58.00S,2022-01-12T01:15:27.7Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,4,8,2022-01-12T01:15:36Z,410000,,,0,,K. Looney REBOUND (Off:1 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,40.0,2.0,1.0,1.0,,,,,,,,,,,,,
42,PT08M57.00S,2022-01-12T01:15:28.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203952,71.43561103810775,78.18627450980392,1610612744,4,8,2022-01-12T01:15:31Z,420000,141.0,216.0,1,right,MISS A. Wiggins 25' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,25.79,Missed,,,,,,,,,,,,,,,,,,
43,PT08M55.00S,2022-01-12T01:15:30.1Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,4,8,2022-01-12T01:15:31Z,430000,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,42.0,1.0,1.0,0.0,,,,,,,,,,,,,
44,PT08M49.00S,2022-01-12T01:15:37.4Z,1,REGULAR,3pt,Jump Shot,[],1628991,32.276609724047304,44.6078431372549,1610612763,4,8,2022-01-12T01:15:41Z,440000,27.0,251.0,1,left,MISS J. Jackson Jr. 25' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,25.23,Missed,,,,,,,,,,,,,,,,,,
45,PT08M45.00S,2022-01-12T01:15:41.4Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,4,8,2022-01-12T01:15:41Z,450000,,,0,,K. Looney REBOUND (Off:1 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,44.0,3.0,2.0,1.0,,,,,,,,,,,,,
46,PT08M33.00S,2022-01-12T01:15:55.2Z,1,REGULAR,turnover,out-of-bounds,[],203952,,,1610612744,4,8,2022-01-12T01:16:00Z,460000,,,0,,A. Wiggins lost ball out-of-bounds TURNOVER (1 TO),[203952],1610612744.0,GSW,lost ball,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,2534.0,,,,,,,,1.0,,
47,PT08M19.00S,2022-01-12T01:16:23.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629630,6.1268068331143235,49.26470588235294,1610612763,6,8,2022-01-12T01:16:27Z,470000,4.0,5.0,1,left,J. Morant driving Layup (4 PTS),[1629630],1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,0.63,Made,4.0,,,,,,,,,,,,,,,,,
48,PT08M11.00S,2022-01-12T01:16:31.3Z,1,REGULAR,3pt,Jump Shot,[],202691,69.85873850197109,21.323529411764707,1610612744,6,8,2022-01-12T01:16:34Z,480000,-143.0,231.0,1,right,MISS K. Thompson 27' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,27.17,Missed,,,,,,,,,,,,,,,,,,
49,PT08M08.00S,2022-01-12T01:16:34.3Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,6,8,2022-01-12T01:16:34Z,490000,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:2),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,48.0,2.0,2.0,0.0,,,,,,,,,,,,,
50,PT07M46.00S,2022-01-12T01:16:56.8Z,1,REGULAR,3pt,Jump Shot,[],1630533,5.601182654402102,95.58823529411765,1610612763,9,8,2022-01-12T01:17:00Z,500000,-228.0,0.0,1,left,Z. Williams 3PT  (3 PTS) (J. Morant 2 AST),"[1630533, 1629630]",1610612763.0,MEM,,,,Williams,Z. Williams,,,,,22.79,Made,3.0,,,,,,,,,,,,J. Morant,1629630.0,2.0,,,
52,PT07M33.00S,2022-01-12T01:17:09.0Z,1,REGULAR,turnover,bad pass,[],1629308,,,1610612744,9,8,2022-01-12T01:17:12Z,520000,,,0,,J. Toscano-Anderson bad pass TURNOVER (1 TO),"[1629308, 1628991]",1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,1.0,Jackson Jr.,1628991.0
53,PT07M33.00S,2022-01-12T01:17:09.0Z,1,REGULAR,steal,,[],1628991,,,1610612763,9,8,2022-01-12T01:17:10Z,530000,,,0,,J. Jackson Jr. STEAL (2 STL),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M30.00S,2022-01-12T01:17:15.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,9,8,2022-01-12T01:17:15Z,540000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M30.00S,2022-01-12T01:17:18.5Z,1,REGULAR,substitution,out,[],202691,,,1610612763,9,8,2022-01-12T01:17:24Z,550000,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M30.00S,2022-01-12T01:17:18.5Z,1,REGULAR,substitution,in,[],1629673,,,1610612763,9,8,2022-01-12T01:17:24Z,560000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M17.00S,2022-01-12T01:17:47.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629630,29.38567674113009,73.77450980392157,1610612763,12,8,2022-01-12T01:17:52Z,570000,-119.0,224.0,1,left,J. Morant 25' 3PT  (7 PTS) (D. Bane 1 AST),"[1629630, 1630217]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,25.33,Made,7.0,,,,,,,,,,,,D. Bane,1630217.0,1.0,,,
59,PT07M16.00S,2022-01-12T01:17:53.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,12,8,2022-01-12T01:17:53Z,590000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M16.00S,2022-01-12T01:19:57.9Z,1,REGULAR,substitution,out,[],1628991,,,1610612744,12,8,2022-01-12T01:20:44Z,600000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M16.00S,2022-01-12T01:19:57.9Z,1,REGULAR,substitution,out,[],1630217,,,1610612744,12,8,2022-01-12T01:20:44Z,610000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M16.00S,2022-01-12T01:19:57.9Z,1,REGULAR,substitution,in,[],1630214,,,1610612744,12,8,2022-01-12T01:20:44Z,620000,,,0,,SUB in: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M16.00S,2022-01-12T01:19:57.9Z,1,REGULAR,substitution,in,[],1629001,,,1610612744,12,8,2022-01-12T01:20:44Z,630000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M52.00S,2022-01-12T01:21:25.8Z,1,REGULAR,turnover,bad pass,[],201939,,,1610612744,12,8,2022-01-12T01:21:28Z,640000,,,0,,S. Curry bad pass TURNOVER (1 TO),"[201939, 203937]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,1.0,Anderson,203937.0
65,PT06M52.00S,2022-01-12T01:21:25.8Z,1,REGULAR,steal,,[],203937,,,1610612763,12,8,2022-01-12T01:21:27Z,650000,,,0,,K. Anderson STEAL (1 STL),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M49.00S,2022-01-12T01:21:28.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629630,5.863994743758213,48.03921568627451,1610612763,14,8,2022-01-12T01:21:34Z,660000,10.0,3.0,1,left,J. Morant running alley-oop DUNK (9 PTS) (Z. Williams 1 AST),"[1629630, 1630533]",1610612763.0,MEM,running alley-oop,,,Morant,J. Morant,,,,,1.01,Made,9.0,,,,,,,,,,,,Z. Williams,1630533.0,1.0,,,
68,PT06M35.00S,2022-01-12T01:21:44.4Z,1,REGULAR,turnover,out-of-bounds,[],1629308,,,1610612744,14,8,2022-01-12T01:21:49Z,680000,,,0,,J. Toscano-Anderson bad pass out-of-bounds TURNOVER (2 TO),[1629308],1610612744.0,GSW,bad pass,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,200832.0,,,,,,,,2.0,,
69,PT06M21.00S,2022-01-12T01:22:05.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630214,17.69053876478318,49.50980392156863,1610612763,16,8,2022-01-12T01:22:10Z,690000,2.0,114.0,1,left,X. Tillman 11' floating Jump Shot (2 PTS) (D. Melton 1 AST),"[1630214, 1629001]",1610612763.0,MEM,floating,,,Tillman,X. Tillman,,,,,11.38,Made,2.0,,,,,,,,,,,,D. Melton,1629001.0,1.0,,,
71,PT06M03.00S,2022-01-12T01:22:23.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629673,83.26215505913272,35.53921568627451,1610612744,16,10,2022-01-12T01:22:28Z,710000,-72.0,105.0,1,right,J. Poole 12' driving floating Jump Shot (2 PTS) (A. Wiggins 1 AST),"[1629673, 203952]",1610612744.0,GSW,driving floating,,,Poole,J. Poole,,,,,12.73,Made,2.0,,,,,,,,,,,,A. Wiggins,203952.0,1.0,,,
73,PT05M51.00S,2022-01-12T01:22:37.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629630,6.1268068331143235,49.754901960784316,1610612763,18,10,2022-01-12T01:22:40Z,730000,1.0,5.0,1,left,J. Morant cutting DUNK (11 PTS) (X. Tillman 1 AST),"[1629630, 1630214]",1610612763.0,MEM,cutting,,,Morant,J. Morant,,,,,0.52,Made,11.0,,,,,,,,,,,,X. Tillman,1630214.0,1.0,,,
75,PT05M41.00S,2022-01-12T01:22:45.8Z,1,REGULAR,3pt,Jump Shot,[],1629673,73.66951379763469,13.970588235294118,1610612744,18,10,2022-01-12T01:22:51Z,750000,-180.0,195.0,1,right,MISS J. Poole 26' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,26.54,Missed,,,,,,,,,,,,,,,,,,
76,PT05M37.00S,2022-01-12T01:22:49.8Z,1,REGULAR,rebound,offensive,[],201939,,,1610612744,18,10,2022-01-12T01:22:49Z,760000,,,0,,S. Curry REBOUND (Off:1 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,75.0,2.0,1.0,1.0,,,,,,,,,,,,,
77,PT05M35.00S,2022-01-12T01:22:51.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203952,67.09921156373193,60.29411764705882,1610612744,18,13,2022-01-12T01:22:54Z,770000,51.0,257.0,1,right,A. Wiggins 26' 3PT  (7 PTS) (K. Looney 1 AST),"[203952, 1626172]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,26.19,Made,7.0,,,,,,,,,,,,K. Looney,1626172.0,1.0,,,
79,PT05M24.00S,2022-01-12T01:23:03.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,13.485545335085414,48.529411764705884,1610612763,20,13,2022-01-12T01:23:12Z,790000,7.0,74.0,1,left,J. Morant 7' driving floating Jump Shot (13 PTS),[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,7.47,Made,13.0,,,,,,,,,,,,,,,,,
81,PT05M12.00S,2022-01-12T01:23:15.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203952,90.3580814717477,49.754901960784316,1610612744,20,13,2022-01-12T01:23:19Z,810000,-1.0,38.0,1,right,MISS A. Wiggins driving floating Shot,[203952],1610612744.0,GSW,driving floating,,,Wiggins,A. Wiggins,,,,,3.81,Missed,,,,,,,,,,,,,,,,,,
82,PT05M09.00S,2022-01-12T01:23:18.0Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612763,20,13,2022-01-12T01:23:19Z,820000,,,0,,D. Melton REBOUND (Off:0 Def:1),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,81.0,1.0,1.0,0.0,,,,,,,,,,,,,
83,PT05M04.00S,2022-01-12T01:23:22.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,11.908672798948752,37.5,1610612763,20,13,2022-01-12T01:23:32Z,830000,62.0,59.0,1,left,MISS J. Morant 8' driving floating Shot - blocked,"[1629630, 1629673]",1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,8.62,Missed,,,,,,Poole,1629673.0,,,,,,,,,,,
84,PT05M04.00S,2022-01-12T01:23:22.6Z,1,REGULAR,block,,[],1629673,,,1610612763,20,13,2022-01-12T01:23:24Z,840000,,,0,,J. Poole BLOCK (1 BLK),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M03.00S,2022-01-12T01:23:23.6Z,1,REGULAR,rebound,defensive,[],203952,,,1610612744,20,13,2022-01-12T01:23:32Z,850000,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,83.0,1.0,1.0,0.0,,,,,,,,,,,,,
86,PT05M03.00S,2022-01-12T01:23:30.5Z,1,REGULAR,turnover,out-of-bounds,[],203952,,,1610612744,20,13,2022-01-12T01:23:37Z,860000,,,0,,A. Wiggins bad pass out-of-bounds TURNOVER (2 TO),[203952],1610612744.0,GSW,bad pass,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,1627541.0,,,,,,,,2.0,,
87,PT05M03.00S,2022-01-12T01:23:38.1Z,1,REGULAR,substitution,out,[],203937,,,1610612763,20,13,2022-01-12T01:24:01Z,870000,,,0,,SUB out: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M03.00S,2022-01-12T01:23:38.1Z,1,REGULAR,substitution,out,[],1630533,,,1610612763,20,13,2022-01-12T01:24:01Z,880000,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,
