actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
17,PT11M08.00S,2025-11-02T23:11:27.4Z,1,REGULAR,block,,[],1629004,,,1610612766,0,2,2025-11-02T23:11:29Z,170000,False,,,0,,S. Mykhailiuk BLOCK (1 BLK),[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
18,PT11M05.00S,2025-11-02T23:11:30.4Z,1,REGULAR,rebound,defensive,[],1641707,,,1610612762,0,2,2025-11-02T23:11:51Z,180000,False,,,0,,T. Hendricks REBOUND (Off:0 Def:1),[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,Restricted Area,0-8 Center,,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,
19,PT11M04.00S,2025-11-02T23:11:35.3Z,1,REGULAR,foul,personal,[],1642883,,,1610612762,0,2,2025-11-02T23:11:48Z,190000,False,,,0,,S. James personal FOUL (1 PF),"[1642883, 1628374]",1610612766.0,CHA,,,,James,S. James,,,,,Mid-Range,8-16 Right,200832.0,1.0,0.0,Markkanen,1628374.0,,,,,,,,,,,,,,,
21,PT10M58.00S,2025-11-02T23:11:57.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628374,92.06636005256242,50.0,1610612762,0,4,2025-11-02T23:12:01Z,210000,False,0.0,22.0,1,right,L. Markkanen cutting DUNK (4 PTS) (K. George 1 AST),"[1628374, 1641718]",1610612762.0,UTA,cutting,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,,,,2.21,Made,,,,,4.0,,,,,,K. George,1641718.0,1.0
23,PT10M44.00S,2025-11-02T23:12:11.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628970,6.783837056504599,57.35294117647059,1610612766,0,4,2025-11-02T23:12:15Z,230000,False,-37.0,11.0,1,left,MISS M. Bridges driving floating Shot,[1628970],1610612766.0,CHA,driving floating,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,3.85,Missed,,,,,,,,,,,,,
24,PT10M42.00S,2025-11-02T23:12:13.4Z,1,REGULAR,rebound,defensive,[],1629004,,,1610612762,0,4,2025-11-02T23:12:15Z,240000,False,,,0,,S. Mykhailiuk REBOUND (Off:0 Def:1),[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Restricted Area,0-8 Center,,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,
25,PT10M37.00S,2025-11-02T23:12:18.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641707,81.553876478318,5.88235294117647,1610612762,0,4,2025-11-02T23:14:39Z,250000,False,-221.0,121.0,1,right,MISS T. Hendricks 25' running pullup 3PT,[1641707],1610612762.0,UTA,running pullup,,,Hendricks,T. Hendricks,,,,,Above the Break 3,24+ Left Center,,,,,,25.16,Missed,,,,,,,,,,,,,
26,PT10M37.00S,2025-11-02T23:12:18.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612766,0,4,2025-11-02T23:12:31Z,260000,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,25.0,,,,,,,,,,,,
28,PT10M27.00S,2025-11-02T23:12:38.5Z,1,REGULAR,3pt,Jump Shot,[],1629012,32.53942181340342,53.92156862745098,1610612766,3,4,2025-11-02T23:12:43Z,280000,False,-20.0,253.0,1,left,C. Sexton 25' 3PT pullup (3 PTS),[1629012],1610612766.0,CHA,pullup,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Center,,,,,,25.42,Made,,,,,3.0,,,,,,,,
29,PT10M11.00S,2025-11-02T23:12:54.2Z,1,REGULAR,3pt,Jump Shot,[],1629004,68.67608409986859,29.901960784313726,1610612762,3,4,2025-11-02T23:15:57Z,290000,False,-100.0,242.0,1,right,MISS S. Mykhailiuk 26' pullup 3PT,[1629004],1610612762.0,UTA,pullup,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Left Center,,,,,,26.19,Missed,,,,,,,,,,,,,
30,PT10M08.00S,2025-11-02T23:12:57.2Z,1,REGULAR,rebound,defensive,[],1641750,,,1610612766,3,4,2025-11-02T23:12:59Z,300000,False,,,0,,R. Kalkbrenner REBOUND (Off:0 Def:1),[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,Above the Break 3,24+ Left Center,,,,,,,,29.0,1.0,1.0,0.0,,,,,,,,,
31,PT10M03.00S,2025-11-02T23:13:03.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642851,7.30946123521682,53.18627450980392,1610612766,3,4,2025-11-02T23:20:31Z,310000,False,-16.0,16.0,1,left,MISS K. Knueppel running reverse Layup,[1642851],1610612766.0,CHA,running reverse,,,Knueppel,K. Knueppel,,,,,Restricted Area,0-8 Center,,,,,,2.27,Missed,,,,,,,,,,,,,
32,PT10M01.00S,2025-11-02T23:13:05.4Z,1,REGULAR,rebound,defensive,[],203994,,,1610612762,3,4,2025-11-02T23:13:12Z,320000,False,,,0,,J. Nurkić REBOUND (Off:0 Def:2),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,Restricted Area,0-8 Center,,,,,,,,31.0,2.0,2.0,0.0,,,,,,,,,
33,PT09M55.00S,2025-11-02T23:13:10.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1641718,91.14651773981603,54.41176470588235,1610612762,3,4,2025-11-02T23:17:50Z,330000,False,22.0,31.0,1,right,MISS K. George running Layup,[1641718],1610612762.0,UTA,running,,,George,K. George,,,,,Restricted Area,0-8 Center,,,,,,3.78,Missed,,,,,,,,,,,,,
34,PT09M55.00S,2025-11-02T23:13:10.9Z,1,REGULAR,rebound,defensive,[],1642851,,,1610612766,3,4,2025-11-02T23:13:16Z,340000,False,,,0,,K. Knueppel REBOUND (Off:0 Def:1),[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,Restricted Area,0-8 Center,,,,,,,,33.0,1.0,1.0,0.0,,,,,,,,,
35,PT09M44.00S,2025-11-02T23:13:22.0Z,1,REGULAR,3pt,Jump Shot,[],1642851,32.013797634691194,50.49019607843137,1610612766,6,4,2025-11-02T23:13:25Z,350000,False,-2.0,248.0,1,left,K. Knueppel 24' 3PT  (3 PTS) (C. Sexton 1 AST),"[1642851, 1629012]",1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,Above the Break 3,24+ Center,,,,,,24.84,Made,,,,,3.0,,,,,,C. Sexton,1629012.0,1.0
37,PT09M32.00S,2025-11-02T23:13:37.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,91.80354796320631,56.127450980392155,1610612762,6,4,2025-11-02T23:13:40Z,370000,False,31.0,25.0,1,right,MISS L. Markkanen driving Layup,[1628374],1610612762.0,UTA,driving,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,,,,3.92,Missed,,,,,,,,,,,,,
38,PT09M27.00S,2025-11-02T23:13:42.1Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,6,4,2025-11-02T23:13:40Z,380000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,37.0,1.0,1.0,0.0,,,,,,,,,
39,PT09M21.00S,2025-11-02T23:13:45.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642883,25.706307490144546,81.61764705882352,1610612766,9,4,2025-11-03T02:02:03Z,390000,False,-158.0,189.0,1,left,S. James 24' 3PT running (3 PTS) (K. Knueppel 1 AST),"[1642883, 1642851]",1610612766.0,CHA,running,,,James,S. James,,,,,Above the Break 3,24+ Left Center,,,,,,24.65,Made,,,,,3.0,,,,,,K. Knueppel,1642851.0,1.0
41,PT09M07.00S,2025-11-02T23:13:58.7Z,1,REGULAR,3pt,Jump Shot,[],1628374,67.36202365308804,74.01960784313727,1610612762,9,7,2025-11-02T23:14:04Z,410000,False,120.0,254.0,1,right,L. Markkanen 28' 3PT  (7 PTS) (S. Mykhailiuk 1 AST),"[1628374, 1629004]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,,,,,,28.12,Made,,,,,7.0,,,,,,S. Mykhailiuk,1629004.0,1.0
43,PT08M58.00S,2025-11-02T23:14:12.9Z,1,REGULAR,foul,personal,[],203994,,,1610612766,9,7,2025-11-02T23:14:24Z,430000,False,,,0,,J. Nurkić personal FOUL (1 PF),"[203994, 1629012]",1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,Mid-Range,16-24 Right Center,202056.0,1.0,0.0,Sexton,1629012.0,,,,,,,,,,,,,,,
45,PT08M46.00S,2025-11-02T23:14:51.2Z,1,REGULAR,turnover,out-of-bounds,[],1641750,,,1610612766,9,7,2025-11-02T23:14:57Z,450000,False,,,0,,R. Kalkbrenner lost ball out-of-bounds TURNOVER (1 TO),[1641750],1610612766.0,CHA,lost ball,,,Kalkbrenner,R. Kalkbrenner,,,,,In The Paint (Non-RA),0-8 Center,201638.0,,,,,,,,,,,,1.0,,,,,,,
47,PT08M36.00S,2025-11-02T23:15:23.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629004,67.7562417871222,31.61764705882353,1610612762,9,7,2025-11-02T23:43:57Z,470000,False,-92.0,251.0,1,right,MISS S. Mykhailiuk 26' 3PT,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Left Center,,,,,,26.69,Missed,,,,,,,,,,,,,
48,PT08M34.00S,2025-11-02T23:15:25.8Z,1,REGULAR,rebound,offensive,[],1641707,,,1610612762,9,7,2025-11-02T23:43:57Z,480000,False,,,0,,T. Hendricks REBOUND (Off:1 Def:1),[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,Above the Break 3,24+ Left Center,,,,,,,,47.0,2.0,1.0,1.0,,,,,,,,,
49,PT08M34.00S,2025-11-02T23:15:33.5Z,1,REGULAR,foul,personal,[],1642851,,,1610612762,9,7,2025-11-02T23:15:48Z,490000,False,,,0,,K. Knueppel personal FOUL (1 PF),"[1642851, 1641707]",1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,In The Paint (Non-RA),0-8 Center,202056.0,1.0,0.0,Hendricks,1641707.0,,,,,,,,,,,,,,,
51,PT08M28.00S,2025-11-02T23:15:53.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1641718,92.46057818659659,52.94117647058824,1610612762,9,9,2025-11-02T23:15:57Z,510000,False,15.0,18.0,1,right,K. George cutting Layup (2 PTS) (J. Nurkić 1 AST),"[1641718, 203994]",1610612762.0,UTA,cutting,,,George,K. George,,,,,Restricted Area,0-8 Center,,,,,,2.36,Made,,,,,2.0,,,,,,J. Nurkić,203994.0,1.0
53,PT08M16.00S,2025-11-02T23:16:07.5Z,1,REGULAR,turnover,double dribble,[],1629012,,,1610612766,9,9,2025-11-02T23:16:21Z,530000,False,,,0,,C. Sexton double dribble TURNOVER (1 TO),[1629012],1610612766.0,CHA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Left Center,201638.0,,,,,,,,,,,,1.0,,,,,,,
54,PT08M09.00S,2025-11-02T23:16:19.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628374,69.72733245729303,76.9607843137255,1610612762,9,9,2025-11-02T23:16:24Z,540000,False,135.0,232.0,1,right,MISS L. Markkanen 26' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,,,,,,26.84,Missed,,,,,,,,,,,,,
55,PT08M05.00S,2025-11-02T23:16:23.9Z,1,REGULAR,rebound,defensive,[],1641750,,,1610612766,9,9,2025-11-02T23:16:24Z,550000,False,,,0,,R. Kalkbrenner REBOUND (Off:0 Def:2),[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,Above the Break 3,24+ Right Center,,,,,,,,54.0,2.0,2.0,0.0,,,,,,,,,
56,PT07M55.00S,2025-11-02T23:16:33.1Z,1,REGULAR,3pt,Jump Shot,[],1642883,25.969119579500656,16.666666666666664,1610612766,12,9,2025-11-02T23:16:37Z,560000,False,167.0,192.0,1,left,S. James 25' 3PT  (6 PTS) (M. Bridges 1 AST),"[1642883, 1628970]",1610612766.0,CHA,,,,James,S. James,,,,,Above the Break 3,24+ Right Center,,,,,,25.4,Made,,,,,6.0,,,,,,M. Bridges,1628970.0,1.0
58,PT07M43.00S,2025-11-02T23:16:45.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641718,90.48948751642575,45.09803921568628,1610612762,12,11,2025-11-02T23:16:50Z,580000,False,-25.0,37.0,1,right,K. George driving floating Jump Shot (4 PTS),[1641718],1610612762.0,UTA,driving floating,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.43,Made,,,,,4.0,,,,,,,,
59,PT07M31.00S,2025-11-02T23:16:58.1Z,1,REGULAR,3pt,Jump Shot,[],1642851,31.225361366622867,28.921568627450984,1610612766,12,11,2025-11-02T23:17:02Z,590000,False,105.0,241.0,1,left,MISS K. Knueppel 26' 3PT,[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,Above the Break 3,24+ Right Center,,,,,,26.3,Missed,,,,,,,,,,,,,
60,PT07M27.00S,2025-11-02T23:17:02.1Z,1,REGULAR,rebound,defensive,[],203994,,,1610612762,12,11,2025-11-02T23:17:02Z,600000,False,,,0,,J. Nurkić REBOUND (Off:0 Def:3),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,Above the Break 3,24+ Right Center,,,,,,,,59.0,3.0,3.0,0.0,,,,,,,,,
61,PT07M11.00S,2025-11-02T23:17:18.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641718,81.68528252299606,45.588235294117645,1610612762,12,11,2025-11-02T23:26:42Z,610000,False,-22.0,120.0,1,right,MISS K. George 12' driving floating Shot,[1641718],1610612762.0,UTA,driving floating,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Center,,,,,,12.17,Missed,,,,,,,,,,,,,
62,PT07M07.00S,2025-11-02T23:17:22.1Z,1,REGULAR,rebound,defensive,[],1642883,,,1610612766,12,11,2025-11-02T23:17:24Z,620000,False,,,0,,S. James REBOUND (Off:0 Def:1),[1642883],1610612766.0,CHA,,,,James,S. James,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,61.0,1.0,1.0,0.0,,,,,,,,,
63,PT07M01.00S,2025-11-02T23:17:28.2Z,1,REGULAR,3pt,Jump Shot,[],1629012,32.670827858081466,38.48039215686275,1610612766,12,11,2025-11-02T23:17:32Z,630000,False,58.0,255.0,1,left,MISS C. Sexton 26' pullup 3PT,[1629012],1610612766.0,CHA,pullup,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Center,,,,,,26.1,Missed,,,,,,,,,,,,,
64,PT06M58.00S,2025-11-02T23:17:31.2Z,1,REGULAR,rebound,defensive,[],203994,,,1610612762,12,11,2025-11-02T23:17:32Z,640000,False,,,0,,J. Nurkić REBOUND (Off:0 Def:4),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,Above the Break 3,24+ Center,,,,,,,,63.0,4.0,4.0,0.0,,,,,,,,,
65,PT06M48.00S,2025-11-02T23:17:42.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,90.3580814717477,52.450980392156865,1610612762,12,13,2025-11-02T23:21:44Z,650000,False,12.0,38.0,1,right,L. Markkanen driving finger roll Layup (9 PTS) (K. George 2 AST),"[1628374, 1641718]",1610612762.0,UTA,driving finger roll,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,,,,4.0,Made,,,,,9.0,,,,,,K. George,1641718.0,2.0
66,PT06M48.00S,2025-11-02T23:17:46.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,12,13,2025-11-02T23:21:39Z,660000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M48.00S,2025-11-02T23:17:47.4Z,1,REGULAR,substitution,out,[],1629012,,,1610612766,12,13,2025-11-02T23:20:39Z,670000,False,,,0,,SUB out: C. Sexton,[1629012],1610612766.0,CHA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M48.00S,2025-11-02T23:17:47.4Z,1,REGULAR,substitution,out,[],1641707,,,1610612766,12,13,2025-11-02T23:20:39Z,680000,False,,,0,,SUB out: T. Hendricks,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M48.00S,2025-11-02T23:17:47.4Z,1,REGULAR,substitution,out,[],203994,,,1610612766,12,13,2025-11-02T23:20:39Z,690000,False,,,0,,SUB out: J. Nurkić,[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M48.00S,2025-11-02T23:17:47.4Z,1,REGULAR,substitution,out,[],1629004,,,1610612766,12,13,2025-11-02T23:20:39Z,700000,False,,,0,,SUB out: S. Mykhailiuk,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M48.00S,2025-11-02T23:17:47.4Z,1,REGULAR,substitution,out,[],1641718,,,1610612766,12,13,2025-11-02T23:20:39Z,710000,False,,,0,,SUB out: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M48.00S,2025-11-02T23:17:47.4Z,1,REGULAR,substitution,in,[],1642354,,,1610612766,12,13,2025-11-02T23:20:39Z,720000,False,,,0,,SUB in: K. Simpson,[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M48.00S,2025-11-02T23:17:47.4Z,1,REGULAR,substitution,in,[],201567,,,1610612766,12,13,2025-11-02T23:20:39Z,730000,False,,,0,,SUB in: K. Love,[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M48.00S,2025-11-02T23:17:47.4Z,1,REGULAR,substitution,in,[],1642846,,,1610612766,12,13,2025-11-02T23:20:39Z,740000,False,,,0,,SUB in: A. Bailey,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M48.00S,2025-11-02T23:17:47.4Z,1,REGULAR,substitution,in,[],1641729,,,1610612766,12,13,2025-11-02T23:20:39Z,750000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M48.00S,2025-11-02T23:17:47.4Z,1,REGULAR,substitution,in,[],1642383,,,1610612766,12,13,2025-11-02T23:20:39Z,760000,False,,,0,,SUB in: W. Clayton Jr.,[1642383],1610612762.0,UTA,,,,Clayton Jr.,W. Clayton Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M40.00S,2025-11-02T23:20:57.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642851,16.245072273324574,48.77450980392157,1610612766,14,13,2025-11-02T23:29:14Z,770000,False,6.0,100.0,1,left,K. Knueppel 10' pullup Jump Shot (5 PTS) (S. James 1 AST),"[1642851, 1642883]",1610612766.0,CHA,pullup,,,Knueppel,K. Knueppel,,,,,In The Paint (Non-RA),8-16 Center,,,,,,10.04,Made,,,,,5.0,,,,,,S. James,1642883.0,1.0
79,PT06M40.00S,2025-11-02T23:21:03.0Z,1,REGULAR,foul,personal,['1freethrow'],1642846,,,1610612766,14,13,2025-11-02T23:21:17Z,790000,False,,,0,,A. Bailey shooting personal FOUL (1 PF) (Knueppel 1 FT),"[1642846, 1642851]",1610612762.0,UTA,shooting,,,Bailey,A. Bailey,,,,,In The Paint (Non-RA),8-16 Center,202056.0,1.0,0.0,Knueppel,1642851.0,,,,,,,,,,,,,,,
81,PT06M40.00S,2025-11-02T23:21:18.2Z,1,REGULAR,substitution,out,[],1641750,,,1610612766,14,13,2025-11-02T23:21:44Z,810000,False,,,0,,SUB out: R. Kalkbrenner,[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M40.00S,2025-11-02T23:21:18.2Z,1,REGULAR,substitution,in,[],1631217,,,1610612766,14,13,2025-11-02T23:21:44Z,820000,False,,,0,,SUB in: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT06M40.00S,2025-11-02T23:21:28.2Z,1,REGULAR,freethrow,1 of 1,[],1642851,,,1610612766,15,13,2025-11-02T23:21:28Z,830000,False,,,0,,K. Knueppel Free Throw 1 of 1 (6 PTS),[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,,,,,,,,,Made,,,,,6.0,,,,,,,,
84,PT06M21.00S,2025-11-02T23:21:49.1Z,1,REGULAR,3pt,Jump Shot,[],1628374,81.8166885676741,5.147058823529411,1610612762,15,16,2025-11-02T23:21:53Z,840000,False,-224.0,118.0,1,right,L. Markkanen 25' 3PT  (12 PTS) (K. Love 1 AST),"[1628374, 201567]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,,,,,,25.36,Made,,,,,12.0,,,,,,K. Love,201567.0,1.0
