actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
16,PT11M18.00S,2026-04-10T23:12:12.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,8.492115637319317,64.70588235294117,1610612765,2,0,2026-04-10T23:12:23Z,160000,False,-74.0,27.0,1,left,MISS C. Cunningham 7' turnaround Shot,[1630595],1610612765.0,DET,turnaround,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,7.84,Missed,,,,,,,,,,,,,,,,,,
17,PT11M11.00S,2026-04-10T23:12:19.7Z,1,REGULAR,rebound,defensive,[],1631217,,,1610612766,2,0,2026-04-10T23:12:19Z,170000,False,,,0,,M. Diabaté REBOUND (Off:0 Def:1),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,In The Paint (Non-RA),0-8 Center,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,
18,PT10M56.00S,2026-04-10T23:12:35.6Z,1,REGULAR,3pt,Jump Shot,[],1630163,67.23061760840999,64.70588235294117,1610612766,2,0,2026-04-10T23:13:10Z,180000,False,74.0,256.0,1,right,MISS L. Ball 26' pullup 3PT,[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,26.59,Missed,,,,,,,,,,,,,,,,,,
19,PT10M52.00S,2026-04-10T23:12:38.2Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,2,0,2026-04-10T23:12:38Z,190000,False,,,0,,J. Duren REBOUND (Off:0 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Center,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,
20,PT10M43.00S,2026-04-10T23:12:49.1Z,1,REGULAR,turnover,bad pass,[],1641709,,,1610612765,2,0,2026-04-10T23:12:54Z,200000,False,,,0,,A. Thompson bad pass TURNOVER (1 TO),"[1641709, 1630163]",1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,1.0,Ball,1630163.0,,,
21,PT10M43.00S,2026-04-10T23:12:49.1Z,1,REGULAR,steal,,[],1630163,,,1610612766,2,0,2026-04-10T23:19:34Z,210000,False,,,0,,L. Ball STEAL (1 STL),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
22,PT10M38.00S,2026-04-10T23:12:53.1Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630163,68.41327201051249,70.09803921568627,1610612766,2,0,2026-04-10T23:14:49Z,220000,False,100.0,244.0,1,right,MISS L. Ball 26' running pullup 3PT,[1630163],1610612766.0,CHA,running pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,26.43,Missed,,,,,,,,,,,,,,,,,,
23,PT10M34.00S,2026-04-10T23:12:57.1Z,1,REGULAR,rebound,offensive,[],1642851,,,1610612766,2,0,2026-04-10T23:12:57Z,230000,False,,,0,,K. Knueppel REBOUND (Off:1 Def:0),[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,Above the Break 3,24+ Right Center,,,22.0,1.0,0.0,1.0,,,,,,,,,,,,,,
24,PT10M31.00S,2026-04-10T23:12:59.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630163,78.26872536136662,92.40196078431373,1610612766,2,0,2026-04-10T23:13:04Z,240000,False,212.0,152.0,1,right,MISS L. Ball 26' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,26.07,Missed,,,,,,,,,,,,,,,,,,
25,PT10M29.00S,2026-04-10T23:13:01.5Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,2,0,2026-04-10T23:13:01Z,250000,False,,,0,,A. Thompson REBOUND (Off:0 Def:2),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Right Center,,,24.0,2.0,2.0,0.0,,,,,,,,,,,,,,
26,PT10M24.00S,2026-04-10T23:13:07.6Z,1,REGULAR,turnover,bad pass,[],1641709,,,1610612765,2,0,2026-04-10T23:13:11Z,260000,False,,,0,,A. Thompson bad pass TURNOVER (2 TO),"[1641709, 1630163]",1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,2.0,Ball,1630163.0,,,
27,PT10M24.00S,2026-04-10T23:13:07.6Z,1,REGULAR,steal,,[],1630163,,,1610612766,2,0,2026-04-10T23:13:09Z,270000,False,,,0,,L. Ball STEAL (2 STL),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
28,PT10M19.00S,2026-04-10T23:13:12.5Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641706,92.32917214191852,49.50980392156863,1610612766,4,0,2026-04-10T23:20:01Z,280000,False,-2.0,20.0,1,right,B. Miller running alley-oop DUNK (4 PTS) (L. Ball 1 AST),"[1641706, 1630163]",1610612766.0,CHA,running alley-oop,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,1.98,Made,,,,,,,,,,,,4.0,,,,L. Ball,1630163.0,1.0
30,PT10M19.00S,2026-04-10T23:13:30.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,4,0,2026-04-10T23:13:30Z,300000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PT10M19.00S,2026-04-10T23:15:15.1Z,1,REGULAR,foul,technical,[],1629130,,,1610612765,4,0,2026-04-10T23:15:32Z,320000,False,,,0,,D. Robinson double technical FOUL (1 Tech),[1629130],1610612765.0,DET,double,,,Robinson,D. Robinson,,,,,,,,,,,,,,,2004.0,0.0,1.0,,,,,,,,,
33,PT10M19.00S,2026-04-10T23:15:15.1Z,1,REGULAR,foul,technical,[],1641706,,,1610612765,4,0,2026-04-10T23:15:25Z,330000,False,,,0,,B. Miller double technical FOUL (1 Tech),[1641706],1610612766.0,CHA,double,,,Miller,B. Miller,,,,,,,,,,,,,,,2004.0,0.0,1.0,,,,,,,,,
34,PT09M58.00S,2026-04-10T23:16:38.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,6.652431011826544,45.34313725490196,1610612765,4,2,2026-04-10T23:16:43Z,340000,False,23.0,10.0,1,left,C. Cunningham driving Layup (2 PTS) (J. Duren 1 AST),"[1630595, 1631105]",1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,2.54,Made,,,,,,,,,,,,2.0,,,,J. Duren,1631105.0,1.0
36,PT09M47.00S,2026-04-10T23:16:49.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628970,89.17542706964521,59.068627450980394,1610612766,6,2,2026-04-10T23:17:27Z,360000,False,45.0,49.0,1,right,M. Bridges 6' turnaround bank Jump Shot (2 PTS),[1628970],1610612766.0,CHA,turnaround bank,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,6.7,Made,,,,,,,,,,,,2.0,,,,,,
37,PT09M36.00S,2026-04-10T23:17:01.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,5.995400788436268,52.69607843137255,1610612765,6,4,2026-04-10T23:17:05Z,370000,False,-13.0,4.0,1,left,J. Duren reverse Layup (2 PTS) (C. Cunningham 1 AST),"[1631105, 1630595]",1610612765.0,DET,reverse,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,1.41,Made,,,,,,,,,,,,2.0,,,,C. Cunningham,1630595.0,1.0
39,PT09M25.00S,2026-04-10T23:17:15.5Z,1,REGULAR,foul,personal,['2freethrow'],1641709,,,1610612766,6,4,2026-04-10T23:17:35Z,390000,False,,,0,,A. Thompson shooting personal FOUL (1 PF) (Diabaté 2 FT),"[1641709, 1631217]",1610612765.0,DET,shooting,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,1627961.0,1.0,0.0,Diabaté,1631217.0,,,,,,,
41,PT09M25.00S,2026-04-10T23:17:38.8Z,1,REGULAR,freethrow,1 of 2,[],1631217,,,1610612766,7,4,2026-04-10T23:17:54Z,410000,False,,,0,,M. Diabaté Free Throw 1 of 2 (1 PTS),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,Made,,,,,,,,,,,,1.0,,,,,,
42,PT09M25.00S,2026-04-10T23:17:38.8Z,1,REGULAR,freethrow,2 of 2,[],1631217,,,1610612766,7,4,2026-04-10T23:17:54Z,420000,False,,,0,,MISS M. Diabaté Free Throw 2 of 2,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
43,PT09M23.00S,2026-04-10T23:17:40.8Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,7,4,2026-04-10T23:17:54Z,430000,False,,,0,,J. Duren REBOUND (Off:0 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,42.0,2.0,2.0,0.0,,,,,,,,,,,,,,
44,PT09M13.00S,2026-04-10T23:18:03.5Z,1,REGULAR,3pt,Jump Shot,[],1630595,30.436925098554536,68.87254901960785,1610612765,7,4,2026-04-10T23:18:33Z,440000,False,-94.0,234.0,1,left,MISS C. Cunningham 25' pullup 3PT,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,25.2,Missed,,,,,,,,,,,,,,,,,,
45,PT09M09.00S,2026-04-10T23:18:07.1Z,1,REGULAR,rebound,offensive,[],1641709,,,1610612765,7,4,2026-04-10T23:18:07Z,450000,False,,,0,,A. Thompson REBOUND (Off:1 Def:2),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Left Center,,,44.0,3.0,2.0,1.0,,,,,,,,,,,,,,
46,PT09M07.00S,2026-04-10T23:18:09.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629130,25.04927726675427,15.931372549019606,1610612765,7,7,2026-04-10T23:18:13Z,460000,False,170.0,183.0,1,left,D. Robinson 25' 3PT  (3 PTS) (A. Thompson 1 AST),"[1629130, 1641709]",1610612765.0,DET,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,25.0,Made,,,,,,,,,,,,3.0,,,,A. Thompson,1641709.0,1.0
49,PT08M52.00S,2026-04-10T23:18:40.7Z,1,REGULAR,foul,personal,['2freethrow'],1631105,,,1610612766,7,7,2026-04-10T23:18:53Z,490000,False,,,0,,J. Duren shooting personal FOUL (1 PF) (Bridges 2 FT),"[1631105, 1628970]",1610612765.0,DET,shooting,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2004.0,1.0,0.0,Bridges,1628970.0,,,,,,,
51,PT08M52.00S,2026-04-10T23:19:09.6Z,1,REGULAR,freethrow,1 of 2,[],1628970,,,1610612766,8,7,2026-04-10T23:19:09Z,510000,False,,,0,,M. Bridges Free Throw 1 of 2 (3 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,Made,,,,,,,,,,,,3.0,,,,,,
52,PT08M52.00S,2026-04-10T23:19:29.2Z,1,REGULAR,freethrow,2 of 2,[],1628970,,,1610612766,9,7,2026-04-10T23:19:29Z,520000,False,,,0,,M. Bridges Free Throw 2 of 2 (4 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,Made,,,,,,,,,,,,4.0,,,,,,
53,PT08M31.00S,2026-04-10T23:19:50.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641709,6.915243101182654,63.23529411764706,1610612765,9,7,2026-04-10T23:20:38Z,530000,False,-66.0,13.0,1,left,MISS A. Thompson 6' driving floating bank Shot,[1641709],1610612765.0,DET,driving floating bank,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,6.74,Missed,,,,,,,,,,,,,,,,,,
54,PT08M29.00S,2026-04-10T23:19:52.3Z,1,REGULAR,rebound,defensive,[],1642851,,,1610612766,9,7,2026-04-10T23:19:53Z,540000,False,,,0,,K. Knueppel REBOUND (Off:1 Def:1),[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,In The Paint (Non-RA),0-8 Center,,,53.0,2.0,1.0,1.0,,,,,,,,,,,,,,
55,PT08M25.00S,2026-04-10T23:19:56.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631217,90.22667542706965,57.59803921568627,1610612766,9,7,2026-04-10T23:20:04Z,550000,False,38.0,39.0,1,right,MISS M. Diabaté running Layup,[1631217],1610612766.0,CHA,running,,,Diabaté,M. Diabaté,,,,,In The Paint (Non-RA),0-8 Center,5.47,Missed,,,,,,,,,,,,,,,,,,
56,PT08M22.00S,2026-04-10T23:19:59.9Z,1,REGULAR,rebound,defensive,[],202699,,,1610612765,9,7,2026-04-10T23:20:04Z,560000,False,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,55.0,1.0,1.0,0.0,,,,,,,,,,,,,,
57,PT08M13.00S,2026-04-10T23:20:08.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641709,6.652431011826544,52.20588235294118,1610612765,9,9,2026-04-10T23:20:11Z,570000,False,-11.0,10.0,1,left,A. Thompson DUNK (2 PTS) (J. Duren 2 AST),"[1641709, 1631105]",1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,1.49,Made,,,,,,,,,,,,2.0,,,,J. Duren,1631105.0,2.0
59,PT08M01.00S,2026-04-10T23:20:19.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641706,92.46057818659659,50.0,1610612766,11,9,2026-04-10T23:20:23Z,590000,False,0.0,18.0,1,right,B. Miller driving DUNK (6 PTS),[1641706],1610612766.0,CHA,driving,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,1.84,Made,,,,,,,,,,,,6.0,,,,,,
60,PT07M49.00S,2026-04-10T23:20:32.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629130,13.748357424441524,45.34313725490196,1610612765,11,11,2026-04-10T23:20:42Z,600000,False,23.0,77.0,1,left,D. Robinson 8' driving floating Jump Shot (5 PTS),[1629130],1610612765.0,DET,driving floating,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),0-8 Center,8.02,Made,,,,,,,,,,,,5.0,,,,,,
61,PT07M27.00S,2026-04-10T23:20:54.5Z,1,REGULAR,3pt,Jump Shot,[],1642851,72.61826544021025,81.61764705882352,1610612766,11,11,2026-04-10T23:20:57Z,610000,False,158.0,205.0,1,right,MISS K. Knueppel 25' 3PT,[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,Above the Break 3,24+ Right Center,25.88,Missed,,,,,,,,,,,,,,,,,,
62,PT07M25.00S,2026-04-10T23:20:56.5Z,1,REGULAR,rebound,defensive,[],202699,,,1610612765,11,11,2026-04-10T23:20:57Z,620000,False,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,,,61.0,2.0,2.0,0.0,,,,,,,,,,,,,,
63,PT07M21.00S,2026-04-10T23:21:00.5Z,1,REGULAR,turnover,bad pass,[],1630595,,,1610612765,11,11,2026-04-10T23:21:05Z,630000,False,,,0,,C. Cunningham bad pass TURNOVER (1 TO),"[1630595, 1641706]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,1.0,Miller,1641706.0,,,
64,PT07M21.00S,2026-04-10T23:21:00.5Z,1,REGULAR,steal,,[],1641706,,,1610612766,11,11,2026-04-10T23:21:02Z,640000,False,,,0,,B. Miller STEAL (1 STL),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
65,PT07M14.00S,2026-04-10T23:21:07.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1641706,68.80749014454665,67.64705882352942,1610612766,11,11,2026-04-10T23:22:31Z,650000,False,88.0,241.0,1,right,MISS B. Miller 25' running pullup 3PT,[1641706],1610612766.0,CHA,running pullup,,,Miller,B. Miller,,,,,Above the Break 3,24+ Right Center,25.64,Missed,,,,,,,,,,,,,,,,,,
66,PT07M12.00S,2026-04-10T23:21:09.6Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612765,11,11,2026-04-10T23:21:14Z,660000,False,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,,,65.0,1.0,1.0,0.0,,,,,,,,,,,,,,
67,PT06M59.00S,2026-04-10T23:21:23.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631105,6.783837056504599,48.03921568627451,1610612765,11,13,2026-04-10T23:23:03Z,670000,False,10.0,11.0,1,left,J. Duren cutting DUNK (4 PTS) (A. Thompson 2 AST),"[1631105, 1641709]",1610612765.0,DET,cutting,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,1.5,Made,,,,,,,,,,,,4.0,,,,A. Thompson,1641709.0,2.0
69,PT06M59.00S,2026-04-10T23:21:29.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,11,13,2026-04-10T23:21:29Z,690000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M59.00S,2026-04-10T23:21:29.9Z,1,REGULAR,substitution,out,[],1642851,,,1610612766,11,13,2026-04-10T23:24:29Z,700000,False,,,0,,SUB out: K. Knueppel,[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M59.00S,2026-04-10T23:21:29.9Z,1,REGULAR,substitution,out,[],1631217,,,1610612766,11,13,2026-04-10T23:24:29Z,710000,False,,,0,,SUB out: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M59.00S,2026-04-10T23:21:29.9Z,1,REGULAR,substitution,in,[],1642883,,,1610612766,11,13,2026-04-10T23:24:29Z,720000,False,,,0,,SUB in: S. James,[1642883],1610612766.0,CHA,,,,James,S. James,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M59.00S,2026-04-10T23:21:29.9Z,1,REGULAR,substitution,in,[],1641750,,,1610612766,11,13,2026-04-10T23:24:29Z,730000,False,,,0,,SUB in: R. Kalkbrenner,[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M46.00S,2026-04-10T23:24:49.0Z,1,REGULAR,3pt,Jump Shot,[],1630163,65.65374507227332,65.68627450980392,1610612766,14,13,2026-04-10T23:24:53Z,740000,False,78.0,270.0,1,right,L. Ball 28' 3PT  (3 PTS) (R. Kalkbrenner 1 AST),"[1630163, 1641750]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,28.15,Made,,,,,,,,,,,,3.0,,,,R. Kalkbrenner,1641750.0,1.0
76,PT06M23.00S,2026-04-10T23:25:12.2Z,1,REGULAR,2pt,Jump Shot,[],1630595,22.421156373193167,37.99019607843137,1610612765,14,15,2026-04-10T23:25:23Z,760000,False,60.0,158.0,1,left,C. Cunningham 16' fadeaway Jump Shot (4 PTS) (J. Duren 3 AST),"[1630595, 1631105]",1610612765.0,DET,fadeaway,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Right Center,16.93,Made,,,,,,,,,,,,4.0,,,,J. Duren,1631105.0,3.0
78,PT06M06.00S,2026-04-10T23:25:28.5Z,1,REGULAR,3pt,Jump Shot,[],1630163,68.28186596583443,82.84313725490196,1610612766,17,15,2026-04-10T23:25:33Z,780000,False,164.0,246.0,1,right,L. Ball 29' 3PT pullup (6 PTS),[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,29.55,Made,,,,,,,,,,,,6.0,,,,,,
79,PT05M57.00S,2026-04-10T23:25:44.2Z,1,REGULAR,foul,personal,['2freethrow'],1641750,,,1610612765,17,15,2026-04-10T23:26:00Z,790000,False,,,0,,R. Kalkbrenner shooting personal FOUL (1 PF) (Duren 2 FT),"[1641750, 1631105]",1610612766.0,CHA,shooting,,,Kalkbrenner,R. Kalkbrenner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,101283.0,1.0,0.0,Duren,1631105.0,,,,,,,
81,PT05M57.00S,2026-04-10T23:26:10.4Z,1,REGULAR,freethrow,1 of 2,[],1631105,,,1610612765,17,16,2026-04-10T23:26:10Z,810000,False,,,0,,J. Duren Free Throw 1 of 2 (5 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,Made,,,,,,,,,,,,5.0,,,,,,
82,PT05M57.00S,2026-04-10T23:26:12.3Z,1,REGULAR,substitution,out,[],1630595,,,1610612765,17,16,2026-04-10T23:26:17Z,820000,False,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M57.00S,2026-04-10T23:26:12.3Z,1,REGULAR,substitution,in,[],1642450,,,1610612765,17,16,2026-04-10T23:26:17Z,830000,False,,,0,,SUB in: D. Jenkins,[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M57.00S,2026-04-10T23:26:32.8Z,1,REGULAR,freethrow,2 of 2,[],1631105,,,1610612765,17,17,2026-04-10T23:26:32Z,840000,False,,,0,,J. Duren Free Throw 2 of 2 (6 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,Made,,,,,,,,,,,,6.0,,,,,,
