actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
40,PT08M58.00S,2025-10-22T23:16:18.5Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629651,15.456636005256241,55.88235294117647,1610612751,7,4,2025-10-22T23:19:40Z,400000,False,-29.0,93.0,1,left,MISS N. Claxton 9' turnaround Hook - blocked,"[1629651, 1641750]",1610612751.0,BKN,turnaround,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Center,9.73,Missed,,,,,,,,,,,,,,,Kalkbrenner,1641750.0,,
43,PT08M58.00S,2025-10-22T23:16:18.5Z,1,REGULAR,block,,[],1641750,,,1610612751,7,4,2025-10-22T23:16:34Z,405000,False,,,0,,R. Kalkbrenner BLOCK (1 BLK),[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
41,PT08M57.00S,2025-10-22T23:16:19.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,7,4,2025-10-22T23:16:43Z,410000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,40.0,,,,,,,,,,,,,,,,,
44,PT08M54.00S,2025-10-22T23:16:47.9Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1629008,17.559132720105126,71.32352941176471,1610612751,7,6,2025-10-23T00:51:16Z,430000,False,-107.0,113.0,1,left,M. Porter Jr. 15' pullup Jump Shot (2 PTS),[1629008],1610612751.0,BKN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Left,15.51,Made,,,,,,,2.0,,,,,,,,,,,
45,PT08M41.00S,2025-10-22T23:16:57.0Z,1,REGULAR,3pt,Jump Shot,[],1630163,69.20170827858082,79.90196078431373,1610612766,10,6,2025-10-22T23:17:01Z,440000,False,150.0,237.0,1,right,L. Ball 28' 3PT  (3 PTS) (B. Miller 1 AST),"[1630163, 1641706]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,28.02,Made,,,,,,,3.0,,,,B. Miller,1641706.0,1.0,,,,,
47,PT08M28.00S,2025-10-22T23:17:10.9Z,1,REGULAR,3pt,Jump Shot,[],1629008,18.873193166885677,91.91176470588235,1610612751,10,9,2025-10-22T23:21:03Z,460000,False,-210.0,125.0,1,left,M. Porter Jr. 24' 3PT step back (5 PTS) (B. Saraf 2 AST),"[1629008, 1642879]",1610612751.0,BKN,step back,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,24.4,Made,,,,,,,5.0,,,,B. Saraf,1642879.0,2.0,,,,,
49,PT08M16.00S,2025-10-22T23:17:22.3Z,1,REGULAR,3pt,Jump Shot,[],1641706,71.69842312746385,17.647058823529413,1610612766,10,9,2025-10-22T23:17:26Z,480000,False,-162.0,214.0,1,right,MISS B. Miller 26' 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Left Center,26.79,Missed,,,,,,,,,,,,,,,,,,
50,PT08M13.00S,2025-10-22T23:17:25.3Z,1,REGULAR,rebound,defensive,[],1642879,,,1610612751,10,9,2025-10-22T23:17:26Z,490000,False,,,0,,B. Saraf REBOUND (Off:0 Def:2),[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,Above the Break 3,24+ Left Center,,,49.0,,,,,,,2.0,2.0,0.0,,,,,,,,
51,PT08M11.00S,2025-10-22T23:17:31.9Z,1,REGULAR,turnover,out-of-bounds,[],1629611,,,1610612751,10,9,2025-10-22T23:17:38Z,500000,False,,,0,,T. Mann step out-of-bounds TURNOVER (1 TO),[1629611],1610612751.0,BKN,step,,,Mann,T. Mann,,,,,Right Corner 3,24+ Right,,,,1830.0,,,,,,,,,,,,1.0,,,,
53,PT07M53.00S,2025-10-22T23:18:24.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630163,80.23981603153744,45.588235294117645,1610612766,10,9,2025-10-22T23:18:28Z,520000,False,-22.0,133.0,1,right,MISS L. Ball 13' driving floating Shot,[1630163],1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Center,13.5,Missed,,,,,,,,,,,,,,,,,,
54,PT07M51.00S,2025-10-22T23:18:26.4Z,1,REGULAR,rebound,defensive,[],1642879,,,1610612751,10,9,2025-10-22T23:18:28Z,530000,False,,,0,,B. Saraf REBOUND (Off:0 Def:3),[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,In The Paint (Non-RA),8-16 Center,,,53.0,,,,,,,3.0,3.0,0.0,,,,,,,,
55,PT07M43.00S,2025-10-22T23:18:35.4Z,1,REGULAR,2pt,Layup,[],1629008,11.383048620236531,31.127450980392158,1610612751,10,9,2025-10-22T23:18:39Z,540000,False,94.0,55.0,1,left,MISS M. Porter Jr. 10' driving Layup,[1629008],1610612751.0,BKN,driving,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Right,10.9,Missed,,,,,,,,,,,,,,,,,,
56,PT07M43.00S,2025-10-22T23:18:35.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,10,9,2025-10-22T23:18:39Z,550000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Mid-Range,8-16 Right,,,55.0,,,,,,,,,,,,,,,,,
57,PT07M43.00S,2025-10-22T23:18:39.2Z,1,REGULAR,foul,personal,[],1641706,,,1610612751,10,9,2025-10-22T23:18:48Z,560000,False,,,0,,B. Miller loose ball personal FOUL (2 PF),"[1641706, 1629611]",1610612766.0,CHA,loose ball,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,,203054.0,2.0,0.0,Mann,1629611.0,,,,,,,,,,,,
59,PT07M43.00S,2025-10-22T23:18:48.7Z,1,REGULAR,substitution,out,[],1641706,,,1610612751,10,9,2025-10-22T23:18:55Z,580000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M43.00S,2025-10-22T23:18:48.7Z,1,REGULAR,substitution,in,[],1629012,,,1610612751,10,9,2025-10-22T23:18:55Z,590000,False,,,0,,SUB in: C. Sexton,[1629012],1610612766.0,CHA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M29.00S,2025-10-22T23:19:18.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629651,7.046649145860711,49.50980392156863,1610612751,10,11,2025-10-22T23:19:22Z,600000,False,2.0,14.0,1,left,N. Claxton Layup (4 PTS) (M. Porter Jr. 1 AST),"[1629651, 1629008]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,1.39,Made,,,,,,,4.0,,,,M. Porter Jr.,1629008.0,1.0,,,,,
63,PT07M22.00S,2025-10-22T23:19:28.5Z,1,REGULAR,foul,personal,[],1630560,,,1610612766,10,11,2025-10-22T23:19:47Z,620000,False,,,0,,C. Thomas personal FOUL (2 PF),"[1630560, 1641750]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),0-8 Center,,,,203054.0,2.0,0.0,Kalkbrenner,1641750.0,,,,,,,,,,,,
65,PT07M19.00S,2025-10-22T23:19:57.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642879,,,1610612766,10,11,2025-10-22T23:20:10Z,640000,False,,,0,,B. Saraf shooting personal FOUL (1 PF) (Sexton 2 FT),"[1642879, 1629012]",1610612751.0,BKN,shooting,,,Saraf,B. Saraf,,,,,In The Paint (Non-RA),0-8 Center,,,,1830.0,1.0,0.0,Sexton,1629012.0,,,,,,,,,,,,
67,PT07M19.00S,2025-10-22T23:20:22.8Z,1,REGULAR,freethrow,1 of 2,[],1629012,,,1610612766,11,11,2025-10-22T23:20:22Z,660000,False,,,0,,C. Sexton Free Throw 1 of 2 (1 PTS),[1629012],1610612766.0,CHA,,,,Sexton,C. Sexton,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
68,PT07M19.00S,2025-10-22T23:20:40.4Z,1,REGULAR,freethrow,2 of 2,[],1629012,,,1610612766,12,11,2025-10-22T23:20:40Z,670000,False,,,0,,C. Sexton Free Throw 2 of 2 (2 PTS),[1629012],1610612766.0,CHA,,,,Sexton,C. Sexton,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
69,PT07M08.00S,2025-10-22T23:20:53.2Z,1,REGULAR,3pt,Jump Shot,[],1629008,32.14520367936925,55.63725490196079,1610612751,12,14,2025-10-22T23:21:00Z,680000,False,-28.0,250.0,1,left,M. Porter Jr. 25' 3PT  (8 PTS) (B. Saraf 3 AST),"[1629008, 1642879]",1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,25.13,Made,,,,,,,8.0,,,,B. Saraf,1642879.0,3.0,,,,,
71,PT07M08.00S,2025-10-22T23:21:00.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,12,14,2025-10-22T23:21:00Z,700000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT07M08.00S,2025-10-22T23:21:01.1Z,1,REGULAR,substitution,out,[],1642851,,,1610612766,12,14,2025-10-22T23:24:02Z,710000,False,,,0,,SUB out: K. Knueppel,[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT07M08.00S,2025-10-22T23:21:01.1Z,1,REGULAR,substitution,in,[],1642883,,,1610612766,12,14,2025-10-22T23:24:02Z,720000,False,,,0,,SUB in: S. James,[1642883],1610612766.0,CHA,,,,James,S. James,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M52.00S,2025-10-22T23:24:14.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641750,91.80354796320631,52.20588235294118,1610612766,14,14,2025-10-22T23:25:49Z,730000,False,11.0,25.0,1,right,R. Kalkbrenner cutting Layup (2 PTS) (C. Sexton 1 AST),"[1641750, 1629012]",1610612766.0,CHA,cutting,,,Kalkbrenner,R. Kalkbrenner,,,,,Restricted Area,0-8 Center,2.69,Made,,,,,,,2.0,,,,C. Sexton,1629012.0,1.0,,,,,
77,PT06M40.00S,2025-10-22T23:24:27.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,8.623521681997373,59.80392156862745,1610612751,14,14,2025-10-22T23:24:32Z,750000,False,-49.0,29.0,1,left,MISS N. Claxton driving Layup,[1629651],1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,5.67,Missed,,,,,,,,,,,,,,,,,,
78,PT06M35.00S,2025-10-22T23:24:31.7Z,1,REGULAR,rebound,offensive,[],1629611,,,1610612751,14,14,2025-10-22T23:24:31Z,760000,False,,,0,,T. Mann REBOUND (Off:1 Def:0),[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,77.0,,,,,,,1.0,0.0,1.0,,,,,,,,
79,PT06M35.00S,2025-10-22T23:24:31.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629611,5.590000152587891,50.0,1610612751,14,16,2025-10-22T23:24:31Z,770000,False,0.0,0.0,1,left,T. Mann tip Layup (2 PTS),[1629611],1610612751.0,BKN,tip,,,Mann,T. Mann,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,2.0,,,,,,,,,,,
80,PT06M31.00S,2025-10-22T23:24:36.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641750,91.27792378449409,50.49019607843137,1610612766,16,16,2025-10-22T23:24:47Z,780000,False,2.0,29.0,1,right,R. Kalkbrenner Layup (4 PTS) (M. Bridges 1 AST),"[1641750, 1628970]",1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,Restricted Area,0-8 Center,2.96,Made,,,,,,,4.0,,,,M. Bridges,1628970.0,1.0,,,,,
82,PT06M17.00S,2025-10-22T23:24:51.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,11.251642575558476,46.07843137254902,1610612751,16,18,2025-10-22T23:27:18Z,800000,False,20.0,53.0,1,left,C. Thomas driving floating Jump Shot (2 PTS) (N. Claxton 1 AST),"[1630560, 1629651]",1610612751.0,BKN,driving floating,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),0-8 Center,5.68,Made,,,,,,,2.0,,,,N. Claxton,1629651.0,1.0,,,,,
83,PT06M03.00S,2025-10-22T23:25:04.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,89.04402102496715,59.80392156862745,1610612766,16,18,2025-10-22T23:31:54Z,810000,False,49.0,50.0,1,right,MISS L. Ball 7' driving finger roll Layup - blocked,"[1630163, 1630560]",1610612766.0,CHA,driving finger roll,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,7.04,Missed,,,,,,,,,,,,,,,Thomas,1630560.0,,
84,PT06M03.00S,2025-10-22T23:25:04.0Z,1,REGULAR,block,,[],1630560,,,1610612766,16,18,2025-10-22T23:25:07Z,820000,False,,,0,,C. Thomas BLOCK (1 BLK),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
85,PT05M59.00S,2025-10-22T23:25:08.0Z,1,REGULAR,rebound,offensive,[],1630163,,,1610612766,16,18,2025-10-22T23:25:13Z,830000,False,,,0,,L. Ball REBOUND (Off:1 Def:0),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,,,83.0,,,,,,,1.0,0.0,1.0,,,,,,,,
86,PT05M58.00S,2025-10-22T23:25:09.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1641750,91.01511169513797,48.77450980392157,1610612766,18,18,2025-10-22T23:30:16Z,840000,False,-6.0,32.0,1,right,R. Kalkbrenner DUNK (6 PTS) (L. Ball 2 AST),"[1641750, 1630163]",1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,Restricted Area,0-8 Center,3.26,Made,,,,,,,6.0,,,,L. Ball,1630163.0,2.0,,,,,
