actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
33,PT09M20.00S,2025-12-19T00:17:22.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642258,7.30946123521682,41.17647058823529,1610612737,8,2,2025-12-19T00:17:26Z,330000,False,44.0,16.0,1,left,Z. Risacher driving Layup (2 PTS) (T. Young 1 AST),"[1642258, 1629027]",1610612737.0,ATL,driving,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),0-8 Center,,,,4.7,Made,2.0,,,,,T. Young,1629027.0,1.0,,,,,,,
35,PT09M20.00S,2025-12-19T00:17:32.3Z,1,REGULAR,foul,personal,['1freethrow'],1630163,,,1610612737,8,2,2025-12-19T00:17:44Z,350000,False,,,0,,L. Ball shooting personal FOUL (1 PF) (Risacher 1 FT),"[1630163, 1642258]",1610612766.0,CHA,shooting,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1146.0,1.0,0.0,Risacher,1642258.0,,
37,PT09M20.00S,2025-12-19T00:17:52.9Z,1,REGULAR,freethrow,1 of 1,[],1642258,,,1610612737,8,3,2025-12-19T00:17:52Z,370000,False,,,0,,Z. Risacher Free Throw 1 of 1 (3 PTS),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
38,PT09M12.00S,2025-12-19T00:18:02.3Z,1,REGULAR,3pt,Jump Shot,[],1630163,79.84559789750328,91.66666666666666,1610612766,11,3,2025-12-19T00:18:06Z,380000,False,208.0,137.0,1,right,L. Ball 24' 3PT step back (6 PTS),[1630163],1610612766.0,CHA,step back,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,,,,24.93,Made,6.0,,,,,,,,,,,,,,
39,PT09M01.00S,2025-12-19T00:18:12.2Z,1,REGULAR,2pt,Jump Shot,[],1630552,18.347568988173457,80.63725490196079,1610612737,11,3,2025-12-19T00:18:17Z,390000,False,-153.0,120.0,1,left,MISS J. Johnson 19' Jump Shot,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,16-24 Left Center,,,,19.46,Missed,,,,,,,,,,,,,,,
40,PT08M58.00S,2025-12-19T00:18:15.2Z,1,REGULAR,rebound,offensive,[],1630168,,,1610612737,11,3,2025-12-19T00:18:17Z,400000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:0),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Mid-Range,16-24 Left Center,,,,,,,39.0,1.0,0.0,1.0,,,,,,,,,,
41,PT08M57.00S,2025-12-19T00:18:16.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630168,7.046649145860711,49.01960784313725,1610612737,11,5,2025-12-19T00:18:48Z,410000,False,5.0,14.0,1,left,O. Okongwu putback Layup (2 PTS),[1630168],1610612737.0,ATL,putback,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,1.45,Made,2.0,,,,,,,,,,,,,,
42,PT08M46.00S,2025-12-19T00:18:27.4Z,1,REGULAR,3pt,Jump Shot,[],1642851,69.07030223390277,23.284313725490197,1610612766,14,5,2025-12-19T00:18:31Z,420000,False,-134.0,238.0,1,right,K. Knueppel 27' 3PT  (3 PTS) (L. Ball 2 AST),"[1642851, 1630163]",1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,Above the Break 3,24+ Left Center,,,,27.31,Made,3.0,,,,,L. Ball,1630163.0,2.0,,,,,,,
44,PT08M33.00S,2025-12-19T00:18:41.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,12.828515111695138,45.83333333333333,1610612737,14,5,2025-12-19T00:18:46Z,440000,False,21.0,68.0,1,left,MISS J. Johnson 7' driving floating Shot,[1630552],1610612737.0,ATL,driving floating,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,7.12,Missed,,,,,,,,,,,,,,,
45,PT08M32.00S,2025-12-19T00:18:42.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612766,14,5,2025-12-19T00:18:46Z,450000,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,44.0,,,,,,,,,,,,,
47,PT08M14.00S,2025-12-19T00:19:07.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641750,92.06636005256242,51.9607843137255,1610612766,16,5,2025-12-19T00:19:58Z,470000,False,10.0,22.0,1,right,R. Kalkbrenner cutting DUNK (2 PTS) (K. Knueppel 1 AST),"[1641750, 1642851]",1610612766.0,CHA,cutting,,,Kalkbrenner,R. Kalkbrenner,,,,,Restricted Area,0-8 Center,,,,2.42,Made,2.0,,,,,K. Knueppel,1642851.0,1.0,,,,,,,
49,PT08M05.00S,2025-12-19T00:19:16.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,14.799605781865965,60.78431372549019,1610612737,16,7,2025-12-19T00:19:20Z,490000,False,-54.0,87.0,1,left,J. Johnson 10' driving floating Jump Shot (2 PTS) (T. Young 2 AST),"[1630552, 1629027]",1610612737.0,ATL,driving floating,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Left,,,,10.2,Made,2.0,,,,,T. Young,1629027.0,2.0,,,,,,,
51,PT07M45.00S,2025-12-19T00:19:36.9Z,1,REGULAR,3pt,Jump Shot,[],1641706,81.02825229960578,93.38235294117648,1610612766,19,7,2025-12-19T00:19:40Z,510000,False,217.0,126.0,1,right,B. Miller 25' 3PT  (8 PTS) (M. Bridges 1 AST),"[1641706, 1628970]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Right Center,,,,25.07,Made,8.0,,,,,M. Bridges,1628970.0,1.0,,,,,,,
53,PT07M35.00S,2025-12-19T00:19:46.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630700,6.389618922470433,46.07843137254902,1610612737,19,9,2025-12-19T00:19:50Z,530000,False,20.0,8.0,1,left,D. Daniels driving finger roll Layup (2 PTS),[1630700],1610612737.0,ATL,driving finger roll,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,2.1,Made,2.0,,,,,,,,,,,,,,
54,PT07M24.00S,2025-12-19T00:19:57.9Z,1,REGULAR,3pt,Jump Shot,[],1642851,92.32917214191852,4.6568627450980395,1610612766,22,9,2025-12-19T00:20:02Z,540000,False,-227.0,20.0,1,right,K. Knueppel 3PT  (6 PTS) (L. Ball 3 AST),"[1642851, 1630163]",1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,Left Corner 3,24+ Left,,,,22.75,Made,6.0,,,,,L. Ball,1630163.0,3.0,,,,,,,
56,PT07M11.00S,2025-12-19T00:20:10.2Z,1,REGULAR,3pt,Jump Shot,[],1642258,33.98488830486202,59.31372549019608,1610612737,22,9,2025-12-19T00:20:16Z,560000,False,-47.0,267.0,1,left,MISS Z. Risacher 27' 3PT,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Center,,,,27.1,Missed,,,,,,,,,,,,,,,
57,PT07M08.00S,2025-12-19T00:20:13.2Z,1,REGULAR,rebound,defensive,[],1642851,,,1610612766,22,9,2025-12-19T00:20:16Z,570000,False,,,0,,K. Knueppel REBOUND (Off:0 Def:2),[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,Above the Break 3,24+ Center,,,,,,,56.0,2.0,2.0,0.0,,,,,,,,,,
58,PT07M00.00S,2025-12-19T00:20:26.2Z,1,REGULAR,foul,offensive,[],1641706,,,1610612766,22,9,2025-12-19T00:20:38Z,580000,False,,,0,,B. Miller offensive FOUL (1 PF),"[1641706, 1629027]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,1146.0,1.0,0.0,Young,1629027.0,,
60,PT07M00.00S,2025-12-19T00:20:26.2Z,1,REGULAR,turnover,offensive foul,[],1641706,,,1610612766,22,9,2025-12-19T00:20:26Z,600000,False,,,0,,B. Miller offensive foul TURNOVER (1 TO),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Mid-Range,16-24 Center,1.0,,,,,,,,,,,,,1146.0,,,,,,
61,PT07M00.00S,2025-12-19T00:20:38.4Z,1,REGULAR,substitution,out,[],1629027,,,1610612737,22,9,2025-12-19T00:20:41Z,610000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M00.00S,2025-12-19T00:20:38.4Z,1,REGULAR,substitution,in,[],1629638,,,1610612737,22,9,2025-12-19T00:20:41Z,620000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M48.00S,2025-12-19T00:20:55.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630552,7.178055190538765,56.372549019607845,1610612737,22,9,2025-12-19T00:20:59Z,630000,False,-32.0,15.0,1,left,MISS J. Johnson driving Layup,[1630552],1610612737.0,ATL,driving,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,3.53,Missed,,,,,,,,,,,,,,,
64,PT06M46.00S,2025-12-19T00:20:57.7Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,22,9,2025-12-19T00:20:59Z,640000,False,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,63.0,2.0,2.0,0.0,,,,,,,,,,
65,PT06M37.00S,2025-12-19T00:21:05.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641750,92.06636005256242,48.77450980392157,1610612766,24,9,2025-12-19T00:21:57Z,650000,False,-6.0,22.0,1,right,R. Kalkbrenner cutting DUNK (4 PTS) (K. Knueppel 2 AST),"[1641750, 1642851]",1610612766.0,CHA,cutting,,,Kalkbrenner,R. Kalkbrenner,,,,,Restricted Area,0-8 Center,,,,2.29,Made,4.0,,,,,K. Knueppel,1642851.0,2.0,,,,,,,
67,PT06M28.00S,2025-12-19T00:21:16.4Z,1,REGULAR,3pt,Jump Shot,[],1630552,32.14520367936925,51.9607843137255,1610612737,24,12,2025-12-19T00:21:20Z,670000,False,-10.0,250.0,1,left,J. Johnson 24' 3PT  (5 PTS) (D. Daniels 1 AST),"[1630552, 1630700]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,,,,24.99,Made,5.0,,,,,D. Daniels,1630700.0,1.0,,,,,,,
70,PT06M17.00S,2025-12-19T00:21:36.9Z,1,REGULAR,substitution,out,[],1641706,,,1610612766,24,12,2025-12-19T00:21:43Z,700000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M17.00S,2025-12-19T00:21:36.9Z,1,REGULAR,substitution,in,[],1630182,,,1610612766,24,12,2025-12-19T00:21:43Z,710000,False,,,0,,SUB in: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M04.00S,2025-12-19T00:22:01.3Z,1,REGULAR,3pt,Jump Shot,[],1630163,66.83639947437582,21.323529411764707,1610612766,24,12,2025-12-19T00:22:59Z,720000,False,-143.0,259.0,1,right,MISS L. Ball 29' pullup 3PT,[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,,,,29.62,Missed,,,,,,,,,,,,,,,
73,PT06M04.00S,2025-12-19T00:22:01.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,24,12,2025-12-19T00:22:59Z,730000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,72.0,,,,,,,,,,,,,
75,PT05M50.00S,2025-12-19T00:22:37.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630168,15.588042049934298,46.07843137254902,1610612737,24,14,2025-12-19T00:23:21Z,750000,False,20.0,94.0,1,left,O. Okongwu 9' driving Hook (4 PTS),[1630168],1610612737.0,ATL,driving,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,,,,9.6,Made,4.0,,,,,,,,,,,,,,
76,PT05M31.00S,2025-12-19T00:22:56.4Z,1,REGULAR,3pt,Jump Shot,[],1642851,82.7365308804205,95.34313725490196,1610612766,24,14,2025-12-19T00:23:01Z,760000,False,227.0,110.0,1,right,MISS K. Knueppel 25' 3PT,[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,Above the Break 3,24+ Right Center,,,,25.19,Missed,,,,,,,,,,,,,,,
77,PT05M29.00S,2025-12-19T00:22:58.4Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,24,14,2025-12-19T00:23:01Z,770000,False,,,0,,J. Johnson REBOUND (Off:0 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,76.0,1.0,1.0,0.0,,,,,,,,,,
78,PT05M22.00S,2025-12-19T00:23:05.7Z,1,REGULAR,3pt,Jump Shot,[],1629638,4.681340341655716,3.6764705882352944,1610612737,24,17,2025-12-19T00:23:09Z,780000,False,232.0,-8.0,1,left,N. Alexander-Walker 3PT  (3 PTS) (J. Johnson 1 AST),"[1629638, 1630552]",1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Right Corner 3,24+ Right,,,,23.18,Made,3.0,,,,,J. Johnson,1630552.0,1.0,,,,,,,
80,PT05M22.00S,2025-12-19T00:23:11.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,24,17,2025-12-19T00:23:11Z,800000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M22.00S,2025-12-19T00:23:12.3Z,1,REGULAR,substitution,out,[],1630163,,,1610612766,24,17,2025-12-19T00:26:18Z,810000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M22.00S,2025-12-19T00:23:12.3Z,1,REGULAR,substitution,out,[],1642851,,,1610612766,24,17,2025-12-19T00:26:18Z,820000,False,,,0,,SUB out: K. Knueppel,[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M22.00S,2025-12-19T00:23:12.3Z,1,REGULAR,substitution,out,[],1642258,,,1610612766,24,17,2025-12-19T00:26:18Z,830000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M22.00S,2025-12-19T00:23:12.3Z,1,REGULAR,substitution,out,[],1630168,,,1610612766,24,17,2025-12-19T00:26:18Z,840000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M22.00S,2025-12-19T00:23:12.3Z,1,REGULAR,substitution,in,[],1642354,,,1610612766,24,17,2025-12-19T00:26:18Z,850000,False,,,0,,SUB in: K. Simpson,[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M22.00S,2025-12-19T00:23:12.3Z,1,REGULAR,substitution,in,[],1642883,,,1610612766,24,17,2025-12-19T00:26:18Z,860000,False,,,0,,SUB in: S. James,[1642883],1610612766.0,CHA,,,,James,S. James,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M22.00S,2025-12-19T00:23:12.3Z,1,REGULAR,substitution,in,[],1630249,,,1610612766,24,17,2025-12-19T00:26:18Z,870000,False,,,0,,SUB in: V. Krejčí,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M22.00S,2025-12-19T00:23:12.3Z,1,REGULAR,substitution,in,[],1631243,,,1610612766,24,17,2025-12-19T00:26:18Z,880000,False,,,0,,SUB in: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M59.00S,2025-12-19T00:26:37.8Z,1,REGULAR,2pt,Jump Shot,[],1628970,89.17542706964521,69.6078431372549,1610612766,24,17,2025-12-19T00:27:03Z,890000,False,98.0,49.0,1,right,MISS M. Bridges 10' driving floating bank Shot,[1628970],1610612766.0,CHA,driving floating bank,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Right,,,,10.97,Missed,,,,,,,,,,,,,,,
90,PT04M57.00S,2025-12-19T00:26:39.8Z,1,REGULAR,rebound,defensive,[],1629638,,,1610612737,24,17,2025-12-19T00:27:03Z,900000,False,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:1),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,8-16 Right,,,,,,,89.0,1.0,1.0,0.0,,,,,,,,,,
