actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
521,PT00M01.30S,2025-12-30T01:51:42.6Z,3,REGULAR,foul,personal,['2freethrow'],203914,,,1610612766,88,95,2025-12-30T01:51:59Z,5170000,False,,,0,,G. Harris shooting personal FOUL (1 PF) (Sexton 2 FT),"[203914, 1629012]",1610612749.0,MIL,shooting,,,Harris,G. Harris,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1201.0,1.0,0.0,Sexton,1629012.0,,,
524,PT00M01.30S,2025-12-30T01:52:22.5Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629012,,,1610612766,88,95,2025-12-30T01:52:22Z,5190000,False,,,0,,MISS C. Sexton Free Throw 1 of 2,[1629012],1610612766.0,CHA,,,,Sexton,C. Sexton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
525,PT00M01.30S,2025-12-30T01:52:22.5Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,88,95,2025-12-30T01:52:22Z,5200000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,524.0,,,,,,,,,,,,,,,,,
526,PT00M01.30S,2025-12-30T01:52:25.0Z,3,REGULAR,substitution,out,[],1631217,,,1610612766,88,95,2025-12-30T01:52:33Z,5210000,False,,,0,,SUB out: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT00M01.30S,2025-12-30T01:52:25.0Z,3,REGULAR,substitution,in,[],1641790,,,1610612766,88,95,2025-12-30T01:52:33Z,5220000,False,,,0,,SUB in: P. Hall,[1641790],1610612766.0,CHA,,,,Hall,P. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT00M01.30S,2025-12-30T01:52:48.8Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629012,,,1610612766,89,95,2025-12-30T01:52:48Z,5230000,False,,,0,,C. Sexton Free Throw 2 of 2 (16 PTS),[1629012],1610612766.0,CHA,,,,Sexton,C. Sexton,,,,,,,,Made,,,,,,,16.0,,,,,,,,,,,
529,PT00M00.00S,2025-12-30T01:52:55.0Z,3,REGULAR,heave,,[],0,,,1610612749,89,95,2025-12-30T02:22:28Z,5240000,False,,,0,,MIL Heave,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Left Center,50.1,,,,,,,,,,,,,,,,,,,
530,PT00M00.00S,2025-12-30T01:52:55.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612749,89,95,2025-12-30T01:53:24Z,5250000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Left Center,,,529.0,,,,,,,,,,,,,,,,,
531,PT00M00.00S,2025-12-30T01:53:01.1Z,3,REGULAR,period,end,[],0,,,1610612749,89,95,2025-12-30T01:53:01Z,5260000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT12M00.00S,2025-12-30T01:53:06.0Z,4,REGULAR,substitution,out,['startperiod'],1629012,,,1610612749,89,95,2025-12-30T01:55:29Z,5270000,False,,,0,,SUB out: C. Sexton,[1629012],1610612766.0,CHA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT12M00.00S,2025-12-30T01:53:06.0Z,4,REGULAR,substitution,out,['startperiod'],1641790,,,1610612749,89,95,2025-12-30T01:55:29Z,5280000,False,,,0,,SUB out: P. Hall,[1641790],1610612766.0,CHA,,,,Hall,P. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT12M00.00S,2025-12-30T01:53:06.0Z,4,REGULAR,substitution,in,['startperiod'],1631217,,,1610612749,89,95,2025-12-30T01:55:29Z,5290000,False,,,0,,SUB in: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT12M00.00S,2025-12-30T01:53:06.0Z,4,REGULAR,substitution,in,['startperiod'],1642883,,,1610612749,89,95,2025-12-30T01:55:29Z,5300000,False,,,0,,SUB in: S. James,[1642883],1610612766.0,CHA,,,,James,S. James,,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT12M00.00S,2025-12-30T01:55:35.2Z,4,REGULAR,period,start,[],0,,,1610612766,89,95,2025-12-30T01:55:35Z,5310000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT11M43.00S,2025-12-30T01:55:50.9Z,4,REGULAR,3pt,Jump Shot,[],1630163,34.247700394218136,56.372549019607845,1610612766,92,95,2025-12-30T02:02:18Z,5320000,False,-32.0,269.0,1,left,L. Ball 27' 3PT pullup (19 PTS) (L. McNeeley 1 AST),"[1630163, 1642862]",1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,27.13,Made,,,,,,,19.0,L. McNeeley,1642862.0,1.0,,,,,,,,
539,PT11M20.00S,2025-12-30T01:56:13.3Z,4,REGULAR,3pt,Jump Shot,[],1629018,69.59592641261499,76.7156862745098,1610612749,92,95,2025-12-30T01:56:17Z,5340000,False,134.0,233.0,1,right,MISS G. Trent Jr. 26' 3PT,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,26.88,Missed,,,,,,,,,,,,,,,,,,
540,PT11M18.00S,2025-12-30T01:56:15.3Z,4,REGULAR,rebound,defensive,[],1642275,,,1610612766,92,95,2025-12-30T01:56:17Z,5350000,False,,,0,,T. Salaün REBOUND (Off:1 Def:8),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,Above the Break 3,24+ Right Center,,,539.0,,,9.0,8.0,1.0,,,,,,,,,,,,
541,PT11M02.00S,2025-12-30T01:56:31.5Z,4,REGULAR,3pt,Jump Shot,[],1630163,40.949408672798945,35.53921568627451,1610612766,95,95,2025-12-30T01:56:35Z,5360000,False,72.0,332.0,1,left,L. Ball 34' 3PT  (22 PTS) (L. McNeeley 2 AST),"[1630163, 1642862]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,34.02,Made,,,,,,,22.0,L. McNeeley,1642862.0,2.0,,,,,,,,
543,PT10M46.00S,2025-12-30T01:56:48.0Z,4,REGULAR,3pt,Jump Shot,[],1626171,89.70105124835742,4.411764705882353,1610612749,95,98,2025-12-30T01:56:56Z,5380000,False,-228.0,44.0,1,right,B. Portis 3PT  (17 PTS) (G. Trent Jr. 1 AST),"[1626171, 1629018]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Left Corner 3,24+ Left,23.22,Made,,,,,,,17.0,G. Trent Jr.,1629018.0,1.0,,,,,,,,
545,PT10M32.00S,2025-12-30T01:57:02.2Z,4,REGULAR,2pt,Jump Shot,[],1630163,9.280551905387648,24.264705882352942,1610612766,95,98,2025-12-30T02:05:14Z,5400000,False,129.0,35.0,1,left,MISS L. Ball 13' driving floating bank Shot,[1630163],1610612766.0,CHA,driving floating bank,,,Ball,L. Ball,,,,,Mid-Range,8-16 Right,13.33,Missed,,,,,,,,,,,,,,,,,,
546,PT10M30.00S,2025-12-30T01:57:04.2Z,4,REGULAR,rebound,defensive,[],1626171,,,1610612749,95,98,2025-12-30T01:57:05Z,5410000,False,,,0,,B. Portis REBOUND (Off:0 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,8-16 Right,,,545.0,,,2.0,2.0,0.0,,,,,,,,,,,,
547,PT10M23.00S,2025-12-30T01:57:11.0Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1626171,74.19513797634691,83.57843137254902,1610612749,95,101,2025-12-30T02:07:01Z,5420000,False,168.0,190.0,1,right,B. Portis 25' 3PT running (20 PTS) (K. Porter Jr. 10 AST),"[1626171, 1629645]",1610612749.0,MIL,running,,,Portis,B. Portis,,,,,Above the Break 3,24+ Right Center,25.36,Made,,,,,,,20.0,K. Porter Jr.,1629645.0,10.0,,,,,,,,
550,PT10M05.00S,2025-12-30T01:57:38.1Z,4,REGULAR,substitution,out,[],1629018,,,1610612766,95,101,2025-12-30T01:57:42Z,5450000,False,,,0,,SUB out: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT10M05.00S,2025-12-30T01:57:38.1Z,4,REGULAR,substitution,in,[],203507,,,1610612766,95,101,2025-12-30T01:57:42Z,5460000,False,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT10M02.00S,2025-12-30T01:57:58.6Z,4,REGULAR,3pt,Jump Shot,[],1642862,7.30946123521682,3.431372549019608,1610612766,95,101,2025-12-30T01:58:04Z,5470000,False,233.0,16.0,1,left,MISS L. McNeeley 3PT,[1642862],1610612766.0,CHA,,,,McNeeley,L. McNeeley,,,,,Right Corner 3,24+ Right,23.34,Missed,,,,,,,,,,,,,,,,,,
553,PT09M55.00S,2025-12-30T01:58:05.6Z,4,REGULAR,rebound,offensive,[],1631217,,,1610612766,95,101,2025-12-30T01:58:04Z,5480000,False,,,0,,M. Diabaté REBOUND (Off:4 Def:2),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Right Corner 3,24+ Right,,,552.0,,,6.0,2.0,4.0,,,,,,,,,,,,
554,PT09M55.00S,2025-12-30T01:58:04.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631217,5.590000152587891,50.0,1610612766,97,101,2025-12-30T01:58:04Z,5490000,False,0.0,0.0,1,left,M. Diabaté putback Layup (10 PTS),[1631217],1610612766.0,CHA,putback,,,Diabaté,M. Diabaté,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,10.0,,,,,,,,,,,
555,PT09M40.00S,2025-12-30T01:58:19.1Z,4,REGULAR,3pt,Jump Shot,[],1626171,67.62483574244416,27.205882352941174,1610612749,97,104,2025-12-30T01:58:24Z,5500000,False,-114.0,252.0,1,right,B. Portis 27' 3PT  (23 PTS) (G. Antetokounmpo 5 AST),"[1626171, 203507]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Left Center,27.64,Made,,,,,,,23.0,G. Antetokounmpo,203507.0,5.0,,,,,,,,
557,PT09M27.00S,2025-12-30T01:58:32.1Z,4,REGULAR,turnover,bad pass,[],1631217,,,1610612766,97,104,2025-12-30T01:58:35Z,5520000,False,,,0,,M. Diabaté bad pass TURNOVER (2 TO),"[1631217, 1629645]",1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,2.0,Porter Jr.,1629645.0
558,PT09M27.00S,2025-12-30T01:58:32.1Z,4,REGULAR,steal,,[],1629645,,,1610612749,97,104,2025-12-30T01:58:34Z,5530000,False,,,0,,K. Porter Jr. STEAL (2 STL),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
559,PT09M16.00S,2025-12-30T01:58:44.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203507,91.80354796320631,47.794117647058826,1610612749,97,106,2025-12-30T01:58:49Z,5540000,False,-11.0,25.0,1,right,G. Antetokounmpo reverse Layup (15 PTS) (K. Kuzma 2 AST),"[203507, 1628398]",1610612749.0,MIL,reverse,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,2.69,Made,,,,,,,15.0,K. Kuzma,1628398.0,2.0,,,,,,,,
561,PT09M16.00S,2025-12-30T01:58:55.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,97,106,2025-12-30T01:58:55Z,5560000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT09M16.00S,2025-12-30T01:58:56.8Z,4,REGULAR,substitution,out,[],1642862,,,1610612766,97,106,2025-12-30T02:01:50Z,5570000,False,,,0,,SUB out: L. McNeeley,[1642862],1610612766.0,CHA,,,,McNeeley,L. McNeeley,,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT09M16.00S,2025-12-30T01:58:56.8Z,4,REGULAR,substitution,in,[],1630182,,,1610612766,97,106,2025-12-30T02:01:50Z,5580000,False,,,0,,SUB in: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT08M59.00S,2025-12-30T02:02:10.5Z,4,REGULAR,turnover,bad pass,[],1630163,,,1610612766,97,106,2025-12-30T02:02:17Z,5590000,False,,,0,,L. Ball bad pass TURNOVER (6 TO),"[1630163, 203507]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,6.0,Antetokounmpo,203507.0
565,PT08M59.00S,2025-12-30T02:02:10.5Z,4,REGULAR,steal,,[],203507,,,1610612749,97,106,2025-12-30T02:18:03Z,5600000,False,,,0,,G. Antetokounmpo STEAL (1 STL),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
566,PT08M51.00S,2025-12-30T02:02:18.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629645,92.06636005256242,53.431372549019606,1610612749,97,106,2025-12-30T02:02:23Z,5610000,False,17.0,22.0,1,right,MISS K. Porter Jr. driving Layup,[1629645],1610612749.0,MIL,driving,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,2.8,Missed,,,,,,,,,,,,,,,,,,
568,PT08M47.00S,2025-12-30T02:02:22.4Z,4,REGULAR,rebound,offensive,[],203507,,,1610612749,97,106,2025-12-30T02:02:23Z,5630000,False,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,566.0,,,3.0,1.0,2.0,,,,,,,,,,,,
569,PT08M46.00S,2025-12-30T02:02:22.9Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",203507,92.06636005256242,51.225490196078425,1610612749,97,108,2025-12-30T02:02:29Z,5640000,False,6.0,22.0,1,right,G. Antetokounmpo putback DUNK (17 PTS),[203507],1610612749.0,MIL,putback,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,2.29,Made,,,,,,,17.0,,,,,,,,,,,
570,PT08M36.00S,2025-12-30T02:02:33.1Z,4,REGULAR,3pt,Jump Shot,[],1642275,33.722076215505915,21.323529411764707,1610612766,97,108,2025-12-30T02:02:37Z,5650000,False,143.0,264.0,1,left,MISS T. Salaün 30' 3PT,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,Above the Break 3,24+ Right Center,30.09,Missed,,,,,,,,,,,,,,,,,,
571,PT08M33.00S,2025-12-30T02:02:36.3Z,4,REGULAR,rebound,offensive,[],1630163,,,1610612766,97,108,2025-12-30T02:02:36Z,5660000,False,,,0,,L. Ball REBOUND (Off:1 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,,,570.0,,,2.0,1.0,1.0,,,,,,,,,,,,
572,PT08M25.00S,2025-12-30T02:02:48.5Z,4,REGULAR,foul,personal,[],1626171,,,1610612766,97,108,2025-12-30T02:03:03Z,5670000,False,,,0,,B. Portis personal FOUL (3 PF),"[1626171, 1642275]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,1151.0,3.0,0.0,Salaün,1642275.0,,,
574,PT08M25.00S,2025-12-30T02:03:01.8Z,4,REGULAR,substitution,out,[],1630163,,,1610612766,97,108,2025-12-30T02:03:05Z,5690000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT08M25.00S,2025-12-30T02:03:01.8Z,4,REGULAR,substitution,in,[],1641706,,,1610612766,97,108,2025-12-30T02:03:05Z,5700000,False,,,0,,SUB in: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT08M12.00S,2025-12-30T02:03:48.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1641706,31.35676741130092,37.00980392156863,1610612766,97,108,2025-12-30T02:03:54Z,5720000,False,65.0,242.0,1,left,MISS B. Miller 25' 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Center,25.09,Missed,,,,,,,,,,,,,,,,,,
578,PT08M07.00S,2025-12-30T02:03:53.2Z,4,REGULAR,rebound,offensive,[],1641706,,,1610612766,97,108,2025-12-30T02:14:14Z,5730000,False,,,0,,B. Miller REBOUND (Off:2 Def:4),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Center,,,577.0,,,6.0,4.0,2.0,,,,,,,,,,,,
579,PT07M54.00S,2025-12-30T02:04:05.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630182,7.835085413929041,46.32352941176471,1610612766,97,108,2025-12-30T02:04:11Z,5740000,False,18.0,21.0,1,left,MISS J. Green driving Layup,[1630182],1610612766.0,CHA,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.8,Missed,,,,,,,,,,,,,,,,,,
580,PT07M54.00S,2025-12-30T02:04:10.2Z,4,REGULAR,rebound,offensive,[],1631217,,,1610612766,97,108,2025-12-30T02:04:10Z,5750000,False,,,0,,M. Diabaté REBOUND (Off:5 Def:2),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,,,579.0,,,7.0,2.0,5.0,,,,,,,,,,,,
581,PT07M54.00S,2025-12-30T02:04:10.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631217,5.590000152587891,50.0,1610612766,97,108,2025-12-30T02:04:10Z,5760000,False,0.0,0.0,1,left,MISS M. Diabaté putback Layup,[1631217],1610612766.0,CHA,putback,,,Diabaté,M. Diabaté,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
582,PT07M54.00S,2025-12-30T02:04:11.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612749,97,108,2025-12-30T02:04:11Z,5770000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Mid-Range,8-16 Left,,,581.0,,,,,,,,,,,,,,,,,
584,PT07M39.00S,2025-12-30T02:04:37.0Z,4,REGULAR,foul,personal,[],1631217,,,1610612749,97,108,2025-12-30T02:04:46Z,5790000,False,,,0,,M. Diabaté personal FOUL (4 PF),"[1631217, 203507]",1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1201.0,4.0,0.0,Antetokounmpo,203507.0,,,
586,PT07M28.00S,2025-12-30T02:05:07.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626171,82.86793692509855,35.78431372549019,1610612749,97,110,2025-12-30T02:05:13Z,5810000,False,-71.0,109.0,1,right,B. Portis 12' floating Jump Shot (25 PTS) (K. Porter Jr. 11 AST),"[1626171, 1629645]",1610612749.0,MIL,floating,,,Portis,B. Portis,,,,,In The Paint (Non-RA),8-16 Left,12.97,Made,,,,,,,25.0,K. Porter Jr.,1629645.0,11.0,,,,,,,,
588,PT07M16.00S,2025-12-30T02:05:19.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631217,6.521024967148489,51.9607843137255,1610612766,99,110,2025-12-30T02:05:22Z,5830000,False,-10.0,9.0,1,left,M. Diabaté driving Layup (12 PTS),[1631217],1610612766.0,CHA,driving,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,1.32,Made,,,,,,,12.0,,,,,,,,,,,
589,PT07M01.00S,2025-12-30T02:05:34.0Z,4,REGULAR,turnover,bad pass,[],1628398,,,1610612749,99,110,2025-12-30T02:05:39Z,5840000,False,,,0,,K. Kuzma bad pass TURNOVER (1 TO),"[1628398, 1641706]",1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,1.0,Miller,1641706.0
590,PT07M01.00S,2025-12-30T02:05:34.0Z,4,REGULAR,steal,,[],1641706,,,1610612766,99,110,2025-12-30T02:05:35Z,5850000,False,,,0,,B. Miller STEAL (1 STL),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
591,PT06M57.00S,2025-12-30T02:05:40.7Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641706,6.652431011826544,47.05882352941176,1610612766,101,110,2025-12-30T02:05:49Z,5860000,False,15.0,10.0,1,left,B. Miller running DUNK (28 PTS),[1641706],1610612766.0,CHA,running,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,1.78,Made,,,,,,,28.0,,,,,,,,,,,
592,PT06M57.00S,2025-12-30T02:06:13.1Z,4,REGULAR,foul,personal,['1freethrow'],1628398,,,1610612766,101,110,2025-12-30T02:06:21Z,5870000,False,,,0,,K. Kuzma shooting personal FOUL (1 PF) (Miller 1 FT),"[1628398, 1641706]",1610612749.0,MIL,shooting,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2004.0,1.0,0.0,Miller,1641706.0,,,
594,PT06M57.00S,2025-12-30T02:06:23.2Z,4,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1641706,,,1610612766,102,110,2025-12-30T02:06:23Z,5890000,False,,,0,,B. Miller Free Throw 1 of 1 (29 PTS),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,Made,,,,,,,29.0,,,,,,,,,,,
595,PT06M44.00S,2025-12-30T02:06:33.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,89.83245729303549,50.49019607843137,1610612749,102,112,2025-12-30T02:06:37Z,5900000,False,2.0,43.0,1,right,K. Porter Jr. driving finger roll Layup (15 PTS) (G. Antetokounmpo 6 AST),"[1629645, 203507]",1610612749.0,MIL,driving finger roll,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,4.32,Made,,,,,,,15.0,G. Antetokounmpo,203507.0,6.0,,,,,,,,
597,PT06M21.00S,2025-12-30T02:06:56.4Z,4,REGULAR,3pt,Jump Shot,[],1630182,7.966491458607096,4.411764705882353,1610612766,105,112,2025-12-30T02:07:00Z,5920000,False,228.0,22.0,1,left,J. Green 3PT  (10 PTS) (M. Diabaté 3 AST),"[1630182, 1631217]",1610612766.0,CHA,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,22.9,Made,,,,,,,10.0,M. Diabaté,1631217.0,3.0,,,,,,,,
599,PT05M56.00S,2025-12-30T02:07:21.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,90.3580814717477,46.07843137254902,1610612749,105,112,2025-12-30T02:07:24Z,5940000,False,-20.0,38.0,1,right,MISS K. Kuzma Layup,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,4.28,Missed,,,,,,,,,,,,,,,,,,
600,PT05M54.00S,2025-12-30T02:07:23.1Z,4,REGULAR,rebound,defensive,[],1641706,,,1610612766,105,112,2025-12-30T02:07:24Z,5950000,False,,,0,,B. Miller REBOUND (Off:2 Def:5),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,599.0,,,7.0,5.0,2.0,,,,,,,,,,,,
601,PT05M38.00S,2025-12-30T02:07:39.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641706,6.652431011826544,43.627450980392155,1610612766,105,112,2025-12-30T02:07:43Z,5960000,False,32.0,10.0,1,left,MISS B. Miller driving Layup,[1641706],1610612766.0,CHA,driving,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,3.34,Missed,,,,,,,,,,,,,,,,,,
602,PT05M36.00S,2025-12-30T02:07:40.9Z,4,REGULAR,rebound,offensive,[],1631217,,,1610612766,105,112,2025-12-30T02:07:40Z,5970000,False,,,0,,M. Diabaté REBOUND (Off:6 Def:2),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,,,601.0,,,8.0,2.0,6.0,,,,,,,,,,,,
603,PT05M34.00S,2025-12-30T02:07:43.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630182,28.728646517739815,76.7156862745098,1610612766,105,112,2025-12-30T02:07:47Z,5980000,False,-134.0,218.0,1,left,MISS J. Green 25' 3PT,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,25.53,Missed,,,,,,,,,,,,,,,,,,
604,PT05M32.00S,2025-12-30T02:07:45.2Z,4,REGULAR,rebound,defensive,[],1629645,,,1610612749,105,112,2025-12-30T02:07:47Z,5990000,False,,,0,,K. Porter Jr. REBOUND (Off:1 Def:3),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,603.0,,,4.0,3.0,1.0,,,,,,,,,,,,
605,PT05M21.00S,2025-12-30T02:07:56.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203507,91.80354796320631,50.49019607843137,1610612749,105,114,2025-12-30T02:07:59Z,6000000,False,2.0,25.0,1,right,G. Antetokounmpo driving Layup (19 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,2.46,Made,,,,,,,19.0,,,,,,,,,,,
606,PT05M09.00S,2025-12-30T02:08:14.7Z,4,REGULAR,foul,personal,[],1628398,,,1610612766,105,114,2025-12-30T02:08:28Z,6010000,False,,,0,,K. Kuzma personal FOUL (2 PF),"[1628398, 1641706]",1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,2004.0,2.0,0.0,Miller,1641706.0,,,
608,PT05M09.00S,2025-12-30T02:08:37.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,105,114,2025-12-30T02:08:37Z,6030000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT05M09.00S,2025-12-30T02:08:38.4Z,4,REGULAR,substitution,out,[],1642883,,,1610612766,105,114,2025-12-30T02:11:12Z,6040000,False,,,0,,SUB out: S. James,[1642883],1610612766.0,CHA,,,,James,S. James,,,,,,,,,,,,,,,,,,,,,,,,,,
