actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
17,PT11M12.00S,2026-03-17T23:12:27.4Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629639,,,1610612748,0,1,2026-03-17T23:12:27Z,170000,False,,,0,,T. Herro Free Throw 1 of 2 (1 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
18,PT11M12.00S,2026-03-17T23:12:52.8Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629639,,,1610612748,0,2,2026-03-17T23:12:52Z,180000,False,,,0,,T. Herro Free Throw 2 of 2 (2 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
19,PT11M06.00S,2026-03-17T23:13:05.9Z,1,REGULAR,turnover,out-of-bounds,[],1628970,,,1610612766,0,2,2026-03-17T23:13:26Z,190000,False,,,0,,M. Bridges bad pass out-of-bounds TURNOVER (1 TO),[1628970],1610612766.0,CHA,bad pass,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,,,,,,,1155.0,,,,,,1.0,,,,,,,
24,PT10M57.00S,2026-03-17T23:13:29.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642276,28.465834428383708,23.03921568627451,1610612748,0,2,2026-03-17T23:21:44Z,240000,False,135.0,215.0,1,left,MISS K. Ware 25' 3PT,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Right Center,25.38,Missed,,,,,,,,,,,,,,,,,,
25,PT10M53.00S,2026-03-17T23:13:33.0Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,0,2,2026-03-17T23:13:34Z,250000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,,
26,PT10M44.00S,2026-03-17T23:13:41.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,91.93495400788436,64.70588235294117,1610612766,0,2,2026-03-17T23:13:46Z,260000,False,74.0,23.0,1,right,MISS L. Ball 7' driving Layup,[1630163],1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,7.71,Missed,,,,,,,,,,,,,,,,,,
27,PT10M43.00S,2026-03-17T23:13:42.7Z,1,REGULAR,rebound,offensive,[],1630163,,,1610612766,0,2,2026-03-17T23:13:46Z,270000,False,,,0,,L. Ball REBOUND (Off:1 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,,,26.0,2.0,1.0,1.0,,,,,,,,,,,,,,
28,PT10M41.00S,2026-03-17T23:13:44.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630163,92.06636005256242,52.450980392156865,1610612766,0,2,2026-03-17T23:25:36Z,280000,False,12.0,22.0,1,right,MISS L. Ball putback Layup,[1630163],1610612766.0,CHA,putback,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,2.53,Missed,,,,,,,,,,,,,,,,,,
29,PT10M41.00S,2026-03-17T23:13:44.3Z,1,REGULAR,rebound,offensive,[],1631217,,,1610612766,0,2,2026-03-17T23:13:51Z,290000,False,,,0,,M. Diabaté REBOUND (Off:1 Def:0),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,,,28.0,1.0,0.0,1.0,,,,,,,,,,,,,,
30,PT10M37.00S,2026-03-17T23:13:48.9Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1631217,94.40999984741211,50.0,1610612766,2,2,2026-03-17T23:25:41Z,300000,False,0.0,0.0,1,right,M. Diabaté tip DUNK (2 PTS),[1631217],1610612766.0,CHA,tip,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,2.0,,,,,,,,
31,PT10M28.00S,2026-03-17T23:13:57.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642276,7.046649145860711,48.03921568627451,1610612748,2,4,2026-03-17T23:14:01Z,310000,False,10.0,14.0,1,left,K. Ware DUNK (2 PTS) (D. Mitchell 1 AST),"[1642276, 1630558]",1610612748.0,MIA,,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,1.68,Made,,,,,,,,,,2.0,,D. Mitchell,1630558.0,1.0,,,,
33,PT10M18.00S,2026-03-17T23:14:12.6Z,1,REGULAR,turnover,out-of-bounds,[],1630163,,,1610612766,2,4,2026-03-17T23:48:57Z,330000,False,,,0,,L. Ball bad pass out-of-bounds TURNOVER (1 TO),[1630163],1610612766.0,CHA,bad pass,,,Ball,L. Ball,,,,,Left Corner 3,24+ Left,,,,,,,1155.0,,,,,,1.0,,,,,,,
34,PT10M18.00S,2026-03-17T23:14:23.4Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612748,2,4,2026-03-17T23:14:30Z,340000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,1146.0,,,,,,,,,,,,,
37,PT10M10.00S,2026-03-17T23:14:52.1Z,1,REGULAR,foul,personal,[],1641706,,,1610612748,2,4,2026-03-17T23:28:24Z,370000,False,,,0,,B. Miller loose ball personal FOUL (1 PF),"[1641706, 1642276]",1610612766.0,CHA,loose ball,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,,,,,1627963.0,1.0,0.0,Ware,1642276.0,,,,,,,,,
39,PT10M03.00S,2026-03-17T23:15:01.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641796,7.30946123521682,53.18627450980392,1610612748,2,4,2026-03-17T23:35:18Z,390000,False,-16.0,16.0,1,left,MISS P. Larsson driving floating Shot,[1641796],1610612748.0,MIA,driving floating,,,Larsson,P. Larsson,,,,,Restricted Area,0-8 Center,2.27,Missed,,,,,,,,,,,,,,,,,,
40,PT09M59.00S,2026-03-17T23:15:05.1Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,2,4,2026-03-17T23:35:18Z,400000,False,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,39.0,2.0,2.0,0.0,,,,,,,,,,,,,,
41,PT09M53.00S,2026-03-17T23:15:10.6Z,1,REGULAR,3pt,Jump Shot,[],1642851,85.23324572930355,95.34313725490196,1610612766,2,4,2026-03-17T23:15:21Z,410000,False,227.0,86.0,1,right,MISS K. Knueppel 24' 3PT,[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,Right Corner 3,24+ Right,24.26,Missed,,,,,,,,,,,,,,,,,,
42,PT09M50.00S,2026-03-17T23:15:13.6Z,1,REGULAR,rebound,defensive,[],1626181,,,1610612748,2,4,2026-03-17T23:15:21Z,420000,False,,,0,,N. Powell REBOUND (Off:0 Def:1),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,Right Corner 3,24+ Right,,,41.0,1.0,1.0,0.0,,,,,,,,,,,,,,
43,PT09M42.00S,2026-03-17T23:15:21.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626181,11.908672798948752,50.98039215686274,1610612748,2,6,2026-03-17T23:35:46Z,430000,False,-5.0,59.0,1,left,N. Powell driving floating Jump Shot (2 PTS),[1626181],1610612748.0,MIA,driving floating,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,5.96,Made,,,,,,,,,,2.0,,,,,,,,
44,PT09M34.00S,2026-03-17T23:15:29.3Z,1,REGULAR,3pt,Jump Shot,[],1630163,66.96780551905388,39.21568627450981,1610612766,5,6,2026-03-17T23:30:12Z,440000,False,-54.0,258.0,1,right,L. Ball 26' 3PT pullup (3 PTS),[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,26.36,Made,,,,,,,,,,3.0,,,,,,,,
45,PT09M23.00S,2026-03-17T23:15:41.4Z,1,REGULAR,2pt,Jump Shot,[],1630558,10.988830486202366,11.76470588235294,1610612748,5,6,2026-03-17T23:36:41Z,450000,False,191.0,51.0,1,left,MISS D. Mitchell 19' step back Shot,[1630558],1610612748.0,MIA,step back,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Right,19.78,Missed,,,,,,,,,,,,,,,,,,
47,PT09M20.00S,2026-03-17T23:15:44.4Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,5,6,2026-03-17T23:15:46Z,460000,False,,,0,,M. Bridges REBOUND (Off:0 Def:3),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Right,,,45.0,3.0,3.0,0.0,,,,,,,,,,,,,,
48,PT09M17.00S,2026-03-17T23:15:46.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642851,73.9323258869908,14.460784313725492,1610612766,5,6,2026-03-17T23:36:59Z,470000,False,-178.0,193.0,1,right,MISS K. Knueppel 26' running 3PT,[1642851],1610612766.0,CHA,running,,,Knueppel,K. Knueppel,,,,,Above the Break 3,24+ Left Center,26.2,Missed,,,,,,,,,,,,,,,,,,
49,PT09M13.00S,2026-03-17T23:15:51.0Z,1,REGULAR,rebound,offensive,[],1631217,,,1610612766,5,6,2026-03-17T23:15:51Z,480000,False,,,0,,M. Diabaté REBOUND (Off:2 Def:0),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Above the Break 3,24+ Left Center,,,48.0,2.0,0.0,2.0,,,,,,,,,,,,,,
50,PT09M04.00S,2026-03-17T23:15:59.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630163,64.60249671484888,22.30392156862745,1610612766,8,6,2026-03-17T23:16:04Z,490000,False,-138.0,280.0,1,right,L. Ball 31' 3PT  (6 PTS) (M. Diabaté 1 AST),"[1630163, 1631217]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,31.26,Made,,,,,,,,,,6.0,,M. Diabaté,1631217.0,1.0,,,,
52,PT08M53.00S,2026-03-17T23:16:10.5Z,1,REGULAR,3pt,Jump Shot,[],1626181,32.013797634691194,54.166666666666664,1610612748,8,6,2026-03-17T23:21:20Z,510000,False,-21.0,248.0,1,left,MISS N. Powell 24' pullup 3PT,[1626181],1610612748.0,MIA,pullup,,,Powell,N. Powell,,,,,Above the Break 3,24+ Center,24.93,Missed,,,,,,,,,,,,,,,,,,
53,PT08M51.00S,2026-03-17T23:16:12.5Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,8,6,2026-03-17T23:16:19Z,520000,False,,,0,,M. Bridges REBOUND (Off:0 Def:4),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,,,52.0,4.0,4.0,0.0,,,,,,,,,,,,,,
54,PT08M42.00S,2026-03-17T23:16:21.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631217,90.22667542706965,50.49019607843137,1610612766,8,6,2026-03-17T23:16:26Z,530000,False,2.0,39.0,1,right,MISS M. Diabaté Layup - blocked,"[1631217, 1626181]",1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,3.95,Missed,,,,,,,,,,,,,,,Powell,1626181.0,,
70,PT08M42.00S,2026-03-17T23:16:21.7Z,1,REGULAR,block,,[],1626181,,,1610612766,8,6,2026-03-17T23:19:59Z,535000,False,,,0,,N. Powell BLOCK (1 BLK),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
55,PT08M39.00S,2026-03-17T23:16:24.7Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,8,6,2026-03-17T23:16:26Z,540000,False,,,0,,T. Herro REBOUND (Off:0 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,,,54.0,1.0,1.0,0.0,,,,,,,,,,,,,,
56,PT08M32.00S,2026-03-17T23:16:32.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,12.040078843626807,50.73529411764706,1610612748,8,8,2026-03-17T23:37:53Z,550000,False,-4.0,61.0,1,left,T. Herro 6' driving floating Jump Shot (4 PTS),[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,6.08,Made,,,,,,,,,,4.0,,,,,,,,
57,PT08M15.00S,2026-03-17T23:16:48.7Z,1,REGULAR,2pt,Jump Shot,[],1641706,89.04402102496715,74.75490196078431,1610612766,8,8,2026-03-17T23:18:57Z,560000,False,124.0,50.0,1,right,MISS B. Miller 13' fadeaway Shot,[1641706],1610612766.0,CHA,fadeaway,,,Miller,B. Miller,,,,,Mid-Range,8-16 Right,13.37,Missed,,,,,,,,,,,,,,,,,,
58,PT08M14.00S,2026-03-17T23:16:49.7Z,1,REGULAR,rebound,defensive,[],1642276,,,1610612748,8,8,2026-03-17T23:18:57Z,570000,False,,,0,,K. Ware REBOUND (Off:0 Def:1),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Mid-Range,8-16 Right,,,57.0,1.0,1.0,0.0,,,,,,,,,,,,,,
59,PT08M06.00S,2026-03-17T23:16:58.9Z,1,REGULAR,turnover,bad pass,[],1629639,,,1610612748,8,8,2026-03-17T23:20:44Z,580000,False,,,0,,T. Herro bad pass TURNOVER (1 TO),"[1629639, 1642851]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1.0,,,,,,Knueppel,1642851.0
60,PT08M06.00S,2026-03-17T23:16:58.9Z,1,REGULAR,steal,,[],1642851,,,1610612766,8,8,2026-03-17T23:17:07Z,590000,False,,,0,,K. Knueppel STEAL (1 STL),[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
68,PT08M06.00S,2026-03-17T23:17:03.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1642851,93.64323258869908,47.549019607843135,1610612766,10,8,2026-03-17T23:18:04Z,595000,False,-12.0,7.0,1,right,K. Knueppel running Layup (2 PTS),[1642851],1610612766.0,CHA,running,,,Knueppel,K. Knueppel,,,,,Restricted Area,0-8 Center,1.43,Made,,,,,,,,,,2.0,,,,,,,,
61,PT07M55.00S,2026-03-17T23:17:08.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,7.30946123521682,49.26470588235294,1610612748,10,8,2026-03-17T23:45:58Z,600000,False,4.0,16.0,1,left,MISS N. Powell driving Layup - blocked,"[1626181, 1631217]",1610612748.0,MIA,driving,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,1.66,Missed,,,,,,,,,,,,,,,Diabaté,1631217.0,,
62,PT07M55.00S,2026-03-17T23:17:08.7Z,1,REGULAR,block,,[],1631217,,,1610612748,10,8,2026-03-17T23:17:17Z,610000,False,,,0,,M. Diabaté BLOCK (1 BLK),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
63,PT07M48.00S,2026-03-17T23:17:15.7Z,1,REGULAR,rebound,defensive,[],1631217,,,1610612766,10,8,2026-03-17T23:17:24Z,620000,False,,,0,,M. Diabaté REBOUND (Off:2 Def:1),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,,,61.0,3.0,1.0,2.0,,,,,,,,,,,,,,
64,PT07M48.00S,2026-03-17T23:17:20.4Z,1,REGULAR,turnover,traveling,[],1631217,,,1610612766,10,8,2026-03-17T23:17:34Z,630000,False,,,0,,M. Diabaté traveling TURNOVER (1 TO),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1146.0,,,,,,1.0,,,,,,,
65,PT07M33.00S,2026-03-17T23:17:46.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626181,8.229303547963205,51.470588235294116,1610612748,10,8,2026-03-17T23:46:45Z,640000,False,-7.0,25.0,1,left,MISS N. Powell driving floating Shot,[1626181],1610612748.0,MIA,driving floating,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,2.6,Missed,,,,,,,,,,,,,,,,,,
66,PT07M31.00S,2026-03-17T23:17:49.3Z,1,REGULAR,rebound,defensive,[],1631217,,,1610612766,10,8,2026-03-17T23:17:49Z,650000,False,,,0,,M. Diabaté REBOUND (Off:2 Def:2),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,,,65.0,4.0,2.0,2.0,,,,,,,,,,,,,,
67,PT07M18.00S,2026-03-17T23:18:01.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628970,89.04402102496715,50.0,1610612766,12,8,2026-03-17T23:18:23Z,660000,False,0.0,50.0,1,right,M. Bridges pullup Jump Shot (2 PTS),[1628970],1610612766.0,CHA,pullup,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,5.05,Made,,,,,,,,,,2.0,,,,,,,,
69,PT07M08.00S,2026-03-17T23:18:20.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,12,8,2026-03-17T23:18:20Z,670000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT07M08.00S,2026-03-17T23:20:46.8Z,1,REGULAR,substitution,out,[],1642851,,,1610612748,12,8,2026-03-17T23:21:21Z,680000,False,,,0,,SUB out: K. Knueppel,[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT07M08.00S,2026-03-17T23:20:46.8Z,1,REGULAR,substitution,in,[],1630182,,,1610612748,12,8,2026-03-17T23:21:21Z,690000,False,,,0,,SUB in: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M57.00S,2026-03-17T23:21:26.6Z,1,REGULAR,3pt,Jump Shot,[],1642276,22.946780551905388,12.254901960784313,1610612748,12,8,2026-03-17T23:21:30Z,700000,False,189.0,163.0,1,left,MISS K. Ware 24' 3PT,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Right Center,24.95,Missed,,,,,,,,,,,,,,,,,,
74,PT06M53.00S,2026-03-17T23:21:29.5Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,12,8,2026-03-17T23:21:29Z,710000,False,,,0,,M. Bridges REBOUND (Off:0 Def:5),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,73.0,5.0,5.0,0.0,,,,,,,,,,,,,,
75,PT06M48.00S,2026-03-17T23:21:38.4Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'defensivegoaltending']",1628970,89.30683311432325,46.568627450980394,1610612766,14,8,2026-03-17T23:47:54Z,720000,False,-17.0,48.0,1,right,M. Bridges turnaround Hook (4 PTS),[1628970],1610612766.0,CHA,turnaround,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,5.1,Made,,,,,,,,,,4.0,,,,,,,,
76,PT06M48.00S,2026-03-17T23:21:43.8Z,1,REGULAR,violation,defensive goaltending,[],1642276,,,1610612766,14,8,2026-03-17T23:22:08Z,730000,False,,,0,,K. Ware defensive goaltending VIOLATION,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,1146.0,,,,,,,,,,,,,
77,PT06M36.00S,2026-03-17T23:22:01.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,15.325229960578188,41.42156862745098,1610612748,14,8,2026-03-18T00:03:43Z,740000,False,43.0,92.0,1,left,MISS T. Herro 10' driving floating Shot,[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,10.11,Missed,,,,,,,,,,,,,,,,,,
78,PT06M33.00S,2026-03-17T23:22:04.3Z,1,REGULAR,rebound,offensive,[],1629639,,,1610612748,14,8,2026-03-18T00:03:43Z,750000,False,,,0,,T. Herro REBOUND (Off:1 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,,,77.0,2.0,1.0,1.0,,,,,,,,,,,,,,
336,PT06M27.00S,2026-03-17T23:22:19.6Z,1,REGULAR,turnover,bad pass,[],1641796,,,1610612748,14,8,2026-03-18T00:02:58Z,790000,False,,,0,,P. Larsson bad pass TURNOVER (1 TO),"[1641796, 1631217]",1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1.0,,,,,,Diabaté,1631217.0
337,PT06M27.00S,2026-03-17T23:22:19.6Z,1,REGULAR,steal,,[],1631217,,,1610612766,14,8,2026-03-18T00:02:58Z,795000,False,,,0,,M. Diabaté STEAL (1 STL),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
83,PT06M23.00S,2026-03-17T23:22:29.1Z,1,REGULAR,foul,personal,[],1641796,,,1610612766,14,8,2026-03-17T23:22:38Z,800000,False,,,0,,P. Larsson personal FOUL (2 PF),"[1641796, 1631217]",1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1155.0,2.0,0.0,Diabaté,1631217.0,,,,,,,,,
85,PT06M23.00S,2026-03-17T23:22:38.5Z,1,REGULAR,substitution,out,[],1641796,,,1610612766,14,8,2026-03-17T23:23:01Z,820000,False,,,0,,SUB out: P. Larsson,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT06M23.00S,2026-03-17T23:22:38.5Z,1,REGULAR,substitution,out,[],1626181,,,1610612766,14,8,2026-03-17T23:23:01Z,830000,False,,,0,,SUB out: N. Powell,[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
