actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
17,PT10M36.00S,2022-04-10T23:14:20.3Z,1,REGULAR,rebound,defensive,[],1628365,,,1610612753,3,4,2022-04-10T23:14:29Z,170000,,,0,,M. Fultz REBOUND (Off:0 Def:1),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
18,PT10M21.00S,2022-04-10T23:14:36.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,6.258212877792378,51.470588235294116,1610612753,5,4,2022-04-10T23:14:46Z,180000,-7.0,6.0,1,left,M. Wagner driving Layup (2 PTS) (M. Fultz 2 AST),"[1629021, 1628365]",1610612753.0,ORL,driving,,,Wagner,M. Wagner,,,,,0.97,Made,,,,,2.0,,,,M. Fultz,1628365.0,2.0,,,,,,,,
20,PT10M12.00S,2022-04-10T23:14:44.8Z,1,REGULAR,3pt,Jump Shot,[],1628539,70.90998685939553,80.3921568627451,1610612748,5,4,2022-04-10T23:14:50Z,200000,152.0,221.0,1,right,MISS M. Mulder 26' 3PT,[1628539],1610612748.0,MIA,,,,Mulder,M. Mulder,,,,,26.81,Missed,,,,,,,,,,,,,,,,,,,
21,PT10M08.00S,2022-04-10T23:14:48.8Z,1,REGULAR,rebound,defensive,[],1629021,,,1610612753,5,4,2022-04-10T23:14:50Z,210000,,,0,,M. Wagner REBOUND (Off:0 Def:1),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
22,PT09M56.00S,2022-04-10T23:15:01.1Z,1,REGULAR,3pt,Jump Shot,[],1628964,4.02431011826544,94.36274509803921,1610612753,8,4,2022-04-10T23:15:08Z,220000,-222.0,-15.0,1,left,M. Bamba 3PT  (3 PTS) (M. Fultz 3 AST),"[1628964, 1628365]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,22.23,Made,,,,,3.0,,,,M. Fultz,1628365.0,3.0,,,,,,,,
24,PT09M43.00S,2022-04-10T23:15:13.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628539,91.01511169513797,48.03921568627451,1610612748,8,4,2022-04-10T23:15:24Z,240000,-10.0,32.0,1,right,MISS M. Mulder driving Layup - blocked,"[1628539, 1628964]",1610612748.0,MIA,driving,,,Mulder,M. Mulder,,,,,3.35,Missed,,,,,,,,,,,,Bamba,1628964.0,,,,,,
25,PT09M43.00S,2022-04-10T23:15:13.8Z,1,REGULAR,block,,[],1628964,,,1610612748,8,4,2022-04-10T23:15:17Z,250000,,,0,,M. Bamba BLOCK (1 BLK),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
26,PT09M40.00S,2022-04-10T23:15:16.8Z,1,REGULAR,rebound,defensive,[],1629643,,,1610612753,8,4,2022-04-10T23:15:24Z,260000,,,0,,C. Okeke REBOUND (Off:0 Def:1),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
27,PT09M31.00S,2022-04-10T23:15:26.3Z,1,REGULAR,3pt,Jump Shot,[],1629021,5.338370565045992,95.09803921568627,1610612753,8,4,2022-04-10T23:15:34Z,270000,-225.0,-2.0,1,left,MISS M. Wagner 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,22.55,Missed,,,,,,,,,,,,,,,,,,,
28,PT09M25.00S,2022-04-10T23:15:32.3Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612748,8,4,2022-04-10T23:15:34Z,280000,,,0,,D. Robinson REBOUND (Off:0 Def:2),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,27.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
29,PT09M22.00S,2022-04-10T23:15:35.1Z,1,REGULAR,3pt,Jump Shot,[],203506,69.07030223390277,71.56862745098039,1610612748,8,7,2022-04-10T23:15:46Z,290000,108.0,238.0,1,right,V. Oladipo 26' 3PT  (7 PTS) (D. Robinson 1 AST),"[203506, 1629130]",1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,26.15,Made,,,,,7.0,,,,D. Robinson,1629130.0,1.0,,,,,,,,
31,PT09M04.00S,2022-04-10T23:15:52.6Z,1,REGULAR,2pt,Jump Shot,[],1628365,23.078186596583443,34.80392156862745,1610612753,8,7,2022-04-10T23:15:59Z,310000,76.0,164.0,1,left,MISS M. Fultz 18' pullup Shot,[1628365],1610612753.0,ORL,pullup,,,Fultz,M. Fultz,,,,,18.11,Missed,,,,,,,,,,,,,,,,,,,
32,PT09M01.00S,2022-04-10T23:15:55.6Z,1,REGULAR,rebound,defensive,[],1630209,,,1610612748,8,7,2022-04-10T23:15:59Z,320000,,,0,,O. Yurtseven REBOUND (Off:0 Def:1),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
33,PT08M57.00S,2022-04-10T23:16:00.3Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1629312,95.9264126149803,11.052389705882353,1610612748,8,9,2022-04-10T23:16:11Z,330000,-195.0,-14.0,1,right,H. Highsmith 19' running Jump Shot (2 PTS) (D. Robinson 2 AST),"[1629312, 1629130]",1610612748.0,MIA,running,,,Highsmith,H. Highsmith,,,,,19.52,Made,,,,,2.0,,,,D. Robinson,1629130.0,2.0,,,,,,,,
35,PT08M40.00S,2022-04-10T23:16:19.3Z,1,REGULAR,foul,offensive,[],1629021,,,1610612753,8,9,2022-04-10T23:16:39Z,350000,,,0,,M. Wagner off-the-ball offensive FOUL (1 PF),"[1629021, 203506]",1610612753.0,ORL,off-the-ball,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,1626301.0,1.0,0.0,Oladipo,203506.0,
37,PT08M40.00S,2022-04-10T23:16:19.3Z,1,REGULAR,turnover,offensive foul,[],1629021,,,1610612753,8,9,2022-04-10T23:16:19Z,370000,,,0,,M. Wagner offensive foul TURNOVER (1 TO),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,1.0,,,,,,,,1626301.0,,,,,
38,PT08M29.00S,2022-04-10T23:16:44.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629130,71.43561103810775,16.42156862745098,1610612748,8,12,2022-04-10T23:16:56Z,380000,-168.0,216.0,1,right,D. Robinson 27' 3PT  (3 PTS) (V. Oladipo 1 AST),"[1629130, 203506]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,27.36,Made,,,,,3.0,,,,V. Oladipo,203506.0,1.0,,,,,,,,
40,PT08M11.00S,2022-04-10T23:17:03.7Z,1,REGULAR,3pt,Jump Shot,[],1628365,24.129434954007884,86.02941176470588,1610612753,8,12,2022-04-10T23:17:08Z,400000,-180.0,174.0,1,left,MISS M. Fultz 25' 3PT,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,25.06,Missed,,,,,,,,,,,,,,,,,,,
41,PT08M07.00S,2022-04-10T23:17:07.7Z,1,REGULAR,rebound,defensive,[],203506,,,1610612748,8,12,2022-04-10T23:17:08Z,410000,,,0,,V. Oladipo REBOUND (Off:0 Def:1),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,40.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
42,PT08M03.00S,2022-04-10T23:17:11.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628539,92.46057818659659,3.431372549019608,1610612748,8,12,2022-04-10T23:17:22Z,420000,-233.0,18.0,1,right,MISS M. Mulder running 3PT,[1628539],1610612748.0,MIA,running,,,Mulder,M. Mulder,,,,,23.35,Missed,,,,,,,,,,,,,,,,,,,
43,PT07M58.00S,2022-04-10T23:17:16.1Z,1,REGULAR,rebound,defensive,[],1629021,,,1610612753,8,12,2022-04-10T23:17:22Z,430000,,,0,,M. Wagner REBOUND (Off:0 Def:2),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,42.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
44,PT07M49.00S,2022-04-10T23:17:24.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629021,6.521024967148489,50.49019607843137,1610612753,10,12,2022-04-10T23:17:30Z,440000,-2.0,9.0,1,left,M. Wagner cutting DUNK (4 PTS) (R. Hampton 1 AST),"[1629021, 1630181]",1610612753.0,ORL,cutting,,,Wagner,M. Wagner,,,,,0.91,Made,,,,,4.0,,,,R. Hampton,1630181.0,1.0,,,,,,,,
46,PT07M37.00S,2022-04-10T23:17:36.7Z,1,REGULAR,3pt,Jump Shot,[],1629312,78.53153745072274,90.68627450980392,1610612748,10,12,2022-04-10T23:17:42Z,460000,203.0,149.0,1,right,MISS H. Highsmith 25' 3PT,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,25.23,Missed,,,,,,,,,,,,,,,,,,,
47,PT07M32.00S,2022-04-10T23:17:41.7Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612753,10,12,2022-04-10T23:17:42Z,470000,,,0,,M. Bamba REBOUND (Off:0 Def:1),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,46.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
48,PT07M22.00S,2022-04-10T23:17:51.6Z,1,REGULAR,turnover,bad pass,[],1628365,,,1610612753,10,12,2022-04-10T23:17:56Z,480000,,,0,,M. Fultz bad pass TURNOVER (2 TO),"[1628365, 203506]",1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,2.0,Oladipo,203506.0,,,,,,,,,,,
49,PT07M22.00S,2022-04-10T23:17:51.6Z,1,REGULAR,steal,,[],203506,,,1610612748,10,12,2022-04-10T23:17:54Z,490000,,,0,,V. Oladipo STEAL (1 STL),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT07M17.00S,2022-04-10T23:17:56.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629130,78.26872536136662,5.88235294117647,1610612748,10,15,2022-04-10T23:18:05Z,500000,-221.0,152.0,1,right,D. Robinson 26' 3PT running (6 PTS) (V. Oladipo 2 AST),"[1629130, 203506]",1610612748.0,MIA,running,,,Robinson,D. Robinson,,,,,26.78,Made,,,,,6.0,,,,V. Oladipo,203506.0,2.0,,,,,,,,
52,PT06M58.00S,2022-04-10T23:18:15.4Z,1,REGULAR,3pt,Jump Shot,[],1629021,16.63929040735874,93.62745098039215,1610612753,13,15,2022-04-10T23:18:20Z,520000,-218.0,104.0,1,left,M. Wagner 24' 3PT  (7 PTS) (M. Fultz 4 AST),"[1629021, 1628365]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,24.16,Made,,,,,7.0,,,,M. Fultz,1628365.0,4.0,,,,,,,,
54,PT06M46.00S,2022-04-10T23:18:27.8Z,1,REGULAR,3pt,Jump Shot,[],1629312,80.3712220762155,6.372549019607843,1610612748,13,15,2022-04-10T23:18:35Z,540000,-218.0,132.0,1,right,MISS H. Highsmith 25' 3PT,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,25.49,Missed,,,,,,,,,,,,,,,,,,,
55,PT06M42.00S,2022-04-10T23:18:31.8Z,1,REGULAR,rebound,defensive,[],1630181,,,1610612753,13,15,2022-04-10T23:18:35Z,550000,,,0,,R. Hampton REBOUND (Off:0 Def:1),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,54.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
56,PT06M35.00S,2022-04-10T23:18:38.9Z,1,REGULAR,3pt,Jump Shot,[],1628964,22.552562417871222,9.803921568627452,1610612753,13,15,2022-04-10T23:18:43Z,560000,201.0,159.0,1,left,MISS M. Bamba 25' 3PT,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,25.66,Missed,,,,,,,,,,,,,,,,,,,
57,PT06M32.00S,2022-04-10T23:18:41.9Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612748,13,15,2022-04-10T23:18:43Z,570000,,,0,,D. Robinson REBOUND (Off:0 Def:3),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,56.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
58,PT06M25.00S,2022-04-10T23:18:49.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203506,92.9862023653088,47.549019607843135,1610612748,13,17,2022-04-10T23:23:34Z,580000,-12.0,13.0,1,right,V. Oladipo driving reverse Layup (9 PTS),[203506],1610612748.0,MIA,driving reverse,,,Oladipo,V. Oladipo,,,,,1.82,Made,,,,,9.0,,,,,,,,,,,,,,
59,PT06M00.00S,2022-04-10T23:19:13.2Z,1,REGULAR,2pt,Jump Shot,[],1628365,4.944152431011826,17.892156862745097,1610612753,13,17,2022-04-10T23:19:20Z,590000,161.0,-6.0,1,left,MISS M. Fultz 16' pullup Shot,[1628365],1610612753.0,ORL,pullup,,,Fultz,M. Fultz,,,,,16.06,Missed,,,,,,,,,,,,,,,,,,,
60,PT05M57.00S,2022-04-10T23:19:16.2Z,1,REGULAR,rebound,offensive,[],1628964,,,1610612753,13,17,2022-04-10T23:19:20Z,600000,,,0,,M. Bamba REBOUND (Off:1 Def:1),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,59.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
61,PT05M51.00S,2022-04-10T23:19:22.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630181,9.806176084099869,43.38235294117647,1610612753,15,17,2022-04-10T23:19:32Z,610000,33.0,40.0,1,left,R. Hampton driving Layup (5 PTS),[1630181],1610612753.0,ORL,driving,,,Hampton,R. Hampton,,,,,5.17,Made,,,,,5.0,,,,,,,,,,,,,,
62,PT05M40.00S,2022-04-10T23:19:33.7Z,1,REGULAR,3pt,Jump Shot,[],1630209,66.70499342969777,25.735294117647058,1610612748,15,17,2022-04-10T23:19:40Z,620000,-121.0,260.0,1,right,MISS O. Yurtseven 28' 3PT,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,28.74,Missed,,,,,,,,,,,,,,,,,,,
63,PT05M38.00S,2022-04-10T23:19:35.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612753,15,17,2022-04-10T23:19:40Z,630000,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,62.0,,,,,,,,,,,,,,,,,,
64,PT05M38.00S,2022-04-10T23:19:40.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,15,17,2022-04-10T23:19:40Z,640000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT05M38.00S,2022-04-10T23:19:46.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,15,17,2022-04-10T23:19:46Z,650000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M38.00S,2022-04-10T23:21:24.9Z,1,REGULAR,substitution,out,[],1630181,,,1610612753,15,17,2022-04-10T23:22:19Z,660000,,,0,,SUB out: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M38.00S,2022-04-10T23:21:24.9Z,1,REGULAR,substitution,in,[],1629962,,,1610612753,15,17,2022-04-10T23:22:19Z,670000,,,0,,SUB in: D. Cannady,[1629962],1610612753.0,ORL,,,,Cannady,D. Cannady,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M26.00S,2022-04-10T23:22:51.5Z,1,REGULAR,foul,personal,[],203506,,,1610612753,15,17,2022-04-10T23:23:05Z,680000,,,0,,V. Oladipo personal FOUL (1 PF),"[203506, 1628365]",1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,200832.0,1.0,0.0,Fultz,1628365.0,
72,PT05M13.00S,2022-04-10T23:23:15.4Z,1,REGULAR,2pt,Jump Shot,[],1628365,10.85742444152431,73.0392156862745,1610612753,17,17,2022-04-10T23:23:22Z,700000,-115.0,50.0,1,left,M. Fultz 12' pullup Jump Shot (2 PTS),[1628365],1610612753.0,ORL,pullup,,,Fultz,M. Fultz,,,,,12.54,Made,,,,,2.0,,,,,,,,,,,,,,
73,PT05M02.00S,2022-04-10T23:23:29.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630209,90.48948751642575,48.77450980392157,1610612748,17,17,2022-04-10T23:26:56Z,710000,-6.0,37.0,1,right,MISS O. Yurtseven floating Shot,[1630209],1610612748.0,MIA,floating,,,Yurtseven,O. Yurtseven,,,,,3.74,Missed,,,,,,,,,,,,,,,,,,,
74,PT05M01.00S,2022-04-10T23:23:30.0Z,1,REGULAR,rebound,offensive,[],1630209,,,1610612748,17,17,2022-04-10T23:26:56Z,720000,,,0,,O. Yurtseven REBOUND (Off:1 Def:1),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,73.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
75,PT05M00.00S,2022-04-10T23:23:33.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630209,94.40999984741211,50.0,1610612748,17,19,2022-04-10T23:27:03Z,730000,0.0,0.0,1,right,O. Yurtseven tip Layup (2 PTS),[1630209],1610612748.0,MIA,tip,,,Yurtseven,O. Yurtseven,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,,,
76,PT04M38.00S,2022-04-10T23:23:50.3Z,1,REGULAR,3pt,Jump Shot,[],1628964,7.703679369250986,96.32352941176471,1610612753,20,19,2022-04-10T23:23:57Z,740000,-232.0,20.0,1,left,M. Bamba 3PT  (6 PTS) (M. Fultz 5 AST),"[1628964, 1628365]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,23.25,Made,,,,,6.0,,,,M. Fultz,1628365.0,5.0,,,,,,,,
78,PT04M25.00S,2022-04-10T23:24:04.2Z,1,REGULAR,turnover,bad pass,[],203506,,,1610612748,20,19,2022-04-10T23:24:09Z,760000,,,0,,V. Oladipo bad pass TURNOVER (1 TO),"[203506, 1629643]",1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,1.0,Okeke,1629643.0,,,,,,,,,,,
79,PT04M25.00S,2022-04-10T23:24:04.2Z,1,REGULAR,steal,,[],1629643,,,1610612753,20,19,2022-04-10T23:24:07Z,770000,,,0,,C. Okeke STEAL (1 STL),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M19.00S,2022-04-10T23:24:09.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629643,5.469776609724048,49.01960784313725,1610612753,22,19,2022-04-10T23:24:15Z,780000,5.0,-1.0,1,left,C. Okeke running DUNK (2 PTS),[1629643],1610612753.0,ORL,running,,,Okeke,C. Okeke,,,,,0.5,Made,,,,,2.0,,,,,,,,,,,,,,
81,PT04M12.00S,2022-04-10T23:24:17.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630209,92.72339027595268,61.51960784313726,1610612748,22,19,2022-04-10T23:28:36Z,790000,58.0,16.0,1,right,MISS O. Yurtseven turnaround Hook,[1630209],1610612748.0,MIA,turnaround,,,Yurtseven,O. Yurtseven,,,,,5.98,Missed,,,,,,,,,,,,,,,,,,,
82,PT04M11.00S,2022-04-10T23:24:18.5Z,1,REGULAR,rebound,offensive,[],1629312,,,1610612748,22,19,2022-04-10T23:28:36Z,800000,,,0,,H. Highsmith REBOUND (Off:1 Def:0),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,81.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
83,PT04M10.00S,2022-04-10T23:24:23.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629312,94.40999984741211,50.0,1610612748,22,21,2022-04-10T23:28:41Z,810000,0.0,0.0,1,right,H. Highsmith tip Layup (4 PTS),[1629312],1610612748.0,MIA,tip,,,Highsmith,H. Highsmith,,,,,0.0,Made,,,,,4.0,,,,,,,,,,,,,,
84,PT03M55.00S,2022-04-10T23:24:42.2Z,1,REGULAR,turnover,out-of-bounds,[],1629021,,,1610612753,22,21,2022-04-10T23:24:58Z,820000,,,0,,M. Wagner bad pass out-of-bounds TURNOVER (2 TO),[1629021],1610612753.0,ORL,bad pass,,,Wagner,M. Wagner,,,,,,,,,,,,2.0,,,,,,,,200832.0,,,,,
85,PT03M55.00S,2022-04-10T23:24:50.4Z,1,REGULAR,substitution,out,[],1628964,,,1610612748,22,21,2022-04-10T23:25:06Z,830000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT03M55.00S,2022-04-10T23:24:50.4Z,1,REGULAR,substitution,out,[],1628365,,,1610612748,22,21,2022-04-10T23:25:06Z,840000,,,0,,SUB out: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT03M55.00S,2022-04-10T23:24:50.4Z,1,REGULAR,substitution,out,[],1629312,,,1610612748,22,21,2022-04-10T23:25:06Z,850000,,,0,,SUB out: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT03M55.00S,2022-04-10T23:24:50.4Z,1,REGULAR,substitution,out,[],1629130,,,1610612748,22,21,2022-04-10T23:25:06Z,860000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT03M55.00S,2022-04-10T23:24:50.4Z,1,REGULAR,substitution,in,[],201577,,,1610612748,22,21,2022-04-10T23:25:06Z,870000,,,0,,SUB in: R. Lopez,[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT03M55.00S,2022-04-10T23:24:50.4Z,1,REGULAR,substitution,in,[],1630181,,,1610612748,22,21,2022-04-10T23:25:06Z,880000,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
