actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
15,PT11M03.00S,2022-02-06T23:11:47.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203935,28.728646517739815,76.9607843137255,1610612738,0,0,2022-02-06T23:11:52Z,150000,-135.0,218.0,1,left,MISS M. Smart 25' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,25.59,Missed,,,,,,,,,,,,,,,,,,
16,PT11M00.00S,2022-02-06T23:11:50.4Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612753,0,0,2022-02-06T23:11:50Z,160000,,,0,,M. Bamba REBOUND (Off:0 Def:1),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
17,PT10M44.00S,2022-02-06T23:12:06.3Z,1,REGULAR,2pt,Jump Shot,[],1628976,79.188567674113,42.40196078431372,1610612753,0,0,2022-02-06T23:12:12Z,170000,-38.0,143.0,1,right,MISS W. Carter Jr. 14' Jump Shot,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,14.81,Missed,,,,,,,,,,,,,,,,,,
18,PT10M40.00S,2022-02-06T23:12:10.3Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,0,0,2022-02-06T23:12:12Z,180000,,,0,,A. Horford REBOUND (Off:1 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,17.0,2.0,1.0,1.0,,,,,,,,,,,,,,
19,PT10M29.00S,2022-02-06T23:12:21.0Z,1,REGULAR,3pt,Jump Shot,[],201143,15.719448094612352,2.941176470588235,1610612738,0,0,2022-02-06T23:12:25Z,190000,235.0,95.0,1,left,MISS A. Horford 25' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,25.39,Missed,,,,,,,,,,,,,,,,,,
20,PT10M27.00S,2022-02-06T23:12:23.0Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,0,0,2022-02-06T23:12:25Z,200000,,,0,,F. Wagner REBOUND (Off:0 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,19.0,2.0,2.0,0.0,,,,,,,,,,,,,,
21,PT10M17.00S,2022-02-06T23:12:33.7Z,1,REGULAR,2pt,Jump Shot,[],1630591,76.95466491458606,38.72549019607843,1610612753,0,0,2022-02-06T23:12:39Z,210000,-56.0,164.0,1,right,MISS J. Suggs 17' pullup Shot,[1630591],1610612753.0,ORL,pullup,,,Suggs,J. Suggs,,,,,17.35,Missed,,,,,,,,,,,,,,,,,,
22,PT10M13.00S,2022-02-06T23:12:37.7Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,0,0,2022-02-06T23:12:39Z,220000,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,
23,PT10M05.00S,2022-02-06T23:12:45.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,9.543363994743759,43.872549019607845,1610612738,0,2,2022-02-06T23:12:52Z,230000,31.0,37.0,1,left,J. Brown driving Layup (2 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,4.82,Made,,,,,,,,2.0,,,,,,,,,,
24,PT09M51.00S,2022-02-06T23:13:00.3Z,1,REGULAR,turnover,out-of-bounds,[],1628976,,,1610612753,0,2,2022-02-06T23:13:11Z,240000,,,0,,W. Carter Jr. bad pass out-of-bounds TURNOVER (1 TO),[1628976],1610612753.0,ORL,bad pass,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,1.0,,,,1830.0,,,,,,,,,
27,PT09M32.00S,2022-02-06T23:13:36.0Z,1,REGULAR,foul,personal,['2freethrow'],1628964,,,1610612738,0,2,2022-02-06T23:13:50Z,270000,,,0,,M. Bamba shooting personal FOUL (1 PF) (Williams III 2 FT),"[1628964, 1629057]",1610612753.0,ORL,shooting,,,Bamba,M. Bamba,,,,,,,,,,,,,,,1830.0,1.0,0.0,Williams III,1629057.0,,,,,
29,PT09M32.00S,2022-02-06T23:13:58.5Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629057,,,1610612738,0,3,2022-02-06T23:13:58Z,290000,,,0,,R. Williams III Free Throw 1 of 2 (1 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Made,,,,,,,,1.0,,,,,,,,,,
30,PT09M32.00S,2022-02-06T23:14:15.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629057,,,1610612738,0,4,2022-02-06T23:14:15Z,300000,,,0,,R. Williams III Free Throw 2 of 2 (2 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Made,,,,,,,,2.0,,,,,,,,,,
31,PT09M16.00S,2022-02-06T23:14:32.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630591,81.68528252299606,48.03921568627451,1610612753,0,4,2022-02-06T23:14:38Z,310000,-10.0,120.0,1,right,MISS J. Suggs 12' driving floating Shot,[1630591],1610612753.0,ORL,driving floating,,,Suggs,J. Suggs,,,,,12.01,Missed,,,,,,,,,,,,,,,,,,
32,PT09M13.00S,2022-02-06T23:14:35.3Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,0,4,2022-02-06T23:14:35Z,320000,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,31.0,2.0,2.0,0.0,,,,,,,,,,,,,,
33,PT08M52.00S,2022-02-06T23:14:57.0Z,1,REGULAR,3pt,Jump Shot,[],1627759,31.09395532194481,19.11764705882353,1610612738,0,4,2022-02-06T23:15:04Z,330000,154.0,240.0,1,left,MISS J. Brown 28' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,28.52,Missed,,,,,,,,,,,,,,,,,,
34,PT08M50.00S,2022-02-06T23:14:59.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612753,0,4,2022-02-06T23:15:04Z,340000,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,
35,PT08M50.00S,2022-02-06T23:15:02.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,0,4,2022-02-06T23:15:02Z,350000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PT08M43.00S,2022-02-06T23:15:21.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630175,92.19776609724047,51.225490196078425,1610612753,0,4,2022-02-06T23:15:31Z,360000,6.0,21.0,1,right,MISS C. Anthony driving Layup,[1630175],1610612753.0,ORL,driving,,,Anthony,C. Anthony,,,,,2.17,Missed,,,,,,,,,,,,,,,,,,
37,PT08M40.00S,2022-02-06T23:15:24.2Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,0,4,2022-02-06T23:15:31Z,370000,,,0,,A. Horford REBOUND (Off:1 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,36.0,3.0,2.0,1.0,,,,,,,,,,,,,,
38,PT08M39.00S,2022-02-06T23:15:25.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,7.703679369250986,48.28431372549019,1610612738,0,6,2022-02-06T23:15:34Z,380000,9.0,20.0,1,left,J. Brown running Layup (4 PTS) (J. Tatum 1 AST),"[1627759, 1628369]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,2.17,Made,,,,,,,,4.0,,,,,,J. Tatum,1628369.0,1.0,,
40,PT08M30.00S,2022-02-06T23:15:33.9Z,1,REGULAR,turnover,bad pass,[],1630591,,,1610612753,0,6,2022-02-06T23:15:38Z,400000,,,0,,J. Suggs bad pass TURNOVER (1 TO),"[1630591, 1627759]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,1.0,Brown,1627759.0,,,,,,,,,,,
41,PT08M30.00S,2022-02-06T23:15:33.9Z,1,REGULAR,steal,,[],1627759,,,1610612738,0,6,2022-02-06T23:15:36Z,410000,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
42,PT08M24.00S,2022-02-06T23:15:40.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201143,5.995400788436268,54.166666666666664,1610612738,0,6,2022-02-06T23:15:46Z,420000,-21.0,4.0,1,left,MISS A. Horford alley-oop Layup,[201143],1610612738.0,BOS,alley-oop,,,Horford,A. Horford,,,,,2.12,Missed,,,,,,,,,,,,,,,,,,
43,PT08M21.00S,2022-02-06T23:15:43.0Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612753,0,6,2022-02-06T23:15:43Z,430000,,,0,,M. Bamba REBOUND (Off:0 Def:2),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,42.0,2.0,2.0,0.0,,,,,,,,,,,,,,
44,PT08M02.00S,2022-02-06T23:16:04.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630591,92.19776609724047,47.794117647058826,1610612753,2,6,2022-02-06T23:16:33Z,440000,-11.0,21.0,1,right,J. Suggs driving floating bank Jump Shot (2 PTS) (C. Anthony 1 AST),"[1630591, 1630175]",1610612753.0,ORL,driving floating bank,,,Suggs,J. Suggs,,,,,2.35,Made,,,,,,,,2.0,,,,,,C. Anthony,1630175.0,1.0,,
45,PT08M02.00S,2022-02-06T23:16:11.4Z,1,REGULAR,foul,personal,['1freethrow'],1627759,,,1610612753,2,6,2022-02-06T23:16:29Z,450000,,,0,,J. Brown shooting personal FOUL (1 PF) (Suggs 1 FT),"[1627759, 1630591]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,,,,,1830.0,1.0,0.0,Suggs,1630591.0,,,,,
48,PT08M02.00S,2022-02-06T23:16:36.1Z,1,REGULAR,freethrow,1 of 1,[],1630591,,,1610612753,3,6,2022-02-06T23:16:36Z,470000,,,0,,J. Suggs Free Throw 1 of 1 (3 PTS),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,Made,,,,,,,,3.0,,,,,,,,,,
49,PT07M46.00S,2022-02-06T23:16:53.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,6.915243101182654,52.20588235294118,1610612738,3,8,2022-02-06T23:17:00Z,480000,-11.0,13.0,1,left,R. Williams III alley-oop DUNK (4 PTS) (J. Tatum 2 AST),"[1629057, 1628369]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,1.67,Made,,,,,,,,4.0,,,,,,J. Tatum,1628369.0,2.0,,
51,PT07M31.00S,2022-02-06T23:17:08.7Z,1,REGULAR,3pt,Jump Shot,[],1630532,67.49342969776609,64.4607843137255,1610612753,3,8,2022-02-06T23:17:14Z,500000,72.0,253.0,1,right,MISS F. Wagner 26' 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,26.32,Missed,,,,,,,,,,,,,,,,,,
52,PT07M28.00S,2022-02-06T23:17:11.7Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,3,8,2022-02-06T23:17:14Z,510000,,,0,,R. Williams III REBOUND (Off:0 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,51.0,1.0,1.0,0.0,,,,,,,,,,,,,,
53,PT07M11.00S,2022-02-06T23:17:29.3Z,1,REGULAR,3pt,Jump Shot,[],201143,21.632720105124836,8.823529411764707,1610612738,3,8,2022-02-06T23:17:33Z,520000,206.0,151.0,1,left,MISS A. Horford 25' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,25.52,Missed,,,,,,,,,,,,,,,,,,
54,PT07M08.00S,2022-02-06T23:17:32.3Z,1,REGULAR,rebound,defensive,[],1630591,,,1610612753,3,8,2022-02-06T23:17:33Z,530000,,,0,,J. Suggs REBOUND (Off:0 Def:1),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,53.0,1.0,1.0,0.0,,,,,,,,,,,,,,
55,PT07M05.00S,2022-02-06T23:17:38.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630591,93.64323258869908,48.03921568627451,1610612753,3,8,2022-02-06T23:19:06Z,540000,-10.0,7.0,1,right,MISS J. Suggs running Layup,[1630591],1610612753.0,ORL,running,,,Suggs,J. Suggs,,,,,1.22,Missed,,,,,,,,,,,,,,,,,,
56,PT07M04.00S,2022-02-06T23:17:39.1Z,1,REGULAR,rebound,offensive,[],1628964,,,1610612753,3,8,2022-02-06T23:19:06Z,550000,,,0,,M. Bamba REBOUND (Off:1 Def:2),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,55.0,3.0,2.0,1.0,,,,,,,,,,,,,,
57,PT07M03.00S,2022-02-06T23:17:45.0Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1628964,94.40999984741211,50.0,1610612753,5,8,2022-02-06T23:19:19Z,560000,0.0,0.0,1,right,M. Bamba tip DUNK (2 PTS),[1628964],1610612753.0,ORL,tip,,,Bamba,M. Bamba,,,,,0.0,Made,,,,,,,,2.0,,,,,,,,,,
58,PT06M48.00S,2022-02-06T23:17:53.4Z,1,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,5,8,2022-02-06T23:18:05Z,570000,,,0,,J. Tatum bad pass out-of-bounds TURNOVER (1 TO),[1628369],1610612738.0,BOS,bad pass,,,Tatum,J. Tatum,,,,,,,,,,,1.0,,,,202007.0,,,,,,,,,
59,PT06M48.00S,2022-02-06T23:18:27.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,5,8,2022-02-06T23:18:40Z,580000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M48.00S,2022-02-06T23:18:47.5Z,1,REGULAR,substitution,out,[],1630591,,,1610612753,5,8,2022-02-06T23:20:47Z,590000,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M48.00S,2022-02-06T23:18:47.5Z,1,REGULAR,substitution,in,[],203914,,,1610612753,5,8,2022-02-06T23:20:47Z,600000,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M29.00S,2022-02-06T23:21:15.0Z,1,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612753,5,8,2022-02-06T23:21:30Z,610000,,,0,,R. Williams III shooting personal FOUL (1 PF) (Bamba 2 FT),"[1629057, 1628964]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,,,,,202007.0,1.0,0.0,Bamba,1628964.0,,,,,
64,PT06M29.00S,2022-02-06T23:21:35.3Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628964,,,1610612753,6,8,2022-02-06T23:21:35Z,630000,,,0,,M. Bamba Free Throw 1 of 2 (3 PTS),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,Made,,,,,,,,3.0,,,,,,,,,,
65,PT06M29.00S,2022-02-06T23:21:47.6Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628964,,,1610612753,7,8,2022-02-06T23:21:47Z,640000,,,0,,M. Bamba Free Throw 2 of 2 (4 PTS),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,Made,,,,,,,,4.0,,,,,,,,,,
66,PT06M10.00S,2022-02-06T23:22:09.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,4.681340341655716,50.73529411764706,1610612738,7,10,2022-02-06T23:22:15Z,650000,-4.0,-8.0,1,left,R. Williams III alley-oop DUNK (6 PTS) (J. Brown 1 AST),"[1629057, 1627759]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,0.93,Made,,,,,,,,6.0,,,,,,J. Brown,1627759.0,1.0,,
68,PT05M44.00S,2022-02-06T23:22:34.7Z,1,REGULAR,2pt,Jump Shot,[],1628964,77.21747700394218,34.55882352941176,1610612753,7,10,2022-02-06T23:22:40Z,670000,-77.0,162.0,1,right,MISS M. Bamba 17' pullup Shot,[1628964],1610612753.0,ORL,pullup,,,Bamba,M. Bamba,,,,,17.92,Missed,,,,,,,,,,,,,,,,,,
69,PT05M40.00S,2022-02-06T23:22:38.7Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,7,10,2022-02-06T23:22:40Z,680000,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,68.0,2.0,2.0,0.0,,,,,,,,,,,,,,
70,PT05M36.00S,2022-02-06T23:22:42.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,30.962549277266753,69.11764705882352,1610612738,7,13,2022-02-06T23:23:05Z,690000,-96.0,239.0,1,left,J. Brown 25' 3PT running pullup (7 PTS),[1627759],1610612738.0,BOS,running pullup,,,Brown,J. Brown,,,,,25.69,Made,,,,,,,,7.0,,,,,,,,,,
106,PT05M22.00S,2022-02-06T23:22:51.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,90.5880420499343,51.71568627450981,1610612753,7,13,2022-02-06T23:26:21Z,695000,9.0,36.0,1,right,MISS F. Wagner driving Layup - blocked,"[1630532, 201143]",1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,3.7,Missed,,,,,,,,,,,,,,,,,Horford,201143.0
107,PT05M22.00S,2022-02-06T23:22:51.1Z,1,REGULAR,block,,[],201143,,,1610612753,7,13,2022-02-06T23:26:21Z,697500,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
108,PT05M21.00S,2022-02-06T23:22:52.1Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,7,13,2022-02-06T23:26:21Z,698750,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,106.0,3.0,3.0,0.0,,,,,,,,,,,,,,
73,PT05M17.00S,2022-02-06T23:23:05.5Z,1,REGULAR,foul,personal,[],1630175,,,1610612738,7,13,2022-02-06T23:37:41Z,720000,,,0,,C. Anthony take personal FOUL (1 PF),"[1630175, 1627759]",1610612753.0,ORL,take,,,Anthony,C. Anthony,,,,,,,,,,,,,,,202007.0,1.0,0.0,Brown,1627759.0,,,,,
75,PT05M17.00S,2022-02-06T23:23:20.9Z,1,REGULAR,substitution,out,[],1628964,,,1610612738,7,13,2022-02-06T23:23:32Z,740000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M17.00S,2022-02-06T23:23:20.9Z,1,REGULAR,substitution,out,[],1628369,,,1610612738,7,13,2022-02-06T23:23:32Z,750000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M17.00S,2022-02-06T23:23:20.9Z,1,REGULAR,substitution,out,[],201143,,,1610612738,7,13,2022-02-06T23:23:32Z,760000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M17.00S,2022-02-06T23:23:20.9Z,1,REGULAR,substitution,in,[],1629643,,,1610612738,7,13,2022-02-06T23:23:32Z,770000,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M17.00S,2022-02-06T23:23:20.9Z,1,REGULAR,substitution,in,[],1629684,,,1610612738,7,13,2022-02-06T23:23:32Z,780000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M17.00S,2022-02-06T23:23:20.9Z,1,REGULAR,substitution,in,[],1626196,,,1610612738,7,13,2022-02-06T23:23:32Z,790000,,,0,,SUB in: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M07.00S,2022-02-06T23:23:38.8Z,1,REGULAR,3pt,Jump Shot,[],1626196,22.421156373193167,7.598039215686274,1610612738,7,13,2022-02-06T23:26:25Z,800000,212.0,158.0,1,left,MISS J. Richardson 26' 3PT,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,26.46,Missed,,,,,,,,,,,,,,,,,,
82,PT05M04.00S,2022-02-06T23:23:41.8Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,7,13,2022-02-06T23:23:43Z,810000,,,0,,W. Carter Jr. REBOUND (Off:0 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,81.0,1.0,1.0,0.0,,,,,,,,,,,,,,
83,PT04M55.00S,2022-02-06T23:23:50.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628976,82.9993429697766,43.13725490196079,1610612753,7,13,2022-02-06T23:23:54Z,820000,-34.0,107.0,1,right,MISS W. Carter Jr. 11' driving floating Shot,[1628976],1610612753.0,ORL,driving floating,,,Carter Jr.,W. Carter Jr.,,,,,11.26,Missed,,,,,,,,,,,,,,,,,,
84,PT04M53.00S,2022-02-06T23:23:52.8Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,7,13,2022-02-06T23:23:52Z,830000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,83.0,1.0,1.0,0.0,,,,,,,,,,,,,,
85,PT04M38.00S,2022-02-06T23:24:08.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629684,7.046649145860711,48.28431372549019,1610612738,7,15,2022-02-06T23:24:14Z,840000,9.0,14.0,1,left,G. Williams cutting Layup (2 PTS) (J. Brown 2 AST),"[1629684, 1627759]",1610612738.0,BOS,cutting,,,Williams,G. Williams,,,,,1.62,Made,,,,,,,,2.0,,,,,,J. Brown,1627759.0,2.0,,
87,PT04M25.00S,2022-02-06T23:24:20.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203914,93.38042049934296,49.754901960784316,1610612753,9,15,2022-02-06T23:24:25Z,860000,-1.0,10.0,1,right,G. Harris cutting Layup (2 PTS) (W. Carter Jr. 1 AST),"[203914, 1628976]",1610612753.0,ORL,cutting,,,Harris,G. Harris,,,,,0.98,Made,,,,,,,,2.0,,,,,,W. Carter Jr.,1628976.0,1.0,,
