actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,descriptor,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value
182,PT11M33.00S,2022-04-03T22:41:25.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,20,31,2022-04-03T22:41:25Z,1740000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT11M25.00S,2022-04-03T22:41:45.3Z,2,REGULAR,3pt,Jump Shot,[],1629021,30.699737187910642,29.166666666666668,1610612753,23,31,2022-04-03T22:41:50Z,1750000,104.0,236.0,1,left,M. Wagner 25' 3PT  (6 PTS) (M. Fultz 3 AST),"[1629021, 1628365]",1610612753.0,ORL,,Wagner,M. Wagner,,25.81,Made,,,,,6.0,,,,,,,M. Fultz,1628365.0,3.0,,,,
185,PT11M10.00S,2022-04-03T22:42:01.0Z,2,REGULAR,3pt,Jump Shot,[],1629656,77.34888304862024,8.088235294117647,1610612752,23,31,2022-04-03T22:42:24Z,1770000,-210.0,160.0,1,right,MISS Q. Grimes 26' 3PT,[1629656],1610612752.0,NYK,,Grimes,Q. Grimes,,26.39,Missed,,,,,,,,,,,,,,,,,,
186,PT11M10.00S,2022-04-03T22:42:01.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612753,23,31,2022-04-03T22:42:24Z,1780000,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,185.0,,,,,,,,,,,,,,,,,
187,PT11M10.00S,2022-04-03T22:42:10.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,23,31,2022-04-03T22:42:10Z,1790000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT11M02.00S,2022-04-03T22:42:20.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628365,8.492115637319317,46.32352941176471,1610612753,25,31,2022-04-03T22:42:29Z,1800000,18.0,27.0,1,left,M. Fultz driving Layup (4 PTS),[1628365],1610612753.0,ORL,,Fultz,M. Fultz,driving,3.29,Made,,,,,4.0,,,,,,,,,,,,,
189,PT11M02.00S,2022-04-03T22:42:26.0Z,2,REGULAR,foul,personal,['1freethrow'],1630193,,,1610612753,25,31,2022-04-03T22:42:40Z,1810000,,,0,,I. Quickley shooting personal FOUL (1 PF) (Fultz 1 FT),"[1630193, 1628365]",1610612752.0,NYK,1626300.0,Quickley,I. Quickley,shooting,,,,,,,,1.0,0.0,Fultz,1628365.0,,,,,,,,,
191,PT11M02.00S,2022-04-03T22:42:41.7Z,2,REGULAR,freethrow,1 of 1,[],1628365,,,1610612753,26,31,2022-04-03T22:42:41Z,1830000,,,0,,M. Fultz Free Throw 1 of 1 (5 PTS),[1628365],1610612753.0,ORL,,Fultz,M. Fultz,,,Made,,,,,5.0,,,,,,,,,,,,,
193,PT10M44.00S,2022-04-03T22:42:58.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,90.62089356110381,43.872549019607845,1610612752,26,33,2022-04-03T22:43:05Z,1840000,-31.0,36.0,1,right,R. Barrett driving Layup (8 PTS),[1629628],1610612752.0,NYK,,Barrett,R. Barrett,driving,4.7,Made,,,,,8.0,,,,,,,,,,,,,
194,PT10M33.00S,2022-04-03T22:43:12.7Z,2,REGULAR,foul,personal,['2freethrow'],1629011,,,1610612753,26,33,2022-04-03T22:43:22Z,1850000,,,0,,M. Robinson shooting personal FOUL (1 PF) (Brazdeikis 2 FT),"[1629011, 1629649]",1610612752.0,NYK,202007.0,Robinson,M. Robinson,shooting,,,,,,,,1.0,0.0,Brazdeikis,1629649.0,,,,,,,,,
196,PT10M33.00S,2022-04-03T22:43:38.2Z,2,REGULAR,freethrow,1 of 2,[],1629649,,,1610612753,26,33,2022-04-03T22:44:01Z,1870000,,,0,,MISS I. Brazdeikis Free Throw 1 of 2,[1629649],1610612753.0,ORL,,Brazdeikis,I. Brazdeikis,,,Missed,,,,,,,,,,,,,,,,,,
197,PT10M33.00S,2022-04-03T22:43:38.2Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612753,26,33,2022-04-03T22:44:01Z,1880000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,196.0,,,,,,,,,,,,,,,,,
198,PT10M33.00S,2022-04-03T22:43:39.2Z,2,REGULAR,substitution,out,[],1629656,,,1610612753,26,33,2022-04-03T22:43:45Z,1890000,,,0,,SUB out: Q. Grimes,[1629656],1610612752.0,NYK,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,
199,PT10M33.00S,2022-04-03T22:43:39.2Z,2,REGULAR,substitution,in,[],1630540,,,1610612753,26,33,2022-04-03T22:43:45Z,1900000,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,
200,PT10M33.00S,2022-04-03T22:43:38.2Z,2,REGULAR,freethrow,2 of 2,[],1629649,,,1610612753,26,33,2022-04-03T22:44:01Z,1910000,,,0,,MISS I. Brazdeikis Free Throw 2 of 2,[1629649],1610612753.0,ORL,,Brazdeikis,I. Brazdeikis,,,Missed,,,,,,,,,,,,,,,,,,
201,PT10M28.00S,2022-04-03T22:43:43.2Z,2,REGULAR,rebound,offensive,[],1629021,,,1610612753,26,33,2022-04-03T22:44:01Z,1920000,,,0,,M. Wagner REBOUND (Off:1 Def:0),[1629021],1610612753.0,ORL,,Wagner,M. Wagner,,,,200.0,1.0,0.0,1.0,,,,,,,,,,,,,,
202,PT10M26.00S,2022-04-03T22:44:01.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203082,21.632720105124836,87.5,1610612753,29,33,2022-04-03T22:49:58Z,1930000,-188.0,151.0,1,left,T. Ross 24' 3PT step back (7 PTS) (I. Brazdeikis 1 AST),"[203082, 1629649]",1610612753.0,ORL,,Ross,T. Ross,step back,24.06,Made,,,,,7.0,,,,,,,I. Brazdeikis,1629649.0,1.0,,,,
204,PT10M05.00S,2022-04-03T22:44:22.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,83.52496714848883,50.49019607843137,1610612752,29,35,2022-04-03T22:44:26Z,1950000,2.0,102.0,1,right,I. Quickley 10' driving floating Jump Shot (8 PTS),[1630193],1610612752.0,NYK,,Quickley,I. Quickley,driving floating,10.24,Made,,,,,8.0,,,,,,,,,,,,,
205,PT09M53.00S,2022-04-03T22:44:34.0Z,2,REGULAR,3pt,Jump Shot,[],203082,33.459264126149804,53.431372549019606,1610612753,29,35,2022-04-03T22:44:39Z,1960000,-17.0,262.0,1,left,MISS T. Ross 26' 3PT,[203082],1610612753.0,ORL,,Ross,T. Ross,,26.26,Missed,,,,,,,,,,,,,,,,,,
207,PT09M49.00S,2022-04-03T22:44:38.0Z,2,REGULAR,rebound,defensive,[],1629011,,,1610612752,29,35,2022-04-03T22:44:39Z,1970000,,,0,,M. Robinson REBOUND (Off:2 Def:4),[1629011],1610612752.0,NYK,,Robinson,M. Robinson,,,,205.0,6.0,4.0,2.0,,,,,,,,,,,,,,
208,PT09M44.00S,2022-04-03T22:44:46.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,29,35,2022-04-03T22:44:46Z,1980000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT09M37.00S,2022-04-03T22:45:11.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,91.5407358738502,55.14705882352941,1610612752,29,35,2022-04-03T22:45:18Z,1990000,26.0,27.0,1,right,MISS R. Barrett driving Layup,[1629628],1610612752.0,NYK,,Barrett,R. Barrett,driving,3.73,Missed,,,,,,,,,,,,,,,,,,
210,PT09M33.00S,2022-04-03T22:45:15.8Z,2,REGULAR,rebound,defensive,[],203082,,,1610612753,29,35,2022-04-03T22:45:18Z,2000000,,,0,,T. Ross REBOUND (Off:0 Def:2),[203082],1610612753.0,ORL,,Ross,T. Ross,,,,209.0,2.0,2.0,0.0,,,,,,,,,,,,,,
211,PT09M24.00S,2022-04-03T22:45:24.2Z,2,REGULAR,3pt,Jump Shot,[],1629649,4.812746386333772,94.11764705882352,1610612753,29,35,2022-04-03T22:45:30Z,2010000,-221.0,-7.0,1,left,MISS I. Brazdeikis 3PT,[1629649],1610612753.0,ORL,,Brazdeikis,I. Brazdeikis,,22.07,Missed,,,,,,,,,,,,,,,,,,
212,PT09M19.00S,2022-04-03T22:45:29.2Z,2,REGULAR,rebound,defensive,[],1630193,,,1610612752,29,35,2022-04-03T22:45:30Z,2020000,,,0,,I. Quickley REBOUND (Off:0 Def:2),[1630193],1610612752.0,NYK,,Quickley,I. Quickley,,,,211.0,2.0,2.0,0.0,,,,,,,,,,,,,,
213,PT09M07.00S,2022-04-03T22:45:42.0Z,2,REGULAR,3pt,Jump Shot,[],201959,87.99277266754271,95.09803921568627,1610612752,29,35,2022-04-03T22:45:47Z,2030000,225.0,60.0,1,right,MISS T. Gibson 3PT,[201959],1610612752.0,NYK,,Gibson,T. Gibson,,23.34,Missed,,,,,,,,,,,,,,,,,,
214,PT09M02.00S,2022-04-03T22:45:46.1Z,2,REGULAR,rebound,defensive,[],1629649,,,1610612753,29,35,2022-04-03T22:45:46Z,2040000,,,0,,I. Brazdeikis REBOUND (Off:0 Def:2),[1629649],1610612753.0,ORL,,Brazdeikis,I. Brazdeikis,,,,213.0,2.0,2.0,0.0,,,,,,,,,,,,,,
215,PT08M52.00S,2022-04-03T22:45:56.4Z,2,REGULAR,3pt,Jump Shot,[],1629021,25.04927726675427,82.84313725490196,1610612753,29,35,2022-04-03T22:46:01Z,2050000,-164.0,183.0,1,left,MISS M. Wagner 24' 3PT,[1629021],1610612753.0,ORL,,Wagner,M. Wagner,,24.59,Missed,,,,,,,,,,,,,,,,,,
216,PT08M49.00S,2022-04-03T22:45:59.4Z,2,REGULAR,rebound,defensive,[],1630193,,,1610612752,29,35,2022-04-03T22:46:01Z,2060000,,,0,,I. Quickley REBOUND (Off:0 Def:3),[1630193],1610612752.0,NYK,,Quickley,I. Quickley,,,,215.0,3.0,3.0,0.0,,,,,,,,,,,,,,
217,PT08M44.00S,2022-04-03T22:46:05.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201959,91.67214191852825,38.23529411764706,1610612752,29,37,2022-04-03T22:52:37Z,2070000,-59.0,26.0,1,right,T. Gibson 6' turnaround bank Hook (4 PTS) (I. Quickley 2 AST),"[201959, 1630193]",1610612752.0,NYK,,Gibson,T. Gibson,turnaround bank,6.42,Made,,,,,4.0,,,,,,,I. Quickley,1630193.0,2.0,,,,
219,PT08M25.00S,2022-04-03T22:46:24.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628365,15.719448094612352,46.32352941176471,1610612753,29,37,2022-04-03T22:46:30Z,2090000,18.0,95.0,1,left,MISS M. Fultz 9' pullup Shot,[1628365],1610612753.0,ORL,,Fultz,M. Fultz,pullup,9.71,Missed,,,,,,,,,,,,,,,,,,
220,PT08M25.00S,2022-04-03T22:46:24.1Z,2,REGULAR,rebound,defensive,[],1630193,,,1610612752,29,37,2022-04-03T22:46:30Z,2100000,,,0,,I. Quickley REBOUND (Off:0 Def:4),[1630193],1610612752.0,NYK,,Quickley,I. Quickley,,,,219.0,4.0,4.0,0.0,,,,,,,,,,,,,,
221,PT08M20.00S,2022-04-03T22:46:33.7Z,2,REGULAR,foul,personal,['2freethrow'],1629021,,,1610612752,29,37,2022-04-03T22:46:50Z,2110000,,,0,,M. Wagner shooting personal FOUL (1 PF) (Barrett 2 FT),"[1629021, 1629628]",1610612753.0,ORL,202007.0,Wagner,M. Wagner,shooting,,,,,,,,1.0,0.0,Barrett,1629628.0,,,,,,,,,
223,PT08M20.00S,2022-04-03T22:46:56.1Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1629628,,,1610612752,29,38,2022-04-03T22:46:56Z,2130000,,,0,,R. Barrett Free Throw 1 of 2 (9 PTS),[1629628],1610612752.0,NYK,,Barrett,R. Barrett,,,Made,,,,,9.0,,,,,,,,,,,,,
224,PT08M20.00S,2022-04-03T22:47:09.0Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1629628,,,1610612752,29,39,2022-04-03T22:47:09Z,2140000,,,0,,R. Barrett Free Throw 2 of 2 (10 PTS),[1629628],1610612752.0,NYK,,Barrett,R. Barrett,,,Made,,,,,10.0,,,,,,,,,,,,,
225,PT07M59.00S,2022-04-03T22:47:30.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201577,10.33180026281209,55.63725490196079,1610612753,29,39,2022-04-03T22:47:57Z,2150000,-28.0,45.0,1,left,MISS R. Lopez turnaround Hook - blocked,"[201577, 1629011]",1610612753.0,ORL,,Lopez,R. Lopez,turnaround,5.28,Missed,,,,,,,,,,Robinson,1629011.0,,,,,,,
226,PT07M59.00S,2022-04-03T22:47:30.8Z,2,REGULAR,block,,[],1629011,,,1610612753,29,39,2022-04-03T22:47:33Z,2160000,,,0,,M. Robinson BLOCK (2 BLK),[1629011],1610612752.0,NYK,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,
227,PT07M59.00S,2022-04-03T22:47:30.8Z,2,REGULAR,rebound,defensive,[],201959,,,1610612752,29,39,2022-04-03T22:48:10Z,2170000,,,0,,T. Gibson REBOUND (Off:0 Def:1),[201959],1610612752.0,NYK,,Gibson,T. Gibson,,,,225.0,1.0,1.0,0.0,,,,,,,,,,,,,,
228,PT07M44.00S,2022-04-03T22:47:44.5Z,2,REGULAR,3pt,Jump Shot,[],201959,88.38699080157687,2.450980392156863,1610612752,29,39,2022-04-03T22:47:49Z,2180000,-238.0,57.0,1,right,MISS T. Gibson 24' 3PT,[201959],1610612752.0,NYK,,Gibson,T. Gibson,,24.44,Missed,,,,,,,,,,,,,,,,,,
229,PT07M41.00S,2022-04-03T22:47:47.5Z,2,REGULAR,rebound,defensive,[],1629021,,,1610612753,29,39,2022-04-03T22:47:49Z,2190000,,,0,,M. Wagner REBOUND (Off:1 Def:1),[1629021],1610612753.0,ORL,,Wagner,M. Wagner,,,,228.0,2.0,1.0,1.0,,,,,,,,,,,,,,
230,PT07M35.00S,2022-04-03T22:47:57.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,5.601182654402102,53.92156862745098,1610612753,31,39,2022-04-03T22:48:16Z,2200000,-20.0,0.0,1,left,M. Wagner Layup (8 PTS) (I. Brazdeikis 2 AST),"[1629021, 1629649]",1610612753.0,ORL,,Wagner,M. Wagner,,1.96,Made,,,,,8.0,,,,,,,I. Brazdeikis,1629649.0,2.0,,,,
232,PT07M35.00S,2022-04-03T22:48:05.7Z,2,REGULAR,foul,personal,['1freethrow'],1630540,,,1610612753,31,39,2022-04-03T22:48:20Z,2220000,,,0,,M. McBride shooting personal FOUL (1 PF) (Wagner 1 FT),"[1630540, 1629021]",1610612752.0,NYK,202007.0,McBride,M. McBride,shooting,,,,,,,,1.0,0.0,Wagner,1629021.0,,,,,,,,,
234,PT07M35.00S,2022-04-03T22:48:23.4Z,2,REGULAR,freethrow,1 of 1,[],1629021,,,1610612753,32,39,2022-04-03T22:48:23Z,2240000,,,0,,M. Wagner Free Throw 1 of 1 (9 PTS),[1629021],1610612753.0,ORL,,Wagner,M. Wagner,,,Made,,,,,9.0,,,,,,,,,,,,,
235,PT07M22.00S,2022-04-03T22:48:37.0Z,2,REGULAR,2pt,Jump Shot,[],201959,76.69185282522996,64.70588235294117,1610612752,32,39,2022-04-03T22:48:41Z,2250000,74.0,167.0,1,right,MISS T. Gibson 18' Jump Shot,[201959],1610612752.0,NYK,,Gibson,T. Gibson,,18.21,Missed,,,,,,,,,,,,,,,,,,
236,PT07M19.00S,2022-04-03T22:48:40.0Z,2,REGULAR,rebound,defensive,[],1629649,,,1610612753,32,39,2022-04-03T22:48:41Z,2260000,,,0,,I. Brazdeikis REBOUND (Off:0 Def:3),[1629649],1610612753.0,ORL,,Brazdeikis,I. Brazdeikis,,,,235.0,3.0,3.0,0.0,,,,,,,,,,,,,,
237,PT07M04.00S,2022-04-03T22:48:54.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201577,9.017739816031538,45.34313725490196,1610612753,34,39,2022-04-03T22:48:59Z,2270000,23.0,32.0,1,left,R. Lopez Hook (2 PTS),[201577],1610612753.0,ORL,,Lopez,R. Lopez,,3.98,Made,,,,,2.0,,,,,,,,,,,,,
238,PT06M46.00S,2022-04-03T22:49:12.3Z,2,REGULAR,3pt,Jump Shot,[],1630193,66.83639947437582,38.970588235294116,1610612752,34,39,2022-04-03T22:49:17Z,2280000,-55.0,259.0,1,right,MISS I. Quickley 26' pullup 3PT,[1630193],1610612752.0,NYK,,Quickley,I. Quickley,pullup,26.5,Missed,,,,,,,,,,,,,,,,,,
239,PT06M43.00S,2022-04-03T22:49:15.3Z,2,REGULAR,rebound,offensive,[],1629011,,,1610612752,34,39,2022-04-03T22:49:17Z,2290000,,,0,,M. Robinson REBOUND (Off:3 Def:4),[1629011],1610612752.0,NYK,,Robinson,M. Robinson,,,,238.0,7.0,4.0,3.0,,,,,,,,,,,,,,
240,PT06M40.00S,2022-04-03T22:49:18.7Z,2,REGULAR,turnover,bad pass,[],1629011,,,1610612752,34,39,2022-04-03T22:49:24Z,2300000,,,0,,M. Robinson bad pass TURNOVER (1 TO),"[1629011, 201577]",1610612752.0,NYK,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,1.0,Lopez,201577.0,
241,PT06M40.00S,2022-04-03T22:49:18.7Z,2,REGULAR,steal,,[],201577,,,1610612753,34,39,2022-04-03T22:50:56Z,2310000,,,0,,R. Lopez STEAL (1 STL),[201577],1610612753.0,ORL,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,
242,PT06M34.00S,2022-04-03T22:49:24.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629649,21.369908015768726,49.01960784313725,1610612753,34,39,2022-04-03T22:55:36Z,2320000,5.0,148.0,1,left,MISS I. Brazdeikis 14' pullup Shot - blocked,"[1629649, 1629011]",1610612753.0,ORL,,Brazdeikis,I. Brazdeikis,pullup,14.85,Missed,,,,,,,,,,Robinson,1629011.0,,,,,,,
243,PT06M34.00S,2022-04-03T22:49:24.9Z,2,REGULAR,block,,[],1629011,,,1610612753,34,39,2022-04-03T22:49:27Z,2330000,,,0,,M. Robinson BLOCK (3 BLK),[1629011],1610612752.0,NYK,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,
244,PT06M31.00S,2022-04-03T22:49:27.9Z,2,REGULAR,rebound,defensive,[],1629011,,,1610612752,34,39,2022-04-03T22:49:31Z,2340000,,,0,,M. Robinson REBOUND (Off:3 Def:5),[1629011],1610612752.0,NYK,,Robinson,M. Robinson,,,,242.0,8.0,5.0,3.0,,,,,,,,,,,,,,
245,PT06M21.00S,2022-04-03T22:49:37.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,93.51182654402102,46.32352941176471,1610612752,34,39,2022-04-03T22:52:01Z,2350000,-18.0,8.0,1,right,MISS R. Barrett driving reverse Layup,[1629628],1610612752.0,NYK,,Barrett,R. Barrett,driving reverse,2.03,Missed,,,,,,,,,,,,,,,,,,
246,PT06M21.00S,2022-04-03T22:49:37.4Z,2,REGULAR,rebound,offensive,[],201959,,,1610612752,34,39,2022-04-03T22:49:43Z,2360000,,,0,,T. Gibson REBOUND (Off:1 Def:1),[201959],1610612752.0,NYK,,Gibson,T. Gibson,,,,245.0,2.0,1.0,1.0,,,,,,,,,,,,,,
247,PT06M17.00S,2022-04-03T22:49:42.0Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201959,94.40999984741211,50.0,1610612752,34,39,2022-04-03T22:52:11Z,2370000,0.0,0.0,1,right,MISS T. Gibson putback Layup,[201959],1610612752.0,NYK,,Gibson,T. Gibson,putback,0.0,Missed,,,,,,,,,,,,,,,,,,
248,PT06M16.00S,2022-04-03T22:49:43.0Z,2,REGULAR,rebound,offensive,[],201959,,,1610612752,34,39,2022-04-03T22:52:11Z,2380000,,,0,,T. Gibson REBOUND (Off:2 Def:1),[201959],1610612752.0,NYK,,Gibson,T. Gibson,,,,247.0,3.0,1.0,2.0,,,,,,,,,,,,,,
249,PT06M15.00S,2022-04-03T22:49:43.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201959,93.77463863337714,51.9607843137255,1610612752,34,39,2022-04-03T22:53:05Z,2390000,10.0,6.0,1,right,MISS T. Gibson putback Layup,[201959],1610612752.0,NYK,,Gibson,T. Gibson,putback,1.15,Missed,,,,,,,,,,,,,,,,,,
250,PT06M13.00S,2022-04-03T22:49:45.2Z,2,REGULAR,rebound,defensive,[],1628365,,,1610612753,34,39,2022-04-03T22:49:51Z,2400000,,,0,,M. Fultz REBOUND (Off:0 Def:2),[1628365],1610612753.0,ORL,,Fultz,M. Fultz,,,,249.0,2.0,2.0,0.0,,,,,,,,,,,,,,
251,PT06M10.00S,2022-04-03T22:49:49.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629021,7.440867279894875,52.69607843137255,1610612753,36,39,2022-04-03T22:49:59Z,2410000,-13.0,17.0,1,left,M. Wagner running Layup (11 PTS) (M. Fultz 4 AST),"[1629021, 1628365]",1610612753.0,ORL,,Wagner,M. Wagner,running,2.2,Made,,,,,11.0,,,,,,,M. Fultz,1628365.0,4.0,,,,
253,PT06M02.00S,2022-04-03T22:50:03.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,36,39,2022-04-03T22:50:03Z,2430000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M02.00S,2022-04-03T22:52:18.2Z,2,REGULAR,substitution,out,[],1628365,,,1610612752,36,39,2022-04-03T22:52:50Z,2440000,,,0,,SUB out: M. Fultz,[1628365],1610612753.0,ORL,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,
255,PT06M02.00S,2022-04-03T22:52:18.2Z,2,REGULAR,substitution,out,[],1629011,,,1610612752,36,39,2022-04-03T22:52:50Z,2450000,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,
256,PT06M02.00S,2022-04-03T22:52:18.2Z,2,REGULAR,substitution,out,[],201959,,,1610612752,36,39,2022-04-03T22:52:50Z,2460000,,,0,,SUB out: T. Gibson,[201959],1610612752.0,NYK,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,
257,PT06M02.00S,2022-04-03T22:52:18.2Z,2,REGULAR,substitution,out,[],1630540,,,1610612752,36,39,2022-04-03T22:52:50Z,2470000,,,0,,SUB out: M. McBride,[1630540],1610612752.0,NYK,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,
258,PT06M02.00S,2022-04-03T22:52:18.2Z,2,REGULAR,substitution,in,[],1629962,,,1610612752,36,39,2022-04-03T22:52:50Z,2480000,,,0,,SUB in: D. Cannady,[1629962],1610612753.0,ORL,,Cannady,D. Cannady,,,,,,,,,,,,,,,,,,,,,
259,PT06M02.00S,2022-04-03T22:52:18.2Z,2,REGULAR,substitution,in,[],1630579,,,1610612752,36,39,2022-04-03T22:52:50Z,2490000,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,
260,PT06M02.00S,2022-04-03T22:52:18.2Z,2,REGULAR,substitution,in,[],1630167,,,1610612752,36,39,2022-04-03T22:52:50Z,2500000,,,0,,SUB in: O. Toppin,[1630167],1610612752.0,NYK,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,
261,PT06M02.00S,2022-04-03T22:52:18.2Z,2,REGULAR,substitution,in,[],203095,,,1610612752,36,39,2022-04-03T22:52:50Z,2510000,,,0,,SUB in: E. Fournier,[203095],1610612752.0,NYK,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,
262,PT05M52.00S,2022-04-03T22:53:04.6Z,2,REGULAR,3pt,Jump Shot,[],1629628,91.27792378449409,95.34313725490196,1610612752,36,39,2022-04-03T22:53:11Z,2520000,227.0,29.0,1,right,MISS R. Barrett 3PT,[1629628],1610612752.0,NYK,,Barrett,R. Barrett,,22.86,Missed,,,,,,,,,,,,,,,,,,
263,PT05M49.00S,2022-04-03T22:53:07.6Z,2,REGULAR,rebound,defensive,[],203082,,,1610612753,36,39,2022-04-03T22:53:11Z,2530000,,,0,,T. Ross REBOUND (Off:0 Def:3),[203082],1610612753.0,ORL,,Ross,T. Ross,,,,262.0,3.0,3.0,0.0,,,,,,,,,,,,,,
264,PT05M31.00S,2022-04-03T22:53:28.5Z,2,REGULAR,foul,personal,['2freethrow'],1630579,,,1610612753,36,39,2022-04-03T22:53:40Z,2540000,,,0,,J. Sims shooting personal FOUL (3 PF) (Ross 2 FT),"[1630579, 203082]",1610612752.0,NYK,1626300.0,Sims,J. Sims,shooting,,,,,,,,3.0,0.0,Ross,203082.0,,,,,,,,,
266,PT05M31.00S,2022-04-03T22:53:52.1Z,2,REGULAR,freethrow,1 of 2,[],203082,,,1610612753,37,39,2022-04-03T22:53:52Z,2560000,,,0,,T. Ross Free Throw 1 of 2 (8 PTS),[203082],1610612753.0,ORL,,Ross,T. Ross,,,Made,,,,,8.0,,,,,,,,,,,,,
267,PT05M31.00S,2022-04-03T22:54:05.1Z,2,REGULAR,freethrow,2 of 2,[],203082,,,1610612753,38,39,2022-04-03T22:54:05Z,2570000,,,0,,T. Ross Free Throw 2 of 2 (9 PTS),[203082],1610612753.0,ORL,,Ross,T. Ross,,,Made,,,,,9.0,,,,,,,,,,,,,
268,PT05M07.00S,2022-04-03T22:54:29.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,91.93495400788436,54.166666666666664,1610612752,38,41,2022-04-03T22:54:36Z,2580000,21.0,23.0,1,right,R. Barrett driving Layup (12 PTS),[1629628],1610612752.0,NYK,,Barrett,R. Barrett,driving,3.12,Made,,,,,12.0,,,,,,,,,,,,,
270,PT04M53.00S,2022-04-03T22:54:43.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201577,5.601182654402102,46.07843137254902,1610612753,40,41,2022-04-03T22:54:53Z,2600000,20.0,0.0,1,left,R. Lopez Layup (4 PTS) (I. Brazdeikis 3 AST),"[201577, 1629649]",1610612753.0,ORL,,Lopez,R. Lopez,,1.96,Made,,,,,4.0,,,,,,,I. Brazdeikis,1629649.0,3.0,,,,
272,PT04M33.00S,2022-04-03T22:55:03.6Z,2,REGULAR,3pt,Jump Shot,[],203095,66.96780551905388,55.392156862745104,1610612752,40,41,2022-04-03T22:59:31Z,2620000,27.0,258.0,1,right,MISS E. Fournier 25' pullup 3PT,[203095],1610612752.0,NYK,,Fournier,E. Fournier,pullup,25.94,Missed,,,,,,,,,,,,,,,,,,
273,PT04M30.00S,2022-04-03T22:55:06.6Z,2,REGULAR,rebound,defensive,[],203082,,,1610612753,40,41,2022-04-03T22:55:10Z,2630000,,,0,,T. Ross REBOUND (Off:0 Def:4),[203082],1610612753.0,ORL,,Ross,T. Ross,,,,272.0,4.0,4.0,0.0,,,,,,,,,,,,,,
