actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
454,PT02M13.00S,2021-10-28T00:43:28.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612766,88,85,2021-10-28T00:43:28Z,4490000,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,453.0,,,,,,,,,,,,,,,,,
455,PT02M03.00S,2021-10-28T00:43:47.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,8.09789750328515,47.30392156862745,1610612766,88,87,2021-10-28T00:43:53Z,4500000,13.0,24.0,1,left,M. Bridges driving Layup (28 PTS),[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,2.72,Made,,,,,28.0,,,,,,,,,,,,,
456,PT01M48.00S,2021-10-28T00:44:02.0Z,3,REGULAR,2pt,Jump Shot,[],203082,76.16622864651774,64.2156862745098,1610612753,88,87,2021-10-28T00:44:08Z,4510000,71.0,172.0,1,right,MISS T. Ross 18' step back Shot,[203082],1610612753.0,ORL,step back,,,Ross,T. Ross,,,,,18.57,Missed,,,,,,,,,,,,,,,,,,
457,PT01M44.00S,2021-10-28T00:44:06.0Z,3,REGULAR,rebound,defensive,[],1628998,,,1610612766,88,87,2021-10-28T00:44:08Z,4520000,,,0,,C. Martin REBOUND (Off:0 Def:2),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,456.0,2.0,2.0,0.0,,,,,,,,,,,,,,
458,PT01M42.00S,2021-10-28T00:44:11.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,88,87,2021-10-28T00:44:11Z,4530000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT01M39.00S,2021-10-28T00:44:23.1Z,3,REGULAR,2pt,Jump Shot,[],202330,10.988830486202366,13.480392156862745,1610612766,88,87,2021-10-28T00:44:29Z,4540000,183.0,51.0,1,left,MISS G. Hayward 18' Jump Shot,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,18.95,Missed,,,,,,,,,,,,,,,,,,
460,PT01M36.00S,2021-10-28T00:44:26.1Z,3,REGULAR,rebound,defensive,[],1630591,,,1610612753,88,87,2021-10-28T00:44:29Z,4550000,,,0,,J. Suggs REBOUND (Off:0 Def:4),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,459.0,4.0,4.0,0.0,,,,,,,,,,,,,,
461,PT01M27.00S,2021-10-28T00:44:37.8Z,3,REGULAR,foul,personal,[],1629667,,,1610612753,88,87,2021-10-28T00:44:45Z,4560000,,,0,,J. McDaniels personal FOUL (2 PF),"[1629667, 1630591]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,1198.0,2.0,0.0,Suggs,1630591.0,,,,,
463,PT01M16.00S,2021-10-28T00:45:10.0Z,3,REGULAR,turnover,out-of-bounds,[],203914,,,1610612753,88,87,2021-10-28T00:45:18Z,4580000,,,0,,G. Harris bad pass out-of-bounds TURNOVER (3 TO),[203914],1610612753.0,ORL,bad pass,,,Harris,G. Harris,,,,,,,,,,,,3.0,,,1198.0,,,,,,,,,
464,PT01M01.00S,2021-10-28T00:45:30.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628970,33.065045992115635,37.5,1610612766,88,87,2021-10-28T00:46:09Z,4590000,62.0,258.0,1,left,MISS M. Bridges 26' pullup 3PT,[1628970],1610612766.0,CHA,pullup,,,Bridges,M. Bridges,,,,,26.58,Missed,,,,,,,,,,,,,,,,,,
465,PT00M57.80S,2021-10-28T00:45:33.5Z,3,REGULAR,rebound,defensive,[],1630591,,,1610612753,88,87,2021-10-28T00:45:36Z,4600000,,,0,,J. Suggs REBOUND (Off:0 Def:5),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,464.0,5.0,5.0,0.0,,,,,,,,,,,,,,
466,PT00M54.00S,2021-10-28T00:45:39.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,92.72339027595268,49.754901960784316,1610612753,90,87,2021-10-28T00:45:44Z,4610000,-1.0,16.0,1,right,J. Suggs driving Layup (7 PTS),[1630591],1610612753.0,ORL,driving,,,Suggs,J. Suggs,,,,,1.59,Made,,,,,7.0,,,,,,,,,,,,,
467,PT00M39.30S,2021-10-28T00:45:54.6Z,3,REGULAR,3pt,Jump Shot,[],1629667,29.4595926412615,72.81709558823529,1610612766,90,90,2021-10-28T00:46:14Z,4620000,-114.0,224.0,1,left,J. McDaniels 25' 3PT  (9 PTS) (G. Hayward 4 AST),"[1629667, 202330]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,25.17,Made,,,,,9.0,,,,,,,,,G. Hayward,202330.0,4.0,,
469,PT00M30.30S,2021-10-28T00:46:07.5Z,3,REGULAR,3pt,Jump Shot,[],203082,71.82982917214193,17.892156862745097,1610612753,90,90,2021-10-28T00:46:24Z,4640000,-161.0,212.0,1,right,MISS T. Ross 26' 3PT,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,26.61,Missed,,,,,,,,,,,,,,,,,,
470,PT00M30.20S,2021-10-28T00:46:20.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612753,90,90,2021-10-28T00:46:20Z,4650000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,469.0,,,,,,,,,,,,,,,,,
471,PT00M30.20S,2021-10-28T00:46:21.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629667,,,1610612753,90,90,2021-10-28T00:46:30Z,4660000,,,0,,J. McDaniels personal FOUL (3 PF) (Wagner 2 FT),"[1629667, 1629021]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,201639.0,3.0,0.0,Wagner,1629021.0,,,,,
473,PT00M30.20S,2021-10-28T00:46:39.4Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629021,,,1610612753,90,90,2021-10-28T00:46:39Z,4680000,,,0,,MISS M. Wagner Free Throw 1 of 2,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,Missed,,,,,,,,,,,,,,,,,,
474,PT00M30.20S,2021-10-28T00:46:39.4Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,90,90,2021-10-28T00:46:39Z,4690000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,473.0,,,,,,,,,,,,,,,,,
475,PT00M30.20S,2021-10-28T00:46:57.2Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629021,,,1610612753,91,90,2021-10-28T00:46:57Z,4700000,,,0,,M. Wagner Free Throw 2 of 2 (4 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
476,PT00M09.70S,2021-10-28T00:47:21.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630532,,,1610612766,91,90,2021-10-28T00:47:31Z,4710000,,,0,,F. Wagner personal FOUL (2 PF) (McDaniels 2 FT),"[1630532, 1629667]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,201639.0,2.0,0.0,McDaniels,1629667.0,,,,,
478,PT00M09.70S,2021-10-28T00:47:44.1Z,3,REGULAR,freethrow,1 of 2,[],1629667,,,1610612766,91,90,2021-10-28T00:47:44Z,4730000,,,0,,MISS J. McDaniels Free Throw 1 of 2,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,Missed,,,,,,,,,,,,,,,,,,
479,PT00M09.70S,2021-10-28T00:47:44.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,91,90,2021-10-28T00:47:44Z,4740000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,478.0,,,,,,,,,,,,,,,,,
480,PT00M09.70S,2021-10-28T00:47:53.2Z,3,REGULAR,substitution,out,[],1629021,,,1610612766,91,90,2021-10-28T00:47:59Z,4750000,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
481,PT00M09.70S,2021-10-28T00:47:53.2Z,3,REGULAR,substitution,in,[],1630175,,,1610612766,91,90,2021-10-28T00:47:59Z,4760000,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
482,PT00M09.70S,2021-10-28T00:48:15.9Z,3,REGULAR,freethrow,2 of 2,[],1629667,,,1610612766,91,91,2021-10-28T00:48:15Z,4770000,,,0,,J. McDaniels Free Throw 2 of 2 (10 PTS),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
483,PT00M00.70S,2021-10-28T00:48:30.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,85.49605781865965,58.82352941176471,1610612753,93,91,2021-10-28T00:48:36Z,4780000,44.0,84.0,1,right,C. Anthony 9' turnaround Jump Shot (18 PTS),[1630175],1610612753.0,ORL,turnaround,,,Anthony,C. Anthony,,,,,9.47,Made,,,,,18.0,,,,,,,,,,,,,
484,PT00M00.00S,2021-10-28T00:48:39.0Z,3,REGULAR,period,end,[],0,,,1610612766,93,91,2021-10-28T00:48:39Z,4790000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT12M00.00S,2021-10-28T00:48:53.0Z,4,REGULAR,substitution,out,['startperiod'],1630591,,,1610612766,93,91,2021-10-28T00:51:33Z,4800000,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,
486,PT12M00.00S,2021-10-28T00:48:53.0Z,4,REGULAR,substitution,out,['startperiod'],1630532,,,1610612766,93,91,2021-10-28T00:51:33Z,4810000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
487,PT12M00.00S,2021-10-28T00:48:53.0Z,4,REGULAR,substitution,out,['startperiod'],203082,,,1610612766,93,91,2021-10-28T00:51:33Z,4820000,,,0,,SUB out: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,
488,PT12M00.00S,2021-10-28T00:48:53.0Z,4,REGULAR,substitution,out,['startperiod'],202397,,,1610612766,93,91,2021-10-28T00:51:33Z,4830000,,,0,,SUB out: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,
489,PT12M00.00S,2021-10-28T00:48:53.0Z,4,REGULAR,substitution,out,['startperiod'],202330,,,1610612766,93,91,2021-10-28T00:51:33Z,4840000,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
490,PT12M00.00S,2021-10-28T00:48:53.0Z,4,REGULAR,substitution,in,['startperiod'],1628964,,,1610612766,93,91,2021-10-28T00:51:33Z,4850000,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,
491,PT12M00.00S,2021-10-28T00:48:53.0Z,4,REGULAR,substitution,in,['startperiod'],1628976,,,1610612766,93,91,2021-10-28T00:51:33Z,4860000,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
492,PT12M00.00S,2021-10-28T00:48:53.0Z,4,REGULAR,substitution,in,['startperiod'],1630181,,,1610612766,93,91,2021-10-28T00:51:33Z,4870000,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,
493,PT12M00.00S,2021-10-28T00:48:53.0Z,4,REGULAR,substitution,in,['startperiod'],203486,,,1610612766,93,91,2021-10-28T00:51:33Z,4880000,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,
494,PT12M00.00S,2021-10-28T00:48:53.0Z,4,REGULAR,substitution,in,['startperiod'],1630163,,,1610612766,93,91,2021-10-28T00:51:33Z,4890000,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
495,PT12M00.00S,2021-10-28T00:51:38.7Z,4,REGULAR,period,start,[],0,,,1610612753,93,91,2021-10-28T00:51:38Z,4900000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT12M00.00S,2021-10-28T00:51:45.6Z,4,REGULAR,violation,delay-of-game,['team'],0,,,1610612753,93,91,2021-10-28T00:51:55Z,4910000,,,0,,TEAM delay-of-game VIOLATION,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,201639.0,,,,,,,,,
497,PT11M35.00S,2021-10-28T00:52:05.2Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612753,93,91,2021-10-28T00:52:13Z,4920000,,,0,,ORL shot clock Team TURNOVER,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,1628487.0,,,,,,,,,
498,PT11M23.00S,2021-10-28T00:52:35.7Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,93,91,2021-10-28T00:52:35Z,4930000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT11M18.00S,2021-10-28T00:52:46.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630163,32.670827858081466,56.127450980392155,1610612766,93,91,2021-10-28T00:52:53Z,4940000,-31.0,255.0,1,left,MISS L. Ball 25' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,25.64,Missed,,,,,,,,,,,,,,,,,,
500,PT11M15.00S,2021-10-28T00:52:49.7Z,4,REGULAR,rebound,defensive,[],1628976,,,1610612753,93,91,2021-10-28T00:52:53Z,4950000,,,0,,W. Carter Jr. REBOUND (Off:2 Def:5),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,499.0,7.0,5.0,2.0,,,,,,,,,,,,,,
501,PT11M04.00S,2021-10-28T00:53:00.2Z,4,REGULAR,turnover,lost ball,[],1630175,,,1610612753,93,91,2021-10-28T00:53:06Z,4960000,,,0,,C. Anthony lost ball TURNOVER (2 TO),"[1630175, 1628998]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,2.0,Martin,1628998.0,,,,,,,,,,
502,PT11M04.00S,2021-10-28T00:53:00.2Z,4,REGULAR,steal,,[],1628998,,,1610612766,93,91,2021-10-28T00:53:03Z,4970000,,,0,,C. Martin STEAL (2 STL),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
503,PT10M59.00S,2021-10-28T00:53:05.6Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628998,5.601182654402102,52.20588235294118,1610612766,93,91,2021-10-28T00:53:24Z,4980000,-11.0,0.0,1,left,MISS C. Martin running Layup,[1628998],1610612766.0,CHA,running,,,Martin,C. Martin,,,,,1.1,Missed,,,,,,,,,,,,,,,,,,
504,PT10M55.00S,2021-10-28T00:53:09.6Z,4,REGULAR,rebound,offensive,[],203486,,,1610612766,93,91,2021-10-28T00:53:15Z,4990000,,,0,,M. Plumlee REBOUND (Off:5 Def:2),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,503.0,7.0,2.0,5.0,,,,,,,,,,,,,,
505,PT10M52.00S,2021-10-28T00:53:12.0Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629667,30.56833114323259,31.372549019607842,1610612766,93,94,2021-10-28T00:53:18Z,5000000,93.0,235.0,1,left,J. McDaniels 25' 3PT  (13 PTS) (M. Plumlee 3 AST),"[1629667, 203486]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,25.26,Made,,,,,13.0,,,,,,,,,M. Plumlee,203486.0,3.0,,
507,PT10M39.00S,2021-10-28T00:53:24.6Z,4,REGULAR,3pt,Jump Shot,[],1630175,64.99671484888306,56.127450980392155,1610612753,93,94,2021-10-28T00:53:29Z,5020000,31.0,277.0,1,right,MISS C. Anthony 27' 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,27.82,Missed,,,,,,,,,,,,,,,,,,
508,PT10M36.00S,2021-10-28T00:53:27.6Z,4,REGULAR,rebound,defensive,[],1630163,,,1610612766,93,94,2021-10-28T00:53:29Z,5030000,,,0,,L. Ball REBOUND (Off:1 Def:4),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,507.0,5.0,4.0,1.0,,,,,,,,,,,,,,
509,PT10M27.00S,2021-10-28T00:53:37.6Z,4,REGULAR,turnover,lost ball,[],1630163,,,1610612766,93,94,2021-10-28T00:53:43Z,5040000,,,0,,L. Ball lost ball TURNOVER (3 TO),"[1630163, 203914]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,3.0,Harris,203914.0,,,,,,,,,,
510,PT10M27.00S,2021-10-28T00:53:37.6Z,4,REGULAR,steal,,[],203914,,,1610612753,93,94,2021-10-28T00:54:53Z,5050000,,,0,,G. Harris STEAL (1 STL),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,
511,PT10M22.00S,2021-10-28T00:53:43.1Z,4,REGULAR,turnover,bad pass,[],203914,,,1610612753,93,94,2021-10-28T00:53:47Z,5060000,,,0,,G. Harris bad pass TURNOVER (4 TO),"[203914, 1628998]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,4.0,Martin,1628998.0,,,,,,,,,,
512,PT10M22.00S,2021-10-28T00:53:43.1Z,4,REGULAR,steal,,[],1628998,,,1610612766,93,94,2021-10-28T00:56:10Z,5070000,,,0,,C. Martin STEAL (3 STL),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
513,PT10M18.00S,2021-10-28T00:53:46.8Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630163,11.383048620236531,94.6078431372549,1610612766,93,94,2021-10-28T00:53:53Z,5080000,-223.0,55.0,1,left,MISS L. Ball running 3PT,[1630163],1610612766.0,CHA,running,,,Ball,L. Ball,,,,,22.96,Missed,,,,,,,,,,,,,,,,,,
514,PT10M12.00S,2021-10-28T00:53:52.0Z,4,REGULAR,rebound,defensive,[],1628976,,,1610612753,93,94,2021-10-28T00:53:52Z,5090000,,,0,,W. Carter Jr. REBOUND (Off:2 Def:6),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,513.0,8.0,6.0,2.0,,,,,,,,,,,,,,
515,PT09M58.00S,2021-10-28T00:54:06.2Z,4,REGULAR,3pt,Jump Shot,[],1628964,87.07293035479631,94.11764705882352,1610612753,96,94,2021-10-28T00:54:11Z,5100000,221.0,69.0,1,right,M. Bamba 3PT  (14 PTS) (W. Carter Jr. 2 AST),"[1628964, 1628976]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,23.11,Made,,,,,14.0,,,,,,,,,W. Carter Jr.,1628976.0,2.0,,
517,PT09M44.00S,2021-10-28T00:54:31.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612766,96,94,2021-10-28T00:54:31Z,5120000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT09M44.00S,2021-10-28T00:54:46.0Z,4,REGULAR,substitution,out,[],1628970,,,1610612766,96,94,2021-10-28T00:57:02Z,5130000,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
519,PT09M44.00S,2021-10-28T00:54:46.0Z,4,REGULAR,substitution,in,[],1626162,,,1610612766,96,94,2021-10-28T00:57:02Z,5140000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,
520,PT09M29.00S,2021-10-28T00:57:35.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,8.09789750328515,44.6078431372549,1610612766,96,94,2021-10-28T00:57:42Z,5150000,27.0,24.0,1,left,MISS L. Ball driving Layup,[1630163],1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,3.59,Missed,,,,,,,,,,,,,,,,,,
521,PT09M26.00S,2021-10-28T00:57:38.1Z,4,REGULAR,rebound,defensive,[],1630175,,,1610612753,96,94,2021-10-28T00:57:38Z,5160000,,,0,,C. Anthony REBOUND (Off:0 Def:4),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,520.0,4.0,4.0,0.0,,,,,,,,,,,,,,
522,PT09M19.00S,2021-10-28T00:57:47.3Z,4,REGULAR,turnover,bad pass,[],1630181,,,1610612753,96,94,2021-10-28T00:58:45Z,5170000,,,0,,R. Hampton bad pass TURNOVER (2 TO),"[1630181, 1628998]",1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,2.0,Martin,1628998.0,,,,,,,,,,
523,PT09M19.00S,2021-10-28T00:57:47.3Z,4,REGULAR,steal,,[],1628998,,,1610612766,96,94,2021-10-28T00:59:59Z,5180000,,,0,,C. Martin STEAL (4 STL),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
524,PT09M14.00S,2021-10-28T00:58:01.6Z,4,REGULAR,foul,personal,['2freethrow'],1630181,,,1610612766,96,94,2021-10-28T00:58:14Z,5190000,,,0,,R. Hampton shooting personal FOUL (3 PF) (Martin 2 FT),"[1630181, 1628998]",1610612753.0,ORL,shooting,,,Hampton,R. Hampton,,,,,,,,,,,,,,,1628487.0,3.0,0.0,Martin,1628998.0,,,,,
526,PT09M14.00S,2021-10-28T00:59:02.1Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1628998,,,1610612766,96,95,2021-10-28T00:59:02Z,5210000,,,0,,C. Martin Free Throw 1 of 2 (11 PTS),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
527,PT09M14.00S,2021-10-28T00:59:02.6Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1628998,,,1610612766,96,96,2021-10-28T00:59:02Z,5220000,,,0,,C. Martin Free Throw 2 of 2 (12 PTS),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
528,PT09M02.00S,2021-10-28T00:59:03.8Z,4,REGULAR,turnover,bad pass,[],1630175,,,1610612753,96,96,2021-10-28T00:59:09Z,5230000,,,0,,C. Anthony bad pass TURNOVER (3 TO),"[1630175, 203486]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,3.0,Plumlee,203486.0,,,,,,,,,,
529,PT09M02.00S,2021-10-28T00:59:03.8Z,4,REGULAR,steal,,[],203486,,,1610612766,96,96,2021-10-28T00:59:06Z,5240000,,,0,,M. Plumlee STEAL (1 STL),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,
530,PT08M52.00S,2021-10-28T00:59:13.7Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1630163,21.76412614980289,71.07843137254902,1610612766,96,96,2021-10-28T00:59:21Z,5250000,-105.0,152.0,1,left,MISS L. Ball 18' pullup Shot,[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,18.51,Missed,,,,,,,,,,,,,,,,,,
531,PT08M48.00S,2021-10-28T00:59:17.7Z,4,REGULAR,rebound,defensive,[],1628976,,,1610612753,96,96,2021-10-28T00:59:21Z,5260000,,,0,,W. Carter Jr. REBOUND (Off:2 Def:7),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,530.0,9.0,7.0,2.0,,,,,,,,,,,,,,
532,PT08M33.00S,2021-10-28T00:59:33.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628976,94.03745072273325,52.94117647058824,1610612753,98,96,2021-10-28T00:59:43Z,5270000,15.0,4.0,1,right,W. Carter Jr. reverse Layup (18 PTS) (R. Hampton 2 AST),"[1628976, 1630181]",1610612753.0,ORL,reverse,,,Carter Jr.,W. Carter Jr.,,,,,1.51,Made,,,,,18.0,,,,,,,,,R. Hampton,1630181.0,2.0,,
534,PT08M18.00S,2021-10-28T00:59:47.4Z,4,REGULAR,3pt,Jump Shot,[],1629667,29.517082785808146,75.73529411764706,1610612766,98,99,2021-10-28T00:59:53Z,5290000,-129.0,225.0,1,left,J. McDaniels 25' 3PT  (16 PTS) (L. Ball 3 AST),"[1629667, 1630163]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,25.92,Made,,,,,16.0,,,,,,,,,L. Ball,1630163.0,3.0,,
536,PT08M07.00S,2021-10-28T00:59:59.0Z,4,REGULAR,3pt,Jump Shot,[],1628976,66.83639947437582,41.17647058823529,1610612753,98,99,2021-10-28T01:00:06Z,5310000,-44.0,259.0,1,right,MISS W. Carter Jr. 26' step back 3PT,[1628976],1610612753.0,ORL,step back,,,Carter Jr.,W. Carter Jr.,,,,,26.29,Missed,,,,,,,,,,,,,,,,,,
537,PT08M03.00S,2021-10-28T01:00:03.0Z,4,REGULAR,rebound,defensive,[],1626162,,,1610612766,98,99,2021-10-28T01:00:06Z,5320000,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:2),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,536.0,2.0,2.0,0.0,,,,,,,,,,,,,,
538,PT07M56.00S,2021-10-28T01:00:09.6Z,4,REGULAR,3pt,Jump Shot,[],1630163,33.327858081471746,56.372549019607845,1610612766,98,102,2021-10-28T01:04:36Z,5330000,-32.0,261.0,1,left,L. Ball 26' 3PT pullup (7 PTS),[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,26.27,Made,,,,,7.0,,,,,,,,,,,,,
539,PT07M54.00S,2021-10-28T01:00:16.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612753,98,102,2021-10-28T01:00:16Z,5340000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT07M54.00S,2021-10-28T01:00:51.2Z,4,REGULAR,substitution,out,[],1630181,,,1610612753,98,102,2021-10-28T01:03:09Z,5350000,,,0,,SUB out: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,
