actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
16,PT10M24.00S,2021-11-03T23:12:06.4Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,4,2,2021-11-03T23:12:10Z,160000,,,0,,F. Wagner REBOUND (Off:0 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,
17,PT10M22.00S,2021-11-03T23:12:11.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,4,2,2021-11-03T23:12:11Z,170000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,PT10M07.00S,2021-11-03T23:12:39.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630175,92.19776609724047,52.450980392156865,1610612753,6,2,2021-11-03T23:12:44Z,180000,12.0,21.0,1,right,C. Anthony driving Layup (2 PTS),[1630175],1610612753.0,ORL,driving,,,Anthony,C. Anthony,,,,,2.42,Made,2.0,,,,,,,,,,,,,,,,,
19,PT09M49.00S,2021-11-03T23:12:56.4Z,1,REGULAR,2pt,Jump Shot,[],1628369,25.443495400788436,35.53921568627451,1610612738,6,4,2021-11-03T23:13:01Z,190000,72.0,187.0,1,left,J. Tatum 20' pullup Jump Shot (2 PTS) (A. Horford 1 AST),"[1628369, 201143]",1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,20.02,Made,2.0,,,,,A. Horford,201143.0,1.0,,,,,,,,,,
21,PT09M24.00S,2021-11-03T23:13:21.4Z,1,REGULAR,3pt,Jump Shot,[],1630175,64.47109067017082,36.27450980392157,1610612753,6,4,2021-11-03T23:13:26Z,210000,-69.0,281.0,1,right,MISS C. Anthony 28' 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,28.97,Missed,,,,,,,,,,,,,,,,,,
22,PT09M24.00S,2021-11-03T23:13:21.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,6,4,2021-11-03T23:13:26Z,220000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,
23,PT09M24.00S,2021-11-03T23:13:26.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,6,4,2021-11-03T23:13:26Z,230000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,PT09M15.00S,2021-11-03T23:13:41.1Z,1,REGULAR,turnover,bad pass,[],1627759,,,1610612738,6,4,2021-11-03T23:13:46Z,240000,,,0,,J. Brown bad pass TURNOVER (1 TO),"[1627759, 1630532]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,1.0,Wagner,1630532.0,,,,,,,
25,PT09M15.00S,2021-11-03T23:13:41.1Z,1,REGULAR,steal,,[],1630532,,,1610612753,6,4,2021-11-03T23:13:43Z,250000,,,0,,F. Wagner STEAL (1 STL),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
26,PT09M11.00S,2021-11-03T23:13:45.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630532,89.83245729303549,45.588235294117645,1610612753,8,4,2021-11-03T23:13:53Z,260000,-22.0,43.0,1,right,F. Wagner running Layup (4 PTS),[1630532],1610612753.0,ORL,running,,,Wagner,F. Wagner,,,,,4.84,Made,4.0,,,,,,,,,,,,,,,,,
27,PT09M00.00S,2021-11-03T23:13:59.8Z,1,REGULAR,foul,personal,['2freethrow'],1630175,,,1610612738,8,4,2021-11-03T23:14:09Z,270000,,,0,,C. Anthony shooting personal FOUL (1 PF) (Brown 2 FT),"[1630175, 1627759]",1610612753.0,ORL,shooting,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,2882.0,1.0,0.0,Brown,1627759.0,,
29,PT09M00.00S,2021-11-03T23:14:24.5Z,1,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,8,5,2021-11-03T23:14:24Z,290000,,,0,,J. Brown Free Throw 1 of 2 (3 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
30,PT09M00.00S,2021-11-03T23:14:40.5Z,1,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,8,6,2021-11-03T23:14:40Z,300000,,,0,,J. Brown Free Throw 2 of 2 (4 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
31,PT08M50.00S,2021-11-03T23:14:51.3Z,1,REGULAR,3pt,Jump Shot,[],1630591,69.07030223390277,25.735294117647058,1610612753,11,6,2021-11-03T23:14:58Z,310000,-121.0,238.0,1,right,J. Suggs 26' 3PT pullup (3 PTS),[1630591],1610612753.0,ORL,pullup,,,Suggs,J. Suggs,,,,,26.73,Made,3.0,,,,,,,,,,,,,,,,,
32,PT08M25.00S,2021-11-03T23:15:16.0Z,1,REGULAR,3pt,Jump Shot,[],1628369,19.793035479632064,7.352941176470589,1610612738,11,9,2021-11-03T23:15:25Z,320000,213.0,134.0,1,left,J. Tatum 25' 3PT step back (5 PTS),[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,25.16,Made,5.0,,,,,,,,,,,,,,,,,
33,PT08M13.00S,2021-11-03T23:15:28.0Z,1,REGULAR,3pt,Jump Shot,[],1628976,67.62483574244416,34.068627450980394,1610612753,14,9,2021-11-03T23:15:32Z,330000,-80.0,252.0,1,right,W. Carter Jr. 26' 3PT  (5 PTS) (J. Suggs 1 AST),"[1628976, 1630591]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,26.41,Made,5.0,,,,,J. Suggs,1630591.0,1.0,,,,,,,,,,
35,PT07M56.00S,2021-11-03T23:15:51.0Z,1,REGULAR,foul,personal,['2freethrow'],1628964,,,1610612738,14,9,2021-11-03T23:16:43Z,350000,,,0,,M. Bamba shooting personal FOUL (1 PF) (Horford 2 FT),"[1628964, 201143]",1610612753.0,ORL,shooting,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,1627539.0,1.0,0.0,Horford,201143.0,,
37,PT07M56.00S,2021-11-03T23:16:45.1Z,1,REGULAR,freethrow,1 of 2,[],201143,,,1610612738,14,10,2021-11-03T23:16:45Z,370000,,,0,,A. Horford Free Throw 1 of 2 (1 PTS),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
38,PT07M56.00S,2021-11-03T23:16:48.4Z,1,REGULAR,freethrow,2 of 2,[],201143,,,1610612738,14,11,2021-11-03T23:16:48Z,380000,,,0,,A. Horford Free Throw 2 of 2 (2 PTS),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
39,PT07M38.00S,2021-11-03T23:17:06.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,86.67871222076215,43.872549019607845,1610612753,14,11,2021-11-03T23:17:15Z,390000,-31.0,73.0,1,right,MISS J. Suggs 7' driving Layup - blocked,"[1630591, 203935]",1610612753.0,ORL,driving,,,Suggs,J. Suggs,,,,,7.89,Missed,,,,,,,,,,,,,,,,,Smart,203935.0
40,PT07M38.00S,2021-11-03T23:17:06.8Z,1,REGULAR,block,,[],203935,,,1610612753,14,11,2021-11-03T23:17:09Z,400000,,,0,,M. Smart BLOCK (1 BLK),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
41,PT07M38.00S,2021-11-03T23:17:06.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,14,11,2021-11-03T23:17:15Z,410000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,
42,PT07M38.00S,2021-11-03T23:17:12.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,14,11,2021-11-03T23:17:12Z,420000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT07M33.00S,2021-11-03T23:17:22.4Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1628976,86.02168199737189,47.794117647058826,1610612753,14,11,2021-11-03T23:17:33Z,430000,-11.0,79.0,1,right,MISS W. Carter Jr. 7' turnaround Hook,[1628976],1610612753.0,ORL,turnaround,,,Carter Jr.,W. Carter Jr.,,,,,7.97,Missed,,,,,,,,,,,,,,,,,,
44,PT07M25.00S,2021-11-03T23:17:30.4Z,1,REGULAR,rebound,offensive,[],1630591,,,1610612753,14,11,2021-11-03T23:17:33Z,440000,,,0,,J. Suggs REBOUND (Off:1 Def:0),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,43.0,1.0,0.0,1.0,,,,,,,,,,,,,
45,PT07M25.00S,2021-11-03T23:17:30.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630591,94.40999984741211,50.0,1610612753,16,11,2021-11-03T23:17:42Z,450000,0.0,0.0,1,right,J. Suggs tip Layup (5 PTS),[1630591],1610612753.0,ORL,tip,,,Suggs,J. Suggs,,,,,0.0,Made,5.0,,,,,,,,,,,,,,,,,
46,PT07M19.00S,2021-11-03T23:17:37.9Z,1,REGULAR,2pt,Jump Shot,[],1627759,26.231931668856767,56.127450980392155,1610612738,16,11,2021-11-03T23:21:01Z,460000,-31.0,194.0,1,left,MISS J. Brown 19' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,19.65,Missed,,,,,,,,,,,,,,,,,,
47,PT07M19.00S,2021-11-03T23:17:37.9Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612753,16,11,2021-11-03T23:19:08Z,470000,,,0,,M. Bamba REBOUND (Off:0 Def:1),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,46.0,1.0,1.0,0.0,,,,,,,,,,,,,
50,PT07M07.00S,2021-11-03T23:17:48.6Z,1,REGULAR,turnover,out-of-bounds,[],1628976,,,1610612753,16,11,2021-11-03T23:18:33Z,500000,,,0,,W. Carter Jr. bad pass out-of-bounds TURNOVER (1 TO),[1628976],1610612753.0,ORL,bad pass,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,1.0,,,1627539.0,,,,,,
51,PT06M59.00S,2021-11-03T23:18:24.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,16,11,2021-11-03T23:18:24Z,510000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT06M59.00S,2021-11-03T23:19:31.8Z,1,REGULAR,substitution,out,[],1628964,,,1610612738,16,11,2021-11-03T23:21:01Z,520000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,
53,PT06M59.00S,2021-11-03T23:19:31.8Z,1,REGULAR,substitution,out,[],1630591,,,1610612738,16,11,2021-11-03T23:21:01Z,530000,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M59.00S,2021-11-03T23:19:31.8Z,1,REGULAR,substitution,out,[],201143,,,1610612738,16,11,2021-11-03T23:21:01Z,540000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M59.00S,2021-11-03T23:19:31.8Z,1,REGULAR,substitution,in,[],203082,,,1610612738,16,11,2021-11-03T23:21:01Z,550000,,,0,,SUB in: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M59.00S,2021-11-03T23:19:31.8Z,1,REGULAR,substitution,in,[],1629643,,,1610612738,16,11,2021-11-03T23:21:01Z,560000,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M59.00S,2021-11-03T23:19:31.8Z,1,REGULAR,substitution,in,[],1629684,,,1610612738,16,11,2021-11-03T23:21:01Z,570000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M44.00S,2021-11-03T23:21:15.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629057,5.995400788436268,48.28431372549019,1610612738,16,13,2021-11-03T23:21:21Z,580000,9.0,4.0,1,left,R. Williams III alley-oop DUNK (2 PTS) (M. Smart 1 AST),"[1629057, 203935]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,0.94,Made,2.0,,,,,M. Smart,203935.0,1.0,,,,,,,,,,
60,PT06M32.00S,2021-11-03T23:21:29.4Z,1,REGULAR,foul,personal,[],1629057,,,1610612753,16,13,2021-11-03T23:21:37Z,600000,,,0,,R. Williams III personal FOUL (1 PF),"[1629057, 1630175]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,1627961.0,1.0,0.0,Anthony,1630175.0,,
62,PT06M20.00S,2021-11-03T23:21:57.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628976,81.15965834428384,47.30392156862745,1610612753,18,13,2021-11-03T23:22:02Z,620000,-13.0,125.0,1,right,W. Carter Jr. 12' step back Jump Shot (7 PTS),[1628976],1610612753.0,ORL,step back,,,Carter Jr.,W. Carter Jr.,,,,,12.53,Made,7.0,,,,,,,,,,,,,,,,,
63,PT06M08.00S,2021-11-03T23:22:08.5Z,1,REGULAR,3pt,Jump Shot,[],203935,6.915243101182654,94.6078431372549,1610612738,18,13,2021-11-03T23:22:12Z,630000,-223.0,13.0,1,left,MISS M. Smart 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,22.34,Missed,,,,,,,,,,,,,,,,,,
64,PT06M05.00S,2021-11-03T23:22:11.5Z,1,REGULAR,rebound,defensive,[],1630175,,,1610612753,18,13,2021-11-03T23:22:12Z,640000,,,0,,C. Anthony REBOUND (Off:0 Def:1),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,63.0,1.0,1.0,0.0,,,,,,,,,,,,,
65,PT06M01.00S,2021-11-03T23:22:15.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630175,88.64980289093299,48.28431372549019,1610612753,18,13,2021-11-03T23:22:23Z,650000,-9.0,54.0,1,right,MISS C. Anthony running Layup - blocked,"[1630175, 1628369]",1610612753.0,ORL,running,,,Anthony,C. Anthony,,,,,5.49,Missed,,,,,,,,,,,,,,,,,Tatum,1628369.0
66,PT06M01.00S,2021-11-03T23:22:15.1Z,1,REGULAR,block,,[],1628369,,,1610612753,18,13,2021-11-03T23:22:18Z,660000,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M58.00S,2021-11-03T23:22:18.1Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,18,13,2021-11-03T23:22:23Z,670000,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,65.0,1.0,1.0,0.0,,,,,,,,,,,,,
68,PT05M56.00S,2021-11-03T23:22:21.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,5.995400788436268,47.794117647058826,1610612738,18,15,2021-11-03T23:22:28Z,680000,11.0,4.0,1,left,J. Brown running Layup (6 PTS),[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,1.17,Made,6.0,,,,,,,,,,,,,,,,,
69,PT05M37.00S,2021-11-03T23:22:42.2Z,1,REGULAR,foul,personal,[],1627759,,,1610612753,18,15,2021-11-03T23:22:57Z,690000,,,0,,J. Brown personal FOUL (1 PF),"[1627759, 1628976]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,2882.0,1.0,0.0,Carter Jr.,1628976.0,,
71,PT05M37.00S,2021-11-03T23:22:53.0Z,1,REGULAR,substitution,out,[],1628369,,,1610612753,18,15,2021-11-03T23:22:57Z,710000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M37.00S,2021-11-03T23:22:53.0Z,1,REGULAR,substitution,out,[],203935,,,1610612753,18,15,2021-11-03T23:22:57Z,720000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M37.00S,2021-11-03T23:22:53.0Z,1,REGULAR,substitution,in,[],203471,,,1610612753,18,15,2021-11-03T23:22:57Z,730000,,,0,,SUB in: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M37.00S,2021-11-03T23:22:53.0Z,1,REGULAR,substitution,in,[],1626196,,,1610612753,18,15,2021-11-03T23:22:57Z,740000,,,0,,SUB in: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M28.00S,2021-11-03T23:23:10.9Z,1,REGULAR,3pt,Jump Shot,[],1630532,70.90998685939553,77.20588235294117,1610612753,18,15,2021-11-03T23:23:15Z,750000,136.0,221.0,1,right,MISS F. Wagner 25' 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,25.94,Missed,,,,,,,,,,,,,,,,,,
76,PT05M24.00S,2021-11-03T23:23:14.9Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,18,15,2021-11-03T23:23:15Z,760000,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,75.0,2.0,2.0,0.0,,,,,,,,,,,,,
77,PT05M18.00S,2021-11-03T23:23:20.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,7.835085413929041,48.03921568627451,1610612738,18,17,2021-11-03T23:23:26Z,770000,10.0,21.0,1,left,J. Brown driving Layup (8 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,2.33,Made,8.0,,,,,,,,,,,,,,,,,
78,PT05M03.00S,2021-11-03T23:23:35.9Z,1,REGULAR,3pt,Jump Shot,[],1630175,69.85873850197109,31.127450980392158,1610612753,18,17,2021-11-03T23:23:40Z,780000,-94.0,231.0,1,right,MISS C. Anthony 24' pullup 3PT,[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,24.94,Missed,,,,,,,,,,,,,,,,,,
79,PT05M00.00S,2021-11-03T23:23:38.9Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,18,17,2021-11-03T23:23:40Z,790000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,78.0,1.0,1.0,0.0,,,,,,,,,,,,,
80,PT04M46.00S,2021-11-03T23:23:53.0Z,1,REGULAR,3pt,Jump Shot,[],1627759,29.122864651773984,69.6078431372549,1610612738,18,20,2021-11-03T23:23:58Z,800000,-98.0,221.0,1,left,J. Brown 24' 3PT  (11 PTS) (D. Schroder 1 AST),"[1627759, 203471]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,24.2,Made,11.0,,,,,D. Schroder,203471.0,1.0,,,,,,,,,,
82,PT04M27.00S,2021-11-03T23:24:11.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203082,85.89027595269383,42.8921568627451,1610612753,20,20,2021-11-03T23:24:16Z,820000,-36.0,80.0,1,right,T. Ross 8' driving floating Jump Shot (2 PTS) (C. Anthony 2 AST),"[203082, 1630175]",1610612753.0,ORL,driving floating,,,Ross,T. Ross,,,,,8.76,Made,2.0,,,,,C. Anthony,1630175.0,2.0,,,,,,,,,,
84,PT04M03.00S,2021-11-03T23:24:35.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629057,13.091327201051248,58.82352941176471,1610612738,20,22,2021-11-03T23:27:22Z,840000,-44.0,71.0,1,left,R. Williams III 8' pullup Jump Shot (4 PTS) (J. Brown 1 AST),"[1629057, 1627759]",1610612738.0,BOS,pullup,,,Williams III,R. Williams III,,,,,8.32,Made,4.0,,,,,J. Brown,1627759.0,1.0,,,,,,,,,,
86,PT03M44.00S,2021-11-03T23:24:53.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629643,93.24901445466492,47.794117647058826,1610612753,22,22,2021-11-03T23:25:01Z,860000,-11.0,11.0,1,right,C. Okeke driving Layup (2 PTS) (W. Carter Jr. 1 AST),"[1629643, 1628976]",1610612753.0,ORL,driving,,,Okeke,C. Okeke,,,,,1.56,Made,2.0,,,,,W. Carter Jr.,1628976.0,1.0,,,,,,,,,,
88,PT03M32.00S,2021-11-03T23:25:06.2Z,1,REGULAR,2pt,Jump Shot,[],203471,5.995400788436268,67.40196078431373,1610612738,22,22,2021-11-03T23:25:13Z,880000,-87.0,4.0,1,left,MISS D. Schroder 8' driving floating Shot,[203471],1610612738.0,BOS,driving floating,,,Schroder,D. Schroder,,,,,8.71,Missed,,,,,,,,,,,,,,,,,,
89,PT03M25.00S,2021-11-03T23:25:13.4Z,1,REGULAR,rebound,offensive,[],203471,,,1610612738,22,22,2021-11-03T23:25:13Z,890000,,,0,,D. Schroder REBOUND (Off:1 Def:0),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,88.0,1.0,0.0,1.0,,,,,,,,,,,,,
90,PT03M16.00S,2021-11-03T23:25:22.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203471,10.5946123521682,39.950980392156865,1610612738,22,22,2021-11-03T23:25:42Z,900000,50.0,47.0,1,left,MISS D. Schroder 6' driving floating bank Shot,[203471],1610612738.0,BOS,driving floating bank,,,Schroder,D. Schroder,,,,,6.88,Missed,,,,,,,,,,,,,,,,,,
91,PT03M14.00S,2021-11-03T23:25:24.1Z,1,REGULAR,rebound,offensive,[],1629057,,,1610612738,22,22,2021-11-03T23:25:42Z,910000,,,0,,R. Williams III REBOUND (Off:1 Def:0),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,90.0,1.0,0.0,1.0,,,,,,,,,,,,,
