actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
179,PT09M46.00S,2021-11-27T00:42:35.4Z,2,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,27,35,2021-11-27T00:42:35Z,1720000,,,0,,D. DeRozan Free Throw 2 of 2 (4 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,Made,,4.0,,,,,,,,,,,,,,,,
180,PT09M33.00S,2021-11-27T00:42:49.8Z,2,REGULAR,turnover,lost ball,[],203082,,,1610612753,27,35,2021-11-27T01:13:12Z,1730000,,,0,,T. Ross lost ball TURNOVER (1 TO),"[203082, 1629632]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,1.0,White,1629632.0,,
181,PT09M33.00S,2021-11-27T00:42:49.8Z,2,REGULAR,steal,,[],1629632,,,1610612741,27,35,2021-11-27T00:44:44Z,1740000,,,0,,C. White STEAL (1 STL),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,
182,PT09M30.00S,2021-11-27T00:42:56.0Z,2,REGULAR,foul,personal,['2freethrow'],1630181,,,1610612741,27,35,2021-11-27T00:43:11Z,1750000,,,0,,R. Hampton shooting personal FOUL (1 PF) (Ball 2 FT),"[1630181, 1628366]",1610612753.0,ORL,shooting,,,Hampton,R. Hampton,,,,,,,,,,,,,,,201246.0,1.0,0.0,Ball,1628366.0,,,,,
184,PT09M30.00S,2021-11-27T00:43:19.0Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1628366,,,1610612741,27,35,2021-11-27T00:43:19Z,1770000,,,0,,MISS L. Ball Free Throw 1 of 2,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,Missed,,,,,,,,,,,,,,,,,,
185,PT09M30.00S,2021-11-27T00:43:19.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,27,35,2021-11-27T00:43:19Z,1780000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,184.0,,,,,,,,,,,,,,,,,
186,PT09M30.00S,2021-11-27T00:43:31.8Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1628366,,,1610612741,27,36,2021-11-27T00:43:31Z,1790000,,,0,,L. Ball Free Throw 2 of 2 (7 PTS),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,Made,,7.0,,,,,,,,,,,,,,,,
187,PT09M20.00S,2021-11-27T00:43:44.5Z,2,REGULAR,turnover,lost ball,[],1630591,,,1610612753,27,36,2021-11-27T00:43:48Z,1800000,,,0,,J. Suggs lost ball TURNOVER (2 TO),"[1630591, 1627936]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,2.0,Caruso,1627936.0,,
188,PT09M20.00S,2021-11-27T00:43:44.5Z,2,REGULAR,steal,,[],1627936,,,1610612741,27,36,2021-11-27T00:43:46Z,1810000,,,0,,A. Caruso STEAL (1 STL),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,
189,PT09M16.00S,2021-11-27T00:43:48.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629632,6.389618922470433,53.18627450980392,1610612741,27,38,2021-11-27T00:43:55Z,1820000,-16.0,8.0,1,left,C. White running Layup (11 PTS) (L. Ball 4 AST),"[1629632, 1628366]",1610612741.0,CHI,running,,,White,C. White,,,,,1.76,Made,,11.0,L. Ball,1628366.0,4.0,,,,,,,,,,,,,
191,PT08M54.00S,2021-11-27T00:44:10.2Z,2,REGULAR,turnover,bad pass,[],1630181,,,1610612753,27,38,2021-11-27T00:44:14Z,1840000,,,0,,R. Hampton bad pass TURNOVER (1 TO),"[1630181, 1627936]",1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,1.0,Caruso,1627936.0,,
192,PT08M54.00S,2021-11-27T00:44:10.2Z,2,REGULAR,steal,,[],1627936,,,1610612741,27,38,2021-11-27T00:44:12Z,1850000,,,0,,A. Caruso STEAL (2 STL),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,
193,PT08M50.00S,2021-11-27T00:44:14.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627936,5.601182654402102,45.83333333333333,1610612741,27,40,2021-11-27T00:44:21Z,1860000,21.0,0.0,1,left,A. Caruso running Layup (4 PTS),[1627936],1610612741.0,CHI,running,,,Caruso,A. Caruso,,,,,2.08,Made,,4.0,,,,,,,,,,,,,,,,
194,PT08M26.00S,2021-11-27T00:44:38.4Z,2,REGULAR,3pt,Jump Shot,[],203082,73.40670170827858,16.666666666666664,1610612753,27,40,2021-11-27T00:49:32Z,1870000,-167.0,197.0,1,right,MISS T. Ross 25' pullup 3PT,[203082],1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,25.84,Missed,,,,,,,,,,,,,,,,,,
195,PT08M21.00S,2021-11-27T00:44:44.0Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,27,40,2021-11-27T00:44:44Z,1880000,,,0,,N. Vucevic REBOUND (Off:0 Def:3),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,194.0,,,,,3.0,3.0,0.0,,,,,,,,,,
196,PT08M18.00S,2021-11-27T00:44:46.4Z,2,REGULAR,3pt,Jump Shot,[],1629632,32.40801576872536,27.941176470588236,1610612741,27,43,2021-11-27T00:44:54Z,1890000,110.0,252.0,1,left,C. White 27' 3PT  (14 PTS) (A. Caruso 1 AST),"[1629632, 1627936]",1610612741.0,CHI,,,,White,C. White,,,,,27.52,Made,,14.0,A. Caruso,1627936.0,1.0,,,,,,,,,,,,,
198,PT08M18.00S,2021-11-27T00:45:04.0Z,2,REGULAR,timeout,full,['team'],0,,,1610612753,27,43,2021-11-27T00:45:04Z,1910000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M18.00S,2021-11-27T00:47:17.9Z,2,REGULAR,substitution,out,[],1629643,,,1610612753,27,43,2021-11-27T00:47:46Z,1920000,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M18.00S,2021-11-27T00:47:17.9Z,2,REGULAR,substitution,out,[],1630181,,,1610612753,27,43,2021-11-27T00:47:46Z,1930000,,,0,,SUB out: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M18.00S,2021-11-27T00:47:17.9Z,2,REGULAR,substitution,out,[],203082,,,1610612753,27,43,2021-11-27T00:47:46Z,1940000,,,0,,SUB out: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M18.00S,2021-11-27T00:47:17.9Z,2,REGULAR,substitution,out,[],1627936,,,1610612753,27,43,2021-11-27T00:47:46Z,1950000,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M18.00S,2021-11-27T00:47:17.9Z,2,REGULAR,substitution,in,[],203914,,,1610612753,27,43,2021-11-27T00:47:46Z,1960000,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M18.00S,2021-11-27T00:47:17.9Z,2,REGULAR,substitution,in,[],1630532,,,1610612753,27,43,2021-11-27T00:47:46Z,1970000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M18.00S,2021-11-27T00:47:17.9Z,2,REGULAR,substitution,in,[],1628976,,,1610612753,27,43,2021-11-27T00:47:46Z,1980000,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M18.00S,2021-11-27T00:47:17.9Z,2,REGULAR,substitution,in,[],1630245,,,1610612753,27,43,2021-11-27T00:47:46Z,1990000,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M00.00S,2021-11-27T00:48:08.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,88.91261498028909,45.588235294117645,1610612753,29,43,2021-11-27T00:48:20Z,2000000,-22.0,52.0,1,right,F. Wagner cutting finger roll Layup (6 PTS) (J. Suggs 3 AST),"[1630532, 1630591]",1610612753.0,ORL,cutting finger roll,,,Wagner,F. Wagner,,,,,5.62,Made,,6.0,J. Suggs,1630591.0,3.0,,,,,,,,,,,,,
209,PT07M46.00S,2021-11-27T00:48:22.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,18.74178712220762,40.931372549019606,1610612741,29,43,2021-11-27T00:48:34Z,2020000,45.0,124.0,1,left,MISS D. DeRozan 13' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,13.17,Missed,,,,,,,,,,,,,,,,,,
210,PT07M44.00S,2021-11-27T00:48:24.0Z,2,REGULAR,rebound,defensive,[],1630532,,,1610612753,29,43,2021-11-27T00:48:34Z,2030000,,,0,,F. Wagner REBOUND (Off:0 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,209.0,,,,,2.0,2.0,0.0,,,,,,,,,,
211,PT07M35.00S,2021-11-27T00:48:34.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630591,88.25558475689881,49.26470588235294,1610612753,31,43,2021-11-27T00:48:51Z,2040000,-4.0,58.0,1,right,J. Suggs Jump Shot (4 PTS),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,5.8,Made,,4.0,,,,,,,,,,,,,,,,
212,PT07M08.00S,2021-11-27T00:49:00.1Z,2,REGULAR,2pt,Jump Shot,[],202696,7.046649145860711,12.009803921568627,1610612741,31,45,2021-11-27T00:51:05Z,2050000,190.0,14.0,1,left,N. Vucevic 19' Jump Shot (4 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,19.05,Made,,4.0,,,,,,,,,,,,,,,,
213,PT06M55.00S,2021-11-27T00:49:15.7Z,2,REGULAR,foul,personal,['2freethrow'],1628366,,,1610612753,31,45,2021-11-27T00:49:36Z,2060000,,,0,,L. Ball shooting personal FOUL (2 PF) (Suggs 2 FT),"[1628366, 1630591]",1610612741.0,CHI,shooting,,,Ball,L. Ball,,,,,,,,,,,,,,,1628168.0,2.0,0.0,Suggs,1630591.0,,,,,
215,PT06M55.00S,2021-11-27T00:49:44.0Z,2,REGULAR,freethrow,1 of 2,[],1630591,,,1610612753,32,45,2021-11-27T00:49:44Z,2080000,,,0,,J. Suggs Free Throw 1 of 2 (5 PTS),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,Made,,5.0,,,,,,,,,,,,,,,,
216,PT06M55.00S,2021-11-27T00:49:45.1Z,2,REGULAR,substitution,out,[],1629632,,,1610612753,32,45,2021-11-27T00:50:00Z,2090000,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,
217,PT06M55.00S,2021-11-27T00:49:45.1Z,2,REGULAR,substitution,out,[],201942,,,1610612753,32,45,2021-11-27T00:50:00Z,2100000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,
218,PT06M55.00S,2021-11-27T00:49:45.1Z,2,REGULAR,substitution,in,[],203897,,,1610612753,32,45,2021-11-27T00:50:00Z,2110000,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,
219,PT06M55.00S,2021-11-27T00:49:45.1Z,2,REGULAR,substitution,in,[],1629750,,,1610612753,32,45,2021-11-27T00:50:00Z,2120000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M55.00S,2021-11-27T00:50:02.4Z,2,REGULAR,freethrow,2 of 2,[],1630591,,,1610612753,33,45,2021-11-27T00:50:02Z,2130000,,,0,,J. Suggs Free Throw 2 of 2 (6 PTS),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,Made,,6.0,,,,,,,,,,,,,,,,
221,PT06M36.00S,2021-11-27T00:50:22.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629750,10.33180026281209,48.77450980392157,1610612741,33,45,2021-11-27T00:52:07Z,2140000,6.0,45.0,1,left,MISS J. Green driving Layup,[1629750],1610612741.0,CHI,driving,,,Green,J. Green,,,,,4.5,Missed,,,,,,,,,,,,,,,,,,
222,PT06M32.00S,2021-11-27T00:50:26.7Z,2,REGULAR,rebound,offensive,[],202696,,,1610612741,33,45,2021-11-27T00:50:26Z,2150000,,,0,,N. Vucevic REBOUND (Off:1 Def:3),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,221.0,,,,,4.0,3.0,1.0,,,,,,,,,,
223,PT06M32.00S,2021-11-27T00:50:26.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202696,5.590000152587891,50.0,1610612741,33,45,2021-11-27T00:50:26Z,2160000,0.0,0.0,1,left,MISS N. Vucevic tip Layup,[202696],1610612741.0,CHI,tip,,,Vucevic,N. Vucevic,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
224,PT06M32.00S,2021-11-27T00:50:27.5Z,2,REGULAR,rebound,defensive,[],1628964,,,1610612753,33,45,2021-11-27T00:50:27Z,2170000,,,0,,M. Bamba REBOUND (Off:1 Def:3),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,223.0,,,,,4.0,3.0,1.0,,,,,,,,,,
225,PT06M31.00S,2021-11-27T00:50:28.3Z,2,REGULAR,turnover,bad pass,[],1628964,,,1610612753,33,45,2021-11-27T00:50:36Z,2180000,,,0,,M. Bamba bad pass TURNOVER (1 TO),"[1628964, 1628366]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,1.0,Ball,1628366.0,,
226,PT06M31.00S,2021-11-27T00:50:28.3Z,2,REGULAR,steal,,[],1628366,,,1610612741,33,45,2021-11-27T00:50:30Z,2190000,,,0,,L. Ball STEAL (2 STL),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M25.00S,2021-11-27T00:50:33.8Z,2,REGULAR,turnover,bad pass,[],1629750,,,1610612741,33,45,2021-11-27T00:50:40Z,2200000,,,0,,J. Green bad pass TURNOVER (1 TO),"[1629750, 1630591]",1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,1.0,Suggs,1630591.0,,
228,PT06M25.00S,2021-11-27T00:50:33.8Z,2,REGULAR,steal,,[],1630591,,,1610612753,33,45,2021-11-27T01:13:52Z,2210000,,,0,,J. Suggs STEAL (2 STL),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M14.00S,2021-11-27T00:50:44.9Z,2,REGULAR,turnover,lost ball,[],1628964,,,1610612753,33,45,2021-11-27T00:50:48Z,2220000,,,0,,M. Bamba lost ball TURNOVER (2 TO),"[1628964, 1628366]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,2.0,Ball,1628366.0,,
230,PT06M14.00S,2021-11-27T00:50:44.9Z,2,REGULAR,steal,,[],1628366,,,1610612741,33,45,2021-11-27T00:50:46Z,2230000,,,0,,L. Ball STEAL (3 STL),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M01.00S,2021-11-27T00:50:57.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203897,33.196452036793694,49.01960784313725,1610612741,33,45,2021-11-27T00:51:02Z,2240000,5.0,260.0,1,left,MISS Z. LaVine 25' pullup 3PT,[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,25.95,Missed,,,,,,,,,,,,,,,,,,
232,PT05M58.00S,2021-11-27T00:51:00.7Z,2,REGULAR,rebound,defensive,[],1630591,,,1610612753,33,45,2021-11-27T00:51:02Z,2250000,,,0,,J. Suggs REBOUND (Off:0 Def:3),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,231.0,,,,,3.0,3.0,0.0,,,,,,,,,,
233,PT05M41.00S,2021-11-27T00:51:17.9Z,2,REGULAR,3pt,Jump Shot,[],1630591,93.9060446780552,2.450980392156863,1610612753,36,45,2021-11-27T00:51:22Z,2260000,-238.0,5.0,1,right,J. Suggs 3PT  (9 PTS) (G. Harris 3 AST),"[1630591, 203914]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,23.77,Made,,9.0,G. Harris,203914.0,3.0,,,,,,,,,,,,,
235,PT05M27.00S,2021-11-27T00:51:34.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202696,5.863994743758213,54.65686274509803,1610612741,36,47,2021-11-27T00:51:43Z,2280000,-23.0,3.0,1,left,N. Vucevic driving Layup (6 PTS) (Z. LaVine 1 AST),"[202696, 203897]",1610612741.0,CHI,driving,,,Vucevic,N. Vucevic,,,,,2.34,Made,,6.0,Z. LaVine,203897.0,1.0,,,,,,,,,,,,,
236,PT05M27.00S,2021-11-27T00:51:45.8Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628964,,,1610612741,36,47,2021-11-27T00:51:58Z,2290000,,,0,,M. Bamba shooting personal FOUL (1 PF) (Vucevic 1 FT),"[1628964, 202696]",1610612753.0,ORL,shooting,,,Bamba,M. Bamba,,,,,,,,,,,,,,,1628168.0,1.0,0.0,Vucevic,202696.0,,,,,
239,PT05M27.00S,2021-11-27T00:52:10.9Z,2,REGULAR,freethrow,1 of 1,[],202696,,,1610612741,36,47,2021-11-27T00:52:14Z,2310000,,,0,,MISS N. Vucevic Free Throw 1 of 1,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,Missed,,,,,,,,,,,,,,,,,,
240,PT05M25.00S,2021-11-27T00:52:12.9Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,36,47,2021-11-27T00:52:14Z,2320000,,,0,,W. Carter Jr. REBOUND (Off:0 Def:6),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,239.0,,,,,6.0,6.0,0.0,,,,,,,,,,
241,PT05M19.00S,2021-11-27T00:52:21.2Z,2,REGULAR,foul,personal,[],1629750,,,1610612753,36,47,2021-11-27T00:52:30Z,2330000,,,0,,J. Green personal FOUL (2 PF),"[1629750, 1630591]",1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,201246.0,2.0,0.0,Suggs,1630591.0,,,,,
243,PT05M19.00S,2021-11-27T00:52:33.8Z,2,REGULAR,substitution,out,[],202696,,,1610612753,36,47,2021-11-27T00:52:43Z,2350000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M19.00S,2021-11-27T00:52:33.8Z,2,REGULAR,substitution,in,[],1627884,,,1610612753,36,47,2021-11-27T00:52:43Z,2360000,,,0,,SUB in: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M14.00S,2021-11-27T00:53:11.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,36,47,2021-11-27T00:53:11Z,2370000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT05M04.00S,2021-11-27T00:53:28.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,91.5407358738502,44.85294117647059,1610612753,38,47,2021-11-27T00:53:33Z,2380000,-26.0,27.0,1,right,J. Suggs driving Layup (11 PTS) (M. Bamba 1 AST),"[1630591, 1628964]",1610612753.0,ORL,driving,,,Suggs,J. Suggs,,,,,3.73,Made,,11.0,M. Bamba,1628964.0,1.0,,,,,,,,,,,,,
247,PT04M55.00S,2021-11-27T00:53:36.8Z,2,REGULAR,3pt,Jump Shot,[],1628366,23.340998685939553,87.74509803921569,1610612741,38,50,2021-11-27T00:53:41Z,2390000,-189.0,167.0,1,left,L. Ball 25' 3PT  (10 PTS) (A. Dosunmu 1 AST),"[1628366, 1630245]",1610612741.0,CHI,,,,Ball,L. Ball,,,,,25.19,Made,,10.0,A. Dosunmu,1630245.0,1.0,,,,,,,,,,,,,
249,PT04M39.00S,2021-11-27T00:53:53.2Z,2,REGULAR,3pt,Jump Shot,[],1630591,77.61169513797634,8.333333333333332,1610612753,38,50,2021-11-27T00:54:02Z,2410000,-208.0,158.0,1,right,MISS J. Suggs 26' 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,26.14,Missed,,,,,,,,,,,,,,,,,,
250,PT04M38.00S,2021-11-27T00:53:54.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612741,38,50,2021-11-27T00:54:02Z,2420000,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,249.0,,,,,,,,,,,,,,,,,
251,PT04M24.00S,2021-11-27T00:54:16.3Z,2,REGULAR,3pt,Jump Shot,[],1629750,13.485545335085414,2.450980392156863,1610612741,38,50,2021-11-27T00:54:20Z,2430000,238.0,74.0,1,left,MISS J. Green 24' 3PT,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,24.9,Missed,,,,,,,,,,,,,,,,,,
252,PT04M21.00S,2021-11-27T00:54:19.3Z,2,REGULAR,rebound,defensive,[],1630532,,,1610612753,38,50,2021-11-27T00:54:20Z,2440000,,,0,,F. Wagner REBOUND (Off:0 Def:3),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,251.0,,,,,3.0,3.0,0.0,,,,,,,,,,
253,PT04M06.00S,2021-11-27T00:54:34.3Z,2,REGULAR,3pt,Jump Shot,[],1630532,66.5735873850197,45.588235294117645,1610612753,38,50,2021-11-27T00:54:39Z,2450000,-22.0,262.0,1,right,MISS F. Wagner 26' step back 3PT,[1630532],1610612753.0,ORL,step back,,,Wagner,F. Wagner,,,,,26.26,Missed,,,,,,,,,,,,,,,,,,
254,PT04M02.00S,2021-11-27T00:54:38.3Z,2,REGULAR,rebound,defensive,[],1629750,,,1610612741,38,50,2021-11-27T00:54:39Z,2460000,,,0,,J. Green REBOUND (Off:1 Def:3),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,253.0,,,,,4.0,3.0,1.0,,,,,,,,,,
255,PT03M55.00S,2021-11-27T00:54:43.9Z,2,REGULAR,2pt,Jump Shot,[],203897,26.888961892247043,57.59803921568627,1610612741,38,52,2021-11-27T00:54:49Z,2470000,-38.0,200.0,1,left,Z. LaVine 20' step back Jump Shot (14 PTS) (A. Dosunmu 2 AST),"[203897, 1630245]",1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,20.39,Made,,14.0,A. Dosunmu,1630245.0,2.0,,,,,,,,,,,,,
256,PT03M42.00S,2021-11-27T00:54:57.1Z,2,REGULAR,3pt,Jump Shot,[],1630591,68.41327201051249,70.34313725490196,1610612753,38,52,2021-11-27T00:55:03Z,2480000,102.0,244.0,1,right,MISS J. Suggs 26' pullup 3PT,[1630591],1610612753.0,ORL,pullup,,,Suggs,J. Suggs,,,,,26.47,Missed,,,,,,,,,,,,,,,,,,
257,PT03M40.00S,2021-11-27T00:54:59.1Z,2,REGULAR,rebound,defensive,[],1629750,,,1610612741,38,52,2021-11-27T00:55:03Z,2490000,,,0,,J. Green REBOUND (Off:1 Def:4),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,256.0,,,,,5.0,4.0,1.0,,,,,,,,,,
258,PT03M33.00S,2021-11-27T00:55:08.2Z,2,REGULAR,turnover,out-of-bounds,[],1629750,,,1610612741,38,52,2021-11-27T00:55:18Z,2500000,,,0,,J. Green bad pass out-of-bounds TURNOVER (2 TO),[1629750],1610612741.0,CHI,bad pass,,,Green,J. Green,,,,,,,,,,,,,,,2715.0,,,,,2.0,,,,
259,PT03M33.00S,2021-11-27T00:55:16.2Z,2,REGULAR,substitution,out,[],1630245,,,1610612753,38,52,2021-11-27T00:55:39Z,2510000,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,
260,PT03M33.00S,2021-11-27T00:55:16.2Z,2,REGULAR,substitution,out,[],1629750,,,1610612753,38,52,2021-11-27T00:55:39Z,2520000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
261,PT03M33.00S,2021-11-27T00:55:16.2Z,2,REGULAR,substitution,in,[],1627936,,,1610612753,38,52,2021-11-27T00:55:39Z,2530000,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,
262,PT03M33.00S,2021-11-27T00:55:16.2Z,2,REGULAR,substitution,in,[],201942,,,1610612753,38,52,2021-11-27T00:55:39Z,2540000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,
263,PT03M19.00S,2021-11-27T00:55:49.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628976,66.96780551905388,26.96078431372549,1610612753,38,52,2021-11-27T00:55:55Z,2550000,-115.0,258.0,1,right,MISS W. Carter Jr. 28' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,28.26,Missed,,,,,,,,,,,,,,,,,,
264,PT03M17.00S,2021-11-27T00:55:51.8Z,2,REGULAR,rebound,defensive,[],203897,,,1610612741,38,52,2021-11-27T00:55:55Z,2560000,,,0,,Z. LaVine REBOUND (Off:0 Def:3),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,263.0,,,,,3.0,3.0,0.0,,,,,,,,,,
319,PT03M06.00S,2021-11-27T00:55:58.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627884,13.058475689881732,52.205882352941174,1610612741,38,52,2021-11-27T01:16:28Z,2565000,-11.0,70.0,1,left,MISS D. Jones Jr. 7' driving Layup - blocked,"[1627884, 1630532]",1610612741.0,CHI,driving,,,Jones Jr.,D. Jones Jr.,,,,,7.11,Missed,,,,,,,,,,,,,,,,,Wagner,1630532.0
