actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
260,PT05M19.00S,2021-11-07T23:50:51.5Z,2,REGULAR,block,,[],202355,,,1610612753,38,31,2021-11-07T23:50:53Z,2580000,,,0,,H. Whiteside BLOCK (1 BLK),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
261,PT05M19.00S,2021-11-07T23:50:51.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612753,38,31,2021-11-07T23:51:02Z,2590000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,259.0,,,,,,,,,,
262,PT05M19.00S,2021-11-07T23:51:01.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,38,31,2021-11-07T23:54:35Z,2600000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT05M12.00S,2021-11-07T23:51:22.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630175,86.67871222076215,54.65686274509803,1610612753,40,31,2021-11-07T23:51:31Z,2610000,23.0,73.0,1,right,C. Anthony 7' driving floating Jump Shot (9 PTS) (W. Carter Jr. 2 AST),"[1630175, 1628976]",1610612753.0,ORL,driving floating,,,Anthony,C. Anthony,,,,,7.63,Made,9.0,W. Carter Jr.,1628976.0,2.0,,,,,,,,,,,,,,
265,PT04M43.00S,2021-11-07T23:51:50.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202355,7.440867279894875,46.568627450980394,1610612762,40,33,2021-11-07T23:52:03Z,2630000,17.0,17.0,1,left,H. Whiteside Layup (7 PTS),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,2.45,Made,7.0,,,,,,,,,,,,,,,,,
267,PT04M27.00S,2021-11-07T23:52:07.1Z,2,REGULAR,3pt,Jump Shot,[],1628976,77.34888304862024,11.76470588235294,1610612753,43,33,2021-11-07T23:52:12Z,2650000,-191.0,160.0,1,right,W. Carter Jr. 24' 3PT  (11 PTS) (T. Ross 2 AST),"[1628976, 203082]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,24.96,Made,11.0,T. Ross,203082.0,2.0,,,,,,,,,,,,,,
269,PT04M19.00S,2021-11-07T23:52:17.9Z,2,REGULAR,foul,offensive,[],1626220,,,1610612762,43,33,2021-11-07T23:52:31Z,2670000,,,0,,R. O'Neale off-the-ball offensive FOUL (1 PF),"[1626220, 1630181]",1610612762.0,UTA,off-the-ball,,,O'Neale,R. O'Neale,,,,,,,,,,,202037.0,,,,,,,1.0,0.0,Hampton,1630181.0,,,
271,PT04M19.00S,2021-11-07T23:52:17.9Z,2,REGULAR,turnover,offensive foul,[],1626220,,,1610612762,43,33,2021-11-07T23:52:17Z,2690000,,,0,,R. O'Neale offensive foul TURNOVER (2 TO),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,202037.0,,,,,,,,,,,2.0,,
272,PT04M19.00S,2021-11-07T23:52:31.0Z,2,REGULAR,substitution,out,[],1630181,,,1610612753,43,33,2021-11-07T23:52:55Z,2700000,,,0,,SUB out: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,
273,PT04M19.00S,2021-11-07T23:52:31.0Z,2,REGULAR,substitution,out,[],203903,,,1610612753,43,33,2021-11-07T23:52:55Z,2710000,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,
274,PT04M19.00S,2021-11-07T23:52:31.0Z,2,REGULAR,substitution,out,[],202355,,,1610612753,43,33,2021-11-07T23:52:55Z,2720000,,,0,,SUB out: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
275,PT04M19.00S,2021-11-07T23:52:31.0Z,2,REGULAR,substitution,in,[],203914,,,1610612753,43,33,2021-11-07T23:52:55Z,2730000,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,
276,PT04M19.00S,2021-11-07T23:52:31.0Z,2,REGULAR,substitution,in,[],203497,,,1610612753,43,33,2021-11-07T23:52:55Z,2740000,,,0,,SUB in: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
277,PT04M19.00S,2021-11-07T23:52:31.0Z,2,REGULAR,substitution,in,[],204060,,,1610612753,43,33,2021-11-07T23:52:55Z,2750000,,,0,,SUB in: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,
278,PT04M09.00S,2021-11-07T23:52:58.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630532,89.17542706964521,58.08823529411765,1610612753,43,33,2021-11-07T23:53:03Z,2760000,40.0,49.0,1,right,MISS F. Wagner 6' driving Layup,[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,6.37,Missed,,,,,,,,,,,,,,,,,,
279,PT04M06.00S,2021-11-07T23:53:00.7Z,2,REGULAR,rebound,defensive,[],1626220,,,1610612762,43,33,2021-11-07T23:53:00Z,2770000,,,0,,R. O'Neale REBOUND (Off:0 Def:3),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,278.0,3.0,3.0,0.0,,,,,,,
280,PT03M54.00S,2021-11-07T23:53:13.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,11.645860709592641,43.13725490196079,1610612762,43,33,2021-11-07T23:53:21Z,2780000,34.0,57.0,1,left,MISS B. Bogdanovic 6' turnaround Shot - blocked,"[202711, 1630175]",1610612762.0,UTA,turnaround,,,Bogdanovic,B. Bogdanovic,,,,,6.65,Missed,,,,,,Anthony,1630175.0,,,,,,,,,,,
281,PT03M54.00S,2021-11-07T23:53:13.2Z,2,REGULAR,block,,[],1630175,,,1610612762,43,33,2021-11-07T23:53:15Z,2790000,,,0,,C. Anthony BLOCK (2 BLK),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
282,PT03M53.00S,2021-11-07T23:53:14.2Z,2,REGULAR,rebound,offensive,[],204060,,,1610612762,43,33,2021-11-07T23:53:21Z,2800000,,,0,,J. Ingles REBOUND (Off:1 Def:1),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,280.0,2.0,1.0,1.0,,,,,,,
283,PT03M53.00S,2021-11-07T23:53:21.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628976,,,1610612762,43,33,2021-11-07T23:53:43Z,2810000,,,0,,W. Carter Jr. shooting personal FOUL (2 PF) (Gobert 2 FT),"[1628976, 203497]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,202056.0,,,,,,,2.0,0.0,Gobert,203497.0,,,
285,PT03M53.00S,2021-11-07T23:53:51.9Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203497,,,1610612762,43,34,2021-11-07T23:53:51Z,2830000,,,0,,R. Gobert Free Throw 1 of 2 (7 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
286,PT03M53.00S,2021-11-07T23:54:12.3Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203497,,,1610612762,43,35,2021-11-07T23:54:12Z,2840000,,,0,,R. Gobert Free Throw 2 of 2 (8 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
287,PT03M41.00S,2021-11-07T23:54:25.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203082,89.04402102496715,42.8921568627451,1610612753,43,35,2021-11-07T23:54:33Z,2850000,-36.0,50.0,1,right,MISS T. Ross 6' driving Layup,[203082],1610612753.0,ORL,driving,,,Ross,T. Ross,,,,,6.17,Missed,,,,,,,,,,,,,,,,,,
288,PT03M33.00S,2021-11-07T23:54:32.0Z,2,REGULAR,rebound,offensive,[],1628976,,,1610612753,43,35,2021-11-07T23:54:32Z,2860000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:6),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,287.0,7.0,6.0,1.0,,,,,,,
289,PT03M33.00S,2021-11-07T23:54:32.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628976,94.40999984741211,50.0,1610612753,45,35,2021-11-07T23:54:32Z,2870000,0.0,0.0,1,right,W. Carter Jr. tip Layup (13 PTS),[1628976],1610612753.0,ORL,tip,,,Carter Jr.,W. Carter Jr.,,,,,0.0,Made,13.0,,,,,,,,,,,,,,,,,
290,PT03M23.00S,2021-11-07T23:54:41.9Z,2,REGULAR,3pt,Jump Shot,[],1628378,33.459264126149804,37.99019607843137,1610612762,45,35,2021-11-07T23:54:50Z,2880000,60.0,262.0,1,left,MISS D. Mitchell 26' 3PT,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,26.88,Missed,,,,,,,,,,,,,,,,,,
291,PT03M19.00S,2021-11-07T23:54:45.9Z,2,REGULAR,rebound,offensive,[],203497,,,1610612762,45,35,2021-11-07T23:54:50Z,2890000,,,0,,R. Gobert REBOUND (Off:4 Def:4),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,290.0,8.0,4.0,4.0,,,,,,,
292,PT03M16.00S,2021-11-07T23:54:50.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203497,12.959921156373195,64.4607843137255,1610612762,45,37,2021-11-07T23:54:55Z,2900000,-72.0,69.0,1,left,R. Gobert 10' pullup Jump Shot (10 PTS),[203497],1610612762.0,UTA,pullup,,,Gobert,R. Gobert,,,,,10.01,Made,10.0,,,,,,,,,,,,,,,,,
293,PT02M59.00S,2021-11-07T23:55:06.2Z,2,REGULAR,2pt,Jump Shot,[],203082,81.8166885676741,19.362745098039216,1610612753,45,37,2021-11-07T23:55:11Z,2910000,-153.0,118.0,1,right,MISS T. Ross 19' pullup Shot,[203082],1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,19.36,Missed,,,,,,,,,,,,,,,,,,
294,PT02M56.00S,2021-11-07T23:55:09.2Z,2,REGULAR,rebound,defensive,[],204060,,,1610612762,45,37,2021-11-07T23:56:06Z,2920000,,,0,,J. Ingles REBOUND (Off:1 Def:2),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,293.0,3.0,2.0,1.0,,,,,,,
295,PT02M51.00S,2021-11-07T23:55:15.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628378,8.886333771353483,43.13725490196079,1610612762,45,39,2021-11-07T23:55:23Z,2930000,34.0,31.0,1,left,D. Mitchell running Layup (8 PTS),[1628378],1610612762.0,UTA,running,,,Mitchell,D. Mitchell,,,,,4.62,Made,8.0,,,,,,,,,,,,,,,,,
296,PT02M51.00S,2021-11-07T23:55:27.1Z,2,REGULAR,timeout,full,['team'],0,,,1610612753,45,39,2021-11-07T23:55:27Z,2940000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT02M51.00S,2021-11-07T23:55:28.6Z,2,REGULAR,substitution,out,[],1628976,,,1610612753,45,39,2021-11-07T23:58:05Z,2950000,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
298,PT02M51.00S,2021-11-07T23:55:28.6Z,2,REGULAR,substitution,out,[],1630175,,,1610612753,45,39,2021-11-07T23:58:05Z,2960000,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
299,PT02M51.00S,2021-11-07T23:55:28.6Z,2,REGULAR,substitution,in,[],1629021,,,1610612753,45,39,2021-11-07T23:58:05Z,2970000,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
300,PT02M51.00S,2021-11-07T23:55:28.6Z,2,REGULAR,substitution,in,[],1630591,,,1610612753,45,39,2021-11-07T23:58:05Z,2980000,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,
303,PT02M39.00S,2021-11-07T23:58:30.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203914,91.40932982917214,55.392156862745104,1610612753,45,39,2021-11-07T23:58:41Z,2990000,27.0,28.0,1,right,MISS G. Harris driving Layup - blocked,"[203914, 203497]",1610612753.0,ORL,driving,,,Harris,G. Harris,,,,,3.91,Missed,,,,,,Gobert,203497.0,,,,,,,,,,,
304,PT02M39.00S,2021-11-07T23:58:30.2Z,2,REGULAR,block,,[],203497,,,1610612753,45,39,2021-11-07T23:58:32Z,3000000,,,0,,R. Gobert BLOCK (1 BLK),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
305,PT02M36.00S,2021-11-07T23:58:33.2Z,2,REGULAR,rebound,defensive,[],1626220,,,1610612762,45,39,2021-11-08T00:06:39Z,3010000,,,0,,R. O'Neale REBOUND (Off:0 Def:4),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,303.0,4.0,4.0,0.0,,,,,,,
306,PT02M33.00S,2021-11-07T23:58:36.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626220,34.773324572930356,46.568627450980394,1610612762,45,42,2021-11-07T23:58:49Z,3020000,17.0,274.0,1,left,R. O'Neale 27' 3PT running pullup (3 PTS) (J. Ingles 1 AST),"[1626220, 204060]",1610612762.0,UTA,running pullup,,,O'Neale,R. O'Neale,,,,,27.49,Made,3.0,J. Ingles,204060.0,1.0,,,,,,,,,,,,,,
308,PT02M18.00S,2021-11-07T23:58:52.6Z,2,REGULAR,turnover,bad pass,[],203082,,,1610612753,45,42,2021-11-07T23:58:58Z,3040000,,,0,,T. Ross bad pass TURNOVER (1 TO),"[203082, 203497]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,1.0,Gobert,203497.0
309,PT02M18.00S,2021-11-07T23:58:52.6Z,2,REGULAR,steal,,[],203497,,,1610612762,45,42,2021-11-08T00:07:58Z,3050000,,,0,,R. Gobert STEAL (2 STL),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
310,PT02M14.00S,2021-11-07T23:58:56.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202711,6.783837056504599,44.11764705882353,1610612762,45,44,2021-11-07T23:59:08Z,3060000,29.0,11.0,1,left,B. Bogdanovic running Layup (4 PTS) (D. Mitchell 4 AST),"[202711, 1628378]",1610612762.0,UTA,running,,,Bogdanovic,B. Bogdanovic,,,,,3.15,Made,4.0,D. Mitchell,1628378.0,4.0,,,,,,,,,,,,,,
312,PT02M02.00S,2021-11-07T23:59:09.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203082,92.85479632063075,55.88235294117647,1610612753,47,44,2021-11-07T23:59:18Z,3080000,29.0,15.0,1,right,T. Ross driving Layup (4 PTS) (J. Suggs 2 AST),"[203082, 1630591]",1610612753.0,ORL,driving,,,Ross,T. Ross,,,,,3.29,Made,4.0,J. Suggs,1630591.0,2.0,,,,,,,,,,,,,,
313,PT02M02.00S,2021-11-07T23:59:14.0Z,2,REGULAR,foul,personal,['1freethrow'],1626220,,,1610612753,47,44,2021-11-07T23:59:23Z,3090000,,,0,,R. O'Neale shooting personal FOUL (2 PF) (Ross 1 FT),"[1626220, 203082]",1610612762.0,UTA,shooting,,,O'Neale,R. O'Neale,,,,,,,,,,,202056.0,,,,,,,2.0,0.0,Ross,203082.0,,,
315,PT02M02.00S,2021-11-07T23:59:48.2Z,2,REGULAR,freethrow,1 of 1,[],203082,,,1610612753,47,44,2021-11-07T23:59:59Z,3110000,,,0,,MISS T. Ross Free Throw 1 of 1,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,Missed,,,,,,,,,,,,,,,,,,
316,PT01M59.00S,2021-11-07T23:59:51.2Z,2,REGULAR,rebound,defensive,[],203497,,,1610612762,47,44,2021-11-07T23:59:59Z,3120000,,,0,,R. Gobert REBOUND (Off:4 Def:5),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,315.0,9.0,5.0,4.0,,,,,,,
317,PT01M48.00S,2021-11-08T00:00:03.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629021,,,1610612762,47,44,2021-11-08T00:00:14Z,3130000,,,0,,M. Wagner shooting personal FOUL (1 PF) (Gobert 2 FT),"[1629021, 203497]",1610612753.0,ORL,shooting,,,Wagner,M. Wagner,,,,,,,,,,,202037.0,,,,,,,1.0,0.0,Gobert,203497.0,,,
319,PT01M48.00S,2021-11-08T00:00:39.7Z,2,REGULAR,freethrow,1 of 2,[],203497,,,1610612762,47,45,2021-11-08T00:01:07Z,3150000,,,0,,R. Gobert Free Throw 1 of 2 (11 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
321,PT01M48.00S,2021-11-08T00:00:39.7Z,2,REGULAR,freethrow,2 of 2,[],203497,,,1610612762,47,45,2021-11-08T00:01:07Z,3160000,,,0,,MISS R. Gobert Free Throw 2 of 2,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,Missed,,,,,,,,,,,,,,,,,,
322,PT01M46.00S,2021-11-08T00:00:41.7Z,2,REGULAR,rebound,defensive,[],1629021,,,1610612753,47,45,2021-11-08T00:01:07Z,3170000,,,0,,M. Wagner REBOUND (Off:0 Def:1),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,321.0,1.0,1.0,0.0,,,,,,,
323,PT01M38.00S,2021-11-08T00:01:10.3Z,2,REGULAR,3pt,Jump Shot,[],1629021,65.1281208935611,43.13725490196079,1610612753,50,45,2021-11-08T00:01:16Z,3180000,-34.0,275.0,1,right,M. Wagner 27' 3PT  (3 PTS) (J. Suggs 3 AST),"[1629021, 1630591]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,27.74,Made,3.0,J. Suggs,1630591.0,3.0,,,,,,,,,,,,,,
325,PT01M20.00S,2021-11-08T00:01:31.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626220,8.754927726675426,57.59803921568627,1610612762,50,47,2021-11-08T00:02:03Z,3200000,-38.0,30.0,1,left,R. O'Neale driving Layup (5 PTS) (D. Mitchell 5 AST),"[1626220, 1628378]",1610612762.0,UTA,driving,,,O'Neale,R. O'Neale,,,,,4.83,Made,5.0,D. Mitchell,1628378.0,5.0,,,,,,,,,,,,,,
326,PT01M20.00S,2021-11-08T00:01:34.3Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630532,,,1610612762,50,47,2021-11-08T00:01:53Z,3210000,,,0,,F. Wagner shooting personal FOUL (1 PF) (O'Neale 1 FT),"[1630532, 1626220]",1610612753.0,ORL,shooting,,,Wagner,F. Wagner,,,,,,,,,,,2004.0,,,,,,,1.0,0.0,O'Neale,1626220.0,,,
328,PT01M20.00S,2021-11-08T00:01:57.4Z,2,REGULAR,freethrow,1 of 1,[],1626220,,,1610612762,50,48,2021-11-08T00:01:57Z,3230000,,,0,,R. O'Neale Free Throw 1 of 1 (6 PTS),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
329,PT01M06.00S,2021-11-08T00:02:14.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,91.5407358738502,63.725490196078425,1610612753,50,48,2021-11-08T00:02:23Z,3240000,69.0,27.0,1,right,MISS J. Suggs 7' driving reverse Layup - blocked,"[1630591, 203497]",1610612753.0,ORL,driving reverse,,,Suggs,J. Suggs,,,,,7.37,Missed,,,,,,Gobert,203497.0,,,,,,,,,,,
330,PT01M06.00S,2021-11-08T00:02:14.2Z,2,REGULAR,block,,[],203497,,,1610612753,50,48,2021-11-08T00:02:17Z,3250000,,,0,,R. Gobert BLOCK (2 BLK),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
331,PT01M06.00S,2021-11-08T00:02:14.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612753,50,48,2021-11-08T00:02:23Z,3260000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,329.0,,,,,,,,,,
332,PT01M06.00S,2021-11-08T00:02:19.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,50,48,2021-11-08T00:02:19Z,3270000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT01M02.00S,2021-11-08T00:02:35.3Z,2,REGULAR,foul,personal,[],1628378,,,1610612753,50,48,2021-11-08T00:02:40Z,3280000,,,0,,D. Mitchell personal FOUL (2 PF),"[1628378, 1630591]",1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,202037.0,,,,,,,2.0,0.0,Suggs,1630591.0,,,
335,PT00M59.20S,2021-11-08T00:03:03.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203082,66.17936925098554,40.19607843137255,1610612753,50,48,2021-11-08T00:03:11Z,3300000,-49.0,265.0,1,right,MISS T. Ross 26' pullup 3PT,[203082],1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,26.99,Missed,,,,,,,,,,,,,,,,,,
336,PT00M59.20S,2021-11-08T00:03:03.1Z,2,REGULAR,rebound,defensive,[],202711,,,1610612762,50,48,2021-11-08T00:03:11Z,3310000,,,0,,B. Bogdanovic REBOUND (Off:2 Def:1),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,335.0,3.0,1.0,2.0,,,,,,,
338,PT00M34.30S,2021-11-08T00:03:29.5Z,2,REGULAR,2pt,Jump Shot,[],1628378,5.601182654402102,21.568627450980394,1610612762,50,50,2021-11-08T00:03:36Z,3320000,142.0,0.0,1,left,D. Mitchell 14' turnaround Jump Shot (10 PTS),[1628378],1610612762.0,UTA,turnaround,,,Mitchell,D. Mitchell,,,,,14.22,Made,10.0,,,,,,,,,,,,,,,,,
339,PT00M24.00S,2021-11-08T00:03:41.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,90.09526938239159,41.911764705882355,1610612753,50,50,2021-11-08T00:03:48Z,3330000,-40.0,41.0,1,right,MISS J. Suggs driving Layup - blocked,"[1630591, 203497]",1610612753.0,ORL,driving,,,Suggs,J. Suggs,,,,,5.73,Missed,,,,,,Gobert,203497.0,,,,,,,,,,,
340,PT00M24.00S,2021-11-08T00:03:41.5Z,2,REGULAR,block,,[],203497,,,1610612753,50,50,2021-11-08T00:03:44Z,3340000,,,0,,R. Gobert BLOCK (3 BLK),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
341,PT00M18.80S,2021-11-08T00:03:46.7Z,2,REGULAR,rebound,defensive,[],1628378,,,1610612762,50,50,2021-11-08T00:03:48Z,3350000,,,0,,D. Mitchell REBOUND (Off:2 Def:3),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,339.0,5.0,3.0,2.0,,,,,,,
342,PT00M05.20S,2021-11-08T00:04:02.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630591,,,1610612762,50,50,2021-11-08T00:04:17Z,3360000,,,0,,J. Suggs personal FOUL (2 PF) (Mitchell 2 FT),"[1630591, 1628378]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,202037.0,,,,,,,2.0,0.0,Mitchell,1628378.0,,,
344,PT00M05.20S,2021-11-08T00:04:35.1Z,2,REGULAR,freethrow,1 of 2,[],1628378,,,1610612762,50,51,2021-11-08T00:04:35Z,3380000,,,0,,D. Mitchell Free Throw 1 of 2 (11 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
345,PT00M05.20S,2021-11-08T00:04:57.6Z,2,REGULAR,freethrow,2 of 2,[],1628378,,,1610612762,50,52,2021-11-08T00:04:57Z,3390000,,,0,,D. Mitchell Free Throw 2 of 2 (12 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
346,PT00M00.00S,2021-11-08T00:05:05.7Z,2,REGULAR,3pt,Jump Shot,[],203082,74.32654402102497,7.598039215686274,1610612753,50,52,2021-11-08T00:05:12Z,3400000,-212.0,189.0,1,right,MISS T. Ross 28' pullup 3PT,[203082],1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,28.39,Missed,,,,,,,,,,,,,,,,,,
347,PT00M00.00S,2021-11-08T00:05:05.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612753,50,52,2021-11-08T00:05:12Z,3410000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,346.0,,,,,,,,,,
348,PT00M00.00S,2021-11-08T00:05:10.9Z,2,REGULAR,period,end,[],0,,,1610612753,50,52,2021-11-08T00:05:10Z,3420000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2021-11-08T00:20:01.9Z,3,REGULAR,substitution,out,['startperiod'],203914,,,1610612753,50,52,2021-11-08T00:20:54Z,3430000,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2021-11-08T00:20:01.9Z,3,REGULAR,substitution,out,['startperiod'],203082,,,1610612753,50,52,2021-11-08T00:20:54Z,3440000,,,0,,SUB out: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,
352,PT12M00.00S,2021-11-08T00:20:01.9Z,3,REGULAR,substitution,out,['startperiod'],1629021,,,1610612753,50,52,2021-11-08T00:20:54Z,3450000,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2021-11-08T00:20:01.9Z,3,REGULAR,substitution,in,['startperiod'],1628976,,,1610612753,50,52,2021-11-08T00:20:54Z,3460000,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
