actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
457,PT02M57.00S,2021-11-11T01:39:02.3Z,3,REGULAR,2pt,Jump Shot,[],203082,75.50919842312747,31.127450980392158,1610612753,71,83,2021-11-11T01:39:08Z,4480000,-94.0,178.0,1,right,T. Ross 20' Jump Shot (14 PTS),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,20.12,Made,,,,,,,14.0,,,,,,,,
459,PT02M51.00S,2021-11-11T01:39:13.1Z,3,REGULAR,foul,personal,[],1629021,,,1610612751,71,83,2021-11-11T01:39:17Z,4500000,,,0,,M. Wagner personal FOUL (1 PF),"[1629021, 201935]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,1198.0,1.0,0.0,Harden,201935.0,,,
461,PT02M51.00S,2021-11-11T01:39:49.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,71,83,2021-11-11T01:39:49Z,4520000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT02M51.00S,2021-11-11T01:41:17.9Z,3,REGULAR,substitution,out,[],1628964,,,1610612751,71,83,2021-11-11T01:42:01Z,4530000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,
465,PT02M51.00S,2021-11-11T01:41:17.9Z,3,REGULAR,substitution,out,[],1630175,,,1610612751,71,83,2021-11-11T01:42:01Z,4540000,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
467,PT02M51.00S,2021-11-11T01:41:17.9Z,3,REGULAR,substitution,out,[],201935,,,1610612751,71,83,2021-11-11T01:42:01Z,4560000,,,0,,SUB out: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,
468,PT02M51.00S,2021-11-11T01:41:17.9Z,3,REGULAR,substitution,in,[],203914,,,1610612751,71,83,2021-11-11T01:42:01Z,4570000,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,
469,PT02M51.00S,2021-11-11T01:41:17.9Z,3,REGULAR,substitution,in,[],1630591,,,1610612751,71,83,2021-11-11T01:42:01Z,4580000,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,
471,PT02M51.00S,2021-11-11T01:41:17.9Z,3,REGULAR,substitution,in,[],1627761,,,1610612751,71,83,2021-11-11T01:42:01Z,4600000,,,0,,SUB in: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,
472,PT02M40.00S,2021-11-11T01:42:15.3Z,3,REGULAR,foul,personal,['3freethrow'],1629643,,,1610612751,71,83,2021-11-11T01:42:27Z,4610000,,,0,,C. Okeke shooting personal FOUL (3 PF) (Durant 3 FT),"[1629643, 201142]",1610612753.0,ORL,shooting,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,202049.0,3.0,0.0,Durant,201142.0,,,
474,PT02M40.00S,2021-11-11T01:42:49.5Z,3,REGULAR,freethrow,1 of 3,[],201142,,,1610612751,71,84,2021-11-11T01:43:31Z,4630000,,,0,,K. Durant Free Throw 1 of 3 (27 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,Made,,,,,,,27.0,,,,,,,,
476,PT02M40.00S,2021-11-11T01:42:49.5Z,3,REGULAR,freethrow,2 of 3,[],201142,,,1610612751,71,85,2021-11-11T01:43:31Z,4640000,,,0,,K. Durant Free Throw 2 of 3 (28 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,Made,,,,,,,28.0,,,,,,,,
477,PT02M40.00S,2021-11-11T01:43:06.1Z,3,REGULAR,substitution,out,[],203925,,,1610612751,71,85,2021-11-11T01:43:16Z,4650000,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,
478,PT02M40.00S,2021-11-11T01:43:06.1Z,3,REGULAR,substitution,in,[],1628975,,,1610612751,71,85,2021-11-11T01:43:16Z,4660000,,,0,,SUB in: J. Carter,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,
479,PT02M40.00S,2021-11-11T01:42:49.5Z,3,REGULAR,freethrow,3 of 3,[],201142,,,1610612751,71,85,2021-11-11T01:43:31Z,4670000,,,0,,MISS K. Durant Free Throw 3 of 3,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,Missed,,,,,,,,,,,,,,,
480,PT02M38.00S,2021-11-11T01:42:51.5Z,3,REGULAR,rebound,defensive,[],203082,,,1610612753,71,85,2021-11-11T01:43:31Z,4680000,,,0,,T. Ross REBOUND (Off:0 Def:3),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,479.0,3.0,3.0,0.0,,,,,,,,,,,
481,PT02M27.00S,2021-11-11T01:43:37.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203082,87.20433639947439,53.92156862745098,1610612753,73,85,2021-11-11T01:43:44Z,4690000,20.0,68.0,1,right,T. Ross 7' driving floating Jump Shot (16 PTS),[203082],1610612753.0,ORL,driving floating,,,Ross,T. Ross,,,,,,,,7.06,Made,,,,,,,16.0,,,,,,,,
482,PT02M06.00S,2021-11-11T01:43:58.5Z,3,REGULAR,2pt,Jump Shot,[],201988,28.07161629434954,39.950980392156865,1610612751,73,85,2021-11-11T01:44:03Z,4700000,50.0,211.0,1,left,MISS P. Mills 21' pullup Shot,[201988],1610612751.0,BKN,pullup,,,Mills,P. Mills,,,,,,,,21.73,Missed,,,,,,,,,,,,,,,
483,PT02M03.00S,2021-11-11T01:44:01.5Z,3,REGULAR,rebound,defensive,[],1629643,,,1610612753,73,85,2021-11-11T01:44:03Z,4710000,,,0,,C. Okeke REBOUND (Off:0 Def:3),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,482.0,3.0,3.0,0.0,,,,,,,,,,,
484,PT01M58.00S,2021-11-11T01:44:11.7Z,3,REGULAR,turnover,out-of-bounds,[],1630591,,,1610612753,73,85,2021-11-11T01:44:31Z,4720000,,,0,,J. Suggs lost ball out-of-bounds TURNOVER (2 TO),[1630591],1610612753.0,ORL,lost ball,,,Suggs,J. Suggs,,,,,2.0,,,,,,,,,,,,1198.0,,,,,,,
485,PT01M45.00S,2021-11-11T01:44:32.4Z,3,REGULAR,turnover,out-of-bounds,[],201988,,,1610612751,73,85,2021-11-11T01:44:40Z,4730000,,,0,,P. Mills bad pass out-of-bounds TURNOVER (1 TO),[201988],1610612751.0,BKN,bad pass,,,Mills,P. Mills,,,,,1.0,,,,,,,,,,,,1198.0,,,,,,,
562,PT01M45.00S,2021-11-11T01:44:42.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,73,85,2021-11-11T01:57:36Z,4735000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT01M36.00S,2021-11-11T01:44:53.4Z,3,REGULAR,foul,personal,['3freethrow'],1627761,,,1610612753,73,85,2021-11-11T01:45:03Z,4740000,,,0,,D. Bembry shooting personal FOUL (3 PF) (Ross 3 FT),"[1627761, 203082]",1610612751.0,BKN,shooting,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,1198.0,3.0,0.0,Ross,203082.0,,,
488,PT01M36.00S,2021-11-11T01:45:17.6Z,3,REGULAR,freethrow,1 of 3,['fromturnover'],203082,,,1610612753,73,85,2021-11-11T01:45:17Z,4760000,,,0,,MISS T. Ross Free Throw 1 of 3,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,Missed,,,,,,,,,,,,,,,
489,PT01M36.00S,2021-11-11T01:45:17.6Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,73,85,2021-11-11T01:45:17Z,4770000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,488.0,,,,,,,,,,,,,,
490,PT01M36.00S,2021-11-11T01:45:33.5Z,3,REGULAR,freethrow,2 of 3,['fromturnover'],203082,,,1610612753,73,85,2021-11-11T01:45:33Z,4780000,,,0,,MISS T. Ross Free Throw 2 of 3,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,Missed,,,,,,,,,,,,,,,
491,PT01M36.00S,2021-11-11T01:45:33.5Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,73,85,2021-11-11T01:45:33Z,4790000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,490.0,,,,,,,,,,,,,,
492,PT01M36.00S,2021-11-11T01:45:50.0Z,3,REGULAR,freethrow,3 of 3,['fromturnover'],203082,,,1610612753,74,85,2021-11-11T01:45:50Z,4800000,,,0,,T. Ross Free Throw 3 of 3 (17 PTS),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,Made,,,,,,,17.0,,,,,,,,
493,PT01M19.00S,2021-11-11T01:46:07.4Z,3,REGULAR,2pt,Jump Shot,[],1628975,25.18068331143233,57.35294117647059,1610612751,74,87,2021-11-11T01:46:12Z,4810000,-37.0,184.0,1,left,J. Carter 18' pullup Jump Shot (7 PTS) (K. Durant 2 AST),"[1628975, 201142]",1610612751.0,BKN,pullup,,,Carter,J. Carter,,,,,,,,18.78,Made,,,,,,,7.0,,,,,,K. Durant,201142.0,2.0
494,PT01M07.00S,2021-11-11T01:46:19.0Z,3,REGULAR,3pt,Jump Shot,[],1629021,71.43561103810775,19.852941176470587,1610612753,74,87,2021-11-11T01:46:24Z,4820000,-151.0,216.0,1,right,MISS M. Wagner 26' 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,26.34,Missed,,,,,,,,,,,,,,,
495,PT01M04.00S,2021-11-11T01:46:22.0Z,3,REGULAR,rebound,defensive,[],201988,,,1610612751,74,87,2021-11-11T01:46:24Z,4830000,,,0,,P. Mills REBOUND (Off:0 Def:2),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,494.0,2.0,2.0,0.0,,,,,,,,,,,
496,PT00M56.30S,2021-11-11T01:46:30.7Z,3,REGULAR,3pt,Jump Shot,[],1627761,7.440867279894875,3.6764705882352944,1610612751,74,90,2021-11-11T01:46:36Z,4840000,232.0,17.0,1,left,D. Bembry 3PT  (3 PTS) (P. Mills 2 AST),"[1627761, 201988]",1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,23.23,Made,,,,,,,3.0,,,,,,P. Mills,201988.0,2.0
498,PT00M44.20S,2021-11-11T01:46:47.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203082,87.46714848883047,42.15686274509804,1610612753,74,90,2021-11-11T01:46:52Z,4860000,-39.0,65.0,1,right,MISS T. Ross 7' driving floating Shot,[203082],1610612753.0,ORL,driving floating,,,Ross,T. Ross,,,,,,,,7.62,Missed,,,,,,,,,,,,,,,
499,PT00M41.60S,2021-11-11T01:46:50.2Z,3,REGULAR,rebound,defensive,[],200746,,,1610612751,74,90,2021-11-11T01:46:50Z,4870000,,,0,,L. Aldridge REBOUND (Off:2 Def:5),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,498.0,7.0,5.0,2.0,,,,,,,,,,,
500,PT00M31.50S,2021-11-11T01:47:02.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629021,,,1610612751,74,90,2021-11-11T01:47:10Z,4880000,,,0,,M. Wagner personal FOUL (2 PF) (Mills 2 FT),"[1629021, 201988]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,202049.0,2.0,0.0,Mills,201988.0,,,
502,PT00M31.50S,2021-11-11T01:47:28.2Z,3,REGULAR,freethrow,1 of 2,[],201988,,,1610612751,74,91,2021-11-11T01:47:28Z,4900000,,,0,,P. Mills Free Throw 1 of 2 (4 PTS),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,Made,,,,,,,4.0,,,,,,,,
503,PT00M31.50S,2021-11-11T01:47:42.0Z,3,REGULAR,freethrow,2 of 2,[],201988,,,1610612751,74,92,2021-11-11T01:47:42Z,4910000,,,0,,P. Mills Free Throw 2 of 2 (5 PTS),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,Made,,,,,,,5.0,,,,,,,,
504,PT00M20.40S,2021-11-11T01:47:56.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201988,,,1610612753,74,92,2021-11-11T01:48:23Z,4920000,,,0,,P. Mills personal FOUL (1 PF) (Wagner 2 FT),"[201988, 1629021]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,1198.0,1.0,0.0,Wagner,1629021.0,,,
506,PT00M20.40S,2021-11-11T01:48:23.0Z,3,REGULAR,freethrow,1 of 2,[],1629021,,,1610612753,75,92,2021-11-11T01:48:23Z,4940000,,,0,,M. Wagner Free Throw 1 of 2 (3 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,Made,,,,,,,3.0,,,,,,,,
507,PT00M20.40S,2021-11-11T01:48:26.1Z,3,REGULAR,substitution,out,[],1627761,,,1610612753,75,92,2021-11-11T01:48:39Z,4950000,,,0,,SUB out: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,
508,PT00M20.40S,2021-11-11T01:48:26.1Z,3,REGULAR,substitution,out,[],1628975,,,1610612753,75,92,2021-11-11T01:48:39Z,4960000,,,0,,SUB out: J. Carter,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,
509,PT00M20.40S,2021-11-11T01:48:26.1Z,3,REGULAR,substitution,in,[],203925,,,1610612753,75,92,2021-11-11T01:48:39Z,4970000,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,
510,PT00M20.40S,2021-11-11T01:48:26.1Z,3,REGULAR,substitution,in,[],201935,,,1610612753,75,92,2021-11-11T01:48:39Z,4980000,,,0,,SUB in: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,
511,PT00M20.40S,2021-11-11T01:48:23.0Z,3,REGULAR,freethrow,2 of 2,[],1629021,,,1610612753,75,92,2021-11-11T01:49:14Z,4990000,,,0,,MISS M. Wagner Free Throw 2 of 2,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,Missed,,,,,,,,,,,,,,,
512,PT00M17.50S,2021-11-11T01:48:25.9Z,3,REGULAR,rebound,defensive,[],201142,,,1610612751,75,92,2021-11-11T01:49:14Z,5000000,,,0,,K. Durant REBOUND (Off:0 Def:5),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,511.0,5.0,5.0,0.0,,,,,,,,,,,
513,PT00M06.70S,2021-11-11T01:49:00.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201142,6.258212877792378,45.83333333333333,1610612751,75,94,2021-11-11T02:00:47Z,5010000,21.0,6.0,1,left,K. Durant alley-oop Layup (30 PTS) (J. Harden 11 AST),"[201142, 201935]",1610612751.0,BKN,alley-oop,,,Durant,K. Durant,,,,,,,,2.17,Made,,,,,,,30.0,,,,,,J. Harden,201935.0,11.0
515,PT00M00.60S,2021-11-11T01:49:07.8Z,3,REGULAR,turnover,lost ball,[],1630591,,,1610612753,75,94,2021-11-11T01:49:24Z,5030000,,,0,,J. Suggs lost ball TURNOVER (3 TO),"[1630591, 201988]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,3.0,Mills,201988.0,,,,,,,,,,,,,,,,,
516,PT00M00.60S,2021-11-11T01:49:07.8Z,3,REGULAR,steal,,[],201988,,,1610612751,75,94,2021-11-11T01:49:12Z,5040000,,,0,,P. Mills STEAL (1 STL),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
517,PT00M00.00S,2021-11-11T01:51:00.8Z,3,REGULAR,period,end,[],0,,,1610612751,75,94,2021-11-11T01:51:00Z,5050000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT12M00.00S,2021-11-11T01:51:11.8Z,4,REGULAR,substitution,out,['startperiod'],203082,,,1610612751,75,94,2021-11-11T01:51:39Z,5060000,,,0,,SUB out: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,
522,PT12M00.00S,2021-11-11T01:51:11.8Z,4,REGULAR,substitution,out,['startperiod'],1629643,,,1610612751,75,94,2021-11-11T01:51:39Z,5070000,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,
523,PT12M00.00S,2021-11-11T01:51:11.8Z,4,REGULAR,substitution,out,['startperiod'],1630591,,,1610612751,75,94,2021-11-11T01:51:39Z,5080000,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,
525,PT12M00.00S,2021-11-11T01:51:11.8Z,4,REGULAR,substitution,out,['startperiod'],201142,,,1610612751,75,94,2021-11-11T01:51:39Z,5100000,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,
526,PT12M00.00S,2021-11-11T01:51:11.8Z,4,REGULAR,substitution,out,['startperiod'],203925,,,1610612751,75,94,2021-11-11T01:51:39Z,5110000,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,
527,PT12M00.00S,2021-11-11T01:51:11.8Z,4,REGULAR,substitution,out,['startperiod'],201935,,,1610612751,75,94,2021-11-11T01:51:39Z,5120000,,,0,,SUB out: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,
528,PT12M00.00S,2021-11-11T01:51:11.8Z,4,REGULAR,substitution,in,['startperiod'],1630532,,,1610612751,75,94,2021-11-11T01:51:39Z,5130000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
529,PT12M00.00S,2021-11-11T01:51:11.8Z,4,REGULAR,substitution,in,['startperiod'],1630175,,,1610612751,75,94,2021-11-11T01:51:39Z,5140000,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
530,PT12M00.00S,2021-11-11T01:51:11.8Z,4,REGULAR,substitution,in,['startperiod'],1630181,,,1610612751,75,94,2021-11-11T01:51:39Z,5150000,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,
531,PT12M00.00S,2021-11-11T01:51:11.8Z,4,REGULAR,substitution,in,['startperiod'],1628975,,,1610612751,75,94,2021-11-11T01:51:39Z,5160000,,,0,,SUB in: J. Carter,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,
533,PT12M00.00S,2021-11-11T01:51:11.8Z,4,REGULAR,substitution,in,['startperiod'],200794,,,1610612751,75,94,2021-11-11T01:51:39Z,5180000,,,0,,SUB in: P. Millsap,[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,,,,,,,,
534,PT12M00.00S,2021-11-11T01:51:11.8Z,4,REGULAR,substitution,in,['startperiod'],1627761,,,1610612751,75,94,2021-11-11T01:51:39Z,5190000,,,0,,SUB in: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,
535,PT12M00.00S,2021-11-11T01:51:53.9Z,4,REGULAR,period,start,[],0,,,1610612751,75,94,2021-11-11T01:51:53Z,5200000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT11M48.00S,2021-11-11T01:52:05.9Z,4,REGULAR,3pt,Jump Shot,[],201988,22.552562417871222,87.74509803921569,1610612751,75,94,2021-11-11T02:04:45Z,5210000,-189.0,159.0,1,left,MISS P. Mills 24' 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,24.71,Missed,,,,,,,,,,,,,,,
537,PT11M46.00S,2021-11-11T01:52:07.9Z,4,REGULAR,rebound,defensive,[],1629021,,,1610612753,75,94,2021-11-11T02:04:45Z,5220000,,,0,,M. Wagner REBOUND (Off:0 Def:1),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,536.0,1.0,1.0,0.0,,,,,,,,,,,
538,PT11M36.00S,2021-11-11T01:52:17.2Z,4,REGULAR,2pt,Jump Shot,[],203914,95.0886990801577,15.441176470588236,1610612753,75,94,2021-11-11T01:52:25Z,5230000,-173.0,-6.0,1,right,MISS G. Harris 17' pullup Shot,[203914],1610612753.0,ORL,pullup,,,Harris,G. Harris,,,,,,,,17.29,Missed,,,,,,,,,,,,,,,
539,PT11M33.00S,2021-11-11T01:52:20.2Z,4,REGULAR,rebound,defensive,[],200794,,,1610612751,75,94,2021-11-11T01:52:25Z,5240000,,,0,,P. Millsap REBOUND (Off:0 Def:1),[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,,,,,538.0,1.0,1.0,0.0,,,,,,,,,,,
542,PT11M17.00S,2021-11-11T01:52:36.3Z,4,REGULAR,2pt,Jump Shot,[],200746,14.931011826544022,27.450980392156865,1610612751,75,94,2021-11-11T01:52:41Z,5250000,113.0,88.0,1,left,MISS L. Aldridge 14' turnaround Shot,[200746],1610612751.0,BKN,turnaround,,,Aldridge,L. Aldridge,,,,,,,,14.29,Missed,,,,,,,,,,,,,,,
543,PT11M16.00S,2021-11-11T01:52:37.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612751,75,94,2021-11-11T01:52:41Z,5260000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,542.0,,,,,,,,,,,,,,
544,PT11M16.00S,2021-11-11T01:52:43.2Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,75,94,2021-11-11T01:52:43Z,5270000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT11M16.00S,2021-11-11T01:52:57.9Z,4,REGULAR,foul,personal,['1freethrow'],1630181,,,1610612751,75,94,2021-11-11T01:53:28Z,5280000,,,0,,R. Hampton away-from-play personal FOUL (1 PF) (Mills 1 FT),"[1630181, 201988]",1610612753.0,ORL,away-from-play,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,202049.0,1.0,0.0,Mills,201988.0,,,
547,PT11M16.00S,2021-11-11T01:53:29.4Z,4,REGULAR,freethrow,1 of 1,['2ndchance'],201988,,,1610612751,75,95,2021-11-11T01:53:29Z,5300000,,,0,,P. Mills away-from-play Free Throw 1 of 1 (6 PTS),[201988],1610612751.0,BKN,away-from-play,,,Mills,P. Mills,,,,,,,,,Made,,,,,,,6.0,,,,,,,,
548,PT11M13.00S,2021-11-11T01:53:38.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],201988,8.492115637319317,95.34313725490196,1610612751,75,95,2021-11-11T01:53:44Z,5310000,-227.0,27.0,1,left,MISS P. Mills 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,22.83,Missed,,,,,,,,,,,,,,,
549,PT11M09.00S,2021-11-11T01:53:42.8Z,4,REGULAR,rebound,defensive,[],1630175,,,1610612753,75,95,2021-11-11T01:53:44Z,5320000,,,0,,C. Anthony REBOUND (Off:0 Def:8),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,548.0,8.0,8.0,0.0,,,,,,,,,,,
550,PT11M05.00S,2021-11-11T01:53:46.2Z,4,REGULAR,3pt,Jump Shot,[],1629021,66.5735873850197,61.76470588235294,1610612753,75,95,2021-11-11T01:53:54Z,5330000,59.0,262.0,1,right,MISS M. Wagner 26' 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,26.82,Missed,,,,,,,,,,,,,,,
551,PT11M01.00S,2021-11-11T01:53:50.2Z,4,REGULAR,rebound,defensive,[],1627761,,,1610612751,75,95,2021-11-11T01:53:54Z,5340000,,,0,,D. Bembry REBOUND (Off:0 Def:1),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,550.0,1.0,1.0,0.0,,,,,,,,,,,
552,PT10M58.00S,2021-11-11T01:53:53.2Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1628975,21.23850197109067,7.598039215686274,1610612751,75,95,2021-11-11T01:53:59Z,5350000,212.0,147.0,1,left,MISS J. Carter 25' running 3PT,[1628975],1610612751.0,BKN,running,,,Carter,J. Carter,,,,,,,,25.8,Missed,,,,,,,,,,,,,,,
553,PT10M54.00S,2021-11-11T01:53:57.2Z,4,REGULAR,rebound,defensive,[],1630181,,,1610612753,75,95,2021-11-11T01:53:59Z,5360000,,,0,,R. Hampton REBOUND (Off:1 Def:1),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,552.0,2.0,1.0,1.0,,,,,,,,,,,
554,PT10M50.00S,2021-11-11T01:54:05.4Z,4,REGULAR,foul,personal,[],201988,,,1610612753,75,95,2021-11-11T01:54:14Z,5370000,,,0,,P. Mills personal FOUL (2 PF),"[201988, 1630181]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,202049.0,2.0,0.0,Hampton,1630181.0,,,
556,PT10M38.00S,2021-11-11T01:54:38.7Z,4,REGULAR,turnover,discontinued dribble,[],203914,,,1610612753,75,95,2021-11-11T01:54:45Z,5390000,,,0,,G. Harris discontinued dribble TURNOVER (1 TO),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,1.0,,,,,,,,,,,,202049.0,,,,,,,
557,PT10M27.00S,2021-11-11T01:54:54.6Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],200794,6.915243101182654,3.6764705882352944,1610612751,75,98,2021-11-11T01:55:00Z,5400000,232.0,13.0,1,left,P. Millsap 3PT  (3 PTS) (J. Carter 5 AST),"[200794, 1628975]",1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,,,23.19,Made,,,,,,,3.0,,,,,,J. Carter,1628975.0,5.0
559,PT10M24.00S,2021-11-11T01:55:05.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612753,75,98,2021-11-11T01:57:45Z,5420000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
