actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
353,PT07M55.00S,2022-01-27T01:24:18.7Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1630175,,,1610612753,63,57,2022-01-27T01:24:18Z,3520000,,,0,,C. Anthony Free Throw 2 of 2 (11 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,
354,PT07M47.00S,2022-01-27T01:24:35.1Z,3,REGULAR,foul,personal,[],1630175,,,1610612746,63,57,2022-01-27T01:24:45Z,3530000,,,0,,C. Anthony personal FOUL (2 PF),"[1630175, 202339]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,1627541.0,2.0,0.0,Bledsoe,202339.0,,,,,,,,,,,,,,,,
356,PT07M39.00S,2022-01-27T01:24:57.0Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,63,57,2022-01-27T01:24:57Z,3550000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT07M38.00S,2022-01-27T01:25:11.3Z,3,REGULAR,foul,personal,[],1630175,,,1610612746,63,57,2022-01-27T01:25:21Z,3560000,,,0,,C. Anthony personal FOUL (3 PF),"[1630175, 202339]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,203593.0,3.0,0.0,Bledsoe,202339.0,,,,,,,,,,,,,,,,
359,PT07M28.00S,2022-01-27T01:25:37.5Z,3,REGULAR,3pt,Jump Shot,[],202339,66.04796320630749,27.205882352941174,1610612746,63,57,2022-01-27T01:25:43Z,3580000,-114.0,267.0,1,right,MISS E. Bledsoe 29' 3PT,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,Missed,,,,,,29.0,,,,,,,,,
360,PT07M23.00S,2022-01-27T01:25:42.5Z,3,REGULAR,rebound,defensive,[],1628976,,,1610612753,63,57,2022-01-27T01:25:43Z,3590000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:7),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,359.0,8.0,7.0,1.0,,,,,,,,,,
361,PT07M16.00S,2022-01-27T01:25:50.3Z,3,REGULAR,3pt,Jump Shot,[],1628964,6.176084099868594,4.189644607843137,1610612753,63,57,2022-01-27T01:26:28Z,3600000,229.0,6.0,1,left,MISS M. Bamba 3PT,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,Missed,,,,,,22.92,,,,,,,,,
362,PT07M13.00S,2022-01-27T01:25:53.3Z,3,REGULAR,rebound,defensive,[],1629599,,,1610612746,63,57,2022-01-27T01:25:55Z,3610000,,,0,,A. Coffey REBOUND (Off:0 Def:3),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,361.0,3.0,3.0,0.0,,,,,,,,,,
363,PT07M10.00S,2022-01-27T01:25:59.1Z,3,REGULAR,foul,personal,[],1628976,,,1610612746,63,57,2022-01-27T01:26:12Z,3620000,,,0,,W. Carter Jr. personal FOUL (3 PF),"[1628976, 202339]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,200834.0,3.0,0.0,Bledsoe,202339.0,,,,,,,,,,,,,,,,
365,PT06M58.00S,2022-01-27T01:26:36.0Z,3,REGULAR,foul,personal,[],1630532,,,1610612746,63,57,2022-01-27T01:26:44Z,3640000,,,0,,F. Wagner personal FOUL (1 PF),"[1630532, 1629599]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,1627541.0,1.0,0.0,Coffey,1629599.0,,,,,,,,,,,,,,,,
367,PT06M43.00S,2022-01-27T01:27:09.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202339,91.5407358738502,47.30392156862745,1610612746,63,57,2022-01-27T01:27:14Z,3660000,-13.0,27.0,1,right,MISS E. Bledsoe driving Layup,[202339],1610612746.0,LAC,driving,,,Bledsoe,E. Bledsoe,,,,,,,,,,Missed,,,,,,3.02,,,,,,,,,
368,PT06M40.00S,2022-01-27T01:27:12.1Z,3,REGULAR,rebound,defensive,[],1630175,,,1610612753,63,57,2022-01-27T01:43:51Z,3670000,,,0,,C. Anthony REBOUND (Off:0 Def:5),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,367.0,5.0,5.0,0.0,,,,,,,,,,
371,PT06M38.00S,2022-01-27T01:27:15.0Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630532,6.521024967148489,50.245098039215684,1610612753,65,57,2022-01-27T01:27:22Z,3700000,-1.0,9.0,1,left,F. Wagner running DUNK (9 PTS) (C. Anthony 7 AST),"[1630532, 1630175]",1610612753.0,ORL,running,,,Wagner,F. Wagner,,,,,,,,,,Made,9.0,,,,,0.89,C. Anthony,1630175.0,7.0,,,,,,
373,PT06M25.00S,2022-01-27T01:27:26.9Z,3,REGULAR,3pt,Jump Shot,[],1629611,86.15308804204993,95.09803921568627,1610612746,65,60,2022-01-27T01:27:32Z,3720000,225.0,78.0,1,right,T. Mann 3PT  (10 PTS) (N. Batum 2 AST),"[1629611, 201587]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,Made,10.0,,,,,23.85,N. Batum,201587.0,2.0,,,,,,
375,PT06M21.00S,2022-01-27T01:27:36.4Z,3,REGULAR,foul,personal,[],1629599,,,1610612753,65,60,2022-01-27T01:28:17Z,3740000,,,0,,A. Coffey take personal FOUL (1 PF),"[1629599, 1630591]",1610612746.0,LAC,take,,,Coffey,A. Coffey,,,,,200834.0,1.0,0.0,Suggs,1630591.0,,,,,,,,,,,,,,,,
377,PT06M21.00S,2022-01-27T01:27:48.6Z,3,REGULAR,substitution,out,[],1630591,,,1610612753,65,60,2022-01-27T01:27:55Z,3760000,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT06M21.00S,2022-01-27T01:27:48.6Z,3,REGULAR,substitution,out,[],1629599,,,1610612753,65,60,2022-01-27T01:27:55Z,3770000,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT06M21.00S,2022-01-27T01:27:48.6Z,3,REGULAR,substitution,in,[],203914,,,1610612753,65,60,2022-01-27T01:27:55Z,3780000,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT06M21.00S,2022-01-27T01:27:48.6Z,3,REGULAR,substitution,in,[],1628379,,,1610612753,65,60,2022-01-27T01:27:55Z,3790000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT06M04.00S,2022-01-27T01:28:25.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628964,5.601182654402102,49.26470588235294,1610612753,67,60,2022-01-27T01:29:20Z,3800000,4.0,0.0,1,left,M. Bamba DUNK (8 PTS) (W. Carter Jr. 2 AST),"[1628964, 1628976]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,Made,8.0,,,,,0.37,W. Carter Jr.,1628976.0,2.0,,,,,,
383,PT05M39.00S,2022-01-27T01:28:53.7Z,3,REGULAR,turnover,traveling,[],1628392,,,1610612746,67,60,2022-01-27T01:29:01Z,3820000,,,0,,I. Hartenstein traveling TURNOVER (1 TO),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,203593.0,,,,,,,,,,,,,,,1.0,,,,,
384,PT05M30.00S,2022-01-27T01:29:10.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203914,19.136005256241788,35.294117647058826,1610612753,69,60,2022-01-27T01:29:19Z,3830000,74.0,127.0,1,left,G. Harris 14' turnaround Jump Shot (9 PTS) (C. Anthony 8 AST),"[203914, 1630175]",1610612753.0,ORL,turnaround,,,Harris,G. Harris,,,,,,,,,,Made,9.0,,,,,14.71,C. Anthony,1630175.0,8.0,,,,,,
386,PT05M10.00S,2022-01-27T01:29:31.0Z,3,REGULAR,3pt,Jump Shot,[],202339,89.30683311432325,95.58823529411765,1610612746,69,60,2022-01-27T01:29:39Z,3850000,228.0,48.0,1,right,MISS E. Bledsoe 3PT,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,Missed,,,,,,23.29,,,,,,,,,
387,PT05M03.00S,2022-01-27T01:29:38.0Z,3,REGULAR,rebound,offensive,[],201587,,,1610612746,69,60,2022-01-27T01:29:39Z,3860000,,,0,,N. Batum REBOUND (Off:1 Def:4),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,386.0,5.0,4.0,1.0,,,,,,,,,,
388,PT05M01.00S,2022-01-27T01:29:39.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202339,91.5407358738502,45.09803921568628,1610612746,69,62,2022-01-27T01:32:10Z,3870000,-25.0,27.0,1,right,E. Bledsoe driving reverse Layup (7 PTS),[202339],1610612746.0,LAC,driving reverse,,,Bledsoe,E. Bledsoe,,,,,,,,,,Made,7.0,,,,,3.65,,,,,,,,,
390,PT04M41.00S,2022-01-27T01:29:59.3Z,3,REGULAR,3pt,Jump Shot,[],1628964,28.465834428383708,71.07843137254902,1610612753,69,62,2022-01-27T01:30:04Z,3890000,-105.0,215.0,1,left,MISS M. Bamba 3PT,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,Missed,,,,,,23.95,,,,,,,,,
391,PT04M38.00S,2022-01-27T01:30:02.3Z,3,REGULAR,rebound,defensive,[],201587,,,1610612746,69,62,2022-01-27T01:30:04Z,3900000,,,0,,N. Batum REBOUND (Off:1 Def:5),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,390.0,6.0,5.0,1.0,,,,,,,,,,
392,PT04M34.00S,2022-01-27T01:30:13.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203914,,,1610612746,69,62,2022-01-27T01:30:32Z,3910000,,,0,,G. Harris personal FOUL (1 PF) (Bledsoe 2 FT),"[203914, 202339]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,203593.0,1.0,0.0,Bledsoe,202339.0,,,,,,,,,,,,,,,,
394,PT04M34.00S,2022-01-27T01:30:42.3Z,3,REGULAR,instantreplay,request,[],0,,,1610612746,69,62,2022-01-27T01:31:57Z,3930000,,,0,,,[],,,support,,,,,,,,,200834.0,,,,,,,,,,,,,,,,,,,,Common Foul Upheld
395,PT04M34.00S,2022-01-27T01:31:59.1Z,3,REGULAR,substitution,out,[],1628964,,,1610612746,69,62,2022-01-27T01:32:15Z,3940000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT04M34.00S,2022-01-27T01:31:59.1Z,3,REGULAR,substitution,out,[],1628976,,,1610612746,69,62,2022-01-27T01:32:15Z,3950000,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT04M34.00S,2022-01-27T01:31:59.1Z,3,REGULAR,substitution,in,[],1629643,,,1610612746,69,62,2022-01-27T01:32:15Z,3960000,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT04M34.00S,2022-01-27T01:31:59.1Z,3,REGULAR,substitution,in,[],1629021,,,1610612746,69,62,2022-01-27T01:32:15Z,3970000,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT04M34.00S,2022-01-27T01:32:28.5Z,3,REGULAR,freethrow,1 of 2,[],202339,,,1610612746,69,62,2022-01-27T01:32:28Z,3980000,,,0,,MISS E. Bledsoe Free Throw 1 of 2,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,Missed,,,,,,,,,,,,,,,
400,PT04M34.00S,2022-01-27T01:32:28.5Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,69,62,2022-01-27T01:32:28Z,3990000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,399.0,,,,,,,,,,,,,
401,PT04M34.00S,2022-01-27T01:32:46.1Z,3,REGULAR,freethrow,2 of 2,[],202339,,,1610612746,69,63,2022-01-27T01:32:46Z,4000000,,,0,,E. Bledsoe Free Throw 2 of 2 (8 PTS),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
402,PT04M24.00S,2022-01-27T01:32:59.6Z,3,REGULAR,3pt,Jump Shot,[],1629021,32.53942181340342,50.0,1610612753,69,63,2022-01-27T01:33:08Z,4010000,0.0,253.0,1,left,MISS M. Wagner 25' 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,Missed,,,,,,25.34,,,,,,,,,
403,PT04M24.00S,2022-01-27T01:32:59.6Z,3,REGULAR,rebound,defensive,[],1628379,,,1610612746,69,63,2022-01-27T01:33:08Z,4020000,,,0,,L. Kennard REBOUND (Off:0 Def:3),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,402.0,3.0,3.0,0.0,,,,,,,,,,
404,PT04M07.00S,2022-01-27T01:33:23.7Z,3,REGULAR,2pt,Jump Shot,[],1629611,80.81471747700394,77.71905637254902,1610612746,69,65,2022-01-27T01:33:57Z,4030000,139.0,128.0,1,right,T. Mann 18' pullup Jump Shot (12 PTS),[1629611],1610612746.0,LAC,pullup,,,Mann,T. Mann,,,,,,,,,,Made,12.0,,,,,18.85,,,,,,,,,
405,PT03M45.00S,2022-01-27T01:33:38.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,8.09789750328515,58.82352941176471,1610612753,69,65,2022-01-27T01:34:49Z,4040000,-44.0,24.0,1,left,MISS M. Wagner driving Layup,[1629021],1610612753.0,ORL,driving,,,Wagner,M. Wagner,,,,,,,,,,Missed,,,,,,5.0,,,,,,,,,
406,PT03M41.00S,2022-01-27T01:33:42.5Z,3,REGULAR,rebound,defensive,[],201587,,,1610612746,69,65,2022-01-27T01:33:45Z,4050000,,,0,,N. Batum REBOUND (Off:1 Def:6),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,405.0,7.0,6.0,1.0,,,,,,,,,,
407,PT03M39.00S,2022-01-27T01:33:44.6Z,3,REGULAR,2pt,Jump Shot,[],1629611,77.57884362680683,82.1078431372549,1610612746,69,65,2022-01-27T01:44:15Z,4060000,161.0,158.0,1,right,MISS T. Mann 22' running pullup Shot,[1629611],1610612746.0,LAC,running pullup,,,Mann,T. Mann,,,,,,,,,,Missed,,,,,,22.54,,,,,,,,,
408,PT03M39.00S,2022-01-27T01:33:44.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612753,69,65,2022-01-27T01:33:55Z,4070000,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,407.0,,,,,,,,,,,,,
409,PT03M39.00S,2022-01-27T01:33:49.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,69,65,2022-01-27T01:33:49Z,4080000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT03M39.00S,2022-01-27T01:33:53.4Z,3,REGULAR,substitution,out,[],201587,,,1610612753,69,65,2022-01-27T01:33:56Z,4090000,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT03M39.00S,2022-01-27T01:33:53.4Z,3,REGULAR,substitution,in,[],1626159,,,1610612753,69,65,2022-01-27T01:33:56Z,4100000,,,0,,SUB in: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT03M27.00S,2022-01-27T01:34:24.4Z,3,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1628379,,,1610612753,69,65,2022-01-27T01:34:35Z,4110000,,,0,,L. Kennard shooting personal FOUL (1 PF) (Anthony 3 FT),"[1628379, 1630175]",1610612746.0,LAC,shooting,,,Kennard,L. Kennard,,,,,200834.0,1.0,0.0,Anthony,1630175.0,,,,,,,,,,,,,,,,
414,PT03M27.00S,2022-01-27T01:34:58.9Z,3,REGULAR,freethrow,1 of 3,[],1630175,,,1610612753,70,65,2022-01-27T01:34:58Z,4130000,,,0,,C. Anthony Free Throw 1 of 3 (12 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,Made,12.0,,,,,,,,,,,,,,
415,PT03M27.00S,2022-01-27T01:35:10.3Z,3,REGULAR,freethrow,2 of 3,[],1630175,,,1610612753,71,65,2022-01-27T01:35:10Z,4140000,,,0,,C. Anthony Free Throw 2 of 3 (13 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,Made,13.0,,,,,,,,,,,,,,
416,PT03M27.00S,2022-01-27T01:35:31.6Z,3,REGULAR,freethrow,3 of 3,[],1630175,,,1610612753,72,65,2022-01-27T01:35:31Z,4150000,,,0,,C. Anthony Free Throw 3 of 3 (14 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,Made,14.0,,,,,,,,,,,,,,
417,PT03M13.00S,2022-01-27T01:35:47.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629611,92.85479632063075,50.73529411764706,1610612746,72,67,2022-01-27T01:35:54Z,4160000,4.0,15.0,1,right,T. Mann driving DUNK (14 PTS) (E. Bledsoe 3 AST),"[1629611, 202339]",1610612746.0,LAC,driving,,,Mann,T. Mann,,,,,,,,,,Made,14.0,,,,,1.52,E. Bledsoe,202339.0,3.0,,,,,,
419,PT02M54.00S,2022-01-27T01:36:06.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,5.601182654402102,56.127450980392155,1610612753,74,67,2022-01-27T01:36:12Z,4180000,-31.0,0.0,1,left,F. Wagner driving Layup (11 PTS),[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,,,,,,Made,11.0,,,,,3.06,,,,,,,,,
420,PT02M36.00S,2022-01-27T01:36:25.0Z,3,REGULAR,2pt,Jump Shot,[],1628379,77.08607095926413,60.78431372549019,1610612746,74,69,2022-01-27T01:36:29Z,4190000,54.0,163.0,1,right,L. Kennard 17' pullup Jump Shot (9 PTS),[1628379],1610612746.0,LAC,pullup,,,Kennard,L. Kennard,,,,,,,,,,Made,9.0,,,,,17.16,,,,,,,,,
421,PT02M18.00S,2022-01-27T01:36:42.7Z,3,REGULAR,3pt,Jump Shot,[],203914,27.94021024967148,74.01960784313727,1610612753,74,69,2022-01-27T01:36:48Z,4200000,-120.0,210.0,1,left,MISS G. Harris 24' pullup 3PT,[203914],1610612753.0,ORL,pullup,,,Harris,G. Harris,,,,,,,,,,Missed,,,,,,24.2,,,,,,,,,
422,PT02M15.00S,2022-01-27T01:36:45.7Z,3,REGULAR,rebound,offensive,[],1629021,,,1610612753,74,69,2022-01-27T01:36:48Z,4210000,,,0,,M. Wagner REBOUND (Off:1 Def:0),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,421.0,1.0,0.0,1.0,,,,,,,,,,
423,PT02M14.00S,2022-01-27T01:36:47.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629643,26.757555847568987,18.137254901960784,1610612753,74,69,2022-01-27T01:36:53Z,4220000,159.0,199.0,1,left,MISS C. Okeke 25' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,Missed,,,,,,25.49,,,,,,,,,
424,PT02M11.00S,2022-01-27T01:36:50.2Z,3,REGULAR,rebound,offensive,[],1630175,,,1610612753,74,69,2022-01-27T01:36:50Z,4230000,,,0,,C. Anthony REBOUND (Off:1 Def:5),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,423.0,6.0,5.0,1.0,,,,,,,,,,
425,PT02M04.00S,2022-01-27T01:36:56.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630175,33.327858081471746,65.44117647058823,1610612753,74,69,2022-01-27T01:40:20Z,4240000,-77.0,261.0,1,left,MISS C. Anthony 27' pullup 3PT,[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,,,,,,Missed,,,,,,27.2,,,,,,,,,
426,PT01M58.00S,2022-01-27T01:37:02.9Z,3,REGULAR,rebound,defensive,[],1628392,,,1610612746,74,69,2022-01-27T01:37:03Z,4250000,,,0,,I. Hartenstein REBOUND (Off:1 Def:2),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,425.0,3.0,2.0,1.0,,,,,,,,,,
427,PT01M51.00S,2022-01-27T01:37:09.4Z,3,REGULAR,3pt,Jump Shot,[],202339,67.7562417871222,38.72549019607843,1610612746,74,72,2022-01-27T01:37:17Z,4260000,-56.0,251.0,1,right,E. Bledsoe 25' 3PT pullup (11 PTS),[202339],1610612746.0,LAC,pullup,,,Bledsoe,E. Bledsoe,,,,,,,,,,Made,11.0,,,,,25.69,,,,,,,,,
428,PT01M49.00S,2022-01-27T01:37:16.9Z,3,REGULAR,timeout,full,['team'],0,,,1610612753,74,72,2022-01-27T01:37:16Z,4270000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT01M49.00S,2022-01-27T01:39:16.1Z,3,REGULAR,substitution,out,[],1630532,,,1610612753,74,72,2022-01-27T01:39:59Z,4280000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT01M49.00S,2022-01-27T01:39:16.1Z,3,REGULAR,substitution,out,[],1630175,,,1610612753,74,72,2022-01-27T01:39:59Z,4290000,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT01M49.00S,2022-01-27T01:39:16.1Z,3,REGULAR,substitution,in,[],203082,,,1610612753,74,72,2022-01-27T01:39:59Z,4300000,,,0,,SUB in: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT01M49.00S,2022-01-27T01:39:16.1Z,3,REGULAR,substitution,in,[],1630591,,,1610612753,74,72,2022-01-27T01:39:59Z,4310000,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT01M35.00S,2022-01-27T01:40:32.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203914,9.543363994743759,45.09803921568628,1610612753,74,72,2022-01-27T01:42:39Z,4320000,25.0,37.0,1,left,MISS G. Harris driving DUNK - blocked,"[203914, 1628392]",1610612753.0,ORL,driving,,,Harris,G. Harris,,,,,,,,,,Missed,,,,,,4.45,,,,,,,Hartenstein,1628392.0,
434,PT01M35.00S,2022-01-27T01:40:32.8Z,3,REGULAR,block,,[],1628392,,,1610612753,74,72,2022-01-27T01:40:35Z,4330000,,,0,,I. Hartenstein BLOCK (1 BLK),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT01M30.00S,2022-01-27T01:40:37.8Z,3,REGULAR,rebound,defensive,[],1628379,,,1610612746,74,72,2022-01-27T01:40:39Z,4340000,,,0,,L. Kennard REBOUND (Off:0 Def:4),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,433.0,4.0,4.0,0.0,,,,,,,,,,
436,PT01M22.00S,2022-01-27T01:40:44.3Z,3,REGULAR,3pt,Jump Shot,[],202339,86.94152431011827,95.34313725490196,1610612746,74,72,2022-01-27T01:40:50Z,4350000,227.0,70.0,1,right,MISS E. Bledsoe 3PT,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,Missed,,,,,,23.73,,,,,,,,,
437,PT01M21.00S,2022-01-27T01:40:45.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612746,74,72,2022-01-27T01:40:50Z,4360000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,436.0,,,,,,,,,,,,,
438,PT01M21.00S,2022-01-27T01:40:50.3Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,74,72,2022-01-27T01:40:50Z,4370000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT01M08.00S,2022-01-27T01:41:14.9Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],202339,86.67871222076215,76.47058823529412,1610612746,74,74,2022-01-27T01:41:22Z,4380000,132.0,73.0,1,right,E. Bledsoe 15' step back Jump Shot (13 PTS),[202339],1610612746.0,LAC,step back,,,Bledsoe,E. Bledsoe,,,,,,,,,,Made,13.0,,,,,15.1,,,,,,,,,
440,PT00M50.30S,2022-01-27T01:41:35.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626159,,,1610612753,74,74,2022-01-27T01:42:08Z,4390000,,,0,,J. Winslow shooting personal FOUL (1 PF) (Harris 2 FT),"[1626159, 203914]",1610612746.0,LAC,shooting,,,Winslow,J. Winslow,,,,,200834.0,1.0,0.0,Harris,203914.0,,,,,,,,,,,,,,,,
442,PT00M50.30S,2022-01-27T01:42:09.1Z,3,REGULAR,freethrow,1 of 2,[],203914,,,1610612753,75,74,2022-01-27T01:42:09Z,4410000,,,0,,G. Harris Free Throw 1 of 2 (10 PTS),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
443,PT00M50.30S,2022-01-27T01:42:26.5Z,3,REGULAR,freethrow,2 of 2,[],203914,,,1610612753,76,74,2022-01-27T01:42:26Z,4420000,,,0,,G. Harris Free Throw 2 of 2 (11 PTS),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,
444,PT00M35.20S,2022-01-27T01:42:44.3Z,3,REGULAR,2pt,Jump Shot,[],1628379,75.50919842312747,39.950980392156865,1610612746,76,76,2022-01-27T01:42:50Z,4430000,-50.0,178.0,1,right,L. Kennard 18' pullup Jump Shot (11 PTS) (I. Hartenstein 1 AST),"[1628379, 1628392]",1610612746.0,LAC,pullup,,,Kennard,L. Kennard,,,,,,,,,,Made,11.0,,,,,18.47,I. Hartenstein,1628392.0,1.0,,,,,,
