actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,jumpBallRecoverdPersonId
181,PT00M04.80S,2021-11-25T00:35:54.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,28,23,2021-11-25T00:35:54Z,1770000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,180.0,,,,,,,,,,,,
182,PT00M04.80S,2021-11-25T00:36:06.5Z,1,REGULAR,freethrow,2 of 2,[],202330,,,1610612766,28,24,2021-11-25T00:36:06Z,1780000,,,0,,G. Hayward Free Throw 2 of 2 (1 PTS),[202330],1610612766.0,CHA,,,,,,,,,,Hayward,G. Hayward,,,,,Made,,,,,,,1.0,,,,,,
183,PT00M00.10S,2021-11-25T00:36:15.5Z,1,REGULAR,3pt,Jump Shot,[],1630591,26.987516425755587,86.76470588235294,1610612753,28,24,2021-11-25T01:15:37Z,1790000,-184.0,201.0,1,left,MISS J. Suggs 27' running 3PT,[1630591],1610612753.0,ORL,running,,,,,,,,,Suggs,J. Suggs,,,,27.25,Missed,,,,,,,,,,,,,
184,PT00M00.10S,2021-11-25T00:36:15.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,28,24,2021-11-25T00:36:42Z,1800000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,183.0,,,,,,,,,,,,
185,PT00M00.00S,2021-11-25T00:36:37.4Z,1,REGULAR,period,end,[],0,,,1610612753,28,24,2021-11-25T00:36:37Z,1810000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT12M00.00S,2021-11-25T00:36:54.9Z,2,REGULAR,substitution,out,['startperiod'],1628998,,,1610612753,28,24,2021-11-25T00:39:02Z,1820000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,,,,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2021-11-25T00:36:54.9Z,2,REGULAR,substitution,out,['startperiod'],1629023,,,1610612753,28,24,2021-11-25T00:39:02Z,1830000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,,,,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2021-11-25T00:36:54.9Z,2,REGULAR,substitution,in,['startperiod'],1630208,,,1610612753,28,24,2021-11-25T00:39:02Z,1840000,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,,,,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,
189,PT12M00.00S,2021-11-25T00:36:54.9Z,2,REGULAR,substitution,in,['startperiod'],1629667,,,1610612753,28,24,2021-11-25T00:39:02Z,1850000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,,,,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,
190,PT12M00.00S,2021-11-25T00:39:08.5Z,2,REGULAR,period,start,[],0,,,1610612766,28,24,2021-11-25T00:39:08Z,1860000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT12M00.00S,2021-11-25T00:39:17.2Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612766,28,24,2021-11-25T00:41:32Z,1865000,,,0,,TEAM delay-of-game VIOLATION,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT11M41.00S,2021-11-25T00:39:26.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,91.80354796320631,53.92156862745098,1610612766,28,26,2021-11-25T00:44:15Z,1870000,20.0,25.0,1,right,K. Oubre Jr. driving Layup (8 PTS) (T. Rozier 1 AST),"[1626162, 1626179]",1610612766.0,CHA,driving,,,,,,,,,Oubre Jr.,K. Oubre Jr.,,,,3.14,Made,,,,,,,8.0,T. Rozier,1626179.0,1.0,,,
192,PT11M27.00S,2021-11-25T00:39:40.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,8.09789750328515,50.245098039215684,1610612753,28,26,2021-11-25T00:39:58Z,1880000,-1.0,24.0,1,left,MISS J. Suggs driving Layup - blocked,"[1630591, 1630208]",1610612753.0,ORL,driving,,,,,,,,,Suggs,J. Suggs,,,,2.36,Missed,,,,,Richards,1630208.0,,,,,,,
193,PT11M27.00S,2021-11-25T00:39:40.8Z,2,REGULAR,block,,[],1630208,,,1610612753,28,26,2021-11-25T00:39:43Z,1890000,,,0,,N. Richards BLOCK (1 BLK),[1630208],1610612766.0,CHA,,,,,,,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,
194,PT11M27.00S,2021-11-25T00:39:40.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612753,28,26,2021-11-25T00:39:58Z,1900000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,192.0,,,,,,,,,,,,
195,PT11M27.00S,2021-11-25T00:39:47.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,28,26,2021-11-25T00:39:47Z,1910000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT11M24.00S,2021-11-25T00:39:56.8Z,2,REGULAR,turnover,lost ball,[],1629021,,,1610612753,28,26,2021-11-25T00:40:06Z,1920000,,,0,,M. Wagner lost ball TURNOVER (1 TO),"[1629021, 1626179]",1610612753.0,ORL,,,,,,,,,,Wagner,M. Wagner,,,1.0,,,,,,,,,,,,,Rozier,1626179.0,
197,PT11M24.00S,2021-11-25T00:39:56.8Z,2,REGULAR,steal,,[],1626179,,,1610612766,28,26,2021-11-25T00:41:41Z,1930000,,,0,,T. Rozier STEAL (3 STL),[1626179],1610612766.0,CHA,,,,,,,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,
198,PT11M14.00S,2021-11-25T00:40:06.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626179,68.28186596583443,62.5,1610612766,28,29,2021-11-25T00:45:29Z,1940000,62.0,246.0,1,right,T. Rozier 25' 3PT running (3 PTS) (G. Hayward 1 AST),"[1626179, 202330]",1610612766.0,CHA,running,,,,,,,,,Rozier,T. Rozier,,,,25.35,Made,,,,,,,3.0,G. Hayward,202330.0,1.0,,,
200,PT11M04.00S,2021-11-25T00:40:16.5Z,2,REGULAR,3pt,Jump Shot,[],1629021,32.013797634691194,35.049019607843135,1610612753,28,29,2021-11-25T00:40:21Z,1960000,75.0,248.0,1,left,MISS M. Wagner 25' 3PT,[1629021],1610612753.0,ORL,,,,,,,,,,Wagner,M. Wagner,,,,25.94,Missed,,,,,,,,,,,,,
201,PT11M02.00S,2021-11-25T00:40:18.5Z,2,REGULAR,rebound,defensive,[],202330,,,1610612766,28,29,2021-11-25T00:40:21Z,1970000,,,0,,G. Hayward REBOUND (Off:0 Def:2),[202330],1610612766.0,CHA,,,,,,,,,,Hayward,G. Hayward,,,,,,200.0,2.0,2.0,0.0,,,,,,,,,
202,PT10M58.00S,2021-11-25T00:40:22.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626179,66.83639947437582,37.00980392156863,1610612766,28,32,2021-11-25T00:40:31Z,1980000,-65.0,259.0,1,right,T. Rozier 26' 3PT running (6 PTS),[1626179],1610612766.0,CHA,running,,,,,,,,,Rozier,T. Rozier,,,,26.72,Made,,,,,,,6.0,,,,,,
203,PT10M34.00S,2021-11-25T00:40:48.8Z,2,REGULAR,foul,personal,['2freethrow'],1629667,,,1610612753,28,32,2021-11-25T00:41:01Z,1990000,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Wagner 2 FT),"[1629667, 1629021]",1610612766.0,CHA,shooting,,,,,,202901.0,1.0,0.0,McDaniels,J. McDaniels,Wagner,1629021.0,,,,,,,,,,,,,,,,
205,PT10M34.00S,2021-11-25T00:41:14.3Z,2,REGULAR,freethrow,1 of 2,[],1629021,,,1610612753,29,32,2021-11-25T00:41:14Z,2010000,,,0,,M. Wagner Free Throw 1 of 2 (3 PTS),[1629021],1610612753.0,ORL,,,,,,,,,,Wagner,M. Wagner,,,,,Made,,,,,,,3.0,,,,,,
206,PT10M34.00S,2021-11-25T00:41:31.0Z,2,REGULAR,freethrow,2 of 2,[],1629021,,,1610612753,30,32,2021-11-25T00:41:31Z,2020000,,,0,,M. Wagner Free Throw 2 of 2 (4 PTS),[1629021],1610612753.0,ORL,,,,,,,,,,Wagner,M. Wagner,,,,,Made,,,,,,,4.0,,,,,,
208,PT10M22.00S,2021-11-25T00:41:42.8Z,2,REGULAR,3pt,Jump Shot,[],1626179,66.5735873850197,29.65686274509804,1610612766,30,32,2021-11-25T00:41:48Z,2030000,-102.0,262.0,1,right,MISS T. Rozier 28' 3PT,[1626179],1610612766.0,CHA,,,,,,,,,,Rozier,T. Rozier,,,,28.08,Missed,,,,,,,,,,,,,
209,PT10M19.00S,2021-11-25T00:41:45.8Z,2,REGULAR,rebound,defensive,[],1628539,,,1610612753,30,32,2021-11-25T00:41:48Z,2040000,,,0,,M. Mulder REBOUND (Off:0 Def:1),[1628539],1610612753.0,ORL,,,,,,,,,,Mulder,M. Mulder,,,,,,208.0,1.0,1.0,0.0,,,,,,,,,
210,PT10M15.00S,2021-11-25T00:41:51.7Z,2,REGULAR,3pt,Jump Shot,[],1629021,29.77989487516426,25.245098039215684,1610612753,33,32,2021-11-25T00:46:26Z,2050000,124.0,227.0,1,left,M. Wagner 25' 3PT  (7 PTS) (R. Hampton 2 AST),"[1629021, 1630181]",1610612753.0,ORL,,,,,,,,,,Wagner,M. Wagner,,,,25.89,Made,,,,,,,7.0,R. Hampton,1630181.0,2.0,,,
212,PT10M00.00S,2021-11-25T00:42:07.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629667,94.03745072273325,52.94117647058824,1610612766,33,34,2021-11-25T00:42:51Z,2070000,15.0,4.0,1,right,J. McDaniels driving Layup (2 PTS) (T. Rozier 2 AST),"[1629667, 1626179]",1610612766.0,CHA,driving,,,,,,,,,McDaniels,J. McDaniels,,,,1.51,Made,,,,,,,2.0,T. Rozier,1626179.0,2.0,,,
214,PT10M00.00S,2021-11-25T00:42:12.9Z,2,REGULAR,foul,personal,['1freethrow'],1630591,,,1610612766,33,34,2021-11-25T00:47:22Z,2090000,,,0,,J. Suggs shooting personal FOUL (3 PF) (McDaniels 1 FT),"[1630591, 1629667]",1610612753.0,ORL,shooting,,,,,,204059.0,3.0,0.0,Suggs,J. Suggs,McDaniels,1629667.0,,,,,,,,,,,,,,,,
216,PT10M00.00S,2021-11-25T00:42:36.1Z,2,REGULAR,substitution,out,[],1630591,,,1610612766,33,34,2021-11-25T00:42:43Z,2110000,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,,,,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,
217,PT10M00.00S,2021-11-25T00:42:36.1Z,2,REGULAR,substitution,in,[],203914,,,1610612766,33,34,2021-11-25T00:42:43Z,2120000,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,,,,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,
218,PT10M00.00S,2021-11-25T00:42:52.3Z,2,REGULAR,freethrow,1 of 1,[],1629667,,,1610612766,33,34,2021-11-25T00:42:57Z,2130000,,,0,,MISS J. McDaniels Free Throw 1 of 1,[1629667],1610612766.0,CHA,,,,,,,,,,McDaniels,J. McDaniels,,,,,Missed,,,,,,,,,,,,,
219,PT09M57.00S,2021-11-25T00:42:55.3Z,2,REGULAR,rebound,defensive,[],1629021,,,1610612753,33,34,2021-11-25T00:42:57Z,2140000,,,0,,M. Wagner REBOUND (Off:1 Def:1),[1629021],1610612753.0,ORL,,,,,,,,,,Wagner,M. Wagner,,,,,,218.0,2.0,1.0,1.0,,,,,,,,,
220,PT09M45.00S,2021-11-25T00:43:06.3Z,2,REGULAR,3pt,Jump Shot,[],1629021,30.962549277266753,69.11764705882352,1610612753,36,34,2021-11-25T00:43:11Z,2150000,-96.0,239.0,1,left,M. Wagner 25' 3PT  (10 PTS) (G. Harris 2 AST),"[1629021, 203914]",1610612753.0,ORL,,,,,,,,,,Wagner,M. Wagner,,,,25.69,Made,,,,,,,10.0,G. Harris,203914.0,2.0,,,
222,PT09M26.00S,2021-11-25T00:43:24.4Z,2,REGULAR,2pt,Jump Shot,[],1626179,79.188567674113,52.94117647058824,1610612766,36,36,2021-11-25T00:43:30Z,2170000,15.0,143.0,1,right,T. Rozier 14' turnaround Jump Shot (8 PTS),[1626179],1610612766.0,CHA,turnaround,,,,,,,,,Rozier,T. Rozier,,,,14.39,Made,,,,,,,8.0,,,,,,
223,PT09M11.00S,2021-11-25T00:43:40.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203914,7.30946123521682,51.9607843137255,1610612753,36,36,2021-11-25T00:48:59Z,2180000,-10.0,16.0,1,left,MISS G. Harris driving Layup - blocked,"[203914, 1630208]",1610612753.0,ORL,driving,,,,,,,,,Harris,G. Harris,,,,1.89,Missed,,,,,Richards,1630208.0,,,,,,,
224,PT09M11.00S,2021-11-25T00:43:40.2Z,2,REGULAR,block,,[],1630208,,,1610612753,36,36,2021-11-25T00:43:43Z,2190000,,,0,,N. Richards BLOCK (2 BLK),[1630208],1610612766.0,CHA,,,,,,,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,
225,PT09M07.00S,2021-11-25T00:43:44.2Z,2,REGULAR,rebound,defensive,[],1629667,,,1610612766,36,36,2021-11-25T00:43:45Z,2200000,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1629667],1610612766.0,CHA,,,,,,,,,,McDaniels,J. McDaniels,,,,,,223.0,1.0,1.0,0.0,,,,,,,,,
226,PT09M05.00S,2021-11-25T00:43:48.0Z,2,REGULAR,turnover,lost ball,[],1629667,,,1610612766,36,36,2021-11-25T00:44:02Z,2210000,,,0,,J. McDaniels lost ball TURNOVER (1 TO),[1629667],1610612766.0,CHA,,,,,,,,,,McDaniels,J. McDaniels,,,1.0,,,,,,,,,,,,,,,
227,PT09M05.00S,2021-11-25T00:43:54.6Z,2,REGULAR,foul,personal,[],1629667,,,1610612753,36,36,2021-11-25T00:44:11Z,2220000,,,0,,J. McDaniels loose ball personal FOUL (2 PF),"[1629667, 1629643]",1610612766.0,CHA,loose ball,,,,,,204059.0,2.0,0.0,McDaniels,J. McDaniels,Okeke,1629643.0,,,,,,,,,,,,,,,,
230,PT08M54.00S,2021-11-25T00:44:22.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,36,36,2021-11-25T00:44:22Z,2240000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M51.00S,2021-11-25T00:44:35.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628539,9.280551905387648,1.715686274509804,1610612753,39,36,2021-11-25T00:44:41Z,2250000,241.0,35.0,1,left,M. Mulder 24' 3PT  (6 PTS) (R. Hampton 3 AST),"[1628539, 1630181]",1610612753.0,ORL,,,,,,,,,,Mulder,M. Mulder,,,,24.39,Made,,,,,,,6.0,R. Hampton,1630181.0,3.0,,,
233,PT08M33.00S,2021-11-25T00:44:53.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629667,91.80354796320631,50.73529411764706,1610612766,39,36,2021-11-25T00:45:01Z,2270000,4.0,25.0,1,right,MISS J. McDaniels driving finger roll Layup,[1629667],1610612766.0,CHA,driving finger roll,,,,,,,,,McDaniels,J. McDaniels,,,,2.48,Missed,,,,,,,,,,,,,
234,PT08M32.00S,2021-11-25T00:44:54.5Z,2,REGULAR,rebound,offensive,[],1629667,,,1610612766,39,36,2021-11-25T00:45:01Z,2280000,,,0,,J. McDaniels REBOUND (Off:1 Def:1),[1629667],1610612766.0,CHA,,,,,,,,,,McDaniels,J. McDaniels,,,,,,233.0,2.0,1.0,1.0,,,,,,,,,
235,PT08M32.00S,2021-11-25T00:44:59.1Z,2,REGULAR,foul,personal,['2freethrow'],1628539,,,1610612766,39,36,2021-11-25T00:45:08Z,2290000,,,0,,M. Mulder shooting personal FOUL (1 PF) (McDaniels 2 FT),"[1628539, 1629667]",1610612753.0,ORL,shooting,,,,,,203177.0,1.0,0.0,Mulder,M. Mulder,McDaniels,1629667.0,,,,,,,,,,,,,,,,
237,PT08M32.00S,2021-11-25T00:45:24.9Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629667,,,1610612766,39,37,2021-11-25T00:46:03Z,2310000,,,0,,J. McDaniels Free Throw 1 of 2 (3 PTS),[1629667],1610612766.0,CHA,,,,,,,,,,McDaniels,J. McDaniels,,,,,Made,,,,,,,3.0,,,,,,
240,PT08M32.00S,2021-11-25T00:45:24.9Z,2,REGULAR,turnover,LaneViolation,[],1630208,,,1610612766,39,37,2021-11-25T00:46:23Z,2340000,,,0,,N. Richards LaneViolation TURNOVER (1 TO),[1630208],1610612766.0,CHA,,,,,,,,,,Richards,N. Richards,,,1.0,,,,,,,,,,,,,,,
241,PT08M14.00S,2021-11-25T00:46:23.0Z,2,REGULAR,3pt,Jump Shot,[],1629021,17.95335085413929,6.372549019607843,1610612753,39,37,2021-11-25T00:46:28Z,2350000,218.0,116.0,1,left,MISS M. Wagner 24' 3PT,[1629021],1610612753.0,ORL,,,,,,,,,,Wagner,M. Wagner,,,,24.72,Missed,,,,,,,,,,,,,
242,PT08M08.00S,2021-11-25T00:46:29.0Z,2,REGULAR,rebound,offensive,[],1629643,,,1610612753,39,37,2021-11-25T00:46:28Z,2360000,,,0,,C. Okeke REBOUND (Off:1 Def:2),[1629643],1610612753.0,ORL,,,,,,,,,,Okeke,C. Okeke,,,,,,241.0,3.0,2.0,1.0,,,,,,,,,
243,PT08M07.00S,2021-11-25T00:46:28.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629643,9.149145860709593,48.03921568627451,1610612753,39,37,2021-11-25T00:47:41Z,2370000,10.0,34.0,1,left,MISS C. Okeke putback Layup,[1629643],1610612753.0,ORL,putback,,,,,,,,,Okeke,C. Okeke,,,,3.49,Missed,,,,,,,,,,,,,
244,PT08M05.00S,2021-11-25T00:46:30.6Z,2,REGULAR,rebound,defensive,[],202330,,,1610612766,39,37,2021-11-25T00:46:30Z,2380000,,,0,,G. Hayward REBOUND (Off:0 Def:3),[202330],1610612766.0,CHA,,,,,,,,,,Hayward,G. Hayward,,,,,,243.0,3.0,3.0,0.0,,,,,,,,,
245,PT07M55.00S,2021-11-25T00:46:41.0Z,2,REGULAR,3pt,Jump Shot,[],1626179,84.70762155059133,4.411764705882353,1610612766,39,37,2021-11-25T00:46:45Z,2390000,-228.0,91.0,1,right,MISS T. Rozier 24' 3PT,[1626179],1610612766.0,CHA,,,,,,,,,,Rozier,T. Rozier,,,,24.55,Missed,,,,,,,,,,,,,
246,PT07M52.00S,2021-11-25T00:46:44.0Z,2,REGULAR,rebound,defensive,[],1629643,,,1610612753,39,37,2021-11-25T00:46:45Z,2400000,,,0,,C. Okeke REBOUND (Off:1 Def:3),[1629643],1610612753.0,ORL,,,,,,,,,,Okeke,C. Okeke,,,,,,245.0,4.0,3.0,1.0,,,,,,,,,
247,PT07M42.00S,2021-11-25T00:46:53.5Z,2,REGULAR,3pt,Jump Shot,[],1628539,30.17411300919842,73.77450980392157,1610612753,39,37,2021-11-25T00:47:00Z,2410000,-119.0,231.0,1,left,MISS M. Mulder 25' 3PT,[1628539],1610612753.0,ORL,,,,,,,,,,Mulder,M. Mulder,,,,25.99,Missed,,,,,,,,,,,,,
248,PT07M41.00S,2021-11-25T00:46:54.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612766,39,37,2021-11-25T00:47:00Z,2420000,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,247.0,,,,,,,,,,,,
249,PT07M41.00S,2021-11-25T00:47:05.2Z,2,REGULAR,foul,personal,[],203914,,,1610612766,39,37,2021-11-25T02:19:26Z,2430000,,,0,,G. Harris personal FOUL (1 PF),"[203914, 202330]",1610612753.0,ORL,,,,,,,204059.0,1.0,0.0,Harris,G. Harris,Hayward,202330.0,,,,,,,,,,,,,,,,
251,PT07M41.00S,2021-11-25T00:47:12.4Z,2,REGULAR,substitution,out,[],1629021,,,1610612766,39,37,2021-11-25T00:47:29Z,2450000,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,,,,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,
252,PT07M41.00S,2021-11-25T00:47:12.4Z,2,REGULAR,substitution,out,[],1629667,,,1610612766,39,37,2021-11-25T00:47:29Z,2460000,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,,,,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,
253,PT07M41.00S,2021-11-25T00:47:12.4Z,2,REGULAR,substitution,out,[],202330,,,1610612766,39,37,2021-11-25T00:47:29Z,2470000,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,,,,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,
254,PT07M41.00S,2021-11-25T00:47:12.4Z,2,REGULAR,substitution,in,[],1628964,,,1610612766,39,37,2021-11-25T00:47:29Z,2480000,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,,,,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,
255,PT07M41.00S,2021-11-25T00:47:12.4Z,2,REGULAR,substitution,in,[],1628970,,,1610612766,39,37,2021-11-25T00:47:29Z,2490000,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,,,,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
256,PT07M41.00S,2021-11-25T00:47:12.4Z,2,REGULAR,substitution,in,[],1628998,,,1610612766,39,37,2021-11-25T00:47:29Z,2500000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,,,,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,
257,PT07M20.00S,2021-11-25T00:47:43.6Z,2,REGULAR,3pt,Jump Shot,[],1628970,90.62089356110381,2.696078431372549,1610612766,39,37,2021-11-25T00:47:52Z,2510000,-237.0,36.0,1,right,MISS M. Bridges 3PT,[1628970],1610612766.0,CHA,,,,,,,,,,Bridges,M. Bridges,,,,23.92,Missed,,,,,,,,,,,,,
258,PT07M20.00S,2021-11-25T00:47:43.6Z,2,REGULAR,rebound,offensive,[],1630208,,,1610612766,39,37,2021-11-25T00:47:52Z,2520000,,,0,,N. Richards REBOUND (Off:1 Def:0),[1630208],1610612766.0,CHA,,,,,,,,,,Richards,N. Richards,,,,,,257.0,1.0,0.0,1.0,,,,,,,,,
259,PT07M11.00S,2021-11-25T00:47:52.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626162,89.70105124835742,44.36274509803921,1610612766,39,37,2021-11-25T00:50:12Z,2530000,-28.0,44.0,1,right,MISS K. Oubre Jr. driving Layup,[1626162],1610612766.0,CHA,driving,,,,,,,,,Oubre Jr.,K. Oubre Jr.,,,,5.25,Missed,,,,,,,,,,,,,
260,PT07M04.00S,2021-11-25T00:47:59.9Z,2,REGULAR,rebound,defensive,[],1629643,,,1610612753,39,37,2021-11-25T00:50:36Z,2540000,,,0,,C. Okeke REBOUND (Off:1 Def:4),[1629643],1610612753.0,ORL,,,,,,,,,,Okeke,C. Okeke,,,,,,259.0,5.0,4.0,1.0,,,,,,,,,
263,PT07M00.00S,2021-11-25T00:48:03.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630181,9.017739816031538,54.41176470588235,1610612753,39,37,2021-11-25T00:55:40Z,2570000,-22.0,32.0,1,left,MISS R. Hampton driving floating bank Shot,[1630181],1610612753.0,ORL,driving floating bank,,,,,,,,,Hampton,R. Hampton,,,,3.91,Missed,,,,,,,,,,,,,
264,PT06M57.00S,2021-11-25T00:48:06.5Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612766,39,37,2021-11-25T00:48:15Z,2580000,,,0,,N. Richards REBOUND (Off:1 Def:1),[1630208],1610612766.0,CHA,,,,,,,,,,Richards,N. Richards,,,,,,263.0,2.0,1.0,1.0,,,,,,,,,
265,PT06M52.00S,2021-11-25T00:48:11.5Z,2,REGULAR,turnover,lost ball,[],1628998,,,1610612766,39,37,2021-11-25T00:48:18Z,2590000,,,0,,C. Martin lost ball TURNOVER (1 TO),"[1628998, 1629643]",1610612766.0,CHA,,,,,,,,,,Martin,C. Martin,,,1.0,,,,,,,,,,,,,Okeke,1629643.0,
266,PT06M52.00S,2021-11-25T00:48:11.5Z,2,REGULAR,steal,,[],1629643,,,1610612753,39,37,2021-11-25T00:48:13Z,2600000,,,0,,C. Okeke STEAL (1 STL),[1629643],1610612753.0,ORL,,,,,,,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,
267,PT06M48.00S,2021-11-25T00:48:15.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629643,7.966491458607096,50.73529411764706,1610612753,39,37,2021-11-25T00:48:23Z,2610000,-4.0,22.0,1,left,MISS C. Okeke running Layup - blocked,"[1629643, 1628998]",1610612753.0,ORL,running,,,,,,,,,Okeke,C. Okeke,,,,2.27,Missed,,,,,Martin,1628998.0,,,,,,,
268,PT06M48.00S,2021-11-25T00:48:15.2Z,2,REGULAR,block,,[],1628998,,,1610612753,39,37,2021-11-25T00:48:17Z,2620000,,,0,,C. Martin BLOCK (1 BLK),[1628998],1610612766.0,CHA,,,,,,,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,
269,PT06M44.00S,2021-11-25T00:48:19.2Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612766,39,37,2021-11-25T00:48:23Z,2630000,,,0,,N. Richards REBOUND (Off:1 Def:2),[1630208],1610612766.0,CHA,,,,,,,,,,Richards,N. Richards,,,,,,267.0,3.0,2.0,1.0,,,,,,,,,
270,PT06M33.00S,2021-11-25T00:48:30.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630208,93.51182654402102,46.568627450980394,1610612766,39,39,2021-11-25T00:56:22Z,2640000,-17.0,8.0,1,right,N. Richards DUNK (2 PTS) (T. Rozier 3 AST),"[1630208, 1626179]",1610612766.0,CHA,,,,,,,,,,Richards,N. Richards,,,,1.92,Made,,,,,,,2.0,T. Rozier,1626179.0,3.0,,,
272,PT06M12.00S,2021-11-25T00:48:51.1Z,2,REGULAR,3pt,Jump Shot,[],1628539,26.49474375821288,79.65686274509804,1610612753,39,39,2021-11-25T00:48:57Z,2660000,-148.0,197.0,1,left,MISS M. Mulder 24' 3PT,[1628539],1610612753.0,ORL,,,,,,,,,,Mulder,M. Mulder,,,,24.63,Missed,,,,,,,,,,,,,
273,PT06M09.00S,2021-11-25T00:48:54.1Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,39,39,2021-11-25T00:48:57Z,2670000,,,0,,M. Bridges REBOUND (Off:0 Def:4),[1628970],1610612766.0,CHA,,,,,,,,,,Bridges,M. Bridges,,,,,,272.0,4.0,4.0,0.0,,,,,,,,,
