actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
185,PT11M04.00S,2022-03-17T23:43:25.4Z,2,REGULAR,freethrow,1 of 1,[],1628365,,,1610612753,42,40,2022-03-17T23:43:25Z,1810000,,,0,,M. Fultz Free Throw 1 of 1 (5 PTS),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
186,PT10M49.00S,2022-03-17T23:43:44.8Z,2,REGULAR,foul,personal,['2freethrow'],201577,,,1610612765,42,40,2022-03-17T23:43:56Z,1820000,,,0,,R. Lopez shooting personal FOUL (2 PF) (Bagley III 2 FT),"[201577, 1628963]",1610612753.0,ORL,shooting,,,Lopez,R. Lopez,,,,,,,,,,,1830.0,2.0,0.0,Bagley III,1628963.0,,,,,,,,,
188,PT10M49.00S,2022-03-17T23:44:13.9Z,2,REGULAR,freethrow,1 of 2,[],1628963,,,1610612765,42,41,2022-03-17T23:44:40Z,1840000,,,0,,M. Bagley III Free Throw 1 of 2 (1 PTS),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
189,PT10M49.00S,2022-03-17T23:44:13.9Z,2,REGULAR,freethrow,2 of 2,[],1628963,,,1610612765,42,41,2022-03-17T23:44:40Z,1850000,,,0,,MISS M. Bagley III Free Throw 2 of 2,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,Missed,,,,,,,,,,,,,,,,,,
190,PT10M46.00S,2022-03-17T23:44:16.9Z,2,REGULAR,rebound,defensive,[],1629649,,,1610612753,42,41,2022-03-17T23:44:40Z,1860000,,,0,,I. Brazdeikis REBOUND (Off:0 Def:1),[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,,,,,,,189.0,1.0,1.0,0.0,,,,
191,PT10M36.00S,2022-03-17T23:44:49.2Z,2,REGULAR,2pt,Jump Shot,[],1628365,25.18068331143233,34.068627450980394,1610612753,42,41,2022-03-17T23:47:32Z,1870000,80.0,184.0,1,left,MISS M. Fultz 20' pullup Shot,[1628365],1610612753.0,ORL,pullup,,,Fultz,M. Fultz,,,,,20.07,Missed,,,,,,,,,,,,,,,,,,
192,PT10M31.00S,2022-03-17T23:44:54.5Z,2,REGULAR,rebound,offensive,[],201577,,,1610612753,42,41,2022-03-17T23:44:54Z,1880000,,,0,,R. Lopez REBOUND (Off:1 Def:0),[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,191.0,1.0,0.0,1.0,,,,
193,PT10M31.00S,2022-03-17T23:44:54.5Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201577,5.590000152587891,50.0,1610612753,42,41,2022-03-17T23:45:04Z,1890000,0.0,0.0,1,left,MISS R. Lopez tip Layup,[201577],1610612753.0,ORL,tip,,,Lopez,R. Lopez,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
194,PT10M31.00S,2022-03-17T23:44:54.5Z,2,REGULAR,rebound,offensive,[],201577,,,1610612753,42,41,2022-03-17T23:45:18Z,1900000,,,0,,R. Lopez REBOUND (Off:2 Def:0),[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,193.0,2.0,0.0,2.0,,,,
195,PT10M24.00S,2022-03-17T23:45:00.9Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",201577,17.95335085413929,49.01960784313725,1610612753,44,41,2022-03-17T23:45:10Z,1910000,5.0,116.0,1,left,R. Lopez 11' Hook (4 PTS),[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,11.64,Made,4.0,,,,,,,,,,,,,,,,,
196,PT10M14.00S,2022-03-17T23:45:10.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203482,83.919185282523,39.46078431372549,1610612765,44,43,2022-03-17T23:47:24Z,1920000,-53.0,99.0,1,right,K. Olynyk 11' driving floating Jump Shot (6 PTS) (S. Lee 1 AST),"[203482, 1630240]",1610612765.0,DET,driving floating,,,Olynyk,K. Olynyk,,,,,11.19,Made,6.0,S. Lee,1630240.0,1.0,,,,,,,,,,,,,,
198,PT10M04.00S,2022-03-17T23:45:23.3Z,2,REGULAR,foul,personal,['2freethrow'],1630240,,,1610612753,44,43,2022-03-17T23:45:33Z,1940000,,,0,,S. Lee shooting personal FOUL (2 PF) (Schofield 2 FT),"[1630240, 1629678]",1610612765.0,DET,shooting,,,Lee,S. Lee,,,,,,,,,,,1830.0,2.0,0.0,Schofield,1629678.0,,,,,,,,,
200,PT10M04.00S,2022-03-17T23:45:49.9Z,2,REGULAR,freethrow,1 of 2,[],1629678,,,1610612753,45,43,2022-03-17T23:45:49Z,1960000,,,0,,A. Schofield Free Throw 1 of 2 (1 PTS),[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
201,PT10M04.00S,2022-03-17T23:45:51.9Z,2,REGULAR,substitution,out,[],203585,,,1610612753,45,43,2022-03-17T23:45:57Z,1970000,,,0,,SUB out: R. McGruder,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,
202,PT10M04.00S,2022-03-17T23:45:51.9Z,2,REGULAR,substitution,in,[],1630587,,,1610612753,45,43,2022-03-17T23:45:57Z,1980000,,,0,,SUB in: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,
203,PT10M04.00S,2022-03-17T23:46:07.1Z,2,REGULAR,freethrow,2 of 2,[],1629678,,,1610612753,46,43,2022-03-17T23:46:07Z,1990000,,,0,,A. Schofield Free Throw 2 of 2 (2 PTS),[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
204,PT09M46.00S,2022-03-17T23:46:26.1Z,2,REGULAR,3pt,Jump Shot,[],203482,69.33311432325887,71.32352941176471,1610612765,46,43,2022-03-17T23:46:33Z,2000000,107.0,236.0,1,right,MISS K. Olynyk 25' 3PT,[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,25.88,Missed,,,,,,,,,,,,,,,,,,
205,PT09M41.00S,2022-03-17T23:46:31.1Z,2,REGULAR,rebound,defensive,[],203082,,,1610612753,46,43,2022-03-17T23:46:33Z,2010000,,,0,,T. Ross REBOUND (Off:0 Def:1),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,204.0,1.0,1.0,0.0,,,,
206,PT09M37.00S,2022-03-17T23:46:35.2Z,2,REGULAR,turnover,lost ball,[],1628365,,,1610612753,46,43,2022-03-17T23:46:42Z,2020000,,,0,,M. Fultz lost ball TURNOVER (2 TO),"[1628365, 1630240]",1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,2.0,,,,,Lee,1630240.0,,
207,PT09M37.00S,2022-03-17T23:46:35.2Z,2,REGULAR,steal,,[],1630240,,,1610612765,46,43,2022-03-17T23:46:37Z,2030000,,,0,,S. Lee STEAL (1 STL),[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,,,,,,,,,,,,,,,,,,
208,PT09M31.00S,2022-03-17T23:46:40.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630240,93.77463863337714,51.9607843137255,1610612765,46,45,2022-03-17T23:54:33Z,2040000,10.0,6.0,1,right,S. Lee running Layup (2 PTS),[1630240],1610612765.0,DET,running,,,Lee,S. Lee,,,,,1.15,Made,2.0,,,,,,,,,,,,,,,,,
209,PT09M20.00S,2022-03-17T23:46:51.8Z,2,REGULAR,3pt,Jump Shot,[],1629678,18.74178712220762,90.93137254901961,1610612753,46,45,2022-03-17T23:47:12Z,2050000,-205.0,124.0,1,left,MISS A. Schofield 3PT,[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,23.92,Missed,,,,,,,,,,,,,,,,,,
210,PT09M20.00S,2022-03-17T23:46:51.8Z,2,REGULAR,rebound,defensive,[],1630587,,,1610612765,46,45,2022-03-17T23:47:12Z,2060000,,,0,,I. Livers REBOUND (Off:0 Def:1),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,209.0,1.0,1.0,0.0,,,,
211,PT09M11.00S,2022-03-17T23:47:01.4Z,2,REGULAR,3pt,Jump Shot,[],1628963,67.62483574244416,63.48039215686274,1610612765,46,48,2022-03-17T23:47:15Z,2070000,67.0,252.0,1,right,M. Bagley III 26' 3PT  (4 PTS) (K. Olynyk 1 AST),"[1628963, 203482]",1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,26.07,Made,4.0,K. Olynyk,203482.0,1.0,,,,,,,,,,,,,,
213,PT08M53.00S,2022-03-17T23:47:20.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203082,8.229303547963205,55.14705882352941,1610612753,46,48,2022-03-17T23:47:27Z,2090000,-26.0,25.0,1,left,MISS T. Ross driving Layup - blocked,"[203082, 203482]",1610612753.0,ORL,driving,,,Ross,T. Ross,,,,,3.58,Missed,,,,,,,,,,,,,,,,,Olynyk,203482.0
214,PT08M53.00S,2022-03-17T23:47:20.6Z,2,REGULAR,block,,[],203482,,,1610612753,46,48,2022-03-17T23:47:23Z,2100000,,,0,,K. Olynyk BLOCK (1 BLK),[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M53.00S,2022-03-17T23:47:20.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612753,46,48,2022-03-17T23:47:27Z,2110000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,213.0,,,,,,,
216,PT08M53.00S,2022-03-17T23:47:26.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,46,48,2022-03-17T23:47:26Z,2120000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M53.00S,2022-03-17T23:47:27.6Z,2,REGULAR,substitution,out,[],1628365,,,1610612753,46,48,2022-03-17T23:47:32Z,2130000,,,0,,SUB out: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M53.00S,2022-03-17T23:47:27.6Z,2,REGULAR,substitution,in,[],1630175,,,1610612753,46,48,2022-03-17T23:47:32Z,2140000,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M48.00S,2022-03-17T23:47:47.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630175,7.966491458607096,50.0,1610612753,46,48,2022-03-17T23:47:55Z,2150000,0.0,22.0,1,left,MISS C. Anthony Layup,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,2.24,Missed,,,,,,,,,,,,,,,,,,
220,PT08M46.00S,2022-03-17T23:47:49.2Z,2,REGULAR,rebound,defensive,[],1630691,,,1610612765,46,48,2022-03-17T23:47:55Z,2160000,,,0,,J. Pickett REBOUND (Off:0 Def:1),[1630691],1610612765.0,DET,,,,Pickett,J. Pickett,,,,,,,,,,,,,,,,,219.0,1.0,1.0,0.0,,,,
221,PT08M42.00S,2022-03-17T23:47:53.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203482,73.01248357424441,79.90196078431373,1610612765,46,48,2022-03-17T23:49:59Z,2170000,150.0,201.0,1,right,MISS K. Olynyk 25' running 3PT,[203482],1610612765.0,DET,running,,,Olynyk,K. Olynyk,,,,,25.07,Missed,,,,,,,,,,,,,,,,,,
222,PT08M38.00S,2022-03-17T23:47:57.4Z,2,REGULAR,rebound,defensive,[],1629678,,,1610612753,46,48,2022-03-17T23:48:06Z,2180000,,,0,,A. Schofield REBOUND (Off:0 Def:2),[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,,,,,221.0,2.0,2.0,0.0,,,,
223,PT08M30.00S,2022-03-17T23:48:05.2Z,2,REGULAR,3pt,Jump Shot,[],203082,7.178055190538765,94.6078431372549,1610612753,49,48,2022-03-17T23:48:10Z,2190000,-223.0,15.0,1,left,T. Ross 3PT  (7 PTS) (C. Anthony 3 AST),"[203082, 1630175]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,22.35,Made,7.0,C. Anthony,1630175.0,3.0,,,,,,,,,,,,,,
225,PT08M07.00S,2022-03-17T23:48:28.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630240,91.01511169513797,50.49019607843137,1610612765,49,50,2022-03-17T23:48:38Z,2210000,2.0,32.0,1,right,S. Lee driving finger roll Layup (4 PTS),[1630240],1610612765.0,DET,driving finger roll,,,Lee,S. Lee,,,,,3.21,Made,4.0,,,,,,,,,,,,,,,,,
226,PT07M51.00S,2022-03-17T23:48:45.5Z,2,REGULAR,foul,personal,['2freethrow'],1630587,,,1610612753,49,50,2022-03-17T23:48:54Z,2220000,,,0,,I. Livers shooting personal FOUL (3 PF) (Ross 2 FT),"[1630587, 203082]",1610612765.0,DET,shooting,,,Livers,I. Livers,,,,,,,,,,,1155.0,3.0,0.0,Ross,203082.0,,,,,,,,,
228,PT07M51.00S,2022-03-17T23:49:16.5Z,2,REGULAR,freethrow,1 of 2,[],203082,,,1610612753,50,50,2022-03-17T23:49:45Z,2240000,,,0,,T. Ross Free Throw 1 of 2 (8 PTS),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
229,PT07M51.00S,2022-03-17T23:49:18.4Z,2,REGULAR,substitution,out,[],1630587,,,1610612753,50,50,2022-03-17T23:49:36Z,2250000,,,0,,SUB out: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M51.00S,2022-03-17T23:49:18.4Z,2,REGULAR,substitution,out,[],203482,,,1610612753,50,50,2022-03-17T23:49:36Z,2260000,,,0,,SUB out: K. Olynyk,[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M51.00S,2022-03-17T23:49:18.4Z,2,REGULAR,substitution,in,[],203585,,,1610612753,50,50,2022-03-17T23:49:36Z,2270000,,,0,,SUB in: R. McGruder,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M51.00S,2022-03-17T23:49:18.4Z,2,REGULAR,substitution,in,[],1630191,,,1610612753,50,50,2022-03-17T23:49:36Z,2280000,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M51.00S,2022-03-17T23:49:16.5Z,2,REGULAR,freethrow,2 of 2,[],203082,,,1610612753,50,50,2022-03-17T23:49:45Z,2290000,,,0,,MISS T. Ross Free Throw 2 of 2,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,Missed,,,,,,,,,,,,,,,,,,
234,PT07M48.00S,2022-03-17T23:49:19.5Z,2,REGULAR,rebound,defensive,[],1628963,,,1610612765,50,50,2022-03-17T23:49:45Z,2300000,,,0,,M. Bagley III REBOUND (Off:0 Def:1),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,233.0,1.0,1.0,0.0,,,,
235,PT07M37.00S,2022-03-17T23:49:55.6Z,2,REGULAR,3pt,Jump Shot,[],1628963,74.45795006570303,15.686274509803921,1610612765,50,50,2022-03-17T23:50:01Z,2310000,-172.0,188.0,1,right,MISS M. Bagley III 25' 3PT,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,25.42,Missed,,,,,,,,,,,,,,,,,,
236,PT07M33.00S,2022-03-17T23:49:59.6Z,2,REGULAR,rebound,defensive,[],203082,,,1610612753,50,50,2022-03-17T23:50:01Z,2320000,,,0,,T. Ross REBOUND (Off:0 Def:2),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,235.0,2.0,2.0,0.0,,,,
237,PT07M19.00S,2022-03-17T23:50:13.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630175,8.886333771353483,47.794117647058826,1610612753,50,50,2022-03-17T23:50:20Z,2330000,11.0,31.0,1,left,MISS C. Anthony driving Layup - blocked,"[1630175, 1630691]",1610612753.0,ORL,driving,,,Anthony,C. Anthony,,,,,3.29,Missed,,,,,,,,,,,,,,,,,Pickett,1630691.0
238,PT07M19.00S,2022-03-17T23:50:13.6Z,2,REGULAR,block,,[],1630691,,,1610612753,50,50,2022-03-17T23:50:17Z,2340000,,,0,,J. Pickett BLOCK (1 BLK),[1630691],1610612765.0,DET,,,,Pickett,J. Pickett,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M14.00S,2022-03-17T23:50:18.6Z,2,REGULAR,rebound,defensive,[],1628963,,,1610612765,50,50,2022-03-17T23:50:20Z,2350000,,,0,,M. Bagley III REBOUND (Off:0 Def:2),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,237.0,2.0,2.0,0.0,,,,
240,PT07M08.00S,2022-03-17T23:50:24.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630191,92.59198423127464,50.0,1610612765,50,52,2022-03-17T23:50:38Z,2360000,0.0,17.0,1,right,I. Stewart driving DUNK (6 PTS) (S. Lee 2 AST),"[1630191, 1630240]",1610612765.0,DET,driving,,,Stewart,I. Stewart,,,,,1.71,Made,6.0,S. Lee,1630240.0,2.0,,,,,,,,,,,,,,
242,PT07M08.00S,2022-03-17T23:50:43.6Z,2,REGULAR,timeout,full,['team'],0,,,1610612753,50,52,2022-03-17T23:50:43Z,2380000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M08.00S,2022-03-17T23:51:20.8Z,2,REGULAR,substitution,out,[],203585,,,1610612753,50,52,2022-03-17T23:53:21Z,2390000,,,0,,SUB out: R. McGruder,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M08.00S,2022-03-17T23:51:20.8Z,2,REGULAR,substitution,in,[],1630180,,,1610612753,50,52,2022-03-17T23:53:21Z,2400000,,,0,,SUB in: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M52.00S,2022-03-17T23:53:39.3Z,2,REGULAR,2pt,Hook,[],201577,6.783837056504599,66.91176470588235,1610612753,50,52,2022-03-17T23:53:44Z,2410000,-85.0,11.0,1,left,MISS R. Lopez 8' turnaround Hook,[201577],1610612753.0,ORL,turnaround,,,Lopez,R. Lopez,,,,,8.54,Missed,,,,,,,,,,,,,,,,,,
246,PT06M48.00S,2022-03-17T23:53:43.3Z,2,REGULAR,rebound,defensive,[],1630191,,,1610612765,50,52,2022-03-17T23:53:44Z,2420000,,,0,,I. Stewart REBOUND (Off:2 Def:3),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,245.0,5.0,3.0,2.0,,,,
247,PT06M33.00S,2022-03-17T23:53:57.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628963,90.62089356110381,53.18627450980392,1610612765,50,52,2022-03-17T23:54:02Z,2430000,16.0,36.0,1,right,MISS M. Bagley III turnaround Hook,[1628963],1610612765.0,DET,turnaround,,,Bagley III,M. Bagley III,,,,,3.91,Missed,,,,,,,,,,,,,,,,,,
248,PT06M31.00S,2022-03-17T23:53:59.6Z,2,REGULAR,rebound,offensive,[],1628963,,,1610612765,50,52,2022-03-17T23:54:02Z,2440000,,,0,,M. Bagley III REBOUND (Off:1 Def:2),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,247.0,3.0,2.0,1.0,,,,
249,PT06M23.00S,2022-03-17T23:54:07.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628963,87.99277266754271,45.588235294117645,1610612765,50,54,2022-03-17T23:54:24Z,2450000,-22.0,60.0,1,right,M. Bagley III 6' tip Layup (6 PTS),[1628963],1610612765.0,DET,tip,,,Bagley III,M. Bagley III,,,,,6.43,Made,6.0,,,,,,,,,,,,,,,,,
250,PT06M17.00S,2022-03-17T23:54:13.9Z,2,REGULAR,3pt,Jump Shot,[],203082,25.706307490144546,12.745098039215685,1610612753,53,54,2022-03-17T23:54:27Z,2460000,186.0,189.0,1,left,T. Ross 26' 3PT  (11 PTS) (C. Anthony 4 AST),"[203082, 1630175]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,26.55,Made,11.0,C. Anthony,1630175.0,4.0,,,,,,,,,,,,,,
252,PT06M04.00S,2022-03-17T23:54:26.6Z,2,REGULAR,2pt,Jump Shot,[],1630191,92.19776609724047,86.02941176470588,1610612765,53,54,2022-03-17T23:54:32Z,2480000,180.0,21.0,1,right,MISS I. Stewart 18' Jump Shot,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,18.13,Missed,,,,,,,,,,,,,,,,,,
253,PT06M02.00S,2022-03-17T23:54:28.6Z,2,REGULAR,rebound,defensive,[],1629649,,,1610612753,53,54,2022-03-17T23:54:32Z,2490000,,,0,,I. Brazdeikis REBOUND (Off:0 Def:2),[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,,,,,,,252.0,2.0,2.0,0.0,,,,
254,PT05M54.00S,2022-03-17T23:54:38.2Z,2,REGULAR,2pt,Jump Shot,[],203082,23.47240473061761,72.30392156862744,1610612753,53,54,2022-03-18T00:13:20Z,2500000,-112.0,168.0,1,left,MISS T. Ross 20' pullup Shot,[203082],1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,20.17,Missed,,,,,,,,,,,,,,,,,,
255,PT05M54.00S,2022-03-17T23:54:38.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612765,53,54,2022-03-17T23:54:49Z,2510000,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,254.0,,,,,,,
256,PT05M54.00S,2022-03-17T23:54:45.4Z,2,REGULAR,foul,personal,[],201577,,,1610612765,53,54,2022-03-17T23:55:38Z,2520000,,,0,,R. Lopez loose ball personal FOUL (3 PF),"[201577, 1628963]",1610612753.0,ORL,loose ball,,,Lopez,R. Lopez,,,,,,,,,,,1628954.0,3.0,0.0,Bagley III,1628963.0,,,,,,,,,
258,PT05M54.00S,2022-03-17T23:55:06.7Z,2,REGULAR,substitution,out,[],201577,,,1610612765,53,54,2022-03-17T23:55:10Z,2540000,,,0,,SUB out: R. Lopez,[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,
259,PT05M54.00S,2022-03-17T23:55:06.7Z,2,REGULAR,substitution,in,[],1628964,,,1610612765,53,54,2022-03-17T23:55:10Z,2550000,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,
260,PT05M41.00S,2022-03-17T23:55:36.6Z,2,REGULAR,foul,personal,['2freethrow'],1629678,,,1610612765,53,54,2022-03-17T23:55:46Z,2560000,,,0,,A. Schofield shooting personal FOUL (2 PF) (Bagley III 2 FT),"[1629678, 1628963]",1610612753.0,ORL,shooting,,,Schofield,A. Schofield,,,,,,,,,,,1830.0,2.0,0.0,Bagley III,1628963.0,,,,,,,,,
262,PT05M41.00S,2022-03-17T23:56:07.4Z,2,REGULAR,freethrow,1 of 2,[],1628963,,,1610612765,53,54,2022-03-17T23:57:36Z,2580000,,,0,,MISS M. Bagley III Free Throw 1 of 2,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,Missed,,,,,,,,,,,,,,,,,,
277,PT05M41.00S,2022-03-17T23:56:07.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,53,54,2022-03-17T23:57:36Z,2585000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,262.0,,,,,,,
263,PT05M41.00S,2022-03-17T23:56:07.4Z,2,REGULAR,freethrow,2 of 2,[],1628963,,,1610612765,53,54,2022-03-17T23:56:26Z,2590000,,,0,,MISS M. Bagley III Free Throw 2 of 2,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,Missed,,,,,,,,,,,,,,,,,,
264,PT05M38.00S,2022-03-17T23:56:10.4Z,2,REGULAR,rebound,defensive,[],1629678,,,1610612753,53,54,2022-03-17T23:56:26Z,2600000,,,0,,A. Schofield REBOUND (Off:0 Def:3),[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,,,,,263.0,3.0,3.0,0.0,,,,
265,PT05M29.00S,2022-03-17T23:56:34.3Z,2,REGULAR,3pt,Jump Shot,[],1629649,25.312089356110377,83.08823529411765,1610612753,53,54,2022-03-17T23:56:39Z,2610000,-165.0,185.0,1,left,MISS I. Brazdeikis 24' 3PT,[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,24.85,Missed,,,,,,,,,,,,,,,,,,
266,PT05M25.00S,2022-03-17T23:56:38.3Z,2,REGULAR,rebound,defensive,[],1628963,,,1610612765,53,54,2022-03-17T23:56:39Z,2620000,,,0,,M. Bagley III REBOUND (Off:1 Def:3),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,265.0,4.0,3.0,1.0,,,,
267,PT05M18.00S,2022-03-17T23:56:45.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630191,85.49605781865965,45.09803921568628,1610612765,53,56,2022-03-17T23:56:50Z,2630000,-25.0,84.0,1,right,I. Stewart 8' Hook (8 PTS) (J. Pickett 1 AST),"[1630191, 1630691]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,8.73,Made,8.0,J. Pickett,1630691.0,1.0,,,,,,,,,,,,,,
269,PT05M06.00S,2022-03-17T23:56:57.2Z,2,REGULAR,3pt,Jump Shot,[],203082,32.802233902759525,50.49019607843137,1610612753,53,56,2022-03-17T23:59:45Z,2650000,-2.0,256.0,1,left,MISS T. Ross 25' pullup 3PT,[203082],1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,25.58,Missed,,,,,,,,,,,,,,,,,,
270,PT05M02.00S,2022-03-17T23:57:01.2Z,2,REGULAR,rebound,offensive,[],1628964,,,1610612753,53,56,2022-03-17T23:59:45Z,2660000,,,0,,M. Bamba REBOUND (Off:3 Def:1),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,269.0,4.0,1.0,3.0,,,,
