actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
30,PT09M41.00S,2022-03-17T23:14:10.1Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1628964,5.590000152587891,50.0,1610612753,9,0,2022-03-17T23:14:21Z,290000,0.0,0.0,1,left,M. Bamba tip DUNK (7 PTS),[1628964],1610612753.0,ORL,tip,,,Bamba,M. Bamba,,,,,0.0,Made,7.0,,,,,,,,,,,,,,,,,
31,PT09M35.00S,2022-03-17T23:14:29.5Z,1,REGULAR,timeout,full,['team'],0,,,1610612765,9,0,2022-03-17T23:14:29Z,300000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PT09M35.00S,2022-03-17T23:16:05.1Z,1,REGULAR,substitution,out,[],1628963,,,1610612765,9,0,2022-03-17T23:17:07Z,310000,,,0,,SUB out: M. Bagley III,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,
33,PT09M35.00S,2022-03-17T23:16:05.1Z,1,REGULAR,substitution,in,[],1630587,,,1610612765,9,0,2022-03-17T23:17:07Z,320000,,,0,,SUB in: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,
34,PT09M30.00S,2022-03-17T23:17:19.0Z,1,REGULAR,3pt,Jump Shot,[],1630180,67.49342969776609,26.47058823529412,1610612765,9,3,2022-03-17T23:17:23Z,330000,-118.0,253.0,1,right,S. Bey 27' 3PT  (3 PTS) (K. Hayes 1 AST),"[1630180, 1630165]",1610612765.0,DET,,,,Bey,S. Bey,,,,,27.91,Made,3.0,K. Hayes,1630165.0,1.0,,,,,,,,,,,,,,
36,PT09M03.00S,2022-03-17T23:17:53.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,9,3,2022-03-17T23:17:53Z,350000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PT08M58.00S,2022-03-17T23:18:19.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630532,8.492115637319317,45.34313725490196,1610612753,11,3,2022-03-17T23:18:25Z,360000,23.0,27.0,1,left,F. Wagner driving DUNK (4 PTS) (M. Bamba 1 AST),"[1630532, 1628964]",1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,3.59,Made,4.0,M. Bamba,1628964.0,1.0,,,,,,,,,,,,,,
39,PT08M41.00S,2022-03-17T23:18:35.5Z,1,REGULAR,2pt,Jump Shot,[],1630165,86.67871222076215,26.96078431372549,1610612765,11,3,2022-03-17T23:19:43Z,380000,-115.0,73.0,1,right,MISS K. Hayes 13' driving floating bank Shot,[1630165],1610612765.0,DET,driving floating bank,,,Hayes,K. Hayes,,,,,13.62,Missed,,,,,,,,,,,,,,,,,,
40,PT08M35.00S,2022-03-17T23:18:41.5Z,1,REGULAR,rebound,offensive,[],1630191,,,1610612765,11,3,2022-03-17T23:18:43Z,390000,,,0,,I. Stewart REBOUND (Off:1 Def:0),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,39.0,1.0,0.0,1.0,,,,
41,PT08M35.00S,2022-03-17T23:18:41.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630191,94.40999984741211,50.0,1610612765,11,5,2022-03-17T23:19:54Z,400000,0.0,0.0,1,right,I. Stewart tip Layup (2 PTS),[1630191],1610612765.0,DET,tip,,,Stewart,I. Stewart,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,
42,PT08M29.00S,2022-03-17T23:18:47.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630181,6.915243101182654,52.69607843137255,1610612753,11,5,2022-03-17T23:19:00Z,410000,-13.0,13.0,1,left,MISS R. Hampton driving Layup,[1630181],1610612753.0,ORL,driving,,,Hampton,R. Hampton,,,,,1.84,Missed,,,,,,,,,,,,,,,,,,
43,PT08M27.00S,2022-03-17T23:18:49.2Z,1,REGULAR,rebound,offensive,[],1629021,,,1610612753,11,5,2022-03-17T23:20:38Z,420000,,,0,,M. Wagner REBOUND (Off:1 Def:0),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,42.0,1.0,0.0,1.0,,,,
44,PT08M27.00S,2022-03-17T23:18:58.3Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629021,5.590000152587891,50.0,1610612753,13,5,2022-03-17T23:20:47Z,430000,0.0,0.0,1,left,M. Wagner putback Layup (2 PTS),[1629021],1610612753.0,ORL,putback,,,Wagner,M. Wagner,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,
45,PT08M17.00S,2022-03-17T23:18:59.8Z,1,REGULAR,3pt,Jump Shot,[],202709,69.99014454664915,16.42156862745098,1610612765,13,8,2022-03-17T23:19:09Z,440000,-168.0,230.0,1,right,C. Joseph 28' 3PT  (3 PTS) (K. Hayes 2 AST),"[202709, 1630165]",1610612765.0,DET,,,,Joseph,C. Joseph,,,,,28.44,Made,3.0,K. Hayes,1630165.0,2.0,,,,,,,,,,,,,,
47,PT08M04.00S,2022-03-17T23:19:13.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629021,7.966491458607096,55.14705882352941,1610612753,13,8,2022-03-17T23:19:21Z,460000,-26.0,22.0,1,left,MISS M. Wagner driving DUNK,[1629021],1610612753.0,ORL,driving,,,Wagner,M. Wagner,,,,,3.41,Missed,,,,,,,,,,,,,,,,,,
48,PT08M04.00S,2022-03-17T23:19:13.2Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612765,13,8,2022-03-17T23:21:00Z,470000,,,0,,S. Bey REBOUND (Off:0 Def:2),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,47.0,2.0,2.0,0.0,,,,
49,PT08M01.00S,2022-03-17T23:19:26.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,90.62089356110381,41.911764705882355,1610612765,13,10,2022-03-17T23:21:59Z,480000,-40.0,36.0,1,right,S. Bey running Layup (5 PTS),[1630180],1610612765.0,DET,running,,,Bey,S. Bey,,,,,5.39,Made,5.0,,,,,,,,,,,,,,,,,
50,PT08M01.00S,2022-03-17T23:19:39.5Z,1,REGULAR,foul,personal,['1freethrow'],1630175,,,1610612765,13,10,2022-03-17T23:19:47Z,490000,,,0,,C. Anthony shooting personal FOUL (1 PF) (Bey 1 FT),"[1630175, 1630180]",1610612753.0,ORL,shooting,,,Anthony,C. Anthony,,,,,,,,,,,1155.0,1.0,0.0,Bey,1630180.0,,,,,,,,,
52,PT08M01.00S,2022-03-17T23:20:09.0Z,1,REGULAR,stoppage,blood rule,[],0,,,1610612765,13,10,2022-03-17T23:20:09Z,510000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT08M01.00S,2022-03-17T23:21:21.8Z,1,REGULAR,freethrow,1 of 1,[],1630180,,,1610612765,13,10,2022-03-17T23:21:25Z,520000,,,0,,MISS S. Bey Free Throw 1 of 1,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,Missed,,,,,,,,,,,,,,,,,,
54,PT07M58.00S,2022-03-17T23:21:24.8Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,13,10,2022-03-17T23:21:25Z,530000,,,0,,F. Wagner REBOUND (Off:0 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,53.0,1.0,1.0,0.0,,,,
55,PT07M45.00S,2022-03-17T23:21:36.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,5.995400788436268,48.28431372549019,1610612753,15,10,2022-03-17T23:23:16Z,540000,9.0,4.0,1,left,F. Wagner reverse Layup (6 PTS) (C. Anthony 2 AST),"[1630532, 1630175]",1610612753.0,ORL,reverse,,,Wagner,F. Wagner,,,,,0.94,Made,6.0,C. Anthony,1630175.0,2.0,,,,,,,,,,,,,,
57,PT07M31.00S,2022-03-17T23:21:50.3Z,1,REGULAR,3pt,Jump Shot,[],1630180,93.11760840998686,0.9803921568627451,1610612765,15,13,2022-03-17T23:21:54Z,560000,-245.0,12.0,1,right,S. Bey 24' 3PT  (8 PTS) (K. Hayes 3 AST),"[1630180, 1630165]",1610612765.0,DET,,,,Bey,S. Bey,,,,,24.54,Made,8.0,K. Hayes,1630165.0,3.0,,,,,,,,,,,,,,
59,PT07M20.00S,2022-03-17T23:22:04.7Z,1,REGULAR,turnover,out-of-bounds,[],1630175,,,1610612753,15,13,2022-03-17T23:22:13Z,580000,,,0,,C. Anthony bad pass out-of-bounds TURNOVER (1 TO),[1630175],1610612753.0,ORL,bad pass,,,Anthony,C. Anthony,,,,,,,,,,,1830.0,,,,,1.0,,,,,,,,
60,PT07M12.00S,2022-03-17T23:22:20.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630180,72.48685939553219,49.50980392156863,1610612765,15,15,2022-03-17T23:23:55Z,590000,-2.0,206.0,1,right,S. Bey 20' turnaround Jump Shot (10 PTS) (K. Hayes 4 AST),"[1630180, 1630165]",1610612765.0,DET,turnaround,,,Bey,S. Bey,,,,,20.61,Made,10.0,K. Hayes,1630165.0,4.0,,,,,,,,,,,,,,
62,PT07M04.00S,2022-03-17T23:22:30.6Z,1,REGULAR,violation,kicked ball,[],1630165,,,1610612753,15,15,2022-03-17T23:22:37Z,610000,,,0,,K. Hayes kicked ball VIOLATION,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,1830.0,,,,,,,,,,,,,
63,PT06M52.00S,2022-03-17T23:22:56.1Z,1,REGULAR,3pt,Jump Shot,[],1630175,28.33442838370565,73.52941176470588,1610612753,15,15,2022-03-17T23:23:02Z,620000,-118.0,214.0,1,left,MISS C. Anthony 24' 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,24.4,Missed,,,,,,,,,,,,,,,,,,
64,PT06M51.00S,2022-03-17T23:22:57.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,15,15,2022-03-17T23:23:02Z,630000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,63.0,,,,,,,
65,PT06M51.00S,2022-03-17T23:23:02.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,15,15,2022-03-17T23:23:02Z,640000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M47.00S,2022-03-17T23:23:19.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630532,6.915243101182654,51.71568627450981,1610612753,15,15,2022-03-17T23:23:29Z,650000,-9.0,13.0,1,left,MISS F. Wagner driving Layup,[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,1.52,Missed,,,,,,,,,,,,,,,,,,
67,PT06M43.00S,2022-03-17T23:23:23.0Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,15,15,2022-03-17T23:23:25Z,660000,,,0,,I. Stewart REBOUND (Off:1 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,66.0,2.0,1.0,1.0,,,,
68,PT06M24.00S,2022-03-17T23:23:42.3Z,1,REGULAR,3pt,Jump Shot,[],1630180,65.65374507227332,49.26470588235294,1610612765,15,18,2022-03-17T23:23:49Z,670000,-4.0,270.0,1,right,S. Bey 27' 3PT  (13 PTS) (I. Livers 1 AST),"[1630180, 1630587]",1610612765.0,DET,,,,Bey,S. Bey,,,,,27.04,Made,13.0,I. Livers,1630587.0,1.0,,,,,,,,,,,,,,
70,PT05M59.00S,2022-03-17T23:24:10.1Z,1,REGULAR,foul,personal,['2freethrow'],1630587,,,1610612753,15,18,2022-03-17T23:24:20Z,690000,,,0,,I. Livers shooting personal FOUL (1 PF) (Bamba 2 FT),"[1630587, 1628964]",1610612765.0,DET,shooting,,,Livers,I. Livers,,,,,,,,,,,1628954.0,1.0,0.0,Bamba,1628964.0,,,,,,,,,
72,PT05M59.00S,2022-03-17T23:24:35.2Z,1,REGULAR,freethrow,1 of 2,[],1628964,,,1610612753,16,18,2022-03-17T23:24:52Z,710000,,,0,,M. Bamba Free Throw 1 of 2 (8 PTS),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
73,PT05M59.00S,2022-03-17T23:24:35.2Z,1,REGULAR,freethrow,2 of 2,[],1628964,,,1610612753,16,18,2022-03-17T23:24:52Z,720000,,,0,,MISS M. Bamba Free Throw 2 of 2,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,Missed,,,,,,,,,,,,,,,,,,
74,PT05M57.00S,2022-03-17T23:24:37.2Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,16,18,2022-03-17T23:24:52Z,730000,,,0,,I. Stewart REBOUND (Off:1 Def:2),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,73.0,3.0,2.0,1.0,,,,
75,PT05M43.00S,2022-03-17T23:25:05.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,92.59198423127464,46.568627450980394,1610612765,16,20,2022-03-17T23:25:35Z,740000,-17.0,17.0,1,right,I. Stewart finger roll Layup (4 PTS) (K. Hayes 5 AST),"[1630191, 1630165]",1610612765.0,DET,finger roll,,,Stewart,I. Stewart,,,,,2.43,Made,4.0,K. Hayes,1630165.0,5.0,,,,,,,,,,,,,,
77,PT05M35.00S,2022-03-17T23:25:13.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630181,6.1268068331143235,45.83333333333333,1610612753,18,20,2022-03-17T23:25:19Z,760000,21.0,5.0,1,left,R. Hampton driving DUNK (2 PTS),[1630181],1610612753.0,ORL,driving,,,Hampton,R. Hampton,,,,,2.14,Made,2.0,,,,,,,,,,,,,,,,,
78,PT05M24.00S,2022-03-17T23:25:22.8Z,1,REGULAR,3pt,Jump Shot,[],1630587,88.38699080157687,96.56862745098039,1610612765,18,20,2022-03-17T23:25:26Z,770000,233.0,57.0,1,right,MISS I. Livers 3PT,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,23.96,Missed,,,,,,,,,,,,,,,,,,
79,PT05M22.00S,2022-03-17T23:25:24.8Z,1,REGULAR,rebound,defensive,[],1629021,,,1610612753,18,20,2022-03-17T23:25:26Z,780000,,,0,,M. Wagner REBOUND (Off:1 Def:1),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,78.0,2.0,1.0,1.0,,,,
80,PT05M14.00S,2022-03-17T23:25:35.2Z,1,REGULAR,foul,personal,['2freethrow'],1630587,,,1610612753,18,20,2022-03-17T23:25:49Z,790000,,,0,,I. Livers shooting personal FOUL (2 PF) (Wagner 2 FT),"[1630587, 1630532]",1610612765.0,DET,shooting,,,Livers,I. Livers,,,,,,,,,,,1155.0,2.0,0.0,Wagner,1630532.0,,,,,,,,,
82,PT05M14.00S,2022-03-17T23:26:00.8Z,1,REGULAR,freethrow,1 of 2,[],1630532,,,1610612753,19,20,2022-03-17T23:26:00Z,810000,,,0,,F. Wagner Free Throw 1 of 2 (7 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
83,PT05M14.00S,2022-03-17T23:26:03.9Z,1,REGULAR,substitution,out,[],1630175,,,1610612753,19,20,2022-03-17T23:26:10Z,820000,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M14.00S,2022-03-17T23:26:03.9Z,1,REGULAR,substitution,in,[],1628365,,,1610612753,19,20,2022-03-17T23:26:10Z,830000,,,0,,SUB in: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M14.00S,2022-03-17T23:26:25.6Z,1,REGULAR,freethrow,2 of 2,[],1630532,,,1610612753,20,20,2022-03-17T23:26:25Z,840000,,,0,,F. Wagner Free Throw 2 of 2 (8 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
86,PT05M05.00S,2022-03-17T23:26:38.1Z,1,REGULAR,3pt,Jump Shot,[],1630587,86.41590013140605,94.85294117647058,1610612765,20,20,2022-03-17T23:26:46Z,850000,224.0,75.0,1,right,MISS I. Livers 3PT,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,23.66,Missed,,,,,,,,,,,,,,,,,,
87,PT05M01.00S,2022-03-17T23:26:42.1Z,1,REGULAR,rebound,defensive,[],1630181,,,1610612753,20,20,2022-03-17T23:26:46Z,860000,,,0,,R. Hampton REBOUND (Off:0 Def:1),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,86.0,1.0,1.0,0.0,,,,
88,PT05M01.00S,2022-03-17T23:26:47.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,20,20,2022-03-17T23:26:47Z,870000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M49.00S,2022-03-17T23:27:09.9Z,1,REGULAR,foul,personal,['2freethrow'],1630180,,,1610612753,20,20,2022-03-17T23:27:36Z,880000,,,0,,S. Bey shooting personal FOUL (1 PF) (Wagner 2 FT),"[1630180, 1629021]",1610612765.0,DET,shooting,,,Bey,S. Bey,,,,,,,,,,,1628954.0,1.0,0.0,Wagner,1629021.0,,,,,,,,,
91,PT04M49.00S,2022-03-17T23:27:37.7Z,1,REGULAR,freethrow,1 of 2,[],1629021,,,1610612753,20,20,2022-03-17T23:27:37Z,900000,,,0,,MISS M. Wagner Free Throw 1 of 2,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,Missed,,,,,,,,,,,,,,,,,,
92,PT04M49.00S,2022-03-17T23:27:37.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,20,20,2022-03-17T23:27:37Z,910000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,91.0,,,,,,,
93,PT04M49.00S,2022-03-17T23:27:39.4Z,1,REGULAR,substitution,out,[],1630587,,,1610612753,20,20,2022-03-17T23:27:45Z,920000,,,0,,SUB out: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M49.00S,2022-03-17T23:27:39.4Z,1,REGULAR,substitution,in,[],203482,,,1610612753,20,20,2022-03-17T23:27:45Z,930000,,,0,,SUB in: K. Olynyk,[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,
