actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
354,PT09M00.00S,2022-03-09T01:22:09.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,93.38042049934296,44.36274509803921,1610612756,45,60,2022-03-09T01:22:14Z,3510000,-28.0,10.0,1,right,D. Ayton alley-oop Layup (17 PTS) (C. Payne 8 AST),"[1629028, 1626166]",1610612756.0,PHX,alley-oop,,,Ayton,D. Ayton,,,,,2.98,Made,17.0,C. Payne,1626166.0,8.0,,,,,,,,,,,,,,,
356,PT08M48.00S,2022-03-09T01:22:21.2Z,3,REGULAR,3pt,Jump Shot,[],1628964,28.465834428383708,76.9607843137255,1610612753,48,60,2022-03-09T01:22:26Z,3530000,-135.0,215.0,1,left,M. Bamba 25' 3PT  (7 PTS) (R. Hampton 3 AST),"[1628964, 1630181]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,25.38,Made,7.0,R. Hampton,1630181.0,3.0,,,,,,,,,,,,,,,
358,PT08M26.00S,2022-03-09T01:22:42.6Z,3,REGULAR,3pt,Jump Shot,[],203109,90.48948751642575,95.34313725490196,1610612756,48,60,2022-03-09T01:22:51Z,3550000,227.0,37.0,1,right,MISS J. Crowder 3PT,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,22.97,Missed,,,,,,,,,,,,,,,,,,,
359,PT08M23.00S,2022-03-09T01:22:45.6Z,3,REGULAR,rebound,defensive,[],1630181,,,1610612753,48,60,2022-03-09T01:22:51Z,3560000,,,0,,R. Hampton REBOUND (Off:0 Def:3),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,358.0,3.0,3.0,0.0,,,,,,,,,,,
360,PT08M20.00S,2022-03-09T01:22:49.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628976,5.206964520367937,52.94117647058824,1610612753,50,60,2022-03-09T01:22:58Z,3570000,-15.0,-4.0,1,left,W. Carter Jr. running finger roll Layup (13 PTS) (F. Wagner 1 AST),"[1628976, 1630532]",1610612753.0,ORL,running finger roll,,,Carter Jr.,W. Carter Jr.,,,,,1.51,Made,13.0,F. Wagner,1630532.0,1.0,,,,,,,,,,,,,,,
362,PT08M12.00S,2022-03-09T01:22:57.7Z,3,REGULAR,3pt,Jump Shot,[],1628969,67.88764783180025,26.225490196078432,1610612756,50,60,2022-03-09T01:23:01Z,3590000,-119.0,249.0,1,right,MISS M. Bridges 27' 3PT,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,27.63,Missed,,,,,,,,,,,,,,,,,,,
363,PT08M08.00S,2022-03-09T01:23:01.7Z,3,REGULAR,rebound,defensive,[],1628964,,,1610612753,50,60,2022-03-09T01:23:01Z,3600000,,,0,,M. Bamba REBOUND (Off:1 Def:8),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,362.0,9.0,8.0,1.0,,,,,,,,,,,
364,PT08M02.00S,2022-03-09T01:23:07.0Z,3,REGULAR,3pt,Jump Shot,[],1628964,32.276609724047304,35.049019607843135,1610612753,50,60,2022-03-09T01:23:12Z,3610000,75.0,251.0,1,left,MISS M. Bamba 26' 3PT,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,26.18,Missed,,,,,,,,,,,,,,,,,,,
365,PT07M59.00S,2022-03-09T01:23:10.0Z,3,REGULAR,rebound,defensive,[],203109,,,1610612756,50,60,2022-03-09T01:23:12Z,3620000,,,0,,J. Crowder REBOUND (Off:0 Def:9),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,364.0,9.0,9.0,0.0,,,,,,,,,,,
366,PT07M46.00S,2022-03-09T01:23:27.0Z,3,REGULAR,foul,personal,[],1628964,,,1610612756,50,60,2022-03-09T01:23:35Z,3630000,,,0,,M. Bamba personal FOUL (2 PF),"[1628964, 1629028]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,1151.0,2.0,1.0,Ayton,1629028.0,,,,,
368,PT07M37.00S,2022-03-09T01:23:54.1Z,3,REGULAR,3pt,Jump Shot,[],1629013,87.72996057818659,93.87254901960785,1610612756,50,63,2022-03-09T01:23:58Z,3650000,219.0,63.0,1,right,L. Shamet 3PT  (9 PTS) (J. Crowder 3 AST),"[1629013, 203109]",1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,22.82,Made,9.0,J. Crowder,203109.0,3.0,,,,,,,,,,,,,,,
370,PT07M29.00S,2022-03-09T01:24:05.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,50,63,2022-03-09T01:24:05Z,3670000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT07M29.00S,2022-03-09T01:24:06.2Z,3,REGULAR,substitution,out,[],1630181,,,1610612753,50,63,2022-03-09T01:26:53Z,3680000,,,0,,SUB out: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT07M29.00S,2022-03-09T01:24:06.2Z,3,REGULAR,substitution,in,[],1628365,,,1610612753,50,63,2022-03-09T01:26:53Z,3690000,,,0,,SUB in: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT07M14.00S,2022-03-09T01:27:19.2Z,3,REGULAR,2pt,Jump Shot,[],1628964,4.862023653088042,9.581801470588236,1610612753,50,63,2022-03-09T01:27:29Z,3700000,202.0,-7.0,1,left,MISS M. Bamba 20' Jump Shot,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,20.22,Missed,,,,,,,,,,,,,,,,,,,
374,PT07M11.00S,2022-03-09T01:27:22.2Z,3,REGULAR,rebound,defensive,[],1629028,,,1610612756,50,63,2022-03-09T01:27:28Z,3710000,,,0,,D. Ayton REBOUND (Off:2 Def:10),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,373.0,12.0,10.0,2.0,,,,,,,,,,,
375,PT06M52.00S,2022-03-09T01:27:41.0Z,3,REGULAR,2pt,Jump Shot,[],1629028,91.40932982917214,29.166666666666668,1610612756,50,63,2022-03-09T01:27:48Z,3720000,-104.0,28.0,1,right,MISS D. Ayton 10' turnaround Shot,[1629028],1610612756.0,PHX,turnaround,,,Ayton,D. Ayton,,,,,10.8,Missed,,,,,,,,,,,,,,,,,,,
376,PT06M50.00S,2022-03-09T01:27:43.0Z,3,REGULAR,rebound,defensive,[],1628365,,,1610612753,50,63,2022-03-09T01:27:48Z,3730000,,,0,,M. Fultz REBOUND (Off:0 Def:2),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,375.0,2.0,2.0,0.0,,,,,,,,,,,
377,PT06M42.00S,2022-03-09T01:27:51.0Z,3,REGULAR,3pt,Jump Shot,[],1628976,6.521024967148489,2.941176470588235,1610612753,50,63,2022-03-09T01:27:56Z,3740000,235.0,9.0,1,left,MISS W. Carter Jr. 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,23.55,Missed,,,,,,,,,,,,,,,,,,,
378,PT06M40.00S,2022-03-09T01:27:53.0Z,3,REGULAR,rebound,defensive,[],1629028,,,1610612756,50,63,2022-03-09T01:27:56Z,3750000,,,0,,D. Ayton REBOUND (Off:2 Def:11),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,377.0,13.0,11.0,2.0,,,,,,,,,,,
379,PT06M29.00S,2022-03-09T01:28:06.8Z,3,REGULAR,foul,personal,[],1628976,,,1610612756,50,63,2022-03-09T01:28:19Z,3760000,,,0,,W. Carter Jr. personal FOUL (3 PF),"[1628976, 203109]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,101284.0,3.0,0.0,Crowder,203109.0,,,,,
381,PT06M24.00S,2022-03-09T01:28:30.4Z,3,REGULAR,3pt,Jump Shot,[],203109,75.1149802890933,85.7843137254902,1610612756,50,63,2022-03-09T01:28:34Z,3780000,179.0,181.0,1,right,MISS J. Crowder 25' 3PT,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,25.48,Missed,,,,,,,,,,,,,,,,,,,
382,PT06M21.00S,2022-03-09T01:28:33.4Z,3,REGULAR,rebound,defensive,[],1628964,,,1610612753,50,63,2022-03-09T01:28:34Z,3790000,,,0,,M. Bamba REBOUND (Off:1 Def:9),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,381.0,10.0,9.0,1.0,,,,,,,,,,,
383,PT06M12.00S,2022-03-09T01:28:41.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628365,16.245072273324574,53.92156862745098,1610612753,52,63,2022-03-09T01:28:45Z,3800000,-20.0,100.0,1,left,M. Fultz 10' pullup Jump Shot (4 PTS),[1628365],1610612753.0,ORL,pullup,,,Fultz,M. Fultz,,,,,10.21,Made,4.0,,,,,,,,,,,,,,,,,,
384,PT06M01.00S,2022-03-09T01:28:56.8Z,3,REGULAR,foul,offensive,[],1629028,,,1610612756,52,63,2022-03-09T01:30:02Z,3810000,,,0,,D. Ayton off-the-ball offensive FOUL (1 PF),"[1629028, 1630532]",1610612756.0,PHX,off-the-ball,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,1628951.0,1.0,0.0,Wagner,1630532.0,,,,,
386,PT06M01.00S,2022-03-09T01:28:56.8Z,3,REGULAR,turnover,offensive foul,[],1629028,,,1610612756,52,63,2022-03-09T01:28:56Z,3830000,,,0,,D. Ayton offensive foul TURNOVER (1 TO),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,1.0,1628951.0,,,,,,,,,
387,PT06M01.00S,2022-03-09T01:29:13.0Z,3,REGULAR,substitution,out,[],1628964,,,1610612753,52,63,2022-03-09T01:29:16Z,3840000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT06M01.00S,2022-03-09T01:29:13.0Z,3,REGULAR,substitution,in,[],1629643,,,1610612753,52,63,2022-03-09T01:29:16Z,3850000,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT05M48.00S,2022-03-09T01:29:27.2Z,3,REGULAR,foul,personal,['2freethrow'],203109,,,1610612753,52,63,2022-03-09T01:29:38Z,3860000,,,0,,J. Crowder shooting personal FOUL (1 PF) (Okeke 2 FT),"[203109, 1629643]",1610612756.0,PHX,shooting,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,101284.0,1.0,0.0,Okeke,1629643.0,,,,,
391,PT05M48.00S,2022-03-09T01:29:54.8Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1629643,,,1610612753,53,63,2022-03-09T01:29:54Z,3880000,,,0,,C. Okeke Free Throw 1 of 2 (3 PTS),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
392,PT05M48.00S,2022-03-09T01:30:09.0Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1629643,,,1610612753,54,63,2022-03-09T01:30:09Z,3890000,,,0,,C. Okeke Free Throw 2 of 2 (4 PTS),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
393,PT05M34.00S,2022-03-09T01:30:23.8Z,3,REGULAR,3pt,Jump Shot,[],1629013,67.49342969776609,64.2156862745098,1610612756,54,66,2022-03-09T01:30:36Z,3900000,71.0,253.0,1,right,L. Shamet 26' 3PT bank (12 PTS) (D. Ayton 1 AST),"[1629013, 1629028]",1610612756.0,PHX,bank,,,Shamet,L. Shamet,,,,,26.29,Made,12.0,D. Ayton,1629028.0,1.0,,,,,,,,,,,,,,,
395,PT05M22.00S,2022-03-09T01:30:35.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628976,7.966491458607096,42.8921568627451,1610612753,56,66,2022-03-09T01:30:40Z,3920000,36.0,22.0,1,left,W. Carter Jr. Layup (15 PTS) (M. Fultz 3 AST),"[1628976, 1628365]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,4.2,Made,15.0,M. Fultz,1628365.0,3.0,,,,,,,,,,,,,,,
397,PT05M10.00S,2022-03-09T01:30:47.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626166,89.56964520367937,39.705882352941174,1610612756,56,66,2022-03-09T01:30:53Z,3940000,-51.0,46.0,1,right,MISS C. Payne 6' driving floating Shot,[1626166],1610612756.0,PHX,driving floating,,,Payne,C. Payne,,,,,6.87,Missed,,,,,,,,,,,,,,,,,,,
398,PT05M08.00S,2022-03-09T01:30:49.5Z,3,REGULAR,rebound,defensive,[],1628976,,,1610612753,56,66,2022-03-09T01:30:53Z,3950000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:8),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,397.0,9.0,8.0,1.0,,,,,,,,,,,
399,PT05M02.00S,2022-03-09T01:30:56.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628976,6.783837056504599,54.41176470588235,1610612753,56,66,2022-03-09T01:34:41Z,3960000,-22.0,11.0,1,left,MISS W. Carter Jr. Layup,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,2.48,Missed,,,,,,,,,,,,,,,,,,,
400,PT05M02.00S,2022-03-09T01:30:56.3Z,3,REGULAR,rebound,offensive,[],1628976,,,1610612753,56,66,2022-03-09T01:34:41Z,3970000,,,0,,W. Carter Jr. REBOUND (Off:2 Def:8),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,399.0,10.0,8.0,2.0,,,,,,,,,,,
401,PT05M02.00S,2022-03-09T01:31:00.4Z,3,REGULAR,foul,personal,['2freethrow'],1629028,,,1610612753,56,66,2022-03-09T01:31:08Z,3980000,,,0,,D. Ayton shooting personal FOUL (2 PF) (Carter Jr. 2 FT),"[1629028, 1628976]",1610612756.0,PHX,shooting,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,1151.0,2.0,0.0,Carter Jr.,1628976.0,,,,,
403,PT05M02.00S,2022-03-09T01:31:29.8Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1628976,,,1610612753,56,66,2022-03-09T01:31:29Z,4000000,,,0,,MISS W. Carter Jr. Free Throw 1 of 2,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,,
404,PT05M02.00S,2022-03-09T01:31:29.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,56,66,2022-03-09T01:31:29Z,4010000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,403.0,,,,,,,,,,,,,,
405,PT05M02.00S,2022-03-09T01:31:30.7Z,3,REGULAR,substitution,out,[],1626166,,,1610612753,56,66,2022-03-09T01:31:41Z,4020000,,,0,,SUB out: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT05M02.00S,2022-03-09T01:31:30.7Z,3,REGULAR,substitution,out,[],203109,,,1610612753,56,66,2022-03-09T01:31:41Z,4030000,,,0,,SUB out: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT05M02.00S,2022-03-09T01:31:30.7Z,3,REGULAR,substitution,in,[],1628470,,,1610612753,56,66,2022-03-09T01:31:41Z,4040000,,,0,,SUB in: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT05M02.00S,2022-03-09T01:31:30.7Z,3,REGULAR,substitution,in,[],1628988,,,1610612753,56,66,2022-03-09T01:31:41Z,4050000,,,0,,SUB in: A. Holiday,[1628988],1610612756.0,PHX,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT05M02.00S,2022-03-09T01:31:57.0Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1628976,,,1610612753,57,66,2022-03-09T01:31:57Z,4060000,,,0,,W. Carter Jr. Free Throw 2 of 2 (16 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,
410,PT04M49.00S,2022-03-09T01:32:11.5Z,3,REGULAR,3pt,Jump Shot,[],1628969,67.7562417871222,69.11764705882352,1610612756,57,69,2022-03-09T01:32:16Z,4070000,96.0,251.0,1,right,M. Bridges 26' 3PT  (10 PTS) (T. Craig 1 AST),"[1628969, 1628470]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,26.82,Made,10.0,T. Craig,1628470.0,1.0,,,,,,,,,,,,,,,
412,PT04M34.00S,2022-03-09T01:32:29.2Z,3,REGULAR,foul,technical,['1freethrow'],1629013,,,1610612753,57,69,2022-03-09T01:32:40Z,4090000,,,0,,L. Shamet defensive-3-second technical FOUL (1 Tech),[1629013],1610612756.0,PHX,defensive-3-second,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,101284.0,2.0,1.0,,,,,,,
413,PT04M34.00S,2022-03-09T01:32:45.7Z,3,REGULAR,freethrow,1 of 1,[],203914,,,1610612753,58,69,2022-03-09T01:32:45Z,4100000,,,0,,G. Harris technical Free Throw 1 of 1 (6 PTS),[203914],1610612753.0,ORL,technical,,,Harris,G. Harris,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
414,PT04M23.00S,2022-03-09T01:33:11.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628365,8.754927726675426,57.84313725490197,1610612753,58,69,2022-03-09T01:33:24Z,4110000,-39.0,30.0,1,left,MISS M. Fultz driving floating bank Shot,[1628365],1610612753.0,ORL,driving floating bank,,,Fultz,M. Fultz,,,,,4.92,Missed,,,,,,,,,,,,,,,,,,,
415,PT04M20.00S,2022-03-09T01:33:13.3Z,3,REGULAR,rebound,defensive,[],1629028,,,1610612756,58,69,2022-03-09T01:33:13Z,4120000,,,0,,D. Ayton REBOUND (Off:2 Def:12),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,414.0,14.0,12.0,2.0,,,,,,,,,,,
416,PT04M16.00S,2022-03-09T01:33:17.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628470,94.82588699080158,3.9215686274509802,1610612756,58,69,2022-03-09T01:33:40Z,4130000,-230.0,-4.0,1,right,MISS T. Craig 3PT,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,23.04,Missed,,,,,,,,,,,,,,,,,,,
417,PT04M12.00S,2022-03-09T01:33:21.8Z,3,REGULAR,rebound,defensive,[],1628365,,,1610612753,58,69,2022-03-09T01:33:40Z,4140000,,,0,,M. Fultz REBOUND (Off:0 Def:3),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,416.0,3.0,3.0,0.0,,,,,,,,,,,
418,PT04M08.00S,2022-03-09T01:33:28.5Z,3,REGULAR,foul,personal,[],1628969,,,1610612753,58,69,2022-03-09T01:33:33Z,4150000,,,0,,M. Bridges personal FOUL (1 PF),"[1628969, 1630532]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,1628951.0,1.0,0.0,Wagner,1630532.0,,,,,
420,PT04M08.00S,2022-03-09T01:33:36.2Z,3,REGULAR,substitution,out,[],1630532,,,1610612753,58,69,2022-03-09T01:33:45Z,4170000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT04M08.00S,2022-03-09T01:33:36.2Z,3,REGULAR,substitution,out,[],1629013,,,1610612753,58,69,2022-03-09T01:33:45Z,4180000,,,0,,SUB out: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT04M08.00S,2022-03-09T01:33:36.2Z,3,REGULAR,substitution,in,[],203082,,,1610612753,58,69,2022-03-09T01:33:45Z,4190000,,,0,,SUB in: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT04M08.00S,2022-03-09T01:33:36.2Z,3,REGULAR,substitution,in,[],1630688,,,1610612753,58,69,2022-03-09T01:33:45Z,4200000,,,0,,SUB in: I. Wainright,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT04M08.00S,2022-03-09T01:33:53.1Z,3,REGULAR,substitution,out,[],1629028,,,1610612753,58,69,2022-03-09T01:33:57Z,4210000,,,0,,SUB out: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT04M08.00S,2022-03-09T01:33:53.1Z,3,REGULAR,substitution,in,[],201580,,,1610612753,58,69,2022-03-09T01:33:57Z,4220000,,,0,,SUB in: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT04M03.00S,2022-03-09T01:34:12.9Z,3,REGULAR,turnover,bad pass,[],1628365,,,1610612753,58,69,2022-03-09T01:34:18Z,4230000,,,0,,M. Fultz bad pass TURNOVER (2 TO),"[1628365, 1628470]",1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,2.0,,,,,,,,Craig,1628470.0,
427,PT04M03.00S,2022-03-09T01:34:12.9Z,3,REGULAR,steal,,[],1628470,,,1610612756,58,69,2022-03-09T01:34:15Z,4240000,,,0,,T. Craig STEAL (2 STL),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT03M54.00S,2022-03-09T01:34:23.8Z,3,REGULAR,foul,personal,['2freethrow'],1628365,,,1610612756,58,69,2022-03-09T01:34:34Z,4250000,,,0,,M. Fultz shooting personal FOUL (3 PF) (Holiday 2 FT),"[1628365, 1628988]",1610612753.0,ORL,shooting,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,1628951.0,3.0,0.0,Holiday,1628988.0,,,,,
430,PT03M54.00S,2022-03-09T01:34:51.5Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1628988,,,1610612756,58,70,2022-03-09T01:34:51Z,4270000,,,0,,A. Holiday Free Throw 1 of 2 (6 PTS),[1628988],1610612756.0,PHX,,,,Holiday,A. Holiday,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
431,PT03M54.00S,2022-03-09T01:35:07.7Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1628988,,,1610612756,58,71,2022-03-09T01:35:07Z,4280000,,,0,,A. Holiday Free Throw 2 of 2 (7 PTS),[1628988],1610612756.0,PHX,,,,Holiday,A. Holiday,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
432,PT03M37.00S,2022-03-09T01:35:25.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628976,5.075558475689881,44.11764705882353,1610612753,58,71,2022-03-09T01:35:33Z,4290000,29.0,-5.0,1,left,MISS W. Carter Jr. driving Layup - blocked,"[1628976, 201580]",1610612753.0,ORL,driving,,,Carter Jr.,W. Carter Jr.,,,,,2.98,Missed,,,,,,,,,,,,,,,McGee,201580.0,,,
433,PT03M37.00S,2022-03-09T01:35:25.4Z,3,REGULAR,block,,[],201580,,,1610612753,58,71,2022-03-09T01:35:28Z,4300000,,,0,,J. McGee BLOCK (2 BLK),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT03M37.00S,2022-03-09T01:35:25.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612753,58,71,2022-03-09T01:35:33Z,4310000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,432.0,,,,,,,,,,,,,,
435,PT03M37.00S,2022-03-09T01:35:36.3Z,3,REGULAR,stoppage,other,[],0,,,1610612753,58,71,2022-03-09T01:35:36Z,4320000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT03M32.00S,2022-03-09T01:35:50.7Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],203082,3.892904073587385,85.04901960784314,1610612753,58,71,2022-03-09T01:35:56Z,4330000,-175.0,-16.0,1,left,MISS T. Ross 17' Jump Shot,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,17.59,Missed,,,,,,,,,,,,,,,,,,,
437,PT03M30.00S,2022-03-09T01:35:52.7Z,3,REGULAR,rebound,defensive,[],1628470,,,1610612756,58,71,2022-03-09T01:35:56Z,4340000,,,0,,T. Craig REBOUND (Off:1 Def:3),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,436.0,4.0,3.0,1.0,,,,,,,,,,,
438,PT03M30.00S,2022-03-09T01:35:57.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629643,,,1610612756,58,71,2022-03-09T01:36:22Z,4350000,,,0,,C. Okeke shooting personal FOUL (2 PF) (Holiday 2 FT),"[1629643, 1628988]",1610612753.0,ORL,shooting,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,101284.0,2.0,0.0,Holiday,1628988.0,,,,,
440,PT03M30.00S,2022-03-09T01:36:24.9Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1628988,,,1610612756,58,72,2022-03-09T01:36:24Z,4370000,,,0,,A. Holiday Free Throw 1 of 2 (8 PTS),[1628988],1610612756.0,PHX,,,,Holiday,A. Holiday,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
441,PT03M30.00S,2022-03-09T01:36:37.8Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1628988,,,1610612756,58,73,2022-03-09T01:36:37Z,4380000,,,0,,A. Holiday Free Throw 2 of 2 (9 PTS),[1628988],1610612756.0,PHX,,,,Holiday,A. Holiday,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
442,PT03M18.00S,2022-03-09T01:36:54.1Z,3,REGULAR,2pt,Jump Shot,[],1628365,22.026938239159,49.754901960784316,1610612753,60,73,2022-03-09T01:36:58Z,4390000,1.0,155.0,1,left,M. Fultz 15' pullup Jump Shot (6 PTS),[1628365],1610612753.0,ORL,pullup,,,Fultz,M. Fultz,,,,,15.46,Made,6.0,,,,,,,,,,,,,,,,,,
443,PT03M00.00S,2022-03-09T01:37:11.6Z,3,REGULAR,3pt,Jump Shot,[],1628969,71.43561103810775,80.63725490196079,1610612756,60,73,2022-03-09T01:37:18Z,4400000,153.0,216.0,1,right,MISS M. Bridges 26' 3PT,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,26.48,Missed,,,,,,,,,,,,,,,,,,,
