actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
43,PT07M21.00S,2022-01-31T00:20:24.4Z,1,REGULAR,2pt,Jump Shot,[],1630591,20.45006570302234,55.88235294117647,1610612753,10,14,2022-01-31T00:20:30Z,430000,-29.0,140.0,1,left,J. Suggs 14' pullup Jump Shot (2 PTS) (W. Carter Jr. 1 AST),"[1630591, 1628976]",1610612753.0,ORL,pullup,,,Suggs,J. Suggs,,,,,14.28,Made,2.0,W. Carter Jr.,1628976.0,1.0,,,,,,,,,,,,,,,
45,PT07M08.00S,2022-01-31T00:20:36.8Z,1,REGULAR,3pt,Jump Shot,[],1628467,66.5735873850197,47.794117647058826,1610612742,10,17,2022-01-31T00:20:41Z,450000,-11.0,262.0,1,right,M. Kleber 26' 3PT  (6 PTS) (L. Doncic 4 AST),"[1628467, 1629029]",1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,26.19,Made,6.0,L. Doncic,1629029.0,4.0,,,,,,,,,,,,,,,
47,PT06M47.00S,2022-01-31T00:20:58.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,8.09789750328515,52.450980392156865,1610612753,10,17,2022-01-31T00:21:04Z,470000,-12.0,24.0,1,left,MISS F. Wagner driving Layup,[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,2.66,Missed,,,,,,,,,,,,,,,,,,,
48,PT06M43.00S,2022-01-31T00:21:02.4Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612742,10,17,2022-01-31T00:21:04Z,480000,,,0,,D. Finney-Smith REBOUND (Off:0 Def:1),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,47.0,1.0,1.0,0.0,,,,,,,,,,,
49,PT06M32.00S,2022-01-31T00:21:13.3Z,1,REGULAR,3pt,Jump Shot,[],1629029,65.1281208935611,61.274509803921575,1610612742,10,17,2022-01-31T00:21:18Z,490000,56.0,275.0,1,right,MISS L. Doncic 28' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,28.1,Missed,,,,,,,,,,,,,,,,,,,
50,PT06M27.00S,2022-01-31T00:21:18.3Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,10,17,2022-01-31T00:21:18Z,500000,,,0,,F. Wagner REBOUND (Off:0 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,49.0,1.0,1.0,0.0,,,,,,,,,,,
51,PT06M23.00S,2022-01-31T00:21:22.8Z,1,REGULAR,2pt,Jump Shot,[],1630591,14.799605781865965,20.34313725490196,1610612753,10,17,2022-01-31T00:21:31Z,510000,148.0,87.0,1,left,MISS J. Suggs 17' step back bank Shot,[1630591],1610612753.0,ORL,step back bank,,,Suggs,J. Suggs,,,,,17.17,Missed,,,,,,,,,,,,,,,,,,,
52,PT06M18.00S,2022-01-31T00:21:27.8Z,1,REGULAR,rebound,defensive,[],203493,,,1610612742,10,17,2022-01-31T00:21:31Z,520000,,,0,,R. Bullock REBOUND (Off:0 Def:1),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,51.0,1.0,1.0,0.0,,,,,,,,,,,
53,PT06M10.00S,2022-01-31T00:21:34.8Z,1,REGULAR,2pt,Jump Shot,[],203493,75.64060446780552,24.264705882352942,1610612742,10,17,2022-01-31T00:21:41Z,530000,-129.0,176.0,1,right,MISS R. Bullock 21' pullup Shot,[203493],1610612742.0,DAL,pullup,,,Bullock,R. Bullock,,,,,21.84,Missed,,,,,,,,,,,,,,,,,,,
54,PT06M08.00S,2022-01-31T00:21:36.8Z,1,REGULAR,rebound,defensive,[],1630175,,,1610612753,10,17,2022-01-31T00:21:41Z,540000,,,0,,C. Anthony REBOUND (Off:0 Def:1),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,53.0,1.0,1.0,0.0,,,,,,,,,,,
55,PT06M03.00S,2022-01-31T00:21:42.7Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630532,10.068988173455978,48.28431372549019,1610612753,12,17,2022-01-31T00:25:13Z,550000,9.0,42.0,1,left,F. Wagner driving floating Jump Shot (4 PTS) (C. Anthony 1 AST),"[1630532, 1630175]",1610612753.0,ORL,driving floating,,,Wagner,F. Wagner,,,,,4.3,Made,4.0,C. Anthony,1630175.0,1.0,,,,,,,,,,,,,,,
57,PT05M39.00S,2022-01-31T00:22:05.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627827,92.9862023653088,52.450980392156865,1610612742,12,17,2022-01-31T00:22:09Z,570000,12.0,13.0,1,right,MISS D. Finney-Smith alley-oop Layup,[1627827],1610612742.0,DAL,alley-oop,,,Finney-Smith,D. Finney-Smith,,,,,1.82,Missed,,,,,,,,,,,,,,,,,,,
58,PT05M37.00S,2022-01-31T00:22:07.5Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612753,12,17,2022-01-31T00:22:07Z,580000,,,0,,M. Bamba REBOUND (Off:0 Def:3),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,57.0,3.0,3.0,0.0,,,,,,,,,,,
59,PT05M28.00S,2022-01-31T00:22:16.5Z,1,REGULAR,3pt,Jump Shot,[],1630175,23.99802890932983,84.55882352941177,1610612753,12,17,2022-01-31T00:22:23Z,590000,-173.0,173.0,1,left,MISS C. Anthony 24' 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,24.46,Missed,,,,,,,,,,,,,,,,,,,
60,PT05M23.00S,2022-01-31T00:22:21.5Z,1,REGULAR,rebound,defensive,[],1628467,,,1610612742,12,17,2022-01-31T00:22:23Z,600000,,,0,,M. Kleber REBOUND (Off:0 Def:1),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,59.0,1.0,1.0,0.0,,,,,,,,,,,
61,PT05M17.00S,2022-01-31T00:22:27.9Z,1,REGULAR,2pt,Jump Shot,[],1629029,89.56964520367937,29.901960784313726,1610612742,12,17,2022-01-31T00:22:34Z,610000,-100.0,46.0,1,right,MISS L. Doncic 11' turnaround bank Shot,[1629029],1610612742.0,DAL,turnaround bank,,,Doncic,L. Doncic,,,,,11.03,Missed,,,,,,,,,,,,,,,,,,,
62,PT05M14.00S,2022-01-31T00:22:30.9Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,12,17,2022-01-31T00:22:34Z,620000,,,0,,W. Carter Jr. REBOUND (Off:0 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,61.0,2.0,2.0,0.0,,,,,,,,,,,
63,PT05M11.00S,2022-01-31T00:22:34.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628964,8.623521681997373,2.696078431372549,1610612753,15,17,2022-01-31T00:22:57Z,630000,237.0,29.0,1,left,M. Bamba 3PT running (5 PTS) (F. Wagner 1 AST),"[1628964, 1630532]",1610612753.0,ORL,running,,,Bamba,M. Bamba,,,,,23.82,Made,5.0,F. Wagner,1630532.0,1.0,,,,,,,,,,,,,,,
65,PT05M09.00S,2022-01-31T00:22:49.5Z,1,REGULAR,timeout,full,['team'],0,,,1610612742,15,17,2022-01-31T00:22:49Z,650000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M09.00S,2022-01-31T00:23:02.7Z,1,REGULAR,substitution,out,[],1630591,,,1610612742,15,17,2022-01-31T00:25:25Z,660000,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M09.00S,2022-01-31T00:23:02.7Z,1,REGULAR,substitution,out,[],203939,,,1610612742,15,17,2022-01-31T00:25:25Z,670000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M09.00S,2022-01-31T00:23:02.7Z,1,REGULAR,substitution,out,[],1628467,,,1610612742,15,17,2022-01-31T00:25:25Z,680000,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M09.00S,2022-01-31T00:23:02.7Z,1,REGULAR,substitution,in,[],203914,,,1610612742,15,17,2022-01-31T00:25:25Z,690000,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M09.00S,2022-01-31T00:23:02.7Z,1,REGULAR,substitution,in,[],1630182,,,1610612742,15,17,2022-01-31T00:25:25Z,700000,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M09.00S,2022-01-31T00:23:02.7Z,1,REGULAR,substitution,in,[],1627737,,,1610612742,15,17,2022-01-31T00:25:25Z,710000,,,0,,SUB in: M. Chriss,[1627737],1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT04M52.00S,2022-01-31T00:25:54.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,92.46057818659659,54.90196078431373,1610612742,15,19,2022-01-31T00:25:59Z,720000,25.0,18.0,1,right,L. Doncic driving Layup (5 PTS) (J. Green 1 AST),"[1629029, 1630182]",1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,3.06,Made,5.0,J. Green,1630182.0,1.0,,,,,,,,,,,,,,,
74,PT04M41.00S,2022-01-31T00:26:05.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,18.347568988173457,35.294117647058826,1610612753,15,19,2022-01-31T00:26:12Z,740000,74.0,120.0,1,left,MISS C. Anthony 14' driving floating Shot,[1630175],1610612753.0,ORL,driving floating,,,Anthony,C. Anthony,,,,,14.07,Missed,,,,,,,,,,,,,,,,,,,
75,PT04M36.00S,2022-01-31T00:26:10.3Z,1,REGULAR,rebound,defensive,[],1630182,,,1610612742,15,19,2022-01-31T00:26:12Z,750000,,,0,,J. Green REBOUND (Off:0 Def:1),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,74.0,1.0,1.0,0.0,,,,,,,,,,,
76,PT04M36.00S,2022-01-31T00:26:12.6Z,1,REGULAR,foul,personal,['2freethrow'],1630175,,,1610612742,15,19,2022-01-31T00:26:26Z,760000,,,0,,C. Anthony shooting personal FOUL (1 PF) (Green 2 FT),"[1630175, 1630182]",1610612753.0,ORL,shooting,,,Anthony,C. Anthony,,,,,,,,,,,,,,,1626300.0,,,,1.0,0.0,Green,1630182.0,,,
78,PT04M36.00S,2022-01-31T00:26:41.8Z,1,REGULAR,substitution,out,[],1628964,,,1610612742,15,19,2022-01-31T00:26:51Z,780000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M36.00S,2022-01-31T00:26:41.8Z,1,REGULAR,substitution,in,[],1629643,,,1610612742,15,19,2022-01-31T00:26:51Z,790000,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M36.00S,2022-01-31T00:27:00.5Z,1,REGULAR,freethrow,1 of 2,[],1630182,,,1610612742,15,20,2022-01-31T00:27:08Z,800000,,,0,,J. Green Free Throw 1 of 2 (1 PTS),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
81,PT04M36.00S,2022-01-31T00:27:00.5Z,1,REGULAR,freethrow,2 of 2,[],1630182,,,1610612742,15,20,2022-01-31T00:27:08Z,810000,,,0,,MISS J. Green Free Throw 2 of 2,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,Missed,,,,,,,,,,,,,,,,,,,
82,PT04M34.00S,2022-01-31T00:27:02.5Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,15,20,2022-01-31T00:27:08Z,820000,,,0,,W. Carter Jr. REBOUND (Off:0 Def:3),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,81.0,3.0,3.0,0.0,,,,,,,,,,,
83,PT04M22.00S,2022-01-31T00:27:19.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628976,7.703679369250986,56.127450980392155,1610612753,15,20,2022-01-31T00:29:40Z,830000,-31.0,20.0,1,left,MISS W. Carter Jr. driving floating bank Shot,[1628976],1610612753.0,ORL,driving floating bank,,,Carter Jr.,W. Carter Jr.,,,,,3.65,Missed,,,,,,,,,,,,,,,,,,,
84,PT04M17.00S,2022-01-31T00:27:24.6Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,15,20,2022-01-31T00:27:27Z,840000,,,0,,L. Doncic REBOUND (Off:0 Def:1),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,83.0,1.0,1.0,0.0,,,,,,,,,,,
85,PT04M10.00S,2022-01-31T00:27:34.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,15,20,2022-01-31T00:27:34Z,850000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M08.00S,2022-01-31T00:27:47.0Z,1,REGULAR,3pt,Jump Shot,[],1630182,85.89027595269383,96.07843137254902,1610612742,15,23,2022-01-31T00:27:51Z,860000,230.0,80.0,1,right,J. Green 24' 3PT  (4 PTS) (L. Doncic 5 AST),"[1630182, 1629029]",1610612742.0,DAL,,,,Green,J. Green,,,,,24.39,Made,4.0,L. Doncic,1629029.0,5.0,,,,,,,,,,,,,,,
88,PT03M53.00S,2022-01-31T00:28:01.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630532,5.863994743758213,56.86274509803921,1610612753,15,23,2022-01-31T00:28:06Z,880000,-34.0,3.0,1,left,MISS F. Wagner driving Hook,[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,3.44,Missed,,,,,,,,,,,,,,,,,,,
89,PT03M52.00S,2022-01-31T00:28:02.8Z,1,REGULAR,rebound,offensive,[],1628976,,,1610612753,15,23,2022-01-31T00:28:06Z,890000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:3),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,88.0,4.0,3.0,1.0,,,,,,,,,,,
90,PT03M51.00S,2022-01-31T00:28:04.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628976,9.411957950065702,43.38235294117647,1610612753,17,23,2022-01-31T00:28:19Z,900000,33.0,36.0,1,left,W. Carter Jr. putback DUNK (4 PTS),[1628976],1610612753.0,ORL,putback,,,Carter Jr.,W. Carter Jr.,,,,,4.89,Made,4.0,,,,,,,,,,,,,,,,,,
