actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
20,PT10M29.00S,2021-11-05T23:12:07.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628976,6.1268068331143235,47.794117647058826,1610612753,0,2,2021-11-05T23:12:23Z,200000,11.0,5.0,1,left,MISS W. Carter Jr. putback Layup - blocked,"[1628976, 1629234]",1610612753.0,ORL,putback,,,Carter Jr.,W. Carter Jr.,,,,,1.21,Missed,,,,,,,,,,,Eubanks,1629234.0,,,,,,,
21,PT10M29.00S,2021-11-05T23:12:07.9Z,1,REGULAR,block,,[],1629234,,,1610612753,0,2,2021-11-05T23:12:12Z,210000,,,0,,D. Eubanks BLOCK (1 BLK),[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,
22,PT10M29.00S,2021-11-05T23:12:07.9Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612759,0,2,2021-11-05T23:12:23Z,220000,,,0,,D. Murray REBOUND (Off:0 Def:2),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,20.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
23,PT10M15.00S,2021-11-05T23:12:21.4Z,1,REGULAR,3pt,Jump Shot,[],1629234,88.64980289093299,97.79411764705883,1610612759,0,2,2021-11-05T23:12:33Z,230000,239.0,54.0,1,right,MISS D. Eubanks 24' 3PT,[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,24.51,Missed,,,,,,,,,,,,,,,,,,,
24,PT10M15.00S,2021-11-05T23:12:21.4Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612753,0,2,2021-11-05T23:12:33Z,240000,,,0,,M. Bamba REBOUND (Off:0 Def:1),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
25,PT10M07.00S,2021-11-05T23:12:28.6Z,1,REGULAR,3pt,Jump Shot,[],1628964,24.78646517739816,81.12745098039215,1610612753,3,2,2021-11-05T23:12:39Z,250000,-156.0,180.0,1,left,M. Bamba 3PT  (3 PTS) (J. Suggs 1 AST),"[1628964, 1630591]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,23.83,Made,,,,,3.0,J. Suggs,1630591.0,1.0,,,,,,,,,,,
27,PT09M50.00S,2021-11-05T23:12:46.3Z,1,REGULAR,2pt,Jump Shot,[],1629640,84.31340341655716,31.127450980392158,1610612759,3,2,2021-11-05T23:12:53Z,270000,-94.0,95.0,1,right,MISS K. Johnson 13' pullup Shot,[1629640],1610612759.0,SAS,pullup,,,Johnson,K. Johnson,,,,,13.39,Missed,,,,,,,,,,,,,,,,,,,
28,PT09M46.00S,2021-11-05T23:12:50.3Z,1,REGULAR,rebound,offensive,[],1629234,,,1610612759,3,2,2021-11-05T23:12:53Z,280000,,,0,,D. Eubanks REBOUND (Off:1 Def:0),[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,27.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
29,PT09M45.00S,2021-11-05T23:12:51.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203926,65.91655716162943,49.01960784313725,1610612759,3,2,2021-11-05T23:12:56Z,290000,-5.0,268.0,1,right,MISS D. McDermott 26' 3PT,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,26.79,Missed,,,,,,,,,,,,,,,,,,,
30,PT09M45.00S,2021-11-05T23:12:51.2Z,1,REGULAR,rebound,defensive,[],1630591,,,1610612753,3,2,2021-11-05T23:12:56Z,300000,,,0,,J. Suggs REBOUND (Off:0 Def:1),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
32,PT09M34.00S,2021-11-05T23:13:02.1Z,1,REGULAR,3pt,Jump Shot,[],1628964,1.2647831800262812,94.36274509803921,1610612753,3,2,2021-11-05T23:13:08Z,320000,-222.0,-41.0,1,left,MISS M. Bamba 3PT,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,22.55,Missed,,,,,,,,,,,,,,,,,,,
33,PT09M30.00S,2021-11-05T23:13:06.1Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612759,3,2,2021-11-05T23:13:08Z,330000,,,0,,D. Murray REBOUND (Off:0 Def:3),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,32.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
34,PT09M16.00S,2021-11-05T23:13:20.9Z,1,REGULAR,2pt,Jump Shot,[],1627749,87.46714848883047,76.7156862745098,1610612759,3,2,2021-11-05T23:22:17Z,340000,134.0,65.0,1,right,MISS D. Murray 14' pullup Shot,[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,14.87,Missed,,,,,,,,,,,,,,,,,,,
35,PT09M12.00S,2021-11-05T23:13:24.9Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,3,2,2021-11-05T23:13:26Z,350000,,,0,,W. Carter Jr. REBOUND (Off:2 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,34.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
36,PT09M04.00S,2021-11-05T23:13:31.7Z,1,REGULAR,2pt,Jump Shot,[],1630175,24.917871222076215,55.392156862745104,1610612753,5,2,2021-11-05T23:22:23Z,360000,-27.0,182.0,1,left,C. Anthony 18' pullup Jump Shot (2 PTS),[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,18.37,Made,,,,,2.0,,,,,,,,,,,,,,
37,PT08M51.00S,2021-11-05T23:13:45.3Z,1,REGULAR,3pt,Jump Shot,[],1628401,87.72996057818659,95.58823529411765,1610612759,5,2,2021-11-05T23:13:55Z,370000,228.0,63.0,1,right,MISS D. White 3PT,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,23.64,Missed,,,,,,,,,,,,,,,,,,,
38,PT08M48.00S,2021-11-05T23:13:48.3Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,5,2,2021-11-05T23:13:55Z,380000,,,0,,F. Wagner REBOUND (Off:0 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,37.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
39,PT08M42.00S,2021-11-05T23:13:54.4Z,1,REGULAR,3pt,Jump Shot,[],1628964,30.436925098554536,34.068627450980394,1610612753,5,2,2021-11-05T23:14:01Z,390000,80.0,234.0,1,left,MISS M. Bamba 24' 3PT,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,24.68,Missed,,,,,,,,,,,,,,,,,,,
40,PT08M38.00S,2021-11-05T23:13:58.4Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612759,5,2,2021-11-05T23:14:01Z,400000,,,0,,D. Murray REBOUND (Off:0 Def:4),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,39.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
41,PT08M31.00S,2021-11-05T23:14:05.7Z,1,REGULAR,3pt,Jump Shot,[],1628401,69.99014454664915,79.16666666666666,1610612759,5,2,2021-11-05T23:14:12Z,410000,146.0,230.0,1,right,MISS D. White 27' 3PT,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,27.2,Missed,,,,,,,,,,,,,,,,,,,
42,PT08M25.00S,2021-11-05T23:14:11.7Z,1,REGULAR,rebound,defensive,[],1630175,,,1610612753,5,2,2021-11-05T23:14:12Z,420000,,,0,,C. Anthony REBOUND (Off:0 Def:1),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,41.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
43,PT08M18.00S,2021-11-05T23:14:19.0Z,1,REGULAR,3pt,Jump Shot,[],1630175,19.530223390275953,90.68627450980392,1610612753,5,2,2021-11-05T23:14:23Z,430000,-203.0,131.0,1,left,MISS C. Anthony 24' 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,24.2,Missed,,,,,,,,,,,,,,,,,,,
44,PT08M15.00S,2021-11-05T23:14:22.0Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,5,2,2021-11-05T23:14:23Z,440000,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,43.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
45,PT08M11.00S,2021-11-05T23:14:29.0Z,1,REGULAR,foul,personal,['2freethrow'],1628976,,,1610612759,5,2,2021-11-05T23:14:46Z,450000,,,0,,W. Carter Jr. shooting personal FOUL (1 PF) (Johnson 2 FT),"[1628976, 1629640]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,2534.0,,,,1.0,0.0,Johnson,1629640.0,,,
47,PT08M11.00S,2021-11-05T23:14:50.6Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629640,,,1610612759,5,2,2021-11-05T23:15:50Z,470000,,,0,,MISS K. Johnson Free Throw 1 of 2,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
48,PT08M11.00S,2021-11-05T23:14:50.6Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612759,5,2,2021-11-05T23:15:50Z,480000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,47.0,,,,,,,,,,,,,,,,,,
49,PT08M11.00S,2021-11-05T23:14:52.0Z,1,REGULAR,substitution,out,[],1630591,,,1610612759,5,2,2021-11-05T23:15:10Z,490000,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT08M11.00S,2021-11-05T23:14:52.0Z,1,REGULAR,substitution,out,[],1629234,,,1610612759,5,2,2021-11-05T23:15:10Z,500000,,,0,,SUB out: D. Eubanks,[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT08M11.00S,2021-11-05T23:14:52.0Z,1,REGULAR,substitution,in,[],203914,,,1610612759,5,2,2021-11-05T23:15:10Z,510000,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT08M11.00S,2021-11-05T23:14:52.0Z,1,REGULAR,substitution,in,[],201152,,,1610612759,5,2,2021-11-05T23:15:10Z,520000,,,0,,SUB in: T. Young,[201152],1610612759.0,SAS,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT08M11.00S,2021-11-05T23:14:50.6Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629640,,,1610612759,5,3,2021-11-05T23:15:50Z,530000,,,0,,K. Johnson Free Throw 2 of 2 (1 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
54,PT08M00.00S,2021-11-05T23:15:31.4Z,1,REGULAR,3pt,Jump Shot,[],1630175,28.07161629434954,75.49019607843137,1610612753,8,3,2021-11-05T23:15:35Z,540000,-127.0,211.0,1,left,C. Anthony 24' 3PT  (5 PTS) (W. Carter Jr. 1 AST),"[1630175, 1628976]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,24.69,Made,,,,,5.0,W. Carter Jr.,1628976.0,1.0,,,,,,,,,,,
56,PT07M39.00S,2021-11-05T23:15:52.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203926,90.09526938239159,64.4607843137255,1610612759,8,3,2021-11-05T23:16:00Z,560000,72.0,41.0,1,right,MISS D. McDermott 8' driving floating bank Shot,[203926],1610612759.0,SAS,driving floating bank,,,McDermott,D. McDermott,,,,,8.29,Missed,,,,,,,,,,,,,,,,,,,
57,PT07M35.00S,2021-11-05T23:15:56.2Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,8,3,2021-11-05T23:20:55Z,570000,,,0,,W. Carter Jr. REBOUND (Off:2 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,56.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
58,PT07M27.00S,2021-11-05T23:16:03.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628976,2.9730617608409986,56.86274509803921,1610612753,8,3,2021-11-05T23:16:09Z,580000,-34.0,-25.0,1,left,MISS W. Carter Jr. Layup - blocked,"[1628976, 201152]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,4.22,Missed,,,,,,,,,,,Young,201152.0,,,,,,,
59,PT07M27.00S,2021-11-05T23:16:03.8Z,1,REGULAR,block,,[],201152,,,1610612753,8,3,2021-11-05T23:16:07Z,590000,,,0,,T. Young BLOCK (1 BLK),[201152],1610612759.0,SAS,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M24.00S,2021-11-05T23:16:06.8Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612759,8,3,2021-11-05T23:16:09Z,600000,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,58.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
61,PT07M08.00S,2021-11-05T23:16:23.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,82.9993429697766,51.225490196078425,1610612759,8,5,2021-11-05T23:16:28Z,610000,6.0,107.0,1,right,K. Johnson 10' driving floating Jump Shot (3 PTS),[1629640],1610612759.0,SAS,driving floating,,,Johnson,K. Johnson,,,,,10.75,Made,,,,,3.0,,,,,,,,,,,,,,
62,PT06M54.00S,2021-11-05T23:16:37.2Z,1,REGULAR,3pt,Jump Shot,[],1628976,31.61957950065703,48.03921568627451,1610612753,8,5,2021-11-05T23:16:42Z,620000,10.0,245.0,1,left,MISS W. Carter Jr. 24' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,24.49,Missed,,,,,,,,,,,,,,,,,,,
63,PT06M51.00S,2021-11-05T23:16:40.2Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,8,5,2021-11-05T23:16:42Z,630000,,,0,,K. Johnson REBOUND (Off:0 Def:2),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,62.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
64,PT06M42.00S,2021-11-05T23:16:49.8Z,1,REGULAR,3pt,Jump Shot,[],203926,66.70499342969777,60.5392156862745,1610612759,8,8,2021-11-05T23:16:55Z,640000,53.0,260.0,1,right,D. McDermott 26' 3PT  (3 PTS) (K. Johnson 2 AST),"[203926, 1629640]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,26.58,Made,,,,,3.0,K. Johnson,1629640.0,2.0,,,,,,,,,,,
66,PT06M16.00S,2021-11-05T23:17:14.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628976,15.850854139290407,48.529411764705884,1610612753,8,8,2021-11-05T23:17:19Z,660000,7.0,96.0,1,left,MISS W. Carter Jr. 9' Jump Shot,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,9.68,Missed,,,,,,,,,,,,,,,,,,,
67,PT06M14.00S,2021-11-05T23:17:17.8Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612759,8,8,2021-11-05T23:17:17Z,670000,,,0,,D. White REBOUND (Off:0 Def:2),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,66.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
68,PT06M09.00S,2021-11-05T23:17:22.7Z,1,REGULAR,3pt,Jump Shot,[],1627749,91.67214191852825,2.696078431372549,1610612759,8,11,2021-11-05T23:17:27Z,680000,-237.0,26.0,1,right,D. Murray 3PT  (3 PTS) (D. White 1 AST),"[1627749, 1628401]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,23.79,Made,,,,,3.0,D. White,1628401.0,1.0,,,,,,,,,,,
70,PT06M08.00S,2021-11-05T23:17:33.8Z,1,REGULAR,timeout,full,['team'],0,,,1610612753,8,11,2021-11-05T23:17:33Z,700000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M08.00S,2021-11-05T23:19:52.4Z,1,REGULAR,substitution,out,[],1628964,,,1610612753,8,11,2021-11-05T23:20:13Z,710000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M08.00S,2021-11-05T23:19:52.4Z,1,REGULAR,substitution,in,[],1629643,,,1610612753,8,11,2021-11-05T23:20:13Z,720000,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M56.00S,2021-11-05T23:20:29.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629643,5.863994743758213,55.63725490196079,1610612753,10,11,2021-11-05T23:20:37Z,730000,-28.0,3.0,1,left,C. Okeke driving reverse Layup (2 PTS) (C. Anthony 1 AST),"[1629643, 1630175]",1610612753.0,ORL,driving reverse,,,Okeke,C. Okeke,,,,,2.83,Made,,,,,2.0,C. Anthony,1630175.0,1.0,,,,,,,,,,,
75,PT05M33.00S,2021-11-05T23:20:52.7Z,1,REGULAR,2pt,Jump Shot,[],1629640,80.50262812089356,16.42156862745098,1610612759,10,13,2021-11-05T23:21:00Z,750000,-168.0,131.0,1,right,K. Johnson 21' pullup Jump Shot (5 PTS) (D. McDermott 1 AST),"[1629640, 203926]",1610612759.0,SAS,pullup,,,Johnson,K. Johnson,,,,,21.28,Made,,,,,5.0,D. McDermott,203926.0,1.0,,,,,,,,,,,
76,PT05M09.00S,2021-11-05T23:21:16.0Z,1,REGULAR,3pt,Jump Shot,[],1630532,27.77595269382391,80.63725490196079,1610612753,10,13,2021-11-06T00:03:42Z,760000,-153.0,209.0,1,left,MISS F. Wagner 25' pullup 3PT,[1630532],1610612753.0,ORL,pullup,,,Wagner,F. Wagner,,,,,25.88,Missed,,,,,,,,,,,,,,,,,,,
77,PT05M07.00S,2021-11-05T23:21:18.0Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612759,10,13,2021-11-05T23:21:23Z,770000,,,0,,D. Murray REBOUND (Off:0 Def:5),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,76.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
78,PT05M03.00S,2021-11-05T23:21:23.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,80.1084099868594,64.4607843137255,1610612759,10,15,2021-11-05T23:21:32Z,780000,72.0,134.0,1,right,D. Murray 15' pullup Jump Shot (5 PTS),[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,15.27,Made,,,,,5.0,,,,,,,,,,,,,,
79,PT04M49.00S,2021-11-05T23:21:36.4Z,1,REGULAR,turnover,lost ball,[],1630175,,,1610612753,10,15,2021-11-05T23:21:44Z,790000,,,0,,C. Anthony lost ball TURNOVER (1 TO),"[1630175, 201152]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,1.0,,,,,,,Young,201152.0,
80,PT04M49.00S,2021-11-05T23:21:36.4Z,1,REGULAR,steal,,[],201152,,,1610612759,10,15,2021-11-05T23:26:36Z,800000,,,0,,T. Young STEAL (1 STL),[201152],1610612759.0,SAS,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M47.00S,2021-11-05T23:21:40.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627749,91.80354796320631,48.28431372549019,1610612759,10,17,2021-11-05T23:21:51Z,810000,-9.0,25.0,1,right,D. Murray running Layup (7 PTS) (D. White 2 AST),"[1627749, 1628401]",1610612759.0,SAS,running,,,Murray,D. Murray,,,,,2.6,Made,,,,,7.0,D. White,1628401.0,2.0,,,,,,,,,,,
85,PT04M47.00S,2021-11-05T23:21:55.8Z,1,REGULAR,foul,personal,['1freethrow'],1630532,,,1610612759,10,17,2021-11-05T23:22:31Z,840000,,,0,,F. Wagner shooting personal FOUL (1 PF) (Murray 1 FT),"[1630532, 1627749]",1610612753.0,ORL,shooting,,,Wagner,F. Wagner,,,,,,,,,,,,,,,202007.0,,,,1.0,0.0,Murray,1627749.0,,,
87,PT04M47.00S,2021-11-05T23:22:07.0Z,1,REGULAR,substitution,out,[],1630532,,,1610612759,10,17,2021-11-05T23:22:29Z,860000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M47.00S,2021-11-05T23:22:07.0Z,1,REGULAR,substitution,out,[],1628401,,,1610612759,10,17,2021-11-05T23:22:29Z,870000,,,0,,SUB out: D. White,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
