actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
178,PT09M19.00S,2022-01-10T02:39:38.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203469,89.70105124835742,51.470588235294116,1610612757,33,25,2022-01-10T02:39:41Z,1760000,7.0,44.0,1,right,C. Zeller driving floating Jump Shot (6 PTS) (B. McLemore 1 AST),"[203469, 203463]",1610612757.0,POR,driving floating,,,Zeller,C. Zeller,,,,,,,,,,,4.49,Made,,,,,6.0,B. McLemore,203463.0,1.0,,,,,
180,PT09M05.00S,2022-01-10T02:39:51.6Z,2,REGULAR,3pt,Jump Shot,[],1630558,19.530223390275953,92.40196078431373,1610612758,33,25,2022-01-10T02:39:55Z,1780000,-212.0,131.0,1,left,MISS D. Mitchell 24' step back 3PT,[1630558],1610612758.0,SAC,step back,,,Mitchell,D. Mitchell,,,,,,,,,,,24.93,Missed,,,,,,,,,,,,,
181,PT09M03.00S,2022-01-10T02:39:53.6Z,2,REGULAR,rebound,defensive,[],1630570,,,1610612757,33,25,2022-01-10T02:39:55Z,1790000,,,0,,T. Watford REBOUND (Off:0 Def:3),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,180.0,3.0,3.0,0.0,,,,,,,,,
182,PT08M59.00S,2022-01-10T02:39:59.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203503,71.04139290407359,14.215686274509803,1610612757,33,25,2022-01-10T02:40:04Z,1800000,-179.0,220.0,1,right,MISS T. Snell 28' running 3PT,[203503],1610612757.0,POR,running,,,Snell,T. Snell,,,,,,,,,,,28.33,Missed,,,,,,,,,,,,,
183,PT08M56.00S,2022-01-10T02:40:02.0Z,2,REGULAR,rebound,defensive,[],1629056,,,1610612758,33,25,2022-01-10T02:40:04Z,1810000,,,0,,T. Davis REBOUND (Off:0 Def:1),[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,182.0,1.0,1.0,0.0,,,,,,,,,
184,PT08M51.00S,2022-01-10T02:40:09.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,33,25,2022-01-10T02:40:09Z,1820000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT08M51.00S,2022-01-10T02:40:18.1Z,2,REGULAR,substitution,out,[],1630570,,,1610612758,33,25,2022-01-10T02:40:23Z,1830000,,,0,,SUB out: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT08M51.00S,2022-01-10T02:40:18.1Z,2,REGULAR,substitution,in,[],203496,,,1610612758,33,25,2022-01-10T02:40:23Z,1840000,,,0,,SUB in: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT08M51.00S,2022-01-10T02:40:26.1Z,2,REGULAR,substitution,out,[],1628372,,,1610612758,33,25,2022-01-10T02:40:37Z,1850000,,,0,,SUB out: D. Smith Jr.,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT08M51.00S,2022-01-10T02:40:26.1Z,2,REGULAR,substitution,out,[],1630169,,,1610612758,33,25,2022-01-10T02:40:37Z,1860000,,,0,,SUB out: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT08M51.00S,2022-01-10T02:40:26.1Z,2,REGULAR,substitution,out,[],203458,,,1610612758,33,25,2022-01-10T02:40:37Z,1870000,,,0,,SUB out: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT08M51.00S,2022-01-10T02:40:26.1Z,2,REGULAR,substitution,in,[],1629014,,,1610612758,33,25,2022-01-10T02:40:37Z,1880000,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT08M51.00S,2022-01-10T02:40:26.1Z,2,REGULAR,substitution,in,[],202684,,,1610612758,33,25,2022-01-10T02:40:37Z,1890000,,,0,,SUB in: T. Thompson,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT08M51.00S,2022-01-10T02:40:26.1Z,2,REGULAR,substitution,in,[],1628368,,,1610612758,33,25,2022-01-10T02:40:37Z,1900000,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT08M51.00S,2022-01-10T02:40:52.7Z,2,REGULAR,foul,personal,['2freethrow'],203496,,,1610612758,33,25,2022-01-10T02:41:15Z,1910000,,,0,,R. Covington shooting personal FOUL (1 PF) (Metu 2 FT),"[203496, 1629002]",1610612757.0,POR,shooting,,,Covington,R. Covington,,,,,1629183.0,,1.0,0.0,Metu,1629002.0,,,,,,,,,,,,,,,
195,PT08M51.00S,2022-01-10T02:41:20.8Z,2,REGULAR,freethrow,1 of 2,[],1629002,,,1610612758,33,26,2022-01-10T02:41:20Z,1930000,,,0,,C. Metu Free Throw 1 of 2 (3 PTS),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,Made,,,,,3.0,,,,,,,,
196,PT08M51.00S,2022-01-10T02:41:36.0Z,2,REGULAR,freethrow,2 of 2,[],1629002,,,1610612758,33,27,2022-01-10T02:41:36Z,1940000,,,0,,C. Metu Free Throw 2 of 2 (4 PTS),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,Made,,,,,4.0,,,,,,,,
197,PT08M41.00S,2022-01-10T02:41:47.8Z,2,REGULAR,3pt,Jump Shot,[],1629014,89.43823915900131,96.07843137254902,1610612757,33,27,2022-01-10T02:41:52Z,1950000,230.0,47.0,1,right,MISS A. Simons 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,23.51,Missed,,,,,,,,,,,,,
198,PT08M38.00S,2022-01-10T02:41:50.4Z,2,REGULAR,rebound,offensive,[],1629014,,,1610612757,33,27,2022-01-10T02:41:50Z,1960000,,,0,,A. Simons REBOUND (Off:1 Def:1),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,197.0,2.0,1.0,1.0,,,,,,,,,
199,PT08M36.00S,2022-01-10T02:41:53.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203463,88.25558475689881,3.9215686274509802,1610612757,33,27,2022-01-10T02:41:58Z,1970000,-230.0,58.0,1,right,MISS B. McLemore 3PT,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,23.76,Missed,,,,,,,,,,,,,
200,PT08M32.00S,2022-01-10T02:41:57.0Z,2,REGULAR,rebound,defensive,[],1630558,,,1610612758,33,27,2022-01-10T02:41:58Z,1980000,,,0,,D. Mitchell REBOUND (Off:0 Def:2),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,199.0,2.0,2.0,0.0,,,,,,,,,
201,PT08M27.00S,2022-01-10T02:42:01.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630558,5.863994743758213,47.05882352941176,1610612758,33,27,2022-01-10T02:42:05Z,1990000,15.0,3.0,1,left,MISS D. Mitchell running Layup,[1630558],1610612758.0,SAC,running,,,Mitchell,D. Mitchell,,,,,,,,,,,1.49,Missed,,,,,,,,,,,,,
202,PT08M24.00S,2022-01-10T02:42:04.3Z,2,REGULAR,rebound,defensive,[],203496,,,1610612757,33,27,2022-01-10T02:42:05Z,2000000,,,0,,R. Covington REBOUND (Off:0 Def:2),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,201.0,2.0,2.0,0.0,,,,,,,,,
203,PT08M23.00S,2022-01-10T02:42:08.2Z,2,REGULAR,foul,personal,[],1628368,,,1610612757,33,27,2022-01-10T02:45:04Z,2010000,,,0,,D. Fox take personal FOUL (1 PF),"[1628368, 1629014]",1610612758.0,SAC,take,,,Fox,D. Fox,,,,,1627963.0,,1.0,0.0,Simons,1629014.0,,,,,,,,,,,,,,,
205,PT08M23.00S,2022-01-10T02:42:13.8Z,2,REGULAR,substitution,out,[],203503,,,1610612757,33,27,2022-01-10T02:42:22Z,2030000,,,0,,SUB out: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M23.00S,2022-01-10T02:42:13.8Z,2,REGULAR,substitution,out,[],203469,,,1610612757,33,27,2022-01-10T02:42:22Z,2040000,,,0,,SUB out: C. Zeller,[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M23.00S,2022-01-10T02:42:13.8Z,2,REGULAR,substitution,in,[],1629642,,,1610612757,33,27,2022-01-10T02:42:22Z,2050000,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M23.00S,2022-01-10T02:42:13.8Z,2,REGULAR,substitution,in,[],203994,,,1610612757,33,27,2022-01-10T02:42:22Z,2060000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M07.00S,2022-01-10T02:42:46.6Z,2,REGULAR,3pt,Jump Shot,[],203463,73.27529566360053,83.82352941176471,1610612757,33,27,2022-01-10T02:42:50Z,2070000,169.0,199.0,1,right,MISS B. McLemore 26' 3PT,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,26.09,Missed,,,,,,,,,,,,,
210,PT08M04.00S,2022-01-10T02:42:49.6Z,2,REGULAR,rebound,defensive,[],1628368,,,1610612758,33,27,2022-01-10T02:42:50Z,2080000,,,0,,D. Fox REBOUND (Off:0 Def:3),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,209.0,3.0,3.0,0.0,,,,,,,,,
211,PT07M53.00S,2022-01-10T02:43:00.6Z,2,REGULAR,3pt,Jump Shot,[],1628368,28.203022339027594,77.45098039215686,1610612758,33,27,2022-01-10T02:43:04Z,2090000,-137.0,213.0,1,left,MISS D. Fox 25' pullup 3PT,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,,,,,,,25.31,Missed,,,,,,,,,,,,,
212,PT07M50.00S,2022-01-10T02:43:03.6Z,2,REGULAR,rebound,defensive,[],203463,,,1610612757,33,27,2022-01-10T02:43:04Z,2100000,,,0,,B. McLemore REBOUND (Off:0 Def:1),[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,211.0,1.0,1.0,0.0,,,,,,,,,
213,PT07M40.00S,2022-01-10T02:43:13.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203496,81.15965834428384,64.95098039215686,1610612757,33,27,2022-01-10T02:43:17Z,2110000,75.0,125.0,1,right,MISS R. Covington 14' pullup Shot,[203496],1610612757.0,POR,pullup,,,Covington,R. Covington,,,,,,,,,,,14.53,Missed,,,,,,,,,,,,,
214,PT07M38.00S,2022-01-10T02:43:15.6Z,2,REGULAR,rebound,defensive,[],1629002,,,1610612758,33,27,2022-01-10T02:43:17Z,2120000,,,0,,C. Metu REBOUND (Off:0 Def:3),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,213.0,3.0,3.0,0.0,,,,,,,,,
215,PT07M30.00S,2022-01-10T02:43:23.6Z,2,REGULAR,3pt,Jump Shot,[],1629056,32.670827858081466,72.79411764705883,1610612758,33,27,2022-01-10T02:43:28Z,2130000,-114.0,255.0,1,left,MISS T. Davis 27' pullup 3PT,[1629056],1610612758.0,SAC,pullup,,,Davis,T. Davis,,,,,,,,,,,27.9,Missed,,,,,,,,,,,,,
216,PT07M26.00S,2022-01-10T02:43:27.6Z,2,REGULAR,rebound,defensive,[],203994,,,1610612757,33,27,2022-01-10T02:43:28Z,2140000,,,0,,J. Nurkic REBOUND (Off:2 Def:4),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,215.0,6.0,4.0,2.0,,,,,,,,,
217,PT07M21.00S,2022-01-10T02:43:37.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,33,27,2022-01-10T02:43:37Z,2150000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M21.00S,2022-01-10T02:45:35.9Z,2,REGULAR,substitution,out,[],1629056,,,1610612757,33,27,2022-01-10T02:46:30Z,2160000,,,0,,SUB out: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M21.00S,2022-01-10T02:45:35.9Z,2,REGULAR,substitution,out,[],1629002,,,1610612757,33,27,2022-01-10T02:46:30Z,2170000,,,0,,SUB out: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M21.00S,2022-01-10T02:45:35.9Z,2,REGULAR,substitution,in,[],203084,,,1610612757,33,27,2022-01-10T02:46:30Z,2180000,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M21.00S,2022-01-10T02:45:35.9Z,2,REGULAR,substitution,in,[],1627741,,,1610612757,33,27,2022-01-10T02:46:46Z,2200000,,,0,,SUB in: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M04.00S,2022-01-10T02:46:49.4Z,2,REGULAR,3pt,Jump Shot,[],203463,87.72996057818659,2.450980392156863,1610612757,36,27,2022-01-10T02:46:58Z,2210000,-238.0,63.0,1,right,B. McLemore 24' 3PT step back (9 PTS) (J. Nurkic 3 AST),"[203463, 203994]",1610612757.0,POR,step back,,,McLemore,B. McLemore,,,,,,,,,,,24.59,Made,,,,,9.0,J. Nurkic,203994.0,3.0,,,,,
225,PT06M49.00S,2022-01-10T02:47:04.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,11.514454664914586,59.80392156862745,1610612758,36,29,2022-01-10T02:47:08Z,2230000,-49.0,56.0,1,left,D. Fox 7' fadeaway Jump Shot (6 PTS),[1628368],1610612758.0,SAC,fadeaway,,,Fox,D. Fox,,,,,,,,,,,7.42,Made,,,,,6.0,,,,,,,,
226,PT06M28.00S,2022-01-10T02:47:25.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203994,92.32917214191852,52.450980392156865,1610612757,36,29,2022-01-10T03:10:11Z,2240000,12.0,20.0,1,right,MISS J. Nurkic cutting Layup - blocked,"[203994, 1628368]",1610612757.0,POR,cutting,,,Nurkic,J. Nurkic,,,,,,,,,,,2.31,Missed,,,,,,,,,Fox,1628368.0,,,
227,PT06M28.00S,2022-01-10T02:47:25.0Z,2,REGULAR,block,,[],1628368,,,1610612757,36,29,2022-01-10T02:47:26Z,2250000,,,0,,D. Fox BLOCK (1 BLK),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M26.00S,2022-01-10T02:47:27.0Z,2,REGULAR,rebound,defensive,[],1627741,,,1610612758,36,29,2022-01-10T02:47:31Z,2260000,,,0,,B. Hield REBOUND (Off:0 Def:2),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,226.0,2.0,2.0,0.0,,,,,,,,,
229,PT06M20.00S,2022-01-10T02:47:32.4Z,2,REGULAR,3pt,Jump Shot,[],1630558,28.07161629434954,21.323529411764707,1610612758,36,29,2022-01-10T02:47:41Z,2270000,143.0,211.0,1,left,MISS D. Mitchell 25' running 3PT,[1630558],1610612758.0,SAC,running,,,Mitchell,D. Mitchell,,,,,,,,,,,25.54,Missed,,,,,,,,,,,,,
230,PT06M18.00S,2022-01-10T02:47:34.4Z,2,REGULAR,rebound,defensive,[],203994,,,1610612757,36,29,2022-01-10T02:47:41Z,2280000,,,0,,J. Nurkic REBOUND (Off:2 Def:5),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,229.0,7.0,5.0,2.0,,,,,,,,,
231,PT06M03.00S,2022-01-10T02:47:49.5Z,2,REGULAR,turnover,lost ball,[],203994,,,1610612757,36,29,2022-01-10T02:47:56Z,2290000,,,0,,J. Nurkic lost ball TURNOVER (1 TO),"[203994, 1630558]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,1.0,,,,,,,,,,,,,,,,,Mitchell,1630558.0,
232,PT06M03.00S,2022-01-10T02:47:49.5Z,2,REGULAR,steal,,[],1630558,,,1610612758,36,29,2022-01-10T02:47:52Z,2300000,,,0,,D. Mitchell STEAL (1 STL),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT05M48.00S,2022-01-10T02:48:04.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628368,7.966491458607096,53.431372549019606,1610612758,36,29,2022-01-10T02:48:08Z,2310000,-17.0,22.0,1,left,MISS D. Fox driving Layup,[1628368],1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,,,,,,,2.82,Missed,,,,,,,,,,,,,
234,PT05M46.00S,2022-01-10T02:48:06.6Z,2,REGULAR,rebound,defensive,[],1629642,,,1610612757,36,29,2022-01-10T02:48:08Z,2320000,,,0,,N. Little REBOUND (Off:0 Def:1),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,233.0,1.0,1.0,0.0,,,,,,,,,
235,PT05M44.00S,2022-01-10T02:48:11.6Z,2,REGULAR,foul,personal,['2freethrow'],1630558,,,1610612757,36,29,2022-01-10T02:48:24Z,2330000,,,0,,D. Mitchell shooting personal FOUL (1 PF) (Little 2 FT),"[1630558, 1629642]",1610612758.0,SAC,shooting,,,Mitchell,D. Mitchell,,,,,1627963.0,,1.0,0.0,Little,1629642.0,,,,,,,,,,,,,,,
237,PT05M44.00S,2022-01-10T02:48:37.7Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1629642,,,1610612757,37,29,2022-01-10T02:48:37Z,2350000,,,0,,N. Little Free Throw 1 of 2 (6 PTS),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,Made,,,,,6.0,,,,,,,,
238,PT05M44.00S,2022-01-10T02:48:38.1Z,2,REGULAR,substitution,out,[],202684,,,1610612757,37,29,2022-01-10T02:48:46Z,2360000,,,0,,SUB out: T. Thompson,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT05M44.00S,2022-01-10T02:48:38.1Z,2,REGULAR,substitution,out,[],1630558,,,1610612757,37,29,2022-01-10T02:48:46Z,2370000,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT05M44.00S,2022-01-10T02:48:38.1Z,2,REGULAR,substitution,in,[],1630169,,,1610612757,37,29,2022-01-10T02:48:46Z,2380000,,,0,,SUB in: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT05M44.00S,2022-01-10T02:48:38.1Z,2,REGULAR,substitution,in,[],203458,,,1610612757,37,29,2022-01-10T02:48:46Z,2390000,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT05M44.00S,2022-01-10T02:48:56.7Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1629642,,,1610612757,38,29,2022-01-10T02:48:56Z,2400000,,,0,,N. Little Free Throw 2 of 2 (7 PTS),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,Made,,,,,7.0,,,,,,,,
244,PT05M31.00S,2022-01-10T02:49:11.7Z,2,REGULAR,turnover,lost ball,[],1628368,,,1610612758,38,29,2022-01-10T02:49:15Z,2410000,,,0,,D. Fox lost ball TURNOVER (2 TO),"[1628368, 203496]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,,2.0,,,,,,,,,,,,,,,,,Covington,203496.0,
245,PT05M31.00S,2022-01-10T02:49:11.7Z,2,REGULAR,steal,,[],203496,,,1610612757,38,29,2022-01-10T02:50:06Z,2420000,,,0,,R. Covington STEAL (2 STL),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT05M22.00S,2022-01-10T02:49:20.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629014,89.56964520367937,48.77450980392157,1610612757,40,29,2022-01-10T02:49:24Z,2430000,-6.0,46.0,1,right,A. Simons driving floating Jump Shot (8 PTS),[1629014],1610612757.0,POR,driving floating,,,Simons,A. Simons,,,,,,,,,,,4.59,Made,,,,,8.0,,,,,,,,
247,PT05M16.00S,2022-01-10T02:49:30.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,40,29,2022-01-10T02:49:30Z,2440000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M16.00S,2022-01-10T02:49:30.5Z,2,REGULAR,instantreplay,request,[],0,,,1610612758,40,29,2022-01-10T03:11:52Z,2450000,,,0,,,[],,,support,,,,,,,,,2004.0,,,,,,,,,,,,,,,,,,,,Support 3pt FG
249,PT05M03.00S,2022-01-10T02:52:40.9Z,2,REGULAR,3pt,Jump Shot,[],1630169,31.61957950065703,66.42156862745098,1610612758,40,29,2022-01-10T02:52:45Z,2460000,-82.0,245.0,1,left,MISS T. Haliburton 25' 3PT,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,25.81,Missed,,,,,,,,,,,,,
250,PT04M59.00S,2022-01-10T02:52:44.9Z,2,REGULAR,rebound,offensive,[],1627741,,,1610612758,40,29,2022-01-10T02:52:45Z,2470000,,,0,,B. Hield REBOUND (Off:1 Def:2),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,249.0,3.0,2.0,1.0,,,,,,,,,
251,PT04M58.00S,2022-01-10T02:52:45.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627741,6.521024967148489,94.6078431372549,1610612758,40,29,2022-01-10T02:52:55Z,2480000,-223.0,9.0,1,left,MISS B. Hield 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,22.32,Missed,,,,,,,,,,,,,
252,PT04M57.00S,2022-01-10T02:52:46.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612758,40,29,2022-01-10T02:53:00Z,2490000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,251.0,,,,,,,,,,,,
253,PT04M57.00S,2022-01-10T02:52:55.4Z,2,REGULAR,foul,personal,[],203463,,,1610612758,40,29,2022-01-10T02:53:06Z,2500000,,,0,,B. McLemore loose ball personal FOUL (2 PF),"[203463, 203084]",1610612757.0,POR,loose ball,,,McLemore,B. McLemore,,,,,1627963.0,,2.0,0.0,Barnes,203084.0,,,,,,,,,,,,,,,
255,PT04M44.00S,2022-01-10T02:53:19.7Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203458,15.982260183968464,51.470588235294116,1610612758,40,29,2022-01-10T02:53:23Z,2520000,-7.0,98.0,1,left,MISS A. Len 9' turnaround Hook,[203458],1610612758.0,SAC,turnaround,,,Len,A. Len,,,,,,,,,,,9.8,Missed,,,,,,,,,,,,,
256,PT04M42.00S,2022-01-10T02:53:21.7Z,2,REGULAR,rebound,defensive,[],203496,,,1610612757,40,29,2022-01-10T02:53:23Z,2530000,,,0,,R. Covington REBOUND (Off:0 Def:3),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,255.0,3.0,3.0,0.0,,,,,,,,,
257,PT04M30.00S,2022-01-10T02:53:33.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629642,91.67214191852825,55.392156862745104,1610612757,40,29,2022-01-10T02:53:37Z,2540000,27.0,26.0,1,right,MISS N. Little driving floating bank Shot,[1629642],1610612757.0,POR,driving floating bank,,,Little,N. Little,,,,,,,,,,,3.73,Missed,,,,,,,,,,,,,
258,PT04M29.00S,2022-01-10T02:53:34.1Z,2,REGULAR,rebound,defensive,[],1628368,,,1610612758,40,29,2022-01-10T02:53:37Z,2550000,,,0,,D. Fox REBOUND (Off:0 Def:4),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,257.0,4.0,4.0,0.0,,,,,,,,,
259,PT04M22.00S,2022-01-10T02:53:45.6Z,2,REGULAR,foul,personal,['2freethrow'],1629642,,,1610612758,40,29,2022-01-10T02:53:52Z,2560000,,,0,,N. Little shooting personal FOUL (1 PF) (Fox 2 FT),"[1629642, 1628368]",1610612757.0,POR,shooting,,,Little,N. Little,,,,,2004.0,,1.0,0.0,Fox,1628368.0,,,,,,,,,,,,,,,
261,PT04M22.00S,2022-01-10T02:54:06.8Z,2,REGULAR,freethrow,1 of 2,[],1628368,,,1610612758,40,29,2022-01-10T02:54:06Z,2580000,,,0,,MISS D. Fox Free Throw 1 of 2,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,Missed,,,,,,,,,,,,,
262,PT04M22.00S,2022-01-10T02:54:06.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,40,29,2022-01-10T02:54:06Z,2590000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,261.0,,,,,,,,,,,,
263,PT04M22.00S,2022-01-10T02:54:21.6Z,2,REGULAR,freethrow,2 of 2,[],1628368,,,1610612758,40,30,2022-01-10T02:54:21Z,2600000,,,0,,D. Fox Free Throw 2 of 2 (7 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,Made,,,,,7.0,,,,,,,,
264,PT04M08.00S,2022-01-10T02:54:36.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203463,94.03745072273325,52.94117647058824,1610612757,42,30,2022-01-10T02:54:40Z,2610000,15.0,4.0,1,right,B. McLemore cutting Layup (11 PTS) (R. Covington 1 AST),"[203463, 203496]",1610612757.0,POR,cutting,,,McLemore,B. McLemore,,,,,,,,,,,1.51,Made,,,,,11.0,R. Covington,203496.0,1.0,,,,,
266,PT03M53.00S,2022-01-10T02:54:53.9Z,2,REGULAR,foul,personal,[],203463,,,1610612758,42,30,2022-01-10T02:55:10Z,2630000,,,0,,B. McLemore personal FOUL (3 PF),"[203463, 1630169]",1610612757.0,POR,,,,McLemore,B. McLemore,,,,,1627963.0,,3.0,0.0,Haliburton,1630169.0,,,,,,,,,,,,,,,
