actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,value
453,PT01M51.00S,2021-12-05T04:47:37.2Z,3,REGULAR,3pt,Jump Shot,[],203463,71.69842312746385,15.931372549019606,1610612757,82,98,2021-12-05T04:47:41Z,4470000,-170.0,214.0,1,right,MISS B. McLemore 27' 3PT,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,27.31,Missed,,,,,,,,,,,,,
454,PT01M49.00S,2021-12-05T04:47:39.2Z,3,REGULAR,rebound,defensive,[],1630202,,,1610612738,82,98,2021-12-05T04:47:41Z,4480000,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,453.0,1.0,1.0,0.0,,,,,,,
455,PT01M36.00S,2021-12-05T04:47:52.7Z,3,REGULAR,3pt,Jump Shot,[],1630174,31.882391590013142,48.77450980392157,1610612738,82,101,2021-12-05T04:47:57Z,4490000,6.0,247.0,1,left,A. Nesmith 24' 3PT  (3 PTS) (P. Pritchard 2 AST),"[1630174, 1630202]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,24.73,Made,,,,,,,3.0,P. Pritchard,1630202.0,2.0,,,
457,PT01M13.00S,2021-12-05T04:48:16.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628372,93.77463863337714,48.77450980392157,1610612757,84,101,2021-12-05T04:48:21Z,4510000,-6.0,6.0,1,right,D. Smith Jr. driving Layup (9 PTS),[1628372],1610612757.0,POR,driving,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,0.86,Made,,,,,,,9.0,,,,,,
458,PT00M54.10S,2021-12-05T04:48:37.2Z,3,REGULAR,foul,personal,"['inpenalty', '3freethrow']",203503,,,1610612738,84,101,2021-12-05T04:48:49Z,4520000,,,0,,T. Snell shooting personal FOUL (1 PF) (Tatum 3 FT),"[203503, 1628369]",1610612757.0,POR,shooting,,,Snell,T. Snell,,,,,1179.0,,1.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,
460,PT00M54.10S,2021-12-05T04:49:02.3Z,3,REGULAR,freethrow,1 of 3,[],1628369,,,1610612738,84,102,2021-12-05T04:49:02Z,4540000,,,0,,J. Tatum Free Throw 1 of 3 (27 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,Made,,,,,,,27.0,,,,,,
461,PT00M54.10S,2021-12-05T04:49:16.4Z,3,REGULAR,freethrow,2 of 3,[],1628369,,,1610612738,84,102,2021-12-05T04:49:16Z,4550000,,,0,,MISS J. Tatum Free Throw 2 of 3,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,Missed,,,,,,,,,,,,,
462,PT00M54.10S,2021-12-05T04:49:16.4Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,84,102,2021-12-05T04:49:16Z,4560000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,461.0,,,,,,,,,,
463,PT00M54.10S,2021-12-05T04:49:31.1Z,3,REGULAR,freethrow,3 of 3,[],1628369,,,1610612738,84,103,2021-12-05T04:49:31Z,4570000,,,0,,J. Tatum Free Throw 3 of 3 (28 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,Made,,,,,,,28.0,,,,,,
464,PT00M42.10S,2021-12-05T04:49:44.8Z,3,REGULAR,3pt,Jump Shot,[],203463,66.83639947437582,51.470588235294116,1610612757,84,103,2021-12-05T04:49:51Z,4580000,7.0,259.0,1,right,MISS B. McLemore 25' 3PT,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,25.93,Missed,,,,,,,,,,,,,
465,PT00M39.50S,2021-12-05T04:49:47.4Z,3,REGULAR,rebound,defensive,[],202683,,,1610612738,84,103,2021-12-05T04:49:51Z,4590000,,,0,,E. Freedom REBOUND (Off:5 Def:10),[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,,,,,,,,,464.0,15.0,10.0,5.0,,,,,,,
466,PT00M34.00S,2021-12-05T04:49:55.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,84,103,2021-12-05T04:49:55Z,4600000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT00M28.80S,2021-12-05T04:50:15.0Z,3,REGULAR,2pt,Jump Shot,[],1628369,21.895532194480946,27.450980392156865,1610612738,84,103,2021-12-05T04:50:21Z,4610000,113.0,153.0,1,left,MISS J. Tatum 19' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,,,,,,,19.03,Missed,,,,,,,,,,,,,
468,PT00M26.50S,2021-12-05T04:50:17.3Z,3,REGULAR,rebound,defensive,[],1628372,,,1610612757,84,103,2021-12-05T04:50:21Z,4620000,,,0,,D. Smith Jr. REBOUND (Off:0 Def:2),[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,467.0,2.0,2.0,0.0,,,,,,,
469,PT00M04.40S,2021-12-05T04:50:39.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628372,82.21090670170827,40.19607843137255,1610612757,84,103,2021-12-05T04:50:49Z,4630000,-49.0,115.0,1,right,MISS D. Smith Jr. 12' pullup Shot,[1628372],1610612757.0,POR,pullup,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,12.47,Missed,,,,,,,,,,,,,
470,PT00M02.30S,2021-12-05T04:50:41.5Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,84,103,2021-12-05T04:50:41Z,4640000,,,0,,J. Tatum REBOUND (Off:0 Def:9),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,469.0,9.0,9.0,0.0,,,,,,,
471,PT00M00.00S,2021-12-05T04:50:45.7Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630174,11.908672798948752,56.127450980392155,1610612738,84,103,2021-12-05T04:51:05Z,4650000,-31.0,59.0,1,left,MISS A. Nesmith 6' running pullup Shot,[1630174],1610612738.0,BOS,running pullup,,,Nesmith,A. Nesmith,,,,,,,,,,,6.68,Missed,,,,,,,,,,,,,
472,PT00M00.00S,2021-12-05T04:50:45.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,84,103,2021-12-05T04:51:05Z,4660000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,471.0,,,,,,,,,,
473,PT00M00.00S,2021-12-05T04:50:49.2Z,3,REGULAR,period,end,[],0,,,1610612738,84,103,2021-12-05T04:50:49Z,4670000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT12M00.00S,2021-12-05T04:52:24.0Z,4,REGULAR,substitution,out,['startperiod'],203469,,,1610612738,84,103,2021-12-05T04:53:19Z,4680000,,,0,,SUB out: C. Zeller,[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT12M00.00S,2021-12-05T04:52:24.0Z,4,REGULAR,substitution,out,['startperiod'],203503,,,1610612738,84,103,2021-12-05T04:53:19Z,4690000,,,0,,SUB out: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT12M00.00S,2021-12-05T04:52:24.0Z,4,REGULAR,substitution,out,['startperiod'],1628369,,,1610612738,84,103,2021-12-05T04:53:19Z,4700000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT12M00.00S,2021-12-05T04:52:24.0Z,4,REGULAR,substitution,out,['startperiod'],1626196,,,1610612738,84,103,2021-12-05T04:53:19Z,4710000,,,0,,SUB out: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT12M00.00S,2021-12-05T04:52:24.0Z,4,REGULAR,substitution,out,['startperiod'],202683,,,1610612738,84,103,2021-12-05T04:53:19Z,4720000,,,0,,SUB out: E. Freedom,[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT12M00.00S,2021-12-05T04:52:24.0Z,4,REGULAR,substitution,in,['startperiod'],203496,,,1610612738,84,103,2021-12-05T04:53:19Z,4730000,,,0,,SUB in: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT12M00.00S,2021-12-05T04:52:24.0Z,4,REGULAR,substitution,in,['startperiod'],203468,,,1610612738,84,103,2021-12-05T04:53:19Z,4740000,,,0,,SUB in: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT12M00.00S,2021-12-05T04:52:24.0Z,4,REGULAR,substitution,in,['startperiod'],1629684,,,1610612738,84,103,2021-12-05T04:53:19Z,4750000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT12M00.00S,2021-12-05T04:52:24.0Z,4,REGULAR,substitution,in,['startperiod'],203471,,,1610612738,84,103,2021-12-05T04:53:19Z,4760000,,,0,,SUB in: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT12M00.00S,2021-12-05T04:52:24.0Z,4,REGULAR,substitution,in,['startperiod'],1629057,,,1610612738,84,103,2021-12-05T04:53:19Z,4770000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT12M00.00S,2021-12-05T04:53:24.9Z,4,REGULAR,period,start,[],0,,,1610612738,84,103,2021-12-05T04:53:24Z,4780000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT11M49.00S,2021-12-05T04:53:37.8Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,84,103,2021-12-05T04:53:37Z,4790000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT11M40.00S,2021-12-05T04:53:59.2Z,4,REGULAR,3pt,Jump Shot,[],203471,26.62614980289093,81.61764705882352,1610612738,84,103,2021-12-05T04:54:04Z,4800000,-158.0,198.0,1,left,MISS D. Schroder 25' step back 3PT,[203471],1610612738.0,BOS,step back,,,Schroder,D. Schroder,,,,,,,,,,,25.32,Missed,,,,,,,,,,,,,
487,PT11M37.00S,2021-12-05T04:54:02.2Z,4,REGULAR,rebound,defensive,[],203496,,,1610612757,84,103,2021-12-05T04:54:04Z,4810000,,,0,,R. Covington REBOUND (Off:0 Def:1),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,486.0,1.0,1.0,0.0,,,,,,,
488,PT11M26.00S,2021-12-05T04:54:12.5Z,4,REGULAR,turnover,bad pass,[],203496,,,1610612757,84,103,2021-12-05T04:54:16Z,4820000,,,0,,R. Covington bad pass TURNOVER (1 TO),"[203496, 1629684]",1610612757.0,POR,,,,Covington,R. Covington,,,,,,1.0,,,,,,,,,,,,,,,,,Williams,1629684.0,
489,PT11M26.00S,2021-12-05T04:54:12.5Z,4,REGULAR,steal,,[],1629684,,,1610612738,84,103,2021-12-05T04:54:14Z,4830000,,,0,,G. Williams STEAL (1 STL),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT11M22.00S,2021-12-05T04:54:16.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629057,4.155716162943495,50.98039215686274,1610612738,84,105,2021-12-05T04:54:25Z,4840000,-5.0,-13.0,1,left,R. Williams III running alley-oop Layup (4 PTS) (A. Nesmith 3 AST),"[1629057, 1630174]",1610612738.0,BOS,running alley-oop,,,Williams III,R. Williams III,,,,,,,,,,,1.43,Made,,,,,,,4.0,A. Nesmith,1630174.0,3.0,,,
492,PT11M06.00S,2021-12-05T04:54:32.0Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628372,92.85479632063075,49.50980392156863,1610612757,86,105,2021-12-05T04:54:38Z,4860000,-2.0,15.0,1,right,D. Smith Jr. cutting DUNK (11 PTS) (L. Nance Jr. 1 AST),"[1628372, 1626204]",1610612757.0,POR,cutting,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,1.49,Made,,,,,,,11.0,L. Nance Jr.,1626204.0,1.0,,,
494,PT10M53.00S,2021-12-05T04:54:45.4Z,4,REGULAR,3pt,Jump Shot,[],1630174,27.94021024967148,76.22549019607843,1610612738,86,108,2021-12-05T04:54:52Z,4880000,-131.0,210.0,1,left,A. Nesmith 24' 3PT  (6 PTS) (D. Schroder 7 AST),"[1630174, 203471]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,24.76,Made,,,,,,,6.0,D. Schroder,203471.0,7.0,,,
496,PT10M38.00S,2021-12-05T04:55:00.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203468,94.56307490144546,54.65686274509803,1610612757,86,108,2021-12-05T04:55:07Z,4900000,23.0,-1.0,1,right,MISS C. McCollum driving Layup - blocked,"[203468, 1629057]",1610612757.0,POR,driving,,,McCollum,C. McCollum,,,,,,,,,,,2.33,Missed,Williams III,1629057.0,,,,,,,,,,,
497,PT10M38.00S,2021-12-05T04:55:00.1Z,4,REGULAR,block,,[],1629057,,,1610612757,86,108,2021-12-05T04:55:02Z,4910000,,,0,,R. Williams III BLOCK (3 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT10M38.00S,2021-12-05T04:55:00.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612757,86,108,2021-12-05T04:55:07Z,4920000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,496.0,,,,,,,,,,
499,PT10M38.00S,2021-12-05T04:55:03.7Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,86,108,2021-12-05T04:55:03Z,4930000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT10M30.00S,2021-12-05T04:55:27.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203468,79.45137976346912,90.19607843137256,1610612757,86,108,2021-12-05T04:55:38Z,4940000,201.0,141.0,1,right,MISS C. McCollum 24' step back 3PT,[203468],1610612757.0,POR,step back,,,McCollum,C. McCollum,,,,,,,,,,,24.54,Missed,,,,,,,,,,,,,
501,PT10M30.00S,2021-12-05T04:55:27.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,86,108,2021-12-05T04:55:38Z,4950000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,500.0,,,,,,,,,,
502,PT10M30.00S,2021-12-05T04:55:35.4Z,4,REGULAR,foul,personal,[],1626204,,,1610612738,86,108,2021-12-05T04:55:41Z,4960000,,,0,,L. Nance Jr. loose ball personal FOUL (2 PF),"[1626204, 1630202]",1610612757.0,POR,loose ball,,,Nance Jr.,L. Nance Jr.,,,,,1179.0,,2.0,0.0,Pritchard,1630202.0,,,,,,,,,,,,,,,
504,PT10M14.00S,2021-12-05T04:55:59.8Z,4,REGULAR,3pt,Jump Shot,[],1630174,20.71287779237845,90.93137254901961,1610612738,86,111,2021-12-05T04:56:05Z,4980000,-205.0,142.0,1,left,A. Nesmith 24' 3PT  (9 PTS) (D. Schroder 8 AST),"[1630174, 203471]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,24.92,Made,,,,,,,9.0,D. Schroder,203471.0,8.0,,,
506,PT09M59.00S,2021-12-05T04:56:14.7Z,4,REGULAR,3pt,Jump Shot,[],1626204,64.99671484888306,47.794117647058826,1610612757,86,111,2021-12-05T04:56:18Z,5000000,-11.0,277.0,1,right,MISS L. Nance Jr. 27' pullup 3PT,[1626204],1610612757.0,POR,pullup,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,27.67,Missed,,,,,,,,,,,,,
507,PT09M56.00S,2021-12-05T04:56:17.7Z,4,REGULAR,rebound,defensive,[],203471,,,1610612738,86,111,2021-12-05T04:56:18Z,5010000,,,0,,D. Schroder REBOUND (Off:0 Def:4),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,506.0,4.0,4.0,0.0,,,,,,,
508,PT09M50.00S,2021-12-05T04:56:22.9Z,4,REGULAR,3pt,Jump Shot,[],1630174,29.517082785808146,72.30392156862744,1610612738,86,111,2021-12-05T04:56:27Z,5020000,-112.0,225.0,1,left,MISS A. Nesmith 25' pullup 3PT,[1630174],1610612738.0,BOS,pullup,,,Nesmith,A. Nesmith,,,,,,,,,,,25.11,Missed,,,,,,,,,,,,,
509,PT09M47.00S,2021-12-05T04:56:25.9Z,4,REGULAR,rebound,defensive,[],1628372,,,1610612757,86,111,2021-12-05T04:56:27Z,5030000,,,0,,D. Smith Jr. REBOUND (Off:0 Def:3),[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,508.0,3.0,3.0,0.0,,,,,,,
510,PT09M44.00S,2021-12-05T04:56:29.1Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],203463,84.31340341655716,95.09803921568627,1610612757,86,111,2021-12-05T04:56:36Z,5040000,225.0,95.0,1,right,MISS B. McLemore 24' running 3PT,[203463],1610612757.0,POR,running,,,McLemore,B. McLemore,,,,,,,,,,,24.47,Missed,,,,,,,,,,,,,
511,PT09M42.00S,2021-12-05T04:56:31.1Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,86,111,2021-12-05T04:56:36Z,5050000,,,0,,G. Williams REBOUND (Off:1 Def:3),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,510.0,4.0,3.0,1.0,,,,,,,
512,PT09M27.00S,2021-12-05T04:56:45.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203471,6.521024967148489,47.794117647058826,1610612738,86,111,2021-12-05T04:56:51Z,5060000,11.0,9.0,1,left,MISS D. Schroder driving Layup,[203471],1610612738.0,BOS,driving,,,Schroder,D. Schroder,,,,,,,,,,,1.41,Missed,,,,,,,,,,,,,
513,PT09M26.00S,2021-12-05T04:56:46.9Z,4,REGULAR,rebound,defensive,[],1626204,,,1610612757,86,111,2021-12-05T04:56:51Z,5070000,,,0,,L. Nance Jr. REBOUND (Off:0 Def:4),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,512.0,4.0,4.0,0.0,,,,,,,
514,PT09M24.00S,2021-12-05T04:56:51.9Z,4,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612757,86,111,2021-12-05T04:56:59Z,5080000,,,0,,G. Williams shooting personal FOUL (2 PF) (McCollum 2 FT),"[1629684, 203468]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,202901.0,,2.0,0.0,McCollum,203468.0,,,,,,,,,,,,,,,
516,PT09M24.00S,2021-12-05T04:57:20.3Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],203468,,,1610612757,87,111,2021-12-05T04:57:20Z,5100000,,,0,,C. McCollum Free Throw 1 of 2 (23 PTS),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,Made,,,,,,,23.0,,,,,,
517,PT09M24.00S,2021-12-05T04:57:50.5Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],203468,,,1610612757,88,111,2021-12-05T04:57:50Z,5110000,,,0,,C. McCollum Free Throw 2 of 2 (24 PTS),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,Made,,,,,,,24.0,,,,,,
518,PT09M09.00S,2021-12-05T04:58:08.5Z,4,REGULAR,foul,personal,['2freethrow'],203496,,,1610612738,88,111,2021-12-05T04:58:14Z,5120000,,,0,,R. Covington shooting personal FOUL (1 PF) (Schroder 2 FT),"[203496, 203471]",1610612757.0,POR,shooting,,,Covington,R. Covington,,,,,202901.0,,1.0,0.0,Schroder,203471.0,,,,,,,,,,,,,,,
520,PT09M09.00S,2021-12-05T04:58:36.7Z,4,REGULAR,freethrow,1 of 2,[],203471,,,1610612738,88,112,2021-12-05T04:58:36Z,5140000,,,0,,D. Schroder Free Throw 1 of 2 (27 PTS),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,Made,,,,,,,27.0,,,,,,
521,PT09M09.00S,2021-12-05T04:58:52.9Z,4,REGULAR,freethrow,2 of 2,[],203471,,,1610612738,88,113,2021-12-05T04:58:52Z,5150000,,,0,,D. Schroder Free Throw 2 of 2 (28 PTS),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,Made,,,,,,,28.0,,,,,,
522,PT08M56.00S,2021-12-05T04:59:08.0Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1626204,94.03745072273325,49.01960784313725,1610612757,90,113,2021-12-05T04:59:11Z,5160000,-5.0,4.0,1,right,L. Nance Jr. cutting DUNK (7 PTS) (D. Smith Jr. 4 AST),"[1626204, 1628372]",1610612757.0,POR,cutting,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,0.6,Made,,,,,,,7.0,D. Smith Jr.,1628372.0,4.0,,,
524,PT08M32.00S,2021-12-05T04:59:31.1Z,4,REGULAR,3pt,Jump Shot,[],1630202,16.245072273324574,97.54901960784314,1610612738,90,113,2021-12-05T04:59:35Z,5180000,-238.0,100.0,1,left,MISS P. Pritchard 25' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,25.8,Missed,,,,,,,,,,,,,
525,PT08M31.00S,2021-12-05T04:59:32.1Z,4,REGULAR,rebound,defensive,[],1628372,,,1610612757,90,113,2021-12-05T04:59:35Z,5190000,,,0,,D. Smith Jr. REBOUND (Off:0 Def:4),[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,524.0,4.0,4.0,0.0,,,,,,,
526,PT08M27.00S,2021-12-05T04:59:37.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203496,92.32917214191852,47.549019607843135,1610612757,92,113,2021-12-05T04:59:44Z,5200000,-12.0,20.0,1,right,R. Covington running Layup (9 PTS) (D. Smith Jr. 5 AST),"[203496, 1628372]",1610612757.0,POR,running,,,Covington,R. Covington,,,,,,,,,,,2.31,Made,,,,,,,9.0,D. Smith Jr.,1628372.0,5.0,,,
528,PT08M05.00S,2021-12-05T04:59:58.1Z,4,REGULAR,2pt,Jump Shot,[],1629684,21.23850197109067,56.61764705882353,1610612738,92,113,2021-12-05T05:00:18Z,5220000,-33.0,147.0,1,left,MISS G. Williams 15' driving floating Shot,[1629684],1610612738.0,BOS,driving floating,,,Williams,G. Williams,,,,,,,,,,,15.08,Missed,,,,,,,,,,,,,
529,PT08M01.00S,2021-12-05T05:00:02.1Z,4,REGULAR,rebound,defensive,[],203496,,,1610612757,92,113,2021-12-05T05:00:18Z,5230000,,,0,,R. Covington REBOUND (Off:0 Def:2),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,528.0,2.0,2.0,0.0,,,,,,,
530,PT08M01.00S,2021-12-05T05:00:22.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,92,113,2021-12-05T05:00:22Z,5240000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT08M01.00S,2021-12-05T05:02:39.1Z,4,REGULAR,substitution,out,[],203463,,,1610612757,92,113,2021-12-05T05:03:08Z,5250000,,,0,,SUB out: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT08M01.00S,2021-12-05T05:02:39.1Z,4,REGULAR,substitution,out,[],1630202,,,1610612757,92,113,2021-12-05T05:03:08Z,5260000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT08M01.00S,2021-12-05T05:02:39.1Z,4,REGULAR,substitution,out,[],1630174,,,1610612757,92,113,2021-12-05T05:03:08Z,5270000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT08M01.00S,2021-12-05T05:02:39.1Z,4,REGULAR,substitution,in,[],1626181,,,1610612757,92,113,2021-12-05T05:03:08Z,5280000,,,0,,SUB in: N. Powell,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT08M01.00S,2021-12-05T05:02:39.1Z,4,REGULAR,substitution,in,[],1628369,,,1610612757,92,113,2021-12-05T05:03:08Z,5290000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT08M01.00S,2021-12-05T05:02:39.1Z,4,REGULAR,substitution,in,[],203935,,,1610612757,92,113,2021-12-05T05:03:08Z,5300000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT07M54.00S,2021-12-05T05:03:21.8Z,4,REGULAR,2pt,Jump Shot,[],1628372,77.4802890932983,35.049019607843135,1610612757,94,113,2021-12-05T05:03:26Z,5310000,-75.0,159.0,1,right,D. Smith Jr. 17' pullup Jump Shot (13 PTS),[1628372],1610612757.0,POR,pullup,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,17.59,Made,,,,,,,13.0,,,,,,
538,PT07M32.00S,2021-12-05T05:03:43.9Z,4,REGULAR,3pt,Jump Shot,[],203471,17.559132720105126,6.127450980392156,1610612738,94,116,2021-12-05T05:03:50Z,5320000,219.0,113.0,1,left,D. Schroder 24' 3PT  (31 PTS),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,24.66,Made,,,,,,,31.0,,,,,,
539,PT07M17.00S,2021-12-05T05:03:59.4Z,4,REGULAR,3pt,Jump Shot,[],203496,92.19776609724047,3.1862745098039214,1610612757,94,116,2021-12-05T05:04:04Z,5330000,-234.0,21.0,1,right,MISS R. Covington 3PT,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,23.5,Missed,,,,,,,,,,,,,
