actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
17,PT10M43.00S,2021-10-21T02:16:20.4Z,1,REGULAR,3pt,Jump Shot,[],203468,82.9993429697766,3.9215686274509802,1610612757,3,3,2021-10-21T02:16:24Z,170000,-230.0,107.0,1,right,MISS C. McCollum 25' 3PT,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,25.42,Missed,,,,,,,,,,,,,,,,,,,
18,PT10M40.00S,2021-10-21T02:16:23.4Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612758,3,3,2021-10-21T02:16:24Z,180000,,,0,,T. Haliburton REBOUND (Off:0 Def:1),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,
19,PT10M32.00S,2021-10-21T02:16:30.5Z,1,REGULAR,3pt,Jump Shot,[],203090,14.4053876478318,4.166666666666666,1610612758,3,3,2021-10-21T02:16:35Z,190000,229.0,83.0,1,left,MISS M. Harkless 24' 3PT,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,24.37,Missed,,,,,,,,,,,,,,,,,,,
20,PT10M30.00S,2021-10-21T02:16:32.5Z,1,REGULAR,rebound,defensive,[],1626181,,,1610612757,3,3,2021-10-21T02:16:35Z,200000,,,0,,N. Powell REBOUND (Off:0 Def:1),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,
21,PT10M25.00S,2021-10-21T02:16:37.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626181,91.14651773981603,46.81372549019608,1610612757,3,3,2021-10-21T02:16:44Z,210000,-16.0,31.0,1,right,MISS N. Powell running Layup,[1626181],1610612757.0,POR,running,,,Powell,N. Powell,,,,,3.46,Missed,,,,,,,,,,,,,,,,,,,
22,PT10M24.00S,2021-10-21T02:16:38.5Z,1,REGULAR,rebound,defensive,[],1626158,,,1610612758,3,3,2021-10-21T02:16:44Z,220000,,,0,,R. Holmes REBOUND (Off:0 Def:1),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,
23,PT10M18.00S,2021-10-21T02:16:45.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,5.863994743758213,57.107843137254896,1610612758,3,5,2021-10-21T02:16:53Z,230000,-36.0,3.0,1,left,D. Fox running Layup (5 PTS),[1628368],1610612758.0,SAC,running,,,Fox,D. Fox,,,,,3.56,Made,,,,,,,5.0,,,,,,,,,,,,
24,PT10M07.00S,2021-10-21T02:16:58.3Z,1,REGULAR,turnover,out-of-bounds,[],203468,,,1610612757,3,5,2021-10-21T02:17:05Z,240000,,,0,,C. McCollum bad pass out-of-bounds TURNOVER (1 TO),[203468],1610612757.0,POR,bad pass,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,202007.0,1.0,,,,,,,
25,PT09M57.00S,2021-10-21T02:17:18.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630169,16.770696452036795,41.911764705882355,1610612758,3,5,2021-10-21T02:17:24Z,250000,40.0,105.0,1,left,MISS T. Haliburton 11' driving floating Shot,[1630169],1610612758.0,SAC,driving floating,,,Haliburton,T. Haliburton,,,,,11.26,Missed,,,,,,,,,,,,,,,,,,,
26,PT09M52.00S,2021-10-21T02:17:23.6Z,1,REGULAR,rebound,offensive,[],1626158,,,1610612758,3,5,2021-10-21T02:17:24Z,260000,,,0,,R. Holmes REBOUND (Off:1 Def:1),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,25.0,2.0,1.0,1.0,,,,,,,,,,,,,
27,PT09M52.00S,2021-10-21T02:17:23.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626158,5.590000152587891,50.0,1610612758,3,7,2021-10-21T02:17:23Z,270000,0.0,0.0,1,left,R. Holmes tip Layup (2 PTS),[1626158],1610612758.0,SAC,tip,,,Holmes,R. Holmes,,,,,0.0,Made,,,,,,,2.0,,,,,,,,,,,,
28,PT09M44.00S,2021-10-21T02:17:32.8Z,1,REGULAR,turnover,bad pass,[],203081,,,1610612757,3,7,2021-10-21T02:17:38Z,280000,,,0,,D. Lillard bad pass TURNOVER (1 TO),"[203081, 203084]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,1.0,Barnes,203084.0,,,,,
29,PT09M44.00S,2021-10-21T02:17:32.8Z,1,REGULAR,steal,,[],203084,,,1610612758,3,7,2021-10-21T02:17:36Z,290000,,,0,,H. Barnes STEAL (1 STL),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
30,PT09M41.00S,2021-10-21T02:17:38.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203084,6.1268068331143235,50.73529411764706,1610612758,3,9,2021-10-21T02:17:54Z,300000,-4.0,5.0,1,left,H. Barnes running Layup (2 PTS),[203084],1610612758.0,SAC,running,,,Barnes,H. Barnes,,,,,0.63,Made,,,,,,,2.0,,,,,,,,,,,,
31,PT09M41.00S,2021-10-21T02:17:42.6Z,1,REGULAR,foul,personal,['1freethrow'],203468,,,1610612758,3,9,2021-10-21T02:17:54Z,310000,,,0,,C. McCollum shooting personal FOUL (1 PF) (Barnes 1 FT),"[203468, 203084]",1610612757.0,POR,shooting,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,2882.0,,,,1.0,0.0,Barnes,203084.0,
33,PT09M41.00S,2021-10-21T02:18:05.8Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",203084,,,1610612758,3,10,2021-10-21T02:18:05Z,330000,,,0,,H. Barnes Free Throw 1 of 1 (3 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Made,,,,,,,3.0,,,,,,,,,,,,
34,PT09M27.00S,2021-10-21T02:18:21.3Z,1,REGULAR,3pt,Jump Shot,[],203081,73.40670170827858,15.931372549019606,1610612757,3,10,2021-10-21T02:18:26Z,340000,-170.0,197.0,1,right,MISS D. Lillard 26' pullup 3PT,[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,26.08,Missed,,,,,,,,,,,,,,,,,,,
35,PT09M24.00S,2021-10-21T02:18:24.3Z,1,REGULAR,rebound,defensive,[],203090,,,1610612758,3,10,2021-10-21T02:18:26Z,350000,,,0,,M. Harkless REBOUND (Off:0 Def:1),[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,34.0,1.0,1.0,0.0,,,,,,,,,,,,,
36,PT09M15.00S,2021-10-21T02:18:32.9Z,1,REGULAR,3pt,Jump Shot,[],1628368,31.750985545335087,25.735294117647058,1610612758,3,10,2021-10-21T02:18:37Z,360000,121.0,246.0,1,left,MISS D. Fox 27' step back 3PT,[1628368],1610612758.0,SAC,step back,,,Fox,D. Fox,,,,,27.43,Missed,,,,,,,,,,,,,,,,,,,
37,PT09M13.00S,2021-10-21T02:18:34.9Z,1,REGULAR,rebound,defensive,[],203496,,,1610612757,3,10,2021-10-21T02:18:37Z,370000,,,0,,R. Covington REBOUND (Off:0 Def:1),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,,
38,PT09M03.00S,2021-10-21T02:18:45.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203081,92.85479632063075,47.794117647058826,1610612757,3,10,2021-10-21T02:18:49Z,380000,-11.0,15.0,1,right,MISS D. Lillard driving Layup,[203081],1610612757.0,POR,driving,,,Lillard,D. Lillard,,,,,1.84,Missed,,,,,,,,,,,,,,,,,,,
39,PT09M01.00S,2021-10-21T02:18:47.0Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612758,3,10,2021-10-21T02:18:49Z,390000,,,0,,D. Fox REBOUND (Off:0 Def:2),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,38.0,2.0,2.0,0.0,,,,,,,,,,,,,
40,PT08M55.00S,2021-10-21T02:18:52.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203084,6.389618922470433,47.549019607843135,1610612758,3,10,2021-10-21T02:19:02Z,400000,12.0,8.0,1,left,MISS H. Barnes running Layup,[203084],1610612758.0,SAC,running,,,Barnes,H. Barnes,,,,,1.45,Missed,,,,,,,,,,,,,,,,,,,
41,PT08M53.00S,2021-10-21T02:18:54.5Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,3,10,2021-10-21T02:19:05Z,410000,,,0,,J. Nurkic REBOUND (Off:0 Def:1),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,40.0,1.0,1.0,0.0,,,,,,,,,,,,,
42,PT08M38.00S,2021-10-21T02:19:09.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,93.9060446780552,49.01960784313725,1610612757,5,10,2021-10-21T02:19:19Z,420000,-5.0,5.0,1,right,N. Powell driving Layup (2 PTS),[1626181],1610612757.0,POR,driving,,,Powell,N. Powell,,,,,0.69,Made,,,,,,,2.0,,,,,,,,,,,,
43,PT08M16.00S,2021-10-21T02:19:31.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203090,5.338370565045992,45.34313725490196,1610612758,5,10,2021-10-21T02:19:35Z,430000,23.0,-2.0,1,left,MISS M. Harkless driving Layup - blocked,"[203090, 203496]",1610612758.0,SAC,driving,,,Harkless,M. Harkless,,,,,2.34,Missed,Covington,203496.0,,,,,,,,,,,,,,,,,
44,PT08M16.00S,2021-10-21T02:19:31.4Z,1,REGULAR,block,,[],203496,,,1610612758,5,10,2021-10-21T02:19:33Z,440000,,,0,,R. Covington BLOCK (1 BLK),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT08M14.00S,2021-10-21T02:19:33.4Z,1,REGULAR,rebound,defensive,[],203081,,,1610612757,5,10,2021-10-21T02:19:35Z,450000,,,0,,D. Lillard REBOUND (Off:0 Def:1),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,43.0,1.0,1.0,0.0,,,,,,,,,,,,,
46,PT08M09.00S,2021-10-21T02:19:39.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203496,71.69842312746385,78.18627450980392,1610612757,5,10,2021-10-21T02:19:43Z,460000,141.0,214.0,1,right,MISS R. Covington 25' 3PT,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,25.58,Missed,,,,,,,,,,,,,,,,,,,
47,PT08M07.00S,2021-10-21T02:19:41.1Z,1,REGULAR,rebound,defensive,[],1626158,,,1610612758,5,10,2021-10-21T02:19:43Z,470000,,,0,,R. Holmes REBOUND (Off:1 Def:2),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,46.0,3.0,2.0,1.0,,,,,,,,,,,,,
48,PT07M58.00S,2021-10-21T02:19:49.7Z,1,REGULAR,turnover,lost ball,[],1628368,,,1610612758,5,10,2021-10-21T02:20:04Z,480000,,,0,,D. Fox lost ball TURNOVER (1 TO),"[1628368, 203081]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,1.0,Lillard,203081.0,,,,,
49,PT07M58.00S,2021-10-21T02:19:49.7Z,1,REGULAR,steal,,[],203081,,,1610612757,5,10,2021-10-21T02:22:46Z,490000,,,0,,D. Lillard STEAL (1 STL),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT07M53.00S,2021-10-21T02:19:54.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203468,68.67608409986859,30.14705882352941,1610612757,5,10,2021-10-21T02:20:01Z,500000,-99.0,242.0,1,right,MISS C. McCollum 26' running 3PT,[203468],1610612757.0,POR,running,,,McCollum,C. McCollum,,,,,26.15,Missed,,,,,,,,,,,,,,,,,,,
51,PT07M52.00S,2021-10-21T02:19:55.6Z,1,REGULAR,rebound,defensive,[],1626158,,,1610612758,5,10,2021-10-21T02:20:01Z,510000,,,0,,R. Holmes REBOUND (Off:1 Def:3),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,50.0,4.0,3.0,1.0,,,,,,,,,,,,,
52,PT07M43.00S,2021-10-21T02:20:05.5Z,1,REGULAR,3pt,Jump Shot,[],203084,30.436925098554536,73.2843137254902,1610612758,5,10,2021-10-21T02:20:09Z,520000,-116.0,234.0,1,left,MISS H. Barnes 26' 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,26.1,Missed,,,,,,,,,,,,,,,,,,,
53,PT07M39.00S,2021-10-21T02:20:09.5Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,5,10,2021-10-21T02:20:09Z,530000,,,0,,J. Nurkic REBOUND (Off:0 Def:2),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,52.0,2.0,2.0,0.0,,,,,,,,,,,,,
54,PT07M32.00S,2021-10-21T02:20:15.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203081,93.9060446780552,49.754901960784316,1610612757,5,10,2021-10-21T02:24:11Z,540000,-1.0,5.0,1,right,MISS D. Lillard reverse Layup - blocked,"[203081, 1628368]",1610612757.0,POR,reverse,,,Lillard,D. Lillard,,,,,0.49,Missed,Fox,1628368.0,,,,,,,,,,,,,,,,,
55,PT07M32.00S,2021-10-21T02:20:15.1Z,1,REGULAR,block,,[],1628368,,,1610612757,5,10,2021-10-21T02:20:17Z,550000,,,0,,D. Fox BLOCK (1 BLK),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M30.00S,2021-10-21T02:20:17.1Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,5,10,2021-10-21T02:20:21Z,560000,,,0,,H. Barnes REBOUND (Off:0 Def:1),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,54.0,1.0,1.0,0.0,,,,,,,,,,,,,
57,PT07M20.00S,2021-10-21T02:20:28.2Z,1,REGULAR,3pt,Jump Shot,[],1628368,31.225361366622867,68.38235294117648,1610612758,5,13,2021-10-21T02:20:32Z,570000,-92.0,241.0,1,left,D. Fox 25' 3PT  (8 PTS) (R. Holmes 2 AST),"[1628368, 1626158]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,25.79,Made,,,,,,,8.0,R. Holmes,1626158.0,2.0,,,,,,,,,
59,PT07M16.00S,2021-10-21T02:20:37.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,5,13,2021-10-21T02:20:37Z,590000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M16.00S,2021-10-21T02:22:18.1Z,1,REGULAR,substitution,out,[],1626158,,,1610612757,5,13,2021-10-21T02:23:33Z,600000,,,0,,SUB out: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M16.00S,2021-10-21T02:22:18.1Z,1,REGULAR,substitution,in,[],202684,,,1610612757,5,13,2021-10-21T02:23:33Z,610000,,,0,,SUB in: T. Thompson,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M07.00S,2021-10-21T02:23:42.7Z,1,REGULAR,3pt,Jump Shot,[],203081,66.5735873850197,26.96078431372549,1610612757,5,13,2021-10-21T02:23:50Z,620000,-115.0,262.0,1,right,MISS D. Lillard 28' pullup 3PT,[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,28.59,Missed,,,,,,,,,,,,,,,,,,,
63,PT07M03.00S,2021-10-21T02:23:46.7Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,5,13,2021-10-21T02:23:50Z,630000,,,0,,H. Barnes REBOUND (Off:0 Def:2),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,62.0,2.0,2.0,0.0,,,,,,,,,,,,,
64,PT06M44.00S,2021-10-21T02:24:04.9Z,1,REGULAR,3pt,Jump Shot,[],1628368,30.699737187910642,69.11764705882352,1610612758,5,13,2021-10-21T02:24:10Z,640000,-96.0,236.0,1,left,MISS D. Fox 25' step back 3PT,[1628368],1610612758.0,SAC,step back,,,Fox,D. Fox,,,,,25.47,Missed,,,,,,,,,,,,,,,,,,,
65,PT06M41.00S,2021-10-21T02:24:07.9Z,1,REGULAR,rebound,defensive,[],203496,,,1610612757,5,13,2021-10-21T02:24:10Z,650000,,,0,,R. Covington REBOUND (Off:0 Def:2),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,64.0,2.0,2.0,0.0,,,,,,,,,,,,,
66,PT06M31.00S,2021-10-21T02:24:18.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,86.41590013140605,42.40196078431372,1610612757,7,13,2021-10-21T02:24:22Z,660000,-38.0,75.0,1,right,C. McCollum 8' driving floating Jump Shot (2 PTS) (D. Lillard 2 AST),"[203468, 203081]",1610612757.0,POR,driving floating,,,McCollum,C. McCollum,,,,,8.43,Made,,,,,,,2.0,D. Lillard,203081.0,2.0,,,,,,,,,
68,PT06M14.00S,2021-10-21T02:24:36.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,6.521024967148489,49.754901960784316,1610612758,7,13,2021-10-21T02:24:45Z,680000,1.0,9.0,1,left,MISS D. Fox driving floating Shot,[1628368],1610612758.0,SAC,driving floating,,,Fox,D. Fox,,,,,0.89,Missed,,,,,,,,,,,,,,,,,,,
69,PT06M09.00S,2021-10-21T02:24:41.3Z,1,REGULAR,rebound,defensive,[],203496,,,1610612757,7,13,2021-10-21T02:25:13Z,690000,,,0,,R. Covington REBOUND (Off:0 Def:3),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,68.0,3.0,3.0,0.0,,,,,,,,,,,,,
70,PT06M06.00S,2021-10-21T02:24:46.7Z,1,REGULAR,turnover,out-of-bounds,[],203468,,,1610612757,7,13,2021-10-21T02:24:56Z,700000,,,0,,C. McCollum step out-of-bounds TURNOVER (2 TO),[203468],1610612757.0,POR,step,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,1627963.0,2.0,,,,,,,
71,PT06M06.00S,2021-10-21T02:24:52.9Z,1,REGULAR,substitution,out,[],203084,,,1610612758,7,13,2021-10-21T02:25:00Z,710000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M06.00S,2021-10-21T02:24:52.9Z,1,REGULAR,substitution,in,[],1627741,,,1610612758,7,13,2021-10-21T02:25:00Z,720000,,,0,,SUB in: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M58.00S,2021-10-21T02:25:27.2Z,1,REGULAR,turnover,lost ball,[],1628368,,,1610612758,7,13,2021-10-21T02:25:50Z,730000,,,0,,D. Fox lost ball TURNOVER (2 TO),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,2.0,,,,,,,
74,PT05M58.00S,2021-10-21T02:25:29.8Z,1,REGULAR,foul,personal,[],1628368,,,1610612757,7,13,2021-10-21T02:25:38Z,740000,,,0,,D. Fox loose ball personal FOUL (1 PF),"[1628368, 203081]",1610612758.0,SAC,loose ball,,,Fox,D. Fox,,,,,,,,,,,,,,,,,1627963.0,,,,1.0,0.0,Lillard,203081.0,
76,PT05M58.00S,2021-10-21T02:25:41.6Z,1,REGULAR,substitution,out,[],203468,,,1610612757,7,13,2021-10-21T02:25:45Z,760000,,,0,,SUB out: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M58.00S,2021-10-21T02:25:41.6Z,1,REGULAR,substitution,in,[],1629642,,,1610612757,7,13,2021-10-21T02:25:45Z,770000,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M49.00S,2021-10-21T02:25:51.2Z,1,REGULAR,foul,personal,['2freethrow'],202684,,,1610612757,7,13,2021-10-21T02:25:59Z,780000,,,0,,T. Thompson shooting personal FOUL (1 PF) (Nurkic 2 FT),"[202684, 203994]",1610612758.0,SAC,shooting,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,2882.0,,,,1.0,0.0,Nurkic,203994.0,
80,PT05M49.00S,2021-10-21T02:26:14.9Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203994,,,1610612757,8,13,2021-10-21T02:26:14Z,800000,,,0,,J. Nurkic Free Throw 1 of 2 (1 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,Made,,,,,,,1.0,,,,,,,,,,,,
81,PT05M49.00S,2021-10-21T02:26:19.3Z,1,REGULAR,substitution,out,[],203090,,,1610612757,8,13,2021-10-21T02:26:24Z,810000,,,0,,SUB out: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M49.00S,2021-10-21T02:26:19.3Z,1,REGULAR,substitution,in,[],203084,,,1610612757,8,13,2021-10-21T02:26:24Z,820000,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M49.00S,2021-10-21T02:26:34.2Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203994,,,1610612757,9,13,2021-10-21T02:26:34Z,830000,,,0,,J. Nurkic Free Throw 2 of 2 (2 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,Made,,,,,,,2.0,,,,,,,,,,,,
84,PT05M28.00S,2021-10-21T02:26:55.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627741,17.16491458607096,50.49019607843137,1610612758,9,15,2021-10-21T02:27:02Z,840000,-2.0,109.0,1,left,B. Hield 10' pullup Jump Shot (2 PTS) (T. Haliburton 1 AST),"[1627741, 1630169]",1610612758.0,SAC,pullup,,,Hield,B. Hield,,,,,10.89,Made,,,,,,,2.0,T. Haliburton,1630169.0,1.0,,,,,,,,,
