actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
25,PT09M47.00S,2022-01-06T03:14:25.4Z,1,REGULAR,3pt,Jump Shot,[],200782,5.601182654402102,4.901960784313726,1610612748,5,8,2022-01-06T03:14:30Z,250000,225.0,0.0,1,left,P. Tucker 3PT  (3 PTS) (K. Lowry 1 AST),"[200782, 200768]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,22.55,Made,,,,,,,3.0,K. Lowry,200768.0,1.0,,,,,
27,PT09M27.00S,2022-01-06T03:14:44.8Z,1,REGULAR,turnover,lost ball,[],203994,,,1610612757,5,8,2022-01-06T03:14:48Z,270000,,,0,,J. Nurkic lost ball TURNOVER (1 TO),"[203994, 200782]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,1.0,Tucker,200782.0,,,,,,,,,,,,,,,,,
28,PT09M27.00S,2022-01-06T03:14:44.8Z,1,REGULAR,steal,,[],200782,,,1610612748,5,8,2022-01-06T03:14:46Z,280000,,,0,,P. Tucker STEAL (1 STL),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,
29,PT09M22.00S,2022-01-06T03:14:49.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629622,5.601182654402102,51.9607843137255,1610612748,5,10,2022-01-06T03:14:56Z,290000,-10.0,0.0,1,left,M. Strus running Layup (5 PTS) (P. Tucker 1 AST),"[1629622, 200782]",1610612748.0,MIA,running,,,Strus,M. Strus,,,,,,,,0.98,Made,,,,,,,5.0,P. Tucker,200782.0,1.0,,,,,
31,PT09M02.00S,2022-01-06T03:15:10.1Z,1,REGULAR,3pt,Jump Shot,[],1629642,69.33311432325887,66.17647058823529,1610612757,5,10,2022-01-06T03:15:18Z,310000,81.0,236.0,1,right,MISS N. Little 24' 3PT,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,24.93,Missed,,,,,,,,,,,,,,,
32,PT09M01.00S,2022-01-06T03:15:11.1Z,1,REGULAR,rebound,offensive,[],1626204,,,1610612757,5,10,2022-01-06T03:15:18Z,320000,,,0,,L. Nance Jr. REBOUND (Off:1 Def:0),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,31.0,1.0,0.0,1.0,,,,,,,,,,,
33,PT09M01.00S,2022-01-06T03:15:18.7Z,1,REGULAR,foul,personal,['2freethrow'],1630209,,,1610612757,5,10,2022-01-06T03:15:24Z,330000,,,0,,O. Yurtseven shooting personal FOUL (1 PF) (Nance Jr. 2 FT),"[1630209, 1626204]",1610612748.0,MIA,shooting,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,1627526.0,1.0,0.0,Nance Jr.,1626204.0
35,PT09M01.00S,2022-01-06T03:15:44.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1626204,,,1610612757,6,10,2022-01-06T03:15:44Z,350000,,,0,,L. Nance Jr. Free Throw 1 of 2 (1 PTS),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,Made,,,,,,,1.0,,,,,,,,
36,PT09M01.00S,2022-01-06T03:16:00.5Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1626204,,,1610612757,7,10,2022-01-06T03:16:00Z,360000,,,0,,L. Nance Jr. Free Throw 2 of 2 (2 PTS),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,Made,,,,,,,2.0,,,,,,,,
37,PT08M50.00S,2022-01-06T03:16:13.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629622,5.863994743758213,49.26470588235294,1610612748,7,10,2022-01-06T03:16:19Z,370000,4.0,3.0,1,left,MISS M. Strus driving Layup,[1629622],1610612748.0,MIA,driving,,,Strus,M. Strus,,,,,,,,0.45,Missed,,,,,,,,,,,,,,,
38,PT08M49.00S,2022-01-06T03:16:14.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612757,7,10,2022-01-06T03:16:29Z,380000,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,
39,PT08M49.00S,2022-01-06T03:16:22.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,7,10,2022-01-06T03:16:29Z,390000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PT08M35.00S,2022-01-06T03:16:47.1Z,1,REGULAR,3pt,Jump Shot,[],1629014,77.7431011826544,89.2156862745098,1610612757,7,10,2022-01-06T03:16:51Z,400000,196.0,157.0,1,right,MISS A. Simons 25' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,25.1,Missed,,,,,,,,,,,,,,,
41,PT08M32.00S,2022-01-06T03:16:50.1Z,1,REGULAR,rebound,defensive,[],200768,,,1610612748,7,10,2022-01-06T03:16:51Z,410000,,,0,,K. Lowry REBOUND (Off:0 Def:1),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,40.0,1.0,1.0,0.0,,,,,,,,,,,
42,PT08M29.00S,2022-01-06T03:16:52.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628997,5.075558475689881,51.470588235294116,1610612748,7,12,2022-01-06T03:16:58Z,420000,-7.0,-5.0,1,left,C. Martin running alley-oop DUNK (2 PTS) (K. Lowry 2 AST),"[1628997, 200768]",1610612748.0,MIA,running alley-oop,,,Martin,C. Martin,,,,,,,,0.88,Made,,,,,,,2.0,K. Lowry,200768.0,2.0,,,,,
44,PT08M08.00S,2022-01-06T03:17:14.0Z,1,REGULAR,3pt,Jump Shot,[],1629642,74.98357424441524,83.57843137254902,1610612757,7,12,2022-01-06T03:17:18Z,440000,168.0,183.0,1,right,MISS N. Little 24' 3PT,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,24.81,Missed,,,,,,,,,,,,,,,
45,PT08M05.00S,2022-01-06T03:17:17.0Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612748,7,12,2022-01-06T03:17:18Z,450000,,,0,,M. Strus REBOUND (Off:0 Def:2),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,44.0,2.0,2.0,0.0,,,,,,,,,,,
46,PT07M52.00S,2022-01-06T03:17:29.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],200782,6.783837056504599,45.83333333333333,1610612748,7,12,2022-01-06T03:18:03Z,460000,21.0,11.0,1,left,MISS P. Tucker driving Layup - blocked,"[200782, 1629642]",1610612748.0,MIA,driving,,,Tucker,P. Tucker,,,,,,,,2.37,Missed,,,,,Little,1629642.0,,,,,,,,,
47,PT07M52.00S,2022-01-06T03:17:29.3Z,1,REGULAR,block,,[],1629642,,,1610612748,7,12,2022-01-06T03:17:31Z,470000,,,0,,N. Little BLOCK (1 BLK),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,
48,PT07M50.00S,2022-01-06T03:17:31.3Z,1,REGULAR,rebound,offensive,[],200782,,,1610612748,7,12,2022-01-06T03:17:33Z,480000,,,0,,P. Tucker REBOUND (Off:1 Def:0),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,46.0,1.0,0.0,1.0,,,,,,,,,,,
49,PT07M49.00S,2022-01-06T03:17:32.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",200782,7.703679369250986,51.470588235294116,1610612748,7,12,2022-01-06T03:17:36Z,490000,-7.0,20.0,1,left,MISS P. Tucker putback Layup - blocked,"[200782, 203994]",1610612748.0,MIA,putback,,,Tucker,P. Tucker,,,,,,,,2.12,Missed,,,,,Nurkic,203994.0,,,,,,,,,
50,PT07M49.00S,2022-01-06T03:17:32.7Z,1,REGULAR,block,,[],203994,,,1610612748,7,12,2022-01-06T03:17:34Z,500000,,,0,,J. Nurkic BLOCK (1 BLK),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M49.00S,2022-01-06T03:17:32.7Z,1,REGULAR,rebound,offensive,[],200782,,,1610612748,7,12,2022-01-06T03:17:36Z,510000,,,0,,P. Tucker REBOUND (Off:2 Def:0),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,49.0,2.0,0.0,2.0,,,,,,,,,,,
52,PT07M45.00S,2022-01-06T03:17:36.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629622,16.113666228646515,96.07843137254902,1610612748,7,12,2022-01-06T03:17:41Z,520000,-230.0,99.0,1,left,MISS M. Strus 25' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,25.08,Missed,,,,,,,,,,,,,,,
53,PT07M45.00S,2022-01-06T03:17:36.2Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,7,12,2022-01-06T03:18:16Z,530000,,,0,,J. Nurkic REBOUND (Off:0 Def:2),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,52.0,2.0,2.0,0.0,,,,,,,,,,,
54,PT07M31.00S,2022-01-06T03:17:50.2Z,1,REGULAR,3pt,Jump Shot,[],1626204,93.11760840998686,96.32352941176471,1610612757,10,12,2022-01-06T03:17:54Z,540000,232.0,12.0,1,right,L. Nance Jr. 3PT  (5 PTS) (N. Little 2 AST),"[1626204, 1629642]",1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,23.19,Made,,,,,,,5.0,N. Little,1629642.0,2.0,,,,,
56,PT07M09.00S,2022-01-06T03:18:13.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630209,7.703679369250986,52.450980392156865,1610612748,10,14,2022-01-06T03:18:21Z,560000,-12.0,20.0,1,left,O. Yurtseven driving Hook (2 PTS) (K. Lowry 3 AST),"[1630209, 200768]",1610612748.0,MIA,driving,,,Yurtseven,O. Yurtseven,,,,,,,,2.34,Made,,,,,,,2.0,K. Lowry,200768.0,3.0,,,,,
58,PT06M56.00S,2022-01-06T03:18:25.9Z,1,REGULAR,3pt,Jump Shot,[],203994,68.67608409986859,67.40196078431373,1610612757,10,14,2022-01-06T03:18:31Z,580000,87.0,242.0,1,right,MISS J. Nurkic 25' 3PT,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,25.71,Missed,,,,,,,,,,,,,,,
59,PT06M51.00S,2022-01-06T03:18:30.4Z,1,REGULAR,rebound,defensive,[],200782,,,1610612748,10,14,2022-01-06T03:18:30Z,590000,,,0,,P. Tucker REBOUND (Off:2 Def:1),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,58.0,3.0,1.0,2.0,,,,,,,,,,,
60,PT06M49.00S,2022-01-06T03:18:32.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],200768,36.61300919842313,63.725490196078425,1610612748,10,14,2022-01-06T03:18:42Z,600000,-69.0,292.0,1,left,MISS K. Lowry 29' running pullup 3PT,[200768],1610612748.0,MIA,running pullup,,,Lowry,K. Lowry,,,,,,,,29.97,Missed,,,,,,,,,,,,,,,
61,PT06M48.00S,2022-01-06T03:18:33.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612757,10,14,2022-01-06T03:18:42Z,610000,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,
62,PT06M48.00S,2022-01-06T03:18:38.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,10,14,2022-01-06T03:18:38Z,620000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M48.00S,2022-01-06T03:18:44.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,10,14,2022-01-06T03:18:44Z,630000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M36.00S,2022-01-06T03:21:50.3Z,1,REGULAR,3pt,Jump Shot,[],1626181,72.7496714848883,78.67647058823529,1610612757,10,14,2022-01-06T03:21:56Z,640000,143.0,204.0,1,right,MISS N. Powell 24' pullup 3PT,[1626181],1610612757.0,POR,pullup,,,Powell,N. Powell,,,,,,,,24.91,Missed,,,,,,,,,,,,,,,
65,PT06M32.00S,2022-01-06T03:21:54.3Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612748,10,14,2022-01-06T03:21:56Z,650000,,,0,,M. Strus REBOUND (Off:0 Def:3),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,64.0,3.0,3.0,0.0,,,,,,,,,,,
66,PT06M27.00S,2022-01-06T03:21:59.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629622,27.020367936925098,20.098039215686274,1610612748,10,17,2022-01-06T03:22:04Z,660000,150.0,201.0,1,left,M. Strus 25' 3PT running pullup (8 PTS) (K. Lowry 4 AST),"[1629622, 200768]",1610612748.0,MIA,running pullup,,,Strus,M. Strus,,,,,,,,25.09,Made,,,,,,,8.0,K. Lowry,200768.0,4.0,,,,,
69,PT06M16.00S,2022-01-06T03:22:19.5Z,1,REGULAR,foul,personal,[],1630209,,,1610612757,10,17,2022-01-06T03:22:24Z,690000,,,0,,O. Yurtseven personal FOUL (2 PF),"[1630209, 1626181]",1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,1363.0,2.0,0.0,Powell,1626181.0
71,PT06M16.00S,2022-01-06T03:22:23.4Z,1,REGULAR,substitution,out,[],1630209,,,1610612757,10,17,2022-01-06T03:22:28Z,710000,,,0,,SUB out: O. Yurtseven,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M16.00S,2022-01-06T03:22:23.4Z,1,REGULAR,substitution,in,[],1629735,,,1610612757,10,17,2022-01-06T03:22:28Z,720000,,,0,,SUB in: C. Silva,[1629735],1610612748.0,MIA,,,,Silva,C. Silva,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M00.00S,2022-01-06T03:22:51.7Z,1,REGULAR,2pt,Jump Shot,[],1626181,87.07293035479631,87.00980392156863,1610612757,10,17,2022-01-06T03:22:56Z,730000,185.0,69.0,1,right,MISS N. Powell 19' pullup Shot,[1626181],1610612757.0,POR,pullup,,,Powell,N. Powell,,,,,,,,19.74,Missed,,,,,,,,,,,,,,,
74,PT05M57.00S,2022-01-06T03:22:54.5Z,1,REGULAR,rebound,defensive,[],200768,,,1610612748,10,17,2022-01-06T03:22:54Z,740000,,,0,,K. Lowry REBOUND (Off:0 Def:2),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,73.0,2.0,2.0,0.0,,,,,,,,,,,
75,PT05M46.00S,2022-01-06T03:23:05.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629735,6.521024967148489,48.77450980392157,1610612748,10,19,2022-01-06T03:23:08Z,750000,6.0,9.0,1,left,C. Silva Layup (2 PTS) (K. Lowry 5 AST),"[1629735, 200768]",1610612748.0,MIA,,,,Silva,C. Silva,,,,,,,,1.07,Made,,,,,,,2.0,K. Lowry,200768.0,5.0,,,,,
77,PT05M30.00S,2022-01-06T03:23:22.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203994,94.1688567674113,49.50980392156863,1610612757,12,19,2022-01-06T03:23:25Z,770000,-2.0,2.0,1,right,J. Nurkic driving Layup (2 PTS) (A. Simons 1 AST),"[203994, 1629014]",1610612757.0,POR,driving,,,Nurkic,J. Nurkic,,,,,,,,0.34,Made,,,,,,,2.0,A. Simons,1629014.0,1.0,,,,,
79,PT05M05.00S,2022-01-06T03:23:46.1Z,1,REGULAR,2pt,Jump Shot,[],1629622,14.14257555847569,18.627450980392158,1610612748,12,19,2022-01-06T03:23:50Z,790000,157.0,80.0,1,left,MISS M. Strus 17' fadeaway Shot,[1629622],1610612748.0,MIA,fadeaway,,,Strus,M. Strus,,,,,,,,17.63,Missed,,,,,,,,,,,,,,,
80,PT05M01.00S,2022-01-06T03:23:50.1Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,12,19,2022-01-06T03:23:50Z,800000,,,0,,J. Nurkic REBOUND (Off:0 Def:3),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,79.0,3.0,3.0,0.0,,,,,,,,,,,
81,PT04M54.00S,2022-01-06T03:24:00.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,12,19,2022-01-06T03:24:00Z,810000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M54.00S,2022-01-06T03:24:01.5Z,1,REGULAR,substitution,out,[],1629642,,,1610612757,12,19,2022-01-06T03:24:20Z,820000,,,0,,SUB out: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M54.00S,2022-01-06T03:24:01.5Z,1,REGULAR,substitution,out,[],203994,,,1610612757,12,19,2022-01-06T03:24:20Z,830000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M54.00S,2022-01-06T03:24:01.5Z,1,REGULAR,substitution,out,[],1628997,,,1610612757,12,19,2022-01-06T03:24:20Z,840000,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M54.00S,2022-01-06T03:24:01.5Z,1,REGULAR,substitution,out,[],1629622,,,1610612757,12,19,2022-01-06T03:24:20Z,850000,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M54.00S,2022-01-06T03:24:01.5Z,1,REGULAR,substitution,in,[],203496,,,1610612757,12,19,2022-01-06T03:24:20Z,860000,,,0,,SUB in: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M54.00S,2022-01-06T03:24:01.5Z,1,REGULAR,substitution,in,[],203463,,,1610612757,12,19,2022-01-06T03:24:20Z,870000,,,0,,SUB in: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M54.00S,2022-01-06T03:24:01.5Z,1,REGULAR,substitution,in,[],1629639,,,1610612757,12,19,2022-01-06T03:24:20Z,880000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M54.00S,2022-01-06T03:24:01.5Z,1,REGULAR,substitution,in,[],1629130,,,1610612757,12,19,2022-01-06T03:24:20Z,890000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M51.00S,2022-01-06T03:24:28.5Z,1,REGULAR,3pt,Jump Shot,[],203496,67.09921156373193,49.01960784313725,1610612757,12,19,2022-01-06T03:24:32Z,900000,-5.0,257.0,1,right,MISS R. Covington 25' 3PT,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,25.68,Missed,,,,,,,,,,,,,,,
91,PT04M48.00S,2022-01-06T03:24:31.5Z,1,REGULAR,rebound,defensive,[],200782,,,1610612748,12,19,2022-01-06T03:24:32Z,910000,,,0,,P. Tucker REBOUND (Off:2 Def:2),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,90.0,4.0,2.0,2.0,,,,,,,,,,,
92,PT04M39.00S,2022-01-06T03:24:40.2Z,1,REGULAR,3pt,Jump Shot,[],1629130,7.440867279894875,96.56862745098039,1610612748,12,22,2022-01-06T03:24:44Z,920000,-233.0,17.0,1,left,D. Robinson 3PT  (3 PTS) (K. Lowry 6 AST),"[1629130, 200768]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,23.34,Made,,,,,,,3.0,K. Lowry,200768.0,6.0,,,,,
