actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
17,PT10M46.00S,2021-12-18T03:13:17.6Z,1,REGULAR,rebound,defensive,[],1626181,,,1610612757,2,0,2021-12-18T03:13:21Z,170000,,,0,,N. Powell REBOUND (Off:0 Def:1),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,16.0,1.0,1.0,0.0,,,,,
18,PT10M45.00S,2021-12-18T03:13:21.4Z,1,REGULAR,foul,personal,[],1626179,,,1610612757,2,0,2021-12-18T03:13:34Z,180000,,,0,,T. Rozier take personal FOUL (1 PF),"[1626179, 1626181]",1610612766.0,CHA,take,,,Rozier,T. Rozier,,,,,,,,1628159.0,,1.0,0.0,Powell,1626181.0,,,,,,,,,,,
20,PT10M39.00S,2021-12-18T03:13:44.6Z,1,REGULAR,2pt,Jump Shot,[],1626181,90.75229960578186,27.205882352941174,1610612757,2,0,2021-12-18T03:13:53Z,200000,-114.0,34.0,1,right,MISS N. Powell 11' step back Shot,[1626181],1610612757.0,POR,step back,,,Powell,N. Powell,,,,,11.91,Missed,,,,,,,,,,,,,,,,,,
21,PT10M34.00S,2021-12-18T03:13:49.6Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,2,0,2021-12-18T03:13:53Z,210000,,,0,,M. Bridges REBOUND (Off:1 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,20.0,2.0,1.0,1.0,,,,,
22,PT10M26.00S,2021-12-18T03:13:59.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203486,5.732588699080158,50.98039215686274,1610612766,2,2,2021-12-18T03:14:03Z,220000,-5.0,1.0,1,left,M. Plumlee cutting Layup (2 PTS) (M. Bridges 1 AST),"[203486, 1628970]",1610612766.0,CHA,cutting,,,Plumlee,M. Plumlee,,,,,0.51,Made,2.0,,,,,,,,,,,,,M. Bridges,1628970.0,1.0,,
24,PT10M26.00S,2021-12-18T03:14:01.7Z,1,REGULAR,foul,personal,['1freethrow'],203994,,,1610612766,2,2,2021-12-18T03:14:10Z,240000,,,0,,J. Nurkic shooting personal FOUL (1 PF) (Plumlee 1 FT),"[203994, 203486]",1610612757.0,POR,shooting,,,Nurkic,J. Nurkic,,,,,,,,1628159.0,,1.0,0.0,Plumlee,203486.0,,,,,,,,,,,
26,PT10M26.00S,2021-12-18T03:14:32.7Z,1,REGULAR,violation,lane,[],203081,,,1610612766,2,2,2021-12-18T03:15:13Z,260000,,,0,,D. Lillard lane VIOLATION,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,
27,PT10M26.00S,2021-12-18T03:14:43.0Z,1,REGULAR,freethrow,1 of 1,[],203486,,,1610612766,2,3,2021-12-18T03:14:43Z,270000,,,0,,M. Plumlee Free Throw 1 of 1 (3 PTS),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
28,PT10M16.00S,2021-12-18T03:14:54.3Z,1,REGULAR,3pt,Jump Shot,[],203081,68.80749014454665,30.88235294117647,1610612757,5,3,2021-12-18T03:15:02Z,280000,-96.0,241.0,1,right,D. Lillard 25' 3PT pullup (3 PTS),[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,25.9,Made,3.0,,,,,,,,,,,,,,,,,
29,PT10M00.00S,2021-12-18T03:15:10.8Z,1,REGULAR,3pt,Jump Shot,[],202330,33.327858081471746,57.59803921568627,1610612766,5,3,2021-12-18T03:15:15Z,290000,-38.0,261.0,1,left,MISS G. Hayward 26' 3PT,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,26.36,Missed,,,,,,,,,,,,,,,,,,
30,PT09M57.00S,2021-12-18T03:15:13.8Z,1,REGULAR,rebound,defensive,[],1626204,,,1610612757,5,3,2021-12-18T03:15:15Z,300000,,,0,,L. Nance Jr. REBOUND (Off:0 Def:1),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,29.0,1.0,1.0,0.0,,,,,
31,PT09M49.00S,2021-12-18T03:15:21.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203994,94.03745072273325,50.98039215686274,1610612757,7,3,2021-12-18T03:15:25Z,310000,5.0,4.0,1,right,J. Nurkic cutting Layup (4 PTS),[203994],1610612757.0,POR,cutting,,,Nurkic,J. Nurkic,,,,,0.6,Made,4.0,,,,,,,,,,,,,,,,,
33,PT09M35.00S,2021-12-18T03:15:36.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,6.258212877792378,49.26470588235294,1610612766,7,5,2021-12-18T03:15:41Z,330000,4.0,6.0,1,left,L. Ball driving finger roll Layup (2 PTS) (M. Bridges 2 AST),"[1630163, 1628970]",1610612766.0,CHA,driving finger roll,,,Ball,L. Ball,,,,,0.73,Made,2.0,,,,,,,,,,,,,M. Bridges,1628970.0,2.0,,
34,PT09M29.00S,2021-12-18T03:15:43.9Z,1,REGULAR,foul,personal,['2freethrow'],1630163,,,1610612757,7,5,2021-12-18T03:15:51Z,340000,,,0,,L. Ball shooting personal FOUL (1 PF) (Little 2 FT),"[1630163, 1629642]",1610612766.0,CHA,shooting,,,Ball,L. Ball,,,,,,,,1830.0,,1.0,0.0,Little,1629642.0,,,,,,,,,,,
36,PT09M29.00S,2021-12-18T03:16:05.7Z,1,REGULAR,freethrow,1 of 2,[],1629642,,,1610612757,8,5,2021-12-18T03:16:22Z,360000,,,0,,N. Little Free Throw 1 of 2 (1 PTS),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
37,PT09M29.00S,2021-12-18T03:16:05.7Z,1,REGULAR,freethrow,2 of 2,[],1629642,,,1610612757,8,5,2021-12-18T03:16:22Z,370000,,,0,,MISS N. Little Free Throw 2 of 2,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,Missed,,,,,,,,,,,,,,,,,,
38,PT09M27.00S,2021-12-18T03:16:07.7Z,1,REGULAR,rebound,defensive,[],202330,,,1610612766,8,5,2021-12-18T03:16:22Z,380000,,,0,,G. Hayward REBOUND (Off:0 Def:1),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,37.0,1.0,1.0,0.0,,,,,
39,PT09M16.00S,2021-12-18T03:16:31.6Z,1,REGULAR,foul,personal,['2freethrow'],203994,,,1610612766,8,5,2021-12-18T03:16:43Z,390000,,,0,,J. Nurkic shooting personal FOUL (2 PF) (Ball 2 FT),"[203994, 1630163]",1610612757.0,POR,shooting,,,Nurkic,J. Nurkic,,,,,,,,1628159.0,,2.0,0.0,Ball,1630163.0,,,,,,,,,,,
41,PT09M16.00S,2021-12-18T03:16:59.1Z,1,REGULAR,freethrow,1 of 2,[],1630163,,,1610612766,8,6,2021-12-18T03:16:59Z,410000,,,0,,L. Ball Free Throw 1 of 2 (3 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
42,PT09M16.00S,2021-12-18T03:17:01.7Z,1,REGULAR,substitution,out,[],203994,,,1610612766,8,6,2021-12-18T03:17:11Z,420000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,
43,PT09M16.00S,2021-12-18T03:17:01.7Z,1,REGULAR,substitution,in,[],203496,,,1610612766,8,6,2021-12-18T03:17:11Z,430000,,,0,,SUB in: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,
44,PT09M16.00S,2021-12-18T03:17:26.9Z,1,REGULAR,freethrow,2 of 2,[],1630163,,,1610612766,8,7,2021-12-18T03:17:26Z,440000,,,0,,L. Ball Free Throw 2 of 2 (4 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
45,PT08M57.00S,2021-12-18T03:17:47.3Z,1,REGULAR,3pt,Jump Shot,[],203496,74.06373193166885,14.950980392156863,1610612757,8,7,2021-12-18T03:17:52Z,450000,-175.0,191.0,1,right,MISS R. Covington 25' 3PT,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,25.94,Missed,,,,,,,,,,,,,,,,,,
46,PT08M54.00S,2021-12-18T03:17:50.3Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,8,7,2021-12-18T03:17:52Z,460000,,,0,,L. Ball REBOUND (Off:0 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,45.0,1.0,1.0,0.0,,,,,
47,PT08M45.00S,2021-12-18T03:18:02.8Z,1,REGULAR,foul,personal,[],1626204,,,1610612766,8,7,2021-12-18T03:18:08Z,470000,,,0,,L. Nance Jr. personal FOUL (1 PF),"[1626204, 202330]",1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,1155.0,,1.0,0.0,Hayward,202330.0,,,,,,,,,,,
49,PT08M36.00S,2021-12-18T03:18:31.9Z,1,REGULAR,3pt,Jump Shot,[],1630163,35.43035479632063,73.77450980392157,1610612766,8,7,2021-12-18T03:18:38Z,490000,-119.0,281.0,1,left,MISS L. Ball 30' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,30.47,Missed,,,,,,,,,,,,,,,,,,
50,PT08M34.00S,2021-12-18T03:18:33.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612757,8,7,2021-12-18T03:18:38Z,500000,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,
51,PT08M34.00S,2021-12-18T03:18:36.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,8,7,2021-12-18T03:18:36Z,510000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT08M17.00S,2021-12-18T03:18:57.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626204,92.32917214191852,45.588235294117645,1610612757,8,7,2021-12-18T03:19:01Z,520000,-22.0,20.0,1,right,MISS L. Nance Jr. Layup - blocked,"[1626204, 1628970]",1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,2.95,Missed,,,,,,,,Bridges,1628970.0,,,,,,,,,
53,PT08M17.00S,2021-12-18T03:18:57.0Z,1,REGULAR,block,,[],1628970,,,1610612757,8,7,2021-12-18T03:18:59Z,530000,,,0,,M. Bridges BLOCK (1 BLK),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
54,PT08M17.00S,2021-12-18T03:18:57.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,8,7,2021-12-18T03:19:01Z,540000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,52.0,,,,,,,,
55,PT08M17.00S,2021-12-18T03:19:01.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,8,7,2021-12-18T03:19:01Z,550000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT08M08.00S,2021-12-18T03:19:24.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626204,89.43823915900131,53.67647058823529,1610612757,10,7,2021-12-18T03:19:34Z,560000,18.0,47.0,1,right,L. Nance Jr. driving finger roll Layup (2 PTS),[1626204],1610612757.0,POR,driving finger roll,,,Nance Jr.,L. Nance Jr.,,,,,5.03,Made,2.0,,,,,,,,,,,,,,,,,
57,PT07M50.00S,2021-12-18T03:19:42.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202330,5.863994743758213,46.81372549019608,1610612766,10,7,2021-12-18T03:19:52Z,570000,16.0,3.0,1,left,MISS G. Hayward cutting Layup,[202330],1610612766.0,CHA,cutting,,,Hayward,G. Hayward,,,,,1.61,Missed,,,,,,,,,,,,,,,,,,
58,PT07M48.00S,2021-12-18T03:19:44.7Z,1,REGULAR,rebound,defensive,[],1626204,,,1610612757,10,7,2021-12-18T03:19:52Z,580000,,,0,,L. Nance Jr. REBOUND (Off:0 Def:2),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,57.0,2.0,2.0,0.0,,,,,
59,PT07M40.00S,2021-12-18T03:19:52.9Z,1,REGULAR,2pt,Jump Shot,[],203081,87.07293035479631,28.186274509803923,1610612757,12,7,2021-12-18T03:19:58Z,590000,-109.0,69.0,1,right,D. Lillard 12' fadeaway Jump Shot (5 PTS),[203081],1610612757.0,POR,fadeaway,,,Lillard,D. Lillard,,,,,12.91,Made,5.0,,,,,,,,,,,,,,,,,
60,PT07M29.00S,2021-12-18T03:20:05.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203486,6.1268068331143235,51.470588235294116,1610612766,12,7,2021-12-18T03:20:15Z,600000,-7.0,5.0,1,left,MISS M. Plumlee Layup - blocked,"[203486, 203496]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,0.9,Missed,,,,,,,,Covington,203496.0,,,,,,,,,
61,PT07M29.00S,2021-12-18T03:20:05.0Z,1,REGULAR,block,,[],203496,,,1610612766,12,7,2021-12-18T03:20:09Z,610000,,,0,,R. Covington BLOCK (1 BLK),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M29.00S,2021-12-18T03:20:05.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,12,7,2021-12-18T03:20:15Z,620000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,
63,PT07M29.00S,2021-12-18T03:20:14.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,12,7,2021-12-18T03:20:14Z,630000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT07M27.00S,2021-12-18T03:20:20.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202330,28.991458607095925,21.568627450980394,1610612766,12,10,2021-12-18T03:20:24Z,640000,142.0,220.0,1,left,G. Hayward 26' 3PT  (3 PTS) (L. Ball 1 AST),"[202330, 1630163]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,26.2,Made,3.0,,,,,,,,,,,,,L. Ball,1630163.0,1.0,,
66,PT07M09.00S,2021-12-18T03:20:37.5Z,1,REGULAR,turnover,lost ball,[],203496,,,1610612757,12,10,2021-12-18T03:20:43Z,660000,,,0,,R. Covington lost ball TURNOVER (1 TO),"[203496, 1626179]",1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,1.0,,,,,,,,,,,,,,Rozier,1626179.0
67,PT07M09.00S,2021-12-18T03:20:37.5Z,1,REGULAR,steal,,[],1626179,,,1610612766,12,10,2021-12-18T03:20:39Z,670000,,,0,,T. Rozier STEAL (1 STL),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,
68,PT07M04.00S,2021-12-18T03:20:43.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626179,6.783837056504599,48.28431372549019,1610612766,12,10,2021-12-18T03:20:48Z,680000,9.0,11.0,1,left,MISS T. Rozier running Layup,[1626179],1610612766.0,CHA,running,,,Rozier,T. Rozier,,,,,1.42,Missed,,,,,,,,,,,,,,,,,,
69,PT07M02.00S,2021-12-18T03:20:45.4Z,1,REGULAR,rebound,defensive,[],203081,,,1610612757,12,10,2021-12-18T03:20:48Z,690000,,,0,,D. Lillard REBOUND (Off:0 Def:1),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,68.0,1.0,1.0,0.0,,,,,
70,PT06M57.00S,2021-12-18T03:20:49.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626181,94.95729303547962,3.6764705882352944,1610612757,15,10,2021-12-18T03:20:55Z,700000,-232.0,-5.0,1,right,N. Powell 3PT running (3 PTS) (R. Covington 1 AST),"[1626181, 203496]",1610612757.0,POR,running,,,Powell,N. Powell,,,,,23.17,Made,3.0,,,,,,,,,,,,,R. Covington,203496.0,1.0,,
72,PT06M46.00S,2021-12-18T03:21:00.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202330,11.514454664914586,40.931372549019606,1610612766,15,10,2021-12-18T03:21:05Z,720000,45.0,56.0,1,left,MISS G. Hayward 7' floating Shot - blocked,"[202330, 1629642]",1610612766.0,CHA,floating,,,Hayward,G. Hayward,,,,,7.18,Missed,,,,,,,,Little,1629642.0,,,,,,,,,
73,PT06M46.00S,2021-12-18T03:21:00.4Z,1,REGULAR,block,,[],1629642,,,1610612766,15,10,2021-12-18T03:21:02Z,730000,,,0,,N. Little BLOCK (1 BLK),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M44.00S,2021-12-18T03:21:02.4Z,1,REGULAR,rebound,defensive,[],1629642,,,1610612757,15,10,2021-12-18T03:21:05Z,740000,,,0,,N. Little REBOUND (Off:0 Def:1),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,72.0,1.0,1.0,0.0,,,,,
75,PT06M41.00S,2021-12-18T03:21:07.8Z,1,REGULAR,turnover,out-of-bounds,[],203081,,,1610612757,15,10,2021-12-18T03:21:13Z,750000,,,0,,D. Lillard bad pass out-of-bounds TURNOVER (1 TO),[203081],1610612757.0,POR,bad pass,,,Lillard,D. Lillard,,,,,,,,1830.0,1.0,,,,,,,,,,,,,,,
76,PT06M41.00S,2021-12-18T03:21:15.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,15,10,2021-12-18T03:21:15Z,760000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M41.00S,2021-12-18T03:23:15.0Z,1,REGULAR,substitution,out,[],1628970,,,1610612766,15,10,2021-12-18T03:24:10Z,770000,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M41.00S,2021-12-18T03:23:15.0Z,1,REGULAR,substitution,out,[],1630163,,,1610612766,15,10,2021-12-18T03:24:10Z,780000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M41.00S,2021-12-18T03:23:15.0Z,1,REGULAR,substitution,out,[],203486,,,1610612766,15,10,2021-12-18T03:24:10Z,790000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M41.00S,2021-12-18T03:23:15.0Z,1,REGULAR,substitution,in,[],1626162,,,1610612766,15,10,2021-12-18T03:24:10Z,800000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M41.00S,2021-12-18T03:23:15.0Z,1,REGULAR,substitution,in,[],1629023,,,1610612766,15,10,2021-12-18T03:24:10Z,810000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,
83,PT06M41.00S,2021-12-18T03:23:15.0Z,1,REGULAR,substitution,in,[],1628998,,,1610612766,15,10,2021-12-18T03:24:10Z,820000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M19.00S,2021-12-18T03:24:36.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626162,11.514454664914586,4.6568627450980395,1610612766,15,10,2021-12-18T03:24:43Z,830000,227.0,56.0,1,left,MISS K. Oubre Jr. 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,23.34,Missed,,,,,,,,,,,,,,,,,,
85,PT06M15.00S,2021-12-18T03:24:40.2Z,1,REGULAR,rebound,defensive,[],1629642,,,1610612757,15,10,2021-12-18T03:24:43Z,840000,,,0,,N. Little REBOUND (Off:0 Def:2),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,84.0,2.0,2.0,0.0,,,,,
86,PT05M58.00S,2021-12-18T03:24:55.9Z,1,REGULAR,3pt,Jump Shot,[],1626181,88.51839684625493,96.32352941176471,1610612757,18,10,2021-12-18T03:24:59Z,850000,232.0,55.0,1,right,N. Powell 3PT pullup (6 PTS) (N. Little 1 AST),"[1626181, 1629642]",1610612757.0,POR,pullup,,,Powell,N. Powell,,,,,23.81,Made,6.0,,,,,,,,,,,,,N. Little,1629642.0,1.0,,
88,PT05M49.00S,2021-12-18T03:25:07.5Z,1,REGULAR,foul,offensive,[],1629023,,,1610612766,18,10,2021-12-18T03:25:15Z,870000,,,0,,P. Washington offensive FOUL (1 PF),"[1629023, 1626181]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,1628159.0,,1.0,0.0,Powell,1626181.0,,,,,,,,,,,
90,PT05M49.00S,2021-12-18T03:25:07.5Z,1,REGULAR,turnover,offensive foul,[],1629023,,,1610612766,18,10,2021-12-18T03:25:07Z,890000,,,0,,P. Washington offensive foul TURNOVER (1 TO),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,1628159.0,1.0,,,,,,,,,,,,,,,
91,PT05M38.00S,2021-12-18T03:25:33.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629642,93.38042049934296,50.0,1610612757,20,10,2021-12-18T03:25:37Z,900000,0.0,10.0,1,right,N. Little driving Layup (3 PTS) (N. Powell 1 AST),"[1629642, 1626181]",1610612757.0,POR,driving,,,Little,N. Little,,,,,0.97,Made,3.0,,,,,,,,,,,,,N. Powell,1626181.0,1.0,,
