actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
17,PT10M50.00S,2022-01-11T03:13:16.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,12.434296977660972,39.705882352941174,1610612751,1,2,2022-01-11T03:13:21Z,170000,51.0,64.0,1,left,K. Durant 8' fadeaway Jump Shot (2 PTS),[201142],1610612751.0,BKN,fadeaway,,,Durant,K. Durant,,,,,8.25,Made,,,,,,,,,,,,,2.0,,,,,
18,PT10M35.00S,2022-01-11T03:13:31.3Z,1,REGULAR,3pt,Jump Shot,[],203463,67.23061760840999,71.32352941176471,1610612757,4,2,2022-01-11T03:13:35Z,180000,107.0,256.0,1,right,B. McLemore 27' 3PT  (3 PTS) (J. Nurkic 1 AST),"[203463, 203994]",1610612757.0,POR,,,,McLemore,B. McLemore,,,,,27.68,Made,,,,,,,,,,,,,3.0,J. Nurkic,203994.0,1.0,,
20,PT10M24.00S,2022-01-11T03:13:42.5Z,1,REGULAR,3pt,Jump Shot,[],202681,29.6484888304862,20.34313725490196,1610612751,4,5,2022-01-11T03:13:52Z,200000,148.0,226.0,1,left,K. Irving 27' 3PT pullup (3 PTS),[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,27.05,Made,,,,,,,,,,,,,3.0,,,,,
21,PT10M10.00S,2022-01-11T03:13:56.6Z,1,REGULAR,turnover,bad pass,[],203994,,,1610612757,4,5,2022-01-11T03:14:03Z,210000,,,0,,J. Nurkic bad pass TURNOVER (1 TO),"[203994, 1627761]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,1.0,Bembry,1627761.0,,,,,,,,,,,
22,PT10M10.00S,2022-01-11T03:13:56.6Z,1,REGULAR,steal,,[],1627761,,,1610612751,4,5,2022-01-11T03:14:59Z,220000,,,0,,D. Bembry STEAL (1 STL),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,
23,PT10M03.00S,2022-01-11T03:14:03.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630561,5.601182654402102,51.470588235294116,1610612751,4,5,2022-01-11T03:16:31Z,230000,-7.0,0.0,1,left,MISS D. Duke Jr. running finger roll Layup,[1630561],1610612751.0,BKN,running finger roll,,,Duke Jr.,D. Duke Jr.,,,,,0.74,Missed,,,,,,,,,,,,,,,,,,
24,PT10M02.00S,2022-01-11T03:14:04.5Z,1,REGULAR,rebound,defensive,[],203496,,,1610612757,4,5,2022-01-11T03:14:15Z,240000,,,0,,R. Covington REBOUND (Off:0 Def:1),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,,,
25,PT09M47.00S,2022-01-11T03:14:19.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203994,90.88370565045992,47.05882352941176,1610612757,4,5,2022-01-11T03:14:25Z,250000,-15.0,33.0,1,right,MISS J. Nurkic driving Hook,[203994],1610612757.0,POR,driving,,,Nurkic,J. Nurkic,,,,,3.63,Missed,,,,,,,,,,,,,,,,,,
26,PT09M46.00S,2022-01-11T03:14:20.4Z,1,REGULAR,rebound,offensive,[],203994,,,1610612757,4,5,2022-01-11T03:14:25Z,260000,,,0,,J. Nurkic REBOUND (Off:1 Def:0),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,25.0,1.0,0.0,1.0,,,,,,,,,,,,,,
27,PT09M46.00S,2022-01-11T03:14:22.2Z,1,REGULAR,foul,personal,['2freethrow'],1629651,,,1610612757,4,5,2022-01-11T03:14:32Z,270000,,,0,,N. Claxton shooting personal FOUL (2 PF) (Nurkic 2 FT),"[1629651, 203994]",1610612751.0,BKN,shooting,,,Claxton,N. Claxton,,,,,,,,,,,,,,1146.0,2.0,0.0,Nurkic,203994.0,,,,,,
29,PT09M46.00S,2022-01-11T03:14:46.4Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203994,,,1610612757,5,5,2022-01-11T03:14:46Z,290000,,,0,,J. Nurkic Free Throw 1 of 2 (2 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,Made,,,,,,,,,,,,,2.0,,,,,
30,PT09M46.00S,2022-01-11T03:14:58.4Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203994,,,1610612757,6,5,2022-01-11T03:14:58Z,300000,,,0,,J. Nurkic Free Throw 2 of 2 (3 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,Made,,,,,,,,,,,,,3.0,,,,,
31,PT09M26.00S,2022-01-11T03:15:19.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627761,13.354139290407357,50.245098039215684,1610612751,6,5,2022-01-11T03:18:47Z,310000,-1.0,73.0,1,left,MISS D. Bembry 7' floating Shot - blocked,"[1627761, 203463]",1610612751.0,BKN,floating,,,Bembry,D. Bembry,,,,,7.3,Missed,,,,,,,,,,,,,,,,,McLemore,203463.0
312,PT09M26.00S,2022-01-11T03:15:19.8Z,1,REGULAR,block,,[],203463,,,1610612751,6,5,2022-01-11T04:06:13Z,320000,,,0,,B. McLemore BLOCK (1 BLK),[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,
33,PT09M22.00S,2022-01-11T03:15:23.8Z,1,REGULAR,rebound,offensive,[],1629651,,,1610612751,6,5,2022-01-11T03:15:25Z,330000,,,0,,N. Claxton REBOUND (Off:1 Def:0),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,31.0,1.0,0.0,1.0,,,,,,,,,,,,,,
34,PT09M22.00S,2022-01-11T03:15:23.6Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1629651,10.5946123521682,38.72549019607843,1610612751,6,5,2022-01-11T03:15:29Z,340000,56.0,47.0,1,left,MISS N. Claxton 7' Hook,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,7.35,Missed,,,,,,,,,,,,,,,,,,
35,PT09M22.00S,2022-01-11T03:15:23.6Z,1,REGULAR,rebound,offensive,[],1630561,,,1610612751,6,5,2022-01-11T03:15:29Z,350000,,,0,,D. Duke Jr. REBOUND (Off:1 Def:0),[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,34.0,1.0,0.0,1.0,,,,,,,,,,,,,,
36,PT09M10.00S,2022-01-11T03:15:35.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630561,5.995400788436268,97.54901960784314,1610612751,6,8,2022-01-11T03:15:41Z,360000,-238.0,4.0,1,left,D. Duke Jr. 3PT  (3 PTS) (K. Irving 1 AST),"[1630561, 202681]",1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,23.77,Made,,,,,,,,,,,,,3.0,K. Irving,202681.0,1.0,,
38,PT08M53.00S,2022-01-11T03:15:51.8Z,1,REGULAR,3pt,Jump Shot,[],1629014,84.1819973718791,3.431372549019608,1610612757,9,8,2022-01-11T03:15:59Z,380000,-233.0,96.0,1,right,A. Simons 25' 3PT step back (3 PTS),[1629014],1610612757.0,POR,step back,,,Simons,A. Simons,,,,,25.19,Made,,,,,,,,,,,,,3.0,,,,,
39,PT08M34.00S,2022-01-11T03:16:14.8Z,1,REGULAR,foul,personal,['2freethrow'],203496,,,1610612751,9,8,2022-01-11T03:16:23Z,390000,,,0,,R. Covington shooting personal FOUL (1 PF) (Durant 2 FT),"[203496, 201142]",1610612757.0,POR,shooting,,,Covington,R. Covington,,,,,,,,,,,,,,1204.0,1.0,0.0,Durant,201142.0,,,,,,
41,PT08M34.00S,2022-01-11T03:16:40.9Z,1,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,9,9,2022-01-11T03:16:40Z,410000,,,0,,K. Durant Free Throw 1 of 2 (3 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,,,,,,,,,,,,,3.0,,,,,
42,PT08M34.00S,2022-01-11T03:16:57.5Z,1,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,9,10,2022-01-11T03:16:57Z,420000,,,0,,K. Durant Free Throw 2 of 2 (4 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,,,,,,,,,,,,,4.0,,,,,
43,PT08M18.00S,2022-01-11T03:17:15.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203994,89.56964520367937,48.529411764705884,1610612757,11,10,2022-01-11T03:17:20Z,430000,-7.0,46.0,1,right,J. Nurkic driving Hook (5 PTS) (A. Simons 1 AST),"[203994, 1629014]",1610612757.0,POR,driving,,,Nurkic,J. Nurkic,,,,,4.61,Made,,,,,,,,,,,,,5.0,A. Simons,1629014.0,1.0,,
44,PT08M06.00S,2022-01-11T03:17:28.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627761,6.1268068331143235,53.431372549019606,1610612751,11,10,2022-01-11T03:17:32Z,440000,-17.0,5.0,1,left,MISS D. Bembry driving Layup,[1627761],1610612751.0,BKN,driving,,,Bembry,D. Bembry,,,,,1.79,Missed,,,,,,,,,,,,,,,,,,
45,PT08M03.00S,2022-01-11T03:17:30.3Z,1,REGULAR,rebound,defensive,[],1629642,,,1610612757,11,10,2022-01-11T03:17:30Z,450000,,,0,,N. Little REBOUND (Off:0 Def:1),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,44.0,1.0,1.0,0.0,,,,,,,,,,,,,,
46,PT07M58.00S,2022-01-11T03:17:40.8Z,1,REGULAR,foul,personal,['2freethrow'],1630561,,,1610612757,11,10,2022-01-11T03:17:48Z,460000,,,0,,D. Duke Jr. shooting personal FOUL (1 PF) (Little 2 FT),"[1630561, 1629642]",1610612751.0,BKN,shooting,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,,,1204.0,1.0,0.0,Little,1629642.0,,,,,,
48,PT07M58.00S,2022-01-11T03:17:58.6Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629642,,,1610612757,12,10,2022-01-11T03:18:25Z,480000,,,0,,N. Little Free Throw 1 of 2 (1 PTS),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,Made,,,,,,,,,,,,,1.0,,,,,
49,PT07M58.00S,2022-01-11T03:17:58.6Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629642,,,1610612757,12,10,2022-01-11T03:18:25Z,490000,,,0,,MISS N. Little Free Throw 2 of 2,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,Missed,,,,,,,,,,,,,,,,,,
50,PT07M56.00S,2022-01-11T03:18:00.6Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,12,10,2022-01-11T03:18:25Z,500000,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,49.0,1.0,1.0,0.0,,,,,,,,,,,,,,
51,PT07M44.00S,2022-01-11T03:18:23.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,18.74178712220762,35.049019607843135,1610612751,12,10,2022-01-11T03:18:29Z,510000,75.0,124.0,1,left,MISS K. Irving 14' fadeaway Shot,[202681],1610612751.0,BKN,fadeaway,,,Irving,K. Irving,,,,,14.46,Missed,,,,,,,,,,,,,,,,,,
52,PT07M42.00S,2022-01-11T03:18:25.6Z,1,REGULAR,rebound,defensive,[],203463,,,1610612757,12,10,2022-01-11T03:18:25Z,520000,,,0,,B. McLemore REBOUND (Off:0 Def:1),[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,51.0,1.0,1.0,0.0,,,,,,,,,,,,,,
53,PT07M33.00S,2022-01-11T03:18:38.3Z,1,REGULAR,foul,personal,[],1629651,,,1610612757,12,10,2022-01-11T03:18:42Z,530000,,,0,,N. Claxton personal FOUL (3 PF),"[1629651, 203994]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,1204.0,3.0,0.0,Nurkic,203994.0,,,,,,
55,PT07M33.00S,2022-01-11T03:18:51.9Z,1,REGULAR,substitution,out,[],1629651,,,1610612757,12,10,2022-01-11T03:18:59Z,550000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M33.00S,2022-01-11T03:18:51.9Z,1,REGULAR,substitution,in,[],201933,,,1610612757,12,10,2022-01-11T03:18:59Z,560000,,,0,,SUB in: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M32.00S,2022-01-11T03:19:17.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202681,,,1610612757,12,10,2022-01-11T03:19:22Z,570000,,,0,,K. Irving personal FOUL (1 PF) (Covington 2 FT),"[202681, 203496]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,1627963.0,1.0,0.0,Covington,203496.0,,,,,,
59,PT07M32.00S,2022-01-11T03:19:44.6Z,1,REGULAR,freethrow,1 of 2,[],203496,,,1610612757,13,10,2022-01-11T03:19:44Z,590000,,,0,,R. Covington Free Throw 1 of 2 (1 PTS),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,Made,,,,,,,,,,,,,1.0,,,,,
60,PT07M32.00S,2022-01-11T03:20:00.3Z,1,REGULAR,freethrow,2 of 2,[],203496,,,1610612757,14,10,2022-01-11T03:20:00Z,600000,,,0,,R. Covington Free Throw 2 of 2 (2 PTS),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,Made,,,,,,,,,,,,,2.0,,,,,
61,PT07M21.00S,2022-01-11T03:20:14.1Z,1,REGULAR,3pt,Jump Shot,[],201933,24.26084099868594,12.990196078431374,1610612751,14,10,2022-01-11T03:20:19Z,610000,185.0,176.0,1,left,MISS B. Griffin 25' 3PT,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,25.51,Missed,,,,,,,,,,,,,,,,,,
62,PT07M17.00S,2022-01-11T03:20:18.1Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,14,10,2022-01-11T03:20:19Z,620000,,,0,,J. Nurkic REBOUND (Off:1 Def:1),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,61.0,2.0,1.0,1.0,,,,,,,,,,,,,,
63,PT07M03.00S,2022-01-11T03:20:32.1Z,1,REGULAR,3pt,Jump Shot,[],1629642,77.61169513797634,88.48039215686273,1610612757,14,10,2022-01-11T03:20:36Z,630000,192.0,158.0,1,right,MISS N. Little 24' 3PT,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,24.9,Missed,,,,,,,,,,,,,,,,,,
64,PT07M00.00S,2022-01-11T03:20:35.1Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,14,10,2022-01-11T03:20:36Z,640000,,,0,,K. Durant REBOUND (Off:0 Def:2),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,63.0,2.0,2.0,0.0,,,,,,,,,,,,,,
65,PT06M54.00S,2022-01-11T03:20:42.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201933,9.411957950065702,43.627450980392155,1610612751,14,10,2022-01-11T04:16:16Z,650000,32.0,36.0,1,left,MISS B. Griffin cutting Layup - blocked,"[201933, 1629642]",1610612751.0,BKN,cutting,,,Griffin,B. Griffin,,,,,4.81,Missed,,,,,,,,,,,,,,,,,Little,1629642.0
66,PT06M54.00S,2022-01-11T03:20:42.2Z,1,REGULAR,block,,[],1629642,,,1610612751,14,10,2022-01-11T03:20:46Z,660000,,,0,,N. Little BLOCK (1 BLK),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M54.00S,2022-01-11T03:20:42.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,14,10,2022-01-11T03:24:11Z,665000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,
67,PT06M54.00S,2022-01-11T03:21:04.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,14,10,2022-01-11T03:21:04Z,670000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M53.00S,2022-01-11T03:23:58.2Z,1,REGULAR,jumpball,recovered,[],0,,,1610612751,14,10,2022-01-11T03:23:58Z,680000,,,0,,Jump Ball B. Griffin vs. N. Little: Tip to Team (BKN),"[201933, 1629642]",1610612751.0,BKN,heldball,Team (BKN),,,,Griffin,201933.0,Little,1629642.0,,,,,,,,,,,,,,,,,,,,
73,PT06M51.00S,2022-01-11T03:24:12.6Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],201142,8.09789750328515,80.88235294117648,1610612751,14,10,2022-01-11T03:24:17Z,710000,-154.0,24.0,1,left,MISS K. Durant 15' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,15.62,Missed,,,,,,,,,,,,,,,,,,
74,PT06M47.00S,2022-01-11T03:24:16.6Z,1,REGULAR,rebound,defensive,[],203463,,,1610612757,14,10,2022-01-11T03:24:17Z,720000,,,0,,B. McLemore REBOUND (Off:0 Def:2),[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,73.0,2.0,2.0,0.0,,,,,,,,,,,,,,
75,PT06M33.00S,2022-01-11T03:24:29.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203463,93.64323258869908,54.166666666666664,1610612757,16,10,2022-01-11T03:24:41Z,730000,21.0,7.0,1,right,B. McLemore cutting Layup (5 PTS) (R. Covington 1 AST),"[203463, 203496]",1610612757.0,POR,cutting,,,McLemore,B. McLemore,,,,,2.2,Made,,,,,,,,,,,,,5.0,R. Covington,203496.0,1.0,,
77,PT06M23.00S,2022-01-11T03:24:41.1Z,1,REGULAR,turnover,out-of-bounds,[],202681,,,1610612751,16,10,2022-01-11T03:24:48Z,750000,,,0,,K. Irving bad pass out-of-bounds TURNOVER (2 TO),[202681],1610612751.0,BKN,bad pass,,,Irving,K. Irving,,,,,,,,,,,2.0,,,1146.0,,,,,,,,,,
78,PT06M03.00S,2022-01-11T03:25:10.4Z,1,REGULAR,foul,offensive,[],203994,,,1610612757,16,10,2022-01-11T03:25:18Z,760000,,,0,,J. Nurkic offensive FOUL (1 PF),"[203994, 201933]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,1627963.0,1.0,0.0,Griffin,201933.0,,,,,,
80,PT06M03.00S,2022-01-11T03:25:10.4Z,1,REGULAR,turnover,offensive foul,[],203994,,,1610612757,16,10,2022-01-11T03:25:10Z,780000,,,0,,J. Nurkic offensive foul TURNOVER (2 TO),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,2.0,,,1627963.0,,,,,,,,,,
81,PT05M46.00S,2022-01-11T03:25:37.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202681,20.318659658344284,34.80392156862745,1610612751,16,12,2022-01-11T03:25:41Z,790000,76.0,138.0,1,left,K. Irving 15' pullup Jump Shot (5 PTS),[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,15.8,Made,,,,,,,,,,,,,5.0,,,,,
82,PT05M36.00S,2022-01-11T03:25:49.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,89.04402102496715,50.73529411764706,1610612757,18,12,2022-01-11T03:26:15Z,800000,4.0,50.0,1,right,A. Simons driving floating Jump Shot (5 PTS),[1629014],1610612757.0,POR,driving floating,,,Simons,A. Simons,,,,,5.06,Made,,,,,,,,,,,,,5.0,,,,,
83,PT05M36.00S,2022-01-11T03:25:51.7Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630561,,,1610612757,18,12,2022-01-11T03:26:00Z,810000,,,0,,D. Duke Jr. shooting personal FOUL (2 PF) (Simons 1 FT),"[1630561, 1629014]",1610612751.0,BKN,shooting,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,,,1146.0,2.0,0.0,Simons,1629014.0,,,,,,
85,PT05M36.00S,2022-01-11T03:26:03.1Z,1,REGULAR,substitution,out,[],1630561,,,1610612757,18,12,2022-01-11T03:26:54Z,830000,,,0,,SUB out: D. Duke Jr.,[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M36.00S,2022-01-11T03:26:03.1Z,1,REGULAR,substitution,out,[],1627761,,,1610612757,18,12,2022-01-11T03:26:54Z,840000,,,0,,SUB out: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M36.00S,2022-01-11T03:26:03.1Z,1,REGULAR,substitution,in,[],1630560,,,1610612757,18,12,2022-01-11T03:26:54Z,850000,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M36.00S,2022-01-11T03:26:03.1Z,1,REGULAR,substitution,in,[],1630556,,,1610612757,18,12,2022-01-11T03:26:54Z,860000,,,0,,SUB in: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M36.00S,2022-01-11T03:26:23.0Z,1,REGULAR,freethrow,1 of 1,[],1629014,,,1610612757,19,12,2022-01-11T03:26:23Z,870000,,,0,,A. Simons Free Throw 1 of 1 (6 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,Made,,,,,,,,,,,,,6.0,,,,,
90,PT05M27.00S,2022-01-11T03:26:36.2Z,1,REGULAR,3pt,Jump Shot,[],1630560,23.603810775295663,12.990196078431374,1610612751,19,15,2022-01-11T03:26:42Z,880000,185.0,169.0,1,left,C. Thomas 25' 3PT  (3 PTS) (K. Irving 2 AST),"[1630560, 202681]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,25.08,Made,,,,,,,,,,,,,3.0,K. Irving,202681.0,2.0,,
92,PT05M10.00S,2022-01-11T03:26:52.7Z,1,REGULAR,3pt,Jump Shot,[],1629014,69.20170827858082,23.03921568627451,1610612757,19,15,2022-01-11T03:26:56Z,900000,-135.0,237.0,1,right,MISS A. Simons 27' pullup 3PT,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,27.27,Missed,,,,,,,,,,,,,,,,,,
93,PT05M08.00S,2022-01-11T03:26:54.4Z,1,REGULAR,rebound,defensive,[],1630556,,,1610612751,19,15,2022-01-11T03:26:54Z,910000,,,0,,K. Edwards REBOUND (Off:0 Def:1),[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,92.0,1.0,1.0,0.0,,,,,,,,,,,,,,
