actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,value,blockPlayerName,blockPersonId
22,PT10M36.00S,2022-03-27T02:14:07.3Z,1,REGULAR,3pt,Jump Shot,[],1630570,70.51576872536137,73.77450980392157,1610612757,2,1,2022-03-27T02:14:12Z,220000,119.0,225.0,1,right,MISS T. Watford 25' 3PT,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,25.42,Missed,,,,,,,,,,,,,,,,
23,PT10M33.00S,2022-03-27T02:14:10.3Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,2,1,2022-03-27T02:14:12Z,230000,,,0,,C. Wood REBOUND (Off:0 Def:1),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,
24,PT10M24.00S,2022-03-27T02:14:19.3Z,1,REGULAR,3pt,Jump Shot,[],1629645,6.1268068331143235,95.58823529411765,1610612745,2,1,2022-03-27T02:14:23Z,240000,-228.0,5.0,1,left,MISS K. Porter Jr. 3PT,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,22.8,Missed,,,,,,,,,,,,,,,,
25,PT10M21.00S,2022-03-27T02:14:22.3Z,1,REGULAR,rebound,defensive,[],1630570,,,1610612757,2,1,2022-03-27T02:14:23Z,250000,,,0,,T. Watford REBOUND (Off:0 Def:2),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,24.0,2.0,2.0,0.0,,,,,,,,,,,,
26,PT10M16.00S,2022-03-27T02:14:27.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629604,83.919185282523,96.32352941176471,1610612757,5,1,2022-03-27T02:14:32Z,260000,232.0,99.0,1,right,C. Elleby 25' 3PT running (3 PTS) (T. Watford 1 AST),"[1629604, 1630570]",1610612757.0,POR,running,,,Elleby,C. Elleby,,,,,,,,25.18,Made,,,,,,,,,,3.0,T. Watford,1630570.0,1.0,,,
28,PT10M06.00S,2022-03-27T02:14:37.9Z,1,REGULAR,turnover,lost ball,[],1630256,,,1610612745,5,1,2022-03-27T02:14:44Z,280000,,,0,,J. Tate lost ball TURNOVER (1 TO),"[1630256, 1629604]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,1.0,Elleby,1629604.0,,,,,,,,,,,,,,,,,,
29,PT10M06.00S,2022-03-27T02:14:37.9Z,1,REGULAR,steal,,[],1629604,,,1610612757,5,1,2022-03-27T02:14:39Z,290000,,,0,,C. Elleby STEAL (1 STL),[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,,,,,,,,
30,PT10M00.00S,2022-03-27T02:14:43.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629604,94.82588699080158,48.77450980392157,1610612757,5,1,2022-03-27T02:14:47Z,300000,-6.0,-4.0,1,right,MISS C. Elleby running Layup,[1629604],1610612757.0,POR,running,,,Elleby,C. Elleby,,,,,,,,0.72,Missed,,,,,,,,,,,,,,,,
31,PT09M58.00S,2022-03-27T02:14:45.5Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,5,1,2022-03-27T02:14:47Z,310000,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,
32,PT09M51.00S,2022-03-27T02:14:51.8Z,1,REGULAR,3pt,Jump Shot,[],1629645,32.013797634691194,30.637254901960787,1610612745,5,4,2022-03-27T02:14:55Z,320000,97.0,248.0,1,left,K. Porter Jr. 26' 3PT  (3 PTS) (G. Mathews 1 AST),"[1629645, 1629726]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,26.66,Made,,,,,,,,,,3.0,G. Mathews,1629726.0,1.0,,,
34,PT09M33.00S,2022-03-27T02:15:09.5Z,1,REGULAR,3pt,Jump Shot,[],1630553,70.56504599211564,28.209252450980394,1610612757,8,4,2022-03-27T02:20:53Z,340000,-109.0,224.0,1,right,K. Johnson 24' 3PT pullup (3 PTS),[1630553],1610612757.0,POR,pullup,,,Johnson,K. Johnson,,,,,,,,24.93,Made,,,,,,,,,,3.0,,,,,,
80,PT09M33.00S,2022-03-27T02:15:22.1Z,1,REGULAR,instantreplay,request,[],0,,,1610612745,8,4,2022-03-27T02:22:05Z,345000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,,,,2004.0,,,,,,,,,Changed to 3-pt FG,,
35,PT09M09.00S,2022-03-27T02:15:34.8Z,1,REGULAR,3pt,Jump Shot,[],1626174,32.53942181340342,72.30392156862744,1610612745,8,4,2022-03-27T02:15:41Z,350000,-112.0,253.0,1,left,MISS C. Wood 27' 3PT,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,27.68,Missed,,,,,,,,,,,,,,,,
36,PT09M05.00S,2022-03-27T02:15:38.8Z,1,REGULAR,rebound,defensive,[],1629234,,,1610612757,8,4,2022-03-27T02:15:41Z,360000,,,0,,D. Eubanks REBOUND (Off:0 Def:1),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,35.0,1.0,1.0,0.0,,,,,,,,,,,,
37,PT08M56.00S,2022-03-27T02:15:48.1Z,1,REGULAR,turnover,bad pass,[],1630553,,,1610612757,8,4,2022-03-27T02:15:55Z,370000,,,0,,K. Johnson bad pass TURNOVER (2 TO),"[1630553, 1626174]",1610612757.0,POR,,,,Johnson,K. Johnson,,,,,2.0,Wood,1626174.0,,,,,,,,,,,,,,,,,,
38,PT08M56.00S,2022-03-27T02:15:48.1Z,1,REGULAR,steal,,[],1626174,,,1610612745,8,4,2022-03-27T02:17:27Z,380000,,,0,,C. Wood STEAL (2 STL),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,
39,PT08M55.00S,2022-03-27T02:15:52.5Z,1,REGULAR,foul,personal,[],1629234,,,1610612745,8,4,2022-03-27T02:17:32Z,390000,,,0,,D. Eubanks take personal FOUL (1 PF),"[1629234, 1626174]",1610612757.0,POR,take,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,1628487.0,1.0,0.0,Wood,1626174.0,,,,,,,
41,PT08M55.00S,2022-03-27T02:16:18.5Z,1,REGULAR,stoppage,court clean up,[],0,,,1610612745,8,4,2022-03-27T02:16:18Z,410000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT08M50.00S,2022-03-27T02:16:30.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626174,28.991458607095925,23.774509803921568,1610612745,8,7,2022-03-27T02:16:35Z,420000,131.0,220.0,1,left,C. Wood 25' 3PT  (3 PTS) (K. Porter Jr. 1 AST),"[1626174, 1629645]",1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,25.61,Made,,,,,,,,,,3.0,K. Porter Jr.,1629645.0,1.0,,,
44,PT08M36.00S,2022-03-27T02:16:43.3Z,1,REGULAR,turnover,bad pass,[],1629604,,,1610612757,8,7,2022-03-27T02:16:47Z,440000,,,0,,C. Elleby bad pass TURNOVER (1 TO),"[1629604, 1629726]",1610612757.0,POR,,,,Elleby,C. Elleby,,,,,1.0,Mathews,1629726.0,,,,,,,,,,,,,,,,,,
45,PT08M36.00S,2022-03-27T02:16:43.3Z,1,REGULAR,steal,,[],1629726,,,1610612745,8,7,2022-03-27T02:16:45Z,450000,,,0,,G. Mathews STEAL (1 STL),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT08M33.00S,2022-03-27T02:16:47.6Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630224,5.338370565045992,50.98039215686274,1610612745,8,9,2022-03-27T02:16:58Z,460000,-5.0,-2.0,1,left,J. Green running alley-oop DUNK (3 PTS) (G. Mathews 2 AST),"[1630224, 1629726]",1610612745.0,HOU,running alley-oop,,,Green,J. Green,,,,,,,,0.54,Made,,,,,,,,,,3.0,G. Mathews,1629726.0,2.0,,,
48,PT08M19.00S,2022-03-27T02:17:00.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630570,85.3646517739816,48.529411764705884,1610612757,8,9,2022-03-27T02:17:04Z,480000,-7.0,85.0,1,right,MISS T. Watford 8' driving floating Shot - blocked,"[1630570, 1630256]",1610612757.0,POR,driving floating,,,Watford,T. Watford,,,,,,,,8.54,Missed,,,,,,,,,,,,,,,Tate,1630256.0
49,PT08M19.00S,2022-03-27T02:17:00.1Z,1,REGULAR,block,,[],1630256,,,1610612757,8,9,2022-03-27T02:17:02Z,490000,,,0,,J. Tate BLOCK (1 BLK),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT08M17.00S,2022-03-27T02:17:02.1Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,8,9,2022-03-27T02:17:04Z,500000,,,0,,J. Green REBOUND (Off:0 Def:2),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,48.0,2.0,2.0,0.0,,,,,,,,,,,,
51,PT08M12.00S,2022-03-27T02:17:08.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630224,6.389618922470433,51.9607843137255,1610612745,8,9,2022-03-27T02:17:17Z,510000,-10.0,8.0,1,left,MISS J. Green running Layup - blocked,"[1630224, 1630553]",1610612745.0,HOU,running,,,Green,J. Green,,,,,,,,1.24,Missed,,,,,,,,,,,,,,,Johnson,1630553.0
52,PT08M12.00S,2022-03-27T02:17:08.4Z,1,REGULAR,block,,[],1630553,,,1610612745,8,9,2022-03-27T02:17:10Z,520000,,,0,,K. Johnson BLOCK (1 BLK),[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT08M09.00S,2022-03-27T02:17:11.4Z,1,REGULAR,rebound,defensive,[],1629234,,,1610612757,8,9,2022-03-27T02:17:17Z,530000,,,0,,D. Eubanks REBOUND (Off:0 Def:2),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,51.0,2.0,2.0,0.0,,,,,,,,,,,,
54,PT08M08.00S,2022-03-27T02:17:12.7Z,1,REGULAR,turnover,lost ball,[],1630570,,,1610612757,8,9,2022-03-27T02:17:39Z,540000,,,0,,T. Watford lost ball TURNOVER (1 TO),"[1630570, 1629726]",1610612757.0,POR,,,,Watford,T. Watford,,,,,1.0,Mathews,1629726.0,,,,,,,,,,,,,,,,,,
55,PT08M08.00S,2022-03-27T02:17:12.7Z,1,REGULAR,steal,,[],1629726,,,1610612745,8,9,2022-03-27T02:20:32Z,550000,,,0,,G. Mathews STEAL (2 STL),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT08M03.00S,2022-03-27T02:17:19.7Z,1,REGULAR,foul,personal,[],1630314,,,1610612745,8,9,2022-03-27T02:17:36Z,560000,,,0,,B. Williams personal FOUL (1 PF),"[1630314, 1626174]",1610612757.0,POR,,,,Williams,B. Williams,,,,,,,,,,,,,,1628487.0,1.0,0.0,Wood,1626174.0,,,,,,,
58,PT07M52.00S,2022-03-27T02:18:03.4Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630256,8.229303547963205,46.81372549019608,1610612745,8,11,2022-03-27T02:21:45Z,580000,16.0,25.0,1,left,J. Tate turnaround Hook (2 PTS) (K. Porter Jr. 2 AST),"[1630256, 1629645]",1610612745.0,HOU,turnaround,,,Tate,J. Tate,,,,,,,,2.95,Made,,,,,,,,,,2.0,K. Porter Jr.,1629645.0,2.0,,,
60,PT07M39.00S,2022-03-27T02:18:20.7Z,1,REGULAR,foul,personal,['2freethrow'],1630256,,,1610612757,8,11,2022-03-27T02:18:29Z,600000,,,0,,J. Tate shooting personal FOUL (1 PF) (Eubanks 2 FT),"[1630256, 1629234]",1610612745.0,HOU,shooting,,,Tate,J. Tate,,,,,,,,,,,,,,1628487.0,1.0,0.0,Eubanks,1629234.0,,,,,,,
62,PT07M39.00S,2022-03-27T02:18:39.5Z,1,REGULAR,freethrow,1 of 2,[],1629234,,,1610612757,8,11,2022-03-27T02:18:39Z,620000,,,0,,MISS D. Eubanks Free Throw 1 of 2,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,Missed,,,,,,,,,,,,,,,,
63,PT07M39.00S,2022-03-27T02:18:39.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,8,11,2022-03-27T02:18:39Z,630000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,62.0,,,,,,,,,,,,,,,
64,PT07M39.00S,2022-03-27T02:18:50.8Z,1,REGULAR,freethrow,2 of 2,[],1629234,,,1610612757,9,11,2022-03-27T02:18:50Z,640000,,,0,,D. Eubanks Free Throw 2 of 2 (1 PTS),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,Made,,,,,,,,,,1.0,,,,,,
65,PT07M22.00S,2022-03-27T02:19:13.3Z,1,REGULAR,turnover,out-of-bounds,[],1630224,,,1610612745,9,11,2022-03-27T02:19:19Z,650000,,,0,,J. Green lost ball out-of-bounds TURNOVER (1 TO),[1630224],1610612745.0,HOU,lost ball,,,Green,J. Green,,,,,1.0,,,,,,,,,,,,,,,,,,,,
66,PT07M10.00S,2022-03-27T02:19:30.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629234,70.64717477003943,24.019607843137255,1610612757,9,11,2022-03-27T02:19:38Z,660000,-130.0,223.0,1,right,MISS D. Eubanks 25' 3PT,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,25.84,Missed,,,,,,,,,,,,,,,,
67,PT07M07.00S,2022-03-27T02:19:33.1Z,1,REGULAR,rebound,offensive,[],1629234,,,1610612757,9,11,2022-03-27T02:19:38Z,670000,,,0,,D. Eubanks REBOUND (Off:1 Def:2),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,66.0,3.0,2.0,1.0,,,,,,,,,,,,
68,PT07M01.00S,2022-03-27T02:19:39.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629604,71.43561103810775,79.65686274509804,1610612757,12,11,2022-03-27T02:19:42Z,680000,148.0,216.0,1,right,C. Elleby 26' 3PT  (6 PTS) (B. Williams 1 AST),"[1629604, 1630314]",1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,26.2,Made,,,,,,,,,,6.0,B. Williams,1630314.0,1.0,,,
70,PT06M43.00S,2022-03-27T02:19:56.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630256,7.178055190538765,55.392156862745104,1610612745,12,11,2022-03-27T02:19:59Z,700000,-27.0,15.0,1,left,MISS J. Tate turnaround bank Hook,[1630256],1610612745.0,HOU,turnaround bank,,,Tate,J. Tate,,,,,,,,3.09,Missed,,,,,,,,,,,,,,,,
71,PT06M42.00S,2022-03-27T02:19:57.3Z,1,REGULAR,rebound,defensive,[],1629604,,,1610612757,12,11,2022-03-27T02:19:59Z,710000,,,0,,C. Elleby REBOUND (Off:0 Def:2),[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,70.0,2.0,2.0,0.0,,,,,,,,,,,,
72,PT06M38.00S,2022-03-27T02:20:02.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630570,94.30026281208936,51.71568627450981,1610612757,14,11,2022-03-27T02:20:06Z,720000,9.0,1.0,1,right,T. Watford running Layup (2 PTS) (B. Williams 2 AST),"[1630570, 1630314]",1610612757.0,POR,running,,,Watford,T. Watford,,,,,,,,0.87,Made,,,,,,,,,,2.0,B. Williams,1630314.0,2.0,,,
74,PT06M23.00S,2022-03-27T02:20:17.4Z,1,REGULAR,3pt,Jump Shot,[],1630256,10.200394218134035,5.147058823529411,1610612745,14,11,2022-03-27T02:20:22Z,740000,224.0,43.0,1,left,MISS J. Tate 3PT,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,22.85,Missed,,,,,,,,,,,,,,,,
75,PT06M21.00S,2022-03-27T02:20:19.4Z,1,REGULAR,rebound,offensive,[],1629726,,,1610612745,14,11,2022-03-27T02:20:22Z,750000,,,0,,G. Mathews REBOUND (Off:1 Def:0),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,74.0,1.0,0.0,1.0,,,,,,,,,,,,
76,PT06M18.00S,2022-03-27T02:20:27.2Z,1,REGULAR,foul,offensive,[],1626174,,,1610612745,14,11,2022-03-27T02:20:32Z,760000,,,0,,C. Wood offensive FOUL (1 PF),"[1626174, 1629234]",1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,2004.0,1.0,0.0,Eubanks,1629234.0,,,,,,,
78,PT06M18.00S,2022-03-27T02:20:27.2Z,1,REGULAR,turnover,offensive foul,[],1626174,,,1610612745,14,11,2022-03-27T02:20:27Z,780000,,,0,,C. Wood offensive foul TURNOVER (1 TO),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,1.0,,,,,,,,,2004.0,,,,,,,,,,,
79,PT06M18.00S,2022-03-27T02:20:33.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,14,11,2022-03-27T02:20:33Z,790000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M18.00S,2022-03-27T02:22:35.5Z,1,REGULAR,substitution,out,[],1629234,,,1610612757,14,11,2022-03-27T02:23:10Z,800000,,,0,,SUB out: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M18.00S,2022-03-27T02:22:35.5Z,1,REGULAR,substitution,in,[],1630535,,,1610612757,14,11,2022-03-27T02:23:10Z,810000,,,0,,SUB in: G. Brown III,[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT06M07.00S,2022-03-27T02:23:35.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630314,94.69448094612353,50.0,1610612757,16,11,2022-03-27T02:23:41Z,820000,0.0,-3.0,1,right,B. Williams driving Layup (4 PTS) (T. Watford 2 AST),"[1630314, 1630570]",1610612757.0,POR,driving,,,Williams,B. Williams,,,,,,,,0.26,Made,,,,,,,,,,4.0,T. Watford,1630570.0,2.0,,,
84,PT05M43.00S,2022-03-27T02:24:00.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630256,5.469776609724048,54.90196078431373,1610612745,16,11,2022-03-27T02:24:05Z,830000,-25.0,-1.0,1,left,MISS J. Tate driving Layup,[1630256],1610612745.0,HOU,driving,,,Tate,J. Tate,,,,,,,,2.45,Missed,,,,,,,,,,,,,,,,
86,PT05M40.00S,2022-03-27T02:24:03.2Z,1,REGULAR,rebound,defensive,[],1630314,,,1610612757,16,11,2022-03-27T02:24:05Z,850000,,,0,,B. Williams REBOUND (Off:0 Def:1),[1630314],1610612757.0,POR,,,,Williams,B. Williams,,,,,,,,,,84.0,1.0,1.0,0.0,,,,,,,,,,,,
87,PT05M37.00S,2022-03-27T02:24:05.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629604,72.61826544021025,17.892156862745097,1610612757,16,11,2022-03-27T02:24:11Z,860000,-161.0,205.0,1,right,MISS C. Elleby 26' running 3PT,[1629604],1610612757.0,POR,running,,,Elleby,C. Elleby,,,,,,,,26.03,Missed,,,,,,,,,,,,,,,,
88,PT05M35.00S,2022-03-27T02:24:07.7Z,1,REGULAR,rebound,defensive,[],1630256,,,1610612745,16,11,2022-03-27T02:24:11Z,870000,,,0,,J. Tate REBOUND (Off:0 Def:1),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,87.0,1.0,1.0,0.0,,,,,,,,,,,,
89,PT05M20.00S,2022-03-27T02:24:22.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,7.30946123521682,51.470588235294116,1610612745,16,11,2022-03-27T02:24:26Z,880000,-7.0,16.0,1,left,MISS K. Porter Jr. driving Layup,[1629645],1610612745.0,HOU,driving,,,Porter Jr.,K. Porter Jr.,,,,,,,,1.78,Missed,,,,,,,,,,,,,,,,
90,PT05M19.00S,2022-03-27T02:24:23.6Z,1,REGULAR,rebound,defensive,[],1629604,,,1610612757,16,11,2022-03-27T02:24:23Z,890000,,,0,,C. Elleby REBOUND (Off:0 Def:3),[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,89.0,3.0,3.0,0.0,,,,,,,,,,,,
