actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value,blockPlayerName,blockPersonId
278,PT04M31.00S,2021-12-13T02:58:34.1Z,2,REGULAR,foul,personal,['2freethrow'],1630162,,,1610612757,45,42,2021-12-13T02:58:39Z,2750000,,,0,,A. Edwards shooting personal FOUL (3 PF) (Little 2 FT),"[1630162, 1629642]",1610612750.0,MIN,shooting,,,Edwards,A. Edwards,,,,,,,,,,,202053.0,3.0,0.0,Little,1629642.0,,,,,,,,,,
280,PT04M31.00S,2021-12-13T02:58:51.5Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629642,,,1610612757,45,42,2021-12-13T02:58:51Z,2770000,,,0,,MISS N. Little Free Throw 1 of 2,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,Missed,,,,,,,,,,,,,,,,,,,
281,PT04M31.00S,2021-12-13T02:58:51.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,45,42,2021-12-13T02:58:51Z,2780000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,280.0,,,,,,,,,,,,,,,,,,
282,PT04M31.00S,2021-12-13T02:59:04.6Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629642,,,1610612757,46,42,2021-12-13T02:59:04Z,2790000,,,0,,N. Little Free Throw 2 of 2 (3 PTS),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,Made,,,,,,,,,,3.0,,,,,,,,,
283,PT04M20.00S,2021-12-13T02:59:16.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201976,5.995400788436268,45.34313725490196,1610612750,46,42,2021-12-13T02:59:20Z,2800000,23.0,4.0,1,left,MISS P. Beverley driving Layup,[201976],1610612750.0,MIN,driving,,,Beverley,P. Beverley,,,,,2.36,Missed,,,,,,,,,,,,,,,,,,,
284,PT04M19.00S,2021-12-13T02:59:17.5Z,2,REGULAR,rebound,offensive,[],1626157,,,1610612750,46,42,2021-12-13T02:59:17Z,2810000,,,0,,K. Towns REBOUND (Off:3 Def:4),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,283.0,7.0,4.0,3.0,,,,,,,,,,,,,,,
285,PT04M18.00S,2021-12-13T02:59:18.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626157,7.703679369250986,53.67647058823529,1610612750,46,42,2021-12-13T02:59:23Z,2820000,-18.0,20.0,1,left,MISS K. Towns putback Layup,[1626157],1610612750.0,MIN,putback,,,Towns,K. Towns,,,,,2.71,Missed,,,,,,,,,,,,,,,,,,,
286,PT04M16.00S,2021-12-13T02:59:20.0Z,2,REGULAR,rebound,offensive,[],1626157,,,1610612750,46,42,2021-12-13T02:59:20Z,2830000,,,0,,K. Towns REBOUND (Off:4 Def:4),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,285.0,8.0,4.0,4.0,,,,,,,,,,,,,,,
288,PT04M16.00S,2021-12-13T02:59:25.8Z,2,REGULAR,foul,personal,['2freethrow'],203994,,,1610612750,46,42,2021-12-13T02:59:31Z,2850000,,,0,,J. Nurkic shooting personal FOUL (3 PF) (Towns 2 FT),"[203994, 1626157]",1610612757.0,POR,shooting,,,Nurkic,J. Nurkic,,,,,,,,,,,204059.0,3.0,0.0,Towns,1626157.0,,,,,,,,,,
290,PT04M16.00S,2021-12-13T02:59:55.1Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1626157,,,1610612750,46,43,2021-12-13T02:59:55Z,2870000,,,0,,K. Towns Free Throw 1 of 2 (13 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Made,,,,,,,,,,13.0,,,,,,,,,
291,PT04M16.00S,2021-12-13T02:59:56.9Z,2,REGULAR,substitution,out,[],1630162,,,1610612750,46,43,2021-12-13T03:00:00Z,2880000,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT04M16.00S,2021-12-13T02:59:56.9Z,2,REGULAR,substitution,in,[],1626156,,,1610612750,46,43,2021-12-13T03:00:00Z,2890000,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT04M16.00S,2021-12-13T03:00:14.9Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1626157,,,1610612750,46,44,2021-12-13T03:00:15Z,2900000,,,0,,K. Towns Free Throw 2 of 2 (14 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Made,,,,,,,,,,14.0,,,,,,,,,
294,PT04M04.00S,2021-12-13T03:00:34.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201976,,,1610612757,46,44,2021-12-13T03:00:39Z,2910000,,,0,,P. Beverley personal FOUL (1 PF) (Lillard 2 FT),"[201976, 203081]",1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,202053.0,1.0,0.0,Lillard,203081.0,,,,,,,,,,
296,PT04M04.00S,2021-12-13T03:00:56.0Z,2,REGULAR,freethrow,1 of 2,[],203081,,,1610612757,47,44,2021-12-13T03:00:56Z,2930000,,,0,,D. Lillard Free Throw 1 of 2 (8 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,Made,,,,,,,,,,8.0,,,,,,,,,
297,PT04M04.00S,2021-12-13T03:01:14.1Z,2,REGULAR,freethrow,2 of 2,[],203081,,,1610612757,48,44,2021-12-13T03:01:14Z,2940000,,,0,,D. Lillard Free Throw 2 of 2 (9 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,Made,,,,,,,,,,9.0,,,,,,,,,
298,PT03M46.00S,2021-12-13T03:01:32.7Z,2,REGULAR,3pt,Jump Shot,[],1626156,19.004599211563733,92.15686274509804,1610612750,48,44,2021-12-13T03:01:38Z,2950000,-211.0,126.0,1,left,MISS D. Russell 24' pullup 3PT,[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,24.56,Missed,,,,,,,,,,,,,,,,,,,
299,PT03M44.00S,2021-12-13T03:01:34.7Z,2,REGULAR,rebound,defensive,[],203994,,,1610612757,48,44,2021-12-13T03:01:38Z,2960000,,,0,,J. Nurkic REBOUND (Off:0 Def:5),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,298.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
300,PT03M36.00S,2021-12-13T03:01:43.8Z,2,REGULAR,turnover,bad pass,[],203463,,,1610612757,48,44,2021-12-13T03:01:48Z,2970000,,,0,,B. McLemore bad pass TURNOVER (1 TO),"[203463, 1626156]",1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,1.0,Russell,1626156.0,,,,,,
301,PT03M36.00S,2021-12-13T03:01:43.8Z,2,REGULAR,steal,,[],1626156,,,1610612750,48,44,2021-12-13T03:01:45Z,2980000,,,0,,D. Russell STEAL (1 STL),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT03M33.00S,2021-12-13T03:01:48.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626157,5.863994743758213,51.225490196078425,1610612750,48,46,2021-12-13T03:01:56Z,2990000,-6.0,3.0,1,left,K. Towns running Layup (16 PTS) (D. Russell 2 AST),"[1626157, 1626156]",1610612750.0,MIN,running,,,Towns,K. Towns,,,,,0.66,Made,,,,,,,,,,16.0,,,,D. Russell,1626156.0,2.0,,,
304,PT03M33.00S,2021-12-13T03:01:50.9Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629642,,,1610612750,48,46,2021-12-13T03:01:59Z,3010000,,,0,,N. Little shooting personal FOUL (2 PF) (Towns 1 FT),"[1629642, 1626157]",1610612757.0,POR,shooting,,,Little,N. Little,,,,,,,,,,,202053.0,2.0,0.0,Towns,1626157.0,,,,,,,,,,
306,PT03M33.00S,2021-12-13T03:02:06.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,48,46,2021-12-13T03:02:06Z,3030000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT03M33.00S,2021-12-13T03:04:02.1Z,2,REGULAR,substitution,out,[],203463,,,1610612750,48,46,2021-12-13T03:04:34Z,3040000,,,0,,SUB out: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT03M33.00S,2021-12-13T03:04:02.1Z,2,REGULAR,substitution,in,[],1629014,,,1610612750,48,46,2021-12-13T03:04:34Z,3050000,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT03M33.00S,2021-12-13T03:04:02.1Z,2,REGULAR,substitution,out,[],203994,,,1610612750,48,46,2021-12-13T03:06:52Z,3055000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT03M33.00S,2021-12-13T03:04:02.1Z,2,REGULAR,substitution,in,[],203496,,,1610612750,48,46,2021-12-13T03:06:52Z,3057500,,,0,,SUB in: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT03M33.00S,2021-12-13T03:05:02.2Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1626157,,,1610612750,48,47,2021-12-13T03:05:02Z,3060000,,,0,,K. Towns Free Throw 1 of 1 (17 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Made,,,,,,,,,,17.0,,,,,,,,,
310,PT03M15.00S,2021-12-13T03:05:21.7Z,2,REGULAR,3pt,Jump Shot,[],1629642,87.59855453350855,95.34313725490196,1610612757,48,47,2021-12-13T03:05:25Z,3070000,227.0,64.0,1,right,MISS N. Little 3PT,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,23.56,Missed,,,,,,,,,,,,,,,,,,,
311,PT03M12.00S,2021-12-13T03:05:24.7Z,2,REGULAR,rebound,defensive,[],201976,,,1610612750,48,47,2021-12-13T03:05:25Z,3080000,,,0,,P. Beverley REBOUND (Off:0 Def:2),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,310.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
312,PT02M59.00S,2021-12-13T03:05:37.4Z,2,REGULAR,3pt,Jump Shot,[],1627736,7.440867279894875,4.901960784313726,1610612750,48,47,2021-12-13T03:05:42Z,3090000,225.0,17.0,1,left,MISS M. Beasley 3PT,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,22.62,Missed,,,,,,,,,,,,,,,,,,,
313,PT02M57.00S,2021-12-13T03:05:39.4Z,2,REGULAR,rebound,offensive,[],1626157,,,1610612750,48,47,2021-12-13T03:05:42Z,3100000,,,0,,K. Towns REBOUND (Off:5 Def:4),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,312.0,9.0,4.0,5.0,,,,,,,,,,,,,,,
314,PT02M56.00S,2021-12-13T03:05:41.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626157,6.389618922470433,50.245098039215684,1610612750,48,49,2021-12-13T03:05:44Z,3110000,-1.0,8.0,1,left,K. Towns putback Layup (19 PTS),[1626157],1610612750.0,MIN,putback,,,Towns,K. Towns,,,,,0.77,Made,,,,,,,,,,19.0,,,,,,,,,
315,PT02M46.00S,2021-12-13T03:05:54.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630183,,,1610612757,48,49,2021-12-13T03:05:59Z,3120000,,,0,,J. McDaniels personal FOUL (2 PF) (Lillard 2 FT),"[1630183, 203081]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,204059.0,2.0,0.0,Lillard,203081.0,,,,,,,,,,
317,PT02M46.00S,2021-12-13T03:06:20.2Z,2,REGULAR,freethrow,1 of 2,[],203081,,,1610612757,48,49,2021-12-13T03:06:20Z,3140000,,,0,,MISS D. Lillard Free Throw 1 of 2,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,Missed,,,,,,,,,,,,,,,,,,,
318,PT02M46.00S,2021-12-13T03:06:20.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,48,49,2021-12-13T03:06:20Z,3150000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,317.0,,,,,,,,,,,,,,,,,,
319,PT02M46.00S,2021-12-13T03:06:37.3Z,2,REGULAR,freethrow,2 of 2,[],203081,,,1610612757,49,49,2021-12-13T03:06:37Z,3160000,,,0,,D. Lillard Free Throw 2 of 2 (10 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,Made,,,,,,,,,,10.0,,,,,,,,,
322,PT02M30.00S,2021-12-13T03:06:54.3Z,2,REGULAR,turnover,bad pass,[],1626156,,,1610612750,49,49,2021-12-13T03:06:58Z,3170000,,,0,,D. Russell bad pass TURNOVER (2 TO),"[1626156, 1626181]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,2.0,Powell,1626181.0,,,,,,
323,PT02M30.00S,2021-12-13T03:06:54.3Z,2,REGULAR,steal,,[],1626181,,,1610612757,49,49,2021-12-13T03:06:56Z,3180000,,,0,,N. Powell STEAL (1 STL),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT02M27.00S,2021-12-13T03:06:58.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629642,94.1688567674113,49.50980392156863,1610612757,51,49,2021-12-13T03:07:06Z,3190000,-2.0,2.0,1,right,N. Little running DUNK (5 PTS) (N. Powell 4 AST),"[1629642, 1626181]",1610612757.0,POR,running,,,Little,N. Little,,,,,0.34,Made,,,,,,,,,,5.0,,,,N. Powell,1626181.0,4.0,,,
326,PT02M14.00S,2021-12-13T03:07:10.9Z,2,REGULAR,3pt,Jump Shot,[],201976,17.95335085413929,93.38235294117648,1610612750,51,49,2021-12-13T03:07:15Z,3210000,-217.0,116.0,1,left,MISS P. Beverley 24' 3PT,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,24.61,Missed,,,,,,,,,,,,,,,,,,,
327,PT02M10.00S,2021-12-13T03:07:14.9Z,2,REGULAR,rebound,defensive,[],1629642,,,1610612757,51,49,2021-12-13T03:07:15Z,3220000,,,0,,N. Little REBOUND (Off:0 Def:2),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,326.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
328,PT01M50.00S,2021-12-13T03:07:35.0Z,2,REGULAR,3pt,Jump Shot,[],1626181,79.71419185282524,91.42156862745098,1610612757,51,49,2021-12-13T03:07:41Z,3230000,207.0,138.0,1,right,MISS N. Powell 24' 3PT,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,24.9,Missed,,,,,,,,,,,,,,,,,,,
329,PT01M47.00S,2021-12-13T03:07:38.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612757,51,49,2021-12-13T03:07:41Z,3240000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,328.0,,,,,,,,,,,,,,,,,,
330,PT01M47.00S,2021-12-13T03:07:42.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,51,49,2021-12-13T03:07:42Z,3250000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT01M42.00S,2021-12-13T03:08:05.2Z,2,REGULAR,turnover,palming,[],1629014,,,1610612757,51,49,2021-12-13T03:08:11Z,3260000,,,0,,A. Simons palming TURNOVER (1 TO),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,204059.0,,,,,,1.0,,,,,,,,
332,PT01M30.00S,2021-12-13T03:08:30.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629014,,,1610612750,51,49,2021-12-13T03:08:47Z,3270000,,,0,,A. Simons personal FOUL (2 PF) (Russell 2 FT),"[1629014, 1626156]",1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,1627962.0,2.0,0.0,Russell,1626156.0,,,,,,,,,,
334,PT01M30.00S,2021-12-13T03:08:48.2Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1626156,,,1610612750,51,50,2021-12-13T03:08:48Z,3290000,,,0,,D. Russell Free Throw 1 of 2 (6 PTS),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,Made,,,,,,,,,,6.0,,,,,,,,,
335,PT01M30.00S,2021-12-13T03:08:57.7Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1626156,,,1610612750,51,51,2021-12-13T03:08:57Z,3300000,,,0,,D. Russell Free Throw 2 of 2 (7 PTS),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,Made,,,,,,,,,,7.0,,,,,,,,,
336,PT01M23.00S,2021-12-13T03:09:08.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630183,,,1610612757,51,51,2021-12-13T03:09:16Z,3310000,,,0,,J. McDaniels shooting personal FOUL (3 PF) (Lillard 2 FT),"[1630183, 203081]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,,,,,,,1627962.0,3.0,0.0,Lillard,203081.0,,,,,,,,,,
338,PT01M23.00S,2021-12-13T03:09:39.3Z,2,REGULAR,freethrow,1 of 2,[],203081,,,1610612757,52,51,2021-12-13T03:09:39Z,3330000,,,0,,D. Lillard Free Throw 1 of 2 (11 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,Made,,,,,,,,,,11.0,,,,,,,,,
339,PT01M23.00S,2021-12-13T03:09:39.9Z,2,REGULAR,substitution,out,[],1630183,,,1610612757,52,51,2021-12-13T03:09:45Z,3340000,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT01M23.00S,2021-12-13T03:09:39.9Z,2,REGULAR,substitution,in,[],1629020,,,1610612757,52,51,2021-12-13T03:09:45Z,3350000,,,0,,SUB in: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT01M23.00S,2021-12-13T03:09:59.8Z,2,REGULAR,freethrow,2 of 2,[],203081,,,1610612757,53,51,2021-12-13T03:09:59Z,3360000,,,0,,D. Lillard Free Throw 2 of 2 (12 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,Made,,,,,,,,,,12.0,,,,,,,,,
342,PT01M08.00S,2021-12-13T03:10:15.9Z,2,REGULAR,3pt,Jump Shot,[],201976,11.777266754270697,96.81372549019608,1610612750,53,54,2021-12-13T03:10:20Z,3370000,-234.0,58.0,1,left,P. Beverley 24' 3PT  (5 PTS) (M. Beasley 2 AST),"[201976, 1627736]",1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,24.12,Made,,,,,,,,,,5.0,,,,M. Beasley,1627736.0,2.0,,,
344,PT00M50.10S,2021-12-13T03:10:35.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,94.56307490144546,47.794117647058826,1610612757,55,54,2021-12-13T03:10:38Z,3390000,-11.0,-1.0,1,right,N. Powell driving reverse Layup (11 PTS) (R. Covington 3 AST),"[1626181, 203496]",1610612757.0,POR,driving reverse,,,Powell,N. Powell,,,,,1.11,Made,,,,,,,,,,11.0,,,,R. Covington,203496.0,3.0,,,
346,PT00M34.20S,2021-12-13T03:10:53.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629020,6.258212877792378,49.50980392156863,1610612750,55,56,2021-12-13T03:10:57Z,3410000,2.0,6.0,1,left,J. Vanderbilt cutting DUNK (5 PTS) (K. Towns 2 AST),"[1629020, 1626157]",1610612750.0,MIN,cutting,,,Vanderbilt,J. Vanderbilt,,,,,0.68,Made,,,,,,,,,,5.0,,,,K. Towns,1626157.0,2.0,,,
348,PT00M15.80S,2021-12-13T03:11:15.3Z,2,REGULAR,3pt,Jump Shot,[],1629014,67.7562417871222,32.35294117647059,1610612757,55,56,2021-12-13T03:11:18Z,3430000,-88.0,251.0,1,right,MISS A. Simons 26' step back 3PT,[1629014],1610612757.0,POR,step back,,,Simons,A. Simons,,,,,26.57,Missed,,,,,,,,,,,,,,,,,,,
349,PT00M12.80S,2021-12-13T03:11:18.3Z,2,REGULAR,rebound,offensive,[],203081,,,1610612757,55,56,2021-12-13T03:11:18Z,3440000,,,0,,D. Lillard REBOUND (Off:1 Def:4),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,348.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
350,PT00M12.10S,2021-12-13T03:11:19.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203081,92.85479632063075,4.901960784313726,1610612757,55,56,2021-12-13T03:11:23Z,3450000,-225.0,15.0,1,right,MISS D. Lillard fadeaway 3PT,[203081],1610612757.0,POR,fadeaway,,,Lillard,D. Lillard,,,,,22.6,Missed,,,,,,,,,,,,,,,,,,,
351,PT00M08.00S,2021-12-13T03:11:23.1Z,2,REGULAR,rebound,defensive,[],201976,,,1610612750,55,56,2021-12-13T03:11:23Z,3460000,,,0,,P. Beverley REBOUND (Off:0 Def:3),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,350.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
352,PT00M02.90S,2021-12-13T03:11:31.0Z,2,REGULAR,foul,offensive,['inpenalty'],1626157,,,1610612750,55,56,2021-12-13T03:11:37Z,3470000,,,0,,K. Towns offensive FOUL (2 PF),"[1626157, 203081]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,202053.0,2.0,0.0,Lillard,203081.0,,,,,,,,,,
354,PT00M02.90S,2021-12-13T03:11:31.0Z,2,REGULAR,turnover,offensive foul,[],1626157,,,1610612750,55,56,2021-12-13T03:11:31Z,3490000,,,0,,K. Towns offensive foul TURNOVER (3 TO),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,202053.0,,,,,,3.0,,,,,,,,
355,PT00M00.00S,2021-12-13T03:11:55.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629014,67.88764783180025,73.2843137254902,1610612757,55,56,2021-12-13T03:11:59Z,3500000,116.0,249.0,1,right,MISS A. Simons 27' pullup 3PT,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,27.52,Missed,,,,,,,,,,,,,,,,,,,
356,PT00M00.00S,2021-12-13T03:11:58.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612757,55,56,2021-12-13T03:11:58Z,3510000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,355.0,,,,,,,,,,,,,,,,,,
357,PT00M00.00S,2021-12-13T03:11:59.6Z,2,REGULAR,period,end,[],0,,,1610612757,55,56,2021-12-13T03:11:59Z,3520000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2021-12-13T03:26:04.9Z,3,REGULAR,substitution,out,['startperiod'],1629014,,,1610612757,55,56,2021-12-13T03:27:02Z,3530000,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2021-12-13T03:26:04.9Z,3,REGULAR,substitution,out,['startperiod'],203496,,,1610612757,55,56,2021-12-13T03:27:02Z,3540000,,,0,,SUB out: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT12M00.00S,2021-12-13T03:26:04.9Z,3,REGULAR,substitution,out,['startperiod'],1627736,,,1610612757,55,56,2021-12-13T03:27:02Z,3550000,,,0,,SUB out: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT12M00.00S,2021-12-13T03:26:04.9Z,3,REGULAR,substitution,in,['startperiod'],203994,,,1610612757,55,56,2021-12-13T03:27:02Z,3560000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT12M00.00S,2021-12-13T03:26:04.9Z,3,REGULAR,substitution,in,['startperiod'],1626204,,,1610612757,55,56,2021-12-13T03:27:02Z,3570000,,,0,,SUB in: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT12M00.00S,2021-12-13T03:26:04.9Z,3,REGULAR,substitution,in,['startperiod'],1630162,,,1610612757,55,56,2021-12-13T03:27:02Z,3580000,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT12M00.00S,2021-12-13T03:27:19.9Z,3,REGULAR,period,start,[],0,,,0,55,56,2021-12-13T03:27:19Z,3590000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT11M51.00S,2021-12-13T03:27:30.1Z,3,REGULAR,foul,personal,['2freethrow'],1629020,,,1610612757,55,56,2021-12-13T03:27:47Z,3600000,,,0,,J. Vanderbilt shooting personal FOUL (1 PF) (Nance Jr. 2 FT),"[1629020, 1626204]",1610612750.0,MIN,shooting,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,1627962.0,1.0,0.0,Nance Jr.,1626204.0,,,,,,,,,,
367,PT11M51.00S,2021-12-13T03:27:57.4Z,3,REGULAR,freethrow,1 of 2,[],1626204,,,1610612757,56,56,2021-12-13T03:27:57Z,3620000,,,0,,L. Nance Jr. Free Throw 1 of 2 (2 PTS),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,Made,,,,,,,,,,2.0,,,,,,,,,
368,PT11M51.00S,2021-12-13T03:27:57.4Z,3,REGULAR,freethrow,2 of 2,[],1626204,,,1610612757,56,56,2021-12-13T03:28:14Z,3630000,,,0,,MISS L. Nance Jr. Free Throw 2 of 2,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,,
369,PT11M47.00S,2021-12-13T03:28:01.4Z,3,REGULAR,rebound,offensive,[],1626204,,,1610612757,56,56,2021-12-13T03:28:14Z,3640000,,,0,,L. Nance Jr. REBOUND (Off:1 Def:3),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,368.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
