actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
451,PT04M09.00S,2021-10-28T03:43:53.9Z,3,REGULAR,turnover,lost ball,[],1629642,,,1610612757,76,68,2021-10-28T03:43:57Z,4490000,,,0,,N. Little lost ball TURNOVER (2 TO),"[1629642, 1630214]",1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,2.0,,,,,Tillman,1630214.0
452,PT04M09.00S,2021-10-28T03:43:53.9Z,3,REGULAR,steal,,[],1630214,,,1610612763,76,68,2021-10-28T03:44:04Z,4500000,,,0,,X. Tillman STEAL (1 STL),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,
453,PT04M01.00S,2021-10-28T03:44:05.8Z,3,REGULAR,foul,offensive,[],203937,,,1610612763,76,68,2021-10-28T03:44:16Z,4510000,,,0,,K. Anderson charge offensive FOUL (2 PF),"[203937, 203469]",1610612763.0,MEM,charge,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,202037.0,,2.0,0.0,Zeller,203469.0,,
455,PT04M01.00S,2021-10-28T03:44:05.8Z,3,REGULAR,turnover,offensive foul,[],203937,,,1610612763,76,68,2021-10-28T03:44:05Z,4530000,,,0,,K. Anderson offensive foul TURNOVER (2 TO),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,202037.0,2.0,,,,,,
456,PT03M49.00S,2021-10-28T03:44:31.8Z,3,REGULAR,foul,personal,[],1630533,,,1610612757,76,68,2021-10-28T03:44:37Z,4540000,,,0,,Z. Williams personal FOUL (3 PF),"[1630533, 203081]",1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,202037.0,,3.0,0.0,Lillard,203081.0,,
458,PT03M36.00S,2021-10-28T03:45:01.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203081,65.52233902759527,27.205882352941174,1610612757,76,68,2021-10-28T03:45:05Z,4560000,-114.0,272.0,1,right,MISS D. Lillard 29' step back 3PT,[203081],1610612757.0,POR,step back,,,Lillard,D. Lillard,,,,,29.46,Missed,,,,,,,,,,,,,,,,,,
459,PT03M35.00S,2021-10-28T03:45:02.4Z,3,REGULAR,rebound,offensive,[],1629642,,,1610612757,76,68,2021-10-28T03:45:05Z,4570000,,,0,,N. Little REBOUND (Off:2 Def:3),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,458.0,5.0,3.0,2.0,,,,,,,,,,,,,,
460,PT03M19.00S,2021-10-28T03:45:19.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203081,92.32917214191852,46.568627450980394,1610612757,76,68,2021-10-28T03:45:29Z,4580000,-17.0,20.0,1,right,MISS D. Lillard driving Layup - blocked,"[203081, 1630214]",1610612757.0,POR,driving,,,Lillard,D. Lillard,,,,,2.61,Missed,,,,,,,,,Tillman,1630214.0,,,,,,,,
461,PT03M19.00S,2021-10-28T03:45:19.6Z,3,REGULAR,block,,[],1630214,,,1610612757,76,68,2021-10-28T03:45:22Z,4590000,,,0,,X. Tillman BLOCK (1 BLK),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,
462,PT03M19.00S,2021-10-28T03:45:19.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612757,76,68,2021-10-28T03:45:30Z,4600000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,460.0,,,,,,,,,,,,,,,,,
463,PT03M18.00S,2021-10-28T03:45:31.7Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612757,76,68,2021-10-28T03:45:38Z,4610000,,,0,,POR shot clock Team TURNOVER,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,202053.0,,,,,,,
464,PT03M12.00S,2021-10-28T03:45:41.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629642,,,1610612763,76,68,2021-10-28T03:46:11Z,4620000,,,0,,N. Little shooting personal FOUL (4 PF) (Williams 2 FT),"[1629642, 1630533]",1610612757.0,POR,shooting,,,Little,N. Little,,,,,,,,,,,,,,,,,202037.0,,4.0,0.0,Williams,1630533.0,,
466,PT03M12.00S,2021-10-28T03:46:21.0Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1630533,,,1610612763,76,69,2021-10-28T03:46:21Z,4640000,,,0,,Z. Williams Free Throw 1 of 2 (4 PTS),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
467,PT03M12.00S,2021-10-28T03:46:21.8Z,3,REGULAR,substitution,out,[],1629642,,,1610612763,76,69,2021-10-28T03:46:28Z,4650000,,,0,,SUB out: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,
468,PT03M12.00S,2021-10-28T03:46:21.8Z,3,REGULAR,substitution,out,[],203496,,,1610612763,76,69,2021-10-28T03:46:28Z,4660000,,,0,,SUB out: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,
469,PT03M12.00S,2021-10-28T03:46:21.8Z,3,REGULAR,substitution,in,[],1626204,,,1610612763,76,69,2021-10-28T03:46:28Z,4670000,,,0,,SUB in: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,
470,PT03M12.00S,2021-10-28T03:46:21.8Z,3,REGULAR,substitution,in,[],1628372,,,1610612763,76,69,2021-10-28T03:46:28Z,4680000,,,0,,SUB in: D. Smith Jr.,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,
471,PT03M12.00S,2021-10-28T03:46:46.2Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1630533,,,1610612763,76,70,2021-10-28T03:46:46Z,4690000,,,0,,Z. Williams Free Throw 2 of 2 (5 PTS),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
472,PT02M54.00S,2021-10-28T03:47:05.9Z,3,REGULAR,2pt,Jump Shot,[],1629014,80.1084099868594,75.73529411764706,1610612757,76,70,2021-10-28T03:47:14Z,4700000,129.0,134.0,1,right,MISS A. Simons 18' pullup Shot,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,18.62,Missed,,,,,,,,,,,,,,,,,,
473,PT02M54.00S,2021-10-28T03:47:05.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612763,76,70,2021-10-28T03:47:14Z,4710000,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,472.0,,,,,,,,,,,,,,,,,
474,PT02M54.00S,2021-10-28T03:47:13.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203469,,,1610612763,76,70,2021-10-28T03:47:35Z,4720000,,,0,,C. Zeller loose ball personal FOUL (2 PF) (Konchar 2 FT),"[203469, 1629723]",1610612757.0,POR,loose ball,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,1179.0,,2.0,0.0,Konchar,1629723.0,,
476,PT02M54.00S,2021-10-28T03:47:41.5Z,3,REGULAR,freethrow,1 of 2,[],1629723,,,1610612763,76,70,2021-10-28T03:47:41Z,4740000,,,0,,MISS J. Konchar Free Throw 1 of 2,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,Missed,,,,,,,,,,,,,,,,,,
477,PT02M54.00S,2021-10-28T03:47:41.5Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,76,70,2021-10-28T03:47:41Z,4750000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,476.0,,,,,,,,,,,,,,,,,
478,PT02M54.00S,2021-10-28T03:47:58.6Z,3,REGULAR,freethrow,2 of 2,[],1629723,,,1610612763,76,70,2021-10-28T03:47:58Z,4760000,,,0,,MISS J. Konchar Free Throw 2 of 2,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,Missed,,,,,,,,,,,,,,,,,,
479,PT02M51.00S,2021-10-28T03:47:59.7Z,3,REGULAR,rebound,defensive,[],1626204,,,1610612757,76,70,2021-10-28T03:47:59Z,4770000,,,0,,L. Nance Jr. REBOUND (Off:1 Def:1),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,478.0,2.0,1.0,1.0,,,,,,,,,,,,,,
480,PT02M40.00S,2021-10-28T03:48:11.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203081,93.51182654402102,51.470588235294116,1610612757,76,70,2021-10-28T03:48:16Z,4780000,7.0,8.0,1,right,MISS D. Lillard driving Layup,[203081],1610612757.0,POR,driving,,,Lillard,D. Lillard,,,,,1.13,Missed,,,,,,,,,,,,,,,,,,
481,PT02M37.00S,2021-10-28T03:48:13.3Z,3,REGULAR,rebound,defensive,[],1629723,,,1610612763,76,70,2021-10-28T03:48:13Z,4790000,,,0,,J. Konchar REBOUND (Off:2 Def:2),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,480.0,4.0,2.0,2.0,,,,,,,,,,,,,,
482,PT02M32.00S,2021-10-28T03:48:21.2Z,3,REGULAR,turnover,out-of-bounds,[],1629630,,,1610612763,76,70,2021-10-28T03:48:28Z,4800000,,,0,,J. Morant bad pass out-of-bounds TURNOVER (6 TO),[1629630],1610612763.0,MEM,bad pass,,,Morant,J. Morant,,,,,,,,,,,,,,,,,202053.0,6.0,,,,,,
483,PT02M12.00S,2021-10-28T03:48:44.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1626204,94.03745072273325,49.50980392156863,1610612757,78,70,2021-10-28T03:48:51Z,4810000,-2.0,4.0,1,right,L. Nance Jr. cutting DUNK (2 PTS) (D. Smith Jr. 2 AST),"[1626204, 1628372]",1610612757.0,POR,cutting,,,Nance Jr.,L. Nance Jr.,,,,,0.43,Made,,,,,2.0,D. Smith Jr.,1628372.0,2.0,,,,,,,,,,
485,PT01M57.00S,2021-10-28T03:48:59.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203937,6.521024967148489,49.50980392156863,1610612763,78,70,2021-10-28T03:49:05Z,4830000,2.0,9.0,1,left,MISS K. Anderson driving finger roll Layup,[203937],1610612763.0,MEM,driving finger roll,,,Anderson,K. Anderson,,,,,0.91,Missed,,,,,,,,,,,,,,,,,,
486,PT01M55.00S,2021-10-28T03:49:01.3Z,3,REGULAR,rebound,defensive,[],203469,,,1610612757,78,70,2021-10-28T03:49:05Z,4840000,,,0,,C. Zeller REBOUND (Off:2 Def:1),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,485.0,3.0,1.0,2.0,,,,,,,,,,,,,,
487,PT01M52.00S,2021-10-28T03:49:05.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629723,,,1610612757,78,70,2021-10-28T03:49:25Z,4850000,,,0,,J. Konchar personal FOUL (1 PF) (Smith Jr. 2 FT),"[1629723, 1628372]",1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,202037.0,,1.0,0.0,Smith Jr.,1628372.0,,
489,PT01M52.00S,2021-10-28T03:49:36.4Z,3,REGULAR,freethrow,1 of 2,[],1628372,,,1610612757,78,70,2021-10-28T03:49:36Z,4870000,,,0,,MISS D. Smith Jr. Free Throw 1 of 2,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,
490,PT01M52.00S,2021-10-28T03:49:36.4Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,78,70,2021-10-28T03:49:36Z,4880000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,489.0,,,,,,,,,,,,,,,,,
491,PT01M52.00S,2021-10-28T03:49:37.2Z,3,REGULAR,substitution,out,[],1629723,,,1610612757,78,70,2021-10-28T03:49:41Z,4890000,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,
492,PT01M52.00S,2021-10-28T03:49:37.2Z,3,REGULAR,substitution,in,[],1630217,,,1610612757,78,70,2021-10-28T03:49:41Z,4900000,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,
493,PT01M52.00S,2021-10-28T03:49:53.5Z,3,REGULAR,freethrow,2 of 2,[],1628372,,,1610612757,79,70,2021-10-28T03:49:53Z,4910000,,,0,,D. Smith Jr. Free Throw 2 of 2 (1 PTS),[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
494,PT01M38.00S,2021-10-28T03:50:08.9Z,3,REGULAR,2pt,Jump Shot,[],1630217,11.251642575558476,33.57843137254902,1610612763,79,72,2021-10-28T03:50:17Z,4920000,82.0,53.0,1,left,D. Bane 9' driving floating bank Jump Shot (19 PTS) (J. Morant 8 AST),"[1630217, 1629630]",1610612763.0,MEM,driving floating bank,,,Bane,D. Bane,,,,,9.79,Made,,,,,19.0,J. Morant,1629630.0,8.0,,,,,,,,,,
496,PT01M15.00S,2021-10-28T03:50:31.7Z,3,REGULAR,2pt,Jump Shot,[],203081,91.27792378449409,70.83333333333334,1610612757,81,72,2021-10-28T03:50:39Z,4940000,104.0,29.0,1,right,D. Lillard 10' turnaround fadeaway Jump Shot (20 PTS),[203081],1610612757.0,POR,turnaround fadeaway,,,Lillard,D. Lillard,,,,,10.83,Made,,,,,20.0,,,,,,,,,,,,,
497,PT01M09.00S,2021-10-28T03:50:40.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628372,,,1610612763,81,72,2021-10-28T03:50:46Z,4950000,,,0,,D. Smith Jr. personal FOUL (1 PF) (Morant 2 FT),"[1628372, 1629630]",1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,1179.0,,1.0,1.0,Morant,1629630.0,,
499,PT01M09.00S,2021-10-28T03:51:01.8Z,3,REGULAR,freethrow,1 of 2,[],1629630,,,1610612763,81,73,2021-10-28T03:51:01Z,4970000,,,0,,J. Morant Free Throw 1 of 2 (15 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
500,PT01M09.00S,2021-10-28T03:51:13.4Z,3,REGULAR,freethrow,2 of 2,[],1629630,,,1610612763,81,74,2021-10-28T03:51:13Z,4980000,,,0,,J. Morant Free Throw 2 of 2 (16 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Made,,,,,16.0,,,,,,,,,,,,,
501,PT00M57.90S,2021-10-28T03:51:28.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203469,93.51182654402102,49.50980392156863,1610612757,83,74,2021-10-28T03:51:32Z,4990000,-2.0,8.0,1,right,C. Zeller cutting Layup (7 PTS) (D. Lillard 9 AST),"[203469, 203081]",1610612757.0,POR,cutting,,,Zeller,C. Zeller,,,,,0.89,Made,,,,,7.0,D. Lillard,203081.0,9.0,,,,,,,,,,
503,PT00M41.30S,2021-10-28T03:51:46.3Z,3,REGULAR,turnover,bad pass,[],1630217,,,1610612763,83,74,2021-10-28T03:51:52Z,5010000,,,0,,D. Bane bad pass TURNOVER (2 TO),"[1630217, 1629014]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,2.0,,,,,Simons,1629014.0
504,PT00M41.30S,2021-10-28T03:51:46.3Z,3,REGULAR,steal,,[],1629014,,,1610612757,83,74,2021-10-28T03:51:48Z,5020000,,,0,,A. Simons STEAL (1 STL),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,
505,PT00M37.40S,2021-10-28T03:51:50.2Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203081,70.77858081471747,78.92156862745098,1610612757,83,74,2021-10-28T03:51:56Z,5030000,145.0,222.0,1,right,MISS D. Lillard 26' running 3PT,[203081],1610612757.0,POR,running,,,Lillard,D. Lillard,,,,,26.51,Missed,,,,,,,,,,,,,,,,,,
506,PT00M34.40S,2021-10-28T03:51:53.2Z,3,REGULAR,rebound,offensive,[],1626204,,,1610612757,83,74,2021-10-28T03:51:53Z,5040000,,,0,,L. Nance Jr. REBOUND (Off:2 Def:1),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,505.0,3.0,1.0,2.0,,,,,,,,,,,,,,
507,PT00M32.40S,2021-10-28T03:51:55.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626204,94.03745072273325,49.754901960784316,1610612757,85,74,2021-10-28T03:54:35Z,5050000,-1.0,4.0,1,right,L. Nance Jr. reverse Layup (4 PTS),[1626204],1610612757.0,POR,reverse,,,Nance Jr.,L. Nance Jr.,,,,,0.37,Made,,,,,4.0,,,,,,,,,,,,,
508,PT00M30.00S,2021-10-28T03:52:11.3Z,3,REGULAR,stoppage,blood rule,[],0,,,1610612763,85,74,2021-10-28T03:52:11Z,5060000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT00M30.00S,2021-10-28T03:56:03.1Z,3,REGULAR,substitution,out,[],1630217,,,1610612763,85,74,2021-10-28T03:56:05Z,5110000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,
514,PT00M30.00S,2021-10-28T03:56:03.1Z,3,REGULAR,substitution,in,[],1629001,,,1610612763,85,74,2021-10-28T03:56:05Z,5120000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,
515,PT00M08.70S,2021-10-28T03:56:19.4Z,3,REGULAR,3pt,Jump Shot,[],1630214,7.835085413929041,5.637254901960785,1610612763,85,77,2021-10-28T03:56:25Z,5130000,222.0,21.0,1,left,X. Tillman 3PT  (3 PTS) (J. Morant 9 AST),"[1630214, 1629630]",1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,22.28,Made,,,,,3.0,J. Morant,1629630.0,9.0,,,,,,,,,,
517,PT00M00.30S,2021-10-28T03:56:32.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1626204,93.9060446780552,49.50980392156863,1610612757,87,77,2021-10-28T03:56:38Z,5150000,-2.0,5.0,1,right,L. Nance Jr. DUNK (6 PTS) (D. Lillard 10 AST),"[1626204, 203081]",1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,0.54,Made,,,,,6.0,D. Lillard,203081.0,10.0,,,,,,,,,,
519,PT00M00.00S,2021-10-28T03:56:38.9Z,3,REGULAR,period,end,[],0,,,1610612763,87,77,2021-10-28T03:56:38Z,5170000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT12M00.00S,2021-10-28T03:58:37.5Z,4,REGULAR,substitution,out,['startperiod'],203081,,,1610612763,87,77,2021-10-28T03:59:45Z,5180000,,,0,,SUB out: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,
521,PT12M00.00S,2021-10-28T03:58:37.5Z,4,REGULAR,substitution,out,['startperiod'],203937,,,1610612763,87,77,2021-10-28T03:59:45Z,5190000,,,0,,SUB out: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,
522,PT12M00.00S,2021-10-28T03:58:37.5Z,4,REGULAR,substitution,out,['startperiod'],1629630,,,1610612763,87,77,2021-10-28T03:59:45Z,5200000,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,
523,PT12M00.00S,2021-10-28T03:58:37.5Z,4,REGULAR,substitution,out,['startperiod'],1629001,,,1610612763,87,77,2021-10-28T03:59:45Z,5210000,,,0,,SUB out: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,
524,PT12M00.00S,2021-10-28T03:58:37.5Z,4,REGULAR,substitution,in,['startperiod'],203468,,,1610612763,87,77,2021-10-28T03:59:45Z,5220000,,,0,,SUB in: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,
525,PT12M00.00S,2021-10-28T03:58:37.5Z,4,REGULAR,substitution,in,['startperiod'],1630241,,,1610612763,87,77,2021-10-28T03:59:45Z,5230000,,,0,,SUB in: S. Merrill,[1630241],1610612763.0,MEM,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,
526,PT12M00.00S,2021-10-28T03:58:37.5Z,4,REGULAR,substitution,in,['startperiod'],1626145,,,1610612763,87,77,2021-10-28T03:59:45Z,5240000,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,
527,PT12M00.00S,2021-10-28T03:58:37.5Z,4,REGULAR,substitution,in,['startperiod'],1628991,,,1610612763,87,77,2021-10-28T03:59:45Z,5250000,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,
528,PT12M00.00S,2021-10-28T04:00:16.3Z,4,REGULAR,period,start,[],0,,,1610612763,87,77,2021-10-28T04:00:16Z,5260000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT11M43.00S,2021-10-28T04:00:31.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,10.988830486202366,46.32352941176471,1610612763,87,77,2021-10-28T04:00:39Z,5270000,18.0,51.0,1,left,MISS J. Jackson Jr. driving floating Shot,[1628991],1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,5.4,Missed,,,,,,,,,,,,,,,,,,
530,PT11M40.00S,2021-10-28T04:00:34.9Z,4,REGULAR,rebound,defensive,[],203468,,,1610612757,87,77,2021-10-28T04:00:39Z,5280000,,,0,,C. McCollum REBOUND (Off:0 Def:4),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,529.0,4.0,4.0,0.0,,,,,,,,,,,,,,
531,PT11M30.00S,2021-10-28T04:00:45.0Z,4,REGULAR,3pt,Jump Shot,[],1629014,67.23061760840999,55.392156862745104,1610612757,87,77,2021-10-28T04:00:50Z,5290000,27.0,256.0,1,right,MISS A. Simons 25' step back 3PT,[1629014],1610612757.0,POR,step back,,,Simons,A. Simons,,,,,25.69,Missed,,,,,,,,,,,,,,,,,,
532,PT11M26.00S,2021-10-28T04:00:49.0Z,4,REGULAR,rebound,offensive,[],203469,,,1610612757,87,77,2021-10-28T04:00:50Z,5300000,,,0,,C. Zeller REBOUND (Off:3 Def:1),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,531.0,4.0,1.0,3.0,,,,,,,,,,,,,,
533,PT11M24.00S,2021-10-28T04:00:53.5Z,4,REGULAR,foul,personal,['2freethrow'],1628991,,,1610612757,87,77,2021-10-28T04:01:01Z,5310000,,,0,,J. Jackson Jr. shooting personal FOUL (5 PF) (Smith Jr. 2 FT),"[1628991, 1628372]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,202053.0,,5.0,0.0,Smith Jr.,1628372.0,,
535,PT11M24.00S,2021-10-28T04:01:16.9Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1628372,,,1610612757,88,77,2021-10-28T04:01:57Z,5330000,,,0,,D. Smith Jr. Free Throw 1 of 2 (2 PTS),[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
536,PT11M24.00S,2021-10-28T04:01:16.9Z,4,REGULAR,violation,lane,[],1628991,,,1610612757,88,77,2021-10-28T04:01:57Z,5340000,,,0,,J. Jackson Jr. lane VIOLATION,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,
537,PT11M24.00S,2021-10-28T04:01:16.9Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1628372,,,1610612757,88,77,2021-10-28T04:01:57Z,5350000,,,0,,MISS D. Smith Jr. Free Throw 2 of 2,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,
538,PT11M21.00S,2021-10-28T04:01:19.9Z,4,REGULAR,rebound,offensive,[],1626204,,,1610612757,88,77,2021-10-28T04:01:57Z,5360000,,,0,,L. Nance Jr. REBOUND (Off:3 Def:1),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,537.0,4.0,1.0,3.0,,,,,,,,,,,,,,
539,PT11M16.00S,2021-10-28T04:02:00.6Z,4,REGULAR,foul,personal,[],1630533,,,1610612757,88,77,2021-10-28T04:02:28Z,5370000,,,0,,Z. Williams personal FOUL (4 PF),"[1630533, 1626204]",1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,202037.0,,4.0,0.0,Nance Jr.,1626204.0,,
541,PT11M11.00S,2021-10-28T04:02:27.2Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203469,94.03745072273325,48.529411764705884,1610612757,90,77,2021-10-28T04:02:31Z,5390000,-7.0,4.0,1,right,C. Zeller cutting DUNK (9 PTS) (C. McCollum 2 AST),"[203469, 203468]",1610612757.0,POR,cutting,,,Zeller,C. Zeller,,,,,0.82,Made,,,,,9.0,C. McCollum,203468.0,2.0,,,,,,,,,,
543,PT10M57.00S,2021-10-28T04:02:44.3Z,4,REGULAR,foul,offensive,[],1630214,,,1610612763,90,77,2021-10-28T04:02:51Z,5410000,,,0,,X. Tillman offensive FOUL (1 PF),"[1630214, 203469]",1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,1179.0,,1.0,0.0,Zeller,203469.0,,
545,PT10M57.00S,2021-10-28T04:02:44.3Z,4,REGULAR,turnover,offensive foul,[],1630214,,,1610612763,90,77,2021-10-28T04:02:44Z,5430000,,,0,,X. Tillman offensive foul TURNOVER (1 TO),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,1179.0,1.0,,,,,,
546,PT10M36.00S,2021-10-28T04:03:16.4Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203468,80.3712220762155,49.50980392156863,1610612757,90,77,2021-10-28T04:03:24Z,5440000,-2.0,132.0,1,right,MISS C. McCollum 13' step back Shot,[203468],1610612757.0,POR,step back,,,McCollum,C. McCollum,,,,,13.2,Missed,,,,,,,,,,,,,,,,,,
