actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,value
267,PT03M06.00S,2021-11-21T04:00:51.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203994,94.43166885676742,48.529411764705884,1610612757,51,39,2021-11-21T04:00:55Z,2620000,-7.0,0.0,1,right,J. Nurkic DUNK (6 PTS) (R. Covington 1 AST),"[203994, 203496]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,0.74,Made,6.0,,,,,,,,,,,,,R. Covington,203496.0,1.0,,,
269,PT02M43.00S,2021-11-21T04:01:14.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629003,19.66162943495401,51.71568627450981,1610612755,51,41,2021-11-21T04:01:19Z,2640000,-9.0,132.0,1,left,S. Milton 13' driving floating Jump Shot (6 PTS) (T. Harris 1 AST),"[1629003, 202699]",1610612755.0,PHI,driving floating,,,Milton,S. Milton,,,,,13.26,Made,6.0,,,,,,,,,,,,,T. Harris,202699.0,1.0,,,
271,PT02M29.00S,2021-11-21T04:01:28.4Z,2,REGULAR,turnover,bad pass,[],203081,,,1610612757,51,41,2021-11-21T04:01:36Z,2660000,,,0,,D. Lillard bad pass TURNOVER (2 TO),"[203081, 203083]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,2.0,,,,Drummond,203083.0,
272,PT02M29.00S,2021-11-21T04:01:28.4Z,2,REGULAR,steal,,[],203083,,,1610612755,51,41,2021-11-21T04:01:30Z,2670000,,,0,,A. Drummond STEAL (1 STL),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT02M22.00S,2021-11-21T04:01:35.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629003,28.86005256241787,78.43137254901961,1610612755,51,41,2021-11-21T04:01:49Z,2680000,-142.0,219.0,1,left,MISS S. Milton 26' 3PT,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,26.09,Missed,,,,,,,,,,,,,,,,,,,
274,PT02M18.00S,2021-11-21T04:01:39.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612755,51,41,2021-11-21T04:01:49Z,2690000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,273.0,,,,,,,,,,,,,,,,,
275,PT02M18.00S,2021-11-21T04:01:43.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,51,41,2021-11-21T04:01:43Z,2700000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT02M05.00S,2021-11-21T04:02:06.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",202699,16.770696452036795,62.5,1610612755,51,41,2021-11-21T04:02:09Z,2710000,-62.0,105.0,1,left,MISS T. Harris 12' turnaround fadeaway Shot,[202699],1610612755.0,PHI,turnaround fadeaway,,,Harris,T. Harris,,,,,12.23,Missed,,,,,,,,,,,,,,,,,,,
277,PT02M03.00S,2021-11-21T04:02:08.3Z,2,REGULAR,rebound,defensive,[],203496,,,1610612757,51,41,2021-11-21T04:02:09Z,2720000,,,0,,R. Covington REBOUND (Off:0 Def:2),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,276.0,2.0,2.0,0.0,,,,,,,,,,,,,,
278,PT01M51.00S,2021-11-21T04:02:20.6Z,2,REGULAR,turnover,lost ball,[],1626181,,,1610612757,51,41,2021-11-21T04:02:23Z,2730000,,,0,,N. Powell lost ball TURNOVER (1 TO),"[1626181, 1630178]",1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,1.0,,,,Maxey,1630178.0,
279,PT01M51.00S,2021-11-21T04:02:20.6Z,2,REGULAR,steal,,[],1630178,,,1610612755,51,41,2021-11-21T04:02:22Z,2740000,,,0,,T. Maxey STEAL (1 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT01M49.00S,2021-11-21T04:02:26.0Z,2,REGULAR,foul,personal,[],203496,,,1610612755,51,41,2021-11-21T04:02:34Z,2750000,,,0,,R. Covington take personal FOUL (2 PF),"[203496, 1630178]",1610612757.0,POR,take,,,Covington,R. Covington,,,,,,,,,,,,,,1830.0,2.0,0.0,Maxey,1630178.0,,,,,,,
282,PT01M37.00S,2021-11-21T04:02:59.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203496,,,1610612755,51,41,2021-11-21T04:03:08Z,2770000,,,0,,R. Covington personal FOUL (3 PF) (Harris 2 FT),"[203496, 202699]",1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,202035.0,3.0,0.0,Harris,202699.0,,,,,,,
284,PT01M37.00S,2021-11-21T04:03:43.0Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],202699,,,1610612755,51,42,2021-11-21T04:03:43Z,2790000,,,0,,T. Harris Free Throw 1 of 2 (11 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
285,PT01M37.00S,2021-11-21T04:03:43.6Z,2,REGULAR,substitution,out,[],203496,,,1610612755,51,42,2021-11-21T04:03:47Z,2800000,,,0,,SUB out: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT01M37.00S,2021-11-21T04:03:43.6Z,2,REGULAR,substitution,out,[],1630178,,,1610612755,51,42,2021-11-21T04:03:47Z,2810000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT01M37.00S,2021-11-21T04:03:43.6Z,2,REGULAR,substitution,in,[],1626204,,,1610612755,51,42,2021-11-21T04:03:47Z,2820000,,,0,,SUB in: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT01M37.00S,2021-11-21T04:03:43.6Z,2,REGULAR,substitution,in,[],1629680,,,1610612755,51,42,2021-11-21T04:03:47Z,2830000,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT01M37.00S,2021-11-21T04:04:06.1Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],202699,,,1610612755,51,43,2021-11-21T04:04:06Z,2840000,,,0,,T. Harris Free Throw 2 of 2 (12 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
290,PT01M18.00S,2021-11-21T04:04:29.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,92.46057818659659,46.81372549019608,1610612757,51,43,2021-11-21T04:04:34Z,2850000,-16.0,18.0,1,right,MISS N. Powell driving Layup - blocked,"[1626181, 203083]",1610612757.0,POR,driving,,,Powell,N. Powell,,,,,2.43,Missed,,,,,,Drummond,203083.0,,,,,,,,,,,,
291,PT01M18.00S,2021-11-21T04:04:29.3Z,2,REGULAR,block,,[],203083,,,1610612757,51,43,2021-11-21T04:04:32Z,2860000,,,0,,A. Drummond BLOCK (1 BLK),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT01M18.00S,2021-11-21T04:04:29.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612755,51,43,2021-11-21T04:04:34Z,2870000,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,290.0,,,,,,,,,,,,,,,,,
293,PT01M18.00S,2021-11-21T04:04:35.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,51,43,2021-11-21T04:04:35Z,2880000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT00M57.20S,2021-11-21T04:05:21.5Z,2,REGULAR,3pt,Jump Shot,[],203552,23.47240473061761,87.74509803921569,1610612755,51,43,2021-11-21T04:05:26Z,2890000,-189.0,168.0,1,left,MISS S. Curry 25' pullup 3PT,[203552],1610612755.0,PHI,pullup,,,Curry,S. Curry,,,,,25.27,Missed,,,,,,,,,,,,,,,,,,,
295,PT00M54.10S,2021-11-21T04:05:24.6Z,2,REGULAR,rebound,offensive,[],1629680,,,1610612755,51,43,2021-11-21T04:05:26Z,2900000,,,0,,M. Thybulle REBOUND (Off:1 Def:0),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,294.0,1.0,0.0,1.0,,,,,,,,,,,,,,
296,PT00M51.10S,2021-11-21T04:05:29.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203083,5.206964520367937,49.754901960784316,1610612755,51,45,2021-11-21T04:05:32Z,2910000,1.0,-4.0,1,left,A. Drummond alley-oop DUNK (2 PTS) (T. Harris 2 AST),"[203083, 202699]",1610612755.0,PHI,alley-oop,,,Drummond,A. Drummond,,,,,0.38,Made,2.0,,,,,,,,,,,,,T. Harris,202699.0,2.0,,,
298,PT00M41.80S,2021-11-21T04:05:42.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629680,,,1610612757,51,45,2021-11-21T04:05:50Z,2930000,,,0,,M. Thybulle personal FOUL (3 PF) (Lillard 2 FT),"[1629680, 203081]",1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,1830.0,3.0,0.0,Lillard,203081.0,,,,,,,
300,PT00M41.80S,2021-11-21T04:06:26.3Z,2,REGULAR,freethrow,1 of 2,[],203081,,,1610612757,52,45,2021-11-21T04:06:26Z,2950000,,,0,,D. Lillard Free Throw 1 of 2 (16 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,
301,PT00M41.80S,2021-11-21T04:06:26.7Z,2,REGULAR,substitution,out,[],1629680,,,1610612757,52,45,2021-11-21T04:06:28Z,2960000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT00M41.80S,2021-11-21T04:06:26.7Z,2,REGULAR,substitution,in,[],1627788,,,1610612757,52,45,2021-11-21T04:06:28Z,2970000,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT00M41.80S,2021-11-21T04:06:47.5Z,2,REGULAR,freethrow,2 of 2,[],203081,,,1610612757,53,45,2021-11-21T04:06:47Z,2980000,,,0,,D. Lillard Free Throw 2 of 2 (17 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,Made,17.0,,,,,,,,,,,,,,,,,,
304,PT00M34.30S,2021-11-21T04:06:56.9Z,2,REGULAR,2pt,Jump Shot,[],1629003,20.97568988173456,50.245098039215684,1610612755,53,45,2021-11-21T04:07:01Z,2990000,-1.0,145.0,1,left,MISS S. Milton 14' pullup Shot - blocked,"[1629003, 203081]",1610612755.0,PHI,pullup,,,Milton,S. Milton,,,,,14.47,Missed,,,,,,Lillard,203081.0,,,,,,,,,,,,
305,PT00M34.30S,2021-11-21T04:06:56.9Z,2,REGULAR,block,,[],203081,,,1610612755,53,45,2021-11-21T04:06:58Z,3000000,,,0,,D. Lillard BLOCK (2 BLK),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT00M32.00S,2021-11-21T04:06:59.2Z,2,REGULAR,rebound,defensive,[],1626181,,,1610612757,53,45,2021-11-21T04:07:01Z,3010000,,,0,,N. Powell REBOUND (Off:0 Def:1),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,304.0,1.0,1.0,0.0,,,,,,,,,,,,,,
307,PT00M25.10S,2021-11-21T04:07:08.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,53,45,2021-11-21T04:07:08Z,3020000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT00M23.60S,2021-11-21T04:07:28.3Z,2,REGULAR,2pt,Jump Shot,[],203468,91.93495400788436,19.362745098039216,1610612757,55,45,2021-11-21T04:07:32Z,3030000,-153.0,23.0,1,right,C. McCollum 15' Jump Shot (18 PTS) (N. Powell 1 AST),"[203468, 1626181]",1610612757.0,POR,,,,McCollum,C. McCollum,,,,,15.5,Made,18.0,,,,,,,,,,,,,N. Powell,1626181.0,1.0,,,
310,PT00M02.10S,2021-11-21T04:07:55.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626204,,,1610612755,55,45,2021-11-21T04:08:04Z,3050000,,,0,,L. Nance Jr. personal FOUL (1 PF) (Curry 2 FT),"[1626204, 203552]",1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,202035.0,1.0,0.0,Curry,203552.0,,,,,,,
312,PT00M02.10S,2021-11-21T04:08:24.7Z,2,REGULAR,freethrow,1 of 2,[],203552,,,1610612755,55,46,2021-11-21T04:08:24Z,3070000,,,0,,S. Curry Free Throw 1 of 2 (7 PTS),[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
313,PT00M02.10S,2021-11-21T04:08:24.7Z,2,REGULAR,freethrow,2 of 2,[],203552,,,1610612755,55,46,2021-11-21T04:08:43Z,3080000,,,0,,MISS S. Curry Free Throw 2 of 2,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,Missed,,,,,,,,,,,,,,,,,,,
314,PT00M00.50S,2021-11-21T04:08:26.3Z,2,REGULAR,rebound,defensive,[],203994,,,1610612757,55,46,2021-11-21T04:08:43Z,3090000,,,0,,J. Nurkic REBOUND (Off:0 Def:7),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,313.0,7.0,7.0,0.0,,,,,,,,,,,,,,
315,PT00M00.00S,2021-11-21T04:08:45.1Z,2,REGULAR,period,end,[],0,,,1610612757,55,46,2021-11-21T04:08:45Z,3100000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT12M00.00S,2021-11-21T04:22:55.3Z,3,REGULAR,substitution,out,['startperiod'],1626204,,,1610612757,55,46,2021-11-21T04:23:42Z,3110000,,,0,,SUB out: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2021-11-21T04:22:55.3Z,3,REGULAR,substitution,out,['startperiod'],1629003,,,1610612757,55,46,2021-11-21T04:23:42Z,3120000,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2021-11-21T04:22:55.3Z,3,REGULAR,substitution,out,['startperiod'],1627788,,,1610612757,55,46,2021-11-21T04:23:42Z,3130000,,,0,,SUB out: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2021-11-21T04:22:55.3Z,3,REGULAR,substitution,in,['startperiod'],203496,,,1610612757,55,46,2021-11-21T04:23:42Z,3140000,,,0,,SUB in: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2021-11-21T04:22:55.3Z,3,REGULAR,substitution,in,['startperiod'],1627777,,,1610612757,55,46,2021-11-21T04:23:42Z,3150000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2021-11-21T04:22:55.3Z,3,REGULAR,substitution,in,['startperiod'],1630178,,,1610612757,55,46,2021-11-21T04:23:42Z,3160000,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT12M00.00S,2021-11-21T04:23:59.7Z,3,REGULAR,period,start,[],0,,,1610612755,55,46,2021-11-21T04:23:59Z,3170000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT11M50.00S,2021-11-21T04:24:09.1Z,3,REGULAR,3pt,Jump Shot,[],1630178,71.04139290407359,81.37254901960785,1610612755,55,46,2021-11-21T04:24:15Z,3180000,157.0,220.0,1,right,MISS T. Maxey 27' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,27.0,Missed,,,,,,,,,,,,,,,,,,,
324,PT11M47.00S,2021-11-21T04:24:12.1Z,3,REGULAR,rebound,defensive,[],203468,,,1610612757,55,46,2021-11-21T04:24:15Z,3190000,,,0,,C. McCollum REBOUND (Off:0 Def:3),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,323.0,3.0,3.0,0.0,,,,,,,,,,,,,,
325,PT11M34.00S,2021-11-21T04:24:26.7Z,3,REGULAR,foul,personal,[],1627777,,,1610612757,55,46,2021-11-21T04:24:37Z,3200000,,,0,,G. Niang personal FOUL (2 PF),"[1627777, 203994]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,202035.0,2.0,0.0,Nurkic,203994.0,,,,,,,
327,PT11M28.00S,2021-11-21T04:24:45.7Z,3,REGULAR,3pt,Jump Shot,[],203496,7.440867279894875,96.32352941176471,1610612757,58,46,2021-11-21T04:24:49Z,3220000,-232.0,17.0,1,left,R. Covington 3PT  (3 PTS) (D. Lillard 2 AST),"[203496, 203081]",1610612757.0,POR,,,,Covington,R. Covington,,,,,23.23,Made,3.0,,,,,,,,,,,,,D. Lillard,203081.0,2.0,,,
329,PT11M09.00S,2021-11-21T04:25:03.9Z,3,REGULAR,3pt,Jump Shot,[],1627777,91.80354796320631,2.2058823529411766,1610612755,58,46,2021-11-21T04:25:09Z,3240000,-239.0,25.0,1,right,MISS G. Niang 24' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,24.03,Missed,,,,,,,,,,,,,,,,,,,
330,PT11M06.00S,2021-11-21T04:25:06.9Z,3,REGULAR,rebound,defensive,[],203994,,,1610612757,58,46,2021-11-21T04:25:09Z,3250000,,,0,,J. Nurkic REBOUND (Off:0 Def:8),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,329.0,8.0,8.0,0.0,,,,,,,,,,,,,,
331,PT10M52.00S,2021-11-21T04:25:20.7Z,3,REGULAR,2pt,Jump Shot,[],1626181,21.23850197109067,31.61764705882353,1610612757,60,46,2021-11-21T04:25:26Z,3260000,92.0,147.0,1,left,N. Powell 17' driving floating bank Jump Shot (6 PTS),[1626181],1610612757.0,POR,driving floating bank,,,Powell,N. Powell,,,,,17.34,Made,6.0,,,,,,,,,,,,,,,,,,
332,PT10M31.00S,2021-11-21T04:25:42.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627777,94.03745072273325,51.9607843137255,1610612755,60,48,2021-11-21T04:25:48Z,3270000,10.0,4.0,1,right,G. Niang driving Layup (8 PTS) (A. Drummond 2 AST),"[1627777, 203083]",1610612755.0,PHI,driving,,,Niang,G. Niang,,,,,1.04,Made,8.0,,,,,,,,,,,,,A. Drummond,203083.0,2.0,,,
334,PT10M16.00S,2021-11-21T04:25:57.3Z,3,REGULAR,3pt,Jump Shot,[],203081,25.706307490144546,91.66666666666666,1610612757,60,48,2021-11-21T04:26:02Z,3290000,-208.0,189.0,1,left,MISS D. Lillard 28' pullup 3PT,[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,28.13,Missed,,,,,,,,,,,,,,,,,,,
335,PT10M13.00S,2021-11-21T04:26:00.3Z,3,REGULAR,rebound,defensive,[],1627777,,,1610612755,60,48,2021-11-21T04:26:02Z,3300000,,,0,,G. Niang REBOUND (Off:0 Def:4),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,334.0,4.0,4.0,0.0,,,,,,,,,,,,,,
336,PT10M07.00S,2021-11-21T04:26:07.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203083,94.1688567674113,47.794117647058826,1610612755,60,50,2021-11-21T04:26:12Z,3310000,-11.0,2.0,1,right,A. Drummond alley-oop Layup (4 PTS) (T. Harris 3 AST),"[203083, 202699]",1610612755.0,PHI,alley-oop,,,Drummond,A. Drummond,,,,,1.12,Made,4.0,,,,,,,,,,,,,T. Harris,202699.0,3.0,,,
338,PT10M05.00S,2021-11-21T04:26:16.5Z,3,REGULAR,foul,technical,['1freethrow'],203083,,,1610612757,60,50,2021-11-21T04:26:24Z,3330000,,,0,,A. Drummond technical FOUL (1 Tech),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,202035.0,1.0,1.0,,,,,,,,,
339,PT10M05.00S,2021-11-21T04:26:38.1Z,3,REGULAR,freethrow,1 of 1,[],203081,,,1610612757,61,50,2021-11-21T04:26:38Z,3340000,,,0,,D. Lillard technical Free Throw 1 of 1 (18 PTS),[203081],1610612757.0,POR,technical,,,Lillard,D. Lillard,,,,,,Made,18.0,,,,,,,,,,,,,,,,,,
340,PT09M51.00S,2021-11-21T04:27:12.1Z,3,REGULAR,foul,personal,[],203083,,,1610612757,61,50,2021-11-21T04:27:17Z,3350000,,,0,,A. Drummond personal FOUL (2 PF),"[203083, 203081]",1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,203592.0,2.0,1.0,Lillard,203081.0,,,,,,,
342,PT09M39.00S,2021-11-21T04:27:35.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,5.601182654402102,57.84313725490197,1610612757,61,50,2021-11-21T04:27:39Z,3370000,-39.0,0.0,1,left,MISS C. McCollum driving floating Shot,[203468],1610612757.0,POR,driving floating,,,McCollum,C. McCollum,,,,,3.92,Missed,,,,,,,,,,,,,,,,,,,
343,PT09M38.00S,2021-11-21T04:27:36.9Z,3,REGULAR,rebound,offensive,[],203994,,,1610612757,61,50,2021-11-21T04:27:36Z,3380000,,,0,,J. Nurkic REBOUND (Off:1 Def:8),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,342.0,9.0,8.0,1.0,,,,,,,,,,,,,,
344,PT09M37.00S,2021-11-21T04:27:37.8Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203994,8.492115637319317,47.30392156862745,1610612757,61,50,2021-11-21T04:27:42Z,3390000,13.0,27.0,1,left,MISS J. Nurkic Hook,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,3.05,Missed,,,,,,,,,,,,,,,,,,,
345,PT09M36.00S,2021-11-21T04:27:38.8Z,3,REGULAR,rebound,defensive,[],202699,,,1610612755,61,50,2021-11-21T04:27:42Z,3400000,,,0,,T. Harris REBOUND (Off:0 Def:5),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,344.0,5.0,5.0,0.0,,,,,,,,,,,,,,
346,PT09M26.00S,2021-11-21T04:27:49.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,85.23324572930355,50.49019607843137,1610612755,61,52,2021-11-21T04:27:52Z,3410000,2.0,86.0,1,right,T. Harris 8' driving floating Jump Shot (14 PTS) (T. Maxey 5 AST),"[202699, 1630178]",1610612755.0,PHI,driving floating,,,Harris,T. Harris,,,,,8.63,Made,14.0,,,,,,,,,,,,,T. Maxey,1630178.0,5.0,,,
348,PT09M07.00S,2021-11-21T04:28:07.0Z,3,REGULAR,3pt,Jump Shot,[],203468,7.178055190538765,96.32352941176471,1610612757,61,52,2021-11-21T04:28:11Z,3430000,-232.0,15.0,1,left,MISS C. McCollum 3PT,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,23.21,Missed,,,,,,,,,,,,,,,,,,,
349,PT09M05.00S,2021-11-21T04:28:09.0Z,3,REGULAR,rebound,defensive,[],203083,,,1610612755,61,52,2021-11-21T04:28:11Z,3440000,,,0,,A. Drummond REBOUND (Off:0 Def:3),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,348.0,3.0,3.0,0.0,,,,,,,,,,,,,,
350,PT08M49.00S,2021-11-21T04:28:25.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203083,94.1688567674113,49.754901960784316,1610612755,61,54,2021-11-21T04:28:29Z,3450000,-1.0,2.0,1,right,A. Drummond cutting Layup (6 PTS) (S. Curry 3 AST),"[203083, 203552]",1610612755.0,PHI,cutting,,,Drummond,A. Drummond,,,,,0.26,Made,6.0,,,,,,,,,,,,,S. Curry,203552.0,3.0,,,
352,PT08M30.00S,2021-11-21T04:28:46.7Z,3,REGULAR,foul,offensive,[],203994,,,1610612757,61,54,2021-11-21T04:28:55Z,3470000,,,0,,J. Nurkic charge offensive FOUL (2 PF),"[203994, 1627777]",1610612757.0,POR,charge,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,202035.0,2.0,0.0,Niang,1627777.0,,,,,,,
354,PT08M30.00S,2021-11-21T04:28:46.7Z,3,REGULAR,turnover,offensive foul,[],203994,,,1610612757,61,54,2021-11-21T04:28:46Z,3490000,,,0,,J. Nurkic offensive foul TURNOVER (1 TO),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,202035.0,,,,,1.0,,,,,,
355,PT08M19.00S,2021-11-21T04:29:11.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630178,90.75229960578186,47.549019607843135,1610612755,61,54,2021-11-21T04:29:14Z,3500000,-12.0,34.0,1,right,MISS T. Maxey driving Layup,[1630178],1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,3.65,Missed,,,,,,,,,,,,,,,,,,,
356,PT08M18.00S,2021-11-21T04:29:12.3Z,3,REGULAR,rebound,defensive,[],203468,,,1610612757,61,54,2021-11-21T04:29:14Z,3510000,,,0,,C. McCollum REBOUND (Off:0 Def:4),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,355.0,4.0,4.0,0.0,,,,,,,,,,,,,,
357,PT08M10.00S,2021-11-21T04:29:20.8Z,3,REGULAR,3pt,Jump Shot,[],203994,28.86005256241787,74.50980392156863,1610612757,64,54,2021-11-21T04:29:29Z,3520000,-123.0,219.0,1,left,J. Nurkic 25' 3PT  (9 PTS) (C. McCollum 2 AST),"[203994, 203468]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,25.08,Made,9.0,,,,,,,,,,,,,C. McCollum,203468.0,2.0,,,
359,PT07M50.00S,2021-11-21T04:29:40.7Z,3,REGULAR,turnover,lost ball,[],202699,,,1610612755,64,54,2021-11-21T04:29:44Z,3540000,,,0,,T. Harris lost ball TURNOVER (4 TO),"[202699, 203468]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,4.0,,,,McCollum,203468.0,
