actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
16,PT10M43.00S,2021-12-07T03:13:29.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,4,2,2021-12-07T03:13:50Z,160000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,PT10M24.00S,2021-12-07T03:13:53.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202694,90.75229960578186,37.254901960784316,1610612746,4,4,2021-12-07T03:14:00Z,170000,-64.0,34.0,1,right,M. Morris Sr. 7' Layup (4 PTS),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,7.24,Made,4.0,,,,,,,,,,,,,,,,,,
18,PT10M12.00S,2021-12-07T03:14:06.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203994,9.280551905387648,44.85294117647059,1610612757,6,4,2021-12-07T03:14:12Z,180000,26.0,35.0,1,left,J. Nurkic cutting Layup (6 PTS) (D. Smith Jr. 1 AST),"[203994, 1628372]",1610612757.0,POR,cutting,,,Nurkic,J. Nurkic,,,,,4.32,Made,6.0,,,,,D. Smith Jr.,1628372.0,1.0,,,,,,,,,,,
20,PT10M01.00S,2021-12-07T03:14:20.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,6,4,2021-12-07T03:14:20Z,200000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,PT09M51.00S,2021-12-07T03:14:46.3Z,1,REGULAR,turnover,bad pass,[],202331,,,1610612746,6,4,2021-12-07T03:14:51Z,210000,,,0,,P. George bad pass TURNOVER (1 TO),"[202331, 1628372]",1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,1.0,Smith Jr.,1628372.0,,,,,,,,
22,PT09M51.00S,2021-12-07T03:14:46.3Z,1,REGULAR,steal,,[],1628372,,,1610612757,6,4,2021-12-07T03:14:49Z,220000,,,0,,D. Smith Jr. STEAL (1 STL),[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
23,PT09M45.00S,2021-12-07T03:14:52.8Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1626181,13.485545335085414,41.66666666666667,1610612757,8,4,2021-12-07T03:15:18Z,230000,42.0,74.0,1,left,N. Powell 8' driving floating bank Jump Shot (2 PTS) (D. Smith Jr. 2 AST),"[1626181, 1628372]",1610612757.0,POR,driving floating bank,,,Powell,N. Powell,,,,,8.52,Made,2.0,,,,,D. Smith Jr.,1628372.0,2.0,,,,,,,,,,,
25,PT09M30.00S,2021-12-07T03:15:07.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,83.919185282523,50.49019607843137,1610612746,8,6,2021-12-07T03:15:14Z,250000,2.0,99.0,1,right,R. Jackson 9' floating Jump Shot (2 PTS) (P. George 1 AST),"[202704, 202331]",1610612746.0,LAC,floating,,,Jackson,R. Jackson,,,,,9.87,Made,2.0,,,,,P. George,202331.0,1.0,,,,,,,,,,,
27,PT09M12.00S,2021-12-07T03:15:25.8Z,1,REGULAR,turnover,lost ball,[],1626181,,,1610612757,8,6,2021-12-07T03:15:30Z,270000,,,0,,N. Powell lost ball TURNOVER (1 TO),"[1626181, 202331]",1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,1.0,George,202331.0,,,,,,,,
28,PT09M12.00S,2021-12-07T03:15:25.8Z,1,REGULAR,steal,,[],202331,,,1610612746,8,6,2021-12-07T03:15:28Z,280000,,,0,,P. George STEAL (1 STL),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,
29,PT09M03.00S,2021-12-07T03:15:36.6Z,1,REGULAR,foul,personal,[],203503,,,1610612746,8,6,2021-12-07T03:15:48Z,290000,,,0,,T. Snell personal FOUL (1 PF),"[203503, 202704]",1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,1628951.0,1.0,0.0,Jackson,202704.0,,,
31,PT08M57.00S,2021-12-07T03:16:09.9Z,1,REGULAR,turnover,lost ball,[],1627826,,,1610612746,8,6,2021-12-07T03:16:14Z,310000,,,0,,I. Zubac lost ball TURNOVER (1 TO),"[1627826, 203496]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,1.0,Covington,203496.0,,,,,,,,
32,PT08M57.00S,2021-12-07T03:16:09.9Z,1,REGULAR,steal,,[],203496,,,1610612757,8,6,2021-12-07T03:16:12Z,320000,,,0,,R. Covington STEAL (1 STL),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
33,PT08M48.00S,2021-12-07T03:16:21.5Z,1,REGULAR,foul,offensive,[],203994,,,1610612757,8,6,2021-12-07T03:16:33Z,330000,,,0,,J. Nurkic charge offensive FOUL (1 PF),"[203994, 202694]",1610612757.0,POR,charge,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,1628951.0,1.0,0.0,Morris Sr.,202694.0,,,
35,PT08M48.00S,2021-12-07T03:16:21.5Z,1,REGULAR,turnover,offensive foul,[],203994,,,1610612757,8,6,2021-12-07T03:16:21Z,350000,,,0,,J. Nurkic offensive foul TURNOVER (1 TO),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,1.0,,,1628951.0,,,,,,,
36,PT08M35.00S,2021-12-07T03:16:54.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202331,83.52496714848883,58.57843137254902,1610612746,8,8,2021-12-07T03:17:01Z,360000,43.0,102.0,1,right,P. George 11' pullup Jump Shot (2 PTS),[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,11.1,Made,2.0,,,,,,,,,,,,,,,,,,
37,PT08M25.00S,2021-12-07T03:17:10.7Z,1,REGULAR,foul,personal,[],202694,,,1610612757,8,8,2021-12-07T03:17:18Z,370000,,,0,,M. Morris Sr. personal FOUL (1 PF),"[202694, 1626181]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,202049.0,1.0,0.0,Powell,1626181.0,,,
39,PT08M22.00S,2021-12-07T03:17:29.8Z,1,REGULAR,3pt,Jump Shot,[],1626181,23.47240473061761,88.23529411764706,1610612757,8,8,2021-12-07T03:17:35Z,390000,-191.0,168.0,1,left,MISS N. Powell 25' 3PT,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,25.46,Missed,,,,,,,,,,,,,,,,,,,
40,PT08M17.00S,2021-12-07T03:17:34.8Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,8,8,2021-12-07T03:17:35Z,400000,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,39.0,1.0,1.0,0.0,,,,,,,,,,,,,,
41,PT08M10.00S,2021-12-07T03:17:46.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,8,8,2021-12-07T03:17:46Z,410000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT08M06.00S,2021-12-07T03:18:10.9Z,1,REGULAR,foul,personal,['2freethrow'],203994,,,1610612746,8,8,2021-12-07T03:18:20Z,420000,,,0,,J. Nurkic shooting personal FOUL (2 PF) (George 2 FT),"[203994, 202331]",1610612757.0,POR,shooting,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,202049.0,2.0,0.0,George,202331.0,,,
44,PT08M06.00S,2021-12-07T03:18:45.3Z,1,REGULAR,freethrow,1 of 2,[],202331,,,1610612746,8,8,2021-12-07T03:18:45Z,440000,,,0,,MISS P. George Free Throw 1 of 2,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,Missed,,,,,,,,,,,,,,,,,,,
45,PT08M06.00S,2021-12-07T03:18:45.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,8,8,2021-12-07T03:18:45Z,450000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,
46,PT08M06.00S,2021-12-07T03:18:46.2Z,1,REGULAR,substitution,out,[],203994,,,1610612746,8,8,2021-12-07T03:18:51Z,460000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT08M06.00S,2021-12-07T03:18:46.2Z,1,REGULAR,substitution,in,[],203469,,,1610612746,8,8,2021-12-07T03:18:51Z,470000,,,0,,SUB in: C. Zeller,[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT08M06.00S,2021-12-07T03:19:05.6Z,1,REGULAR,freethrow,2 of 2,[],202331,,,1610612746,8,9,2021-12-07T03:19:05Z,480000,,,0,,P. George Free Throw 2 of 2 (3 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
49,PT07M56.00S,2021-12-07T03:19:18.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628372,10.200394218134035,61.51960784313726,1610612757,8,9,2021-12-07T03:19:25Z,490000,-58.0,43.0,1,left,MISS D. Smith Jr. 7' driving Layup,[1628372],1610612757.0,POR,driving,,,Smith Jr.,D. Smith Jr.,,,,,7.21,Missed,,,,,,,,,,,,,,,,,,,
51,PT07M51.00S,2021-12-07T03:19:23.5Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,8,9,2021-12-07T03:19:25Z,510000,,,0,,I. Zubac REBOUND (Off:0 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,49.0,2.0,2.0,0.0,,,,,,,,,,,,,,
52,PT07M42.00S,2021-12-07T03:19:32.3Z,1,REGULAR,3pt,Jump Shot,[],1628379,83.13074901445466,4.901960784313726,1610612746,8,12,2021-12-07T03:19:37Z,520000,-225.0,106.0,1,right,L. Kennard 24' 3PT  (3 PTS) (M. Morris Sr. 1 AST),"[1628379, 202694]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,24.92,Made,3.0,,,,,M. Morris Sr.,202694.0,1.0,,,,,,,,,,,
54,PT07M31.00S,2021-12-07T03:19:44.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628372,17.95335085413929,46.568627450980394,1610612757,8,12,2021-12-07T03:19:50Z,540000,17.0,116.0,1,left,MISS D. Smith Jr. 11' pullup Shot,[1628372],1610612757.0,POR,pullup,,,Smith Jr.,D. Smith Jr.,,,,,11.76,Missed,,,,,,,,,,,,,,,,,,,
55,PT07M26.00S,2021-12-07T03:19:49.1Z,1,REGULAR,rebound,defensive,[],1628379,,,1610612746,8,12,2021-12-07T03:19:50Z,550000,,,0,,L. Kennard REBOUND (Off:0 Def:1),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,54.0,1.0,1.0,0.0,,,,,,,,,,,,,,
56,PT07M14.00S,2021-12-07T03:20:00.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627826,91.27792378449409,48.529411764705884,1610612746,8,12,2021-12-07T03:21:19Z,560000,-7.0,29.0,1,right,MISS I. Zubac Layup - blocked,"[1627826, 203496]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,3.04,Missed,,,,,,,,,,,,,,,,,Covington,203496.0,
58,PT07M14.00S,2021-12-07T03:20:00.3Z,1,REGULAR,block,,[],203496,,,1610612746,8,12,2021-12-07T03:20:15Z,565000,,,0,,R. Covington BLOCK (1 BLK),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M14.00S,2021-12-07T03:20:00.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,8,12,2021-12-07T03:20:15Z,570000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,56.0,,,,,,,,,,,,,,,,,
59,PT07M14.00S,2021-12-07T03:20:18.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,8,12,2021-12-07T03:20:26Z,580000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M06.00S,2021-12-07T03:20:26.4Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],202331,85.49605781865965,71.32352941176471,1610612746,8,14,2021-12-07T03:20:31Z,590000,107.0,84.0,1,right,P. George 13' pullup Jump Shot (5 PTS),[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,13.56,Made,5.0,,,,,,,,,,,,,,,,,,
61,PT06M55.00S,2021-12-07T03:20:37.3Z,1,REGULAR,3pt,Jump Shot,[],203503,29.38567674113009,28.676470588235293,1610612757,8,14,2021-12-07T03:20:44Z,600000,107.0,224.0,1,left,MISS T. Snell 24' 3PT,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,24.78,Missed,,,,,,,,,,,,,,,,,,,
62,PT06M54.00S,2021-12-07T03:20:38.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612746,8,14,2021-12-07T03:20:44Z,610000,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,61.0,,,,,,,,,,,,,,,,,
63,PT06M54.00S,2021-12-07T03:20:46.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,8,14,2021-12-07T03:20:46Z,620000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M54.00S,2021-12-07T03:20:49.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,8,14,2021-12-07T03:20:49Z,630000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M35.00S,2021-12-07T03:23:56.1Z,1,REGULAR,turnover,bad pass,[],202694,,,1610612746,8,14,2021-12-07T03:24:00Z,640000,,,0,,M. Morris Sr. bad pass TURNOVER (1 TO),"[202694, 203503]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,1.0,Snell,203503.0,,,,,,,,
66,PT06M35.00S,2021-12-07T03:23:56.1Z,1,REGULAR,steal,,[],203503,,,1610612757,8,14,2021-12-07T03:23:58Z,650000,,,0,,T. Snell STEAL (1 STL),[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M28.00S,2021-12-07T03:24:03.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626181,15.982260183968464,50.49019607843137,1610612757,10,14,2021-12-07T03:24:10Z,660000,-2.0,98.0,1,left,N. Powell 9' driving floating Jump Shot (4 PTS) (D. Smith Jr. 3 AST),"[1626181, 1628372]",1610612757.0,POR,driving floating,,,Powell,N. Powell,,,,,9.77,Made,4.0,,,,,D. Smith Jr.,1628372.0,3.0,,,,,,,,,,,
69,PT06M13.00S,2021-12-07T03:24:18.3Z,1,REGULAR,3pt,Jump Shot,[],202331,67.09921156373193,59.31372549019608,1610612746,10,14,2021-12-07T03:24:23Z,680000,47.0,257.0,1,right,MISS P. George 26' pullup 3PT,[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,26.1,Missed,,,,,,,,,,,,,,,,,,,
70,PT06M10.00S,2021-12-07T03:24:21.3Z,1,REGULAR,rebound,defensive,[],203503,,,1610612757,10,14,2021-12-07T03:24:23Z,690000,,,0,,T. Snell REBOUND (Off:0 Def:1),[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,69.0,1.0,1.0,0.0,,,,,,,,,,,,,,
71,PT06M01.00S,2021-12-07T03:24:30.7Z,1,REGULAR,2pt,Jump Shot,[],1628372,23.603810775295663,69.6078431372549,1610612757,10,14,2021-12-07T03:24:36Z,700000,-98.0,169.0,1,left,MISS D. Smith Jr. 19' Jump Shot,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,19.57,Missed,,,,,,,,,,,,,,,,,,,
72,PT05M57.00S,2021-12-07T03:24:34.7Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,10,14,2021-12-07T03:24:36Z,710000,,,0,,P. George REBOUND (Off:0 Def:1),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,71.0,1.0,1.0,0.0,,,,,,,,,,,,,,
73,PT05M49.00S,2021-12-07T03:24:42.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,90.48948751642575,62.254901960784316,1610612746,10,14,2021-12-07T03:24:49Z,720000,61.0,37.0,1,right,MISS R. Jackson 7' driving floating Shot,[202704],1610612746.0,LAC,driving floating,,,Jackson,R. Jackson,,,,,7.15,Missed,,,,,,,,,,,,,,,,,,,
74,PT05M48.00S,2021-12-07T03:24:43.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,10,14,2021-12-07T03:24:49Z,730000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,73.0,,,,,,,,,,,,,,,,,
75,PT05M48.00S,2021-12-07T03:24:48.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,10,14,2021-12-07T03:24:48Z,740000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M48.00S,2021-12-07T03:24:56.1Z,1,REGULAR,substitution,out,[],1628379,,,1610612746,10,14,2021-12-07T03:25:02Z,750000,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M48.00S,2021-12-07T03:24:56.1Z,1,REGULAR,substitution,in,[],1630527,,,1610612746,10,14,2021-12-07T03:25:02Z,760000,,,0,,SUB in: B. Boston Jr.,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M45.00S,2021-12-07T03:25:12.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202694,87.99277266754271,5.147058823529411,1610612746,10,14,2021-12-07T03:27:13Z,770000,-224.0,60.0,1,right,MISS M. Morris Sr. 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,23.23,Missed,,,,,,,,,,,,,,,,,,,
79,PT05M45.00S,2021-12-07T03:25:12.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612757,10,14,2021-12-07T03:25:18Z,780000,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,78.0,,,,,,,,,,,,,,,,,
80,PT05M45.00S,2021-12-07T03:25:19.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,10,14,2021-12-07T03:25:19Z,790000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M25.00S,2021-12-07T03:25:40.8Z,1,REGULAR,3pt,Jump Shot,[],1626181,33.85348226018397,37.254901960784316,1610612757,13,14,2021-12-07T03:25:45Z,800000,64.0,266.0,1,left,N. Powell 27' 3PT  (7 PTS) (D. Smith Jr. 4 AST),"[1626181, 1628372]",1610612757.0,POR,,,,Powell,N. Powell,,,,,27.32,Made,7.0,,,,,D. Smith Jr.,1628372.0,4.0,,,,,,,,,,,
83,PT05M15.00S,2021-12-07T03:25:50.4Z,1,REGULAR,3pt,Jump Shot,[],202704,86.41590013140605,3.9215686274509802,1610612746,13,14,2021-12-07T03:25:56Z,820000,-230.0,75.0,1,right,MISS R. Jackson 24' 3PT,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,24.24,Missed,,,,,,,,,,,,,,,,,,,
84,PT05M11.00S,2021-12-07T03:25:54.4Z,1,REGULAR,rebound,defensive,[],203496,,,1610612757,13,14,2021-12-07T03:25:56Z,830000,,,0,,R. Covington REBOUND (Off:0 Def:1),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,83.0,1.0,1.0,0.0,,,,,,,,,,,,,,
85,PT05M10.00S,2021-12-07T03:25:56.0Z,1,REGULAR,turnover,bad pass,[],203496,,,1610612757,13,14,2021-12-07T03:26:01Z,840000,,,0,,R. Covington bad pass TURNOVER (1 TO),"[203496, 1627826]",1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,1.0,Zubac,1627826.0,,,,,,,,
86,PT05M10.00S,2021-12-07T03:25:56.0Z,1,REGULAR,steal,,[],1627826,,,1610612746,13,14,2021-12-07T03:29:55Z,850000,,,0,,I. Zubac STEAL (1 STL),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M04.00S,2021-12-07T03:26:01.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202694,69.85873850197109,22.54901960784314,1610612746,13,14,2021-12-07T03:26:07Z,860000,-137.0,231.0,1,right,MISS M. Morris Sr. 26' 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,26.86,Missed,,,,,,,,,,,,,,,,,,,
88,PT05M00.00S,2021-12-07T03:26:05.7Z,1,REGULAR,rebound,defensive,[],203503,,,1610612757,13,14,2021-12-07T03:28:00Z,870000,,,0,,T. Snell REBOUND (Off:0 Def:2),[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,87.0,2.0,2.0,0.0,,,,,,,,,,,,,,
89,PT04M56.00S,2021-12-07T03:26:09.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203496,15.456636005256241,5.147058823529411,1610612757,13,14,2021-12-07T03:29:16Z,880000,224.0,93.0,1,left,MISS R. Covington 24' 3PT,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,24.27,Missed,,,,,,,,,,,,,,,,,,,
90,PT04M50.00S,2021-12-07T03:26:15.4Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,13,14,2021-12-07T03:26:55Z,890000,,,0,,P. George REBOUND (Off:0 Def:2),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,89.0,2.0,2.0,0.0,,,,,,,,,,,,,,
91,PT04M47.00S,2021-12-07T03:26:18.9Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],202694,87.33574244415243,25.245098039215684,1610612746,13,14,2021-12-07T03:31:36Z,900000,-124.0,67.0,1,right,MISS M. Morris Sr. 14' pullup Shot,[202694],1610612746.0,LAC,pullup,,,Morris Sr.,M. Morris Sr.,,,,,14.05,Missed,,,,,,,,,,,,,,,,,,,
