actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
337,PT05M09.00S,2022-03-31T02:56:18.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,47,42,2022-03-31T03:09:06Z,2655000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT05M00.00S,2022-03-31T02:56:55.6Z,2,REGULAR,foul,offensive,[],203468,,,1610612740,47,42,2022-03-31T02:57:01Z,2690000,,,0,,C. McCollum offensive FOUL (1 PF),"[203468, 1630553]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,202026.0,1.0,0.0,Johnson,1630553.0,,,,,,,,,,,,,,,,
272,PT05M00.00S,2022-03-31T02:56:55.6Z,2,REGULAR,turnover,offensive foul,[],203468,,,1610612740,47,42,2022-03-31T02:56:55Z,2710000,,,0,,C. McCollum offensive foul TURNOVER (2 TO),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,202026.0,,,,,,,,,,,,,,,2.0,,,,,
273,PT04M42.00S,2022-03-31T02:57:26.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629833,19.267411300919843,93.62745098039215,1610612757,50,42,2022-03-31T02:57:32Z,2720000,-218.0,129.0,1,left,K. Blevins 25' 3PT step back (3 PTS),[1629833],1610612757.0,POR,step back,,,Blevins,K. Blevins,,,,,,,,,,Made,,3.0,25.32,,,,,,,,,,,,
274,PT04M32.00S,2022-03-31T02:57:40.3Z,2,REGULAR,foul,personal,[],1629617,,,1610612740,50,42,2022-03-31T02:57:48Z,2730000,,,0,,R. Perry personal FOUL (2 PF),"[1629617, 1629637]",1610612757.0,POR,,,,Perry,R. Perry,,,,,202026.0,2.0,0.0,Hayes,1629637.0,,,,,,,,,,,,,,,,
276,PT04M32.00S,2022-03-31T02:57:46.5Z,2,REGULAR,substitution,out,[],1626204,,,1610612740,50,42,2022-03-31T02:57:49Z,2750000,,,0,,SUB out: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT04M32.00S,2022-03-31T02:57:46.5Z,2,REGULAR,substitution,in,[],202685,,,1610612740,50,42,2022-03-31T02:57:49Z,2760000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT04M21.00S,2022-03-31T02:58:19.7Z,2,REGULAR,3pt,Jump Shot,[],203468,90.3580814717477,4.166666666666666,1610612740,50,42,2022-03-31T02:58:23Z,2770000,-229.0,38.0,1,right,MISS C. McCollum 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,Missed,,,23.23,,,,,,,,,,,,
279,PT04M17.00S,2022-03-31T02:58:23.7Z,2,REGULAR,rebound,defensive,[],1629833,,,1610612757,50,42,2022-03-31T02:58:23Z,2780000,,,0,,K. Blevins REBOUND (Off:1 Def:2),[1629833],1610612757.0,POR,,,,Blevins,K. Blevins,,,,,,,,,,,278.0,,,,,,3.0,2.0,1.0,,,,,,
280,PT04M02.00S,2022-03-31T02:58:37.5Z,2,REGULAR,2pt,Jump Shot,[],1630314,12.565703022339028,74.26470588235294,1610612757,50,42,2022-03-31T02:58:43Z,2790000,-121.0,66.0,1,left,MISS B. Williams 13' step back Shot,[1630314],1610612757.0,POR,step back,,,Williams,B. Williams,,,,,,,,,,Missed,,,13.79,,,,,,,,,,,,
281,PT04M00.00S,2022-03-31T02:58:39.5Z,2,REGULAR,rebound,offensive,[],1629617,,,1610612757,50,42,2022-03-31T02:58:43Z,2800000,,,0,,R. Perry REBOUND (Off:2 Def:1),[1629617],1610612757.0,POR,,,,Perry,R. Perry,,,,,,,,,,,280.0,,,,,,3.0,1.0,2.0,,,,,,
282,PT03M59.00S,2022-03-31T02:58:40.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629617,31.61957950065703,56.61764705882353,1610612757,50,42,2022-03-31T02:58:49Z,2810000,-33.0,245.0,1,left,MISS R. Perry 24' 3PT,[1629617],1610612757.0,POR,,,,Perry,R. Perry,,,,,,,,,,Missed,,,24.69,,,,,,,,,,,,
283,PT03M57.00S,2022-03-31T02:58:42.4Z,2,REGULAR,rebound,defensive,[],1627742,,,1610612740,50,42,2022-03-31T02:58:49Z,2820000,,,0,,B. Ingram REBOUND (Off:0 Def:4),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,282.0,,,,,,4.0,4.0,0.0,,,,,,
284,PT03M55.00S,2022-03-31T02:58:46.3Z,2,REGULAR,foul,personal,['2freethrow'],1629833,,,1610612740,50,42,2022-03-31T02:58:57Z,2830000,,,0,,K. Blevins shooting personal FOUL (1 PF) (Hayes 2 FT),"[1629833, 1629637]",1610612757.0,POR,shooting,,,Blevins,K. Blevins,,,,,1179.0,1.0,0.0,Hayes,1629637.0,,,,,,,,,,,,,,,,
286,PT03M55.00S,2022-03-31T02:59:20.6Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1629637,,,1610612740,50,43,2022-03-31T02:59:20Z,2850000,,,0,,J. Hayes Free Throw 1 of 2 (6 PTS),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,Made,,6.0,,,,,,,,,,,,,
287,PT03M55.00S,2022-03-31T02:59:21.5Z,2,REGULAR,substitution,out,[],1629617,,,1610612740,50,43,2022-03-31T02:59:40Z,2860000,,,0,,SUB out: R. Perry,[1629617],1610612757.0,POR,,,,Perry,R. Perry,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT03M55.00S,2022-03-31T02:59:21.5Z,2,REGULAR,substitution,out,[],1629712,,,1610612740,50,43,2022-03-31T02:59:40Z,2870000,,,0,,SUB out: D. Louzada,[1629712],1610612757.0,POR,,,,Louzada,D. Louzada,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT03M55.00S,2022-03-31T02:59:21.5Z,2,REGULAR,substitution,in,[],1627739,,,1610612740,50,43,2022-03-31T02:59:40Z,2880000,,,0,,SUB in: K. Dunn,[1627739],1610612757.0,POR,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT03M55.00S,2022-03-31T02:59:21.5Z,2,REGULAR,substitution,in,[],1629234,,,1610612740,50,43,2022-03-31T02:59:40Z,2890000,,,0,,SUB in: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT03M55.00S,2022-03-31T02:59:41.0Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1629637,,,1610612740,50,44,2022-03-31T02:59:41Z,2900000,,,0,,J. Hayes Free Throw 2 of 2 (7 PTS),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,Made,,7.0,,,,,,,,,,,,,
292,PT03M38.00S,2022-03-31T02:59:58.9Z,2,REGULAR,3pt,Jump Shot,[],1630314,15.456636005256241,94.6078431372549,1610612757,50,44,2022-03-31T03:00:03Z,2910000,-223.0,93.0,1,left,MISS B. Williams 24' pullup 3PT,[1630314],1610612757.0,POR,pullup,,,Williams,B. Williams,,,,,,,,,,Missed,,,24.15,,,,,,,,,,,,
293,PT03M35.00S,2022-03-31T03:00:01.9Z,2,REGULAR,rebound,defensive,[],203468,,,1610612740,50,44,2022-03-31T03:00:03Z,2920000,,,0,,C. McCollum REBOUND (Off:0 Def:2),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,292.0,,,,,,2.0,2.0,0.0,,,,,,
294,PT03M28.00S,2022-03-31T03:00:12.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630314,,,1610612740,50,44,2022-03-31T03:00:23Z,2930000,,,0,,B. Williams personal FOUL (1 PF) (McCollum 2 FT),"[1630314, 203468]",1610612757.0,POR,,,,Williams,B. Williams,,,,,202026.0,1.0,0.0,McCollum,203468.0,,,,,,,,,,,,,,,,
296,PT03M28.00S,2022-03-31T03:00:38.7Z,2,REGULAR,freethrow,1 of 2,[],203468,,,1610612740,50,44,2022-03-31T03:00:38Z,2950000,,,0,,MISS C. McCollum Free Throw 1 of 2,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,Missed,,,,,,,,,,,,,,,
297,PT03M28.00S,2022-03-31T03:00:38.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,50,44,2022-03-31T03:00:38Z,2960000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,296.0,,,,,,,,,,,,,,
298,PT03M28.00S,2022-03-31T03:00:39.4Z,2,REGULAR,substitution,out,[],1630553,,,1610612740,50,44,2022-03-31T03:00:55Z,2970000,,,0,,SUB out: K. Johnson,[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT03M28.00S,2022-03-31T03:00:39.4Z,2,REGULAR,substitution,out,[],1629833,,,1610612740,50,44,2022-03-31T03:00:55Z,2980000,,,0,,SUB out: K. Blevins,[1629833],1610612757.0,POR,,,,Blevins,K. Blevins,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT03M28.00S,2022-03-31T03:00:39.4Z,2,REGULAR,substitution,out,[],1629637,,,1610612740,50,44,2022-03-31T03:00:55Z,2990000,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT03M28.00S,2022-03-31T03:00:39.4Z,2,REGULAR,substitution,in,[],203463,,,1610612740,50,44,2022-03-31T03:00:55Z,3000000,,,0,,SUB in: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT03M28.00S,2022-03-31T03:00:39.4Z,2,REGULAR,substitution,in,[],1629604,,,1610612740,50,44,2022-03-31T03:00:55Z,3010000,,,0,,SUB in: C. Elleby,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT03M28.00S,2022-03-31T03:00:39.4Z,2,REGULAR,substitution,in,[],1630530,,,1610612740,50,44,2022-03-31T03:00:55Z,3020000,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT03M28.00S,2022-03-31T03:01:00.8Z,2,REGULAR,freethrow,2 of 2,[],203468,,,1610612740,50,45,2022-03-31T03:01:00Z,3030000,,,0,,C. McCollum Free Throw 2 of 2 (15 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,Made,,15.0,,,,,,,,,,,,,
305,PT03M18.00S,2022-03-31T03:01:14.3Z,2,REGULAR,foul,offensive,['inpenalty'],1629234,,,1610612757,50,45,2022-03-31T03:01:33Z,3040000,,,0,,D. Eubanks offensive FOUL (1 PF),"[1629234, 1630530]",1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,1628954.0,1.0,0.0,Murphy III,1630530.0,,,,,,,,,,,,,,,,
307,PT03M18.00S,2022-03-31T03:01:14.3Z,2,REGULAR,turnover,offensive foul,[],1629234,,,1610612757,50,45,2022-03-31T03:01:14Z,3060000,,,0,,D. Eubanks offensive foul TURNOVER (2 TO),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,1628954.0,,,,,,,,,,,,,,,2.0,,,,,
308,PT02M58.00S,2022-03-31T03:01:50.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202685,88.51839684625493,59.068627450980394,1610612740,50,47,2022-03-31T03:02:01Z,3070000,45.0,55.0,1,right,J. Valanciunas 7' floating Jump Shot (5 PTS) (C. McCollum 1 AST),"[202685, 203468]",1610612740.0,NOP,floating,,,Valanciunas,J. Valanciunas,,,,,,,,,,Made,,5.0,7.16,C. McCollum,203468.0,1.0,,,,,,,,,
310,PT02M45.00S,2022-03-31T03:02:03.4Z,2,REGULAR,3pt,Jump Shot,[],1629604,10.068988173455978,5.147058823529411,1610612757,50,47,2022-03-31T03:02:08Z,3090000,224.0,42.0,1,left,MISS C. Elleby 3PT,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,Missed,,,22.82,,,,,,,,,,,,
311,PT02M42.00S,2022-03-31T03:02:06.4Z,2,REGULAR,rebound,defensive,[],1627742,,,1610612740,50,47,2022-03-31T03:02:08Z,3100000,,,0,,B. Ingram REBOUND (Off:0 Def:5),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,310.0,,,,,,5.0,5.0,0.0,,,,,,
312,PT02M28.00S,2022-03-31T03:02:21.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203468,92.9862023653088,53.18627450980392,1610612740,50,49,2022-03-31T03:02:28Z,3110000,16.0,13.0,1,right,C. McCollum driving reverse Layup (17 PTS),[203468],1610612740.0,NOP,driving reverse,,,McCollum,C. McCollum,,,,,,,,,,Made,,17.0,2.08,,,,,,,,,,,,
313,PT02M04.00S,2022-03-31T03:02:45.4Z,2,REGULAR,2pt,Jump Shot,[],1627739,21.76412614980289,45.09803921568628,1610612757,50,49,2022-03-31T03:12:03Z,3120000,25.0,152.0,1,left,MISS K. Dunn 15' step back Shot,[1627739],1610612757.0,POR,step back,,,Dunn,K. Dunn,,,,,,,,,,Missed,,,15.41,,,,,,,,,,,,
314,PT02M00.00S,2022-03-31T03:02:49.4Z,2,REGULAR,rebound,defensive,[],1630530,,,1610612740,50,49,2022-03-31T03:02:50Z,3130000,,,0,,T. Murphy III REBOUND (Off:1 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,313.0,,,,,,2.0,1.0,1.0,,,,,,
315,PT01M43.00S,2022-03-31T03:03:05.7Z,2,REGULAR,3pt,Jump Shot,[],1630530,81.553876478318,5.637254901960785,1610612740,50,49,2022-03-31T03:03:09Z,3140000,-222.0,121.0,1,right,MISS T. Murphy III 25' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,Missed,,,25.26,,,,,,,,,,,,
316,PT01M40.00S,2022-03-31T03:03:08.7Z,2,REGULAR,rebound,defensive,[],1629234,,,1610612757,50,49,2022-03-31T03:03:09Z,3150000,,,0,,D. Eubanks REBOUND (Off:1 Def:3),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,315.0,,,,,,4.0,3.0,1.0,,,,,,
317,PT01M33.00S,2022-03-31T03:03:16.2Z,2,REGULAR,3pt,Jump Shot,[],203463,26.49474375821288,81.37254901960785,1610612757,50,49,2022-03-31T03:03:20Z,3160000,-157.0,197.0,1,left,MISS B. McLemore 25' 3PT,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,Missed,,,25.15,,,,,,,,,,,,
318,PT01M30.00S,2022-03-31T03:03:19.2Z,2,REGULAR,rebound,defensive,[],1630530,,,1610612740,50,49,2022-03-31T03:03:20Z,3170000,,,0,,T. Murphy III REBOUND (Off:1 Def:2),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,317.0,,,,,,3.0,2.0,1.0,,,,,,
319,PT01M16.00S,2022-03-31T03:03:33.5Z,2,REGULAR,turnover,bad pass,[],202685,,,1610612740,50,49,2022-03-31T03:03:37Z,3180000,,,0,,J. Valanciunas bad pass TURNOVER (2 TO),"[202685, 203463]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,2.0,McLemore,203463.0,,,
320,PT01M16.00S,2022-03-31T03:03:33.5Z,2,REGULAR,steal,,[],203463,,,1610612757,50,49,2022-03-31T03:03:35Z,3190000,,,0,,B. McLemore STEAL (2 STL),[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT01M08.00S,2022-03-31T03:03:44.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630314,9.280551905387648,51.71568627450981,1610612757,50,49,2022-03-31T03:13:30Z,3200000,-9.0,35.0,1,left,MISS B. Williams driving finger roll Layup,[1630314],1610612757.0,POR,driving finger roll,,,Williams,B. Williams,,,,,,,,,,Missed,,,3.57,,,,,,,,,,,,
322,PT01M06.00S,2022-03-31T03:03:46.0Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,50,49,2022-03-31T03:13:30Z,3210000,,,0,,J. Valanciunas REBOUND (Off:1 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,321.0,,,,,,3.0,2.0,1.0,,,,,,
323,PT01M00.00S,2022-03-31T03:03:49.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627739,,,1610612740,50,49,2022-03-31T03:14:17Z,3220000,,,0,,K. Dunn shooting personal FOUL (1 PF) (McCollum 2 FT),"[1627739, 203468]",1610612757.0,POR,shooting,,,Dunn,K. Dunn,,,,,1628954.0,1.0,0.0,McCollum,203468.0,,,,,,,,,,,,,,,,
325,PT01M00.00S,2022-03-31T03:04:09.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,50,49,2022-03-31T03:04:24Z,3240000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT01M00.00S,2022-03-31T03:07:07.3Z,2,REGULAR,freethrow,1 of 2,[],203468,,,1610612740,50,50,2022-03-31T03:07:07Z,3250000,,,0,,C. McCollum Free Throw 1 of 2 (18 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,Made,,18.0,,,,,,,,,,,,,
327,PT01M00.00S,2022-03-31T03:07:23.4Z,2,REGULAR,freethrow,2 of 2,[],203468,,,1610612740,50,51,2022-03-31T03:07:23Z,3260000,,,0,,C. McCollum Free Throw 2 of 2 (19 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,Made,,19.0,,,,,,,,,,,,,
328,PT00M41.00S,2022-03-31T03:07:43.8Z,2,REGULAR,3pt,Jump Shot,[],1629604,27.677398160315374,80.63725490196079,1610612757,50,51,2022-03-31T03:07:51Z,3270000,-153.0,208.0,1,left,MISS C. Elleby 25' 3PT,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,Missed,,,25.81,,,,,,,,,,,,
329,PT00M38.60S,2022-03-31T03:07:46.2Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,50,51,2022-03-31T03:07:51Z,3280000,,,0,,J. Valanciunas REBOUND (Off:1 Def:3),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,328.0,,,,,,4.0,3.0,1.0,,,,,,
330,PT00M32.70S,2022-03-31T03:07:52.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627742,92.46057818659659,54.41176470588235,1610612740,50,51,2022-03-31T03:08:02Z,3290000,22.0,18.0,1,right,MISS B. Ingram running Layup,[1627742],1610612740.0,NOP,running,,,Ingram,B. Ingram,,,,,,,,,,Missed,,,2.88,,,,,,,,,,,,
331,PT00M30.60S,2022-03-31T03:07:54.7Z,2,REGULAR,rebound,defensive,[],1627739,,,1610612757,50,51,2022-03-31T03:08:02Z,3300000,,,0,,K. Dunn REBOUND (Off:1 Def:3),[1627739],1610612757.0,POR,,,,Dunn,K. Dunn,,,,,,,,,,,330.0,,,,,,4.0,3.0,1.0,,,,,,
332,PT00M24.10S,2022-03-31T03:08:01.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1627739,11.777266754270697,47.30392156862745,1610612757,52,51,2022-03-31T03:08:13Z,3310000,13.0,58.0,1,left,K. Dunn driving floating Jump Shot (4 PTS),[1627739],1610612757.0,POR,driving floating,,,Dunn,K. Dunn,,,,,,,,,,Made,,4.0,5.97,,,,,,,,,,,,
333,PT00M08.30S,2022-03-31T03:08:20.0Z,2,REGULAR,2pt,Jump Shot,[],203468,74.98357424441524,58.82352941176471,1610612740,52,51,2022-03-31T03:08:29Z,3320000,44.0,183.0,1,right,MISS C. McCollum 18' pullup Shot,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,,,,,,Missed,,,18.79,,,,,,,,,,,,
334,PT00M05.00S,2022-03-31T03:08:23.4Z,2,REGULAR,rebound,defensive,[],1629234,,,1610612757,52,51,2022-03-31T03:08:23Z,3330000,,,0,,D. Eubanks REBOUND (Off:1 Def:4),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,333.0,,,,,,5.0,4.0,1.0,,,,,,
335,PT00M00.70S,2022-03-31T03:08:27.7Z,2,REGULAR,foul,personal,['3freethrow'],1627742,,,1610612757,52,51,2022-03-31T03:08:48Z,3340000,,,0,,B. Ingram shooting personal FOUL (2 PF) (Elleby 3 FT),"[1627742, 1629604]",1610612740.0,NOP,shooting,,,Ingram,B. Ingram,,,,,1179.0,2.0,0.0,Elleby,1629604.0,,,,,,,,,,,,,,,,
338,PT00M00.70S,2022-03-31T03:09:12.3Z,2,REGULAR,freethrow,1 of 3,[],1629604,,,1610612757,53,51,2022-03-31T03:09:12Z,3360000,,,0,,C. Elleby Free Throw 1 of 3 (5 PTS),[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,Made,,5.0,,,,,,,,,,,,,
339,PT00M00.70S,2022-03-31T03:09:26.5Z,2,REGULAR,freethrow,2 of 3,[],1629604,,,1610612757,53,51,2022-03-31T03:09:26Z,3370000,,,0,,MISS C. Elleby Free Throw 2 of 3,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,Missed,,,,,,,,,,,,,,,
340,PT00M00.70S,2022-03-31T03:09:26.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,53,51,2022-03-31T03:09:26Z,3380000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,339.0,,,,,,,,,,,,,,
341,PT00M00.70S,2022-03-31T03:09:42.2Z,2,REGULAR,freethrow,3 of 3,[],1629604,,,1610612757,54,51,2022-03-31T03:09:42Z,3390000,,,0,,C. Elleby Free Throw 3 of 3 (6 PTS),[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,Made,,6.0,,,,,,,,,,,,,
342,PT00M00.00S,2022-03-31T03:09:49.3Z,2,REGULAR,period,end,[],0,,,1610612740,54,51,2022-03-31T03:09:49Z,3400000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2022-03-31T03:21:08.2Z,3,REGULAR,substitution,out,['startperiod'],1627739,,,1610612740,54,51,2022-03-31T03:25:02Z,3410000,,,0,,SUB out: K. Dunn,[1627739],1610612757.0,POR,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2022-03-31T03:21:08.2Z,3,REGULAR,substitution,out,['startperiod'],203463,,,1610612740,54,51,2022-03-31T03:25:02Z,3420000,,,0,,SUB out: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2022-03-31T03:21:08.2Z,3,REGULAR,substitution,out,['startperiod'],1630530,,,1610612740,54,51,2022-03-31T03:25:02Z,3430000,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2022-03-31T03:21:08.2Z,3,REGULAR,substitution,in,['startperiod'],1630553,,,1610612740,54,51,2022-03-31T03:25:02Z,3440000,,,0,,SUB in: K. Johnson,[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2022-03-31T03:21:08.2Z,3,REGULAR,substitution,in,['startperiod'],1630535,,,1610612740,54,51,2022-03-31T03:25:02Z,3450000,,,0,,SUB in: G. Brown III,[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2022-03-31T03:21:08.2Z,3,REGULAR,substitution,in,['startperiod'],1629637,,,1610612740,54,51,2022-03-31T03:25:02Z,3460000,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2022-03-31T03:25:02.4Z,3,REGULAR,period,start,[],0,,,1610612757,54,51,2022-03-31T03:25:03Z,3470000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT11M36.00S,2022-03-31T03:25:28.6Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612757,54,51,2022-03-31T03:25:49Z,3480000,,,0,,POR shot clock Team TURNOVER,[],1610612757.0,POR,,,,,,,,,,1179.0,,,,,,,,,,,,,,,,,,,,
351,PT11M21.00S,2022-03-31T03:25:54.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629637,31.61957950065703,42.64705882352941,1610612740,54,54,2022-03-31T03:26:00Z,3490000,37.0,245.0,1,left,J. Hayes 24' 3PT  (10 PTS) (H. Jones 3 AST),"[1629637, 1630529]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,Made,,10.0,24.75,H. Jones,1630529.0,3.0,,,,,,,,,
353,PT11M05.00S,2022-03-31T03:26:09.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629234,93.38042049934296,51.9607843137255,1610612757,56,54,2022-03-31T03:26:14Z,3510000,10.0,10.0,1,right,D. Eubanks cutting DUNK (8 PTS) (C. Elleby 1 AST),"[1629234, 1629604]",1610612757.0,POR,cutting,,,Eubanks,D. Eubanks,,,,,,,,,,Made,,8.0,1.38,C. Elleby,1629604.0,1.0,,,,,,,,,
355,PT10M54.00S,2022-03-31T03:26:20.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,10.726018396846255,43.872549019607845,1610612740,56,54,2022-03-31T03:26:31Z,3530000,31.0,48.0,1,left,MISS H. Jones driving Layup - blocked,"[1630529, 1630535]",1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,,,,,,Missed,,,5.72,,,,,,,,,,Brown III,1630535.0,
393,PT10M54.00S,2022-03-31T03:26:20.8Z,3,REGULAR,block,,[],1630535,,,1610612740,56,54,2022-03-31T03:30:52Z,3535000,,,0,,G. Brown III BLOCK (1 BLK),[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT10M51.00S,2022-03-31T03:26:23.8Z,3,REGULAR,rebound,offensive,[],202685,,,1610612740,56,54,2022-03-31T03:30:52Z,3540000,,,0,,J. Valanciunas REBOUND (Off:2 Def:3),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,355.0,,,,,,5.0,3.0,2.0,,,,,,
