actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,pointsTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
37,PT08M53.00S,2021-11-24T03:11:47.1Z,1,REGULAR,turnover,out-of-bounds,[],1628420,,,1610612743,6,5,2021-11-24T03:11:55Z,370000,,,0,,M. Morris bad pass out-of-bounds TURNOVER (2 TO),[1628420],1610612743.0,DEN,bad pass,,,Morris,M. Morris,,,,,,,,,,,,,1627961.0,2.0,,,,,,,,,,,
38,PT08M45.00S,2021-11-24T03:12:05.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203496,68.80749014454665,26.96078431372549,1610612757,6,5,2021-11-24T03:12:11Z,380000,-115.0,241.0,1,right,MISS R. Covington 26' 3PT,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,26.68,Missed,,,,,,,,,,,,,,,,,,,
39,PT08M45.00S,2021-11-24T03:12:05.1Z,1,REGULAR,rebound,defensive,[],203115,,,1610612743,6,5,2021-11-24T03:12:11Z,390000,,,0,,W. Barton REBOUND (Off:0 Def:2),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,38.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
40,PT08M35.00S,2021-11-24T03:12:14.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201145,9.937582128777924,49.754901960784316,1610612743,6,5,2021-11-24T03:12:23Z,400000,1.0,41.0,1,left,MISS J. Green Hook,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,4.09,Missed,,,,,,,,,,,,,,,,,,,
41,PT08M35.00S,2021-11-24T03:12:17.0Z,1,REGULAR,rebound,offensive,[],201145,,,1610612743,6,5,2021-11-24T03:12:17Z,410000,,,0,,J. Green REBOUND (Off:1 Def:1),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,40.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
42,PT08M35.00S,2021-11-24T03:12:18.6Z,1,REGULAR,foul,personal,['2freethrow'],203496,,,1610612743,6,5,2021-11-24T03:12:24Z,420000,,,0,,R. Covington shooting personal FOUL (1 PF) (Green 2 FT),"[203496, 201145]",1610612757.0,POR,shooting,,,Covington,R. Covington,,,,,,,,,,,,,2714.0,,,,,1.0,0.0,Green,201145.0,,,,
44,PT08M35.00S,2021-11-24T03:12:43.4Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],201145,,,1610612743,6,6,2021-11-24T03:12:43Z,440000,,,0,,J. Green Free Throw 1 of 2 (1 PTS),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,Made,,,,,,,,,1.0,,,,,,,,,,
45,PT08M35.00S,2021-11-24T03:13:01.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],201145,,,1610612743,6,7,2021-11-24T03:13:01Z,450000,,,0,,J. Green Free Throw 2 of 2 (2 PTS),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,Made,,,,,,,,,2.0,,,,,,,,,,
46,PT08M22.00S,2021-11-24T03:13:17.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,92.32917214191852,60.5392156862745,1610612757,8,7,2021-11-24T03:13:31Z,460000,53.0,20.0,1,right,C. McCollum driving floating bank Jump Shot (2 PTS),[203468],1610612757.0,POR,driving floating bank,,,McCollum,C. McCollum,,,,,5.62,Made,,,,,,,,,2.0,,,,,,,,,,
47,PT08M22.00S,2021-11-24T03:13:19.4Z,1,REGULAR,foul,personal,['1freethrow'],201145,,,1610612757,8,7,2021-11-24T03:13:30Z,470000,,,0,,J. Green shooting personal FOUL (1 PF) (McCollum 1 FT),"[201145, 203468]",1610612743.0,DEN,shooting,,,Green,J. Green,,,,,,,,,,,,,2714.0,,,,,1.0,0.0,McCollum,203468.0,,,,
49,PT08M22.00S,2021-11-24T03:13:42.9Z,1,REGULAR,freethrow,1 of 1,[],203468,,,1610612757,9,7,2021-11-24T03:13:42Z,490000,,,0,,C. McCollum Free Throw 1 of 1 (3 PTS),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,Made,,,,,,,,,3.0,,,,,,,,,,
50,PT08M16.00S,2021-11-24T03:13:52.2Z,1,REGULAR,turnover,lost ball,[],203932,,,1610612743,9,7,2021-11-24T03:13:59Z,500000,,,0,,A. Gordon lost ball TURNOVER (1 TO),"[203932, 1626181]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,1.0,,Powell,1626181.0,,,,,,,,
51,PT08M16.00S,2021-11-24T03:13:52.2Z,1,REGULAR,steal,,[],1626181,,,1610612757,9,7,2021-11-24T03:13:57Z,510000,,,0,,N. Powell STEAL (1 STL),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT08M11.00S,2021-11-24T03:13:58.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626181,94.03745072273325,49.50980392156863,1610612757,11,7,2021-11-24T03:14:06Z,520000,-2.0,4.0,1,right,N. Powell running Layup (4 PTS) (D. Lillard 1 AST),"[1626181, 203081]",1610612757.0,POR,running,,,Powell,N. Powell,,,,,0.43,Made,,,,,,,,,4.0,,,,,,,D. Lillard,203081.0,1.0,
53,PT07M59.00S,2021-11-24T03:14:08.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628420,15.850854139290407,55.392156862745104,1610612743,11,7,2021-11-24T03:14:23Z,530000,-27.0,96.0,1,left,MISS M. Morris 10' driving floating Shot,[1628420],1610612743.0,DEN,driving floating,,,Morris,M. Morris,,,,,10.02,Missed,,,,,,,,,,,,,,,,,,,
54,PT07M59.00S,2021-11-24T03:14:08.9Z,1,REGULAR,rebound,offensive,[],203932,,,1610612743,11,7,2021-11-24T03:14:23Z,540000,,,0,,A. Gordon REBOUND (Off:1 Def:0),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,53.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
56,PT07M50.00S,2021-11-24T03:14:18.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201145,7.5722733245729295,4.411764705882353,1610612743,11,10,2021-11-24T03:14:26Z,550000,228.0,19.0,1,left,J. Green 3PT  (5 PTS) (M. Morris 1 AST),"[201145, 1628420]",1610612743.0,DEN,,,,Green,J. Green,,,,,22.87,Made,,,,,,,,,5.0,,,,,,,M. Morris,1628420.0,1.0,
58,PT07M36.00S,2021-11-24T03:14:32.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203994,93.11760840998686,50.49019607843137,1610612757,13,10,2021-11-24T03:14:36Z,570000,2.0,12.0,1,right,J. Nurkic Layup (2 PTS) (R. Covington 1 AST),"[203994, 203496]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,1.25,Made,,,,,,,,,2.0,,,,,,,R. Covington,203496.0,1.0,
60,PT07M13.00S,2021-11-24T03:14:55.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201145,6.258212877792378,49.26470588235294,1610612743,13,12,2021-11-24T03:14:59Z,590000,4.0,6.0,1,left,J. Green driving Layup (7 PTS) (W. Barton 1 AST),"[201145, 203115]",1610612743.0,DEN,driving,,,Green,J. Green,,,,,0.73,Made,,,,,,,,,7.0,,,,,,,W. Barton,203115.0,1.0,
62,PT07M00.00S,2021-11-24T03:15:08.0Z,1,REGULAR,3pt,Jump Shot,[],1626181,94.69448094612353,3.9215686274509802,1610612757,13,12,2021-11-24T03:15:12Z,610000,-230.0,-3.0,1,right,MISS N. Powell 3PT,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,23.04,Missed,,,,,,,,,,,,,,,,,,,
63,PT06M57.00S,2021-11-24T03:15:11.0Z,1,REGULAR,rebound,defensive,[],203210,,,1610612743,13,12,2021-11-24T03:15:12Z,620000,,,0,,J. Green REBOUND (Off:0 Def:1),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,62.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
64,PT06M40.00S,2021-11-24T03:15:27.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201145,11.251642575558476,62.254901960784316,1610612743,13,12,2021-11-24T03:15:32Z,630000,-61.0,53.0,1,left,MISS J. Green 8' turnaround fadeaway Shot,[201145],1610612743.0,DEN,turnaround fadeaway,,,Green,J. Green,,,,,8.12,Missed,,,,,,,,,,,,,,,,,,,
65,PT06M38.00S,2021-11-24T03:15:29.9Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,13,12,2021-11-24T03:15:32Z,640000,,,0,,J. Nurkic REBOUND (Off:1 Def:1),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,64.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
66,PT06M33.00S,2021-11-24T03:15:35.9Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],203468,91.80354796320631,79.16666666666666,1610612757,13,12,2021-11-24T03:15:53Z,650000,146.0,25.0,1,right,MISS C. McCollum 14' running pullup Shot,[203468],1610612757.0,POR,running pullup,,,McCollum,C. McCollum,,,,,14.78,Missed,,,,,,,,,,,,,,,,,,,
67,PT06M29.00S,2021-11-24T03:15:39.9Z,1,REGULAR,rebound,defensive,[],1628420,,,1610612743,13,12,2021-11-24T03:15:43Z,660000,,,0,,M. Morris REBOUND (Off:0 Def:1),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,66.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
70,PT06M18.00S,2021-11-24T03:15:52.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,13,12,2021-11-24T03:16:40Z,670000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M18.00S,2021-11-24T03:16:09.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,13,12,2021-11-24T03:16:09Z,680000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M15.00S,2021-11-24T03:19:26.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201145,6.521024967148489,48.529411764705884,1610612743,13,12,2021-11-24T03:19:30Z,690000,7.0,9.0,1,left,MISS J. Green cutting Layup - blocked,"[201145, 203496]",1610612743.0,DEN,cutting,,,Green,J. Green,,,,,1.15,Missed,,,,,Covington,203496.0,,,,,,,,,,,,,
72,PT06M15.00S,2021-11-24T03:19:26.5Z,1,REGULAR,block,,[],203496,,,1610612743,13,12,2021-11-24T03:19:28Z,700000,,,0,,R. Covington BLOCK (1 BLK),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M12.00S,2021-11-24T03:19:29.5Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,13,12,2021-11-24T03:19:30Z,710000,,,0,,J. Nurkic REBOUND (Off:1 Def:2),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,71.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
74,PT06M10.00S,2021-11-24T03:19:32.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203496,74.98357424441524,12.745098039215685,1610612757,16,12,2021-11-24T03:19:55Z,720000,-186.0,183.0,1,right,R. Covington 26' 3PT running (3 PTS) (N. Powell 1 AST),"[203496, 1626181]",1610612757.0,POR,running,,,Covington,R. Covington,,,,,26.09,Made,,,,,,,,,3.0,,,,,,,N. Powell,1626181.0,1.0,
76,PT05M42.00S,2021-11-24T03:19:59.6Z,1,REGULAR,3pt,Jump Shot,[],1628420,7.440867279894875,96.07843137254902,1610612743,16,15,2021-11-24T03:20:04Z,740000,-230.0,17.0,1,left,M. Morris 3PT  (3 PTS) (W. Barton 2 AST),"[1628420, 203115]",1610612743.0,DEN,,,,Morris,M. Morris,,,,,23.11,Made,,,,,,,,,3.0,,,,,,,W. Barton,203115.0,2.0,
78,PT05M21.00S,2021-11-24T03:20:20.3Z,1,REGULAR,3pt,Jump Shot,[],203468,79.71419185282524,93.13725490196079,1610612757,19,15,2021-11-24T03:20:31Z,760000,216.0,138.0,1,right,C. McCollum 25' 3PT pullup (6 PTS) (J. Nurkic 1 AST),"[203468, 203994]",1610612757.0,POR,pullup,,,McCollum,C. McCollum,,,,,25.62,Made,,,,,,,,,6.0,,,,,,,J. Nurkic,203994.0,1.0,
80,PT04M59.00S,2021-11-24T03:20:43.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628420,6.1268068331143235,48.529411764705884,1610612743,19,17,2021-11-24T03:20:47Z,780000,7.0,5.0,1,left,M. Morris driving Layup (5 PTS),[1628420],1610612743.0,DEN,driving,,,Morris,M. Morris,,,,,0.9,Made,,,,,,,,,5.0,,,,,,,,,,
81,PT04M51.00S,2021-11-24T03:20:51.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203081,94.1688567674113,47.05882352941176,1610612757,19,17,2021-11-24T03:20:57Z,790000,-15.0,2.0,1,right,MISS D. Lillard driving Layup - blocked,"[203081, 201145]",1610612757.0,POR,driving,,,Lillard,D. Lillard,,,,,1.49,Missed,,,,,Green,201145.0,,,,,,,,,,,,,
82,PT04M51.00S,2021-11-24T03:20:51.7Z,1,REGULAR,block,,[],201145,,,1610612757,19,17,2021-11-24T03:20:54Z,800000,,,0,,J. Green BLOCK (2 BLK),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M51.00S,2021-11-24T03:20:51.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612743,19,17,2021-11-24T03:20:57Z,810000,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,81.0,,,,,,,,,,,,,,,,,,
84,PT04M51.00S,2021-11-24T03:20:56.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,19,17,2021-11-24T03:20:56Z,820000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M51.00S,2021-11-24T03:20:57.1Z,1,REGULAR,substitution,out,[],203468,,,1610612743,19,17,2021-11-24T03:21:15Z,830000,,,0,,SUB out: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M51.00S,2021-11-24T03:20:57.1Z,1,REGULAR,substitution,out,[],203994,,,1610612743,19,17,2021-11-24T03:21:15Z,840000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M51.00S,2021-11-24T03:20:57.1Z,1,REGULAR,substitution,out,[],1626181,,,1610612743,19,17,2021-11-24T03:21:15Z,850000,,,0,,SUB out: N. Powell,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M51.00S,2021-11-24T03:20:57.1Z,1,REGULAR,substitution,out,[],203115,,,1610612743,19,17,2021-11-24T03:21:15Z,860000,,,0,,SUB out: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M51.00S,2021-11-24T03:20:57.1Z,1,REGULAR,substitution,out,[],201145,,,1610612743,19,17,2021-11-24T03:21:15Z,870000,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M51.00S,2021-11-24T03:20:57.1Z,1,REGULAR,substitution,in,[],1629014,,,1610612743,19,17,2021-11-24T03:21:15Z,880000,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M51.00S,2021-11-24T03:20:57.1Z,1,REGULAR,substitution,in,[],1629642,,,1610612743,19,17,2021-11-24T03:21:15Z,890000,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M51.00S,2021-11-24T03:20:57.1Z,1,REGULAR,substitution,in,[],203469,,,1610612743,19,17,2021-11-24T03:21:15Z,900000,,,0,,SUB in: C. Zeller,[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,
