actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,pointsTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
180,PT10M40.00S,2021-11-24T03:41:23.8Z,2,REGULAR,rebound,offensive,[],1629642,,,1610612757,33,29,2021-11-24T03:41:28Z,1780000,,,0,,N. Little REBOUND (Off:1 Def:0),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,179.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
181,PT10M29.00S,2021-11-24T03:41:35.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629642,67.36202365308804,28.676470588235293,1610612757,33,29,2021-11-24T03:41:39Z,1790000,-107.0,254.0,1,right,MISS N. Little 27' pullup 3PT,[1629642],1610612757.0,POR,pullup,,,Little,N. Little,,,,,27.57,Missed,,,,,,,,,,,,,,,,,,,
182,PT10M27.00S,2021-11-24T03:41:37.0Z,2,REGULAR,rebound,defensive,[],1630192,,,1610612743,33,29,2021-11-24T03:41:39Z,1800000,,,0,,Z. Nnaji REBOUND (Off:1 Def:2),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,181.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
183,PT10M14.00S,2021-11-24T03:41:52.7Z,2,REGULAR,foul,personal,['2freethrow'],203503,,,1610612743,33,29,2021-11-24T03:42:08Z,1810000,,,0,,T. Snell shooting personal FOUL (1 PF) (Campazzo 2 FT),"[203503, 1630267]",1610612757.0,POR,shooting,,,Snell,T. Snell,,,,,,,,,,,,,1627961.0,,,,,1.0,0.0,Campazzo,1630267.0,,,,
185,PT10M14.00S,2021-11-24T03:42:17.8Z,2,REGULAR,freethrow,1 of 2,[],1630267,,,1610612743,33,29,2021-11-24T03:42:17Z,1830000,,,0,,MISS F. Campazzo Free Throw 1 of 2,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
186,PT10M14.00S,2021-11-24T03:42:17.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,33,29,2021-11-24T03:42:17Z,1840000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,185.0,,,,,,,,,,,,,,,,,,
188,PT10M14.00S,2021-11-24T03:42:31.9Z,2,REGULAR,freethrow,2 of 2,[],1630267,,,1610612743,33,30,2021-11-24T03:42:31Z,1850000,,,0,,F. Campazzo Free Throw 2 of 2 (5 PTS),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,Made,,,,,,,,,5.0,,,,,,,,,,
189,PT09M57.00S,2021-11-24T03:42:49.5Z,2,REGULAR,2pt,Jump Shot,[],1626204,79.84559789750328,23.284313725490197,1610612757,33,30,2021-11-24T03:42:54Z,1860000,-134.0,137.0,1,right,MISS L. Nance Jr. 19' Jump Shot,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,19.14,Missed,,,,,,,,,,,,,,,,,,,
190,PT09M54.00S,2021-11-24T03:42:52.5Z,2,REGULAR,rebound,defensive,[],1630192,,,1610612743,33,30,2021-11-24T03:42:54Z,1870000,,,0,,Z. Nnaji REBOUND (Off:1 Def:3),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,189.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
191,PT09M46.00S,2021-11-24T03:43:00.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630192,6.521024967148489,58.08823529411765,1610612743,33,32,2021-11-24T03:43:05Z,1880000,-40.0,9.0,1,left,Z. Nnaji cutting Layup (2 PTS) (W. Barton 4 AST),"[1630192, 203115]",1610612743.0,DEN,cutting,,,Nnaji,Z. Nnaji,,,,,4.13,Made,,,,,,,,,2.0,,,,,,,W. Barton,203115.0,4.0,
193,PT09M33.00S,2021-11-24T03:43:14.4Z,2,REGULAR,3pt,Jump Shot,[],1626204,72.48685939553219,17.647058823529413,1610612757,33,32,2021-11-24T03:43:20Z,1900000,-162.0,206.0,1,right,MISS L. Nance Jr. 26' 3PT,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,26.2,Missed,,,,,,,,,,,,,,,,,,,
194,PT09M29.00S,2021-11-24T03:43:18.4Z,2,REGULAR,rebound,defensive,[],1630192,,,1610612743,33,32,2021-11-24T03:43:20Z,1910000,,,0,,Z. Nnaji REBOUND (Off:1 Def:4),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,193.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
195,PT09M26.00S,2021-11-24T03:43:23.0Z,2,REGULAR,foul,offensive,[],203115,,,1610612743,33,32,2021-11-24T03:43:32Z,1920000,,,0,,W. Barton charge offensive FOUL (1 PF),"[203115, 1626204]",1610612743.0,DEN,charge,,,Barton,W. Barton,,,,,,,,,,,,,2714.0,,,,,1.0,0.0,Nance Jr.,1626204.0,,,,
197,PT09M26.00S,2021-11-24T03:43:23.0Z,2,REGULAR,turnover,offensive foul,[],203115,,,1610612743,33,32,2021-11-24T03:43:23Z,1940000,,,0,,W. Barton offensive foul TURNOVER (1 TO),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,2714.0,1.0,,,,,,,,,,,
198,PT09M12.00S,2021-11-24T03:43:54.2Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629642,76.82325886990802,55.14705882352941,1610612757,35,32,2021-11-24T03:43:58Z,1950000,26.0,165.0,1,right,N. Little 16' pullup Jump Shot (3 PTS),[1629642],1610612757.0,POR,pullup,,,Little,N. Little,,,,,16.74,Made,,,,,,,,,3.0,,,,,,,,,,
199,PT08M48.00S,2021-11-24T03:44:17.3Z,2,REGULAR,3pt,Jump Shot,[],203085,32.670827858081466,30.14705882352941,1610612743,35,32,2021-11-24T03:48:23Z,1960000,99.0,255.0,1,left,MISS A. Rivers 27' 3PT,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,27.33,Missed,,,,,,,,,,,,,,,,,,,
200,PT08M45.00S,2021-11-24T03:44:20.3Z,2,REGULAR,rebound,defensive,[],1629014,,,1610612757,35,32,2021-11-24T03:44:22Z,1970000,,,0,,A. Simons REBOUND (Off:0 Def:3),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,199.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
201,PT08M40.00S,2021-11-24T03:44:25.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203468,72.88107752956637,15.931372549019606,1610612757,35,32,2021-11-24T03:44:33Z,1980000,-170.0,202.0,1,right,MISS C. McCollum 26' running pullup 3PT,[203468],1610612757.0,POR,running pullup,,,McCollum,C. McCollum,,,,,26.45,Missed,,,,,,,,,,,,,,,,,,,
202,PT08M37.00S,2021-11-24T03:44:28.1Z,2,REGULAR,rebound,defensive,[],1630192,,,1610612743,35,32,2021-11-24T03:44:33Z,1990000,,,0,,Z. Nnaji REBOUND (Off:1 Def:5),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,201.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
203,PT08M21.00S,2021-11-24T03:44:43.6Z,2,REGULAR,2pt,Jump Shot,[],1630192,7.046649145860711,90.93137254901961,1610612743,35,32,2021-11-24T03:44:47Z,2000000,-205.0,14.0,1,left,MISS Z. Nnaji 20' Jump Shot,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,20.52,Missed,,,,,,,,,,,,,,,,,,,
204,PT08M19.00S,2021-11-24T03:44:46.2Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612757,35,32,2021-11-24T03:44:46Z,2010000,,,0,,L. Nance Jr. REBOUND (Off:1 Def:2),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,203.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
205,PT08M10.00S,2021-11-24T03:44:55.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629642,89.70105124835742,40.931372549019606,1610612757,35,32,2021-11-24T03:45:01Z,2020000,-45.0,44.0,1,right,MISS N. Little 6' driving Layup,[1629642],1610612757.0,POR,driving,,,Little,N. Little,,,,,6.34,Missed,,,,,,,,,,,,,,,,,,,
206,PT08M07.00S,2021-11-24T03:44:58.7Z,2,REGULAR,rebound,offensive,[],1626204,,,1610612757,35,32,2021-11-24T03:45:29Z,2030000,,,0,,L. Nance Jr. REBOUND (Off:2 Def:2),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,205.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
262,PT08M06.00S,2021-11-24T03:45:00.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626204,94.66162943495401,52.69607843137255,1610612757,35,32,2021-11-24T03:55:04Z,2035000,13.0,-2.0,1,right,MISS L. Nance Jr. tip Layup,[1626204],1610612757.0,POR,tip,,,Nance Jr.,L. Nance Jr.,,,,,1.37,Missed,,,,,,,,,,,,,,,,,,,
263,PT08M06.00S,2021-11-24T03:45:00.0Z,2,REGULAR,rebound,offensive,[],1626204,,,1610612757,35,32,2021-11-24T03:55:04Z,2037500,,,0,,L. Nance Jr. REBOUND (Off:3 Def:2),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,262.0,5.0,2.0,3.0,,,,,,,,,,,,,,,
207,PT08M00.00S,2021-11-24T03:45:04.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629014,88.25558475689881,45.34313725490196,1610612757,37,32,2021-11-24T03:55:04Z,2040000,-23.0,58.0,1,right,A. Simons 6' driving floating Jump Shot (5 PTS),[1629014],1610612757.0,POR,driving floating,,,Simons,A. Simons,,,,,6.24,Made,,,,,,,,,5.0,,,,,,,,,,
208,PT07M46.00S,2021-11-24T03:45:18.7Z,2,REGULAR,3pt,Jump Shot,[],203085,24.52365308804205,13.725490196078432,1610612743,37,35,2021-11-24T03:45:26Z,2050000,181.0,178.0,1,left,A. Rivers 25' 3PT  (3 PTS) (F. Campazzo 1 AST),"[203085, 1630267]",1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,25.41,Made,,,,,,,,,3.0,,,,,,,F. Campazzo,1630267.0,1.0,
210,PT07M25.00S,2021-11-24T03:45:40.2Z,2,REGULAR,3pt,Jump Shot,[],1629014,67.09921156373193,36.51960784313725,1610612757,40,35,2021-11-24T03:45:43Z,2070000,-67.0,257.0,1,right,A. Simons 26' 3PT  (8 PTS) (C. McCollum 1 AST),"[1629014, 203468]",1610612757.0,POR,,,,Simons,A. Simons,,,,,26.55,Made,,,,,,,,,8.0,,,,,,,C. McCollum,203468.0,1.0,
212,PT07M10.00S,2021-11-24T03:45:57.0Z,2,REGULAR,foul,personal,['2freethrow'],1626204,,,1610612743,40,35,2021-11-24T03:46:05Z,2090000,,,0,,L. Nance Jr. shooting personal FOUL (2 PF) (Green 2 FT),"[1626204, 203210]",1610612757.0,POR,shooting,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,2714.0,,,,,2.0,0.0,Green,203210.0,,,,
214,PT07M10.00S,2021-11-24T03:46:28.1Z,2,REGULAR,freethrow,1 of 2,[],203210,,,1610612743,40,36,2021-11-24T03:46:28Z,2110000,,,0,,J. Green Free Throw 1 of 2 (3 PTS),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,Made,,,,,,,,,3.0,,,,,,,,,,
215,PT07M10.00S,2021-11-24T03:46:28.9Z,2,REGULAR,substitution,out,[],203468,,,1610612743,40,36,2021-11-24T03:46:45Z,2120000,,,0,,SUB out: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M10.00S,2021-11-24T03:46:28.9Z,2,REGULAR,substitution,out,[],1629642,,,1610612743,40,36,2021-11-24T03:46:45Z,2130000,,,0,,SUB out: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M10.00S,2021-11-24T03:46:28.9Z,2,REGULAR,substitution,out,[],1626204,,,1610612743,40,36,2021-11-24T03:46:45Z,2140000,,,0,,SUB out: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M10.00S,2021-11-24T03:46:28.9Z,2,REGULAR,substitution,out,[],203115,,,1610612743,40,36,2021-11-24T03:46:45Z,2150000,,,0,,SUB out: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M10.00S,2021-11-24T03:46:28.9Z,2,REGULAR,substitution,out,[],1630192,,,1610612743,40,36,2021-11-24T03:46:45Z,2160000,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M10.00S,2021-11-24T03:46:28.9Z,2,REGULAR,substitution,in,[],203994,,,1610612743,40,36,2021-11-24T03:46:45Z,2170000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M10.00S,2021-11-24T03:46:28.9Z,2,REGULAR,substitution,in,[],203081,,,1610612743,40,36,2021-11-24T03:46:45Z,2180000,,,0,,SUB in: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M10.00S,2021-11-24T03:46:28.9Z,2,REGULAR,substitution,in,[],1626181,,,1610612743,40,36,2021-11-24T03:46:45Z,2190000,,,0,,SUB in: N. Powell,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M10.00S,2021-11-24T03:46:28.9Z,2,REGULAR,substitution,in,[],1628420,,,1610612743,40,36,2021-11-24T03:46:45Z,2200000,,,0,,SUB in: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M10.00S,2021-11-24T03:46:28.9Z,2,REGULAR,substitution,in,[],203932,,,1610612743,40,36,2021-11-24T03:46:45Z,2210000,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M10.00S,2021-11-24T03:46:57.1Z,2,REGULAR,freethrow,2 of 2,[],203210,,,1610612743,40,37,2021-11-24T03:46:57Z,2220000,,,0,,J. Green Free Throw 2 of 2 (4 PTS),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,Made,,,,,,,,,4.0,,,,,,,,,,
226,PT06M54.00S,2021-11-24T03:47:13.2Z,2,REGULAR,3pt,Jump Shot,[],1626181,92.85479632063075,2.941176470588235,1610612757,43,37,2021-11-24T03:47:17Z,2230000,-235.0,15.0,1,right,N. Powell 3PT  (7 PTS) (J. Nurkic 2 AST),"[1626181, 203994]",1610612757.0,POR,,,,Powell,N. Powell,,,,,23.58,Made,,,,,,,,,7.0,,,,,,,J. Nurkic,203994.0,2.0,
228,PT06M53.00S,2021-11-24T03:47:19.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,43,37,2021-11-24T03:47:19Z,2250000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M53.00S,2021-11-24T03:49:38.6Z,2,REGULAR,substitution,out,[],203210,,,1610612743,43,37,2021-11-24T03:50:25Z,2260000,,,0,,SUB out: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M53.00S,2021-11-24T03:49:38.6Z,2,REGULAR,substitution,in,[],201145,,,1610612743,43,37,2021-11-24T03:50:25Z,2270000,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M42.00S,2021-11-24T03:50:55.7Z,2,REGULAR,foul,personal,[],1626181,,,1610612743,43,37,2021-11-24T03:51:03Z,2280000,,,0,,N. Powell personal FOUL (2 PF),"[1626181, 203932]",1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,1626302.0,,,,,2.0,0.0,Gordon,203932.0,,,,
233,PT06M26.00S,2021-11-24T03:51:24.8Z,2,REGULAR,3pt,Jump Shot,[],203085,10.726018396846255,3.1862745098039214,1610612743,43,40,2021-11-24T03:51:33Z,2300000,234.0,48.0,1,left,A. Rivers 3PT  (6 PTS) (J. Green 1 AST),"[203085, 201145]",1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,23.9,Made,,,,,,,,,6.0,,,,,,,J. Green,201145.0,1.0,
235,PT06M03.00S,2021-11-24T03:51:48.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203994,93.51182654402102,49.50980392156863,1610612757,45,40,2021-11-24T03:51:54Z,2320000,-2.0,8.0,1,right,J. Nurkic Layup (4 PTS) (N. Powell 2 AST),"[203994, 1626181]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,0.89,Made,,,,,,,,,4.0,,,,,,,N. Powell,1626181.0,2.0,
237,PT05M42.00S,2021-11-24T03:52:09.8Z,2,REGULAR,3pt,Jump Shot,[],1628420,27.94021024967148,21.07843137254902,1610612743,45,43,2021-11-24T03:52:14Z,2340000,145.0,210.0,1,left,M. Morris 25' 3PT  (10 PTS) (A. Gordon 1 AST),"[1628420, 203932]",1610612743.0,DEN,,,,Morris,M. Morris,,,,,25.51,Made,,,,,,,,,10.0,,,,,,,A. Gordon,203932.0,1.0,
239,PT05M22.00S,2021-11-24T03:52:29.0Z,2,REGULAR,3pt,Jump Shot,[],203503,73.14388961892247,16.42156862745098,1610612757,45,43,2021-11-24T03:52:33Z,2360000,-168.0,200.0,1,right,MISS T. Snell 26' 3PT,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,26.11,Missed,,,,,,,,,,,,,,,,,,,
240,PT05M19.00S,2021-11-24T03:52:32.0Z,2,REGULAR,rebound,defensive,[],203932,,,1610612743,45,43,2021-11-24T03:52:33Z,2370000,,,0,,A. Gordon REBOUND (Off:1 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,239.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
241,PT05M12.00S,2021-11-24T03:52:41.3Z,2,REGULAR,foul,personal,[],203994,,,1610612743,45,43,2021-11-24T03:52:51Z,2380000,,,0,,J. Nurkic personal FOUL (1 PF),"[203994, 201145]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,1627961.0,,,,,1.0,0.0,Green,201145.0,,,,
243,PT05M12.00S,2021-11-24T03:52:50.7Z,2,REGULAR,substitution,out,[],203503,,,1610612743,45,43,2021-11-24T03:52:54Z,2400000,,,0,,SUB out: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M12.00S,2021-11-24T03:52:50.7Z,2,REGULAR,substitution,in,[],203496,,,1610612743,45,43,2021-11-24T03:52:54Z,2410000,,,0,,SUB in: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT05M00.00S,2021-11-24T03:53:19.9Z,2,REGULAR,3pt,Jump Shot,[],201145,31.225361366622867,70.34313725490196,1610612743,45,46,2021-11-24T03:53:31Z,2430000,-102.0,241.0,1,left,J. Green 26' 3PT  (12 PTS) (F. Campazzo 2 AST),"[201145, 1630267]",1610612743.0,DEN,,,,Green,J. Green,,,,,26.16,Made,,,,,,,,,12.0,,,,,,,F. Campazzo,1630267.0,2.0,
248,PT04M40.00S,2021-11-24T03:53:40.7Z,2,REGULAR,turnover,bad pass,[],203994,,,1610612757,45,46,2021-11-24T03:53:45Z,2450000,,,0,,J. Nurkic bad pass TURNOVER (1 TO),"[203994, 1630267]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,1.0,,Campazzo,1630267.0,,,,,,,,
249,PT04M40.00S,2021-11-24T03:53:40.7Z,2,REGULAR,steal,,[],1630267,,,1610612743,45,46,2021-11-24T03:53:42Z,2460000,,,0,,F. Campazzo STEAL (1 STL),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT04M34.00S,2021-11-24T03:53:45.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628420,6.389618922470433,52.94117647058824,1610612743,45,46,2021-11-24T03:53:50Z,2470000,-15.0,8.0,1,left,MISS M. Morris running Layup,[1628420],1610612743.0,DEN,running,,,Morris,M. Morris,,,,,1.65,Missed,,,,,,,,,,,,,,,,,,,
251,PT04M33.00S,2021-11-24T03:53:46.7Z,2,REGULAR,rebound,defensive,[],1626181,,,1610612757,45,46,2021-11-24T03:53:50Z,2480000,,,0,,N. Powell REBOUND (Off:0 Def:2),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,250.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
252,PT04M27.00S,2021-11-24T03:53:56.2Z,2,REGULAR,foul,personal,[],1628420,,,1610612757,45,46,2021-11-24T03:54:02Z,2490000,,,0,,M. Morris personal FOUL (1 PF),"[1628420, 203081]",1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,1626302.0,,,,,1.0,0.0,Lillard,203081.0,,,,
254,PT04M27.00S,2021-11-24T03:54:03.4Z,2,REGULAR,substitution,out,[],1629014,,,1610612757,45,46,2021-11-24T03:54:19Z,2510000,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT04M27.00S,2021-11-24T03:54:03.4Z,2,REGULAR,substitution,out,[],203085,,,1610612757,45,46,2021-11-24T03:54:19Z,2520000,,,0,,SUB out: A. Rivers,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT04M27.00S,2021-11-24T03:54:03.4Z,2,REGULAR,substitution,in,[],203468,,,1610612757,45,46,2021-11-24T03:54:19Z,2530000,,,0,,SUB in: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT04M27.00S,2021-11-24T03:54:03.4Z,2,REGULAR,substitution,in,[],203115,,,1610612757,45,46,2021-11-24T03:54:19Z,2540000,,,0,,SUB in: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT04M18.00S,2021-11-24T03:54:37.5Z,2,REGULAR,3pt,Jump Shot,[],203081,96.40275952693824,95.83333333333334,1610612757,48,46,2021-11-24T03:54:43Z,2550000,229.0,-19.0,1,right,D. Lillard 3PT step back (9 PTS),[203081],1610612757.0,POR,step back,,,Lillard,D. Lillard,,,,,23.0,Made,,,,,,,,,9.0,,,,,,,,,,
259,PT03M54.00S,2021-11-24T03:55:00.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201145,8.09789750328515,53.67647058823529,1610612743,48,46,2021-11-24T03:55:05Z,2560000,-18.0,24.0,1,left,MISS J. Green driving Layup - blocked,"[201145, 203994]",1610612743.0,DEN,driving,,,Green,J. Green,,,,,2.99,Missed,,,,,Nurkic,203994.0,,,,,,,,,,,,,
260,PT03M54.00S,2021-11-24T03:55:00.9Z,2,REGULAR,block,,[],203994,,,1610612743,48,46,2021-11-24T03:55:03Z,2570000,,,0,,J. Nurkic BLOCK (1 BLK),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT03M52.00S,2021-11-24T03:55:02.9Z,2,REGULAR,rebound,defensive,[],203468,,,1610612757,48,46,2021-11-24T03:55:05Z,2580000,,,0,,C. McCollum REBOUND (Off:0 Def:1),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,259.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
264,PT03M50.00S,2021-11-24T03:55:06.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203081,66.44218134034165,83.82352941176471,1610612757,48,46,2021-11-24T03:55:12Z,2590000,169.0,263.0,1,right,MISS D. Lillard 31' running 3PT,[203081],1610612757.0,POR,running,,,Lillard,D. Lillard,,,,,31.26,Missed,,,,,,,,,,,,,,,,,,,
265,PT03M46.00S,2021-11-24T03:55:10.3Z,2,REGULAR,rebound,defensive,[],203115,,,1610612743,48,46,2021-11-24T03:55:12Z,2600000,,,0,,W. Barton REBOUND (Off:0 Def:3),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,264.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
269,PT03M35.00S,2021-11-24T03:55:22.8Z,2,REGULAR,3pt,Jump Shot,[],201145,29.911300919842315,74.26470588235294,1610612743,48,49,2021-11-24T04:22:43Z,2640000,-121.0,229.0,1,left,J. Green 25' 3PT  (15 PTS) (A. Gordon 2 AST),"[201145, 203932]",1610612743.0,DEN,,,,Green,J. Green,,,,,25.89,Made,,,,,,,,,15.0,,,,,,,A. Gordon,203932.0,2.0,
271,PT03M35.00S,2021-11-24T03:55:33.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,48,49,2021-11-24T03:55:33Z,2660000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT03M35.00S,2021-11-24T03:57:54.8Z,2,REGULAR,substitution,out,[],1630267,,,1610612757,48,49,2021-11-24T03:58:24Z,2670000,,,0,,SUB out: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT03M35.00S,2021-11-24T03:57:54.8Z,2,REGULAR,substitution,in,[],203210,,,1610612757,48,49,2021-11-24T03:58:24Z,2680000,,,0,,SUB in: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT03M22.00S,2021-11-24T03:59:02.9Z,2,REGULAR,foul,offensive,[],203496,,,1610612757,48,49,2021-11-24T03:59:09Z,2690000,,,0,,R. Covington offensive FOUL (2 PF),"[203496, 1628420]",1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,1626302.0,,,,,2.0,0.0,Morris,1628420.0,,,,
276,PT03M22.00S,2021-11-24T03:59:02.9Z,2,REGULAR,turnover,offensive foul,[],203496,,,1610612757,48,49,2021-11-24T03:59:02Z,2710000,,,0,,R. Covington offensive foul TURNOVER (1 TO),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,1626302.0,1.0,,,,,,,,,,,
